,PTT-R.BK,CPALL-R.BK,SCVUF,AOT-R.BK,BDMS-R.BK,NVAA.,DELTA-R.BK,PTTEP-R.BK,PTTGC-R.BK,NVAM.,CPN-R.BK,CPF-R.BK,GULF-R.BK,MINT-R.BK,EA-R.BK,OR-R.BK,HMPRO-R.BK,SCB-R.BK,SCGP-R.BK,BTS-R.BK,IVL-R.BK,LDHUF,BBL/F.BK,CRC-R.BK,BEM-R.BK,KTC-R.BK,TOP-R.BK,BH-R.BK,KCE-R.BK,TU-R.BK,BANPU-R.BK,GPSC-R.BK,SAWAD-R.BK,OSP-R.BK,EGCO-R.BK,CBG-R.BK,IRPC-R.BK,MTC-R.BK,BJC-R.BK,HANA-R.BK,STGT-R.BK,COM7-R.BK,KTB-R.BK,TRUE-R.BK,NVA4.,STA-R.BK,AWC-R.BK,BGRIM-R.BK,BAM-R.BK,BCH-R.BK,NYVL.,BCP-R.BK,WHA-R.BK,CK-R.BK,NYVU.,VGI-R.BK,TOA-R.BK,CHG-R.BK,AP-R.BK,GUNKUL-R.BK,TISCO-R.BK,NYVT.,AEONTS-R.BK,QH-R.BK,JMT-R.BK,F1P2.,M-R.BK,SPRC-R.BK,DOHOME-R.BK,TQM-R.BK,AMATA-R.BK,XTSLA,SIRI-R.BK,SUPER-R.BK,SCCC-R.BK,PTG-R.BK,NYVS.,THG-R.BK,STEC-R.BK,THVUF,BLA-R.BK,JMART-R.BK,MEGA-R.BK,BPP-R.BK,CENTEL-R.BK,TASCO-R.BK,BLAND-R.BK,NVAY.,SF-R.BK,EPG-R.BK,DCC-R.BK,MAJOR-R.BK,KKP-R.BK,PLANB-R.BK,MBK-R.BK,BCPG-R.BK,THANI-R.BK,CKP-R.BK,RS-R.BK,RBF-R.BK,TPIPP-R.BK,PSH-R.BK,TCAP-R.BK,TPIPL-R.BK,SINGER-R.BK,BA-R.BK,VNT-R.BK,ESSO-R.BK,SPCG-R.BK,AAV-R.BK,ACE-R.BK,PTL-R.BK,PRM-R.BK,SYNEX-R.BK,SGP-R.BK,KSL-R.BK,ORI-R.BK,ICHI-R.BK,S-R.BK,EASTW-R.BK,GFPT-R.BK,TFG-R.BK,BAFS-R.BK,WHAUP-R.BK,SC-R.BK,TKN-R.BK,HBCFT,THB,TFG-R3,MESU1,USD,SC.R,-,JMT.R,RCL.R,DOHOME.R,AEONTS.R,M.R,TQM.R,PSL.R,JMART.R,SCCC.R,TASCO.R,SIRI.R,PTG.R,BPP.R,STEC.R,EPG.R,SINGER.R,SF.R,DCC.R,BCPG.R,THANI.R,RBF.R,RS.R,TPIPL.R,VNT.R,ACE.R,SPCG.R,BA.R,PRM.R,PTL.R,AAV.R,ORI.R,ICHI.R,S.R,SYNEX.R,WHAUP.R,BAFS.R,TKN.R,BTS-W7,BTS-W6,BTS-W8,BTS-R6.BK,BTS-R7.BK,HANA.R,BCH.R,COM7.R,TFG.R,JMART.W5.R,BTS-R8.BK,JMART-R5.BK,MESZ1,VGI.R,CENTEL.R,JAS.R,MBK-W3,TVO-R.BK,1923817D,1914896D,1937397D,1937391D,1920904D,SUM
08/17/2021,6.35,6.1,5.81,4.36,3.98,3.98,3.19,2.6,2.46,1.48,1.74,1.83,2.01,1.68,1.58,1.53,1.36,1.49,1.6,1.21,1.22,1.21,1.07,1.02,1.08,0.97,0.93,1.11,1.2,1.13,1.0,1.01,0.87,0.79,0.83,0.75,0.77,0.75,0.72,0.74,0.69,0.64,0.65,0.65,0.63,0.67,0.57,0.6,0.55,0.6,0.49,0.45,0.46,0.38,0.4,0.35,0.37,0.36,0.34,0.34,0.32,0.36,0.28,0.3,0.3,0.3,0.29,0.25,0.28,0.27,0.27,0.0,0.25,0.28,0.26,0.23,0.35,0.26,0.24,0.26,0.25,0.24,0.25,0.25,0.21,0.26,0.21,0.21,0.23,0.22,0.2,0.18,0.2,0.19,0.19,0.2,0.18,0.2,0.16,0.16,0.2,0.17,0.18,0.18,0.2,0.12,0.16,0.13,0.14,0.1,0.16,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.09,0.08,0.08,0.08,0.06,0.09,1.32,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/19/2021,6.37,6.15,5.72,4.36,3.98,3.89,3.22,2.62,2.46,1.49,1.74,1.8,1.99,1.73,1.58,1.52,1.36,1.49,1.65,1.2,1.25,1.22,1.06,0.99,1.08,0.95,0.93,1.12,1.21,1.13,0.74,1.0,0.88,0.78,0.84,0.73,0.78,0.75,0.71,0.76,0.68,0.63,0.66,0.65,0.65,0.67,0.56,0.62,0.54,0.59,0.48,0.45,0.46,0.38,0.38,0.35,0.37,0.35,0.33,0.34,0.32,0.36,0.27,0.3,0.3,0.3,0.29,0.25,0.28,0.28,0.27,0.0,0.25,0.27,0.26,0.25,0.33,0.26,0.24,0.27,0.25,0.24,0.25,0.25,0.22,0.25,0.21,0.2,0.22,0.22,0.2,0.18,0.2,0.19,0.2,0.2,0.18,0.2,0.15,0.15,0.2,0.17,0.18,0.18,0.2,0.13,0.16,0.13,0.14,0.1,0.15,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.11,0.09,0.08,0.08,0.08,0.06,0.09,0.29,0.0,0.0,1.41,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/20/2021,6.53,6.17,5.74,4.45,3.98,3.96,3.21,2.61,2.48,1.56,1.79,1.81,2.01,1.74,1.58,1.54,1.37,1.51,1.63,1.24,1.28,1.22,1.05,1.02,1.09,0.95,0.95,1.12,1.29,1.14,0.75,1.01,0.88,0.8,0.85,0.73,0.78,0.75,0.74,0.77,0.69,0.63,0.66,0.65,0.64,0.68,0.59,0.62,0.55,0.62,0.48,0.45,0.46,0.39,0.39,0.36,0.37,0.37,0.33,0.34,0.32,0.37,0.27,0.3,0.3,0.3,0.29,0.25,0.28,0.28,0.28,1.2,0.26,0.28,0.26,0.25,0.34,0.27,0.24,0.28,0.24,0.25,0.28,0.25,0.23,0.25,0.21,0.21,0.22,0.22,0.2,0.18,0.2,0.19,0.19,0.2,0.17,0.2,0.16,0.17,0.2,0.18,0.18,0.18,0.21,0.13,0.16,0.13,0.14,0.11,0.15,0.13,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.11,0.12,0.09,0.09,0.09,0.08,0.06,0.08,0.29,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.99
08/23/2021,6.39,6.09,5.86,4.55,3.89,3.94,3.11,2.58,2.38,1.55,1.81,1.83,2.01,1.82,1.58,1.55,1.41,1.5,1.65,1.26,1.24,1.21,1.06,1.04,1.14,0.97,0.93,1.12,1.3,1.08,0.74,1.0,0.92,0.81,0.84,0.72,0.78,0.81,0.74,0.81,0.69,0.65,0.66,0.65,0.64,0.68,0.61,0.61,0.55,0.58,0.49,0.45,0.47,0.38,0.39,0.36,0.37,0.35,0.34,0.35,0.32,0.37,0.29,0.3,0.3,0.3,0.31,0.25,0.27,0.28,0.28,1.24,0.26,0.28,0.26,0.27,0.34,0.27,0.24,0.28,0.24,0.27,0.3,0.25,0.23,0.23,0.21,0.21,0.23,0.22,0.2,0.18,0.2,0.2,0.2,0.2,0.17,0.2,0.16,0.18,0.19,0.18,0.18,0.18,0.2,0.13,0.16,0.13,0.14,0.11,0.15,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.29,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
08/24/2021,6.32,6.12,5.86,4.61,3.88,3.94,3.08,2.52,2.3,1.57,1.83,1.82,2.05,1.8,1.56,1.57,1.43,1.51,1.66,1.28,1.26,1.22,1.06,1.07,1.13,0.97,0.9,1.12,1.29,1.1,0.74,1.01,0.92,0.8,0.83,0.71,0.77,0.81,0.75,0.8,0.7,0.65,0.66,0.65,0.64,0.67,0.61,0.6,0.56,0.58,0.49,0.44,0.47,0.39,0.39,0.38,0.37,0.35,0.33,0.35,0.33,0.38,0.29,0.3,0.3,0.3,0.31,0.25,0.26,0.28,0.29,0.27,0.26,0.28,0.26,0.26,0.34,0.26,0.24,0.28,0.24,0.26,0.29,0.25,0.23,0.23,0.21,0.21,0.22,0.23,0.2,0.17,0.21,0.21,0.2,0.2,0.18,0.2,0.16,0.17,0.19,0.18,0.18,0.18,0.19,0.15,0.16,0.13,0.14,0.12,0.15,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.29,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/25/2021,6.32,6.12,5.86,4.61,3.88,3.94,3.08,2.52,2.3,1.57,1.83,1.82,2.05,1.8,1.56,1.57,1.43,1.51,1.66,1.28,1.26,1.22,1.06,1.07,1.13,0.97,0.9,1.12,1.29,1.1,0.74,1.01,0.92,0.8,0.83,0.71,0.77,0.81,0.75,0.8,0.7,0.65,0.66,0.65,0.64,0.67,0.61,0.6,0.56,0.58,0.49,0.44,0.47,0.39,0.39,0.38,0.37,0.35,0.33,0.35,0.33,0.38,0.29,0.3,0.3,0.3,0.31,0.25,0.26,0.28,0.29,0.27,0.26,0.28,0.26,0.26,0.34,0.26,0.24,0.28,0.24,0.26,0.29,0.25,0.23,0.23,0.21,0.21,0.22,0.23,0.2,0.17,0.21,0.21,0.2,0.2,0.18,0.2,0.16,0.17,0.19,0.18,0.18,0.18,0.19,0.15,0.16,0.13,0.14,0.12,0.15,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.29,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/26/2021,6.38,6.31,5.84,4.67,3.8,3.82,3.1,2.57,2.32,1.53,1.86,1.82,2.02,1.81,1.56,1.6,1.45,1.58,1.6,1.3,1.25,1.21,1.13,1.09,1.16,1.03,0.91,1.11,1.21,1.02,0.72,0.99,0.94,0.78,0.83,0.7,0.77,0.83,0.76,0.74,0.66,0.65,0.68,0.65,0.64,0.63,0.6,0.6,0.57,0.55,0.47,0.44,0.47,0.39,0.38,0.38,0.36,0.33,0.33,0.36,0.33,0.35,0.3,0.29,0.3,0.29,0.3,0.25,0.26,0.27,0.29,0.27,0.26,0.28,0.26,0.27,0.33,0.27,0.25,0.27,0.24,0.25,0.29,0.25,0.24,0.22,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.21,0.2,0.2,0.17,0.19,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.14,0.16,0.13,0.14,0.12,0.15,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.36,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/27/2021,6.53,6.32,5.76,4.67,3.87,3.8,3.08,2.66,2.37,1.5,1.84,1.83,1.94,1.79,1.57,1.56,1.45,1.56,1.56,1.29,1.24,1.17,1.14,1.07,1.15,1.01,0.93,1.12,1.18,1.01,0.72,0.99,0.94,0.77,0.83,0.72,0.77,0.83,0.76,0.73,0.65,0.65,0.69,0.65,0.64,0.62,0.6,0.59,0.56,0.56,0.47,0.45,0.46,0.39,0.4,0.38,0.36,0.33,0.34,0.35,0.33,0.35,0.3,0.29,0.29,0.29,0.31,0.26,0.26,0.28,0.28,0.27,0.26,0.28,0.26,0.27,0.35,0.27,0.25,0.27,0.24,0.25,0.3,0.24,0.23,0.22,0.21,0.22,0.22,0.23,0.19,0.19,0.21,0.21,0.2,0.2,0.17,0.19,0.16,0.17,0.19,0.18,0.18,0.18,0.18,0.15,0.16,0.13,0.14,0.12,0.15,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.41,0.0,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,6.47,6.23,5.81,4.69,3.87,3.83,3.06,2.6,2.45,1.6,1.86,1.83,1.96,1.77,1.63,1.55,1.44,1.55,1.54,1.28,1.26,1.19,1.14,1.08,1.14,1.0,0.92,1.11,1.14,1.0,0.74,0.99,0.93,0.76,0.84,0.72,0.77,0.82,0.76,0.72,0.64,0.64,0.68,0.66,0.65,0.61,0.6,0.6,0.57,0.55,0.47,0.45,0.46,0.39,0.43,0.38,0.36,0.33,0.34,0.34,0.33,0.36,0.3,0.29,0.3,0.29,0.3,0.25,0.25,0.27,0.28,0.28,0.26,0.28,0.26,0.26,0.34,0.28,0.25,0.26,0.25,0.26,0.31,0.25,0.23,0.22,0.21,0.21,0.22,0.22,0.19,0.19,0.21,0.21,0.2,0.2,0.17,0.2,0.16,0.17,0.19,0.18,0.18,0.18,0.19,0.15,0.16,0.13,0.14,0.12,0.15,0.12,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.42,0.0,0.0,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/31/2021,6.56,6.32,5.78,4.68,3.83,3.82,3.07,2.62,2.43,1.62,1.84,1.82,1.95,1.76,1.68,1.54,1.43,1.56,1.53,1.28,1.25,1.19,1.15,1.07,1.14,1.01,0.94,1.1,1.15,0.99,0.73,0.99,0.93,0.75,0.82,0.71,0.76,0.82,0.75,0.73,0.63,0.64,0.68,0.65,0.64,0.6,0.6,0.59,0.57,0.54,0.47,0.47,0.46,0.37,0.4,0.38,0.35,0.32,0.34,0.33,0.33,0.35,0.3,0.29,0.3,0.29,0.3,0.26,0.25,0.27,0.28,0.27,0.27,0.28,0.26,0.27,0.31,0.27,0.24,0.25,0.25,0.26,0.31,0.25,0.23,0.22,0.21,0.21,0.22,0.22,0.19,0.19,0.21,0.2,0.2,0.2,0.17,0.2,0.16,0.17,0.19,0.17,0.18,0.18,0.19,0.15,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.48,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,6.56,6.32,5.78,4.68,3.83,3.82,3.07,2.62,2.43,1.62,1.84,1.82,1.95,1.76,1.68,1.54,1.43,1.56,1.53,1.28,1.25,1.19,1.15,1.07,1.14,1.01,0.94,1.1,1.15,0.99,0.73,0.99,0.93,0.75,0.82,0.71,0.76,0.82,0.75,0.73,0.63,0.64,0.68,0.65,0.64,0.6,0.6,0.59,0.57,0.54,0.47,0.47,0.46,0.37,0.4,0.38,0.35,0.32,0.34,0.33,0.33,0.35,0.3,0.29,0.3,0.29,0.3,0.26,0.25,0.27,0.28,0.27,0.27,0.28,0.26,0.27,0.31,0.27,0.24,0.25,0.25,0.26,0.31,0.25,0.23,0.22,0.21,0.21,0.22,0.22,0.19,0.19,0.21,0.2,0.2,0.2,0.17,0.2,0.16,0.17,0.19,0.17,0.18,0.18,0.19,0.15,0.16,0.14,0.14,0.12,0.15,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.48,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,6.64,6.43,5.72,4.68,3.84,3.75,3.05,2.7,2.45,1.6,1.87,1.78,2.01,1.78,1.66,1.54,1.45,1.55,1.51,1.28,1.25,1.17,1.14,1.07,1.13,1.01,0.96,1.08,1.11,0.98,0.74,1.0,0.92,0.75,0.81,0.71,0.77,0.81,0.75,0.7,0.62,0.64,0.68,0.66,0.64,0.59,0.6,0.6,0.56,0.53,0.46,0.48,0.46,0.37,0.39,0.37,0.36,0.31,0.34,0.33,0.32,0.34,0.3,0.29,0.3,0.29,0.3,0.27,0.25,0.27,0.28,0.26,0.26,0.28,0.26,0.27,0.31,0.27,0.25,0.25,0.24,0.27,0.3,0.25,0.24,0.22,0.21,0.21,0.22,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.17,0.2,0.16,0.17,0.19,0.17,0.18,0.18,0.18,0.15,0.15,0.14,0.13,0.13,0.15,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.49,0.0,0.0,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/03/2021,6.6,6.55,5.79,4.72,3.85,3.86,3.14,2.68,2.49,1.66,1.87,1.81,2.11,1.76,1.69,1.57,1.46,1.56,1.56,1.28,1.27,1.18,0.0,1.07,1.14,1.03,0.96,1.09,1.09,0.98,0.78,1.01,0.94,0.76,0.82,0.73,0.77,0.83,0.75,0.69,0.64,0.65,0.68,0.67,0.65,0.6,0.6,0.62,0.57,0.53,0.46,0.48,0.46,0.38,0.39,0.38,0.36,0.32,0.34,0.33,0.33,0.34,0.3,0.29,0.34,0.29,0.3,0.26,0.26,0.27,0.28,0.27,0.26,0.27,0.26,0.26,0.31,0.28,0.25,0.25,0.24,0.3,0.3,0.25,0.23,0.23,0.21,0.22,0.22,0.21,0.22,0.19,0.21,0.21,0.21,0.2,0.17,0.2,0.17,0.18,0.19,0.17,0.19,0.18,0.19,0.15,0.15,0.14,0.15,0.13,0.15,0.12,0.12,0.11,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.09,0.09,0.09,0.08,0.06,0.03,0.49,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/06/2021,6.56,6.45,5.73,4.64,3.83,3.87,3.91,2.64,2.47,1.64,1.85,1.79,2.09,1.75,1.69,1.54,1.44,1.55,1.54,1.29,1.24,1.19,0.0,1.09,1.13,1.03,0.95,1.1,1.13,1.02,0.78,1.01,0.92,0.73,0.81,0.7,0.77,0.79,0.72,0.71,0.63,0.64,0.67,0.68,0.64,0.61,0.58,0.6,0.56,0.54,0.46,0.48,0.46,0.37,0.38,0.39,0.35,0.32,0.34,0.33,0.33,0.32,0.3,0.28,0.36,0.29,0.29,0.26,0.26,0.27,0.27,0.44,0.27,0.27,0.25,0.26,0.31,0.27,0.24,0.25,0.24,0.32,0.3,0.25,0.23,0.22,0.21,0.22,0.22,0.22,0.21,0.19,0.2,0.22,0.21,0.2,0.17,0.19,0.17,0.17,0.19,0.17,0.18,0.18,0.2,0.15,0.15,0.14,0.15,0.12,0.15,0.12,0.12,0.11,0.11,0.1,0.13,0.11,0.11,0.1,0.11,0.09,0.09,0.08,0.08,0.06,0.03,0.36,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/10/2021,6.51,6.41,5.71,4.71,3.79,4.08,4.02,2.6,2.32,1.74,1.86,1.78,2.14,1.73,1.72,1.52,1.43,1.51,1.45,1.28,1.21,1.17,0.0,1.06,1.13,1.03,0.96,1.09,1.09,1.0,1.18,0.99,0.9,0.72,0.82,0.67,0.76,0.78,0.72,0.69,0.63,0.66,0.67,0.71,0.63,0.6,0.59,0.61,0.57,0.52,0.46,0.5,0.45,0.38,0.36,0.37,0.37,0.31,0.34,0.33,0.32,0.31,0.3,0.28,0.35,0.29,0.29,0.27,0.24,0.26,0.27,0.43,0.25,0.29,0.25,0.25,0.29,0.27,0.25,0.24,0.24,0.31,0.3,0.25,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.19,0.2,0.21,0.2,0.19,0.17,0.19,0.16,0.16,0.19,0.17,0.18,0.18,0.19,0.15,0.15,0.15,0.15,0.12,0.15,0.12,0.12,0.11,0.12,0.09,0.12,0.1,0.11,0.1,0.11,0.09,0.09,0.08,0.08,0.06,0.03,0.39,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.22
