,NVDA,TSLA,V,HD,MA,PYPL,ADBE,VZ,CRM,CSCO,KO,PEP,TMO,LLY,TXN,MCD,LIN,UNP,AMGN,BLK,SBUX,INTU,MS,AMAT,TGT,AMT,CAT,AXP,AMD,NOW,DE,SCHW,SPGI,SQ,ZTS,BKNG,MU,PLD,FIS,LRCX,ADP,CCI,TJX,PNC,CSX,CME,ATVI,CB,MMC,EQIX,TFC,EL,MELI,ILMN,ITW,ICE,CL,FISV,ADSK,APD,ADI,TWLO,MCO,REGN,WM,ETN,HUM,HCA,PGR,IDXX,NXPI,DOCU,BIIB,VRTX,NEM,ROP,EBAY,TROW,TEL,ALGN,LULU,A,MRVL,KMB,TT,CMG,DXCM,SPG,APTV,SNPS,CNC,WDAY,INFO,APH,DD,BK,EA,BAX,PRU,PH,PPG,CARR,ALL,CDNS,TRV,MSI,HPQ,IFF,GIS,CTSH,CTAS,RMD,CMI,FTNT,HLT,AFL,WBA,SBAC,PAYX,WELL,XLNX,OTIS,MTD,SWK,FRC,ROK,DHI,SWKS,WCN.TO,GLW,ANSS,SIVB,OKTA,FAST,PCAR,STT,CBRE,KEYS,CPRT,AMP,ZBRA,WLTW,AWK,AJG,BLL,LH,GNRC,WST,MXIM,VRSK,EQR,HUBS,DELL,BBY,KSU,ODFL,CDW,RSG,ARE,CERN,NET,KDP,ETSY,URI,VRSN,TDOC,BURL,WAT,GRMN,FTV,IP,IT,NTRS,VMC,CLX,RNG,SPLK,ANET,HBAN,TRMB,CHD,STE,WDC,WORK,EXPD,MLM,TRU,KMX,DOV,VTR,TSCO,XYL,HIG,MKC,QRVO,DRI,CFG,BR,AKAM,TYL,TDY,POOL,CTLT,RF,ALLY,NDAQ,ALB,AVTR,PEAK,GWW,HZNP,COO,XTSLA,DPZ,PAYC,DRE,DDOG,HOLX,ZS,DGX,KEY,IR,STX,HPE,PODD,PKI,SUM
08/12/2021,3.22,3.51,2.61,2.27,2.11,1.98,1.93,1.46,1.55,1.5,1.49,1.37,1.37,1.4,1.12,1.12,1.02,0.94,0.84,0.88,0.89,0.94,0.91,0.83,0.84,0.8,0.73,0.75,0.84,0.74,0.71,0.68,0.67,0.7,0.61,0.57,0.57,0.62,0.53,0.59,0.59,0.54,0.53,0.52,0.47,0.48,0.4,0.51,0.49,0.47,0.49,0.48,0.5,0.47,0.46,0.43,0.4,0.43,0.47,0.39,0.41,0.39,0.41,0.42,0.4,0.42,0.34,0.43,0.36,0.38,0.39,0.37,0.33,0.33,0.3,0.33,0.29,0.32,0.32,0.33,0.32,0.31,0.31,0.29,0.3,0.34,0.32,0.28,0.29,0.28,0.25,0.27,0.28,0.28,0.26,0.29,0.25,0.24,0.27,0.25,0.25,0.3,0.26,0.27,0.25,0.25,0.23,0.25,0.23,0.25,0.24,0.26,0.22,0.27,0.22,0.24,0.22,0.24,0.24,0.23,0.23,0.24,0.23,0.2,0.23,0.23,0.21,0.2,0.21,0.2,0.21,0.21,0.19,0.2,0.18,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.18,0.19,0.17,0.2,0.17,0.19,0.19,0.18,0.17,0.17,0.16,0.17,0.17,0.17,0.18,0.16,0.18,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.15,0.16,0.0,0.13,0.15,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.0,89.19
08/13/2021,3.17,3.5,2.59,2.29,2.1,1.96,1.91,1.47,1.52,1.51,1.49,1.37,1.37,1.41,1.12,1.12,1.01,0.95,0.85,0.89,0.88,0.93,0.92,0.81,0.85,0.79,0.75,0.74,0.83,0.73,0.72,0.69,0.67,0.68,0.61,0.58,0.54,0.61,0.53,0.57,0.6,0.53,0.55,0.52,0.48,0.48,0.41,0.51,0.49,0.46,0.5,0.49,0.54,0.48,0.47,0.43,0.41,0.43,0.47,0.4,0.4,0.38,0.41,0.42,0.4,0.43,0.34,0.42,0.36,0.37,0.39,0.36,0.33,0.33,0.3,0.32,0.29,0.32,0.32,0.33,0.32,0.31,0.31,0.29,0.3,0.34,0.31,0.28,0.29,0.28,0.24,0.27,0.28,0.28,0.27,0.29,0.25,0.24,0.27,0.25,0.25,0.3,0.26,0.27,0.25,0.25,0.24,0.25,0.23,0.25,0.24,0.26,0.22,0.27,0.22,0.24,0.23,0.24,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.24,0.21,0.2,0.21,0.2,0.2,0.21,0.18,0.2,0.18,0.21,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.17,0.19,0.19,0.17,0.2,0.17,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.18,0.16,0.15,0.16,0.14,0.13,0.15,0.16,0.16,0.15,0.14,0.17,0.15,0.16,0.0,0.0,0.15,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.14,0.16,0.14,0.14,0.15,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.0,0.0,0.0,0.14,0.18,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.15,0.0,0.14,0.13,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,89.15
08/16/2021,3.15,3.55,2.52,2.3,2.05,1.95,1.94,1.47,1.54,1.52,1.49,1.37,1.36,1.37,1.11,1.13,1.03,0.98,0.84,0.9,0.87,0.94,0.94,0.76,0.84,0.8,0.77,0.74,0.82,0.73,0.74,0.7,0.67,0.67,0.61,0.58,0.5,0.61,0.53,0.53,0.59,0.53,0.55,0.52,0.5,0.48,0.42,0.52,0.49,0.46,0.5,0.48,0.53,0.48,0.47,0.42,0.41,0.43,0.47,0.39,0.4,0.38,0.41,0.41,0.41,0.43,0.33,0.42,0.36,0.37,0.38,0.35,0.33,0.32,0.3,0.32,0.3,0.31,0.32,0.34,0.32,0.31,0.31,0.29,0.29,0.34,0.3,0.28,0.29,0.28,0.23,0.27,0.29,0.28,0.27,0.29,0.26,0.24,0.27,0.24,0.26,0.3,0.26,0.27,0.25,0.25,0.24,0.25,0.23,0.26,0.23,0.26,0.23,0.27,0.22,0.24,0.23,0.24,0.24,0.22,0.23,0.24,0.23,0.21,0.22,0.24,0.22,0.19,0.21,0.2,0.2,0.21,0.18,0.2,0.18,0.21,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.17,0.19,0.19,0.17,0.2,0.17,0.19,0.19,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.16,0.18,0.16,0.16,0.17,0.14,0.0,0.15,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.18,0.0,0.0,0.0,0.15,0.14,0.14,0.0,0.15,0.0,0.15,0.13,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,89.04999999999998
08/17/2021,3.19,3.52,2.52,2.28,2.05,1.95,1.95,1.48,1.56,1.52,1.5,1.38,1.37,1.37,1.11,1.14,1.03,0.97,0.85,0.89,0.88,0.95,0.94,0.76,0.84,0.8,0.76,0.72,0.85,0.74,0.73,0.68,0.68,0.67,0.61,0.58,0.51,0.62,0.53,0.53,0.59,0.54,0.54,0.51,0.49,0.47,0.41,0.52,0.49,0.46,0.49,0.48,0.53,0.48,0.47,0.42,0.41,0.43,0.47,0.4,0.4,0.37,0.41,0.42,0.41,0.43,0.34,0.42,0.36,0.37,0.38,0.35,0.33,0.32,0.3,0.32,0.32,0.31,0.32,0.33,0.32,0.31,0.31,0.3,0.29,0.34,0.3,0.28,0.28,0.29,0.23,0.27,0.29,0.28,0.26,0.29,0.25,0.24,0.27,0.24,0.26,0.3,0.26,0.27,0.25,0.25,0.23,0.25,0.23,0.26,0.23,0.25,0.22,0.28,0.22,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.19,0.21,0.2,0.2,0.21,0.18,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.17,0.18,0.19,0.17,0.21,0.17,0.19,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.15,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.13,0.0,0.14,0.18,0.13,0.0,0.0,0.15,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,89.08999999999999
08/18/2021,3.19,3.52,2.52,2.28,2.05,1.95,1.95,1.48,1.56,1.52,1.5,1.38,1.37,1.37,1.11,1.14,1.03,0.97,0.85,0.89,0.88,0.95,0.94,0.76,0.84,0.8,0.76,0.72,0.85,0.74,0.73,0.68,0.68,0.67,0.61,0.58,0.51,0.62,0.53,0.53,0.59,0.54,0.54,0.51,0.49,0.47,0.41,0.52,0.49,0.46,0.49,0.48,0.53,0.48,0.47,0.42,0.41,0.43,0.47,0.4,0.4,0.37,0.41,0.42,0.41,0.43,0.34,0.42,0.36,0.37,0.38,0.35,0.33,0.32,0.3,0.32,0.32,0.31,0.32,0.33,0.32,0.31,0.31,0.3,0.29,0.34,0.3,0.28,0.28,0.29,0.23,0.27,0.29,0.28,0.26,0.29,0.25,0.24,0.27,0.24,0.26,0.3,0.26,0.27,0.25,0.25,0.23,0.25,0.23,0.26,0.23,0.25,0.22,0.28,0.22,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.21,0.22,0.23,0.22,0.19,0.21,0.2,0.2,0.21,0.18,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.17,0.18,0.19,0.17,0.21,0.17,0.19,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.15,0.16,0.16,0.16,0.14,0.17,0.15,0.16,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.16,0.14,0.14,0.15,0.16,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.13,0.0,0.14,0.18,0.13,0.0,0.0,0.15,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.0,0.13,0.0,0.14,0.0,0.0,0.0,0.0,89.08999999999999
08/19/2021,3.15,3.36,2.55,2.3,2.06,1.98,1.94,1.48,1.54,1.52,1.5,1.39,1.39,1.4,1.12,1.15,1.04,0.97,0.85,0.9,0.88,0.95,0.93,0.77,0.84,0.8,0.76,0.72,0.83,0.73,0.73,0.67,0.69,0.66,0.62,0.56,0.51,0.63,0.53,0.54,0.59,0.54,0.54,0.51,0.49,0.47,0.41,0.53,0.5,0.47,0.49,0.48,0.51,0.49,0.47,0.42,0.41,0.43,0.46,0.4,0.4,0.35,0.41,0.42,0.41,0.43,0.34,0.43,0.36,0.37,0.38,0.34,0.33,0.32,0.3,0.33,0.33,0.31,0.32,0.33,0.32,0.32,0.3,0.3,0.3,0.34,0.31,0.27,0.28,0.29,0.24,0.27,0.29,0.28,0.26,0.29,0.26,0.24,0.27,0.25,0.26,0.3,0.26,0.27,0.25,0.25,0.23,0.25,0.23,0.26,0.24,0.26,0.23,0.27,0.21,0.24,0.23,0.25,0.24,0.23,0.22,0.24,0.23,0.21,0.22,0.24,0.22,0.19,0.21,0.2,0.2,0.21,0.18,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.18,0.18,0.19,0.17,0.21,0.17,0.19,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.0,0.14,0.16,0.16,0.16,0.14,0.18,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.13,0.13,0.13,0.14,0.0,0.0,0.0,0.0,89.07
08/20/2021,3.1,3.29,2.56,2.22,2.07,1.94,1.96,1.5,1.54,1.52,1.51,1.4,1.41,1.43,1.1,1.15,1.05,0.97,0.86,0.89,0.88,0.94,0.93,0.76,0.82,0.82,0.75,0.72,0.84,0.74,0.72,0.67,0.69,0.65,0.63,0.56,0.51,0.64,0.54,0.53,0.59,0.55,0.53,0.51,0.5,0.47,0.42,0.53,0.5,0.48,0.49,0.48,0.51,0.49,0.47,0.43,0.42,0.44,0.46,0.4,0.39,0.35,0.41,0.44,0.41,0.43,0.34,0.43,0.36,0.37,0.37,0.34,0.34,0.33,0.3,0.33,0.32,0.31,0.32,0.33,0.31,0.32,0.3,0.3,0.3,0.34,0.32,0.27,0.27,0.29,0.24,0.27,0.29,0.29,0.26,0.29,0.26,0.25,0.27,0.25,0.25,0.29,0.26,0.27,0.26,0.25,0.23,0.25,0.24,0.26,0.24,0.26,0.22,0.27,0.21,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.18,0.19,0.19,0.16,0.21,0.17,0.19,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.14,0.0,0.14,0.16,0.16,0.15,0.14,0.18,0.15,0.16,0.14,0.0,0.15,0.0,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.16,0.14,0.14,0.15,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.13,0.14,0.16,0.0,0.0,0.0,0.15,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,88.97999999999999
08/23/2021,3.18,3.35,2.55,2.25,2.05,1.95,1.98,1.49,1.59,1.57,1.51,1.42,1.41,1.43,1.1,1.15,1.06,0.97,0.84,0.89,0.87,0.96,0.91,0.77,0.8,0.83,0.72,0.7,0.81,0.75,0.69,0.66,0.68,0.65,0.63,0.55,0.51,0.64,0.52,0.53,0.59,0.55,0.57,0.51,0.5,0.46,0.42,0.54,0.51,0.48,0.48,0.49,0.51,0.45,0.47,0.42,0.41,0.45,0.47,0.39,0.4,0.35,0.41,0.45,0.42,0.43,0.34,0.44,0.36,0.38,0.36,0.35,0.33,0.33,0.29,0.33,0.32,0.31,0.32,0.33,0.32,0.33,0.31,0.31,0.3,0.34,0.32,0.27,0.27,0.31,0.24,0.27,0.29,0.29,0.25,0.29,0.26,0.25,0.27,0.24,0.25,0.3,0.26,0.28,0.26,0.26,0.22,0.24,0.24,0.26,0.24,0.27,0.22,0.27,0.21,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.24,0.21,0.19,0.22,0.2,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.2,0.19,0.18,0.21,0.18,0.2,0.19,0.16,0.22,0.18,0.2,0.19,0.18,0.16,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.14,0.0,0.15,0.16,0.16,0.15,0.14,0.18,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.15,0.15,0.0,0.16,0.0,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.13,0.13,0.0,0.13,0.0,0.0,0.13,0.0,89.21000000000001
08/24/2021,3.31,3.36,2.52,2.28,2.02,1.95,1.99,1.48,1.6,1.58,1.49,1.4,1.4,1.42,1.09,1.14,1.06,0.96,0.83,0.9,0.87,0.96,0.91,0.75,0.81,0.83,0.72,0.7,0.81,0.76,0.67,0.67,0.68,0.66,0.63,0.55,0.5,0.64,0.52,0.52,0.58,0.55,0.57,0.51,0.5,0.46,0.41,0.54,0.51,0.48,0.48,0.49,0.51,0.46,0.47,0.42,0.41,0.45,0.47,0.38,0.4,0.35,0.41,0.45,0.42,0.43,0.34,0.44,0.37,0.37,0.36,0.34,0.33,0.33,0.29,0.32,0.32,0.32,0.32,0.33,0.32,0.33,0.31,0.3,0.3,0.34,0.32,0.27,0.27,0.31,0.24,0.27,0.29,0.29,0.25,0.29,0.26,0.24,0.27,0.24,0.25,0.29,0.26,0.28,0.26,0.26,0.23,0.24,0.24,0.26,0.24,0.27,0.22,0.27,0.22,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.24,0.21,0.19,0.22,0.2,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.2,0.2,0.18,0.22,0.18,0.2,0.19,0.16,0.21,0.17,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.0,0.15,0.16,0.17,0.15,0.14,0.17,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.16,0.0,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.16,0.13,0.15,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,89.20999999999998
08/25/2021,3.31,3.36,2.52,2.28,2.02,1.95,1.99,1.48,1.6,1.58,1.49,1.4,1.4,1.42,1.09,1.14,1.06,0.96,0.83,0.9,0.87,0.96,0.91,0.75,0.81,0.83,0.72,0.7,0.81,0.76,0.67,0.67,0.68,0.66,0.63,0.55,0.5,0.64,0.52,0.52,0.58,0.55,0.57,0.51,0.5,0.46,0.41,0.54,0.51,0.48,0.48,0.49,0.51,0.46,0.47,0.42,0.41,0.45,0.47,0.38,0.4,0.35,0.41,0.45,0.42,0.43,0.34,0.44,0.37,0.37,0.36,0.34,0.33,0.33,0.29,0.32,0.32,0.32,0.32,0.33,0.32,0.33,0.31,0.3,0.3,0.34,0.32,0.27,0.27,0.31,0.24,0.27,0.29,0.29,0.25,0.29,0.26,0.24,0.27,0.24,0.25,0.29,0.26,0.28,0.26,0.26,0.23,0.24,0.24,0.26,0.24,0.27,0.22,0.27,0.22,0.24,0.23,0.25,0.24,0.23,0.23,0.24,0.23,0.2,0.22,0.24,0.21,0.19,0.22,0.2,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.2,0.19,0.2,0.2,0.18,0.22,0.18,0.2,0.19,0.16,0.21,0.17,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.0,0.15,0.16,0.17,0.15,0.14,0.17,0.15,0.16,0.14,0.0,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.16,0.0,0.15,0.15,0.15,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.14,0.14,0.16,0.13,0.15,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,89.20999999999998
08/26/2021,3.46,3.45,2.53,2.25,2.04,1.96,2.0,1.46,1.61,1.57,1.47,1.39,1.38,1.39,1.1,1.14,1.04,0.95,0.83,0.9,0.86,0.96,0.92,0.77,0.8,0.82,0.73,0.7,0.84,0.77,0.69,0.66,0.67,0.67,0.62,0.56,0.51,0.63,0.51,0.53,0.58,0.54,0.57,0.5,0.49,0.46,0.4,0.53,0.5,0.48,0.48,0.49,0.51,0.45,0.46,0.42,0.4,0.45,0.47,0.38,0.4,0.36,0.41,0.45,0.41,0.43,0.34,0.43,0.36,0.36,0.37,0.34,0.34,0.33,0.29,0.32,0.32,0.31,0.32,0.33,0.32,0.33,0.32,0.3,0.3,0.34,0.31,0.27,0.27,0.31,0.24,0.28,0.29,0.29,0.25,0.29,0.26,0.24,0.26,0.24,0.24,0.29,0.26,0.28,0.26,0.26,0.23,0.24,0.23,0.26,0.24,0.26,0.22,0.27,0.22,0.24,0.23,0.25,0.24,0.22,0.24,0.24,0.23,0.19,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.18,0.2,0.18,0.2,0.2,0.2,0.19,0.2,0.2,0.18,0.21,0.18,0.2,0.19,0.17,0.21,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.18,0.18,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.0,0.14,0.16,0.17,0.15,0.14,0.17,0.15,0.16,0.0,0.0,0.15,0.14,0.14,0.15,0.0,0.14,0.0,0.0,0.0,0.15,0.14,0.13,0.16,0.13,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.16,0.13,0.15,0.0,0.15,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,89.24000000000001
08/27/2021,3.43,3.46,2.53,2.22,2.04,1.98,2.0,1.45,1.6,1.59,1.46,1.37,1.38,1.36,1.1,1.13,1.04,0.94,0.82,0.9,0.86,0.96,0.92,0.77,0.8,0.8,0.74,0.7,0.83,0.78,0.7,0.68,0.67,0.67,0.62,0.58,0.51,0.61,0.51,0.53,0.57,0.53,0.57,0.51,0.49,0.46,0.4,0.53,0.5,0.47,0.49,0.49,0.53,0.45,0.46,0.42,0.4,0.45,0.48,0.38,0.39,0.36,0.4,0.45,0.41,0.43,0.34,0.43,0.36,0.36,0.38,0.35,0.34,0.33,0.29,0.32,0.32,0.31,0.32,0.34,0.32,0.33,0.32,0.29,0.3,0.34,0.32,0.28,0.27,0.31,0.24,0.28,0.28,0.29,0.26,0.29,0.26,0.24,0.27,0.24,0.24,0.3,0.26,0.28,0.26,0.26,0.23,0.24,0.23,0.26,0.23,0.26,0.22,0.27,0.22,0.24,0.23,0.24,0.24,0.22,0.24,0.24,0.23,0.2,0.22,0.23,0.21,0.19,0.21,0.2,0.2,0.2,0.19,0.2,0.18,0.2,0.2,0.21,0.19,0.2,0.2,0.18,0.21,0.18,0.2,0.19,0.17,0.21,0.18,0.2,0.18,0.19,0.17,0.18,0.17,0.18,0.18,0.17,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.0,0.15,0.16,0.17,0.15,0.14,0.17,0.15,0.16,0.0,0.0,0.16,0.14,0.14,0.15,0.13,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.16,0.0,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.0,0.14,0.17,0.0,0.0,0.0,0.15,0.14,0.16,0.0,0.16,0.0,0.15,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,89.25
