,MGM,HUBS,RGEN,SBNY,TWLO,BSY,USFD,TECH,EXPE,XPO,VEEV,MIDD,FICO,CGNX,HRI,CPRI,CFX,ROLL,INMD,ALGN,KLAC,CVNA,TXG,NTRA,MGNI,HQY,HLIO,ABMD,PENN,CAT,GNRC,APTV,BILL,PRLB,Cash,TLS,ASO,IDXX,ROKU,SKT,PINS,688065.SS,CHX,IT,ETN,CME,ENPH,OLED,CPRT,USPH,POOL,SoFi Technologies Inc Ordinary Shares,SHOP,ZI,ZM,TWST,AVLR,DDOG,LPSN,DOCU,AFRM,PLTR,Z,DOCN,ZS,XM,NIO,n/a,ASAN,NVDA,UPST,CHWY,SOFI,FTCH,RH,REAL,QGEN,MRNA,BCPC,PACK,S,DOCS,UPWK,TASK,GENI,GXO,CTLT,QTRX,MELI,ULTA,PANW,VSCO,BNTX,MTCH,BRKS,HEI.A,CMG,GTES,FIVN,URI,BROS,TYL,AMPL,AZTA,EL,CROX,TEAM,CHPT,EHTH,MQ,SEDG,SKIN,SAIA,SUM
12/07/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/08/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/15/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/16/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/17/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/20/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,2.86,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/21/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/22/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/23/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/24/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/27/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/28/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/29/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/30/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/31/2021,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,1.98,0.0,0.0,4.35,0.0,0.0,2.87,0.0,0.0,2.02,0.0,0.0,0.0,0.0,3.65,0.0,2.53,0.0,4.19,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,2.62,2.16,2.2,2.05,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.86,1.94,0.0,5.01,1.86,0.0,5.59,0.0,0.0,0.0,2.0,0.0,0.0,1.73,0.0,2.08,0.0,1.4,0.0,2.96,2.64,2.47,2.12,1.64,0.0,0.0,1.46,0.0,0.0,3.15,0.0,2.46,2.04,2.03,2.01,1.99,1.44,1.04,0.8,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
01/03/2022,2.02,2.36,0.0,4.9,0.0,0.0,2.67,0.0,0.0,2.03,0.0,0.0,0.0,0.0,2.81,0.0,2.65,0.0,2.61,1.22,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.58,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,8.63,2.84,0.0,1.65,0.0,1.77,0.0,2.03,0.0,1.02,0.0,0.0,0.0,1.8,0.0,0.0,1.95,0.0,3.15,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,2.36,2.09,0.0,3.03,2.39,2.19,2.19,2.11,2.07,1.93,1.54,1.26,0.95,100.02
01/03/2022,2.02,2.36,0.0,4.9,0.0,0.0,2.67,0.0,0.0,2.03,0.0,0.0,0.0,0.0,2.81,0.0,2.65,0.0,2.61,1.22,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.58,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,8.63,2.84,0.0,1.65,0.0,1.77,0.0,2.03,0.0,1.02,0.0,0.0,0.0,1.8,0.0,0.0,1.95,0.0,3.15,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,2.36,2.09,0.0,3.03,2.39,2.19,2.19,2.11,2.07,1.93,1.54,1.26,0.95,100.02
