,SLB,HAL,BKR,RIG,TS,CHX,HP,WHD,NOV,FTI,PTEN,LBRT,OII,CLB,NBR,DRQ,SLCA,HLX,PUMP,RES,BOOM,WTTR,FI,NEX,OIS,Nabors Inds ([Wts/Rts]) 0%,Us Dollar,NBRWF,PTBL.TA,1379.T,SAR.AX,GVMXX,n/a,XPRO,SUM
11/18/2021,20.76,12.59,7.06,3.83,5.23,4.98,4.68,4.39,4.27,4.34,4.78,3.1,2.82,1.95,2.01,1.28,1.69,1.25,1.81,1.65,1.2,1.49,0.0,0.96,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,100.0
11/19/2021,21.3,12.61,7.54,3.66,5.18,4.79,4.76,4.59,4.12,4.27,4.65,2.95,2.73,1.96,1.94,1.17,1.64,1.25,1.77,1.64,1.15,1.46,0.0,0.92,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.09,100.0
11/22/2021,21.21,12.6,7.62,3.67,5.07,4.75,4.71,4.55,4.12,4.46,4.73,3.02,2.7,1.98,1.94,1.19,1.63,1.23,1.74,1.62,1.15,1.45,0.0,0.92,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.1,100.01
11/23/2021,21.21,12.6,7.62,3.67,5.07,4.75,4.71,4.55,4.12,4.46,4.73,3.02,2.7,1.98,1.94,1.19,1.63,1.23,1.74,1.62,1.15,1.45,0.0,0.92,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.1,100.01
11/24/2021,21.76,13.21,7.65,3.67,5.26,4.79,4.01,4.67,4.12,4.3,4.49,2.89,2.64,2.0,1.9,1.25,1.69,1.21,1.7,1.47,1.16,1.33,0.0,0.91,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.11,99.99
11/25/2021,21.78,13.24,7.62,3.73,5.18,4.73,3.99,4.61,4.11,4.28,4.38,2.85,2.68,2.04,1.96,1.26,1.71,1.22,1.74,1.49,1.17,1.41,0.0,0.88,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.12,100.0
11/26/2021,21.61,13.18,7.72,3.85,5.09,4.67,3.98,4.61,4.24,4.21,4.45,2.92,2.73,2.03,1.96,1.25,1.71,1.23,1.77,1.51,1.14,1.44,0.0,0.9,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.96,100.0
11/29/2021,21.78,13.32,7.84,3.79,5.08,4.65,3.93,4.55,4.22,4.2,4.4,2.96,2.68,2.03,1.91,1.22,1.68,1.2,1.8,1.5,1.12,1.43,0.0,0.93,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.94,99.99
11/30/2021,21.78,13.14,7.92,3.76,5.11,4.51,3.85,4.54,4.34,4.15,4.42,2.91,2.66,2.01,1.93,1.26,1.76,1.21,1.82,1.54,1.14,1.46,0.0,0.93,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,100.0
12/01/2021,21.78,13.14,7.92,3.76,5.11,4.51,3.85,4.54,4.34,4.15,4.42,2.91,2.66,2.01,1.93,1.26,1.76,1.21,1.82,1.54,1.14,1.46,0.0,0.93,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,100.0
12/02/2021,21.54,13.38,8.01,3.77,4.97,4.6,3.79,4.61,4.28,4.03,4.39,2.99,2.62,2.04,1.99,1.21,1.78,1.21,1.86,1.54,1.13,1.5,0.0,0.94,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.97,99.99
12/06/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/07/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/08/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/09/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/10/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/13/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/14/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/15/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/16/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/17/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/20/2021,21.58,13.41,8.28,3.65,5.1,4.67,3.58,4.6,4.25,4.13,4.52,2.82,2.75,1.92,1.81,1.25,1.73,1.18,1.85,1.53,1.14,1.49,0.0,0.9,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.94,100.01
12/21/2021,21.1,13.33,8.08,3.6,5.01,4.57,3.82,4.57,4.57,4.1,4.91,2.94,2.61,1.85,1.9,1.27,1.66,1.23,1.71,1.68,1.18,1.52,0.0,0.88,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.99,99.99
12/22/2021,21.1,13.33,8.08,3.6,5.01,4.57,3.82,4.57,4.57,4.1,4.91,2.94,2.61,1.85,1.9,1.27,1.66,1.23,1.71,1.68,1.18,1.52,0.0,0.88,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.99,99.99
12/23/2021,19.97,11.35,8.69,4.38,5.22,4.75,4.55,4.57,4.7,4.3,4.48,2.57,2.49,1.85,1.71,1.26,1.74,1.04,1.67,1.88,1.13,1.56,0.0,0.7,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.74,100.01
12/24/2021,19.49,11.13,8.46,4.57,5.06,4.63,4.72,4.41,4.64,4.24,4.76,2.61,2.5,1.84,1.78,1.22,1.72,1.06,1.68,1.83,1.17,1.48,0.0,0.71,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.86,100.0
12/27/2021,19.46,11.1,8.56,4.53,5.05,4.57,4.64,4.47,4.65,4.2,4.75,2.66,2.48,1.84,1.74,1.2,1.72,1.02,1.71,1.86,1.19,1.51,0.0,0.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.91,100.0
12/28/2021,19.46,11.1,8.56,4.53,5.05,4.57,4.64,4.47,4.65,4.2,4.75,2.66,2.48,1.84,1.74,1.2,1.72,1.02,1.71,1.86,1.19,1.51,0.0,0.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.91,100.0
12/29/2021,19.46,11.1,8.56,4.53,5.05,4.57,4.64,4.47,4.65,4.2,4.75,2.66,2.48,1.84,1.74,1.2,1.72,1.02,1.71,1.86,1.19,1.51,0.0,0.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.91,100.0
12/30/2021,19.46,11.1,8.56,4.53,5.05,4.57,4.64,4.47,4.65,4.2,4.75,2.66,2.48,1.84,1.74,1.2,1.72,1.02,1.71,1.86,1.19,1.51,0.0,0.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.91,100.0
12/31/2021,19.52,11.25,8.65,4.53,5.12,4.61,4.69,4.55,4.66,4.23,4.83,2.72,2.49,1.84,1.76,1.2,1.71,0.99,1.73,1.89,1.18,1.54,0.0,0.73,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,100.01
01/03/2022,19.82,11.38,8.72,4.31,5.21,4.57,4.61,4.59,4.78,4.19,4.71,2.63,2.5,1.84,1.69,1.23,1.69,0.97,1.69,1.86,1.17,1.52,0.0,0.72,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/03/2022,20.05,11.36,8.65,4.3,5.17,4.52,4.61,4.66,4.75,4.15,4.72,2.61,2.46,1.83,1.68,1.23,1.7,0.97,1.67,1.84,1.2,1.54,0.0,0.72,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/03/2022,20.05,11.36,8.65,4.3,5.17,4.52,4.61,4.66,4.75,4.15,4.72,2.61,2.46,1.83,1.68,1.23,1.7,0.97,1.67,1.84,1.2,1.54,0.0,0.72,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/04/2022,20.05,11.36,8.65,4.3,5.17,4.52,4.61,4.66,4.75,4.15,4.72,2.61,2.46,1.83,1.68,1.23,1.7,0.97,1.67,1.84,1.2,1.54,0.0,0.72,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/05/2022,20.05,11.36,8.65,4.3,5.17,4.52,4.61,4.66,4.75,4.15,4.72,2.61,2.46,1.83,1.68,1.23,1.7,0.97,1.67,1.84,1.2,1.54,0.0,0.72,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/06/2022,20.05,11.36,8.65,4.3,5.17,4.52,4.61,4.66,4.75,4.15,4.72,2.61,2.46,1.83,1.68,1.23,1.7,0.97,1.67,1.84,1.2,1.54,0.0,0.72,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,100.0
01/07/2022,20.05,11.38,8.28,4.44,4.93,4.54,4.58,4.62,4.66,4.17,4.76,2.83,2.42,1.86,1.79,1.24,1.67,0.97,1.71,2.0,1.18,1.5,0.0,0.88,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,100.0
01/10/2022,20.32,11.42,8.43,4.38,4.97,4.48,4.67,4.62,4.67,4.17,4.55,2.82,2.38,1.81,1.72,1.24,1.65,0.94,1.7,1.99,1.14,1.45,0.0,0.92,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,99.97
01/11/2022,20.52,11.32,8.22,4.37,4.88,4.51,4.64,4.55,4.62,4.24,4.66,2.82,2.44,1.84,1.69,1.25,1.69,0.97,1.73,2.03,1.12,1.43,0.0,0.95,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,99.99
01/12/2022,20.52,11.32,8.22,4.37,4.88,4.51,4.64,4.55,4.62,4.24,4.66,2.82,2.44,1.84,1.69,1.25,1.69,0.97,1.73,2.03,1.12,1.43,0.0,0.95,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,99.99
01/13/2022,20.52,11.32,8.22,4.37,4.88,4.51,4.64,4.55,4.62,4.24,4.66,2.82,2.44,1.84,1.69,1.25,1.69,0.97,1.73,2.03,1.12,1.43,0.0,0.95,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,99.99
01/14/2022,20.57,11.24,8.2,4.4,4.82,4.47,4.69,4.48,4.66,4.2,4.82,2.79,2.43,1.86,1.74,1.26,1.65,0.95,1.74,2.04,1.12,1.43,0.0,0.94,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,100.01
01/17/2022,20.47,11.74,8.01,4.35,4.78,4.46,4.67,4.51,4.81,4.11,4.63,2.72,2.45,1.78,1.76,1.32,1.76,0.95,1.74,1.94,1.1,1.39,0.0,1.08,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,99.99000000000002
01/18/2022,20.52,11.58,8.02,4.32,4.81,4.5,4.72,4.54,4.7,4.06,4.62,2.68,2.43,1.78,1.9,1.29,1.77,0.95,1.78,1.98,1.12,1.36,0.0,1.09,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,100.01
01/19/2022,20.52,11.58,8.02,4.32,4.81,4.5,4.72,4.54,4.7,4.06,4.62,2.68,2.43,1.78,1.9,1.29,1.77,0.95,1.78,1.98,1.12,1.36,0.0,1.09,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,100.01
01/20/2022,20.52,11.58,8.02,4.32,4.81,4.5,4.72,4.54,4.7,4.06,4.62,2.68,2.43,1.78,1.9,1.29,1.77,0.95,1.78,1.98,1.12,1.36,0.0,1.09,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,100.01
01/21/2022,20.52,11.58,8.02,4.32,4.81,4.5,4.72,4.54,4.7,4.06,4.62,2.68,2.43,1.78,1.9,1.29,1.77,0.95,1.78,1.98,1.12,1.36,0.0,1.09,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,100.01
01/24/2022,20.99,11.83,8.15,4.3,5.04,4.43,4.49,4.77,4.77,3.96,4.58,2.65,2.36,1.76,1.8,1.31,1.57,0.88,1.77,1.94,1.05,1.38,0.0,1.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,100.0
01/25/2022,21.11,11.87,8.51,4.09,4.98,4.38,4.47,4.79,4.7,3.99,4.5,2.62,2.33,1.8,1.75,1.33,1.51,0.88,1.78,1.91,1.05,1.39,0.0,0.98,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,99.99
01/26/2022,21.11,11.87,8.51,4.09,4.98,4.38,4.47,4.79,4.7,3.99,4.5,2.62,2.33,1.8,1.75,1.33,1.51,0.88,1.78,1.91,1.05,1.39,0.0,0.98,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,99.99
01/27/2022,21.11,11.87,8.51,4.09,4.98,4.38,4.47,4.79,4.7,3.99,4.5,2.62,2.33,1.8,1.75,1.33,1.51,0.88,1.78,1.91,1.05,1.39,0.0,0.98,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,99.99
01/28/2022,20.82,12.07,8.29,4.11,4.85,4.35,4.56,4.77,4.65,3.88,4.61,2.69,2.37,1.83,1.8,1.36,1.5,0.9,1.8,1.94,1.05,1.41,0.0,1.01,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,99.99
01/31/2022,21.26,12.52,8.04,4.04,5.0,4.31,4.33,4.85,4.76,3.84,4.47,2.69,2.37,1.74,1.75,1.31,1.4,0.89,1.77,1.99,0.96,1.32,0.0,1.08,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,100.0
02/01/2022,21.6,12.67,7.96,4.01,4.91,4.19,4.42,4.83,4.79,3.73,4.53,2.63,2.34,1.73,1.78,1.3,1.4,0.87,1.74,1.96,0.95,1.3,0.0,1.09,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,100.0
02/02/2022,21.6,12.67,7.96,4.01,4.91,4.19,4.42,4.83,4.79,3.73,4.53,2.63,2.34,1.73,1.78,1.3,1.4,0.87,1.74,1.96,0.95,1.3,0.0,1.09,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,100.0
02/03/2022,21.6,12.67,7.96,4.01,4.91,4.19,4.42,4.83,4.79,3.73,4.53,2.63,2.34,1.73,1.78,1.3,1.4,0.87,1.74,1.96,0.95,1.3,0.0,1.09,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,100.00000000000001
