,354.HK,3800.HK,336.HK,1368.HK,1302.HK,JKS,460.HK,2400.HK,189.HK,HKD,819.HK,9966.HK,1316.HK,3913.HK,LX,1448.HK,410.HK,2186.HK,1458.HK,81.HK,2616.HK,FINV,NIU,512.HK,2386.HK,1515.HK,405.HK,EH,1610.HK,2666.HK,1789.HK,327.HK,535.HK,6855.HK,1083.HK,1478.HK,1873.HK,9996.HK,3899.HK,357.HK,1908.HK,1798.HK,900948.SS,1966.HK,CAN,1117.HK,ICLK,1385.HK,FANH,3377.HK,363.HK,1896.HK,777.HK,855.HK,9909.HK,6878.HK,3339.HK,3983.HK,1052.HK,272.HK,1811.HK,639.HK,1860.HK,1765.HK,6826.HK,2001.HK,SOHU,2768.HK,SOS,2038.HK,2048.HK,697.HK,1666.HK,119.HK,1628.HK,1477.HK,3818.HK,1070.HK,2362.HK,9997.HK,9928.HK,861.HK,3813.HK,302.HK,1357.HK,1911.HK,1668.HK,6055.HK,546.HK,9993.HK,1361.HK,1773.HK,200771.SZ,520.HK,863.HK,1829.HK,900936.SZ,826.HK,751.HK,1797.HK,1176.HK,QD,934.HK,6100.HK,3613.HK,182.HK,1333.HK,EBON,6069.HK,1317.HK,308.HK,3836.HK,2552.HK,297.HK,743.HK,120.HK,1108.HK,2858.HK,2019.HK,3316.HK,581.HK,468.HK,9911.HK,2877.HK,1931.HK,3301.HK,SOL,1996.HK,1119.HK,579.HK,564.HK,GTH,59.HK,2233.HK,506.HK,1622.HK,2868.HK,BEST,6998.HK,451.HK,1234.HK,6989.HK,818.HK,1600.HK,2198.HK,1282.HK,305.HK,1381.HK,1098.HK,9979.HK,6968.HK,9983.HK,995.HK,3700.HK,1675.HK,1061.HK,382.HK,811.HK,1981.HK,3306.HK,3798.HK,2006.HK,9982.HK,906.HK,1890.HK,1589.HK,1681.HK,ZEPP,1866.HK,1558.HK,1257.HK,658.HK,2156.HK,3718.HK,95.HK,38.HK,6999.HK,686.HK,1566.HK,BTBT,CYD,1899.HK,6988.HK,6978.HK,1503.HK,2126.HK,337.HK,1763.HK,YI,2168.HK,BYSI,3877.HK,832.HK,SY,1905.HK,900908.SZ,1858.HK,698.HK,9968.HK,6068.HK,1839.HK,1817.HK,1848.HK,2163.HK,6111.HK,XTSLA,2100.HK,688006.SS,TIAN.SI,603613.SS,596.HK,900920.SZ,517.HK,6900.HK,BTCM,2231.HK,1133.HK,951.HK,1862.HK,1330.HK,1122.HK,DOYU,2117.HK,107.HK,1970.HK,U9E.SI,2798.HK,811,995,900908,1902.HK,200016.SZ,900917.SZ,T14,n/a,1569.HK,563.HK,SUM
09/20/2021,0.0,3.84,0.0,2.14,1.76,1.69,0.93,1.03,3.29,0.54,0.71,0.91,0.88,0.56,0.59,0.93,0.52,0.88,0.74,0.96,0.69,0.61,0.76,0.78,0.73,0.64,0.76,0.54,0.69,0.7,0.61,0.95,0.67,0.6,0.66,0.61,0.51,0.43,0.9,0.72,0.59,0.74,0.84,0.56,0.73,0.48,0.3,0.68,0.45,0.55,0.69,0.47,0.57,0.86,0.36,0.88,0.6,0.53,0.54,0.56,0.8,0.65,0.41,0.42,0.0,0.37,0.6,0.53,0.44,0.45,0.0,0.45,0.43,0.46,0.28,0.38,0.33,0.42,0.45,0.4,0.25,0.41,0.37,0.38,0.46,0.4,0.37,0.39,0.52,0.43,0.4,0.3,0.55,0.37,0.32,0.0,0.47,0.72,0.43,0.18,0.38,0.28,0.36,0.27,0.32,0.48,0.31,0.29,0.52,0.27,0.3,0.43,0.37,0.39,0.4,0.22,0.35,0.25,0.28,0.18,0.38,0.29,0.22,0.29,0.28,0.27,0.25,0.31,0.27,0.4,0.27,0.28,0.28,0.38,0.3,0.27,0.5,0.24,0.18,0.34,0.24,0.21,0.3,0.27,0.25,0.33,0.19,0.25,0.23,0.2,0.25,0.18,0.25,0.23,0.27,0.22,0.2,0.27,0.0,0.33,0.0,0.27,0.18,0.22,0.21,0.3,0.19,0.27,0.33,0.0,0.24,0.34,0.22,0.21,0.23,0.2,0.24,0.24,0.21,0.37,0.18,0.2,0.18,0.19,0.22,0.34,0.19,0.0,0.0,0.0,0.47,0.2,0.0,0.0,0.2,0.27,0.18,0.19,0.18,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.24,0.18,0.0,0.21,0.41,0.18,0.23,0.0,0.0,0.19,0.0,0.48,0.18,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.68
09/21/2021,0.0,3.65,0.0,2.21,1.8,1.71,0.98,1.03,3.36,0.42,0.71,0.91,0.9,0.59,0.59,0.93,0.51,0.89,0.76,0.95,0.7,0.6,0.76,0.8,0.7,0.66,0.74,0.56,0.68,0.7,0.62,0.96,0.67,0.63,0.64,0.62,0.54,0.44,0.92,0.72,0.59,0.77,0.81,0.55,0.74,0.49,0.3,0.72,0.42,0.53,0.68,0.47,0.59,0.83,0.37,0.79,0.58,0.55,0.53,0.55,0.83,0.64,0.43,0.43,0.0,0.38,0.6,0.53,0.45,0.45,0.0,0.45,0.42,0.44,0.27,0.4,0.32,0.42,0.45,0.4,0.25,0.4,0.36,0.4,0.45,0.4,0.37,0.4,0.52,0.42,0.4,0.3,0.54,0.39,0.31,0.0,0.45,0.69,0.42,0.19,0.37,0.28,0.35,0.25,0.32,0.49,0.3,0.29,0.51,0.26,0.3,0.43,0.38,0.38,0.4,0.22,0.34,0.25,0.28,0.19,0.36,0.28,0.23,0.29,0.28,0.26,0.27,0.31,0.27,0.4,0.26,0.28,0.28,0.37,0.3,0.28,0.5,0.27,0.18,0.35,0.23,0.21,0.3,0.27,0.25,0.34,0.2,0.26,0.22,0.2,0.25,0.19,0.26,0.23,0.28,0.22,0.2,0.28,0.0,0.34,0.0,0.26,0.18,0.22,0.21,0.29,0.19,0.27,0.32,0.0,0.24,0.33,0.21,0.2,0.22,0.2,0.23,0.24,0.22,0.37,0.18,0.21,0.18,0.18,0.21,0.36,0.2,0.0,0.0,0.0,0.47,0.2,0.18,0.0,0.2,0.26,0.18,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.22,0.0,0.25,0.18,0.0,0.21,0.42,0.0,0.24,0.0,0.0,0.2,0.0,0.5,0.19,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.65
09/22/2021,0.0,3.65,0.0,2.21,1.8,1.71,0.98,1.03,3.36,0.42,0.71,0.91,0.9,0.59,0.59,0.93,0.51,0.89,0.76,0.95,0.7,0.6,0.76,0.8,0.7,0.66,0.74,0.56,0.68,0.7,0.62,0.96,0.67,0.63,0.64,0.62,0.54,0.44,0.92,0.72,0.59,0.77,0.81,0.55,0.74,0.49,0.3,0.72,0.42,0.53,0.68,0.47,0.59,0.83,0.37,0.79,0.58,0.55,0.53,0.55,0.83,0.64,0.43,0.43,0.0,0.38,0.6,0.53,0.45,0.45,0.0,0.45,0.42,0.44,0.27,0.4,0.32,0.42,0.45,0.4,0.25,0.4,0.36,0.4,0.45,0.4,0.37,0.4,0.52,0.42,0.4,0.3,0.54,0.39,0.31,0.0,0.45,0.69,0.42,0.19,0.37,0.28,0.35,0.25,0.32,0.49,0.3,0.29,0.51,0.26,0.3,0.43,0.38,0.38,0.4,0.22,0.34,0.25,0.28,0.19,0.36,0.28,0.23,0.29,0.28,0.26,0.27,0.31,0.27,0.4,0.26,0.28,0.28,0.37,0.3,0.28,0.5,0.27,0.18,0.35,0.23,0.21,0.3,0.27,0.25,0.34,0.2,0.26,0.22,0.2,0.25,0.19,0.26,0.23,0.28,0.22,0.2,0.28,0.0,0.34,0.0,0.26,0.18,0.22,0.21,0.29,0.19,0.27,0.32,0.0,0.24,0.33,0.21,0.2,0.22,0.2,0.23,0.24,0.22,0.37,0.18,0.21,0.18,0.18,0.21,0.36,0.2,0.0,0.0,0.0,0.47,0.2,0.18,0.0,0.2,0.26,0.18,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.22,0.0,0.25,0.18,0.0,0.21,0.42,0.0,0.24,0.0,0.0,0.2,0.0,0.5,0.19,0.0,0.17,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.65
09/23/2021,0.0,3.96,0.0,2.11,1.84,1.61,1.01,1.06,3.29,0.39,0.74,0.93,0.91,0.59,0.56,0.96,0.5,0.89,0.78,0.93,0.71,0.59,0.71,0.81,0.7,0.65,0.74,0.54,0.68,0.7,0.63,0.96,0.66,0.65,0.65,0.62,0.54,0.44,0.91,0.8,0.56,0.79,0.83,0.54,0.7,0.48,0.3,0.72,0.45,0.51,0.69,0.46,0.59,0.84,0.36,0.74,0.59,0.54,0.55,0.55,0.87,0.64,0.44,0.43,0.0,0.38,0.59,0.54,0.43,0.46,0.0,0.47,0.43,0.44,0.27,0.41,0.31,0.42,0.45,0.42,0.24,0.4,0.36,0.4,0.46,0.43,0.36,0.4,0.52,0.42,0.39,0.31,0.56,0.4,0.31,0.0,0.46,0.7,0.41,0.18,0.38,0.27,0.35,0.25,0.32,0.5,0.31,0.28,0.52,0.25,0.3,0.43,0.39,0.36,0.38,0.22,0.34,0.24,0.29,0.19,0.36,0.29,0.23,0.29,0.28,0.26,0.25,0.3,0.26,0.4,0.25,0.26,0.29,0.38,0.31,0.28,0.51,0.28,0.19,0.35,0.24,0.2,0.3,0.27,0.25,0.34,0.2,0.25,0.22,0.2,0.25,0.19,0.26,0.22,0.29,0.22,0.2,0.27,0.0,0.33,0.0,0.26,0.18,0.22,0.21,0.3,0.19,0.27,0.33,0.0,0.24,0.33,0.22,0.21,0.22,0.2,0.23,0.24,0.23,0.34,0.18,0.21,0.18,0.2,0.22,0.35,0.19,0.0,0.0,0.0,0.32,0.2,0.0,0.0,0.21,0.27,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.19,0.17,0.21,0.38,0.18,0.27,0.0,0.0,0.19,0.0,0.46,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,92.67
09/24/2021,0.0,3.93,0.0,2.1,1.85,1.65,0.96,1.02,3.38,0.43,0.76,0.9,0.91,0.61,0.55,0.94,0.51,0.88,0.77,0.94,0.7,0.58,0.74,0.8,0.71,0.65,0.76,0.55,0.68,0.7,0.63,0.96,0.67,0.62,0.66,0.62,0.54,0.43,0.93,0.79,0.54,0.8,0.82,0.53,0.69,0.48,0.32,0.73,0.46,0.52,0.65,0.45,0.59,0.84,0.38,0.79,0.58,0.54,0.55,0.53,0.93,0.65,0.45,0.44,0.0,0.38,0.59,0.53,0.41,0.45,0.0,0.47,0.44,0.45,0.28,0.4,0.31,0.42,0.47,0.42,0.24,0.39,0.37,0.39,0.45,0.41,0.36,0.39,0.51,0.43,0.4,0.29,0.55,0.41,0.3,0.0,0.46,0.7,0.4,0.0,0.38,0.25,0.35,0.29,0.32,0.5,0.31,0.27,0.52,0.25,0.3,0.43,0.42,0.37,0.38,0.22,0.35,0.24,0.28,0.2,0.36,0.28,0.23,0.29,0.28,0.25,0.25,0.3,0.26,0.41,0.25,0.25,0.28,0.37,0.3,0.28,0.51,0.31,0.19,0.34,0.24,0.21,0.29,0.27,0.25,0.35,0.19,0.25,0.23,0.2,0.25,0.19,0.25,0.22,0.29,0.22,0.2,0.28,0.0,0.32,0.0,0.26,0.18,0.21,0.21,0.3,0.19,0.26,0.32,0.0,0.24,0.33,0.22,0.2,0.24,0.2,0.24,0.25,0.23,0.32,0.0,0.21,0.18,0.19,0.21,0.34,0.19,0.0,0.0,0.0,0.33,0.2,0.18,0.0,0.2,0.27,0.18,0.19,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.19,0.17,0.21,0.36,0.0,0.3,0.0,0.0,0.19,0.0,0.47,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,92.72
09/27/2021,0.0,3.84,0.0,1.98,1.81,1.56,0.95,1.06,3.38,0.45,0.73,0.9,0.87,0.64,0.58,0.95,0.51,0.89,0.74,0.94,0.66,0.61,0.72,0.8,0.7,0.63,0.75,0.58,0.67,0.69,0.62,0.96,0.68,0.63,0.64,0.6,0.51,0.42,0.9,0.78,0.57,0.86,0.85,0.53,0.72,0.48,0.34,0.71,0.47,0.54,0.65,0.46,0.59,0.89,0.37,0.68,0.58,0.56,0.56,0.53,1.02,0.64,0.44,0.43,0.0,0.38,0.61,0.52,0.41,0.45,0.0,0.46,0.44,0.46,0.28,0.39,0.31,0.42,0.47,0.42,0.25,0.4,0.35,0.39,0.44,0.39,0.37,0.38,0.54,0.41,0.39,0.28,0.52,0.41,0.3,0.0,0.52,0.68,0.4,0.19,0.39,0.26,0.35,0.26,0.32,0.52,0.29,0.29,0.5,0.26,0.32,0.41,0.42,0.37,0.39,0.22,0.33,0.25,0.28,0.19,0.36,0.28,0.22,0.28,0.28,0.26,0.26,0.31,0.26,0.45,0.24,0.24,0.28,0.38,0.3,0.3,0.5,0.36,0.19,0.35,0.24,0.21,0.29,0.27,0.25,0.34,0.19,0.26,0.23,0.2,0.25,0.19,0.26,0.21,0.28,0.22,0.19,0.28,0.0,0.32,0.0,0.26,0.17,0.21,0.2,0.3,0.18,0.26,0.33,0.0,0.25,0.36,0.21,0.21,0.22,0.2,0.25,0.27,0.22,0.36,0.19,0.2,0.18,0.18,0.21,0.34,0.2,0.0,0.0,0.0,0.31,0.2,0.18,0.0,0.2,0.27,0.17,0.19,0.18,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.28,0.19,0.0,0.2,0.38,0.0,0.33,0.0,0.0,0.21,0.0,0.49,0.19,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,92.69000000000004
09/28/2021,0.0,4.35,0.0,1.87,1.87,1.54,0.94,1.1,2.77,0.46,0.72,0.85,0.86,0.62,0.57,0.97,0.51,0.9,0.8,0.93,0.66,0.61,0.71,0.8,0.69,0.64,0.76,0.56,0.71,0.69,0.66,0.94,0.67,0.62,0.62,0.61,0.51,0.45,0.87,0.85,0.58,0.88,0.83,0.54,0.58,0.49,0.36,0.68,0.49,0.55,0.66,0.47,0.59,0.88,0.36,0.66,0.57,0.6,0.59,0.53,1.09,0.6,0.44,0.44,0.0,0.39,0.6,0.52,0.39,0.46,0.0,0.46,0.46,0.46,0.27,0.4,0.3,0.42,0.47,0.44,0.26,0.4,0.36,0.39,0.45,0.42,0.37,0.4,0.53,0.41,0.38,0.28,0.5,0.42,0.32,0.0,0.51,0.66,0.4,0.18,0.39,0.27,0.36,0.26,0.33,0.54,0.3,0.28,0.51,0.26,0.31,0.41,0.45,0.35,0.37,0.23,0.31,0.24,0.28,0.19,0.34,0.29,0.22,0.28,0.27,0.26,0.24,0.31,0.27,0.47,0.24,0.24,0.28,0.37,0.3,0.33,0.52,0.35,0.2,0.34,0.24,0.21,0.29,0.27,0.25,0.34,0.18,0.27,0.23,0.2,0.25,0.19,0.26,0.21,0.29,0.22,0.19,0.29,0.0,0.28,0.0,0.26,0.17,0.21,0.21,0.3,0.19,0.26,0.32,0.0,0.25,0.36,0.22,0.2,0.23,0.2,0.27,0.26,0.22,0.36,0.19,0.21,0.0,0.18,0.21,0.33,0.2,0.0,0.0,0.0,0.32,0.19,0.0,0.0,0.2,0.25,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.28,0.2,0.17,0.2,0.35,0.18,0.32,0.0,0.0,0.21,0.0,0.48,0.21,0.18,0.0,0.18,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,92.7
09/29/2021,0.0,4.35,0.0,1.87,1.87,1.54,0.94,1.1,2.77,0.46,0.72,0.85,0.86,0.62,0.57,0.97,0.51,0.9,0.8,0.93,0.66,0.61,0.71,0.8,0.69,0.64,0.76,0.56,0.71,0.69,0.66,0.94,0.67,0.62,0.62,0.61,0.51,0.45,0.87,0.85,0.58,0.88,0.83,0.54,0.58,0.49,0.36,0.68,0.49,0.55,0.66,0.47,0.59,0.88,0.36,0.66,0.57,0.6,0.59,0.53,1.09,0.6,0.44,0.44,0.0,0.39,0.6,0.52,0.39,0.46,0.0,0.46,0.46,0.46,0.27,0.4,0.3,0.42,0.47,0.44,0.26,0.4,0.36,0.39,0.45,0.42,0.37,0.4,0.53,0.41,0.38,0.28,0.5,0.42,0.32,0.0,0.51,0.66,0.4,0.18,0.39,0.27,0.36,0.26,0.33,0.54,0.3,0.28,0.51,0.26,0.31,0.41,0.45,0.35,0.37,0.23,0.31,0.24,0.28,0.19,0.34,0.29,0.22,0.28,0.27,0.26,0.24,0.31,0.27,0.47,0.24,0.24,0.28,0.37,0.3,0.33,0.52,0.35,0.2,0.34,0.24,0.21,0.29,0.27,0.25,0.34,0.18,0.27,0.23,0.2,0.25,0.19,0.26,0.21,0.29,0.22,0.19,0.29,0.0,0.28,0.0,0.26,0.17,0.21,0.21,0.3,0.19,0.26,0.32,0.0,0.25,0.36,0.22,0.2,0.23,0.2,0.27,0.26,0.22,0.36,0.19,0.21,0.0,0.18,0.21,0.33,0.2,0.0,0.0,0.0,0.32,0.19,0.0,0.0,0.2,0.25,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.28,0.2,0.17,0.2,0.35,0.18,0.32,0.0,0.0,0.21,0.0,0.48,0.21,0.18,0.0,0.18,0.17,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,92.7
09/30/2021,0.0,4.02,0.0,1.77,1.9,1.63,0.86,1.14,2.71,0.47,0.72,0.88,0.86,0.61,0.59,0.99,0.5,0.91,0.79,0.93,0.67,0.62,0.72,0.81,0.69,0.63,0.76,0.59,0.74,0.7,0.6,0.93,0.67,0.63,0.62,0.6,0.52,0.43,0.88,0.82,0.59,0.88,0.86,0.54,0.58,0.49,0.37,0.69,0.49,0.56,0.66,0.48,0.58,0.86,0.33,0.68,0.58,0.61,0.61,0.54,1.13,0.6,0.45,0.43,0.0,0.37,0.62,0.51,0.4,0.46,0.0,0.47,0.45,0.47,0.27,0.39,0.31,0.42,0.48,0.42,0.25,0.4,0.35,0.39,0.42,0.41,0.38,0.46,0.53,0.41,0.39,0.24,0.5,0.42,0.3,0.0,0.5,0.65,0.45,0.18,0.4,0.27,0.36,0.25,0.33,0.59,0.31,0.29,0.53,0.26,0.32,0.42,0.41,0.36,0.36,0.24,0.3,0.25,0.28,0.21,0.34,0.29,0.22,0.28,0.27,0.26,0.25,0.31,0.25,0.44,0.24,0.24,0.29,0.37,0.31,0.33,0.53,0.36,0.2,0.32,0.24,0.22,0.29,0.27,0.25,0.32,0.19,0.27,0.23,0.19,0.25,0.19,0.26,0.21,0.28,0.22,0.18,0.29,0.0,0.26,0.0,0.26,0.0,0.21,0.21,0.31,0.19,0.26,0.32,0.0,0.25,0.34,0.22,0.21,0.23,0.19,0.27,0.27,0.23,0.35,0.19,0.2,0.18,0.19,0.21,0.33,0.2,0.0,0.0,0.0,0.34,0.19,0.17,0.0,0.2,0.25,0.0,0.18,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.2,0.0,0.21,0.36,0.18,0.32,0.0,0.0,0.23,0.0,0.49,0.21,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.0,92.56
10/01/2021,0.0,3.97,0.0,1.77,1.88,1.58,0.69,1.14,2.78,0.47,0.73,0.83,0.89,0.66,0.57,0.98,0.51,0.9,0.78,0.97,0.66,0.59,0.69,0.8,0.71,0.66,0.75,0.55,0.73,0.71,0.61,0.91,0.67,0.61,0.66,0.61,0.51,0.44,0.9,0.82,0.62,0.91,0.89,0.55,0.54,0.5,0.37,0.7,0.47,0.58,0.66,0.48,0.59,0.88,0.35,0.72,0.57,0.63,0.62,0.54,1.2,0.62,0.44,0.44,0.0,0.37,0.6,0.52,0.38,0.46,0.0,0.46,0.43,0.47,0.28,0.38,0.31,0.42,0.5,0.42,0.26,0.4,0.36,0.38,0.42,0.42,0.38,0.43,0.52,0.42,0.39,0.25,0.51,0.43,0.3,0.0,0.53,0.68,0.45,0.18,0.4,0.26,0.37,0.26,0.32,0.64,0.3,0.26,0.51,0.27,0.32,0.42,0.39,0.36,0.36,0.24,0.31,0.25,0.28,0.23,0.35,0.29,0.23,0.28,0.27,0.27,0.24,0.31,0.26,0.46,0.24,0.24,0.28,0.39,0.3,0.34,0.52,0.33,0.21,0.32,0.24,0.22,0.29,0.27,0.25,0.32,0.19,0.27,0.23,0.2,0.25,0.2,0.26,0.2,0.29,0.22,0.19,0.3,0.0,0.26,0.0,0.26,0.0,0.21,0.2,0.3,0.18,0.25,0.33,0.0,0.26,0.34,0.22,0.21,0.23,0.2,0.29,0.28,0.2,0.33,0.19,0.21,0.18,0.19,0.21,0.33,0.2,0.0,0.0,0.0,0.32,0.19,0.0,0.0,0.18,0.25,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.28,0.19,0.0,0.21,0.32,0.18,0.33,0.0,0.0,0.23,0.0,0.46,0.2,0.18,0.17,0.18,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,92.61
10/04/2021,0.0,3.97,0.0,1.77,1.88,1.58,0.69,1.14,2.78,0.47,0.73,0.83,0.89,0.66,0.57,0.98,0.51,0.9,0.78,0.97,0.66,0.59,0.69,0.8,0.71,0.66,0.75,0.55,0.73,0.71,0.61,0.91,0.67,0.61,0.66,0.61,0.51,0.44,0.9,0.82,0.62,0.91,0.89,0.55,0.54,0.5,0.37,0.7,0.47,0.58,0.66,0.48,0.59,0.88,0.35,0.72,0.57,0.63,0.62,0.54,1.2,0.62,0.44,0.44,0.0,0.37,0.6,0.52,0.38,0.46,0.0,0.46,0.43,0.47,0.28,0.38,0.31,0.42,0.5,0.42,0.26,0.4,0.36,0.38,0.42,0.42,0.38,0.43,0.52,0.42,0.39,0.25,0.51,0.43,0.3,0.0,0.53,0.68,0.45,0.18,0.4,0.26,0.37,0.26,0.32,0.64,0.3,0.26,0.51,0.27,0.32,0.42,0.39,0.36,0.36,0.24,0.31,0.25,0.28,0.23,0.35,0.29,0.23,0.28,0.27,0.27,0.24,0.31,0.26,0.46,0.24,0.24,0.28,0.39,0.3,0.34,0.52,0.33,0.21,0.32,0.24,0.22,0.29,0.27,0.25,0.32,0.19,0.27,0.23,0.2,0.25,0.2,0.26,0.2,0.29,0.22,0.19,0.3,0.0,0.26,0.0,0.26,0.0,0.21,0.2,0.3,0.18,0.25,0.33,0.0,0.26,0.34,0.22,0.21,0.23,0.2,0.29,0.28,0.2,0.33,0.19,0.21,0.18,0.19,0.21,0.33,0.2,0.0,0.0,0.0,0.32,0.19,0.0,0.0,0.18,0.25,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.28,0.19,0.0,0.21,0.32,0.18,0.33,0.0,0.0,0.23,0.0,0.46,0.2,0.18,0.17,0.18,0.17,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,92.61
10/05/2021,0.0,4.73,0.0,1.77,1.87,1.65,0.78,1.03,2.82,0.0,0.72,0.79,0.88,0.65,0.57,0.95,0.53,0.89,0.81,1.01,0.62,0.59,0.67,0.82,0.72,0.65,0.75,0.52,0.72,0.72,0.65,0.95,0.69,0.6,0.63,0.58,0.52,0.41,0.83,0.81,0.63,0.96,0.89,0.56,0.58,0.52,0.33,0.67,0.47,0.58,0.65,0.47,0.57,0.88,0.36,0.65,0.56,0.63,0.62,0.53,1.33,0.59,0.43,0.41,0.0,0.39,0.59,0.53,0.36,0.46,0.0,0.45,0.44,0.49,0.28,0.37,0.31,0.41,0.5,0.41,0.26,0.39,0.35,0.37,0.41,0.39,0.37,0.43,0.51,0.42,0.38,0.25,0.52,0.41,0.28,0.0,0.51,0.63,0.43,0.18,0.39,0.25,0.36,0.25,0.33,0.64,0.3,0.24,0.49,0.26,0.31,0.4,0.4,0.35,0.35,0.25,0.3,0.24,0.29,0.22,0.34,0.28,0.21,0.27,0.3,0.29,0.24,0.3,0.26,0.47,0.23,0.24,0.28,0.39,0.3,0.38,0.0,0.32,0.25,0.31,0.23,0.21,0.29,0.26,0.25,0.34,0.18,0.26,0.23,0.19,0.26,0.21,0.25,0.2,0.28,0.21,0.19,0.29,0.0,0.26,0.0,0.26,0.0,0.2,0.21,0.3,0.18,0.23,0.32,0.0,0.25,0.33,0.21,0.2,0.24,0.19,0.28,0.25,0.2,0.27,0.19,0.2,0.2,0.18,0.21,0.3,0.2,0.0,0.0,0.0,0.33,0.18,0.17,0.0,0.19,0.25,0.18,0.18,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.19,0.0,0.2,0.31,0.17,0.31,0.0,0.0,0.22,0.0,0.46,0.19,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.03,0.0,0.0,92.84
10/06/2021,0.0,4.73,0.0,1.77,1.87,1.65,0.78,1.03,2.82,0.0,0.72,0.79,0.88,0.65,0.57,0.95,0.53,0.89,0.81,1.01,0.62,0.59,0.67,0.82,0.72,0.65,0.75,0.52,0.72,0.72,0.65,0.95,0.69,0.6,0.63,0.58,0.52,0.41,0.83,0.81,0.63,0.96,0.89,0.56,0.58,0.52,0.33,0.67,0.47,0.58,0.65,0.47,0.57,0.88,0.36,0.65,0.56,0.63,0.62,0.53,1.33,0.59,0.43,0.41,0.0,0.39,0.59,0.53,0.36,0.46,0.0,0.45,0.44,0.49,0.28,0.37,0.31,0.41,0.5,0.41,0.26,0.39,0.35,0.37,0.41,0.39,0.37,0.43,0.51,0.42,0.38,0.25,0.52,0.41,0.28,0.0,0.51,0.63,0.43,0.18,0.39,0.25,0.36,0.25,0.33,0.64,0.3,0.24,0.49,0.26,0.31,0.4,0.4,0.35,0.35,0.25,0.3,0.24,0.29,0.22,0.34,0.28,0.21,0.27,0.3,0.29,0.24,0.3,0.26,0.47,0.23,0.24,0.28,0.39,0.3,0.38,0.0,0.32,0.25,0.31,0.23,0.21,0.29,0.26,0.25,0.34,0.18,0.26,0.23,0.19,0.26,0.21,0.25,0.2,0.28,0.21,0.19,0.29,0.0,0.26,0.0,0.26,0.0,0.2,0.21,0.3,0.18,0.23,0.32,0.0,0.25,0.33,0.21,0.2,0.24,0.19,0.28,0.25,0.2,0.27,0.19,0.2,0.2,0.18,0.21,0.3,0.2,0.0,0.0,0.0,0.33,0.18,0.17,0.0,0.19,0.25,0.18,0.18,0.18,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27,0.19,0.0,0.2,0.31,0.17,0.31,0.0,0.0,0.22,0.0,0.46,0.19,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,1.03,0.0,0.0,92.84
