,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,TMO,NKE,CVX,MRK,WMT,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,LIN,HON,UPS,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,GS,BA,AMAT,BLK,IBM,TGT,AMT,CAT,AMD,MMM,GE,ISRG,AXP,DE,NOW,SCHW,CVS,CHTR,SPGI,ANTM,LMT,ZTS,PLD,MU,BKNG,FIS,LRCX,MDLZ,MO,SYK,ADP,CCI,GILD,TMUS,TJX,CI,COP,PNC,USB,CME,CSX,DUK,TFC,ATVI,CB,EQIX,GM,MMC,BDX,EL,COF,FDX,ILMN,CL,NSC,SHW,EW,ICE,SO,ADSK,ITW,APD,BSX,ADI,FISV,REGN,MCO,ETN,D,HUM,PGR,EMR,NOC,HCA,F,IDXX,GPN,WM,NXPI,TWTR,AON,DG,BIIB,FCX,ECL,VRTX,NEM,ROP,JCI,EOG,KLAC,IQV,PSA,TROW,DOW,KMB,MSCI,A,EBAY,ROST,TEL,TT,LHX,EXC,ALGN,GD,MET,SLB,CMG,CNC,SNPS,INFO,AEP,APTV,DD,DLR,DXCM,EA,APH,BAX,SPG,ALXN,BK,AIG,ALL,ORLY,PPG,PRU,PH,CARR,STZ,MCHP,CDNS,SRE,SYY,MPC,TRV,STATE STREET INSTITUTIONAL LIQ STATE STR,MSI,DFS,SSIXX,4970.T,WELL,State Street Instl Liquid Reserves Prem,MRNA,RMD,MAR,CTSH,YUM,GEN.,FTNT,n/a,GE.,SBAC,LWB.WA,MTCH,SUM
08/13/2021,5.56,5.26,3.47,2.11,2.01,1.92,1.33,1.21,1.34,1.17,1.11,0.98,0.95,0.79,0.86,0.85,0.78,0.78,0.76,0.72,0.65,0.6,0.56,0.56,0.57,0.53,0.57,0.65,0.53,0.54,0.49,0.52,0.5,0.52,0.53,0.48,0.46,0.5,0.5,0.48,0.52,0.5,0.48,0.48,0.43,0.43,0.41,0.4,0.39,0.38,0.38,0.39,0.33,0.36,0.37,0.39,0.37,0.32,0.33,0.35,0.33,0.37,0.32,0.34,0.31,0.31,0.31,0.31,0.32,0.3,0.28,0.31,0.28,0.28,0.29,0.27,0.29,0.28,0.27,0.26,0.25,0.26,0.22,0.22,0.23,0.23,0.21,0.22,0.2,0.21,0.21,0.22,0.2,0.23,0.2,0.21,0.2,0.21,0.18,0.19,0.2,0.19,0.18,0.19,0.19,0.19,0.16,0.2,0.17,0.17,0.19,0.17,0.18,0.19,0.16,0.18,0.16,0.16,0.17,0.17,0.16,0.17,0.18,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.15,0.13,0.15,0.13,0.13,0.14,0.13,0.13,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.34,0.1,0.0,0.1,0.1,0.0,0.1,0.17,0.0,0.0,0.0,0.0,76.71000000000001
08/16/2021,5.65,5.29,3.43,2.1,2.0,1.91,1.33,1.2,1.35,1.18,1.11,0.95,0.93,0.78,0.86,0.84,0.77,0.79,0.77,0.73,0.65,0.59,0.55,0.56,0.58,0.53,0.58,0.64,0.53,0.53,0.48,0.52,0.5,0.51,0.52,0.48,0.47,0.49,0.5,0.48,0.51,0.51,0.48,0.48,0.42,0.43,0.42,0.4,0.39,0.38,0.38,0.39,0.33,0.37,0.36,0.4,0.37,0.32,0.33,0.36,0.33,0.38,0.32,0.34,0.31,0.29,0.31,0.31,0.31,0.3,0.29,0.31,0.28,0.0,0.29,0.27,0.29,0.28,0.27,0.27,0.26,0.26,0.22,0.21,0.23,0.23,0.19,0.22,0.2,0.2,0.21,0.22,0.21,0.22,0.2,0.22,0.21,0.21,0.18,0.19,0.2,0.2,0.18,0.19,0.19,0.19,0.16,0.2,0.18,0.17,0.19,0.17,0.18,0.2,0.16,0.18,0.16,0.17,0.17,0.17,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.13,0.15,0.13,0.13,0.14,0.13,0.12,0.11,0.12,0.13,0.1,0.12,0.11,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.13,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.18,0.11,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.28,0.0,0.0,0.0,76.63000000000001
08/17/2021,5.65,5.34,3.41,2.1,2.0,1.91,1.32,1.21,1.34,1.17,1.12,0.95,0.93,0.78,0.85,0.85,0.77,0.8,0.76,0.74,0.66,0.58,0.55,0.56,0.59,0.52,0.58,0.65,0.53,0.54,0.49,0.52,0.5,0.52,0.52,0.48,0.47,0.49,0.5,0.48,0.51,0.51,0.48,0.48,0.42,0.43,0.42,0.41,0.39,0.38,0.39,0.39,0.33,0.37,0.36,0.4,0.37,0.32,0.33,0.36,0.33,0.38,0.32,0.34,0.3,0.29,0.31,0.31,0.31,0.3,0.29,0.32,0.28,0.0,0.29,0.26,0.29,0.28,0.27,0.27,0.25,0.26,0.22,0.21,0.23,0.24,0.19,0.22,0.2,0.2,0.21,0.22,0.21,0.22,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.19,0.18,0.19,0.19,0.19,0.16,0.2,0.18,0.16,0.19,0.17,0.18,0.2,0.16,0.18,0.16,0.17,0.17,0.17,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.19,0.11,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.28,0.0,0.0,0.0,76.69
08/18/2021,5.65,5.34,3.41,2.1,2.0,1.91,1.32,1.21,1.34,1.17,1.12,0.95,0.93,0.78,0.85,0.85,0.77,0.8,0.76,0.74,0.66,0.58,0.55,0.56,0.59,0.52,0.58,0.65,0.53,0.54,0.49,0.52,0.5,0.52,0.52,0.48,0.47,0.49,0.5,0.48,0.51,0.51,0.48,0.48,0.42,0.43,0.42,0.41,0.39,0.38,0.39,0.39,0.33,0.37,0.36,0.4,0.37,0.32,0.33,0.36,0.33,0.38,0.32,0.34,0.3,0.29,0.31,0.31,0.31,0.3,0.29,0.32,0.28,0.0,0.29,0.26,0.29,0.28,0.27,0.27,0.25,0.26,0.22,0.21,0.23,0.24,0.19,0.22,0.2,0.2,0.21,0.22,0.21,0.22,0.2,0.22,0.21,0.21,0.18,0.18,0.2,0.19,0.18,0.19,0.19,0.19,0.16,0.2,0.18,0.16,0.19,0.17,0.18,0.2,0.16,0.18,0.16,0.17,0.17,0.17,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.1,0.12,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.19,0.11,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.28,0.0,0.0,0.0,76.69
08/19/2021,5.73,5.36,3.42,2.12,2.01,1.91,1.32,1.2,1.28,1.16,1.13,0.96,0.95,0.79,0.86,0.85,0.77,0.79,0.76,0.73,0.66,0.57,0.55,0.56,0.58,0.52,0.58,0.66,0.54,0.54,0.49,0.53,0.51,0.52,0.53,0.47,0.48,0.5,0.5,0.48,0.52,0.49,0.49,0.48,0.42,0.44,0.42,0.41,0.4,0.39,0.39,0.39,0.35,0.37,0.37,0.4,0.36,0.32,0.33,0.36,0.33,0.38,0.32,0.33,0.31,0.29,0.31,0.31,0.32,0.31,0.28,0.31,0.28,0.27,0.29,0.26,0.29,0.28,0.27,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.19,0.21,0.2,0.2,0.22,0.22,0.21,0.23,0.2,0.22,0.2,0.21,0.18,0.18,0.2,0.19,0.18,0.19,0.2,0.19,0.16,0.2,0.18,0.16,0.19,0.18,0.18,0.2,0.17,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.13,0.14,0.12,0.14,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,76.98
08/20/2021,5.74,5.38,3.38,2.09,2.0,1.9,1.33,1.18,1.25,1.15,1.15,0.97,0.97,0.78,0.83,0.86,0.77,0.78,0.76,0.74,0.66,0.57,0.56,0.57,0.58,0.52,0.58,0.68,0.54,0.54,0.49,0.53,0.52,0.53,0.53,0.47,0.49,0.5,0.51,0.47,0.53,0.49,0.49,0.49,0.42,0.44,0.43,0.4,0.4,0.39,0.39,0.39,0.35,0.37,0.37,0.4,0.36,0.32,0.31,0.36,0.33,0.38,0.32,0.33,0.3,0.29,0.31,0.31,0.31,0.32,0.28,0.32,0.28,0.27,0.3,0.26,0.29,0.28,0.26,0.27,0.26,0.26,0.22,0.22,0.24,0.24,0.19,0.21,0.2,0.2,0.22,0.22,0.21,0.23,0.21,0.22,0.2,0.2,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.19,0.16,0.2,0.18,0.16,0.19,0.18,0.18,0.19,0.16,0.19,0.16,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.14,0.14,0.12,0.16,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,76.99000000000001
08/23/2021,5.67,5.5,3.36,2.09,2.01,1.92,1.33,1.22,1.28,1.15,1.16,0.96,0.99,0.78,0.84,0.87,0.77,0.77,0.75,0.75,0.66,0.55,0.59,0.57,0.6,0.52,0.6,0.67,0.55,0.54,0.48,0.54,0.51,0.53,0.52,0.45,0.49,0.5,0.51,0.47,0.53,0.48,0.5,0.49,0.42,0.44,0.43,0.39,0.39,0.39,0.4,0.39,0.35,0.37,0.38,0.41,0.36,0.32,0.35,0.37,0.33,0.37,0.31,0.33,0.29,0.29,0.31,0.3,0.3,0.33,0.27,0.31,0.28,0.27,0.31,0.26,0.28,0.28,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.19,0.21,0.2,0.2,0.22,0.22,0.21,0.22,0.21,0.22,0.2,0.22,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.16,0.21,0.18,0.15,0.19,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.18,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.13,0.13,0.12,0.14,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,77.02
08/24/2021,5.67,5.59,3.34,2.09,2.01,1.92,1.31,1.27,1.28,1.14,1.15,0.95,0.99,0.78,0.85,0.86,0.76,0.77,0.74,0.75,0.66,0.54,0.59,0.56,0.6,0.51,0.6,0.66,0.55,0.54,0.48,0.53,0.51,0.53,0.52,0.44,0.49,0.5,0.51,0.47,0.53,0.48,0.5,0.49,0.41,0.43,0.43,0.39,0.39,0.39,0.39,0.38,0.34,0.37,0.38,0.41,0.36,0.31,0.36,0.36,0.33,0.37,0.31,0.33,0.29,0.28,0.31,0.3,0.31,0.32,0.27,0.31,0.27,0.0,0.3,0.26,0.27,0.29,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.19,0.21,0.2,0.2,0.22,0.22,0.21,0.22,0.21,0.22,0.2,0.22,0.18,0.17,0.19,0.19,0.17,0.19,0.2,0.18,0.16,0.21,0.18,0.15,0.19,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.18,0.18,0.16,0.17,0.18,0.16,0.14,0.16,0.15,0.17,0.17,0.15,0.16,0.16,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.13,0.13,0.12,0.14,0.12,0.11,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.27,0.1,0.11,0.0,76.92
08/25/2021,5.68,5.59,3.34,2.1,2.02,1.92,1.32,1.27,1.28,1.14,1.16,0.95,0.99,0.78,0.85,0.86,0.76,0.78,0.75,0.75,0.66,0.55,0.59,0.56,0.6,0.51,0.6,0.66,0.55,0.54,0.48,0.53,0.51,0.53,0.52,0.44,0.49,0.5,0.52,0.47,0.53,0.48,0.5,0.49,0.42,0.43,0.43,0.39,0.39,0.39,0.4,0.38,0.34,0.37,0.38,0.41,0.36,0.31,0.36,0.36,0.33,0.37,0.31,0.33,0.29,0.28,0.31,0.3,0.31,0.33,0.27,0.31,0.27,0.27,0.3,0.26,0.27,0.29,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.19,0.21,0.2,0.2,0.22,0.22,0.21,0.22,0.21,0.22,0.2,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.2,0.18,0.16,0.21,0.18,0.15,0.19,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.18,0.18,0.16,0.17,0.18,0.16,0.14,0.16,0.15,0.17,0.17,0.15,0.16,0.16,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.13,0.13,0.12,0.14,0.12,0.11,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,77.03
08/26/2021,5.68,5.55,3.38,2.1,2.04,1.94,1.31,1.33,1.32,1.14,1.13,0.96,0.97,0.79,0.84,0.85,0.76,0.78,0.75,0.76,0.66,0.56,0.59,0.56,0.61,0.52,0.6,0.67,0.54,0.53,0.48,0.53,0.51,0.52,0.53,0.45,0.48,0.5,0.51,0.47,0.52,0.48,0.49,0.49,0.42,0.43,0.42,0.4,0.39,0.38,0.39,0.38,0.34,0.36,0.37,0.4,0.36,0.31,0.35,0.37,0.33,0.37,0.31,0.33,0.29,0.29,0.32,0.3,0.3,0.32,0.27,0.32,0.27,0.27,0.3,0.25,0.28,0.29,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.19,0.21,0.2,0.2,0.21,0.22,0.21,0.22,0.21,0.22,0.2,0.22,0.18,0.18,0.19,0.19,0.18,0.19,0.2,0.18,0.15,0.2,0.18,0.15,0.19,0.18,0.19,0.19,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.16,0.15,0.15,0.15,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.14,0.14,0.12,0.15,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,77.03
08/27/2021,5.67,5.5,3.42,2.11,2.05,1.96,1.3,1.31,1.32,1.15,1.12,0.96,0.96,0.79,0.83,0.84,0.76,0.78,0.76,0.76,0.66,0.57,0.59,0.55,0.61,0.53,0.61,0.65,0.54,0.52,0.47,0.52,0.51,0.52,0.53,0.46,0.48,0.49,0.51,0.47,0.5,0.48,0.49,0.48,0.42,0.43,0.43,0.4,0.39,0.38,0.39,0.38,0.34,0.36,0.37,0.4,0.36,0.31,0.35,0.37,0.33,0.37,0.31,0.33,0.3,0.29,0.32,0.3,0.3,0.31,0.28,0.31,0.27,0.27,0.3,0.25,0.28,0.3,0.27,0.26,0.26,0.26,0.22,0.21,0.24,0.23,0.19,0.22,0.2,0.2,0.21,0.22,0.22,0.22,0.2,0.22,0.2,0.22,0.18,0.18,0.19,0.19,0.17,0.19,0.2,0.19,0.15,0.2,0.18,0.15,0.19,0.17,0.19,0.19,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.12,0.14,0.14,0.12,0.15,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.13,0.12,0.11,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,76.95
08/30/2021,5.61,5.45,3.44,2.11,2.06,1.96,1.3,1.33,1.31,1.18,1.11,0.94,0.95,0.78,0.82,0.84,0.75,0.78,0.77,0.75,0.65,0.56,0.59,0.55,0.63,0.52,0.61,0.64,0.54,0.52,0.47,0.52,0.52,0.52,0.52,0.45,0.47,0.49,0.51,0.48,0.5,0.49,0.49,0.48,0.42,0.43,0.44,0.39,0.39,0.38,0.39,0.39,0.34,0.36,0.36,0.4,0.37,0.31,0.35,0.37,0.33,0.38,0.31,0.34,0.29,0.29,0.32,0.3,0.3,0.31,0.28,0.31,0.27,0.27,0.3,0.26,0.29,0.3,0.27,0.26,0.26,0.26,0.22,0.22,0.24,0.23,0.2,0.23,0.19,0.2,0.21,0.22,0.22,0.22,0.2,0.22,0.2,0.22,0.18,0.18,0.2,0.19,0.17,0.19,0.2,0.19,0.15,0.2,0.18,0.15,0.19,0.17,0.19,0.19,0.16,0.17,0.16,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.14,0.16,0.15,0.17,0.17,0.15,0.16,0.15,0.12,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.15,0.15,0.12,0.16,0.13,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.0,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.11,0.0,76.92
08/31/2021,5.59,5.41,3.44,2.14,2.08,1.97,1.3,1.35,1.32,1.18,1.09,0.94,0.95,0.78,0.82,0.83,0.74,0.78,0.77,0.75,0.65,0.57,0.59,0.54,0.62,0.52,0.6,0.62,0.53,0.52,0.46,0.51,0.51,0.51,0.51,0.46,0.46,0.48,0.51,0.48,0.5,0.49,0.48,0.48,0.42,0.43,0.43,0.39,0.39,0.38,0.39,0.38,0.34,0.36,0.36,0.39,0.36,0.31,0.35,0.37,0.32,0.38,0.31,0.34,0.29,0.3,0.32,0.3,0.3,0.31,0.28,0.32,0.27,0.28,0.29,0.26,0.29,0.3,0.27,0.26,0.26,0.25,0.22,0.21,0.23,0.23,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.22,0.2,0.22,0.19,0.21,0.18,0.18,0.2,0.19,0.17,0.18,0.19,0.19,0.15,0.2,0.18,0.15,0.19,0.17,0.19,0.19,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.22,0.17,0.17,0.15,0.16,0.15,0.12,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.15,0.12,0.16,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,76.73
09/01/2021,5.6,5.41,3.44,2.14,2.08,1.97,1.3,1.36,1.32,1.18,1.09,0.94,0.95,0.78,0.82,0.83,0.75,0.78,0.77,0.75,0.65,0.57,0.59,0.54,0.62,0.52,0.6,0.62,0.53,0.52,0.46,0.51,0.51,0.52,0.51,0.46,0.46,0.48,0.51,0.48,0.5,0.5,0.48,0.48,0.42,0.43,0.43,0.39,0.39,0.38,0.39,0.38,0.34,0.36,0.36,0.39,0.37,0.31,0.35,0.37,0.32,0.38,0.31,0.34,0.29,0.3,0.32,0.3,0.3,0.31,0.28,0.32,0.27,0.28,0.29,0.26,0.29,0.3,0.27,0.26,0.26,0.25,0.22,0.21,0.23,0.23,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.22,0.2,0.22,0.19,0.21,0.18,0.19,0.2,0.19,0.17,0.18,0.2,0.19,0.15,0.2,0.18,0.15,0.19,0.17,0.19,0.19,0.16,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.14,0.15,0.22,0.17,0.17,0.15,0.16,0.15,0.12,0.14,0.15,0.13,0.16,0.13,0.14,0.11,0.14,0.15,0.12,0.16,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.28,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,76.81
