,ENB.TO,KMI,WMB,TRP.TO,EPD,OKE,TRGP,LNG,ET,PPL.TO,NI,ATO,IPL.TO,KEY.TO,ALA.TO,NFG,MMP,MPLX,OGS,NJR,SWX,SR,ETRN,AM,GEI.TO,SJI,PAA,CPK,NFE,WES,ENLC,NWN,DCP,AROC,CQP,PSXP,PAGP,SUN,NS,SHLX,CEQP,GEL,HEP,USAC,ENBL,GLP,BPMP,HESM,RTLR,ALTM,PBFX,DKL,CAPL,SRLP,Oasis Midstream Partners LP Common Units Representing LP Interest,AGPXX,Canadian Dollar,OMP,Invesco Shrt-Trm Inv Gov&Agcy Instl,SAR.AX,n/a,DTM,KEY,TRP,ENB,GEI,ALA,PPL,SUM
09/14/2021,8.18,6.89,6.97,7.35,6.04,5.61,4.22,4.3,3.72,4.13,4.24,4.12,2.94,2.31,2.5,2.05,2.0,1.85,1.62,1.53,1.77,1.46,1.6,1.24,1.17,1.06,0.8,0.99,0.62,0.7,0.66,0.66,0.47,0.41,0.46,0.4,0.36,0.37,0.3,0.27,0.26,0.17,0.16,0.14,0.13,0.1,0.11,0.11,0.09,0.07,0.06,0.07,0.07,0.03,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,8.18,6.93,7.06,7.4,6.05,5.65,4.2,4.36,3.73,4.14,4.19,4.02,2.94,2.34,2.48,2.06,1.98,1.84,1.58,1.53,1.73,1.43,1.6,1.25,1.17,1.05,0.81,0.98,0.59,0.69,0.68,0.66,0.47,0.41,0.45,0.39,0.36,0.37,0.29,0.26,0.26,0.17,0.16,0.14,0.13,0.1,0.11,0.11,0.08,0.07,0.06,0.07,0.07,0.03,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/16/2021,8.18,6.93,7.06,7.4,6.05,5.65,4.2,4.36,3.73,4.14,4.19,4.02,2.94,2.34,2.48,2.06,1.98,1.84,1.58,1.53,1.73,1.43,1.6,1.25,1.17,1.05,0.81,0.98,0.59,0.69,0.68,0.66,0.47,0.41,0.45,0.39,0.36,0.37,0.29,0.26,0.26,0.17,0.16,0.14,0.13,0.1,0.11,0.11,0.08,0.07,0.06,0.07,0.07,0.03,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,8.13,6.9,7.1,7.52,6.01,5.67,4.26,4.43,3.69,4.15,4.15,3.92,2.91,2.41,2.48,2.01,1.96,1.84,1.54,1.51,1.72,1.41,1.65,1.26,1.16,1.04,0.82,0.96,0.62,0.68,0.71,0.64,0.47,0.43,0.45,0.39,0.37,0.37,0.29,0.26,0.27,0.17,0.15,0.14,0.13,0.1,0.1,0.11,0.08,0.07,0.06,0.07,0.07,0.03,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/20/2021,8.09,6.95,7.33,7.47,5.96,5.86,4.41,4.45,3.62,4.21,4.03,3.78,2.88,2.46,2.45,2.04,1.92,1.79,1.47,1.49,1.7,1.36,1.69,1.28,1.17,1.01,0.82,0.93,0.6,0.68,0.74,0.63,0.46,0.44,0.44,0.38,0.38,0.37,0.28,0.25,0.27,0.17,0.15,0.14,0.13,0.1,0.1,0.11,0.09,0.07,0.06,0.07,0.06,0.03,0.0,0.07,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/21/2021,8.1,6.9,7.26,7.44,5.97,5.89,4.39,4.41,3.61,4.23,4.03,3.81,2.89,2.47,2.45,2.03,1.93,1.82,1.46,1.47,1.71,1.39,1.69,1.28,1.18,1.01,0.81,0.93,0.6,0.71,0.74,0.63,0.47,0.43,0.44,0.39,0.37,0.37,0.29,0.27,0.27,0.18,0.16,0.14,0.13,0.1,0.1,0.11,0.09,0.07,0.06,0.07,0.06,0.03,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,8.1,6.9,7.26,7.44,5.97,5.89,4.39,4.41,3.61,4.23,4.03,3.81,2.89,2.47,2.45,2.03,1.93,1.82,1.46,1.47,1.71,1.39,1.69,1.28,1.18,1.01,0.81,0.93,0.6,0.71,0.74,0.63,0.47,0.43,0.44,0.39,0.37,0.37,0.29,0.27,0.27,0.18,0.16,0.14,0.13,0.1,0.1,0.11,0.09,0.07,0.06,0.07,0.06,0.03,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,8.1,6.9,7.26,7.44,5.97,5.89,4.39,4.41,3.61,4.23,4.03,3.81,2.89,2.47,2.45,2.03,1.93,1.82,1.46,1.47,1.71,1.39,1.69,1.28,1.18,1.01,0.81,0.93,0.6,0.71,0.74,0.63,0.47,0.43,0.44,0.39,0.37,0.37,0.29,0.27,0.27,0.18,0.16,0.14,0.13,0.1,0.1,0.11,0.09,0.07,0.06,0.07,0.06,0.03,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,7.5,7.39,7.21,7.65,5.9,5.71,4.17,4.02,3.87,4.12,3.94,3.75,0.0,2.47,2.49,2.06,1.89,1.94,1.54,1.51,1.77,1.43,1.67,1.44,1.18,1.13,0.79,0.96,0.48,0.7,0.74,0.65,0.43,0.46,0.34,0.37,0.35,0.37,0.26,0.25,0.28,0.17,0.15,0.14,0.12,0.1,0.11,0.11,0.08,0.09,0.05,0.07,0.06,0.02,0.0,0.09,0.0,0.06,0.0,0.0,2.59,0.78,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/27/2021,7.31,7.51,7.23,7.45,5.72,5.99,4.21,4.1,3.95,3.98,3.74,3.55,0.0,2.69,2.68,2.24,1.82,1.91,1.66,1.62,1.91,1.51,1.9,1.59,1.29,1.2,0.81,1.03,0.5,0.7,0.84,0.64,0.44,0.48,0.35,0.37,0.37,0.36,0.28,0.27,0.29,0.18,0.16,0.14,0.13,0.1,0.12,0.12,0.09,0.1,0.05,0.07,0.07,0.02,0.0,1.33,0.0,0.06,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,7.31,7.51,7.23,7.45,5.72,5.99,4.21,4.1,3.95,3.98,3.74,3.55,0.0,2.69,2.68,2.24,1.82,1.91,1.66,1.62,1.91,1.51,1.9,1.59,1.29,1.2,0.81,1.03,0.5,0.7,0.84,0.64,0.44,0.48,0.35,0.37,0.37,0.36,0.28,0.27,0.29,0.18,0.16,0.14,0.13,0.1,0.12,0.12,0.09,0.1,0.05,0.07,0.07,0.02,0.0,1.33,0.0,0.06,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,7.31,7.51,7.23,7.45,5.72,5.99,4.21,4.1,3.95,3.98,3.74,3.55,0.0,2.69,2.68,2.24,1.82,1.91,1.66,1.62,1.91,1.51,1.9,1.59,1.29,1.2,0.81,1.03,0.5,0.7,0.84,0.64,0.44,0.48,0.35,0.37,0.37,0.36,0.28,0.27,0.29,0.18,0.16,0.14,0.13,0.1,0.12,0.12,0.09,0.1,0.05,0.07,0.07,0.02,0.0,1.33,0.0,0.06,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,7.41,7.64,7.32,7.63,5.68,6.07,4.27,4.2,3.92,4.04,3.81,3.6,0.0,2.74,2.74,2.3,1.83,1.93,1.66,1.63,1.94,1.54,1.98,1.62,1.32,1.19,0.83,1.04,0.51,0.71,0.85,0.64,0.44,0.48,0.37,0.38,0.38,0.36,0.29,0.27,0.29,0.18,0.16,0.14,0.13,0.1,0.12,0.12,0.09,0.1,0.06,0.07,0.07,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/01/2021,7.29,7.73,7.44,7.45,5.71,6.1,4.39,4.25,3.97,4.03,3.75,3.5,0.0,2.69,2.67,2.38,1.84,1.92,1.63,1.62,1.9,1.51,1.99,1.64,1.28,1.16,0.83,1.01,0.5,0.73,0.87,0.63,0.45,0.5,0.37,0.37,0.38,0.36,0.28,0.27,0.3,0.19,0.15,0.15,0.13,0.11,0.12,0.12,0.08,0.09,0.06,0.07,0.07,0.02,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/04/2021,7.26,7.71,7.47,7.29,5.72,6.13,4.39,4.27,3.99,3.95,3.8,3.58,0.0,2.66,2.63,2.34,1.81,1.9,1.65,1.64,1.92,1.54,2.02,1.66,1.28,1.18,0.84,1.03,0.5,0.73,0.88,0.64,0.45,0.5,0.37,0.37,0.39,0.36,0.28,0.26,0.3,0.19,0.15,0.15,0.13,0.1,0.12,0.12,0.09,0.1,0.06,0.07,0.07,0.02,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/05/2021,7.31,7.68,7.42,7.33,5.69,6.08,4.4,4.3,4.02,4.04,3.82,3.57,0.0,2.69,2.67,2.31,1.79,1.9,1.64,1.62,1.91,1.53,1.99,1.63,1.3,1.15,0.83,1.02,0.52,0.73,0.85,0.64,0.46,0.5,0.36,0.37,0.38,0.36,0.28,0.26,0.3,0.2,0.15,0.15,0.13,0.11,0.12,0.12,0.09,0.1,0.06,0.07,0.07,0.02,0.0,0.12,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/06/2021,7.24,7.65,7.44,7.31,5.65,6.15,4.47,4.29,4.03,4.03,3.78,3.55,0.0,2.73,2.63,2.35,1.77,1.9,1.65,1.63,1.9,1.53,2.0,1.65,1.29,1.14,0.82,1.04,0.48,0.74,0.86,0.63,0.46,0.51,0.36,0.38,0.38,0.36,0.29,0.26,0.3,0.2,0.15,0.15,0.13,0.11,0.12,0.12,0.09,0.1,0.06,0.07,0.07,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,7.19,7.53,7.58,7.26,5.76,6.1,4.51,4.36,4.09,3.99,3.76,3.56,0.0,2.67,2.63,2.37,1.76,1.9,1.68,1.65,1.82,1.53,2.01,1.65,1.27,1.17,0.81,1.05,0.45,0.75,0.87,0.63,0.47,0.5,0.36,0.38,0.38,0.36,0.29,0.25,0.3,0.21,0.15,0.15,0.13,0.1,0.12,0.12,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/08/2021,7.16,7.53,7.57,7.21,5.89,6.13,4.52,4.29,4.01,3.95,3.73,3.54,0.0,2.65,2.62,2.38,1.76,1.89,1.68,1.65,1.95,1.53,2.02,1.66,1.27,1.17,0.81,1.04,0.44,0.75,0.88,0.63,0.48,0.51,0.35,0.39,0.38,0.36,0.28,0.25,0.3,0.22,0.15,0.15,0.13,0.11,0.12,0.12,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/11/2021,7.24,7.51,7.64,7.24,5.87,6.16,4.51,4.25,3.9,3.96,3.74,3.51,0.0,2.61,2.62,2.4,1.76,1.89,1.68,1.67,1.82,1.54,2.03,1.65,1.26,1.19,0.81,1.04,0.6,0.72,0.88,0.63,0.49,0.49,0.35,0.38,0.37,0.36,0.28,0.25,0.29,0.21,0.16,0.15,0.13,0.11,0.12,0.11,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/12/2021,7.24,7.51,7.64,7.24,5.87,6.16,4.51,4.25,3.9,3.96,3.74,3.51,0.0,2.61,2.62,2.4,1.76,1.89,1.68,1.67,1.82,1.54,2.03,1.65,1.26,1.19,0.81,1.04,0.6,0.72,0.88,0.63,0.49,0.49,0.35,0.38,0.37,0.36,0.28,0.25,0.29,0.21,0.16,0.15,0.13,0.11,0.12,0.11,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/13/2021,7.24,7.51,7.64,7.24,5.87,6.16,4.51,4.25,3.9,3.96,3.74,3.51,0.0,2.61,2.62,2.4,1.76,1.89,1.68,1.67,1.82,1.54,2.03,1.65,1.26,1.19,0.81,1.04,0.6,0.72,0.88,0.63,0.49,0.49,0.35,0.38,0.37,0.36,0.28,0.25,0.29,0.21,0.16,0.15,0.13,0.11,0.12,0.11,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,7.25,7.66,7.74,7.25,5.9,6.17,4.5,4.19,3.98,4.01,3.68,3.48,0.0,2.58,2.59,2.39,1.77,1.89,1.67,1.64,1.75,1.52,2.02,1.64,1.25,1.17,0.82,1.03,0.58,0.72,0.9,0.62,0.48,0.5,0.35,0.38,0.38,0.36,0.28,0.24,0.29,0.22,0.15,0.15,0.13,0.11,0.11,0.11,0.09,0.11,0.06,0.07,0.06,0.02,0.0,0.14,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,7.22,7.74,7.79,7.24,5.88,6.18,4.5,4.25,3.96,3.99,3.65,3.44,0.0,2.57,2.58,2.36,1.78,1.92,1.68,1.64,1.74,1.51,2.02,1.64,1.24,1.16,0.82,1.02,0.58,0.73,0.92,0.61,0.47,0.5,0.36,0.38,0.38,0.36,0.28,0.25,0.29,0.23,0.16,0.15,0.13,0.11,0.11,0.11,0.08,0.11,0.06,0.07,0.06,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/18/2021,7.23,7.7,7.73,7.35,5.9,6.2,4.53,4.32,3.9,4.01,3.64,3.49,0.0,2.56,2.63,2.34,1.75,1.88,1.66,1.65,1.73,1.52,2.01,1.6,1.19,1.14,0.82,1.01,0.59,0.74,0.93,0.61,0.49,0.49,0.35,0.38,0.38,0.36,0.28,0.24,0.29,0.22,0.15,0.15,0.13,0.11,0.11,0.11,0.09,0.12,0.06,0.07,0.06,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/19/2021,7.17,7.74,7.71,7.38,5.82,6.22,4.53,4.28,3.83,4.01,3.6,3.5,0.0,2.61,2.62,2.32,1.73,1.89,1.63,1.65,1.82,1.51,2.02,1.59,1.24,1.13,0.82,1.01,0.64,0.74,0.94,0.64,0.48,0.52,0.36,0.38,0.38,0.37,0.28,0.25,0.29,0.22,0.16,0.14,0.13,0.1,0.11,0.11,0.09,0.11,0.06,0.07,0.06,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/20/2021,7.17,7.74,7.71,7.38,5.82,6.22,4.53,4.28,3.83,4.01,3.6,3.5,0.0,2.61,2.62,2.32,1.73,1.89,1.63,1.65,1.82,1.51,2.02,1.59,1.24,1.13,0.82,1.01,0.64,0.74,0.94,0.64,0.48,0.52,0.36,0.38,0.38,0.37,0.28,0.25,0.29,0.22,0.16,0.14,0.13,0.1,0.11,0.11,0.09,0.11,0.06,0.07,0.06,0.02,0.0,0.13,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/21/2021,7.14,7.74,7.73,7.5,5.83,6.25,4.55,4.44,3.83,4.01,3.59,3.45,0.0,2.58,2.61,2.32,1.75,1.9,1.6,1.6,1.79,1.47,2.01,1.63,1.23,1.09,0.83,0.99,0.63,0.74,0.94,0.64,0.49,0.51,0.35,0.38,0.38,0.37,0.27,0.24,0.29,0.21,0.15,0.15,0.12,0.1,0.11,0.11,0.09,0.12,0.06,0.07,0.06,0.02,0.0,0.05,0.0,0.06,0.0,0.0,0.05,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,7.2,7.74,7.58,7.61,5.88,6.25,4.59,4.36,3.86,3.97,3.55,3.44,0.0,2.54,2.61,2.32,1.81,1.89,1.58,1.6,1.78,1.44,2.03,1.63,1.27,1.11,0.84,0.98,0.63,0.74,0.96,0.63,0.49,0.51,0.36,0.38,0.39,0.37,0.27,0.25,0.29,0.2,0.15,0.15,0.13,0.11,0.11,0.1,0.09,0.12,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,7.2,7.77,7.57,7.65,5.89,6.2,4.6,4.16,3.88,3.98,3.57,3.48,0.0,2.56,2.61,2.34,1.8,1.91,1.6,1.61,1.74,1.46,2.02,1.65,1.27,1.12,0.85,0.99,0.58,0.75,0.97,0.64,0.49,0.52,0.36,0.38,0.39,0.37,0.28,0.25,0.29,0.2,0.15,0.15,0.13,0.11,0.11,0.1,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/26/2021,7.2,7.41,7.52,7.69,5.91,6.22,4.59,4.29,3.82,3.98,3.62,3.49,0.0,2.54,2.69,2.34,1.86,1.9,1.61,1.62,1.79,1.47,1.99,1.64,1.28,1.15,0.83,1.01,0.58,0.73,0.96,0.64,0.49,0.52,0.36,0.38,0.39,0.37,0.28,0.26,0.29,0.21,0.15,0.15,0.12,0.11,0.11,0.1,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,7.2,7.41,7.52,7.69,5.91,6.22,4.59,4.29,3.82,3.98,3.62,3.49,0.0,2.54,2.69,2.34,1.86,1.9,1.61,1.62,1.79,1.47,1.99,1.64,1.28,1.15,0.83,1.01,0.58,0.73,0.96,0.64,0.49,0.52,0.36,0.38,0.39,0.37,0.28,0.26,0.29,0.21,0.15,0.15,0.12,0.11,0.11,0.1,0.09,0.11,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,7.16,7.48,7.53,7.65,5.9,6.32,4.64,4.34,3.82,3.94,3.6,3.49,0.0,2.51,2.64,2.38,1.81,1.89,1.63,1.62,1.81,1.48,2.02,1.67,1.28,1.13,0.81,1.01,0.58,0.72,0.97,0.64,0.49,0.51,0.36,0.37,0.38,0.37,0.28,0.26,0.29,0.21,0.15,0.14,0.12,0.11,0.11,0.1,0.08,0.08,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,7.16,7.48,7.53,7.65,5.9,6.32,4.64,4.34,3.82,3.94,3.6,3.49,0.0,2.51,2.64,2.38,1.81,1.89,1.63,1.62,1.81,1.48,2.02,1.67,1.28,1.13,0.81,1.01,0.58,0.72,0.97,0.64,0.49,0.51,0.36,0.37,0.38,0.37,0.28,0.26,0.29,0.21,0.15,0.14,0.12,0.11,0.11,0.1,0.08,0.08,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,7.22,7.4,7.55,7.76,5.85,6.38,4.57,4.34,3.8,3.95,3.65,3.47,0.0,2.54,2.65,2.37,1.81,1.92,1.62,1.63,1.82,1.48,1.99,1.58,1.33,1.13,0.8,1.01,0.55,0.71,0.94,0.64,0.49,0.5,0.37,0.38,0.38,0.37,0.27,0.26,0.29,0.21,0.15,0.13,0.12,0.11,0.11,0.1,0.09,0.09,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,7.24,7.42,7.58,7.79,5.67,6.41,4.6,4.29,3.78,3.99,3.63,3.51,0.0,2.57,2.67,2.38,1.8,1.9,1.62,1.64,1.83,1.47,1.97,1.59,1.34,1.13,0.78,1.03,0.57,0.71,0.96,0.62,0.49,0.51,0.36,0.37,0.37,0.37,0.27,0.26,0.29,0.21,0.15,0.14,0.12,0.11,0.11,0.1,0.09,0.08,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,7.27,7.26,7.59,7.81,5.64,6.31,4.62,4.3,3.77,3.99,3.68,3.53,0.0,2.59,2.65,2.39,1.82,1.9,1.64,1.66,1.87,1.48,1.91,1.58,1.35,1.17,0.78,1.05,0.56,0.7,0.93,0.63,0.47,0.5,0.37,0.36,0.37,0.37,0.27,0.26,0.29,0.21,0.14,0.14,0.12,0.11,0.11,0.1,0.09,0.08,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.08,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/04/2021,7.27,7.26,7.59,7.81,5.64,6.31,4.62,4.3,3.77,3.99,3.68,3.53,0.0,2.59,2.65,2.39,1.82,1.9,1.64,1.66,1.87,1.48,1.91,1.58,1.35,1.17,0.78,1.05,0.56,0.7,0.93,0.63,0.47,0.5,0.37,0.36,0.37,0.37,0.27,0.26,0.29,0.21,0.14,0.14,0.12,0.11,0.11,0.1,0.09,0.08,0.06,0.07,0.07,0.02,0.0,0.07,0.0,0.06,0.0,0.0,0.08,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,7.25,7.28,7.6,7.75,5.58,6.26,4.64,4.31,3.87,3.98,3.64,3.51,0.0,2.58,2.62,2.41,1.82,1.9,1.67,1.68,1.85,1.49,1.89,1.56,1.35,1.19,0.81,1.05,0.58,0.69,0.93,0.63,0.47,0.5,0.36,0.37,0.38,0.37,0.27,0.26,0.3,0.21,0.14,0.14,0.13,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.07,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.96
11/08/2021,7.29,7.27,7.66,7.74,5.57,6.3,4.73,4.4,3.66,3.94,3.74,3.59,0.0,2.47,2.6,2.4,1.81,1.96,1.69,1.7,1.91,1.48,1.86,1.57,1.26,1.15,0.82,1.06,0.57,0.71,0.87,0.65,0.45,0.52,0.37,0.38,0.38,0.37,0.27,0.26,0.29,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/09/2021,7.29,7.27,7.66,7.74,5.57,6.3,4.73,4.4,3.66,3.94,3.74,3.59,0.0,2.47,2.6,2.4,1.81,1.96,1.69,1.7,1.91,1.48,1.86,1.57,1.26,1.15,0.82,1.06,0.57,0.71,0.87,0.65,0.45,0.52,0.37,0.38,0.38,0.37,0.27,0.26,0.29,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/10/2021,7.29,7.27,7.66,7.74,5.57,6.3,4.73,4.4,3.66,3.94,3.74,3.59,0.0,2.47,2.6,2.4,1.81,1.96,1.69,1.7,1.91,1.48,1.86,1.57,1.26,1.15,0.82,1.06,0.57,0.71,0.87,0.65,0.45,0.52,0.37,0.38,0.38,0.37,0.27,0.26,0.29,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/11/2021,7.46,7.3,7.66,7.38,5.57,6.37,4.75,4.45,3.66,4.05,3.74,3.57,0.0,2.44,2.61,2.45,1.76,1.95,1.68,1.71,1.9,1.48,1.84,1.58,1.25,1.15,0.82,1.08,0.55,0.71,0.86,0.65,0.45,0.53,0.36,0.38,0.38,0.36,0.26,0.26,0.29,0.22,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.15,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,7.3,7.26,7.65,7.26,5.62,6.39,4.85,4.46,3.68,4.12,3.71,3.54,0.0,2.49,2.61,2.46,1.76,2.0,1.67,1.69,1.84,1.44,1.92,1.6,1.25,1.16,0.83,1.05,0.57,0.72,0.87,0.63,0.46,0.53,0.36,0.38,0.39,0.36,0.26,0.26,0.29,0.24,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.07,0.02,0.0,0.12,0.0,0.07,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/15/2021,7.31,7.34,7.87,7.2,5.74,6.33,4.68,4.37,3.62,3.98,3.73,3.62,0.0,2.45,2.54,2.5,1.81,1.96,1.65,1.71,1.89,1.48,1.89,1.6,1.27,1.22,0.82,1.05,0.51,0.74,0.87,0.64,0.47,0.51,0.36,0.38,0.38,0.36,0.27,0.26,0.29,0.25,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,7.31,7.34,7.87,7.2,5.74,6.33,4.68,4.37,3.62,3.98,3.73,3.62,0.0,2.45,2.54,2.5,1.81,1.96,1.65,1.71,1.89,1.48,1.89,1.6,1.27,1.22,0.82,1.05,0.51,0.74,0.87,0.64,0.47,0.51,0.36,0.38,0.38,0.36,0.27,0.26,0.29,0.25,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,7.31,7.34,7.87,7.2,5.74,6.33,4.68,4.37,3.62,3.98,3.73,3.62,0.0,2.45,2.54,2.5,1.81,1.96,1.65,1.71,1.89,1.48,1.89,1.6,1.27,1.22,0.82,1.05,0.51,0.74,0.87,0.64,0.47,0.51,0.36,0.38,0.38,0.36,0.27,0.26,0.29,0.25,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,7.09,7.32,7.83,7.25,5.87,6.33,4.61,4.39,3.62,3.99,3.74,3.66,0.0,2.48,2.56,2.51,1.83,1.95,1.63,1.71,1.88,1.46,1.93,1.57,1.27,1.24,0.82,1.06,0.52,0.74,0.87,0.64,0.47,0.5,0.36,0.38,0.38,0.37,0.27,0.27,0.29,0.25,0.14,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.06,0.07,0.06,0.02,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.02
