,6969.HK,EQT.ST,1024.HK,ALE.WA,1821.HK,6186.HK,FDJ.PA,1876.HK,THG.L,TMV.DE,352820.KS,INPST.AS,9926.HK,4478.T,ROO.L,JDEP.AS,AG1.DE,3759,ALLFG.AS,RDOR3.SA,DOCS.L,326030.KS,6110.HK,6078.HK,SAVE.ST,3347,9922.HK,SWON.SW,909.HK,873.HK,SBICARD.NS,SCGP.BK,2500.HK,9969.HK,VTWR.DE,1209.HK,GLAND.NS,6618.HK,VRLA.PA,CMIN3.SA,1691.HK,MRDIY.KL,8TRA.DE,SUSE.DE,FIXP.L,9992.HK,SYAB.DE,CTPNV.AS,STGT.BK,9995.HK,AAF.L,CXSE3.SA,AWC.BK,6993.HK,9666.HK,6049.HK,NEOE3.SA,Cash/Other,361610.KS,6127,9959.HK,2160.HK,9989,2160,n/a,361610.KQ,6127.HK,9989.HK,EQT,6969,ALE,THG,1821,6186,FDJ,1876,TMV,INPST,A352820,ROO,SAVE,ALLFG,SWON,JDEP,RDOR3,AG1,DOCS,SBICARD,4478,SCGP,VTWR,A326030,9926,GLAND,6110,9922,VRLA,909,MRDIY,1209,873,9969,6078,FIXP,CMIN3,8TRA,1691,CTPNV,SUSE,SYAB,2500,AAF,9992,STGT,1024,9995,AWC,6049,CXSE3,A361610,NEOE3,6993,9666,6618,9959,9434.T,3690.HK,6862.HK,NEXI.MI,KBX.DE,ADE.OL,LSPD.TO,3692.HK,1801.HK,OR.BK,SIGN.SW,2359,ANA.MC,NVEI.TO,WISE.L,BUKA.JK,CRC.BK,6666.HK,1516.HK,1772,SHUR.BR,6185,YOU.DE,MONDE.PM,DARK.L,BPT.L,1787,PCO.WA,1877,CNVRG.PM,6806,SUM
09/20/2021,5.22,7.43,1.11,3.63,3.72,3.0,3.1,2.69,3.41,3.07,2.63,2.59,1.67,1.84,2.28,1.86,1.66,1.99,2.29,1.94,1.7,1.57,1.33,1.1,2.03,1.72,1.25,1.73,1.14,0.88,1.86,1.58,0.96,1.0,1.58,1.1,1.73,0.5,1.3,0.8,0.89,1.16,0.96,1.0,0.98,0.78,0.92,0.98,0.68,0.68,0.88,0.5,0.66,0.4,0.32,0.49,0.46,0.0,0.54,0.35,0.17,0.1,0.14,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/21/2021,5.22,7.43,1.11,3.63,3.72,3.0,3.1,2.69,3.41,3.07,2.63,2.59,1.67,1.84,2.28,1.86,1.66,1.99,2.29,1.94,1.7,1.57,1.33,1.1,2.03,1.72,1.25,1.73,1.14,0.88,1.86,1.58,0.96,1.0,1.58,1.1,1.73,0.5,1.3,0.8,0.89,1.16,0.96,1.0,0.98,0.78,0.92,0.98,0.68,0.68,0.88,0.5,0.66,0.4,0.32,0.49,0.46,0.0,0.54,0.35,0.17,0.1,0.14,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/22/2021,6.97,2.16,1.53,4.79,3.56,4.15,0.95,3.61,4.4,3.87,0.0,3.37,2.26,2.46,0.69,2.37,2.17,0.66,0.67,0.0,2.16,0.0,1.86,0.4,0.63,1.12,1.64,2.27,1.6,1.32,0.0,0.48,1.33,1.39,0.49,1.5,0.0,0.7,0.83,0.0,0.3,0.0,0.31,1.35,1.28,1.02,0.28,0.3,0.87,0.94,0.27,0.0,0.45,0.54,0.43,0.64,0.0,0.0,0.0,0.48,0.22,0.12,0.0,0.0,19.66,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,1.6,2.4,3.85,1.21,1.09,0.91,0.89,0.81,1.56,1.01,0.0,0.7,0.51,0.54,0.52,0.53,0.66,0.63,0.84,0.0,0.54,0.0,0.4,0.36,0.62,0.55,0.36,0.49,0.35,0.26,0.0,0.44,0.0,0.31,0.45,0.52,0.0,1.42,0.38,0.0,0.26,0.0,2.65,0.29,0.3,0.66,0.26,0.28,0.19,0.22,0.96,0.0,0.18,0.14,0.15,0.14,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,9.51,4.38,4.24,3.84,3.5,3.4,3.01,2.53,2.02,1.92,1.77,1.76,1.6,1.31,1.2,1.17,1.11,1.09,1.04,0.97,0.92,0.84,0.44,0.43,0.38,0.29,0.26,0.23,0.21,0.13,100.01
09/24/2021,1.57,2.41,3.81,1.21,1.1,0.9,0.91,0.82,1.62,1.0,0.0,0.71,0.51,0.54,0.52,0.53,0.66,0.62,0.85,0.0,0.54,0.0,0.41,0.36,0.61,0.55,0.37,0.49,0.36,0.28,0.0,0.45,0.0,0.32,0.47,0.55,0.0,1.47,0.39,0.0,0.27,0.0,2.63,0.3,0.3,0.64,0.27,0.28,0.19,0.22,1.01,0.0,0.18,0.14,0.15,0.14,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,9.38,4.28,4.29,3.67,3.56,3.45,3.0,2.53,2.01,1.96,1.78,1.83,1.59,1.37,1.22,1.2,1.15,1.14,1.05,0.98,0.94,0.85,0.44,0.45,0.4,0.29,0.27,0.22,0.21,0.13,100.07000000000002
09/27/2021,1.56,2.48,3.75,1.19,1.1,0.86,0.92,0.81,1.57,1.0,0.0,0.71,0.52,0.53,0.53,0.52,0.67,0.62,0.86,0.0,0.53,0.0,0.41,0.36,0.62,0.53,0.36,0.49,0.36,0.3,0.0,0.45,0.0,0.32,0.46,0.58,0.0,1.42,0.39,0.0,0.26,0.0,2.65,0.31,0.3,0.62,0.27,0.27,0.18,0.22,0.99,0.0,0.19,0.14,0.16,0.15,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,9.75,4.18,4.19,3.69,3.72,3.45,2.97,2.54,2.01,1.93,1.74,1.82,1.52,1.37,1.25,1.2,1.23,1.21,1.05,0.99,0.94,0.91,0.45,0.49,0.38,0.3,0.28,0.23,0.21,0.13,100.04
09/28/2021,1.56,2.48,3.75,1.19,1.1,0.86,0.92,0.81,1.57,1.0,0.0,0.71,0.52,0.53,0.53,0.52,0.67,0.62,0.86,0.0,0.53,0.0,0.41,0.36,0.62,0.53,0.36,0.49,0.36,0.3,0.0,0.45,0.0,0.32,0.46,0.58,0.0,1.42,0.39,0.0,0.26,0.0,2.65,0.31,0.3,0.62,0.27,0.27,0.18,0.22,0.99,0.0,0.19,0.14,0.16,0.15,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,9.75,4.18,4.19,3.69,3.72,3.45,2.97,2.54,2.01,1.93,1.74,1.82,1.52,1.37,1.25,1.2,1.23,1.21,1.05,0.99,0.94,0.91,0.45,0.49,0.38,0.3,0.28,0.23,0.21,0.13,100.04
09/29/2021,1.52,2.38,3.42,1.15,1.11,0.84,0.93,0.82,1.53,1.06,0.0,0.69,0.52,0.56,0.51,0.52,0.69,0.61,0.86,0.0,0.52,0.0,0.41,0.33,0.63,0.52,0.36,0.49,0.36,0.29,0.0,0.45,0.0,0.31,0.47,0.59,0.0,1.4,0.39,0.0,0.26,0.0,2.64,0.3,0.31,0.63,0.27,0.27,0.18,0.22,1.0,0.0,0.19,0.14,0.16,0.16,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.33,9.92,4.13,4.21,3.64,3.78,3.4,2.94,2.67,2.03,1.93,1.75,1.85,1.48,1.39,1.26,1.22,1.18,1.13,1.02,0.99,0.94,0.93,0.46,0.45,0.38,0.29,0.28,0.22,0.22,0.13,99.98
09/30/2021,1.56,2.35,3.24,1.17,1.11,0.84,0.92,0.84,1.54,1.02,0.0,0.68,0.53,0.55,0.5,0.52,0.7,0.63,0.85,0.0,0.52,0.0,0.39,0.36,0.62,0.53,0.37,0.48,0.35,0.28,0.0,0.44,0.0,0.32,0.46,0.59,0.0,1.42,0.38,0.0,0.28,0.0,2.67,0.31,0.32,0.63,0.27,0.27,0.17,0.22,1.03,0.0,0.19,0.15,0.16,0.16,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.42,10.17,4.12,4.22,3.69,3.58,3.36,2.87,2.72,1.99,1.86,1.79,1.89,1.54,1.4,1.25,1.22,1.23,1.09,1.0,0.97,0.97,0.92,0.46,0.43,0.37,0.29,0.28,0.22,0.22,0.13,100.01
10/01/2021,1.6,2.32,3.44,1.14,1.1,0.85,0.91,0.85,1.52,0.98,0.0,0.68,0.55,0.53,0.48,0.51,0.72,0.65,0.83,0.0,0.52,0.0,0.4,0.36,0.61,0.54,0.37,0.45,0.38,0.31,0.0,0.43,0.0,0.32,0.46,0.61,0.0,1.42,0.38,0.0,0.29,0.0,2.64,0.29,0.33,0.63,0.27,0.26,0.18,0.22,1.0,0.0,0.19,0.15,0.17,0.16,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,10.38,4.22,4.07,3.62,3.46,3.21,2.88,2.85,1.97,1.83,1.81,1.83,1.47,1.34,1.3,1.22,1.28,1.23,1.01,0.94,0.95,0.92,0.43,0.41,0.35,0.3,0.28,0.22,0.22,0.13,100.02
10/04/2021,1.66,2.39,3.35,1.14,1.13,0.89,0.91,0.87,1.43,0.94,0.0,0.68,0.53,0.53,0.49,0.5,0.68,0.65,0.86,0.0,0.53,0.0,0.41,0.37,0.62,0.53,0.38,0.45,0.4,0.32,0.0,0.43,0.0,0.33,0.47,0.65,0.0,1.43,0.38,0.0,0.3,0.0,2.6,0.3,0.33,0.62,0.27,0.27,0.18,0.22,1.02,0.0,0.2,0.15,0.17,0.17,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11,10.29,4.23,3.94,3.5,3.56,2.79,3.05,2.86,1.98,1.83,1.84,1.83,1.47,1.34,1.25,1.21,1.44,1.3,1.04,0.99,0.95,0.98,0.44,0.41,0.36,0.31,0.28,0.23,0.24,0.13,99.99
10/05/2021,1.66,2.39,3.35,1.14,1.13,0.89,0.91,0.87,1.43,0.94,0.0,0.68,0.53,0.53,0.49,0.5,0.68,0.65,0.86,0.0,0.53,0.0,0.41,0.37,0.62,0.53,0.38,0.45,0.4,0.32,0.0,0.43,0.0,0.33,0.47,0.65,0.0,1.43,0.38,0.0,0.3,0.0,2.6,0.3,0.33,0.62,0.27,0.27,0.18,0.22,1.02,0.0,0.2,0.15,0.17,0.17,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11,10.29,4.23,3.94,3.5,3.56,2.79,3.05,2.86,1.98,1.83,1.84,1.83,1.47,1.34,1.25,1.21,1.44,1.3,1.04,0.99,0.95,0.98,0.44,0.41,0.36,0.31,0.28,0.23,0.24,0.13,99.99
10/06/2021,1.65,2.41,3.35,1.15,1.13,0.89,0.92,0.87,1.29,0.92,0.0,0.66,0.53,0.52,0.48,0.49,0.66,0.65,0.89,0.0,0.53,0.0,0.41,0.37,0.61,0.53,0.38,0.45,0.39,0.32,0.0,0.43,0.0,0.33,0.47,0.65,0.0,1.43,0.37,0.0,0.3,0.0,2.61,0.31,0.33,0.62,0.26,0.27,0.18,0.22,1.01,0.0,0.19,0.15,0.17,0.17,0.0,0.0,0.0,0.11,0.08,0.0,0.04,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,10.27,4.22,3.97,3.5,3.68,2.84,3.05,2.86,1.98,1.83,1.84,1.84,1.56,1.31,1.24,1.22,1.44,1.3,1.04,0.96,0.95,0.92,0.44,0.4,0.36,0.31,0.3,0.23,0.24,0.13,99.99
10/07/2021,1.64,2.38,3.35,1.15,1.15,0.88,0.93,0.89,1.28,0.91,0.0,0.66,0.5,0.53,0.46,0.51,0.66,0.65,0.9,0.0,0.54,0.0,0.41,0.38,0.63,0.54,0.4,0.45,0.4,0.34,0.0,0.45,0.0,0.28,0.48,0.67,0.0,1.43,0.38,0.0,0.31,0.0,2.64,0.3,0.33,0.65,0.27,0.27,0.18,0.23,1.03,0.0,0.2,0.16,0.18,0.17,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,10.07,4.11,3.95,3.52,3.75,2.66,3.1,2.87,2.02,1.86,1.85,1.86,1.53,1.32,1.25,1.26,1.47,1.37,1.04,1.0,0.75,0.91,0.46,0.41,0.35,0.33,0.29,0.23,0.25,0.14,100.03000000000002
10/08/2021,1.67,2.45,3.29,1.14,1.13,0.9,0.93,0.9,1.22,0.9,0.0,0.65,0.5,0.52,0.47,0.5,0.65,0.65,0.93,0.0,0.53,0.0,0.41,0.37,0.65,0.53,0.39,0.47,0.39,0.32,0.0,0.46,0.0,0.28,0.48,0.68,0.0,1.43,0.38,0.0,0.3,0.0,2.66,0.31,0.33,0.64,0.26,0.27,0.18,0.22,1.02,0.0,0.21,0.16,0.17,0.17,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,9.97,4.0,4.02,3.47,3.81,2.72,3.1,2.88,2.04,1.88,1.83,1.86,1.61,1.34,1.23,1.27,1.47,1.3,1.11,0.98,0.8,0.9,0.45,0.44,0.36,0.32,0.29,0.23,0.26,0.14,99.96
10/11/2021,1.63,2.42,3.52,1.1,1.1,0.92,0.91,0.92,1.35,0.62,0.0,0.64,0.51,0.49,0.46,0.5,0.64,0.61,0.95,0.0,0.51,0.0,0.39,0.41,0.64,0.52,0.39,0.47,0.4,0.32,0.0,0.44,0.0,0.29,0.47,0.69,0.0,1.38,0.39,0.0,0.3,0.0,2.6,0.31,0.34,0.65,0.26,0.26,0.18,0.23,0.97,0.0,0.2,0.16,0.18,0.17,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,10.55,3.97,4.07,3.45,3.66,2.7,2.94,2.91,2.08,1.83,1.8,1.85,1.76,1.38,1.22,1.27,1.45,1.32,1.11,1.0,0.79,0.88,0.44,0.44,0.36,0.31,0.27,0.23,0.23,0.14,100.01000000000002
10/12/2021,1.63,2.42,3.52,1.1,1.1,0.92,0.91,0.92,1.35,0.62,0.0,0.64,0.51,0.49,0.46,0.5,0.64,0.61,0.95,0.0,0.51,0.0,0.39,0.41,0.64,0.52,0.39,0.47,0.4,0.32,0.0,0.44,0.0,0.29,0.47,0.69,0.0,1.38,0.39,0.0,0.3,0.0,2.6,0.31,0.34,0.65,0.26,0.26,0.18,0.23,0.97,0.0,0.2,0.16,0.18,0.17,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.13,10.55,3.97,4.07,3.45,3.66,2.7,2.94,2.91,2.08,1.83,1.8,1.85,1.76,1.38,1.22,1.27,1.45,1.32,1.11,1.0,0.79,0.88,0.44,0.44,0.36,0.31,0.27,0.23,0.23,0.14,100.01000000000002
10/13/2021,1.55,2.4,3.44,1.17,1.11,0.89,0.91,0.91,1.31,0.6,0.0,0.65,0.52,0.5,0.47,0.5,0.64,0.57,0.95,0.0,0.51,0.0,0.4,0.42,0.64,0.52,0.37,0.46,0.4,0.32,0.0,0.45,0.0,0.3,0.46,0.66,0.0,1.41,0.41,0.0,0.3,0.0,2.63,0.31,0.34,0.64,0.26,0.26,0.18,0.22,1.01,0.0,0.2,0.16,0.18,0.17,0.0,0.0,0.0,0.12,0.08,0.0,0.04,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,10.83,3.9,4.01,3.48,3.68,2.54,3.06,2.92,2.09,1.81,1.79,1.87,1.71,1.39,1.23,1.27,1.46,1.33,1.05,1.0,0.75,0.86,0.44,0.45,0.36,0.32,0.27,0.23,0.21,0.14,100.01
10/14/2021,1.59,2.33,3.59,1.15,1.1,0.9,0.89,0.89,1.25,0.53,0.0,0.62,0.54,0.51,0.46,0.49,0.62,0.57,0.92,0.0,0.5,0.0,0.4,0.43,0.63,0.51,0.35,0.46,0.41,0.32,0.0,0.44,0.0,0.32,0.46,0.66,0.0,1.51,0.41,0.0,0.29,0.0,2.58,0.3,0.33,0.64,0.26,0.25,0.18,0.23,0.98,0.0,0.2,0.16,0.18,0.18,0.0,0.0,0.0,0.12,0.09,0.0,0.04,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,11.64,4.03,3.94,3.47,3.56,2.51,3.21,2.91,2.05,1.78,1.69,1.83,1.7,1.26,1.16,1.26,1.45,1.38,1.03,1.02,0.75,0.81,0.45,0.42,0.34,0.31,0.27,0.23,0.22,0.13,100.06
10/15/2021,1.57,2.42,3.42,1.09,1.12,0.89,0.9,0.91,0.83,0.55,0.0,0.64,0.55,0.51,0.47,0.5,0.65,0.56,0.93,0.0,0.5,0.0,0.41,0.44,0.64,0.51,0.38,0.47,0.42,0.34,0.0,0.45,0.0,0.32,0.46,0.67,0.0,1.43,0.42,0.0,0.28,0.0,2.59,0.31,0.34,0.65,0.26,0.26,0.19,0.23,1.0,0.0,0.21,0.16,0.18,0.18,0.0,0.0,0.0,0.12,0.1,0.0,0.04,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11,11.44,4.13,3.96,3.52,3.55,2.62,3.22,2.92,2.11,1.82,1.72,1.89,1.65,1.18,1.1,1.31,1.47,1.36,1.01,1.04,0.73,0.82,0.42,0.43,0.34,0.32,0.27,0.24,0.22,0.13,99.98000000000002
