,AAPL,MSFT,AVGO,INTC,IBM,ORCL,QCOM,TXN,ADI,HPQ,AMAT,CSCO,VZ,BCE.TO,T,T.TO,LUMN,RCI.B.TO,INTU,LRCX,MSI,HPE,STX,KLAC,SJR.B.TO,CTSH,NTAP,NXPI,VOD,MCHP,SWKS,JNPR,NLOK,ROP,CDW,INFY,OTEX.TO,XRX,LDOS,CTXS,DOX,CCOI,LOGN.SW,NATI,SSNC,MPWR,SAP,SAIC,ERIC,US Dollar,TDS,CDK,GILT,YY,CCMP,ATHM,IDI.,SIMO,PBI,CHT,KLIC,CSGS,PHI,PRGS,BRKS,POWI,SSTK,SWCH,SHEN,ADTN,UMC,AMSWA,ABST.TO,ATNI,AUDC,CMTL,EBIX,Silicon Motion Technology Corp ADR,IDCC,Us Dollars,Chunghwa Telecom Co Ltd ADR,PLDT Inc ADR,n/a,TSM,CMCSA,GLW,TEL,APH,MBT,AMX,VIV,UI,KT,AVT,SKM,ORAN,CABO,KBR,DLB,JBL,VSH,MCFE,PTI.,HIMX,BHE,SPNS,MEI,HCKT,SLP,FUO.,KD WI,SUM
09/14/2021,9.21,9.13,8.13,7.26,7.35,4.39,4.09,3.87,2.37,2.15,1.94,2.11,1.85,2.03,1.78,1.97,1.67,1.61,1.98,1.61,1.56,1.36,1.29,1.47,1.2,1.23,1.24,1.14,1.05,1.0,0.81,0.8,0.7,0.58,0.64,0.61,0.57,0.41,0.44,0.4,0.43,0.37,0.29,0.35,0.34,0.34,0.23,0.2,0.19,0.0,0.16,0.14,0.15,0.15,0.11,0.08,0.0,0.14,0.07,0.09,0.11,0.08,0.09,0.07,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/15/2021,9.21,9.13,8.13,7.26,7.35,4.39,4.09,3.87,2.37,2.15,1.94,2.11,1.85,2.03,1.78,1.97,1.67,1.61,1.98,1.61,1.56,1.36,1.29,1.47,1.2,1.23,1.24,1.14,1.05,1.0,0.81,0.8,0.7,0.58,0.64,0.61,0.57,0.41,0.44,0.4,0.43,0.37,0.29,0.35,0.34,0.34,0.23,0.2,0.19,0.0,0.16,0.14,0.15,0.15,0.11,0.08,0.0,0.14,0.07,0.09,0.11,0.08,0.09,0.07,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,9.17,9.09,8.08,7.36,7.35,4.32,4.07,3.91,2.39,2.16,1.96,2.1,1.85,2.02,1.79,1.96,1.74,1.6,1.93,1.63,1.54,1.35,1.28,1.48,1.19,1.22,1.22,1.14,1.05,1.01,0.82,0.8,0.67,0.57,0.63,0.6,0.55,0.41,0.44,0.4,0.42,0.37,0.29,0.35,0.34,0.33,0.23,0.2,0.19,0.0,0.16,0.14,0.15,0.15,0.11,0.08,0.0,0.13,0.07,0.09,0.11,0.08,0.09,0.07,0.06,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/17/2021,9.15,9.24,8.18,7.35,7.29,4.22,4.04,3.96,2.41,2.12,1.98,2.1,1.85,1.99,1.79,1.95,1.74,1.59,1.98,1.63,1.54,1.31,1.27,1.49,1.19,1.22,1.24,1.13,1.04,1.02,0.82,0.8,0.67,0.57,0.62,0.61,0.56,0.41,0.43,0.41,0.42,0.38,0.29,0.35,0.34,0.34,0.23,0.2,0.19,0.0,0.16,0.14,0.15,0.15,0.1,0.08,0.0,0.14,0.07,0.09,0.11,0.08,0.09,0.07,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/20/2021,9.13,9.35,8.21,7.34,7.26,4.24,3.93,3.96,2.39,2.14,2.03,2.07,1.84,1.97,1.79,1.92,1.76,1.58,1.98,1.65,1.54,1.29,1.29,1.54,1.17,1.23,1.24,1.13,1.03,1.03,0.81,0.8,0.66,0.58,0.62,0.61,0.55,0.42,0.42,0.41,0.42,0.37,0.28,0.34,0.34,0.34,0.23,0.19,0.19,0.0,0.16,0.14,0.14,0.13,0.11,0.08,0.0,0.14,0.07,0.09,0.1,0.08,0.09,0.07,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/21/2021,9.06,9.29,8.28,7.35,7.28,4.24,3.84,4.0,2.4,2.14,2.0,2.08,1.86,1.97,1.81,1.93,1.81,1.59,1.97,1.65,1.53,1.3,1.29,1.55,1.18,1.22,1.22,1.13,1.03,1.03,0.81,0.8,0.66,0.57,0.62,0.61,0.55,0.42,0.42,0.42,0.43,0.38,0.28,0.35,0.34,0.34,0.23,0.2,0.18,0.0,0.16,0.14,0.15,0.13,0.11,0.08,0.0,0.13,0.07,0.09,0.1,0.08,0.09,0.08,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/22/2021,9.06,9.29,8.28,7.35,7.28,4.24,3.84,4.0,2.4,2.14,2.0,2.08,1.86,1.97,1.81,1.93,1.81,1.59,1.97,1.65,1.53,1.3,1.29,1.55,1.18,1.22,1.22,1.13,1.03,1.03,0.81,0.8,0.66,0.57,0.62,0.61,0.55,0.42,0.42,0.42,0.43,0.38,0.28,0.35,0.34,0.34,0.23,0.2,0.18,0.0,0.16,0.14,0.15,0.13,0.11,0.08,0.0,0.13,0.07,0.09,0.1,0.08,0.09,0.08,0.07,0.09,0.08,0.08,0.03,0.05,0.06,0.04,0.02,0.03,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/23/2021,7.76,8.04,8.2,8.08,7.89,3.98,3.73,4.16,2.85,1.62,1.59,1.95,2.03,1.99,2.05,1.99,2.13,1.12,0.0,1.4,0.89,1.05,1.11,1.12,0.0,0.93,0.85,0.91,0.76,0.82,0.6,0.49,0.54,0.0,0.4,0.5,0.38,0.32,0.35,0.37,0.34,0.28,0.27,0.27,0.27,0.0,0.22,0.17,0.14,0.0,0.14,0.14,0.1,0.17,0.1,0.11,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.41,3.52,1.92,1.45,1.15,0.63,0.57,0.2,0.18,0.18,0.16,0.15,0.13,0.12,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,100.02999999999996
09/24/2021,7.8,8.07,8.16,8.08,7.83,4.03,3.71,4.17,2.87,1.6,1.58,1.93,2.03,2.01,2.03,2.01,2.12,1.14,0.0,1.39,0.9,1.03,1.09,1.12,0.0,0.92,0.84,0.93,0.76,0.82,0.6,0.49,0.53,0.0,0.4,0.51,0.38,0.31,0.35,0.37,0.33,0.28,0.27,0.27,0.27,0.0,0.22,0.16,0.14,0.0,0.14,0.14,0.1,0.17,0.1,0.11,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.48,3.54,1.91,1.43,1.14,0.63,0.58,0.2,0.18,0.18,0.16,0.15,0.13,0.12,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,100.02999999999996
09/27/2021,7.82,8.03,8.21,8.09,7.88,4.06,3.69,4.21,2.92,1.63,1.62,1.94,2.0,1.99,2.01,1.99,2.09,1.12,0.0,1.43,0.9,1.04,1.11,1.15,0.0,0.93,0.87,0.95,0.75,0.85,0.6,0.49,0.54,0.0,0.4,0.51,0.38,0.31,0.35,0.37,0.33,0.28,0.27,0.27,0.27,0.0,0.22,0.16,0.14,0.0,0.14,0.14,0.1,0.17,0.1,0.11,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.18,3.5,1.87,1.42,1.16,0.64,0.57,0.2,0.18,0.18,0.16,0.15,0.13,0.11,0.11,0.11,0.1,0.09,0.09,0.08,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.95999999999998
09/28/2021,7.8,8.0,8.19,8.09,7.9,4.07,3.68,4.24,2.93,1.62,1.62,1.94,1.99,1.98,1.99,1.98,2.12,1.12,0.0,1.42,0.9,1.03,1.12,1.14,0.0,0.94,0.87,0.95,0.74,0.84,0.59,0.5,0.54,0.0,0.4,0.51,0.38,0.31,0.35,0.36,0.33,0.27,0.27,0.26,0.27,0.0,0.22,0.17,0.14,0.0,0.14,0.15,0.1,0.17,0.1,0.1,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.07,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.29,3.48,1.87,1.43,1.16,0.64,0.58,0.2,0.18,0.18,0.16,0.15,0.13,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.98999999999998
09/29/2021,7.8,8.0,8.19,8.09,7.9,4.07,3.68,4.24,2.93,1.62,1.62,1.94,1.99,1.98,1.99,1.98,2.12,1.12,0.0,1.42,0.9,1.03,1.12,1.14,0.0,0.94,0.87,0.95,0.74,0.84,0.59,0.5,0.54,0.0,0.4,0.51,0.38,0.31,0.35,0.36,0.33,0.27,0.27,0.26,0.27,0.0,0.22,0.17,0.14,0.0,0.14,0.15,0.1,0.17,0.1,0.1,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.07,0.0,0.0,0.05,0.06,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.29,3.48,1.87,1.43,1.16,0.64,0.58,0.2,0.18,0.18,0.16,0.15,0.13,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.98999999999998
09/30/2021,7.7,7.84,8.17,8.13,7.94,4.11,3.66,4.22,2.9,1.67,1.63,1.92,1.99,1.96,2.01,1.97,2.15,1.11,0.0,1.43,0.89,1.08,1.13,1.12,0.0,0.94,0.87,0.95,0.76,0.85,0.59,0.5,0.54,0.0,0.4,0.49,0.38,0.32,0.36,0.36,0.33,0.27,0.26,0.27,0.27,0.0,0.22,0.17,0.14,0.0,0.14,0.14,0.1,0.18,0.1,0.11,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.4,3.48,1.87,1.44,1.17,0.64,0.57,0.2,0.18,0.18,0.16,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.09,0.08,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.99999999999996
10/01/2021,7.71,7.75,8.14,8.24,8.08,4.19,3.65,4.21,2.88,1.7,1.55,1.94,2.03,1.98,2.05,1.98,2.19,1.13,0.0,1.39,0.89,1.12,1.12,1.09,0.0,0.94,0.87,0.93,0.75,0.83,0.58,0.5,0.55,0.0,0.39,0.48,0.37,0.33,0.37,0.36,0.33,0.27,0.25,0.26,0.27,0.0,0.21,0.17,0.15,0.0,0.14,0.15,0.1,0.18,0.1,0.11,0.0,0.09,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.05,0.05,0.03,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.19,3.44,1.86,1.44,1.16,0.64,0.58,0.2,0.17,0.18,0.16,0.15,0.14,0.12,0.1,0.11,0.1,0.09,0.09,0.09,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.95999999999998
10/04/2021,7.78,7.79,8.14,8.22,8.26,4.08,3.67,4.2,2.85,1.65,1.52,1.92,2.05,2.0,2.06,1.99,2.1,1.14,0.0,1.37,0.9,1.14,1.11,1.07,0.0,0.93,0.86,0.89,0.75,0.81,0.58,0.5,0.55,0.0,0.39,0.49,0.37,0.31,0.37,0.37,0.34,0.28,0.25,0.26,0.28,0.0,0.21,0.17,0.14,0.0,0.14,0.15,0.1,0.18,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.19,3.47,1.92,1.41,1.14,0.63,0.58,0.2,0.18,0.18,0.16,0.15,0.14,0.12,0.1,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.95999999999998
10/05/2021,7.75,7.9,8.09,8.22,8.43,4.16,3.62,4.19,2.82,1.67,1.51,1.93,2.04,1.98,2.04,1.97,2.13,1.13,0.0,1.35,0.89,1.15,1.13,1.06,0.0,0.93,0.86,0.87,0.74,0.8,0.57,0.5,0.54,0.0,0.39,0.49,0.37,0.32,0.37,0.37,0.34,0.28,0.25,0.27,0.28,0.0,0.21,0.17,0.14,0.0,0.14,0.15,0.1,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.07,3.43,1.95,1.41,1.17,0.64,0.58,0.2,0.18,0.18,0.16,0.15,0.14,0.11,0.11,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.97999999999998
10/06/2021,7.75,7.9,8.09,8.22,8.43,4.16,3.62,4.19,2.82,1.67,1.51,1.93,2.04,1.98,2.04,1.97,2.13,1.13,0.0,1.35,0.89,1.15,1.13,1.06,0.0,0.93,0.86,0.87,0.74,0.8,0.57,0.5,0.54,0.0,0.39,0.49,0.37,0.32,0.37,0.37,0.34,0.28,0.25,0.27,0.28,0.0,0.21,0.17,0.14,0.0,0.14,0.15,0.1,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.07,3.43,1.95,1.41,1.17,0.64,0.58,0.2,0.18,0.18,0.16,0.15,0.14,0.11,0.11,0.12,0.1,0.09,0.09,0.09,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.97999999999998
10/07/2021,7.65,7.83,7.99,8.26,8.57,4.18,3.6,4.16,2.79,1.69,1.48,1.92,2.07,2.01,2.07,1.99,2.19,1.14,0.0,1.32,0.89,1.19,1.14,1.05,0.0,0.93,0.86,0.86,0.76,0.77,0.57,0.5,0.54,0.0,0.39,0.49,0.37,0.33,0.38,0.36,0.34,0.29,0.25,0.26,0.28,0.0,0.21,0.17,0.14,0.0,0.15,0.15,0.1,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.1,3.39,1.95,1.41,1.17,0.63,0.58,0.2,0.18,0.19,0.16,0.15,0.14,0.12,0.11,0.12,0.1,0.09,0.09,0.08,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.98999999999998
10/08/2021,7.65,7.83,7.99,8.26,8.57,4.18,3.6,4.16,2.79,1.69,1.48,1.92,2.07,2.01,2.07,1.99,2.19,1.14,0.0,1.32,0.89,1.19,1.14,1.05,0.0,0.93,0.86,0.86,0.76,0.77,0.57,0.5,0.54,0.0,0.39,0.49,0.37,0.33,0.38,0.36,0.34,0.29,0.25,0.26,0.28,0.0,0.21,0.17,0.14,0.0,0.15,0.15,0.1,0.17,0.1,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.1,3.39,1.95,1.41,1.17,0.63,0.58,0.2,0.18,0.19,0.16,0.15,0.14,0.12,0.11,0.12,0.1,0.09,0.09,0.08,0.08,0.05,0.05,0.04,0.03,0.02,0.01,0.0,0.0,99.98999999999998
10/11/2021,7.74,8.04,8.14,8.27,8.4,4.24,3.61,4.21,2.8,1.66,1.49,1.89,2.05,1.99,2.06,1.97,2.15,1.13,0.0,1.32,0.89,1.16,1.08,1.04,0.0,0.92,0.86,0.86,0.74,0.77,0.57,0.5,0.54,0.0,0.37,0.49,0.36,0.33,0.37,0.36,0.34,0.28,0.25,0.26,0.28,0.0,0.21,0.17,0.15,0.0,0.14,0.15,0.09,0.17,0.09,0.12,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.05,0.06,0.04,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.06,3.37,1.94,1.4,1.19,0.64,0.58,0.2,0.18,0.19,0.15,0.15,0.14,0.12,0.1,0.12,0.1,0.09,0.09,0.09,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.96999999999996
10/12/2021,7.76,8.05,8.17,8.21,8.42,4.37,3.56,4.22,2.83,1.66,1.48,1.92,2.0,2.0,2.01,1.98,2.09,1.15,0.0,1.31,0.9,1.17,1.07,1.03,0.0,0.93,0.87,0.86,0.74,0.76,0.56,0.51,0.55,0.0,0.37,0.48,0.37,0.32,0.38,0.33,0.34,0.28,0.25,0.27,0.28,0.0,0.21,0.17,0.15,0.0,0.14,0.15,0.09,0.18,0.09,0.13,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.09,3.38,1.86,1.42,1.2,0.64,0.57,0.2,0.18,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.99999999999996
10/13/2021,7.76,8.05,8.17,8.21,8.42,4.37,3.56,4.22,2.83,1.66,1.48,1.92,2.0,2.0,2.01,1.98,2.09,1.15,0.0,1.31,0.9,1.17,1.07,1.03,0.0,0.93,0.87,0.86,0.74,0.76,0.56,0.51,0.55,0.0,0.37,0.48,0.37,0.32,0.38,0.33,0.34,0.28,0.25,0.27,0.28,0.0,0.21,0.17,0.15,0.0,0.14,0.15,0.09,0.18,0.09,0.13,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.09,3.38,1.86,1.42,1.2,0.64,0.57,0.2,0.18,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.99999999999996
10/14/2021,7.8,8.08,8.21,8.19,8.41,4.43,3.53,4.2,2.84,1.66,1.5,1.93,1.97,2.01,1.97,1.99,2.05,1.15,0.0,1.32,0.9,1.18,1.1,1.03,0.0,0.93,0.88,0.84,0.74,0.75,0.56,0.51,0.55,0.0,0.37,0.48,0.37,0.32,0.37,0.32,0.34,0.28,0.24,0.27,0.28,0.0,0.21,0.17,0.15,0.0,0.14,0.15,0.1,0.19,0.09,0.13,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.03,0.08,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.09,3.41,1.78,1.42,1.21,0.64,0.57,0.2,0.18,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.99999999999996
10/15/2021,7.82,8.14,8.19,8.1,8.4,4.5,3.52,4.14,2.81,1.61,1.51,1.93,1.96,2.03,1.95,2.0,2.07,1.15,0.0,1.32,0.93,1.18,1.07,1.02,0.0,0.94,0.87,0.84,0.74,0.75,0.57,0.51,0.55,0.0,0.37,0.49,0.37,0.32,0.38,0.31,0.35,0.29,0.25,0.27,0.28,0.0,0.21,0.18,0.15,0.0,0.14,0.15,0.1,0.19,0.09,0.13,0.0,0.09,0.0,0.0,0.05,0.07,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.09,3.42,1.81,1.42,1.19,0.64,0.57,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.13,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
10/18/2021,7.76,8.2,8.15,8.08,8.38,4.52,3.56,4.1,2.8,1.6,1.52,1.93,1.95,2.04,1.93,2.01,2.06,1.15,0.0,1.31,0.93,1.18,1.08,1.02,0.0,0.95,0.87,0.83,0.74,0.74,0.55,0.51,0.54,0.0,0.37,0.5,0.38,0.32,0.38,0.32,0.35,0.29,0.25,0.27,0.28,0.0,0.22,0.18,0.16,0.0,0.14,0.15,0.1,0.19,0.09,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.04,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.1,3.43,1.81,1.43,1.18,0.64,0.57,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,99.93999999999996
10/19/2021,7.76,8.19,8.23,8.19,8.38,4.35,3.61,4.14,2.85,1.66,1.52,1.9,1.93,2.0,1.91,1.99,2.0,1.17,0.0,1.32,0.9,1.18,1.08,1.02,0.0,0.96,0.89,0.84,0.72,0.75,0.55,0.5,0.53,0.0,0.37,0.5,0.37,0.31,0.38,0.33,0.35,0.28,0.24,0.27,0.28,0.0,0.22,0.18,0.15,0.0,0.14,0.15,0.09,0.19,0.1,0.13,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.1,3.48,1.81,1.43,1.2,0.65,0.56,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.96999999999996
10/20/2021,7.76,8.19,8.23,8.19,8.38,4.35,3.61,4.14,2.85,1.66,1.52,1.9,1.93,2.0,1.91,1.99,2.0,1.17,0.0,1.32,0.9,1.18,1.08,1.02,0.0,0.96,0.89,0.84,0.72,0.75,0.55,0.5,0.53,0.0,0.37,0.5,0.37,0.31,0.38,0.33,0.35,0.28,0.24,0.27,0.28,0.0,0.22,0.18,0.15,0.0,0.14,0.15,0.09,0.19,0.1,0.13,0.0,0.08,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.1,3.48,1.81,1.43,1.2,0.65,0.56,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.04,0.03,0.02,0.01,0.0,0.0,99.96999999999996
10/21/2021,7.84,8.27,8.22,8.18,8.24,4.4,3.6,4.15,2.87,1.68,1.54,1.9,1.92,1.99,1.88,1.99,2.0,1.16,0.0,1.33,0.91,1.17,1.07,1.01,0.0,0.96,0.85,0.85,0.72,0.76,0.56,0.5,0.54,0.0,0.39,0.51,0.37,0.31,0.37,0.33,0.35,0.28,0.25,0.26,0.28,0.0,0.22,0.17,0.15,0.0,0.14,0.14,0.09,0.18,0.1,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.49,1.78,1.42,1.2,0.65,0.56,0.2,0.19,0.19,0.15,0.15,0.13,0.12,0.1,0.12,0.1,0.09,0.09,0.08,0.09,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.01999999999998
10/22/2021,7.88,8.22,8.26,8.22,8.14,4.38,3.63,4.18,2.9,1.68,1.54,1.9,1.91,1.98,1.88,1.97,2.01,1.15,0.0,1.32,0.91,1.18,1.06,1.02,0.0,0.96,0.84,0.86,0.72,0.76,0.56,0.49,0.54,0.0,0.39,0.52,0.37,0.31,0.37,0.33,0.34,0.28,0.25,0.26,0.28,0.0,0.22,0.17,0.15,0.0,0.14,0.15,0.1,0.18,0.1,0.13,0.0,0.09,0.0,0.0,0.05,0.06,0.0,0.06,0.0,0.0,0.06,0.05,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.13,3.51,1.8,1.41,1.18,0.65,0.56,0.2,0.18,0.19,0.15,0.15,0.13,0.11,0.1,0.12,0.1,0.09,0.08,0.08,0.08,0.05,0.04,0.05,0.03,0.02,0.01,0.0,0.0,100.0
