,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,C,NEE,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,BLK,AMAT,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MDLZ,MO,SYK,GILD,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,DUK,CME,UBER,TFC,GM,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,SO,FISV,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,IDXX,NOC,TWTR,WM,FCX,DOCU,AON,ECL,BIIB,VRTX,DG,S+p500 Emini Fut Sep21 Xcme 20210917,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,PSA,TROW,SLB,TEL,KMB,EBAY,WDAY,A,ROST,MET,LHX,ALGN,TT,MSCI,CMG,EXC,LULU,VEEV,MTCH,PINS,GD,APTV,CNC,INFO,AEP,SNPS,SPG,SRE,DLR,DD,APH,DXCM,3296.T,BAX,EA,ORLY,AIG,039200.KQ,CARR,BK,CDNS,GE.,PRU,FTNT,MCHP,011790.KS,RMD,3443.TW,n/a,PANW,SUM
08/24/2021,5.47,5.4,3.23,2.03,1.95,1.86,1.27,1.23,1.22,1.1,1.11,0.92,0.95,0.82,0.76,0.84,0.73,0.75,0.72,0.73,0.64,0.53,0.57,0.54,0.58,0.49,0.58,0.64,0.52,0.53,0.46,0.52,0.43,0.5,0.49,0.51,0.47,0.5,0.49,0.46,0.46,0.51,0.4,0.48,0.42,0.48,0.41,0.38,0.37,0.37,0.33,0.38,0.36,0.35,0.38,0.34,0.4,0.3,0.35,0.35,0.35,0.32,0.3,0.28,0.32,0.31,0.27,0.29,0.31,0.3,0.26,0.0,0.27,0.3,0.29,0.26,0.24,0.28,0.25,0.26,0.26,0.25,0.22,0.24,0.21,0.2,0.23,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.17,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.2,0.19,0.17,0.18,0.28,0.18,0.17,0.16,0.15,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.13,0.13,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.26,0.1,0.0,0.0,0.0,0.1,0.12,0.0,0.0,74.93
08/25/2021,5.47,5.4,3.23,2.03,1.95,1.86,1.27,1.23,1.22,1.1,1.11,0.92,0.95,0.82,0.76,0.84,0.73,0.75,0.72,0.73,0.64,0.53,0.57,0.54,0.58,0.49,0.58,0.64,0.52,0.53,0.46,0.52,0.43,0.5,0.49,0.51,0.47,0.5,0.49,0.46,0.46,0.51,0.4,0.48,0.42,0.48,0.41,0.38,0.37,0.37,0.33,0.38,0.36,0.35,0.38,0.34,0.4,0.3,0.35,0.35,0.35,0.32,0.3,0.28,0.32,0.31,0.27,0.29,0.31,0.3,0.26,0.26,0.27,0.3,0.29,0.26,0.24,0.28,0.25,0.26,0.26,0.25,0.22,0.24,0.21,0.2,0.23,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.2,0.21,0.2,0.17,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.2,0.19,0.17,0.18,0.28,0.18,0.17,0.16,0.15,0.16,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.14,0.16,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.13,0.13,0.11,0.15,0.13,0.14,0.13,0.12,0.14,0.11,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.12,0.0,74.93
08/26/2021,5.48,5.35,3.27,2.03,1.96,1.87,1.26,1.27,1.28,1.11,1.09,0.92,0.94,0.81,0.76,0.82,0.74,0.75,0.72,0.73,0.64,0.54,0.57,0.54,0.59,0.5,0.58,0.65,0.51,0.52,0.46,0.51,0.44,0.5,0.49,0.51,0.46,0.49,0.48,0.46,0.46,0.5,0.4,0.47,0.42,0.47,0.4,0.38,0.37,0.37,0.33,0.38,0.36,0.35,0.38,0.34,0.39,0.3,0.34,0.35,0.35,0.32,0.3,0.28,0.32,0.31,0.28,0.29,0.31,0.29,0.27,0.26,0.26,0.31,0.29,0.26,0.24,0.29,0.25,0.26,0.26,0.25,0.22,0.25,0.2,0.2,0.23,0.19,0.19,0.19,0.23,0.21,0.21,0.2,0.21,0.19,0.21,0.2,0.17,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.14,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.29,0.18,0.16,0.15,0.15,0.15,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.17,0.13,0.15,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.14,0.0,74.88000000000001
08/27/2021,5.46,5.3,3.3,2.04,1.98,1.89,1.26,1.27,1.26,1.11,1.07,0.92,0.93,0.8,0.76,0.82,0.74,0.75,0.73,0.73,0.63,0.55,0.57,0.53,0.58,0.51,0.58,0.63,0.51,0.52,0.46,0.5,0.44,0.5,0.49,0.5,0.46,0.49,0.48,0.46,0.47,0.49,0.4,0.46,0.41,0.47,0.41,0.38,0.36,0.37,0.33,0.38,0.36,0.34,0.37,0.35,0.38,0.3,0.33,0.36,0.35,0.32,0.3,0.28,0.32,0.31,0.28,0.29,0.3,0.29,0.27,0.26,0.26,0.3,0.29,0.27,0.24,0.29,0.26,0.26,0.25,0.25,0.21,0.25,0.2,0.21,0.23,0.19,0.19,0.19,0.22,0.2,0.21,0.21,0.21,0.19,0.21,0.19,0.17,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.28,0.18,0.16,0.15,0.15,0.15,0.19,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.15,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.1,74.74000000000001
08/30/2021,5.4,5.26,3.32,2.04,1.99,1.89,1.26,1.26,1.28,1.14,1.07,0.91,0.92,0.8,0.75,0.81,0.72,0.75,0.74,0.73,0.63,0.54,0.57,0.53,0.6,0.5,0.58,0.62,0.5,0.52,0.45,0.5,0.44,0.5,0.5,0.51,0.45,0.49,0.47,0.46,0.47,0.49,0.41,0.46,0.41,0.47,0.42,0.37,0.37,0.37,0.32,0.38,0.35,0.34,0.38,0.35,0.38,0.3,0.34,0.36,0.35,0.31,0.3,0.28,0.33,0.31,0.28,0.29,0.3,0.29,0.27,0.26,0.26,0.3,0.29,0.28,0.25,0.29,0.26,0.26,0.26,0.25,0.21,0.24,0.21,0.22,0.23,0.19,0.19,0.19,0.23,0.2,0.21,0.21,0.21,0.19,0.21,0.19,0.17,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.14,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.29,0.18,0.16,0.15,0.15,0.15,0.19,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.13,0.14,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.13,0.15,0.13,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.13,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.15,0.1,74.74000000000001
08/31/2021,5.39,5.22,3.32,2.06,2.0,1.9,1.26,1.27,1.3,1.14,1.05,0.91,0.91,0.79,0.76,0.81,0.72,0.76,0.74,0.73,0.63,0.55,0.57,0.52,0.59,0.5,0.58,0.6,0.5,0.51,0.45,0.49,0.44,0.49,0.49,0.5,0.45,0.49,0.46,0.47,0.48,0.48,0.41,0.46,0.41,0.47,0.42,0.38,0.37,0.37,0.32,0.38,0.34,0.34,0.38,0.35,0.38,0.3,0.34,0.36,0.36,0.31,0.3,0.28,0.33,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.31,0.28,0.27,0.25,0.29,0.26,0.25,0.26,0.24,0.21,0.24,0.2,0.22,0.22,0.18,0.19,0.2,0.22,0.2,0.21,0.21,0.21,0.19,0.21,0.19,0.18,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.27,0.18,0.16,0.15,0.15,0.15,0.2,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.21,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.16,0.1,74.73
09/01/2021,5.39,5.22,3.32,2.06,2.0,1.9,1.26,1.27,1.3,1.14,1.05,0.91,0.91,0.79,0.76,0.81,0.72,0.76,0.74,0.73,0.63,0.55,0.57,0.52,0.59,0.5,0.58,0.6,0.5,0.51,0.45,0.49,0.44,0.49,0.49,0.5,0.45,0.49,0.46,0.47,0.48,0.48,0.41,0.46,0.41,0.47,0.42,0.38,0.37,0.37,0.32,0.38,0.34,0.34,0.38,0.35,0.38,0.3,0.34,0.36,0.36,0.31,0.3,0.28,0.33,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.31,0.28,0.27,0.25,0.29,0.26,0.25,0.26,0.24,0.21,0.24,0.2,0.22,0.22,0.18,0.19,0.2,0.22,0.2,0.21,0.21,0.21,0.19,0.21,0.19,0.18,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.27,0.18,0.16,0.15,0.15,0.15,0.2,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.21,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.16,0.1,74.73
09/02/2021,5.39,5.22,3.32,2.06,2.0,1.9,1.26,1.27,1.3,1.14,1.05,0.91,0.91,0.79,0.76,0.81,0.72,0.76,0.74,0.73,0.63,0.55,0.57,0.52,0.59,0.5,0.58,0.6,0.5,0.51,0.45,0.49,0.44,0.49,0.49,0.5,0.45,0.49,0.46,0.47,0.48,0.48,0.41,0.46,0.41,0.47,0.42,0.38,0.37,0.37,0.32,0.38,0.34,0.34,0.38,0.35,0.38,0.3,0.34,0.36,0.36,0.31,0.3,0.28,0.33,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.31,0.28,0.27,0.25,0.29,0.26,0.25,0.26,0.24,0.21,0.24,0.2,0.22,0.22,0.18,0.19,0.2,0.22,0.2,0.21,0.21,0.21,0.19,0.21,0.19,0.18,0.17,0.21,0.19,0.17,0.18,0.19,0.17,0.14,0.18,0.15,0.18,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.27,0.18,0.16,0.15,0.15,0.15,0.2,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.21,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.16,0.1,74.73
09/03/2021,5.53,5.26,3.38,2.1,2.0,1.91,1.25,1.3,1.3,1.12,1.05,0.9,0.91,0.8,0.78,0.81,0.71,0.75,0.72,0.73,0.63,0.54,0.58,0.52,0.59,0.5,0.57,0.6,0.5,0.52,0.45,0.5,0.44,0.49,0.49,0.51,0.45,0.49,0.47,0.47,0.46,0.48,0.41,0.46,0.41,0.48,0.41,0.38,0.37,0.37,0.32,0.38,0.35,0.33,0.37,0.34,0.38,0.3,0.33,0.36,0.36,0.31,0.3,0.28,0.32,0.31,0.29,0.29,0.31,0.28,0.27,0.27,0.26,0.31,0.29,0.27,0.25,0.29,0.25,0.26,0.26,0.25,0.21,0.25,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.21,0.21,0.21,0.19,0.2,0.19,0.17,0.17,0.2,0.19,0.16,0.18,0.19,0.16,0.13,0.18,0.14,0.17,0.18,0.15,0.15,0.19,0.18,0.17,0.17,0.26,0.17,0.15,0.15,0.15,0.15,0.2,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.21,0.15,0.16,0.16,0.15,0.14,0.12,0.15,0.12,0.13,0.11,0.15,0.14,0.13,0.13,0.12,0.14,0.12,0.14,0.15,0.13,0.12,0.12,0.12,0.0,0.11,0.13,0.0,0.12,0.12,0.0,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.1,0.12,0.1,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.17,0.1,74.95000000000002
09/13/2021,5.63,5.23,3.5,2.09,2.0,1.91,1.23,1.34,1.29,1.11,1.05,0.9,0.91,0.82,0.78,0.82,0.71,0.78,0.71,0.73,0.64,0.53,0.62,0.53,0.59,0.5,0.57,0.6,0.51,0.53,0.46,0.5,0.43,0.47,0.45,0.52,0.44,0.5,0.47,0.47,0.42,0.47,0.4,0.48,0.41,0.49,0.42,0.37,0.37,0.36,0.33,0.38,0.34,0.33,0.38,0.34,0.39,0.29,0.33,0.36,0.36,0.32,0.29,0.27,0.32,0.3,0.28,0.29,0.32,0.28,0.26,0.26,0.25,0.3,0.3,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.21,0.23,0.2,0.22,0.23,0.19,0.19,0.19,0.24,0.2,0.22,0.21,0.21,0.18,0.2,0.2,0.17,0.14,0.19,0.19,0.17,0.17,0.19,0.16,0.14,0.17,0.14,0.17,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.3,0.16,0.16,0.15,0.14,0.16,0.2,0.18,0.16,0.15,0.16,0.16,0.15,0.14,0.16,0.13,0.2,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.12,0.15,0.13,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.12,0.0,0.12,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.12,0.1,0.1,0.11,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.13,0.11,74.95
09/14/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
09/15/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
09/16/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
09/17/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
