,SM,LNG,KMI,WMB,CVX,CDEV,MRO,COP,PDCE,OKE,PXD,XOM,EOG,COG,ETRN,AM,AR,EQT,MTDR,HES,VLO,CRK,TRGP,RIG,PSX,CPE,OXY,MGY,FANG,NBR,OVV,RRC,HP,XEC,DVN,MUR,SWN,TELL,KOS,SLB,APA,HFC,HAL,CNX,BKR,MPC,US Dollar,CHX,DK,NOV,PBF,Us Dollars,n/a,CTRA,CHV.,SUM
09/29/2021,9.05,7.76,7.28,7.37,3.73,8.18,1.85,3.7,2.31,3.92,0.31,2.1,0.7,4.59,3.81,3.69,2.56,0.4,0.34,0.53,0.29,1.93,3.87,0.9,0.28,0.36,0.32,3.33,0.33,0.31,0.33,0.4,0.29,0.37,1.61,0.3,0.31,0.33,0.33,0.3,0.8,0.29,0.3,1.71,1.71,3.02,0.0,0.27,0.29,0.28,0.34,0.0,0.32,0.0,0.0,100.0
09/30/2021,9.05,7.76,7.28,7.37,3.73,8.18,1.85,3.7,2.31,3.92,0.31,2.1,0.7,4.59,3.81,3.69,2.56,0.4,0.34,0.53,0.29,1.93,3.87,0.9,0.28,0.36,0.32,3.33,0.33,0.31,0.33,0.4,0.29,0.37,1.61,0.3,0.31,0.33,0.33,0.3,0.8,0.29,0.3,1.71,1.71,3.02,0.0,0.27,0.29,0.28,0.34,0.0,0.32,0.0,0.0,100.0
10/01/2021,9.12,7.55,7.07,7.2,3.64,8.51,1.88,3.67,2.3,3.78,0.31,2.07,0.69,4.68,3.69,3.6,2.55,0.42,0.35,0.52,0.29,2.04,3.83,0.99,0.27,0.38,0.32,3.41,0.34,0.31,0.33,0.4,0.28,0.37,1.63,0.32,0.35,0.34,0.35,0.3,0.75,0.28,0.31,1.76,1.67,2.9,0.0,0.27,0.29,0.28,0.35,0.0,0.65,0.0,0.0,99.96
10/04/2021,9.47,7.66,7.05,7.21,3.59,9.01,1.88,3.7,2.23,3.79,0.31,2.05,0.69,4.7,3.7,3.59,2.61,0.4,0.37,0.52,0.29,2.11,3.84,0.95,0.27,0.4,0.32,3.41,0.34,0.32,0.33,0.43,0.28,0.0,1.66,0.32,0.34,0.34,0.35,0.29,0.75,0.28,0.3,1.78,1.67,2.89,0.0,0.26,0.29,0.28,0.34,0.0,0.07,0.0,0.0,100.03
10/05/2021,10.99,8.52,7.83,8.06,4.06,10.37,2.15,4.2,2.24,4.27,0.35,2.33,0.79,5.28,4.14,4.06,2.93,0.44,0.42,0.6,0.34,2.34,4.36,1.05,0.31,0.45,0.37,3.88,0.39,0.37,0.37,0.48,0.32,0.0,1.89,0.38,0.37,0.38,0.4,0.33,0.83,0.32,0.34,1.95,1.86,3.26,0.0,0.31,0.32,0.31,0.4,0.0,-12.69,0.0,0.0,100.02
10/06/2021,10.99,8.52,7.83,8.06,4.06,10.37,2.15,4.2,2.24,4.27,0.35,2.33,0.79,5.28,4.14,4.06,2.93,0.44,0.42,0.6,0.34,2.34,4.36,1.05,0.31,0.45,0.37,3.88,0.39,0.37,0.37,0.48,0.32,0.0,1.89,0.38,0.37,0.38,0.4,0.33,0.83,0.32,0.34,1.95,1.86,3.26,0.0,0.31,0.32,0.31,0.4,0.0,-12.69,0.0,0.0,100.02
10/07/2021,9.89,7.64,6.8,7.23,3.53,9.27,1.94,3.71,2.07,3.73,0.31,2.05,0.7,4.68,3.67,3.56,2.7,0.4,0.37,0.53,0.3,2.05,3.87,0.95,0.28,0.42,0.33,3.5,0.35,0.34,0.34,0.44,0.29,0.0,1.72,0.34,0.32,0.32,0.35,0.29,0.73,0.28,0.3,1.72,1.63,2.8,0.0,0.27,0.28,0.27,0.36,0.0,-0.26,0.0,0.0,99.95999999999998
10/08/2021,10.04,7.48,6.77,7.19,3.56,9.17,2.01,3.71,2.09,3.73,0.32,2.04,0.71,4.64,3.67,3.58,2.74,0.4,0.37,0.53,0.29,2.11,3.87,0.94,0.29,0.43,0.33,3.45,0.35,0.33,0.35,0.44,0.3,0.0,1.77,0.34,0.32,0.31,0.34,0.29,0.73,0.28,0.31,1.73,1.62,2.8,0.0,0.28,0.27,0.28,0.34,0.0,-0.26,0.0,0.0,99.97999999999998
10/11/2021,10.31,7.44,6.77,7.28,3.55,9.04,2.0,3.7,2.12,3.76,0.32,2.0,0.7,4.5,3.7,3.57,2.68,0.39,0.37,0.53,0.3,1.98,3.87,0.91,0.29,0.44,0.33,3.44,0.36,0.33,0.36,0.41,0.3,0.0,1.7,0.34,0.3,0.29,0.34,0.29,0.75,0.28,0.31,1.76,1.58,2.81,0.0,0.27,0.29,0.28,0.36,0.0,0.03,0.0,0.0,100.03
10/12/2021,10.13,7.27,6.85,7.32,3.56,8.96,2.06,3.8,2.13,3.74,0.33,2.02,0.72,4.47,3.66,3.52,2.65,0.38,0.38,0.55,0.3,1.99,3.83,0.91,0.3,0.44,0.34,3.53,0.37,0.34,0.36,0.41,0.29,0.0,1.73,0.36,0.29,0.28,0.35,0.29,0.79,0.28,0.31,1.77,1.58,2.83,0.0,0.28,0.29,0.29,0.35,0.0,0.03,0.0,0.0,100.01
10/13/2021,10.13,7.27,6.85,7.32,3.56,8.96,2.06,3.8,2.13,3.74,0.33,2.02,0.72,4.47,3.66,3.52,2.65,0.38,0.38,0.55,0.3,1.99,3.83,0.91,0.3,0.44,0.34,3.53,0.37,0.34,0.36,0.41,0.29,0.0,1.73,0.36,0.29,0.28,0.35,0.29,0.79,0.28,0.31,1.77,1.58,2.83,0.0,0.28,0.29,0.29,0.35,0.0,0.03,0.0,0.0,100.01
10/14/2021,10.22,7.41,6.95,7.39,3.53,8.96,2.04,3.75,2.17,3.76,0.33,1.99,0.72,4.32,3.66,3.52,2.56,0.36,0.38,0.56,0.3,1.95,3.85,0.93,0.3,0.43,0.33,3.56,0.37,0.34,0.36,0.41,0.29,0.0,1.71,0.35,0.29,0.28,0.35,0.3,0.79,0.27,0.32,1.74,1.59,2.8,0.0,0.28,0.29,0.28,0.36,0.0,0.03,0.0,0.0,100.03
10/15/2021,9.87,7.49,7.05,7.49,3.54,8.91,2.04,3.73,2.19,3.83,0.33,1.99,0.72,0.0,3.7,3.54,2.52,0.36,0.38,0.56,0.31,1.84,3.91,0.88,0.3,0.42,0.33,3.55,0.37,0.35,0.36,0.41,0.3,0.0,1.71,0.35,0.28,0.28,0.36,0.3,0.8,0.28,0.32,1.75,1.62,2.82,0.0,0.28,0.29,0.28,0.36,0.0,0.03,4.32,0.0,100.0
10/18/2021,9.8,7.68,7.07,7.5,3.56,8.78,2.03,3.73,2.17,3.85,0.33,1.99,0.72,0.0,3.73,3.51,2.5,0.36,0.37,0.56,0.3,1.78,3.95,0.92,0.3,0.41,0.32,3.62,0.36,0.36,0.36,0.41,0.3,0.0,1.7,0.35,0.29,0.29,0.36,0.3,0.8,0.28,0.32,1.74,1.65,2.84,0.0,0.28,0.3,0.28,0.37,0.0,0.03,4.21,0.0,100.02
10/19/2021,9.6,7.96,7.15,7.54,3.57,8.43,2.05,3.72,2.2,3.91,0.32,2.0,0.7,0.0,3.75,3.6,2.5,0.35,0.37,0.55,0.3,1.72,4.0,0.92,0.29,0.39,0.31,3.57,0.36,0.36,0.37,0.41,0.31,0.0,1.72,0.34,0.29,0.3,0.41,0.31,0.84,0.29,0.33,1.71,1.67,2.87,0.0,0.29,0.32,0.29,0.38,0.0,0.03,4.03,0.0,100.0
10/20/2021,9.6,7.96,7.15,7.54,3.57,8.43,2.05,3.72,2.2,3.91,0.32,2.0,0.7,0.0,3.75,3.6,2.5,0.35,0.37,0.55,0.3,1.72,4.0,0.92,0.29,0.39,0.31,3.57,0.36,0.36,0.37,0.41,0.31,0.0,1.72,0.34,0.29,0.3,0.41,0.31,0.84,0.29,0.33,1.71,1.67,2.87,0.0,0.29,0.32,0.29,0.38,0.0,0.03,4.03,0.0,100.0
10/21/2021,9.6,7.96,7.15,7.54,3.57,8.43,2.05,3.72,2.2,3.91,0.32,2.0,0.7,0.0,3.75,3.6,2.5,0.35,0.37,0.55,0.3,1.72,4.0,0.92,0.29,0.39,0.31,3.57,0.36,0.36,0.37,0.41,0.31,0.0,1.72,0.34,0.29,0.3,0.41,0.31,0.84,0.29,0.33,1.71,1.67,2.87,0.0,0.29,0.32,0.29,0.38,0.0,0.03,4.03,0.0,100.0
10/22/2021,9.84,7.99,7.11,7.43,3.55,8.31,2.07,3.71,2.18,3.89,0.32,1.99,0.7,0.0,3.76,3.58,2.51,0.35,0.38,0.54,0.3,1.72,4.02,0.9,0.29,0.39,0.32,3.63,0.36,0.38,0.36,0.41,0.32,0.0,1.73,0.34,0.27,0.3,0.44,0.31,0.86,0.29,0.33,1.73,1.66,2.83,0.0,0.29,0.32,0.29,0.37,0.0,0.04,4.02,0.0,100.03
10/25/2021,9.9,7.69,6.84,7.34,3.67,8.29,2.06,3.77,2.22,3.89,0.32,2.02,0.72,0.0,3.71,3.63,2.52,0.37,0.39,0.54,0.31,1.79,4.03,0.91,0.3,0.38,0.33,3.66,0.36,0.37,0.36,0.41,0.33,0.0,1.71,0.34,0.28,0.28,0.43,0.31,0.87,0.29,0.32,1.87,1.51,2.9,0.0,0.28,0.32,0.29,0.38,0.0,0.04,4.15,0.0,100.0
10/26/2021,10.05,7.5,6.77,7.23,3.63,8.8,2.07,3.75,2.25,3.85,0.32,2.0,0.71,0.0,3.66,3.59,2.56,0.38,0.38,0.54,0.31,1.81,3.99,0.89,0.29,0.38,0.33,3.65,0.36,0.36,0.36,0.42,0.32,0.0,1.71,0.34,0.28,0.28,0.42,0.3,0.88,0.28,0.33,1.88,1.51,2.86,0.0,0.27,0.31,0.28,0.37,0.0,0.04,4.17,0.0,100.02
10/27/2021,10.05,7.5,6.77,7.23,3.63,8.8,2.07,3.75,2.25,3.85,0.32,2.0,0.71,0.0,3.66,3.59,2.56,0.38,0.38,0.54,0.31,1.81,3.99,0.89,0.29,0.38,0.33,3.65,0.36,0.36,0.36,0.42,0.32,0.0,1.71,0.34,0.28,0.28,0.42,0.3,0.88,0.28,0.33,1.88,1.51,2.86,0.0,0.27,0.31,0.28,0.37,0.0,0.04,4.17,0.0,100.02
10/28/2021,10.35,7.48,6.64,7.06,3.56,8.87,2.04,3.69,2.23,3.8,0.31,1.98,0.71,0.0,3.62,3.56,2.63,0.38,0.38,0.52,0.3,1.91,3.92,0.88,0.29,0.39,0.33,3.69,0.35,0.36,0.35,0.44,0.31,0.0,1.67,0.33,0.29,0.29,0.42,0.3,0.87,0.28,0.32,1.94,1.5,2.81,0.0,0.26,0.32,0.27,0.38,0.0,0.13,4.3,0.0,100.00999999999998
10/29/2021,10.35,7.48,6.64,7.06,3.56,8.87,2.04,3.69,2.23,3.8,0.31,1.98,0.71,0.0,3.62,3.56,2.63,0.38,0.38,0.52,0.3,1.91,3.92,0.88,0.29,0.39,0.33,3.69,0.35,0.36,0.35,0.44,0.31,0.0,1.67,0.33,0.29,0.29,0.42,0.3,0.87,0.28,0.32,1.94,1.5,2.81,0.0,0.26,0.32,0.27,0.38,0.0,0.12,4.3,0.0,100.0
11/01/2021,10.44,7.43,6.63,7.15,3.63,8.97,2.05,3.71,2.24,3.88,0.31,2.03,0.73,0.0,3.55,3.39,2.56,0.36,0.37,0.51,0.29,1.87,3.91,0.84,0.27,0.39,0.33,3.71,0.35,0.34,0.35,0.41,0.3,0.0,1.71,0.33,0.28,0.3,0.38,0.3,0.85,0.26,0.32,1.95,1.55,2.82,0.0,0.28,0.29,0.28,0.37,0.0,0.13,4.28,0.0,99.98
11/02/2021,9.87,6.5,5.66,6.25,3.25,7.76,1.8,3.25,1.97,3.33,0.27,1.8,0.63,0.0,3.01,2.94,2.21,0.31,0.32,0.44,0.26,1.61,3.42,0.71,0.23,0.34,0.29,3.21,0.31,0.27,0.3,0.35,0.26,0.0,1.5,0.29,0.24,0.27,0.34,0.25,0.73,0.23,0.28,1.65,1.35,2.47,0.0,0.25,0.25,0.24,0.31,0.0,12.54,3.69,0.0,100.01
11/03/2021,9.87,6.5,5.66,6.25,3.25,7.76,1.8,3.25,1.97,3.33,0.27,1.8,0.63,0.0,3.01,2.94,2.21,0.31,0.32,0.44,0.26,1.61,3.42,0.71,0.23,0.34,0.29,3.21,0.31,0.27,0.3,0.35,0.26,0.0,1.5,0.29,0.24,0.27,0.34,0.25,0.73,0.23,0.28,1.65,1.35,2.47,0.0,0.25,0.25,0.24,0.31,0.0,12.54,3.69,0.0,100.01
11/04/2021,9.87,6.5,5.66,6.25,3.25,7.76,1.8,3.25,1.97,3.33,0.27,1.8,0.63,0.0,3.01,2.94,2.21,0.31,0.32,0.44,0.26,1.61,3.42,0.71,0.23,0.34,0.29,3.21,0.31,0.27,0.3,0.35,0.26,0.0,1.5,0.29,0.24,0.27,0.34,0.25,0.73,0.23,0.28,1.65,1.35,2.47,0.0,0.25,0.25,0.24,0.31,0.0,12.54,3.69,0.0,100.01
11/05/2021,11.73,7.42,6.41,7.07,3.61,9.05,2.09,3.57,2.25,3.75,0.31,2.02,0.71,0.0,3.43,3.31,2.61,0.35,0.37,0.49,0.28,1.79,3.89,0.83,0.27,0.39,0.33,3.55,0.37,0.3,0.34,0.4,0.3,0.0,1.75,0.34,0.28,0.32,0.4,0.29,0.85,0.26,0.31,1.87,1.56,2.71,0.0,0.29,0.27,0.27,0.35,0.0,0.12,4.15,0.0,99.98
11/08/2021,11.54,7.49,6.39,7.11,3.64,9.14,2.06,3.62,2.33,3.75,0.31,2.03,0.7,0.0,3.31,3.3,2.59,0.36,0.37,0.5,0.29,1.74,3.95,0.83,0.27,0.41,0.33,3.54,0.37,0.3,0.33,0.39,0.31,0.0,1.79,0.32,0.27,0.34,0.39,0.3,0.92,0.25,0.31,1.84,1.52,2.69,0.0,0.28,0.26,0.28,0.34,0.0,0.12,4.25,0.0,100.07
11/09/2021,11.79,7.49,6.33,7.03,3.6,9.12,2.08,3.65,2.39,3.75,0.3,2.01,0.72,0.0,3.24,3.3,2.59,0.35,0.37,0.49,0.29,1.75,3.92,0.8,0.27,0.43,0.32,3.52,0.36,0.3,0.33,0.4,0.31,0.0,1.8,0.33,0.27,0.36,0.39,0.29,0.92,0.25,0.3,1.86,1.48,2.72,0.0,0.28,0.26,0.27,0.35,0.0,0.11,4.13,0.0,99.97
11/10/2021,11.79,7.49,6.33,7.03,3.6,9.12,2.08,3.65,2.39,3.75,0.3,2.01,0.72,0.0,3.24,3.3,2.59,0.35,0.37,0.49,0.29,1.75,3.92,0.8,0.27,0.43,0.32,3.52,0.36,0.3,0.33,0.4,0.31,0.0,1.8,0.33,0.27,0.36,0.39,0.29,0.92,0.25,0.3,1.86,1.48,2.72,0.0,0.28,0.26,0.27,0.35,0.0,0.11,4.13,0.0,99.97
11/11/2021,11.87,7.44,6.23,6.95,3.58,9.27,2.08,3.64,2.39,3.72,0.3,2.01,0.73,0.0,3.34,3.29,2.53,0.35,0.38,0.51,0.28,1.8,3.96,0.82,0.27,0.46,0.32,3.54,0.36,0.3,0.33,0.4,0.31,0.0,1.81,0.35,0.27,0.35,0.37,0.3,0.94,0.25,0.3,1.79,1.47,2.69,0.0,0.28,0.25,0.27,0.35,0.0,0.07,4.1,0.0,99.96999999999998
11/12/2021,11.81,7.38,6.24,6.97,3.62,9.23,2.09,3.64,2.42,3.72,0.3,2.04,0.73,0.0,3.36,3.28,2.49,0.35,0.38,0.51,0.29,1.82,3.93,0.81,0.27,0.46,0.32,3.54,0.36,0.31,0.32,0.4,0.31,0.0,1.8,0.35,0.26,0.34,0.39,0.3,0.92,0.26,0.31,1.8,1.5,2.76,0.0,0.28,0.26,0.28,0.37,0.0,0.07,4.06,0.0,100.01
11/15/2021,11.4,7.42,6.42,7.28,3.67,8.9,2.09,3.57,2.42,3.75,0.3,2.03,0.74,0.0,3.38,3.38,2.46,0.37,0.39,0.49,0.29,1.79,3.92,0.79,0.28,0.46,0.31,3.5,0.35,0.31,0.34,0.4,0.32,0.0,1.81,0.34,0.29,0.3,0.4,0.29,0.93,0.26,0.3,1.85,1.49,2.8,0.0,0.27,0.26,0.27,0.36,0.0,0.16,4.08,0.0,99.98
11/16/2021,11.33,7.47,6.43,7.27,3.7,8.82,2.1,3.61,2.42,3.76,0.31,2.03,0.74,0.0,3.45,3.34,2.45,0.38,0.39,0.5,0.29,1.72,3.87,0.78,0.28,0.47,0.32,3.55,0.36,0.29,0.33,0.4,0.31,0.0,1.81,0.33,0.29,0.31,0.39,0.3,0.94,0.27,0.3,1.89,1.5,2.81,0.0,0.27,0.27,0.26,0.38,0.0,0.16,4.06,0.0,100.01
11/17/2021,11.33,7.47,6.43,7.27,3.7,8.82,2.1,3.61,2.42,3.76,0.31,2.03,0.74,0.0,3.45,3.34,2.45,0.38,0.39,0.5,0.29,1.72,3.87,0.78,0.28,0.47,0.32,3.55,0.36,0.29,0.33,0.4,0.31,0.0,1.81,0.33,0.29,0.31,0.39,0.3,0.94,0.27,0.3,1.89,1.5,2.81,0.0,0.27,0.27,0.26,0.38,0.0,0.16,4.06,0.0,100.01
11/18/2021,11.32,7.35,6.45,7.21,3.75,8.88,2.09,3.6,2.45,3.75,0.3,2.03,0.72,0.0,3.44,3.29,2.47,0.38,0.39,0.5,0.29,1.71,3.91,0.75,0.28,0.47,0.31,3.56,0.36,0.28,0.33,0.4,0.3,0.0,1.83,0.33,0.29,0.32,0.39,0.29,0.93,0.27,0.29,1.92,1.51,2.8,0.0,0.26,0.27,0.25,0.37,0.0,0.22,4.08,0.0,99.94
11/19/2021,11.32,7.35,6.45,7.21,3.75,8.88,2.09,3.6,2.45,3.75,0.3,2.03,0.72,0.0,3.44,3.29,2.47,0.38,0.39,0.5,0.29,1.71,3.91,0.75,0.28,0.47,0.31,3.56,0.36,0.28,0.33,0.4,0.3,0.0,1.83,0.33,0.29,0.32,0.39,0.29,0.93,0.27,0.29,1.92,1.51,2.8,0.0,0.26,0.27,0.25,0.37,0.0,0.22,4.08,0.0,99.94
11/22/2021,10.94,7.62,6.45,7.26,3.79,8.8,2.05,3.64,2.42,3.84,0.31,2.08,0.71,0.0,3.56,3.35,2.48,0.38,0.37,0.49,0.28,1.65,3.95,0.74,0.27,0.44,0.31,3.49,0.36,0.28,0.32,0.39,0.3,0.0,1.83,0.33,0.29,0.3,0.38,0.29,0.89,0.26,0.29,1.89,1.52,2.75,0.0,0.26,0.25,0.25,0.34,0.0,0.39,4.12,0.0,99.95
11/23/2021,10.94,7.62,6.45,7.26,3.79,8.8,2.05,3.64,2.42,3.84,0.31,2.08,0.71,0.0,3.56,3.35,2.48,0.38,0.37,0.49,0.28,1.65,3.95,0.74,0.27,0.44,0.31,3.49,0.36,0.28,0.32,0.39,0.3,0.0,1.83,0.33,0.29,0.3,0.38,0.29,0.89,0.26,0.29,1.89,1.52,2.75,0.0,0.26,0.25,0.25,0.34,0.0,0.39,4.12,0.0,99.95
11/24/2021,10.5,7.91,6.59,7.37,3.84,8.64,2.04,3.67,2.36,3.88,0.31,2.05,0.71,0.0,3.6,3.39,2.44,0.39,0.38,0.49,0.28,1.67,4.05,0.72,0.26,0.41,0.3,3.55,0.35,0.27,0.34,0.38,0.24,0.0,1.83,0.33,0.28,0.29,0.38,0.29,0.88,0.26,0.29,1.9,1.47,2.72,0.0,0.25,0.24,0.24,0.33,0.0,0.44,4.18,0.0,99.98
11/25/2021,10.47,7.74,6.51,7.35,3.87,8.68,2.07,3.76,2.36,3.88,0.32,2.06,0.71,0.0,3.56,3.34,2.4,0.39,0.39,0.5,0.28,1.64,4.03,0.74,0.27,0.41,0.31,3.53,0.36,0.27,0.34,0.38,0.24,0.0,1.84,0.34,0.28,0.29,0.38,0.29,0.89,0.26,0.3,1.89,1.46,2.76,0.0,0.25,0.24,0.24,0.33,0.0,0.43,4.34,0.0,99.97
11/26/2021,10.47,7.74,6.51,7.35,3.87,8.68,2.07,3.76,2.36,3.88,0.32,2.06,0.71,0.0,3.56,3.34,2.4,0.39,0.39,0.5,0.28,1.64,4.03,0.74,0.27,0.41,0.31,3.53,0.36,0.27,0.34,0.38,0.24,0.0,1.84,0.34,0.28,0.29,0.38,0.29,0.89,0.26,0.3,1.89,1.46,2.76,0.0,0.25,0.24,0.24,0.33,0.0,0.43,4.34,0.0,99.97
11/29/2021,10.9,7.78,6.35,7.23,3.78,8.8,2.11,3.72,2.39,3.86,0.32,2.02,0.73,0.0,3.56,3.29,2.4,0.38,0.39,0.5,0.28,1.63,4.03,0.74,0.26,0.45,0.31,3.53,0.37,0.26,0.36,0.37,0.24,0.0,1.92,0.34,0.28,0.28,0.4,0.28,0.91,0.26,0.29,1.87,1.48,2.75,0.0,0.24,0.25,0.25,0.33,0.0,0.41,4.15,0.0,100.03
11/30/2021,9.93,8.08,6.61,7.57,3.91,8.03,2.09,3.76,2.4,3.93,0.32,2.06,0.72,0.0,3.62,3.41,2.46,0.39,0.36,0.49,0.27,1.69,4.1,0.73,0.26,0.4,0.31,3.48,0.37,0.27,0.33,0.39,0.23,0.0,1.92,0.32,0.29,0.28,0.4,0.28,0.88,0.26,0.29,1.93,1.5,2.76,0.0,0.23,0.24,0.25,0.31,0.0,0.49,4.37,0.0,99.97
12/01/2021,9.93,8.08,6.61,7.57,3.91,8.03,2.09,3.76,2.4,3.93,0.32,2.06,0.72,0.0,3.62,3.41,2.46,0.39,0.36,0.49,0.27,1.69,4.1,0.73,0.26,0.4,0.31,3.48,0.37,0.27,0.33,0.39,0.23,0.0,1.92,0.32,0.29,0.28,0.4,0.28,0.88,0.26,0.29,1.93,1.5,2.76,0.0,0.23,0.24,0.25,0.31,0.0,0.49,4.37,0.0,99.97
12/02/2021,10.42,8.04,6.49,7.48,3.91,8.21,2.1,3.78,2.42,3.92,0.33,2.06,0.73,0.0,3.52,3.34,2.48,0.38,0.37,0.49,0.27,1.65,4.05,0.74,0.26,0.41,0.31,3.56,0.38,0.27,0.35,0.37,0.23,0.0,1.97,0.34,0.28,0.28,0.43,0.28,0.9,0.26,0.3,1.92,1.52,2.77,0.0,0.24,0.24,0.25,0.32,0.0,0.06,4.32,0.0,100.0
12/06/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/07/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/08/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/09/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/10/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/13/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/14/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/15/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/16/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/17/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/20/2021,10.09,8.22,6.62,7.55,4.07,7.84,2.14,3.88,2.28,3.95,0.33,2.13,0.74,0.0,3.53,3.33,2.27,0.36,0.36,0.51,0.3,1.56,4.09,0.73,0.28,0.39,0.32,3.55,0.38,0.26,0.34,0.35,0.22,0.0,1.93,0.35,0.27,0.28,0.42,0.29,0.91,0.29,0.3,1.88,1.61,2.95,0.0,0.25,0.27,0.26,0.35,0.0,0.09,4.36,0.0,100.03
12/21/2021,9.9,8.02,6.7,7.3,4.1,7.96,2.13,3.81,2.23,3.85,0.33,2.13,0.74,0.0,3.68,3.36,2.42,0.42,0.36,0.49,0.29,1.78,3.96,0.74,0.28,0.37,0.31,3.61,0.37,0.28,0.33,0.35,0.25,0.0,1.86,0.33,0.28,0.26,0.39,0.29,0.87,0.28,0.31,2.0,1.63,2.97,0.0,0.25,0.25,0.28,0.31,0.0,0.27,4.32,0.0,100.0
