,2269.HK,BGNE,ZLAB,1801.HK,1093.HK,1177.HK,241.HK,2359 HK,853.HK,1066.HK,1833.HK,1548.HK,3692.HK,300760 C2,1099.HK,2196 HK,600276 C1,867.HK,300015 C2,603259 C1,HCM,6185 HK,600436 C1,3759 HK,1951.HK,300122 C2,570.HK,3347 HK,2005.HK,2607 HK,1530.HK,000538 C2,600196 C1,000661 C2,3320.HK,IMAB,600763 C1,000963 C2,300347 C2,9926.HK,300601 C2,2500.HK,300142 C2,600332 C1,002001 C2,002821 C2,300595 C2,002007 C2,300529 C2,002044 C2,300003 C2,603882 C1,600998 C1,BNR,002422 C2,002294 C2,600161 C1,603858 C1,600867 C1,300676 C2,000423 C2,601607 C1,300558 C2,002603 C2,600079 C1,002223 C2,300253 C2,300759 C2,002252 C2,300677 C2,300357 C2,603707 C1,600521 C1,603658 C1,000739 C2,000999 C2,000513 C2,002030 C2,300482 C2,002019 C2,600380 C1,600511 C1,CASH,300463 C2,688185 C1,002399 C2,000623 C2,600529 C1,603456 C1,603127 C1,n/a,603392 C1,300896 C2,603658,SUM
08/31/2021,11.63,6.62,5.53,4.45,6.17,4.48,3.2,3.33,2.21,2.44,1.86,3.4,1.96,1.86,1.96,2.01,1.6,1.75,1.55,1.7,2.01,1.47,1.44,1.36,1.06,1.36,0.96,1.15,0.81,1.1,0.92,0.78,0.85,0.6,0.68,0.66,0.5,0.52,0.59,0.42,0.51,0.33,0.81,0.45,0.48,0.48,0.34,0.42,0.24,0.3,0.29,0.27,0.32,0.22,0.28,0.25,0.25,0.24,0.24,0.22,0.23,0.22,0.17,0.19,0.18,0.18,0.17,0.18,0.19,0.17,0.16,0.16,0.14,0.11,0.17,0.15,0.13,0.13,0.1,0.12,0.11,0.1,0.0,0.08,0.06,0.1,0.1,0.09,0.07,0.09,0.07,0.0,0.0,0.0,100.01
09/01/2021,11.64,6.66,5.6,4.41,5.97,4.51,3.17,3.4,2.19,2.43,1.84,3.43,1.69,1.89,1.96,2.02,1.64,1.66,1.52,1.77,2.05,1.48,1.45,1.38,1.07,1.43,0.97,1.13,0.81,1.11,1.02,0.78,0.87,0.59,0.69,0.67,0.49,0.53,0.57,0.41,0.52,0.32,0.79,0.45,0.49,0.48,0.34,0.38,0.24,0.3,0.29,0.27,0.32,0.21,0.28,0.25,0.25,0.24,0.25,0.22,0.24,0.22,0.17,0.19,0.18,0.19,0.17,0.19,0.19,0.18,0.16,0.16,0.14,0.1,0.17,0.15,0.13,0.14,0.1,0.12,0.11,0.11,0.0,0.08,0.06,0.09,0.1,0.09,0.07,0.09,0.07,0.0,0.0,0.0,99.95
09/02/2021,11.75,6.97,5.55,4.35,5.99,4.48,3.28,3.46,2.29,2.36,1.9,3.37,1.84,1.83,1.94,1.92,1.59,1.73,1.45,1.74,2.04,1.51,1.39,1.44,1.06,1.51,0.98,1.11,0.77,1.11,1.04,0.82,0.82,0.58,0.68,0.66,0.48,0.53,0.55,0.42,0.5,0.33,0.83,0.43,0.46,0.47,0.32,0.34,0.23,0.29,0.29,0.26,0.31,0.22,0.27,0.25,0.24,0.24,0.23,0.21,0.24,0.22,0.16,0.18,0.17,0.18,0.17,0.19,0.18,0.17,0.15,0.15,0.14,0.1,0.17,0.15,0.12,0.13,0.09,0.12,0.1,0.1,0.0,0.08,0.06,0.09,0.09,0.09,0.07,0.09,0.07,0.0,0.0,0.0,100.03
09/03/2021,9.55,7.05,5.7,4.4,5.89,4.55,3.48,3.53,2.26,2.28,1.92,3.2,1.84,1.86,2.0,1.91,1.56,1.67,1.32,1.76,2.14,1.53,1.35,1.43,1.06,1.5,0.97,1.1,0.75,1.1,1.05,0.79,0.8,0.57,0.68,1.05,0.45,0.51,0.54,0.67,0.48,0.46,0.73,0.43,0.46,0.47,0.3,0.34,0.22,0.29,0.29,0.25,0.31,0.36,0.27,0.25,0.23,0.24,0.23,0.2,0.24,0.21,0.16,0.18,0.18,0.18,0.17,0.53,0.18,0.17,0.15,0.16,0.13,0.1,0.17,0.15,0.12,0.12,0.09,0.11,0.1,0.1,0.0,0.07,0.14,0.09,0.09,0.1,0.13,0.09,0.62,0.39,0.0,0.0,100.0
09/06/2021,9.04,7.61,5.76,4.54,5.9,4.67,3.63,3.4,2.18,2.46,1.98,3.08,1.85,1.85,2.04,1.89,1.58,1.67,1.28,1.7,2.18,1.46,1.29,1.38,1.17,1.43,0.95,1.07,0.73,1.1,1.05,0.8,0.78,0.54,0.69,1.05,0.42,0.51,0.53,0.7,0.46,0.46,0.7,0.43,0.48,0.45,0.27,0.34,0.22,0.29,0.3,0.25,0.31,0.38,0.27,0.25,0.23,0.24,0.24,0.2,0.23,0.21,0.16,0.18,0.18,0.17,0.17,0.49,0.18,0.17,0.14,0.15,0.14,0.1,0.18,0.15,0.12,0.13,0.09,0.12,0.1,0.1,0.0,0.07,0.14,0.09,0.1,0.1,0.14,0.17,0.08,0.34,0.43,0.0,100.03
09/08/2021,9.07,7.58,5.66,4.58,5.95,4.71,3.58,3.49,2.23,2.43,1.92,3.06,1.86,1.86,2.03,1.89,1.58,1.7,1.27,1.75,2.24,1.45,1.27,1.41,1.16,1.34,0.97,1.05,0.74,1.1,1.02,0.81,0.78,0.53,0.69,1.05,0.42,0.5,0.53,0.71,0.46,0.45,0.67,0.44,0.48,0.43,0.27,0.34,0.22,0.3,0.3,0.25,0.3,0.39,0.27,0.26,0.23,0.24,0.24,0.2,0.23,0.22,0.17,0.18,0.18,0.17,0.17,0.5,0.18,0.17,0.14,0.15,0.14,0.0,0.18,0.15,0.12,0.12,0.09,0.13,0.1,0.1,0.0,0.07,0.13,0.09,0.1,0.09,0.13,0.16,0.11,0.32,0.4,0.1,100.0
09/09/2021,9.07,7.58,5.66,4.58,5.95,4.71,3.58,3.49,2.23,2.43,1.92,3.06,1.86,1.86,2.03,1.89,1.58,1.7,1.27,1.75,2.24,1.45,1.27,1.41,1.16,1.34,0.97,1.05,0.74,1.1,1.02,0.81,0.78,0.53,0.69,1.05,0.42,0.5,0.53,0.71,0.46,0.45,0.67,0.44,0.48,0.43,0.27,0.34,0.22,0.3,0.3,0.25,0.3,0.39,0.27,0.26,0.23,0.24,0.24,0.2,0.23,0.22,0.17,0.18,0.18,0.17,0.17,0.5,0.18,0.17,0.14,0.15,0.14,0.1,0.18,0.15,0.12,0.12,0.09,0.13,0.1,0.1,0.0,0.07,0.13,0.09,0.1,0.09,0.13,0.16,0.11,0.32,0.4,0.0,100.0
09/10/2021,9.23,7.67,5.76,4.41,5.69,4.59,3.46,3.69,2.21,2.34,1.85,3.06,1.83,1.9,2.04,1.89,1.61,1.61,1.36,1.8,2.04,1.49,1.29,1.42,1.13,1.35,0.96,1.15,0.72,1.12,1.01,0.81,0.77,0.55,0.68,1.07,0.45,0.51,0.57,0.75,0.46,0.46,0.71,0.44,0.47,0.47,0.29,0.33,0.22,0.3,0.29,0.25,0.31,0.37,0.27,0.26,0.25,0.24,0.23,0.2,0.23,0.21,0.18,0.18,0.18,0.17,0.17,0.5,0.18,0.16,0.15,0.15,0.14,0.1,0.18,0.14,0.12,0.13,0.09,0.13,0.1,0.1,0.0,0.07,0.14,0.09,0.1,0.09,0.14,0.18,0.11,0.32,0.44,0.0,100.03000000000002
09/13/2021,9.4,7.63,5.35,4.24,5.68,4.58,3.41,3.67,2.2,2.27,1.87,3.07,1.81,1.88,2.06,1.82,1.62,1.66,1.4,1.84,2.07,1.46,1.31,1.45,1.12,1.34,0.98,1.21,0.7,1.15,1.03,0.82,0.78,0.55,0.67,1.13,0.45,0.51,0.6,0.71,0.5,0.46,0.69,0.46,0.48,0.49,0.29,0.34,0.23,0.33,0.3,0.24,0.33,0.38,0.28,0.27,0.27,0.25,0.24,0.2,0.23,0.22,0.18,0.18,0.18,0.17,0.17,0.52,0.18,0.16,0.15,0.15,0.15,0.1,0.18,0.15,0.12,0.13,0.09,0.13,0.11,0.11,0.0,0.07,0.13,0.1,0.11,0.09,0.14,0.18,0.16,0.32,0.43,0.0,100.02
09/14/2021,9.4,7.63,5.35,4.24,5.68,4.58,3.41,3.67,2.2,2.27,1.87,3.07,1.81,1.88,2.06,1.82,1.62,1.66,1.4,1.84,2.07,1.46,1.31,1.45,1.12,1.34,0.98,1.21,0.7,1.15,1.03,0.82,0.78,0.55,0.67,1.13,0.45,0.51,0.6,0.71,0.5,0.46,0.69,0.46,0.48,0.49,0.29,0.34,0.23,0.33,0.3,0.24,0.33,0.38,0.28,0.27,0.27,0.25,0.24,0.2,0.23,0.22,0.18,0.18,0.18,0.17,0.17,0.52,0.18,0.16,0.15,0.15,0.15,0.1,0.18,0.15,0.12,0.13,0.09,0.13,0.11,0.11,0.0,0.07,0.13,0.1,0.11,0.09,0.14,0.18,0.16,0.32,0.43,0.0,100.02
09/15/2021,9.23,7.9,5.32,4.42,5.73,4.65,3.55,3.69,2.18,2.25,1.9,2.89,1.83,1.85,2.06,1.8,1.61,1.68,1.38,1.83,2.02,1.45,1.31,1.46,1.11,1.32,0.97,1.24,0.71,1.13,1.03,0.82,0.77,0.54,0.68,1.05,0.45,0.5,0.6,0.72,0.46,0.49,0.7,0.45,0.47,0.49,0.29,0.33,0.22,0.32,0.29,0.24,0.33,0.39,0.28,0.27,0.25,0.24,0.24,0.2,0.23,0.22,0.18,0.18,0.17,0.17,0.17,0.52,0.18,0.16,0.14,0.15,0.14,0.1,0.18,0.15,0.12,0.13,0.09,0.12,0.11,0.1,0.0,0.07,0.13,0.1,0.11,0.09,0.14,0.17,0.17,0.31,0.42,0.0,100.0
09/16/2021,9.07,8.27,5.37,4.37,5.75,4.66,3.41,3.63,2.11,2.29,1.84,2.78,1.79,1.9,2.07,1.8,1.61,1.62,1.42,1.79,2.11,1.44,1.33,1.47,1.1,1.33,0.98,1.26,0.69,1.13,1.02,0.85,0.8,0.54,0.69,1.01,0.46,0.5,0.6,0.71,0.46,0.5,0.67,0.46,0.47,0.51,0.29,0.33,0.22,0.33,0.3,0.23,0.33,0.37,0.28,0.27,0.26,0.25,0.24,0.2,0.24,0.22,0.18,0.19,0.17,0.17,0.17,0.52,0.18,0.16,0.15,0.16,0.14,0.1,0.18,0.15,0.12,0.13,0.09,0.13,0.11,0.11,0.0,0.07,0.13,0.1,0.11,0.09,0.14,0.18,0.17,0.31,0.42,0.0,100.03
09/17/2021,9.14,8.29,5.22,4.5,5.68,4.58,3.15,3.78,2.32,2.39,1.81,2.83,1.77,1.9,2.07,1.81,1.59,1.62,1.44,1.85,2.04,1.36,1.3,1.5,1.12,1.32,0.97,1.31,0.68,1.13,1.02,0.86,0.78,0.54,0.66,1.0,0.46,0.49,0.63,0.72,0.45,0.54,0.66,0.45,0.47,0.53,0.3,0.33,0.22,0.31,0.29,0.23,0.32,0.37,0.27,0.27,0.25,0.24,0.24,0.2,0.23,0.22,0.18,0.18,0.17,0.17,0.17,0.55,0.18,0.16,0.15,0.16,0.14,0.1,0.18,0.15,0.12,0.13,0.08,0.12,0.1,0.1,0.0,0.07,0.13,0.09,0.11,0.09,0.14,0.18,0.16,0.3,0.42,0.0,100.0
09/20/2021,9.35,8.93,5.05,4.34,5.55,4.44,3.05,3.92,2.08,2.38,1.78,2.83,1.69,1.92,2.05,1.72,1.62,1.61,1.54,1.93,2.02,1.32,1.31,1.49,1.05,1.28,0.96,1.33,0.68,1.12,0.99,0.85,0.73,0.54,0.66,1.02,0.5,0.49,0.66,0.7,0.41,0.5,0.64,0.44,0.5,0.56,0.31,0.32,0.23,0.33,0.29,0.22,0.33,0.38,0.28,0.27,0.25,0.25,0.24,0.2,0.23,0.22,0.19,0.18,0.16,0.17,0.16,0.58,0.18,0.15,0.14,0.16,0.14,0.1,0.21,0.15,0.12,0.13,0.08,0.12,0.11,0.11,0.0,0.07,0.12,0.1,0.11,0.09,0.17,0.2,0.16,0.3,0.43,0.0,99.96999999999998
09/21/2021,9.35,8.93,5.05,4.34,5.55,4.44,3.05,3.92,2.08,2.38,1.78,2.83,1.69,1.92,2.05,1.72,1.62,1.61,1.54,1.93,2.02,1.32,1.31,1.49,1.05,1.28,0.96,1.33,0.68,1.12,0.99,0.85,0.73,0.54,0.66,1.02,0.5,0.49,0.66,0.7,0.41,0.5,0.64,0.44,0.5,0.56,0.31,0.32,0.23,0.33,0.29,0.22,0.33,0.38,0.28,0.27,0.25,0.25,0.24,0.2,0.23,0.22,0.19,0.18,0.16,0.17,0.16,0.58,0.18,0.15,0.14,0.16,0.14,0.1,0.21,0.15,0.12,0.13,0.08,0.12,0.11,0.11,0.0,0.07,0.12,0.1,0.11,0.09,0.17,0.2,0.16,0.3,0.43,0.0,99.96999999999998
09/22/2021,9.46,8.93,4.92,4.52,5.57,4.31,3.17,3.94,2.2,2.36,1.73,2.83,1.72,1.99,2.0,1.71,1.57,1.6,1.57,1.95,2.0,1.35,1.3,1.48,1.06,1.3,0.91,1.34,0.66,1.07,0.98,0.83,0.71,0.52,0.62,1.09,0.52,0.47,0.68,0.69,0.44,0.51,0.66,0.43,0.48,0.53,0.34,0.31,0.25,0.32,0.28,0.22,0.32,0.38,0.26,0.27,0.24,0.23,0.23,0.19,0.22,0.21,0.19,0.17,0.15,0.16,0.16,0.58,0.17,0.15,0.15,0.16,0.14,0.1,0.2,0.14,0.11,0.13,0.08,0.12,0.11,0.1,0.0,0.07,0.12,0.09,0.1,0.09,0.16,0.21,0.16,0.31,0.43,0.0,99.96000000000002
09/23/2021,9.43,8.94,4.8,4.73,5.49,4.28,3.11,4.01,2.21,2.33,1.75,2.81,1.7,2.02,1.99,1.64,1.58,1.55,1.59,1.97,1.99,1.33,1.32,1.51,1.06,1.32,0.9,1.37,0.65,1.07,0.96,0.83,0.72,0.53,0.61,1.05,0.53,0.48,0.69,0.7,0.44,0.48,0.66,0.43,0.49,0.54,0.35,0.32,0.25,0.32,0.28,0.23,0.32,0.37,0.26,0.27,0.24,0.24,0.23,0.19,0.22,0.21,0.2,0.18,0.15,0.17,0.16,0.59,0.17,0.15,0.15,0.16,0.14,0.1,0.21,0.14,0.12,0.13,0.08,0.12,0.11,0.1,0.0,0.07,0.13,0.09,0.1,0.09,0.16,0.21,0.15,0.31,0.43,0.0,99.96
09/24/2021,9.48,8.75,4.63,4.72,5.57,4.29,3.09,4.03,2.21,2.35,1.73,2.81,1.69,2.02,2.05,1.67,1.59,1.58,1.59,1.97,2.0,1.36,1.32,1.49,1.05,1.32,0.9,1.37,0.65,1.08,0.97,0.84,0.72,0.53,0.62,1.07,0.53,0.48,0.69,0.69,0.44,0.48,0.67,0.43,0.49,0.54,0.35,0.32,0.25,0.32,0.28,0.23,0.32,0.38,0.26,0.27,0.24,0.24,0.23,0.19,0.22,0.21,0.2,0.18,0.16,0.17,0.16,0.59,0.17,0.15,0.15,0.16,0.14,0.1,0.21,0.14,0.12,0.13,0.08,0.12,0.11,0.1,0.0,0.07,0.13,0.09,0.1,0.09,0.16,0.21,0.15,0.31,0.43,0.0,99.93999999999998
09/27/2021,9.39,8.66,4.69,4.8,5.54,4.36,3.2,4.0,2.29,2.41,1.75,2.74,1.7,2.06,2.04,1.63,1.62,1.54,1.61,1.95,1.96,1.37,1.27,1.51,1.05,1.33,0.9,1.34,0.63,1.1,0.96,0.85,0.7,0.53,0.63,1.02,0.53,0.48,0.68,0.72,0.43,0.47,0.63,0.44,0.46,0.56,0.35,0.32,0.24,0.33,0.29,0.23,0.33,0.39,0.27,0.28,0.24,0.24,0.24,0.19,0.23,0.22,0.2,0.18,0.16,0.17,0.17,0.57,0.18,0.15,0.16,0.16,0.15,0.1,0.21,0.15,0.11,0.13,0.09,0.12,0.11,0.1,0.0,0.07,0.12,0.09,0.1,0.09,0.16,0.21,0.15,0.35,0.44,0.0,100.07
09/28/2021,9.39,8.66,4.69,4.8,5.54,4.36,3.2,4.0,2.29,2.41,1.75,2.74,1.7,2.06,2.04,1.63,1.62,1.54,1.61,1.95,1.96,1.37,1.27,1.51,1.05,1.33,0.9,1.34,0.63,1.1,0.96,0.85,0.7,0.53,0.63,1.02,0.53,0.48,0.68,0.72,0.43,0.47,0.63,0.44,0.46,0.56,0.35,0.32,0.24,0.33,0.29,0.23,0.33,0.39,0.27,0.28,0.24,0.24,0.24,0.19,0.23,0.22,0.2,0.18,0.16,0.17,0.17,0.57,0.18,0.15,0.16,0.16,0.15,0.1,0.21,0.15,0.11,0.13,0.09,0.12,0.11,0.1,0.0,0.07,0.12,0.09,0.1,0.09,0.16,0.21,0.15,0.35,0.44,0.0,100.07
09/29/2021,9.25,8.6,4.69,5.05,5.49,4.35,3.02,4.0,2.32,2.35,1.72,2.74,1.68,2.11,2.01,1.63,1.7,1.52,1.6,1.97,1.92,1.38,1.31,1.48,1.06,1.34,0.9,1.32,0.63,1.1,0.94,0.87,0.71,0.55,0.63,1.0,0.54,0.5,0.68,0.71,0.44,0.5,0.61,0.44,0.45,0.57,0.35,0.32,0.25,0.32,0.3,0.24,0.33,0.36,0.27,0.28,0.24,0.24,0.23,0.19,0.23,0.22,0.2,0.18,0.16,0.17,0.17,0.58,0.18,0.15,0.16,0.17,0.15,0.11,0.21,0.15,0.12,0.13,0.09,0.12,0.11,0.1,0.0,0.07,0.12,0.09,0.1,0.09,0.17,0.21,0.15,0.36,0.46,0.0,99.98000000000002
09/30/2021,9.52,8.5,4.38,5.06,5.66,4.33,2.95,4.04,2.27,2.38,1.68,2.7,1.61,2.12,1.99,1.6,1.73,1.5,1.68,1.97,1.95,1.39,1.38,1.5,1.08,1.36,0.88,1.33,0.62,1.1,0.91,0.88,0.73,0.58,0.62,1.02,0.56,0.5,0.69,0.73,0.42,0.49,0.62,0.44,0.43,0.57,0.35,0.32,0.26,0.31,0.3,0.24,0.33,0.35,0.27,0.28,0.24,0.23,0.24,0.19,0.24,0.21,0.2,0.18,0.16,0.17,0.17,0.58,0.17,0.15,0.16,0.17,0.15,0.11,0.21,0.15,0.12,0.12,0.09,0.12,0.1,0.1,0.0,0.07,0.13,0.09,0.1,0.09,0.17,0.2,0.14,0.36,0.45,0.0,99.99
10/01/2021,9.88,8.25,4.11,5.29,5.55,4.31,2.91,4.07,2.24,2.41,1.71,2.77,1.62,2.14,2.01,1.55,1.72,1.51,1.66,1.98,1.92,1.37,1.36,1.55,1.07,1.33,0.88,1.34,0.62,1.09,0.89,0.87,0.71,0.59,0.63,1.02,0.56,0.49,0.7,0.75,0.43,0.49,0.61,0.44,0.43,0.58,0.36,0.32,0.26,0.31,0.31,0.25,0.33,0.33,0.27,0.28,0.24,0.24,0.24,0.18,0.24,0.21,0.2,0.18,0.16,0.17,0.17,0.59,0.17,0.15,0.16,0.18,0.15,0.11,0.21,0.15,0.12,0.12,0.09,0.11,0.1,0.1,0.0,0.07,0.12,0.09,0.1,0.09,0.18,0.2,0.15,0.38,0.43,0.0,99.98
10/04/2021,9.93,8.22,4.12,5.25,5.51,4.47,3.02,4.1,2.04,2.46,1.68,2.57,1.69,2.17,2.02,1.52,1.72,1.54,1.65,2.0,1.93,1.35,1.46,1.53,0.99,1.33,1.02,1.31,0.65,1.06,0.92,0.86,0.65,0.61,0.64,1.06,0.57,0.48,0.7,0.71,0.44,0.49,0.59,0.43,0.43,0.59,0.36,0.32,0.27,0.3,0.3,0.24,0.32,0.34,0.27,0.28,0.23,0.23,0.23,0.19,0.24,0.21,0.2,0.17,0.16,0.17,0.17,0.58,0.17,0.15,0.16,0.19,0.15,0.11,0.2,0.15,0.11,0.12,0.09,0.11,0.1,0.1,0.0,0.08,0.12,0.09,0.1,0.08,0.18,0.19,0.15,0.37,0.46,0.0,99.99
10/05/2021,9.93,8.22,4.12,5.25,5.51,4.47,3.02,4.1,2.04,2.46,1.68,2.57,1.69,2.17,2.02,1.52,1.72,1.54,1.65,2.0,1.93,1.35,1.46,1.53,0.99,1.33,1.02,1.31,0.65,1.06,0.92,0.86,0.65,0.61,0.64,1.06,0.57,0.48,0.7,0.71,0.44,0.49,0.59,0.43,0.43,0.59,0.36,0.32,0.27,0.3,0.3,0.24,0.32,0.34,0.27,0.28,0.23,0.23,0.23,0.19,0.24,0.21,0.2,0.17,0.16,0.17,0.17,0.58,0.17,0.15,0.16,0.19,0.15,0.11,0.2,0.15,0.11,0.12,0.09,0.11,0.1,0.1,0.0,0.08,0.12,0.09,0.1,0.08,0.18,0.19,0.15,0.37,0.46,0.0,99.99
10/06/2021,9.96,8.1,4.03,5.26,5.53,4.49,3.03,4.11,2.04,2.46,1.68,2.58,1.7,2.18,2.02,1.52,1.73,1.55,1.66,2.01,1.86,1.35,1.47,1.53,0.99,1.34,1.03,1.31,0.65,1.07,0.92,0.87,0.65,0.61,0.64,1.06,0.58,0.49,0.7,0.71,0.44,0.5,0.59,0.43,0.43,0.59,0.36,0.32,0.27,0.3,0.3,0.24,0.32,0.33,0.27,0.28,0.24,0.23,0.23,0.19,0.24,0.21,0.2,0.18,0.16,0.17,0.17,0.58,0.17,0.15,0.17,0.19,0.15,0.11,0.2,0.15,0.12,0.12,0.09,0.12,0.1,0.1,0.0,0.08,0.12,0.09,0.1,0.08,0.18,0.19,0.15,0.37,0.47,0.0,100.01
10/07/2021,9.34,8.25,4.12,5.31,5.65,4.37,2.96,4.16,2.09,2.61,1.68,2.55,1.73,2.24,2.06,1.26,1.77,1.55,1.7,2.06,1.81,1.07,1.5,1.54,1.03,1.37,0.97,1.35,0.61,1.1,0.91,0.89,0.67,0.62,0.66,1.09,0.59,0.5,0.72,0.68,0.45,0.53,0.61,0.44,0.44,0.61,0.37,0.33,0.27,0.31,0.31,0.25,0.32,0.31,0.27,0.29,0.24,0.24,0.24,0.19,0.25,0.22,0.2,0.18,0.17,0.18,0.18,0.6,0.18,0.15,0.17,0.2,0.15,0.11,0.21,0.15,0.12,0.13,0.09,0.12,0.1,0.11,0.0,0.08,0.13,0.09,0.1,0.09,0.18,0.2,0.15,0.38,0.48,0.0,100.01
10/08/2021,9.51,8.09,4.14,5.31,5.58,4.23,2.94,4.09,2.08,2.63,1.65,2.64,1.73,2.23,2.07,1.42,1.77,1.54,1.7,2.06,1.81,1.14,1.5,1.54,1.02,1.37,0.98,1.32,0.62,1.1,0.91,0.89,0.67,0.62,0.64,1.12,0.59,0.5,0.72,0.67,0.45,0.55,0.61,0.44,0.44,0.6,0.37,0.33,0.27,0.31,0.31,0.25,0.32,0.31,0.27,0.29,0.24,0.24,0.24,0.19,0.24,0.22,0.2,0.18,0.17,0.18,0.18,0.6,0.18,0.15,0.17,0.2,0.15,0.11,0.21,0.15,0.12,0.13,0.09,0.12,0.1,0.11,0.0,0.08,0.13,0.09,0.1,0.09,0.18,0.2,0.15,0.38,0.48,0.0,100.01
10/11/2021,9.55,8.33,4.16,5.41,5.58,4.1,3.0,4.05,2.01,2.59,1.66,2.71,1.65,2.22,2.11,1.45,1.76,1.5,1.69,2.05,1.81,1.14,1.49,1.46,1.07,1.36,1.01,1.29,0.62,1.09,0.93,0.88,0.67,0.62,0.65,1.1,0.59,0.49,0.72,0.69,0.45,0.53,0.6,0.44,0.44,0.6,0.37,0.32,0.27,0.3,0.31,0.25,0.32,0.32,0.27,0.29,0.24,0.24,0.24,0.19,0.24,0.21,0.2,0.18,0.17,0.18,0.17,0.6,0.18,0.15,0.17,0.2,0.15,0.11,0.21,0.15,0.12,0.13,0.09,0.12,0.1,0.1,0.0,0.08,0.13,0.09,0.1,0.08,0.18,0.2,0.14,0.38,0.48,0.0,100.04
10/12/2021,9.55,8.33,4.16,5.41,5.58,4.1,3.0,4.05,2.01,2.59,1.66,2.71,1.65,2.22,2.11,1.45,1.76,1.5,1.69,2.05,1.81,1.14,1.49,1.46,1.07,1.36,1.01,1.29,0.62,1.09,0.93,0.88,0.67,0.62,0.65,1.1,0.59,0.49,0.72,0.69,0.45,0.53,0.6,0.44,0.44,0.6,0.37,0.32,0.27,0.3,0.31,0.25,0.32,0.32,0.27,0.29,0.24,0.24,0.24,0.19,0.24,0.21,0.2,0.18,0.17,0.18,0.17,0.6,0.18,0.15,0.17,0.2,0.15,0.11,0.21,0.15,0.12,0.13,0.09,0.12,0.1,0.1,0.0,0.08,0.13,0.09,0.1,0.08,0.18,0.2,0.14,0.38,0.48,0.0,100.04
10/13/2021,9.06,8.47,4.12,5.45,5.58,4.22,3.16,4.05,1.9,2.58,1.77,2.53,1.73,2.18,2.12,1.43,1.91,1.57,1.7,2.02,1.8,1.08,1.57,1.36,1.05,1.26,0.99,1.3,0.64,1.1,0.91,0.9,0.66,0.65,0.65,1.07,0.6,0.55,0.72,0.7,0.44,0.53,0.57,0.45,0.44,0.58,0.36,0.34,0.27,0.33,0.32,0.25,0.34,0.32,0.28,0.29,0.24,0.24,0.25,0.19,0.25,0.22,0.21,0.18,0.17,0.18,0.18,0.57,0.18,0.15,0.17,0.2,0.16,0.11,0.21,0.16,0.12,0.13,0.09,0.13,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.18,0.19,0.14,0.37,0.48,0.0,99.96999999999998
10/14/2021,9.09,8.49,4.1,5.47,5.62,4.3,3.17,3.86,2.02,2.54,1.79,2.58,1.83,2.13,2.15,1.46,1.89,1.62,1.64,1.92,1.77,1.1,1.57,1.39,1.09,1.24,1.0,1.28,0.65,1.11,0.91,0.88,0.66,0.67,0.66,1.02,0.58,0.56,0.69,0.74,0.44,0.54,0.56,0.45,0.44,0.56,0.36,0.34,0.27,0.33,0.32,0.25,0.34,0.32,0.28,0.28,0.24,0.25,0.25,0.19,0.25,0.22,0.21,0.18,0.17,0.19,0.17,0.55,0.18,0.15,0.17,0.19,0.16,0.11,0.2,0.15,0.12,0.13,0.09,0.13,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.18,0.19,0.14,0.38,0.47,0.0,100.03
10/15/2021,8.89,8.47,4.06,5.5,5.55,4.27,3.07,3.91,2.03,2.54,1.79,2.71,1.83,2.22,2.13,1.44,1.92,1.64,1.66,1.96,1.74,1.06,1.58,1.36,1.09,1.23,1.02,1.28,0.63,1.13,0.9,0.87,0.66,0.68,0.66,1.0,0.6,0.59,0.7,0.76,0.43,0.53,0.55,0.45,0.43,0.55,0.36,0.35,0.27,0.32,0.32,0.26,0.35,0.33,0.29,0.29,0.24,0.25,0.25,0.19,0.25,0.22,0.21,0.18,0.18,0.19,0.17,0.55,0.18,0.16,0.17,0.2,0.16,0.11,0.21,0.15,0.12,0.13,0.1,0.13,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.18,0.2,0.14,0.39,0.5,0.0,100.01999999999995
10/18/2021,8.88,8.39,4.16,5.49,5.54,4.26,3.06,3.91,2.03,2.53,1.79,2.7,1.83,2.28,2.12,1.44,1.83,1.64,1.55,1.97,1.74,1.06,1.69,1.36,1.09,1.28,1.02,1.28,0.62,1.12,0.9,0.89,0.66,0.71,0.66,1.02,0.54,0.57,0.69,0.76,0.45,0.53,0.56,0.45,0.43,0.55,0.34,0.36,0.27,0.31,0.31,0.25,0.35,0.3,0.29,0.28,0.26,0.25,0.26,0.19,0.26,0.22,0.2,0.18,0.17,0.19,0.17,0.55,0.18,0.16,0.16,0.2,0.16,0.12,0.22,0.15,0.12,0.13,0.09,0.12,0.11,0.11,0.0,0.08,0.11,0.1,0.1,0.09,0.18,0.2,0.13,0.39,0.52,0.0,99.92
