,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,NVDA,V,ADBE,CRM,PYPL,MA,CSCO,ORCL,ACN,IBM,NOW,AVGO,INTC,INTU,AMD,QCOM,TXN,XTSLA,NFLX,SQ,ADP,ADSK,MU,AMAT,SNAP,DOCU,TWLO,CRWD,FIS,ZM,SPGI,FISV,BKNG,WDAY,VEEV,UBER,LRCX,MELI,MRVL,TWTR,FTNT,PANW,SNPS,EBAY,CME,OKTA,ICE,CDNS,ATVI,GPN,MSCI,CTSH,XLNX,ADI,HUBS,TTD,ROKU,SPLK,KLAC,EA,WORK,MTCH,HPQ,PAYX,CSGP,INFO,ANSS,MCO,MCHP,ANET,PINS,COUP,NTAP,DDOG,MXIM,NET,VRSN,EPAM,SWKS,ZS,ZBRA,RNG,IT,DELL,CDW,MMC,MSI,AKAM,HPE,MDB,ALGN,PTC,PAYC,ETSY,EFX,WDC,PTON,CTXS,KEYS,AON,STX,JPM,NLOK,CDAY,TRU,TDOC,IQV,FDX,DT,EQIX,FIVN,DLR,TER,NUAN,QRVO,TYL,ZEN,FFIV,VMW,FICO,FLT,VRSK,ENPH,CRL,CVNA,TRMB,EXPE,AVLR,DXC,CERN,OMC,SMAR,MPWR,BR,CHGG,A,MANH,BL,DBX,IPG,SSNC,PFPT,JNPR,NDAQ,ESTC,PCTY,TTWO,JKHY,GDDY,WLTW,ON,ZTS,BBY,IAC,SCHW,APPN,CPRT,EXPD,CREE,Z,VRNS,CGNX,FDS,NTNX,CBRE,BX,SAIL,AYX,LHX,EVBG,RPD,CIEN,GRMN,LSCC,AZPN,MTD,ROP,MKTX,SEDG,AXON,GWRE,PLAN,TXG,JCOM,FLEX,QTWO,SLAB,G,PEGA,BKI,ROK,BAH,IRM,CBOE,RUN,ZNGA,DFS,ACIW,127.HK,USD,RHI,FSLY,JLL,NEWR,NATI,ALLE,TDC,TW,UPWK,WK,AVTR,SPSC,MSTR,SYNA,BISXX,WOLF,n/a,QLYS,SUM
09/02/2021,14.56,12.31,5.79,5.69,4.96,4.86,3.87,2.25,2.22,1.86,1.83,1.64,1.59,1.25,1.12,0.97,0.95,0.85,0.77,0.9,0.77,0.75,0.63,0.47,0.47,0.66,0.44,0.44,0.38,0.39,0.55,0.4,0.55,0.39,0.31,0.29,0.36,0.34,0.31,0.43,0.3,0.29,0.29,0.36,0.3,0.25,0.34,0.31,0.31,0.28,0.23,0.35,0.23,0.27,0.27,0.18,0.26,0.25,0.22,0.35,0.24,0.22,0.16,0.19,0.2,0.18,0.0,0.14,0.16,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.11,0.13,0.16,0.31,0.0,0.16,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.12,0.11,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.1,0.22,0.09,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.09,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.06,0.08,0.06,0.06,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,98.99000000000002
09/03/2021,14.53,12.25,5.9,5.69,4.98,4.88,3.84,2.24,2.22,1.87,1.84,1.61,1.59,1.25,1.12,0.98,0.96,0.85,0.77,0.91,0.77,0.76,0.63,0.47,0.47,0.65,0.44,0.44,0.38,0.39,0.57,0.39,0.54,0.39,0.31,0.25,0.36,0.34,0.32,0.43,0.3,0.29,0.29,0.36,0.3,0.25,0.34,0.31,0.31,0.28,0.23,0.35,0.23,0.27,0.27,0.18,0.26,0.25,0.22,0.35,0.23,0.22,0.16,0.19,0.19,0.18,0.0,0.14,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.15,0.1,0.13,0.16,0.31,0.0,0.15,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.31,0.09,0.11,0.1,0.08,0.1,0.08,0.1,0.22,0.08,0.1,0.09,0.1,0.1,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.09,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,98.99
09/06/2021,14.5,12.4,5.88,5.63,4.93,4.84,3.84,2.19,2.22,1.86,1.82,1.59,1.6,1.26,1.14,0.98,0.98,0.84,0.77,0.9,0.76,0.75,0.63,0.46,0.49,0.64,0.44,0.41,0.38,0.39,0.55,0.39,0.54,0.38,0.31,0.25,0.36,0.34,0.32,0.43,0.29,0.31,0.29,0.37,0.3,0.25,0.34,0.31,0.32,0.27,0.23,0.36,0.24,0.27,0.27,0.18,0.26,0.25,0.22,0.34,0.23,0.21,0.16,0.2,0.19,0.18,0.0,0.15,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.11,0.14,0.16,0.31,0.0,0.16,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.15,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.31,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.08,0.11,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.1,0.07,0.06,0.06,0.07,0.07,0.0,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.07,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.0
09/07/2021,14.5,12.4,5.88,5.63,4.93,4.84,3.84,2.19,2.22,1.86,1.82,1.59,1.6,1.26,1.14,0.98,0.98,0.84,0.77,0.9,0.76,0.75,0.63,0.46,0.49,0.64,0.44,0.41,0.38,0.39,0.55,0.39,0.54,0.38,0.31,0.25,0.36,0.34,0.32,0.43,0.29,0.31,0.29,0.37,0.3,0.25,0.34,0.31,0.32,0.27,0.23,0.36,0.24,0.27,0.27,0.18,0.26,0.25,0.22,0.34,0.23,0.21,0.16,0.2,0.19,0.18,0.0,0.15,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.11,0.14,0.16,0.31,0.0,0.16,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.15,0.13,0.11,0.13,0.13,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.31,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.08,0.11,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.1,0.07,0.06,0.06,0.07,0.07,0.0,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.07,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.0
09/08/2021,14.43,12.39,5.88,5.62,4.92,4.83,3.9,2.19,2.22,1.88,1.83,1.58,1.59,1.25,1.14,0.97,1.0,0.85,0.76,0.9,0.76,0.75,0.62,0.55,0.49,0.65,0.44,0.41,0.38,0.39,0.56,0.41,0.55,0.38,0.31,0.25,0.36,0.34,0.32,0.44,0.29,0.3,0.29,0.37,0.3,0.25,0.34,0.31,0.32,0.27,0.22,0.35,0.24,0.27,0.27,0.17,0.26,0.25,0.22,0.34,0.24,0.21,0.15,0.2,0.19,0.18,0.0,0.15,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.11,0.14,0.17,0.31,0.0,0.17,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.17,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.3,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.11,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.1,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.01000000000002
09/09/2021,14.43,12.39,5.88,5.62,4.92,4.83,3.9,2.19,2.22,1.88,1.83,1.58,1.59,1.25,1.14,0.97,1.0,0.85,0.76,0.9,0.76,0.75,0.62,0.55,0.49,0.65,0.44,0.41,0.38,0.39,0.56,0.41,0.55,0.38,0.31,0.25,0.36,0.34,0.32,0.44,0.29,0.3,0.29,0.37,0.3,0.25,0.34,0.31,0.32,0.27,0.22,0.35,0.24,0.27,0.27,0.17,0.26,0.25,0.22,0.34,0.24,0.21,0.15,0.2,0.19,0.18,0.0,0.15,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.15,0.11,0.14,0.17,0.31,0.0,0.17,0.13,0.17,0.14,0.18,0.16,0.12,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.17,0.15,0.11,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.3,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.11,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.07,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.08,0.1,0.07,0.06,0.07,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.05,0.06,0.05,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.01000000000002
09/10/2021,14.38,12.59,5.93,5.71,4.94,4.86,3.87,2.2,2.2,1.86,1.86,1.6,1.58,1.24,1.13,0.96,0.98,0.85,0.76,0.89,0.75,0.74,0.62,0.55,0.5,0.64,0.43,0.4,0.38,0.39,0.57,0.38,0.54,0.37,0.31,0.25,0.36,0.33,0.32,0.43,0.28,0.3,0.28,0.37,0.3,0.25,0.34,0.31,0.32,0.27,0.22,0.35,0.23,0.27,0.26,0.18,0.26,0.25,0.22,0.34,0.23,0.2,0.15,0.2,0.19,0.18,0.0,0.16,0.16,0.17,0.18,0.18,0.17,0.17,0.17,0.14,0.1,0.14,0.16,0.31,0.0,0.17,0.13,0.17,0.13,0.18,0.16,0.11,0.17,0.13,0.15,0.14,0.13,0.11,0.13,0.16,0.15,0.1,0.15,0.13,0.13,0.1,0.09,0.1,0.13,0.13,0.11,0.3,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.11,0.09,0.09,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.0,0.06,0.05,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.08,0.08,0.09,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.01000000000002
09/13/2021,14.37,12.48,5.94,5.69,4.96,4.88,3.82,2.23,2.22,1.85,1.83,1.64,1.59,1.26,1.14,0.97,0.97,0.85,0.77,0.91,0.74,0.74,0.63,0.54,0.5,0.61,0.43,0.41,0.38,0.39,0.56,0.37,0.53,0.37,0.31,0.25,0.37,0.34,0.32,0.43,0.28,0.3,0.28,0.36,0.3,0.24,0.34,0.32,0.32,0.26,0.22,0.35,0.23,0.28,0.26,0.19,0.27,0.25,0.22,0.36,0.23,0.2,0.15,0.2,0.2,0.18,0.0,0.16,0.16,0.17,0.18,0.18,0.18,0.17,0.17,0.15,0.1,0.14,0.17,0.32,0.0,0.16,0.13,0.17,0.13,0.18,0.16,0.11,0.17,0.13,0.15,0.15,0.13,0.12,0.13,0.16,0.15,0.1,0.15,0.13,0.13,0.1,0.1,0.1,0.13,0.13,0.11,0.31,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.07,0.07,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.08,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.05,0.0,0.07,0.06,0.06,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.09,0.07,0.07,0.08,0.0,0.0,0.0,0.0,99.10000000000002
09/14/2021,14.43,12.18,5.97,5.76,4.91,4.82,3.9,2.23,2.23,1.84,1.83,1.64,1.58,1.27,1.16,0.97,0.98,0.87,0.78,0.92,0.74,0.75,0.64,0.58,0.51,0.61,0.43,0.41,0.38,0.4,0.56,0.37,0.52,0.37,0.31,0.26,0.37,0.33,0.32,0.43,0.28,0.3,0.29,0.36,0.3,0.24,0.34,0.32,0.32,0.26,0.22,0.34,0.24,0.28,0.27,0.19,0.27,0.25,0.22,0.36,0.23,0.2,0.15,0.19,0.2,0.18,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.17,0.14,0.1,0.14,0.17,0.32,0.0,0.17,0.14,0.17,0.13,0.18,0.16,0.1,0.17,0.13,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.13,0.13,0.1,0.1,0.1,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.07,0.07,0.07,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.04,0.07,0.06,0.07,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.08,0.09,0.07,0.06,0.08,0.0,0.0,0.0,0.0,99.05
09/15/2021,14.43,12.18,5.97,5.76,4.91,4.82,3.9,2.23,2.23,1.84,1.83,1.64,1.58,1.27,1.16,0.97,0.98,0.87,0.78,0.92,0.74,0.75,0.64,0.58,0.51,0.61,0.43,0.41,0.38,0.4,0.56,0.37,0.52,0.37,0.31,0.26,0.37,0.33,0.32,0.43,0.28,0.3,0.29,0.36,0.3,0.24,0.34,0.32,0.32,0.26,0.22,0.34,0.24,0.28,0.27,0.19,0.27,0.25,0.22,0.36,0.23,0.2,0.15,0.19,0.2,0.18,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.17,0.14,0.1,0.14,0.17,0.32,0.0,0.17,0.14,0.17,0.13,0.18,0.16,0.1,0.17,0.13,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.13,0.13,0.1,0.1,0.1,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.06,0.08,0.07,0.07,0.07,0.07,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.04,0.07,0.06,0.07,0.07,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.08,0.08,0.09,0.07,0.06,0.08,0.0,0.0,0.0,0.0,99.05
09/16/2021,14.51,12.24,5.96,5.73,4.97,4.88,3.85,2.23,2.19,1.82,1.81,1.65,1.59,1.26,1.15,0.98,0.96,0.87,0.8,0.91,0.74,0.75,0.65,0.58,0.5,0.61,0.43,0.4,0.39,0.41,0.54,0.36,0.51,0.36,0.31,0.25,0.37,0.33,0.32,0.43,0.27,0.3,0.29,0.36,0.31,0.23,0.32,0.33,0.32,0.26,0.22,0.33,0.24,0.28,0.26,0.19,0.26,0.25,0.22,0.37,0.23,0.2,0.15,0.19,0.21,0.18,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.18,0.15,0.1,0.13,0.17,0.31,0.0,0.16,0.14,0.17,0.14,0.17,0.16,0.1,0.17,0.14,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.14,0.13,0.13,0.1,0.1,0.1,0.13,0.13,0.1,0.31,0.09,0.11,0.1,0.08,0.1,0.08,0.11,0.22,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.0,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.09,0.09,0.08,0.07,0.08,0.0,0.0,0.0,0.0,99.08
09/17/2021,14.65,12.14,5.95,5.74,4.98,4.88,3.87,2.22,2.19,1.82,1.82,1.64,1.58,1.23,1.15,0.97,0.97,0.87,0.79,0.92,0.74,0.74,0.65,0.58,0.49,0.61,0.43,0.4,0.39,0.41,0.54,0.36,0.51,0.36,0.31,0.24,0.37,0.32,0.33,0.43,0.27,0.29,0.29,0.36,0.31,0.24,0.33,0.33,0.32,0.26,0.22,0.34,0.24,0.28,0.26,0.18,0.27,0.25,0.22,0.37,0.23,0.2,0.14,0.19,0.21,0.18,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.18,0.15,0.1,0.13,0.17,0.32,0.0,0.16,0.14,0.17,0.13,0.18,0.16,0.1,0.17,0.13,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.14,0.13,0.13,0.09,0.1,0.11,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.07,0.1,0.08,0.11,0.22,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.1,0.08,0.07,0.09,0.07,0.06,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.0,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.09,0.09,0.08,0.06,0.08,0.0,0.0,0.0,0.0,99.02
09/20/2021,14.78,12.08,5.96,5.63,4.97,4.87,3.83,2.21,2.24,1.85,1.81,1.62,1.55,1.23,1.15,0.96,0.98,0.88,0.79,0.92,0.74,0.72,0.65,0.59,0.49,0.62,0.42,0.41,0.39,0.42,0.54,0.37,0.52,0.37,0.31,0.24,0.37,0.32,0.32,0.43,0.28,0.29,0.3,0.36,0.31,0.24,0.33,0.33,0.32,0.27,0.22,0.34,0.23,0.28,0.26,0.18,0.27,0.25,0.22,0.37,0.24,0.2,0.15,0.19,0.21,0.17,0.0,0.17,0.16,0.17,0.18,0.19,0.18,0.17,0.18,0.15,0.1,0.13,0.17,0.33,0.0,0.17,0.14,0.17,0.13,0.18,0.16,0.11,0.17,0.14,0.14,0.14,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.13,0.13,0.09,0.1,0.11,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.05,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.0,0.07,0.06,0.06,0.06,0.07,0.09,0.04,0.04,0.0,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.09,0.09,0.08,0.06,0.08,0.0,0.0,0.0,0.0,99.06
09/21/2021,14.72,12.02,5.99,5.58,4.94,4.84,3.83,2.21,2.23,1.87,1.79,1.63,1.56,1.23,1.14,0.96,0.99,0.88,0.79,0.92,0.73,0.71,0.66,0.59,0.5,0.63,0.43,0.42,0.39,0.42,0.57,0.37,0.54,0.37,0.31,0.25,0.37,0.32,0.33,0.43,0.28,0.3,0.3,0.37,0.31,0.25,0.33,0.33,0.31,0.27,0.22,0.35,0.23,0.28,0.27,0.18,0.26,0.25,0.22,0.37,0.24,0.2,0.15,0.19,0.22,0.17,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.18,0.15,0.1,0.13,0.17,0.33,0.0,0.17,0.13,0.17,0.13,0.18,0.16,0.11,0.17,0.14,0.14,0.14,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.14,0.13,0.1,0.1,0.11,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.05,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.07,0.09,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.09,0.09,0.08,0.06,0.08,0.0,0.0,0.0,0.0,99.04
