,AMC,NTLA,SWAV,CROX,THC,UPWK,OVV,YETI,FANG,CELH,XEC,FOXF,LB,JCOM,SGMS,RH,OLN,APA,AM,BEAM,WMS,BRKS,CRNC,PGNY,STAA,TPD.,IIVI,SBNY,CDNA,MTSI,CLF,FUBO,GTLS,BILL,EXP,SFIX,AEIS,BYD,MAT,AXON,VVV,BRKR,PPD,SYNH,TNL,DECK,DBX,MSTR,ENSG,OPK,PFSI,SAIA,WSM,MKSI,DAR,FND,SPWR,AAL,LAD,MEDP,APPS,EXPI,FATE,BJ,DNLI,FFIN,FIVE,FBHS,WK,SITE,DIOD,PACB,CHWY,TPL,WSC,DT,KWR,SEE,SAM,CG,SHAK,SMG,FIZZ,ADT,GBCI,AHCO,TTEK,FFIV,INSP,BLD,TNET,CVET,IRM,NTRA,EYE,OMCL,MORN,EGHT,IIPR,HALO,Helen of Troy Limited,LAMR,MGNI,TREX,WSO,VIR,ZNGA,SSD,TTC,TRUP,PD,TWST,APPN,ATUS,ALRM,CHGG,FRPT,POWI,SAIL,SPCE,ACIW,GKOS,OLLI,SAGE,BE,IRDM,RDFN,FTDR,NRZ,RCM,HAIN,BWXT,RPD,CHDN,MANH,WDFC,CCMP,FIVN,LSCC,SMAR,VRNS,FCEL,LPSN,HLF,ARES,EDIT,TW,BYND,LII,WTRG,FEYE,TMX,RGEN,PEN,HASI,FSLR,ATR,AZPN,CRUS,FUO.,EBS,IART,SDGR,STMP,NOVA,TFSL,WEX,SMTC,RPM,MPW,RLI,OLED,AAON,BPMC,CREE,PSTG,ONEM,NYT,TGTX,RARE,NTNX,PFPT,LSI,GMED,CLDR,CPT,CUBE,WING,AMH,BRO,EGP,FR,SAFE,NEWR,STAG,RGLD,PCTY,LANC,MSA,BAH,VRT,APO,BHVN,GGG,PEGA,US Dollar,TRNO,WMG,ELS,TENB,TNDM,GLPI,NARI,NEOG,VRM,BAND,QDEL,MDLA,AZEK,CRSP,ARWR,MPLN,AMED,ARVN,LHCG,MNTV,NBIX,RenaissanceRe Holdings Ltd.,REXR,JKHY,KNSL,TPX,HELE,CONE,BL,EVBG,COR,DLB,FDS,RNR,IAA,CHE,018000.KQ,GO,XLRN,ENV,VSCO WI,BBWI WI,ICUI,SUM
08/10/2021,0.34,0.62,0.72,0.9,0.76,0.57,0.6,0.82,0.64,0.74,0.0,0.76,0.64,0.75,0.62,0.74,0.75,0.63,0.53,0.63,0.74,0.67,0.59,0.61,0.73,0.0,0.56,0.6,0.66,0.58,0.83,0.61,0.68,0.66,0.76,0.57,0.62,0.57,0.82,0.81,0.72,0.81,0.0,0.58,0.38,0.84,0.79,0.67,0.44,0.42,0.5,0.52,0.72,0.53,0.63,0.84,0.24,0.44,0.63,0.6,0.52,0.94,0.49,0.81,0.4,0.6,0.63,0.6,0.71,0.5,0.67,0.41,0.5,0.41,0.46,0.66,0.32,0.74,0.29,0.77,0.25,0.38,0.42,0.51,0.44,0.27,0.33,0.34,0.33,0.49,0.18,0.0,0.63,0.62,0.63,0.62,0.61,0.0,0.71,0.53,0.0,0.47,0.0,0.61,0.72,0.24,0.34,0.61,0.62,0.64,0.3,0.37,0.0,0.52,0.16,0.15,0.37,0.36,0.43,0.32,0.0,0.18,0.31,0.22,0.24,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.71,0.0,0.51,0.0,0.0,0.49,0.65,0.44,0.45,0.0,0.44,0.68,0.86,0.44,0.31,0.35,0.57,0.33,0.25,0.0,0.56,0.43,0.31,0.31,0.27,0.32,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.28,0.29,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.67,0.62,0.0,0.5,0.65,0.5,0.48,0.46,0.47,0.47,0.53,0.36,0.5,0.0,0.19,0.29,0.43,0.43,0.74,0.74,0.76,0.46,0.41,0.0,0.31,0.29,0.33,0.31,0.33,0.31,0.3,0.28,0.27,0.26,0.29,0.3,0.26,0.25,0.23,0.23,0.0,0.18,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.8,0.59,0.16,0.15,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,96.45
08/11/2021,0.34,0.62,0.72,0.9,0.76,0.57,0.6,0.82,0.64,0.74,0.0,0.76,0.64,0.75,0.62,0.74,0.75,0.63,0.53,0.63,0.74,0.67,0.59,0.61,0.73,0.0,0.56,0.6,0.66,0.58,0.83,0.61,0.68,0.66,0.76,0.57,0.62,0.57,0.82,0.81,0.72,0.81,0.0,0.58,0.38,0.84,0.79,0.67,0.44,0.42,0.5,0.52,0.72,0.53,0.63,0.84,0.24,0.44,0.63,0.6,0.52,0.94,0.49,0.81,0.4,0.6,0.63,0.6,0.71,0.5,0.67,0.41,0.5,0.41,0.46,0.66,0.32,0.74,0.29,0.77,0.25,0.38,0.42,0.51,0.44,0.27,0.33,0.34,0.33,0.49,0.18,0.0,0.63,0.62,0.63,0.62,0.61,0.0,0.71,0.53,0.0,0.47,0.0,0.61,0.72,0.24,0.34,0.61,0.62,0.64,0.3,0.37,0.0,0.52,0.16,0.15,0.37,0.36,0.43,0.32,0.0,0.18,0.31,0.22,0.24,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.71,0.0,0.51,0.0,0.0,0.49,0.65,0.44,0.45,0.0,0.44,0.68,0.86,0.44,0.31,0.35,0.57,0.33,0.25,0.0,0.56,0.43,0.31,0.31,0.27,0.32,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.28,0.29,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.67,0.62,0.0,0.5,0.65,0.5,0.48,0.46,0.47,0.47,0.53,0.36,0.5,0.0,0.19,0.29,0.43,0.43,0.74,0.74,0.76,0.46,0.41,0.0,0.31,0.29,0.33,0.31,0.33,0.31,0.3,0.28,0.27,0.26,0.29,0.3,0.26,0.25,0.23,0.23,0.0,0.18,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.8,0.59,0.16,0.15,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.15,0.2,0.0,0.0,96.45
08/13/2021,0.34,0.58,0.68,0.91,0.73,0.58,0.6,0.83,0.62,0.76,0.0,0.77,0.0,0.74,0.65,0.79,0.77,0.66,0.54,0.61,0.75,0.67,0.67,0.58,0.7,0.0,0.54,0.62,0.63,0.58,0.9,0.67,0.71,0.65,0.79,0.56,0.6,0.58,0.84,0.78,0.7,0.81,0.0,0.57,0.39,0.84,0.8,0.68,0.44,0.41,0.49,0.52,0.75,0.51,0.65,0.86,0.25,0.44,0.65,0.59,0.47,0.98,0.47,0.83,0.41,0.61,0.68,0.6,0.72,0.52,0.67,0.39,0.51,0.42,0.45,0.66,0.33,0.76,0.29,0.76,0.26,0.37,0.43,0.51,0.44,0.27,0.34,0.33,0.29,0.5,0.18,0.0,0.65,0.56,0.64,0.6,0.61,0.0,0.72,0.54,0.0,0.46,0.0,0.61,0.72,0.26,0.34,0.61,0.63,0.65,0.29,0.35,0.0,0.51,0.15,0.15,0.37,0.36,0.4,0.31,0.0,0.18,0.33,0.22,0.26,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.69,0.0,0.49,0.0,0.0,0.48,0.64,0.43,0.45,0.0,0.44,0.69,0.85,0.48,0.31,0.36,0.58,0.33,0.26,0.0,0.56,0.42,0.32,0.32,0.27,0.32,0.42,0.0,0.0,0.3,0.0,0.49,0.0,0.0,0.0,0.28,0.29,0.0,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.67,0.59,0.0,0.48,0.65,0.48,0.47,0.46,0.47,0.47,0.52,0.35,0.49,0.0,0.19,0.29,0.44,0.43,0.74,0.72,0.68,0.46,0.41,0.0,0.31,0.29,0.33,0.3,0.32,0.31,0.29,0.28,0.28,0.25,0.3,0.3,0.26,0.25,0.22,0.22,0.0,0.18,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.82,0.62,0.16,0.15,0.15,0.15,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.88,0.0,96.69
08/16/2021,0.35,0.59,0.73,0.92,0.78,0.56,0.59,0.83,0.63,0.72,0.0,0.76,0.0,0.74,0.69,0.81,0.78,0.65,0.54,0.61,0.75,0.65,0.67,0.59,0.67,0.0,0.53,0.63,0.59,0.57,0.89,0.73,0.72,0.67,0.81,0.55,0.57,0.59,0.82,0.79,0.71,0.81,0.0,0.58,0.4,0.84,0.79,0.65,0.43,0.41,0.49,0.53,0.76,0.49,0.68,0.83,0.24,0.43,0.65,0.58,0.45,1.03,0.46,0.81,0.4,0.6,0.69,0.61,0.71,0.52,0.68,0.39,0.53,0.42,0.45,0.65,0.32,0.76,0.28,0.78,0.26,0.37,0.42,0.49,0.44,0.0,0.35,0.33,0.3,0.51,0.18,0.0,0.66,0.54,0.64,0.6,0.61,0.0,0.73,0.55,0.0,0.47,0.0,0.63,0.72,0.26,0.35,0.61,0.62,0.64,0.28,0.36,0.0,0.5,0.15,0.0,0.36,0.36,0.4,0.25,0.0,0.17,0.3,0.23,0.25,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.71,0.0,0.48,0.0,0.0,0.47,0.63,0.43,0.46,0.0,0.45,0.69,0.84,0.52,0.31,0.35,0.58,0.32,0.27,0.0,0.57,0.43,0.32,0.32,0.28,0.27,0.42,0.0,0.15,0.31,0.0,0.49,0.0,0.0,0.0,0.28,0.29,0.0,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.67,0.59,0.0,0.49,0.65,0.48,0.47,0.47,0.47,0.47,0.52,0.36,0.5,0.0,0.2,0.29,0.44,0.43,0.75,0.71,0.69,0.46,0.41,0.0,0.31,0.29,0.33,0.3,0.32,0.31,0.24,0.27,0.22,0.25,0.29,0.3,0.29,0.25,0.22,0.21,0.0,0.17,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.83,0.62,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.88,0.0,96.67
08/17/2021,0.36,0.58,0.74,0.95,0.79,0.55,0.58,0.84,0.61,0.72,0.0,0.77,0.0,0.73,0.68,0.8,0.79,0.62,0.53,0.59,0.75,0.65,0.65,0.59,0.69,0.0,0.52,0.63,0.57,0.57,0.9,0.67,0.72,0.68,0.81,0.52,0.58,0.59,0.82,0.79,0.71,0.82,0.0,0.59,0.4,0.85,0.8,0.66,0.44,0.41,0.49,0.53,0.75,0.49,0.7,0.83,0.23,0.42,0.66,0.61,0.43,0.95,0.45,0.79,0.4,0.6,0.69,0.62,0.72,0.53,0.68,0.38,0.54,0.42,0.45,0.66,0.32,0.77,0.28,0.79,0.25,0.37,0.42,0.49,0.44,0.0,0.35,0.33,0.29,0.51,0.19,0.0,0.66,0.53,0.63,0.6,0.61,0.0,0.73,0.55,0.0,0.47,0.0,0.63,0.72,0.27,0.35,0.61,0.62,0.63,0.29,0.34,0.0,0.5,0.15,0.15,0.36,0.36,0.39,0.25,0.0,0.17,0.31,0.23,0.24,0.15,0.0,0.0,0.28,0.0,0.16,0.0,0.72,0.0,0.49,0.0,0.0,0.47,0.63,0.43,0.47,0.0,0.45,0.7,0.88,0.5,0.31,0.35,0.58,0.32,0.27,0.0,0.58,0.42,0.31,0.32,0.28,0.28,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.29,0.3,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.67,0.59,0.0,0.5,0.66,0.49,0.48,0.47,0.48,0.48,0.52,0.36,0.51,0.0,0.2,0.3,0.44,0.43,0.75,0.72,0.72,0.47,0.41,0.0,0.31,0.29,0.34,0.31,0.33,0.31,0.23,0.28,0.22,0.24,0.29,0.3,0.29,0.24,0.22,0.21,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.63,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.86,0.0,96.74
08/18/2021,0.36,0.58,0.74,0.95,0.79,0.55,0.58,0.84,0.61,0.72,0.0,0.77,0.0,0.73,0.68,0.8,0.79,0.62,0.53,0.59,0.75,0.65,0.65,0.59,0.69,0.0,0.52,0.63,0.57,0.57,0.9,0.67,0.72,0.68,0.81,0.52,0.58,0.59,0.82,0.79,0.71,0.82,0.0,0.59,0.4,0.85,0.8,0.66,0.44,0.41,0.49,0.53,0.75,0.49,0.7,0.83,0.23,0.42,0.66,0.61,0.43,0.95,0.45,0.79,0.4,0.6,0.69,0.62,0.72,0.53,0.68,0.38,0.54,0.42,0.45,0.66,0.32,0.77,0.28,0.79,0.25,0.37,0.42,0.49,0.44,0.0,0.35,0.33,0.29,0.51,0.19,0.0,0.66,0.53,0.63,0.6,0.61,0.0,0.73,0.55,0.0,0.47,0.0,0.63,0.72,0.27,0.35,0.61,0.62,0.63,0.29,0.34,0.0,0.5,0.15,0.15,0.36,0.36,0.39,0.25,0.0,0.17,0.31,0.23,0.24,0.15,0.0,0.0,0.28,0.0,0.16,0.0,0.72,0.0,0.49,0.0,0.0,0.47,0.63,0.43,0.47,0.0,0.45,0.7,0.88,0.5,0.31,0.35,0.58,0.32,0.27,0.0,0.58,0.42,0.31,0.32,0.28,0.28,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.29,0.3,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.67,0.59,0.0,0.5,0.66,0.49,0.48,0.47,0.48,0.48,0.52,0.36,0.51,0.0,0.2,0.3,0.44,0.43,0.75,0.72,0.72,0.47,0.41,0.0,0.31,0.29,0.34,0.31,0.33,0.31,0.23,0.28,0.22,0.24,0.29,0.3,0.29,0.24,0.22,0.21,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.63,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.86,0.0,96.74
08/19/2021,0.38,0.57,0.76,0.95,0.8,0.54,0.56,0.84,0.58,0.72,0.0,0.78,0.0,0.72,0.68,0.8,0.78,0.6,0.53,0.6,0.74,0.65,0.64,0.59,0.71,0.0,0.52,0.63,0.59,0.57,0.89,0.65,0.73,0.66,0.81,0.52,0.57,0.58,0.82,0.8,0.72,0.83,0.0,0.6,0.4,0.86,0.78,0.64,0.44,0.41,0.5,0.53,0.78,0.5,0.71,0.84,0.23,0.42,0.66,0.63,0.42,0.86,0.46,0.83,0.4,0.6,0.71,0.63,0.73,0.53,0.69,0.37,0.52,0.41,0.45,0.64,0.32,0.77,0.28,0.8,0.25,0.36,0.42,0.49,0.44,0.0,0.35,0.33,0.31,0.51,0.19,0.0,0.66,0.54,0.65,0.6,0.63,0.0,0.73,0.55,0.0,0.47,0.0,0.64,0.74,0.27,0.35,0.62,0.63,0.61,0.28,0.33,0.0,0.49,0.0,0.0,0.36,0.36,0.39,0.25,0.0,0.18,0.3,0.23,0.23,0.15,0.0,0.0,0.28,0.0,0.16,0.0,0.71,0.0,0.5,0.0,0.0,0.45,0.63,0.43,0.46,0.0,0.44,0.7,0.88,0.48,0.31,0.34,0.59,0.33,0.26,0.0,0.58,0.42,0.31,0.32,0.29,0.28,0.43,0.0,0.0,0.32,0.0,0.49,0.0,0.15,0.0,0.29,0.3,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.68,0.61,0.0,0.5,0.66,0.49,0.48,0.48,0.48,0.48,0.51,0.35,0.51,0.0,0.2,0.3,0.44,0.43,0.75,0.72,0.72,0.47,0.42,0.0,0.32,0.29,0.34,0.3,0.34,0.31,0.23,0.28,0.21,0.24,0.28,0.3,0.29,0.23,0.22,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.17,0.85,0.63,0.16,0.15,0.16,0.16,0.16,0.17,0.16,0.0,0.0,0.27,0.0,0.15,0.15,0.0,0.88,0.0,96.75
08/20/2021,0.4,0.58,0.77,0.91,0.81,0.53,0.58,0.82,0.59,0.66,0.0,0.75,0.0,0.73,0.67,0.78,0.76,0.6,0.54,0.61,0.74,0.63,0.65,0.57,0.73,0.0,0.52,0.62,0.59,0.55,0.87,0.64,0.7,0.66,0.82,0.51,0.56,0.57,0.82,0.8,0.72,0.84,0.0,0.61,0.39,0.84,0.78,0.61,0.44,0.42,0.5,0.54,0.78,0.49,0.69,0.82,0.22,0.42,0.61,0.62,0.41,0.85,0.45,0.85,0.41,0.61,0.71,0.62,0.74,0.51,0.68,0.36,0.54,0.41,0.45,0.65,0.32,0.77,0.28,0.79,0.25,0.36,0.41,0.48,0.44,0.0,0.34,0.33,0.33,0.5,0.19,0.0,0.66,0.54,0.66,0.61,0.63,0.0,0.73,0.55,0.0,0.48,0.0,0.62,0.74,0.27,0.36,0.62,0.63,0.59,0.28,0.34,0.0,0.5,0.0,0.0,0.36,0.36,0.39,0.25,0.0,0.18,0.31,0.23,0.23,0.0,0.0,0.0,0.28,0.0,0.16,0.0,0.71,0.0,0.5,0.0,0.0,0.46,0.62,0.43,0.46,0.0,0.44,0.7,0.87,0.5,0.32,0.34,0.59,0.33,0.26,0.0,0.59,0.43,0.31,0.32,0.29,0.28,0.43,0.0,0.15,0.32,0.0,0.5,0.0,0.15,0.0,0.28,0.3,0.15,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.69,0.62,0.0,0.51,0.68,0.49,0.48,0.49,0.49,0.49,0.52,0.35,0.52,0.0,0.2,0.3,0.45,0.44,0.76,0.72,0.75,0.47,0.43,0.0,0.32,0.3,0.34,0.3,0.35,0.32,0.24,0.29,0.2,0.24,0.29,0.31,0.29,0.23,0.23,0.2,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.84,0.63,0.16,0.15,0.16,0.17,0.16,0.17,0.17,0.0,0.0,0.27,0.0,0.15,0.16,0.0,0.85,0.0,96.68
08/23/2021,0.37,0.55,0.77,0.93,0.81,0.54,0.56,0.82,0.56,0.67,0.0,0.73,0.0,0.73,0.66,0.77,0.73,0.58,0.52,0.59,0.74,0.64,0.64,0.6,0.71,0.0,0.51,0.6,0.6,0.56,0.84,0.61,0.73,0.7,0.82,0.51,0.57,0.56,0.81,0.8,0.71,0.86,0.0,0.61,0.39,0.87,0.77,0.63,0.43,0.4,0.5,0.54,0.77,0.49,0.68,0.84,0.22,0.41,0.61,0.62,0.39,0.81,0.46,0.88,0.39,0.6,0.71,0.61,0.76,0.52,0.69,0.35,0.53,0.39,0.45,0.66,0.31,0.78,0.27,0.78,0.24,0.38,0.42,0.47,0.44,0.26,0.34,0.33,0.33,0.5,0.2,0.0,0.67,0.57,0.66,0.62,0.63,0.0,0.75,0.53,0.0,0.48,0.0,0.64,0.74,0.3,0.37,0.62,0.62,0.58,0.28,0.34,0.0,0.49,0.0,0.0,0.37,0.37,0.39,0.25,0.0,0.17,0.31,0.22,0.23,0.15,0.0,0.0,0.28,0.0,0.16,0.0,0.72,0.0,0.5,0.0,0.0,0.45,0.63,0.47,0.46,0.0,0.44,0.71,0.87,0.48,0.32,0.34,0.59,0.33,0.26,0.0,0.61,0.44,0.31,0.32,0.29,0.29,0.43,0.0,0.15,0.32,0.0,0.51,0.0,0.15,0.0,0.28,0.29,0.15,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.7,0.62,0.0,0.52,0.69,0.49,0.49,0.5,0.5,0.49,0.53,0.35,0.52,0.0,0.2,0.3,0.45,0.45,0.76,0.7,0.76,0.47,0.44,0.0,0.32,0.31,0.35,0.3,0.36,0.32,0.24,0.29,0.19,0.23,0.28,0.31,0.3,0.22,0.22,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.84,0.63,0.16,0.0,0.16,0.17,0.15,0.17,0.17,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.96,0.0,96.72
08/24/2021,0.37,0.57,0.78,0.94,0.83,0.55,0.56,0.83,0.56,0.67,0.0,0.75,0.0,0.74,0.67,0.78,0.74,0.57,0.53,0.61,0.75,0.63,0.63,0.6,0.65,0.0,0.51,0.62,0.62,0.56,0.82,0.61,0.75,0.7,0.81,0.51,0.56,0.56,0.81,0.81,0.71,0.85,0.0,0.61,0.39,0.87,0.78,0.66,0.43,0.42,0.5,0.55,0.79,0.49,0.63,0.86,0.22,0.4,0.59,0.62,0.39,0.83,0.36,0.92,0.38,0.61,0.72,0.61,0.75,0.52,0.7,0.37,0.5,0.38,0.45,0.66,0.31,0.77,0.27,0.78,0.24,0.38,0.41,0.47,0.45,0.26,0.34,0.33,0.34,0.5,0.19,0.0,0.66,0.58,0.67,0.62,0.63,0.0,0.75,0.54,0.0,0.48,0.0,0.65,0.74,0.3,0.37,0.62,0.61,0.6,0.28,0.35,0.0,0.52,0.0,0.0,0.36,0.37,0.39,0.25,0.0,0.18,0.3,0.23,0.23,0.15,0.0,0.0,0.28,0.0,0.15,0.0,0.72,0.0,0.5,0.0,0.0,0.45,0.62,0.47,0.46,0.0,0.45,0.71,0.86,0.49,0.31,0.34,0.58,0.33,0.26,0.0,0.61,0.44,0.31,0.32,0.29,0.28,0.43,0.0,0.15,0.32,0.0,0.5,0.0,0.0,0.0,0.28,0.29,0.15,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.69,0.62,0.0,0.51,0.68,0.49,0.49,0.5,0.49,0.49,0.53,0.34,0.52,0.0,0.2,0.3,0.45,0.45,0.76,0.69,0.78,0.47,0.44,0.0,0.32,0.31,0.34,0.3,0.36,0.32,0.25,0.29,0.18,0.23,0.28,0.31,0.31,0.22,0.22,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.83,0.62,0.16,0.0,0.16,0.17,0.15,0.17,0.17,0.0,0.15,0.0,0.0,0.15,0.16,0.0,0.96,0.0,96.78
08/25/2021,0.37,0.57,0.78,0.94,0.83,0.55,0.56,0.83,0.56,0.67,0.0,0.75,0.0,0.74,0.67,0.78,0.74,0.57,0.53,0.61,0.75,0.63,0.63,0.6,0.65,0.0,0.51,0.62,0.62,0.56,0.82,0.61,0.75,0.7,0.81,0.51,0.56,0.56,0.81,0.81,0.71,0.85,0.0,0.61,0.39,0.87,0.78,0.66,0.43,0.42,0.5,0.55,0.79,0.49,0.63,0.86,0.22,0.4,0.59,0.62,0.39,0.83,0.36,0.92,0.38,0.61,0.72,0.61,0.75,0.52,0.7,0.37,0.5,0.38,0.45,0.66,0.31,0.77,0.27,0.78,0.24,0.38,0.41,0.47,0.45,0.26,0.34,0.33,0.34,0.5,0.19,0.0,0.66,0.58,0.67,0.62,0.63,0.0,0.75,0.54,0.0,0.48,0.0,0.65,0.74,0.3,0.37,0.62,0.61,0.6,0.28,0.35,0.0,0.52,0.0,0.0,0.36,0.37,0.39,0.25,0.0,0.18,0.3,0.23,0.23,0.15,0.0,0.0,0.28,0.0,0.15,0.0,0.72,0.0,0.5,0.0,0.0,0.45,0.62,0.47,0.46,0.0,0.45,0.71,0.86,0.49,0.31,0.34,0.58,0.33,0.26,0.0,0.61,0.44,0.31,0.32,0.29,0.28,0.43,0.0,0.15,0.32,0.0,0.5,0.0,0.0,0.0,0.28,0.29,0.15,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.69,0.62,0.0,0.51,0.68,0.49,0.49,0.5,0.49,0.49,0.53,0.34,0.52,0.0,0.2,0.3,0.45,0.45,0.76,0.69,0.78,0.47,0.44,0.0,0.32,0.31,0.34,0.3,0.36,0.32,0.25,0.29,0.18,0.23,0.28,0.31,0.31,0.22,0.22,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.83,0.62,0.16,0.0,0.16,0.17,0.15,0.17,0.17,0.0,0.15,0.0,0.0,0.15,0.16,0.0,0.96,0.0,96.78
08/26/2021,0.39,0.59,0.76,0.93,0.82,0.55,0.59,0.8,0.58,0.7,0.0,0.74,0.0,0.72,0.69,0.77,0.74,0.6,0.53,0.63,0.76,0.63,0.64,0.62,0.66,0.0,0.51,0.62,0.62,0.57,0.83,0.62,0.74,0.72,0.81,0.51,0.56,0.57,0.81,0.8,0.7,0.84,0.0,0.6,0.39,0.85,0.77,0.65,0.43,0.43,0.49,0.55,0.77,0.49,0.65,0.84,0.23,0.41,0.59,0.61,0.41,0.86,0.38,0.87,0.4,0.6,0.71,0.6,0.74,0.51,0.7,0.38,0.5,0.39,0.45,0.67,0.31,0.76,0.27,0.77,0.24,0.37,0.41,0.47,0.45,0.26,0.34,0.33,0.33,0.5,0.19,0.0,0.66,0.59,0.67,0.61,0.62,0.0,0.75,0.54,0.0,0.48,0.0,0.65,0.73,0.31,0.37,0.62,0.6,0.63,0.28,0.37,0.0,0.52,0.0,0.0,0.37,0.38,0.39,0.25,0.0,0.18,0.3,0.23,0.23,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.72,0.0,0.5,0.0,0.0,0.45,0.63,0.48,0.47,0.0,0.45,0.71,0.86,0.52,0.31,0.35,0.57,0.32,0.26,0.0,0.6,0.44,0.31,0.32,0.29,0.28,0.43,0.0,0.15,0.32,0.0,0.49,0.0,0.0,0.0,0.29,0.29,0.15,0.32,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.68,0.61,0.0,0.49,0.67,0.48,0.48,0.49,0.48,0.48,0.51,0.34,0.5,0.0,0.2,0.29,0.44,0.43,0.76,0.7,0.79,0.46,0.43,0.0,0.31,0.3,0.33,0.3,0.35,0.31,0.26,0.29,0.18,0.23,0.28,0.3,0.3,0.23,0.23,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.17,0.83,0.61,0.16,0.0,0.16,0.16,0.15,0.17,0.17,0.0,0.15,0.0,0.0,0.15,0.16,0.0,0.96,0.0,96.71
