,TLRY,FAF.TO,VFF.TO,OGI.TO,WEED.TO,CRON.TO,GRWG,VLNS.TO,HYFM,RIV.TO,AMRS,XLY.TO,YCBD,SMG,LABS.TO,CLVR,HEXO.TO,AAK.ST,CWEB.TO,ENW.V,WAT,FIRE.TO,PKI,GNLN,HITI.V,CRDL.TO,NBEV,NEPT.TO,CREE,AGFY,AH.TO,WLLW.TO,Nova Cannabis Inc Ordinary Shares,ALTR.LS,n/a,688098.SS,688065.SS,ACB.TO,NOVC.TO,RIV.CN,WOLF,AFCG,MAPS,FAF.NE,VLNS.NE,VFF,SUM
01/18/2022,4.5,4.9,0.0,5.22,4.54,5.66,3.22,2.16,4.06,0.0,2.25,3.06,2.56,6.62,2.82,1.6,0.0,0.0,1.84,3.3,3.68,0.0,3.83,2.78,3.96,2.47,1.67,0.0,0.0,2.38,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.23,3.82,0.0,0.0,4.47,2.22,0.0,0.0,5.75,100.02
01/19/2022,4.5,4.9,0.0,5.22,4.54,5.66,3.22,2.16,4.06,0.0,2.25,3.06,2.56,6.62,2.82,1.6,0.0,0.0,1.84,3.3,3.68,0.0,3.83,2.78,3.96,2.47,1.67,0.0,0.0,2.38,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.23,3.82,0.0,0.0,4.47,2.22,0.0,0.0,5.75,100.02
01/20/2022,4.5,4.9,0.0,5.22,4.54,5.66,3.22,2.16,4.06,0.0,2.25,3.06,2.56,6.62,2.82,1.6,0.0,0.0,1.84,3.3,3.68,0.0,3.83,2.78,3.96,2.47,1.67,0.0,0.0,2.38,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.23,3.82,0.0,0.0,4.47,2.22,0.0,0.0,5.75,100.02
01/21/2022,4.5,4.9,0.0,5.22,4.54,5.66,3.22,2.16,4.06,0.0,2.25,3.06,2.56,6.62,2.82,1.6,0.0,0.0,1.84,3.3,3.68,0.0,3.83,2.78,3.96,2.47,1.67,0.0,0.0,2.38,0.0,1.45,0.0,0.0,0.0,0.0,0.0,3.23,3.82,0.0,0.0,4.47,2.22,0.0,0.0,5.75,100.02
01/24/2022,4.59,4.99,0.0,5.09,4.75,5.6,3.16,2.13,3.82,0.0,2.72,3.01,2.91,5.21,3.26,1.71,0.0,0.0,1.9,3.47,3.52,0.0,3.75,2.51,3.99,2.63,1.69,0.0,0.0,2.17,0.0,1.49,0.0,0.0,0.0,0.0,0.0,2.83,4.04,0.0,0.0,4.73,2.61,0.0,0.0,5.72,100.0
01/25/2022,4.59,4.99,0.0,5.09,4.75,5.6,3.16,2.13,3.82,0.0,2.72,3.01,2.91,5.21,3.26,1.71,0.0,0.0,1.9,3.47,3.52,0.0,3.75,2.51,3.99,2.63,1.69,0.0,0.0,2.17,0.0,1.49,0.0,0.0,0.0,0.0,0.0,2.83,4.04,0.0,0.0,4.73,2.61,0.0,0.0,5.72,100.0
01/26/2022,4.59,4.99,0.0,5.09,4.75,5.6,3.16,2.13,3.82,0.0,2.72,3.01,2.91,5.21,3.26,1.71,0.0,0.0,1.9,3.47,3.52,0.0,3.75,2.51,3.99,2.63,1.69,0.0,0.0,2.17,0.0,1.49,0.0,0.0,0.0,0.0,0.0,2.83,4.04,0.0,0.0,4.73,2.61,0.0,0.0,5.72,100.0
01/27/2022,4.7,5.11,0.0,5.08,4.83,5.59,3.21,1.97,3.85,0.0,2.89,2.9,2.88,5.36,3.11,1.56,0.0,0.0,1.71,3.44,3.72,0.0,3.87,2.64,3.85,2.43,1.81,0.0,0.0,2.29,0.0,1.53,0.0,0.0,0.0,0.0,0.0,2.67,3.93,0.0,0.0,4.8,2.66,0.0,0.0,5.61,100.0
01/28/2022,4.64,5.19,0.0,4.9,4.83,5.71,3.06,2.13,3.81,0.0,2.67,3.02,2.93,5.42,3.38,1.64,0.0,0.0,1.79,3.47,3.61,0.0,3.78,2.51,4.18,2.46,1.76,0.0,0.0,2.2,0.0,1.51,0.0,0.0,0.0,0.0,0.0,2.62,3.88,0.0,0.0,4.81,2.54,0.0,0.0,5.59,100.04
01/31/2022,4.51,5.2,0.0,4.89,4.8,5.77,3.0,1.97,3.62,0.0,2.66,3.08,2.9,5.52,3.23,1.68,0.0,0.0,1.79,3.88,3.8,0.0,3.91,2.41,4.13,2.78,1.75,0.0,0.0,1.86,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.52,4.13,0.0,0.0,4.88,2.58,0.0,0.0,5.31,100.03
02/01/2022,4.51,5.2,0.0,4.89,4.8,5.77,3.0,1.97,3.62,0.0,2.66,3.08,2.9,5.52,3.23,1.68,0.0,0.0,1.79,3.88,3.8,0.0,3.91,2.41,4.13,2.78,1.75,0.0,0.0,1.86,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.52,4.13,0.0,0.0,4.88,2.58,0.0,0.0,5.31,100.03
02/02/2022,4.51,5.2,0.0,4.89,4.8,5.77,3.0,1.97,3.62,0.0,2.66,3.08,2.9,5.52,3.23,1.68,0.0,0.0,1.79,3.88,3.8,0.0,3.91,2.41,4.13,2.78,1.75,0.0,0.0,1.86,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.52,4.13,0.0,0.0,4.88,2.58,0.0,0.0,5.31,100.03
02/03/2022,4.51,5.2,0.0,4.89,4.8,5.77,3.0,1.97,3.62,0.0,2.66,3.08,2.9,5.52,3.23,1.68,0.0,0.0,1.79,3.88,3.8,0.0,3.91,2.41,4.13,2.78,1.75,0.0,0.0,1.86,0.0,1.47,0.0,0.0,0.0,0.0,0.0,2.52,4.13,0.0,0.0,4.88,2.58,0.0,0.0,5.31,100.03
