,MSFT,AAPL,AMZN,GOOGL,PYPL,NVDA,FB,ADBE,MA,NKE,AMT,002960.SZ,DHR,IDXX,UNH,DOCU,SPGI,V,CHTR,AMAT,LYV,DIS,CSGP,TSLA,ABNB,TDG,SHW,DE,LLY,DKNG,TMUS,CMG,DXCM,EL,UNP,IQV,NOW,HD,301012.SZ,n/a,TJX,JCI,CDNS,ACN,HCA,CRM,UBER,INTU,SUM
11/29/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/30/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/06/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/07/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/08/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/09/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/10/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/13/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/14/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/15/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/16/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/17/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/20/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/21/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/22/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/23/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/24/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/27/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/28/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/29/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/30/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
12/31/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/04/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/05/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/06/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/07/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/10/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/11/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/12/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/13/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/14/2022,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
01/17/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/18/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/19/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/20/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/21/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/24/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/25/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/26/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/27/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/28/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
01/31/2022,10.75,8.99,6.91,6.63,2.07,4.71,3.01,2.86,3.17,2.09,1.79,0.0,2.11,1.48,1.65,0.9,0.0,1.63,0.0,0.0,1.36,1.16,0.0,3.25,0.96,0.0,2.0,1.42,0.86,1.01,0.0,1.83,1.27,1.52,1.65,1.47,1.52,0.57,0.0,1.04,2.01,1.9,1.95,2.55,2.17,1.94,1.92,1.91,99.99
