,NVDA,MSFT,TSLA,PYPL,V,MA,UNH,CMCSA,GOOG,GOOGL,ADBE,INTC,VZ,CRM,CSCO,T,ACN,AVGO,TXN,QCOM,UPS,UNP,ORCL,IBM,INTU,AMAT,AMT,AMD,NOW,AXP,DE,SPGI,ANTM,SQ,CHTR,LRCX,BKNG,MU,FIS,PLD,FGXXX,ADP,TMUS,CCI,CI,PNC,ZM,CME,TFC,SNAP,FDX,CSX,ATVI,MMC,COF,EQIX,NSC,ICE,ADSK,UBER,CB,FISV,TWLO,ETN,MCO,SNOW,PGR,HUM,GPN,HCA,TWTR,AON,DOCU,JCI,ROKU,CRWD,KLAC,IQV,EBAY,MRVL,PSA,TT,PINS,SPG,VEEV,MSCI,WDAY,CARR,SNPS,CNC,INFO,AIG,MET,BK,PRU,EA,MTCH,ORLY,PH,MCHP,ALL,PLTR,TRV,CDNS,MSI,CTSH,DFS,OTIS,PANW,CMI,PAYX,WELL,SBAC,AFL,FTNT,FRC,SWK,AZO,KKR,ROK,TTD,CSGP,MTD,DHI,PTON,SWKS,MCK,SIVB,PCAR,ANSS,FAST,WLTW,EFX,OKTA,AVB,AMP,EQR,VRSK,KEYS,CPRT,AWK,ZBRA,CBRE,EPAM,LEN,MXIM,FITB,SYF,LBRDK,AJG,ODFL,BBY,KSU,HUBS,DELL,O,CDW,CVNA,CERN,URI,EXPE,SPLK,RNG,NET,TDOC,VRSN,ENPH,HIG,QRVO,WAT,DDOG,DOV,WORK,EXR,TER,EXPD,VTR,INVH,KMX,WDC,TRU,IT,FLT,TRMB,ANET,TTWO,MDB,KEY,NDAQ,ESS,CFG,Z,RF,RBLX,MAA,COUP,PAYC,MTB,SUI,AKAM,BR,TYL,ALLY,DRE,CINF,GPC,NVR,MPWR,ON,ZS,STX,POOL,NTAP,U,SUM
08/13/2021,4.66,4.8,4.29,3.55,3.62,3.32,3.34,3.11,2.44,2.46,1.66,1.23,1.24,1.26,1.21,1.12,1.14,1.06,0.98,0.93,0.77,0.83,0.87,0.71,0.79,0.71,0.68,0.72,0.64,0.57,0.59,0.59,0.52,0.59,0.54,0.49,0.5,0.48,0.46,0.53,0.3,0.52,0.47,0.46,0.41,0.45,0.41,0.42,0.44,0.47,0.37,0.42,0.36,0.42,0.43,0.4,0.36,0.37,0.41,0.31,0.39,0.36,0.32,0.37,0.34,0.38,0.32,0.3,0.28,0.36,0.29,0.33,0.32,0.29,0.23,0.27,0.29,0.26,0.25,0.27,0.26,0.26,0.17,0.24,0.25,0.28,0.24,0.28,0.25,0.21,0.24,0.26,0.24,0.24,0.23,0.22,0.2,0.23,0.22,0.22,0.22,0.2,0.22,0.23,0.22,0.22,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.23,0.19,0.18,0.2,0.2,0.21,0.21,0.19,0.19,0.18,0.16,0.17,0.17,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.16,0.13,0.14,0.11,0.13,0.11,0.15,0.11,0.12,0.13,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.12,0.12,0.12,0.11,0.13,0.14,0.12,0.12,0.12,0.0,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,94.73
08/16/2021,4.64,4.84,4.36,3.55,3.51,3.25,3.29,3.14,2.44,2.46,1.69,1.22,1.24,1.29,1.23,1.12,1.14,1.06,0.97,0.93,0.78,0.85,0.87,0.71,0.8,0.66,0.69,0.72,0.64,0.57,0.61,0.59,0.5,0.58,0.55,0.46,0.5,0.44,0.46,0.54,0.3,0.51,0.48,0.47,0.41,0.46,0.4,0.41,0.44,0.47,0.38,0.43,0.37,0.43,0.45,0.4,0.38,0.37,0.41,0.3,0.4,0.36,0.32,0.37,0.34,0.4,0.32,0.29,0.28,0.36,0.28,0.34,0.31,0.29,0.23,0.26,0.28,0.26,0.25,0.27,0.26,0.25,0.17,0.24,0.25,0.28,0.24,0.27,0.25,0.2,0.24,0.26,0.24,0.25,0.24,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.23,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.24,0.2,0.18,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.16,0.18,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.12,0.13,0.11,0.15,0.11,0.12,0.12,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.12,0.12,0.12,0.0,0.13,0.14,0.12,0.12,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,94.73
08/17/2021,4.64,4.84,4.36,3.55,3.51,3.25,3.29,3.14,2.44,2.46,1.69,1.22,1.24,1.29,1.23,1.12,1.14,1.06,0.97,0.93,0.78,0.85,0.87,0.71,0.8,0.66,0.69,0.72,0.64,0.57,0.61,0.59,0.5,0.58,0.55,0.46,0.5,0.44,0.46,0.54,0.3,0.51,0.48,0.47,0.41,0.46,0.4,0.41,0.44,0.47,0.38,0.43,0.37,0.43,0.45,0.4,0.38,0.37,0.41,0.3,0.4,0.36,0.32,0.37,0.34,0.4,0.32,0.29,0.28,0.36,0.28,0.34,0.31,0.29,0.23,0.26,0.28,0.26,0.25,0.27,0.26,0.25,0.17,0.24,0.25,0.28,0.24,0.27,0.25,0.2,0.24,0.26,0.24,0.25,0.24,0.22,0.2,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.23,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.24,0.2,0.18,0.2,0.2,0.21,0.2,0.18,0.19,0.18,0.16,0.17,0.18,0.18,0.16,0.18,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.12,0.13,0.11,0.15,0.11,0.12,0.12,0.14,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.12,0.12,0.12,0.0,0.13,0.14,0.12,0.12,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,94.73
08/18/2021,4.69,4.88,4.32,3.54,3.52,3.25,3.31,3.14,2.43,2.46,1.69,1.22,1.24,1.3,1.23,1.12,1.15,1.07,0.97,0.94,0.78,0.85,0.88,0.71,0.8,0.66,0.7,0.75,0.65,0.56,0.6,0.59,0.5,0.58,0.55,0.46,0.5,0.44,0.46,0.54,0.3,0.51,0.47,0.47,0.41,0.45,0.39,0.41,0.43,0.46,0.38,0.43,0.36,0.43,0.45,0.4,0.38,0.36,0.41,0.3,0.4,0.36,0.32,0.37,0.34,0.4,0.31,0.29,0.28,0.36,0.28,0.34,0.31,0.29,0.22,0.26,0.28,0.26,0.27,0.27,0.26,0.25,0.17,0.24,0.25,0.28,0.24,0.27,0.25,0.2,0.25,0.26,0.24,0.24,0.24,0.22,0.19,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.23,0.22,0.2,0.19,0.21,0.2,0.21,0.2,0.24,0.19,0.18,0.2,0.2,0.2,0.19,0.18,0.2,0.18,0.16,0.17,0.18,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.13,0.14,0.11,0.13,0.11,0.15,0.11,0.11,0.12,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.14,0.12,0.12,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,94.74
08/19/2021,4.64,4.91,4.13,3.59,3.56,3.26,3.37,3.14,2.44,2.48,1.69,1.22,1.25,1.29,1.22,1.12,1.16,1.07,0.98,0.94,0.79,0.85,0.88,0.72,0.81,0.67,0.7,0.73,0.64,0.56,0.6,0.6,0.51,0.57,0.55,0.47,0.49,0.44,0.46,0.55,0.3,0.52,0.46,0.47,0.41,0.45,0.38,0.41,0.43,0.45,0.39,0.43,0.36,0.43,0.45,0.41,0.38,0.37,0.4,0.29,0.4,0.36,0.3,0.37,0.35,0.39,0.32,0.3,0.28,0.36,0.28,0.34,0.3,0.3,0.22,0.25,0.28,0.27,0.28,0.26,0.26,0.26,0.17,0.24,0.24,0.28,0.24,0.27,0.25,0.2,0.25,0.26,0.24,0.24,0.24,0.22,0.19,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.23,0.22,0.19,0.19,0.21,0.2,0.21,0.2,0.23,0.2,0.18,0.2,0.2,0.21,0.19,0.18,0.2,0.19,0.16,0.17,0.18,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.19,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.14,0.11,0.13,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.1,0.11,0.0,0.0,94.79000000000002
08/20/2021,4.56,4.93,4.04,3.53,3.58,3.29,3.44,3.18,2.43,2.47,1.7,1.21,1.26,1.29,1.23,1.13,1.18,1.06,0.97,0.92,0.8,0.85,0.89,0.72,0.8,0.66,0.72,0.73,0.65,0.56,0.6,0.6,0.52,0.57,0.56,0.46,0.49,0.45,0.47,0.56,0.31,0.52,0.46,0.48,0.41,0.45,0.38,0.41,0.42,0.45,0.38,0.43,0.36,0.44,0.44,0.41,0.38,0.37,0.4,0.29,0.4,0.37,0.31,0.37,0.35,0.39,0.31,0.3,0.28,0.36,0.28,0.35,0.3,0.3,0.22,0.25,0.28,0.27,0.27,0.26,0.27,0.26,0.17,0.24,0.25,0.28,0.24,0.27,0.25,0.21,0.25,0.26,0.24,0.24,0.24,0.23,0.19,0.23,0.21,0.22,0.22,0.21,0.22,0.23,0.22,0.23,0.23,0.22,0.19,0.19,0.21,0.2,0.22,0.2,0.23,0.19,0.18,0.2,0.2,0.2,0.19,0.18,0.2,0.18,0.16,0.17,0.18,0.17,0.15,0.17,0.18,0.15,0.18,0.16,0.18,0.18,0.17,0.17,0.17,0.16,0.18,0.17,0.17,0.19,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.14,0.11,0.13,0.11,0.15,0.11,0.12,0.11,0.14,0.12,0.14,0.16,0.14,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.12,0.11,0.1,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,94.82
08/23/2021,4.67,5.02,4.11,3.54,3.55,3.25,3.51,3.17,2.44,2.46,1.72,1.21,1.25,1.33,1.26,1.11,1.18,1.05,0.97,0.9,0.79,0.84,0.87,0.7,0.82,0.67,0.73,0.71,0.65,0.54,0.57,0.59,0.52,0.56,0.56,0.46,0.48,0.45,0.45,0.56,0.31,0.51,0.47,0.48,0.4,0.44,0.37,0.4,0.42,0.44,0.37,0.43,0.36,0.44,0.43,0.42,0.37,0.37,0.41,0.29,0.41,0.38,0.3,0.38,0.34,0.39,0.32,0.3,0.27,0.37,0.27,0.35,0.31,0.3,0.21,0.25,0.28,0.27,0.27,0.27,0.27,0.26,0.16,0.24,0.25,0.28,0.24,0.27,0.27,0.21,0.24,0.26,0.23,0.24,0.23,0.23,0.19,0.23,0.21,0.22,0.22,0.21,0.23,0.24,0.23,0.23,0.22,0.22,0.19,0.19,0.21,0.2,0.22,0.2,0.23,0.19,0.17,0.2,0.19,0.21,0.18,0.18,0.2,0.18,0.16,0.16,0.18,0.16,0.16,0.17,0.18,0.15,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.17,0.17,0.19,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.13,0.11,0.13,0.11,0.15,0.11,0.12,0.11,0.13,0.11,0.14,0.16,0.14,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,94.91
08/24/2021,4.67,5.02,4.11,3.54,3.55,3.25,3.51,3.17,2.44,2.46,1.72,1.21,1.25,1.33,1.26,1.11,1.18,1.05,0.97,0.9,0.79,0.84,0.87,0.7,0.82,0.67,0.73,0.71,0.65,0.54,0.57,0.59,0.52,0.56,0.56,0.46,0.48,0.45,0.45,0.56,0.31,0.51,0.47,0.48,0.4,0.44,0.37,0.4,0.42,0.44,0.37,0.43,0.36,0.44,0.43,0.42,0.37,0.37,0.41,0.29,0.41,0.38,0.3,0.38,0.34,0.39,0.32,0.3,0.27,0.37,0.27,0.35,0.31,0.3,0.21,0.25,0.28,0.27,0.27,0.27,0.27,0.26,0.16,0.24,0.25,0.28,0.24,0.27,0.27,0.21,0.24,0.26,0.23,0.24,0.23,0.23,0.19,0.23,0.21,0.22,0.22,0.21,0.23,0.24,0.23,0.23,0.22,0.22,0.19,0.19,0.21,0.2,0.22,0.2,0.23,0.19,0.17,0.2,0.19,0.21,0.18,0.18,0.2,0.18,0.16,0.16,0.18,0.16,0.16,0.17,0.18,0.15,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.17,0.17,0.19,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.14,0.13,0.11,0.13,0.11,0.15,0.11,0.12,0.11,0.13,0.11,0.14,0.16,0.14,0.0,0.13,0.11,0.12,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.0,94.91
08/25/2021,4.86,5.1,4.11,3.53,3.51,3.2,3.49,3.16,2.44,2.47,1.73,1.19,1.24,1.33,1.27,1.1,1.19,1.05,0.96,0.9,0.78,0.83,0.87,0.7,0.81,0.65,0.72,0.71,0.66,0.54,0.55,0.59,0.52,0.57,0.56,0.45,0.48,0.44,0.45,0.55,0.31,0.51,0.47,0.48,0.4,0.44,0.37,0.39,0.42,0.45,0.37,0.43,0.36,0.44,0.43,0.42,0.37,0.37,0.41,0.28,0.41,0.38,0.3,0.37,0.34,0.37,0.32,0.3,0.27,0.37,0.27,0.35,0.3,0.3,0.22,0.25,0.28,0.27,0.27,0.27,0.27,0.26,0.16,0.24,0.25,0.28,0.24,0.27,0.27,0.21,0.24,0.26,0.23,0.24,0.23,0.23,0.19,0.23,0.21,0.21,0.22,0.21,0.23,0.24,0.23,0.23,0.22,0.22,0.19,0.19,0.21,0.2,0.22,0.2,0.23,0.19,0.17,0.2,0.2,0.2,0.18,0.18,0.2,0.18,0.15,0.16,0.18,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.17,0.17,0.19,0.16,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.15,0.11,0.12,0.11,0.13,0.11,0.14,0.15,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.12,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,94.85000000000002
08/26/2021,5.06,5.04,4.22,3.54,3.51,3.21,3.41,3.14,2.46,2.49,1.73,1.2,1.23,1.34,1.26,1.09,1.17,1.05,0.96,0.91,0.77,0.82,0.86,0.69,0.81,0.66,0.71,0.73,0.68,0.54,0.56,0.58,0.51,0.58,0.56,0.46,0.48,0.44,0.45,0.54,0.31,0.5,0.46,0.47,0.4,0.44,0.37,0.4,0.42,0.46,0.36,0.42,0.35,0.44,0.42,0.41,0.37,0.36,0.41,0.29,0.4,0.38,0.3,0.37,0.34,0.38,0.31,0.3,0.27,0.36,0.28,0.34,0.3,0.3,0.22,0.26,0.28,0.26,0.27,0.27,0.26,0.26,0.16,0.23,0.24,0.28,0.24,0.27,0.27,0.2,0.24,0.26,0.23,0.24,0.23,0.23,0.19,0.23,0.21,0.22,0.22,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.19,0.19,0.21,0.19,0.21,0.2,0.24,0.19,0.17,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.15,0.16,0.18,0.17,0.15,0.17,0.18,0.15,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.16,0.18,0.17,0.17,0.19,0.16,0.16,0.15,0.15,0.16,0.15,0.16,0.14,0.15,0.16,0.14,0.15,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.11,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.0,0.0,0.0,94.86
08/27/2021,5.02,4.99,4.22,3.57,3.51,3.21,3.39,3.12,2.48,2.5,1.73,1.21,1.21,1.33,1.28,1.08,1.16,1.04,0.96,0.91,0.77,0.81,0.85,0.69,0.82,0.66,0.7,0.72,0.68,0.54,0.57,0.58,0.51,0.58,0.55,0.46,0.5,0.45,0.45,0.53,0.31,0.49,0.46,0.46,0.41,0.44,0.37,0.39,0.42,0.46,0.36,0.42,0.35,0.43,0.42,0.4,0.36,0.36,0.41,0.28,0.4,0.38,0.31,0.37,0.34,0.38,0.31,0.29,0.27,0.36,0.28,0.34,0.31,0.3,0.22,0.28,0.28,0.27,0.26,0.28,0.26,0.26,0.17,0.24,0.24,0.27,0.25,0.27,0.27,0.2,0.24,0.26,0.23,0.24,0.23,0.23,0.2,0.23,0.21,0.22,0.22,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.23,0.19,0.2,0.19,0.21,0.2,0.23,0.19,0.17,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.18,0.17,0.15,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.18,0.17,0.17,0.19,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.12,0.1,0.12,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,94.83
08/30/2021,5.1,4.96,4.2,3.51,3.47,3.15,3.35,3.11,2.48,2.52,1.73,1.2,1.21,1.38,1.28,1.07,1.18,1.06,0.96,0.9,0.77,0.82,0.86,0.69,0.82,0.67,0.7,0.72,0.68,0.56,0.59,0.58,0.5,0.56,0.56,0.46,0.51,0.45,0.44,0.53,0.35,0.49,0.45,0.45,0.4,0.45,0.37,0.39,0.42,0.44,0.36,0.42,0.35,0.43,0.43,0.41,0.36,0.36,0.38,0.29,0.4,0.38,0.31,0.37,0.34,0.42,0.31,0.29,0.26,0.37,0.27,0.34,0.31,0.3,0.22,0.29,0.28,0.27,0.28,0.28,0.26,0.26,0.17,0.24,0.25,0.28,0.25,0.28,0.27,0.2,0.24,0.26,0.23,0.25,0.23,0.23,0.19,0.23,0.22,0.23,0.22,0.21,0.22,0.24,0.23,0.23,0.22,0.22,0.24,0.19,0.2,0.2,0.21,0.2,0.24,0.19,0.17,0.19,0.2,0.21,0.19,0.18,0.2,0.18,0.16,0.17,0.17,0.17,0.15,0.17,0.18,0.15,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,94.95
08/31/2021,5.1,4.96,4.2,3.51,3.47,3.15,3.35,3.11,2.48,2.52,1.73,1.2,1.21,1.38,1.28,1.07,1.18,1.06,0.96,0.9,0.77,0.82,0.86,0.69,0.82,0.67,0.7,0.72,0.68,0.56,0.59,0.58,0.5,0.56,0.56,0.46,0.51,0.45,0.44,0.53,0.35,0.49,0.45,0.45,0.4,0.45,0.37,0.39,0.42,0.44,0.36,0.42,0.35,0.43,0.43,0.41,0.36,0.36,0.38,0.29,0.4,0.38,0.31,0.37,0.34,0.42,0.31,0.29,0.26,0.37,0.27,0.34,0.31,0.3,0.22,0.29,0.28,0.27,0.28,0.28,0.26,0.26,0.17,0.24,0.25,0.28,0.25,0.28,0.27,0.2,0.24,0.26,0.23,0.25,0.23,0.23,0.19,0.23,0.22,0.23,0.22,0.21,0.22,0.24,0.23,0.23,0.22,0.22,0.24,0.19,0.2,0.2,0.21,0.2,0.24,0.19,0.17,0.19,0.2,0.21,0.19,0.18,0.2,0.18,0.16,0.17,0.17,0.17,0.15,0.17,0.18,0.15,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.11,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.11,0.0,94.95
09/01/2021,5.2,4.93,4.23,3.54,3.47,3.15,3.34,3.11,2.5,2.54,1.73,1.21,1.21,1.36,1.27,1.07,1.17,1.07,0.97,0.91,0.77,0.81,0.86,0.69,0.83,0.69,0.7,0.74,0.69,0.56,0.59,0.58,0.5,0.57,0.56,0.48,0.52,0.46,0.44,0.53,0.0,0.49,0.45,0.45,0.4,0.45,0.37,0.39,0.43,0.45,0.36,0.42,0.35,0.43,0.44,0.4,0.36,0.36,0.38,0.28,0.4,0.38,0.31,0.37,0.34,0.41,0.31,0.29,0.27,0.37,0.27,0.35,0.31,0.3,0.22,0.3,0.29,0.27,0.28,0.27,0.26,0.26,0.17,0.24,0.25,0.28,0.27,0.28,0.28,0.2,0.24,0.26,0.24,0.25,0.23,0.23,0.2,0.22,0.22,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.22,0.22,0.24,0.19,0.2,0.2,0.21,0.2,0.24,0.2,0.17,0.18,0.2,0.21,0.19,0.18,0.2,0.18,0.15,0.17,0.18,0.17,0.15,0.17,0.18,0.15,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.16,0.16,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,95.06
09/02/2021,5.2,4.93,4.23,3.54,3.47,3.15,3.34,3.11,2.5,2.54,1.73,1.21,1.21,1.36,1.27,1.07,1.17,1.07,0.97,0.91,0.77,0.81,0.86,0.69,0.83,0.69,0.7,0.74,0.69,0.56,0.59,0.58,0.5,0.57,0.56,0.48,0.52,0.46,0.44,0.53,0.0,0.49,0.45,0.45,0.4,0.45,0.37,0.39,0.43,0.45,0.36,0.42,0.35,0.43,0.44,0.4,0.36,0.36,0.38,0.28,0.4,0.38,0.31,0.37,0.34,0.41,0.31,0.29,0.27,0.37,0.27,0.35,0.31,0.3,0.22,0.3,0.29,0.27,0.28,0.27,0.26,0.26,0.17,0.24,0.25,0.28,0.27,0.28,0.28,0.2,0.24,0.26,0.24,0.25,0.23,0.23,0.2,0.22,0.22,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.22,0.22,0.24,0.19,0.2,0.2,0.21,0.2,0.24,0.2,0.17,0.18,0.2,0.21,0.19,0.18,0.2,0.18,0.15,0.17,0.18,0.17,0.15,0.17,0.18,0.15,0.18,0.18,0.17,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.16,0.16,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.11,0.0,95.06
