,GOOGL,VZ,CTVA,MSFT,AAPL,BG,JNJ,PFE,GE,PG,HCA,AWK,ABBV,DE,PEP,BMY,MRK,XYL,LLY,ECL,MCK,AMGN,IQV,LH,UNH,CMCSA,FMC,CAH,JPM,GILD,T,CF,BAC,DELL,THC,HPQ,MOS,CL,MDLZ,DGX,TMO,BDX,AGCO,SYY,CYH,WFC,SYK,CVS,MMM,BIIB,ADM,K,GIS,INTC,CLX,FB,WTRG,CAG,WMT,REGN,BAX,UHS,WBA,AXP,BSX,VRTX,USFD,AMZN,PPD,GS,DHR,COF,SYNH,CWT,ZBH,PFGC,MRNA,CSCO,C,SJM,PNC,ABT,CHTR,LW,BBY,MS,ANTM,FDP,HD,RPRX,ABC,CHD,KO,KMB,ALXN,LOW,FLO,DVA,PRU,AWR,THS,TMUS,JBL,SPB,SJW,ALL,Us Dollars,SYF,CRL,CPB,ORCL,CNC,MET,HUM,SBUX,DIS,USB,KDP,TGT,DFS,PGR,AQUA,FTV,IBM,LUMN,CME,BK,OMI,SGEN,TRV,HPE,ICLR,AVTR,ITGR,WTS,MRVI,EW,SEM,INCY,CNDT,IAC,ISRG,CFX,MAR,WELL,UNFI,MAN,MU,MD,AVGO,CMP,ATVI,FELE,QCOM,DXC,EL,CTLT,BKD,A,TFC,TJX,BIO,KR,DG,MA,NFLX,HRC,SP,POST,AVD,CBRE,HOLX,MMC,OMC,INGR,CDW,PYPL,NLSN,ILMN,M,AMAT,AMT,SDC,GLW,ARE,CCI,ALNY,TECH,ADS,DHC,JEF,TTEK,WDC,JLL,HIG,TFX,STT,RDNT,PKI,CTSH,LBRDA,J,BLK,L,FIS,JJSF,AZN,HSIC,n/a,VIACA,UTHR,GE.,LNN,ANDE,RMD,WST,SGRY,SUM
08/12/2021,4.37,3.84,3.26,2.97,2.67,1.93,2.05,2.06,1.69,1.8,1.97,1.81,1.37,1.43,1.35,1.31,1.15,1.15,1.22,1.03,0.96,0.86,0.91,0.97,0.86,0.81,0.71,0.66,0.76,0.72,0.68,0.65,0.7,0.62,0.61,0.58,0.61,0.55,0.57,0.63,0.58,0.53,0.54,0.51,0.42,0.55,0.49,0.48,0.46,0.45,0.45,0.45,0.43,0.42,0.4,0.43,0.45,0.38,0.41,0.42,0.35,0.39,0.38,0.39,0.37,0.36,0.32,0.31,0.32,0.34,0.36,0.34,0.3,0.35,0.26,0.26,0.58,0.29,0.28,0.27,0.26,0.27,0.27,0.2,0.24,0.27,0.23,0.23,0.24,0.2,0.24,0.22,0.23,0.22,0.0,0.21,0.19,0.21,0.2,0.21,0.16,0.18,0.19,0.18,0.2,0.18,0.0,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.16,0.13,0.1,0.11,0.11,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.09,0.1,0.11,0.1,0.11,0.11,0.08,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.09,0.07,0.09,0.08,0.0,0.07,0.08,0.08,0.07,0.09,0.08,0.0,0.08,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,86.75000000000001
08/13/2021,4.36,3.86,3.28,2.95,2.66,1.96,2.04,2.15,0.0,1.8,1.9,1.79,1.37,1.45,1.34,1.31,1.14,1.16,1.22,1.03,0.95,0.86,0.9,0.97,0.86,0.81,0.7,0.66,0.77,0.73,0.69,0.65,0.71,0.62,0.58,0.58,0.63,0.55,0.56,0.64,0.58,0.52,0.55,0.54,0.41,0.56,0.48,0.49,0.46,0.44,0.45,0.45,0.43,0.42,0.4,0.43,0.45,0.38,0.42,0.41,0.35,0.38,0.39,0.38,0.36,0.35,0.33,0.31,0.32,0.35,0.36,0.34,0.3,0.35,0.26,0.28,0.55,0.29,0.28,0.27,0.26,0.27,0.27,0.2,0.25,0.27,0.23,0.24,0.24,0.2,0.24,0.22,0.23,0.22,0.0,0.21,0.19,0.21,0.2,0.21,0.16,0.18,0.19,0.18,0.2,0.18,0.0,0.17,0.17,0.14,0.17,0.13,0.16,0.14,0.15,0.15,0.15,0.14,0.16,0.16,0.14,0.16,0.15,0.14,0.12,0.13,0.14,0.12,0.14,0.13,0.13,0.0,0.14,0.12,0.14,0.16,0.12,0.1,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.12,0.09,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.07,0.09,0.08,0.0,0.0,0.08,0.08,0.07,0.09,0.08,0.0,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.0,0.0,1.72,0.07,0.0,0.0,0.0,0.0,86.82
08/16/2021,4.35,3.85,3.29,2.96,2.7,1.96,2.05,2.1,0.0,1.8,1.91,1.8,1.38,1.48,1.34,1.29,1.15,1.17,1.19,1.03,0.96,0.85,0.89,0.96,0.84,0.82,0.69,0.67,0.78,0.74,0.68,0.67,0.72,0.63,0.62,0.59,0.63,0.55,0.56,0.63,0.58,0.54,0.56,0.54,0.41,0.58,0.49,0.5,0.47,0.45,0.45,0.45,0.43,0.41,0.4,0.43,0.44,0.38,0.42,0.41,0.35,0.38,0.39,0.38,0.37,0.35,0.33,0.3,0.32,0.35,0.36,0.36,0.3,0.34,0.26,0.28,0.47,0.29,0.28,0.27,0.26,0.27,0.27,0.2,0.25,0.27,0.23,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.18,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.19,0.18,0.0,0.17,0.17,0.14,0.17,0.13,0.16,0.13,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.14,0.12,0.13,0.15,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.14,0.17,0.12,0.1,0.1,0.12,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.12,0.09,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.08,0.1,0.09,0.09,0.07,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.07,0.09,0.07,0.0,0.07,0.08,0.08,0.0,0.09,0.08,0.0,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.13,0.0,0.26,0.0,0.0,1.72,0.07,0.0,0.0,0.0,0.0,86.82000000000001
08/17/2021,4.36,3.86,3.28,2.99,2.7,1.96,2.06,2.15,0.0,1.8,1.91,1.81,1.38,1.47,1.35,1.3,1.16,1.17,1.19,1.03,0.96,0.86,0.9,0.96,0.85,0.82,0.69,0.66,0.77,0.74,0.69,0.66,0.71,0.63,0.62,0.56,0.63,0.55,0.57,0.63,0.58,0.54,0.55,0.54,0.4,0.57,0.5,0.49,0.46,0.45,0.46,0.46,0.44,0.41,0.41,0.43,0.44,0.38,0.42,0.42,0.35,0.38,0.39,0.37,0.37,0.34,0.32,0.3,0.32,0.35,0.36,0.36,0.31,0.35,0.26,0.28,0.46,0.29,0.28,0.27,0.26,0.27,0.27,0.21,0.24,0.27,0.23,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.2,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.19,0.18,0.0,0.17,0.17,0.15,0.17,0.13,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.14,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.14,0.18,0.13,0.1,0.1,0.12,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.08,0.1,0.1,0.09,0.11,0.1,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.08,0.0,0.09,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.0,0.07,1.69,0.07,0.0,0.0,0.0,0.0,86.94000000000001
08/18/2021,4.36,3.86,3.28,2.99,2.7,1.96,2.06,2.15,0.0,1.8,1.91,1.81,1.38,1.47,1.35,1.3,1.16,1.17,1.19,1.03,0.96,0.86,0.9,0.96,0.85,0.82,0.69,0.66,0.77,0.74,0.69,0.66,0.71,0.63,0.62,0.56,0.63,0.55,0.57,0.63,0.58,0.54,0.55,0.54,0.4,0.57,0.5,0.49,0.46,0.45,0.46,0.46,0.44,0.41,0.41,0.43,0.44,0.38,0.42,0.42,0.35,0.38,0.39,0.37,0.37,0.34,0.32,0.3,0.32,0.35,0.36,0.36,0.31,0.35,0.26,0.28,0.46,0.29,0.28,0.27,0.26,0.27,0.27,0.21,0.24,0.27,0.23,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.2,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.19,0.18,0.0,0.17,0.17,0.15,0.17,0.13,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.14,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.14,0.18,0.13,0.1,0.1,0.12,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.08,0.1,0.1,0.09,0.11,0.1,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.08,0.0,0.09,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.0,0.07,1.69,0.07,0.0,0.0,0.0,0.0,86.94000000000001
08/19/2021,4.36,3.86,3.28,2.99,2.7,1.96,2.06,2.15,0.0,1.8,1.91,1.81,1.38,1.47,1.35,1.3,1.16,1.17,1.19,1.03,0.96,0.86,0.9,0.96,0.85,0.82,0.69,0.66,0.77,0.74,0.69,0.66,0.71,0.63,0.62,0.56,0.63,0.55,0.57,0.63,0.58,0.54,0.55,0.54,0.4,0.57,0.5,0.49,0.46,0.45,0.46,0.46,0.44,0.41,0.41,0.43,0.44,0.38,0.42,0.42,0.35,0.38,0.39,0.37,0.37,0.34,0.32,0.3,0.32,0.35,0.36,0.36,0.31,0.35,0.26,0.28,0.46,0.29,0.28,0.27,0.26,0.27,0.27,0.21,0.24,0.27,0.23,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.2,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.19,0.18,0.0,0.17,0.17,0.15,0.17,0.13,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.16,0.15,0.14,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.0,0.14,0.12,0.14,0.18,0.13,0.1,0.1,0.12,0.1,0.13,0.12,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.08,0.1,0.1,0.09,0.11,0.1,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.07,0.08,0.0,0.09,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.0,0.07,1.69,0.07,0.0,0.0,0.0,0.0,86.94000000000001
08/20/2021,4.32,3.87,3.21,2.99,2.72,1.95,2.09,2.23,0.0,1.82,1.92,1.83,1.42,1.44,1.36,1.33,1.19,1.17,1.23,1.03,0.98,0.86,0.93,0.97,0.87,0.82,0.67,0.67,0.75,0.76,0.69,0.62,0.7,0.61,0.62,0.56,0.58,0.56,0.58,0.65,0.59,0.55,0.53,0.53,0.4,0.55,0.5,0.51,0.46,0.46,0.45,0.47,0.45,0.41,0.41,0.43,0.44,0.38,0.42,0.43,0.36,0.39,0.39,0.37,0.38,0.35,0.31,0.29,0.32,0.34,0.37,0.35,0.31,0.35,0.26,0.27,0.48,0.29,0.27,0.28,0.25,0.28,0.28,0.2,0.24,0.27,0.23,0.23,0.23,0.22,0.24,0.22,0.23,0.22,0.0,0.2,0.2,0.21,0.2,0.21,0.16,0.18,0.18,0.17,0.19,0.18,0.0,0.17,0.18,0.15,0.17,0.13,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.16,0.15,0.14,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.0,0.14,0.12,0.14,0.18,0.13,0.09,0.11,0.12,0.1,0.13,0.12,0.1,0.11,0.11,0.11,0.09,0.11,0.11,0.12,0.09,0.1,0.1,0.09,0.1,0.11,0.08,0.1,0.09,0.09,0.11,0.11,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.09,0.09,0.09,0.07,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.07,0.09,0.08,0.0,0.0,0.07,0.08,0.0,0.09,0.08,0.0,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.3,0.0,0.07,1.63,0.0,0.07,0.0,0.0,0.0,87.03000000000002
08/23/2021,4.36,3.88,3.08,3.07,2.7,1.87,2.11,2.2,0.0,1.85,1.96,1.87,1.42,1.4,1.39,1.34,1.2,1.18,1.24,1.04,0.98,0.85,0.94,0.98,0.9,0.83,0.66,0.67,0.75,0.76,0.68,0.6,0.69,0.61,0.63,0.55,0.56,0.56,0.58,0.65,0.59,0.55,0.51,0.52,0.39,0.54,0.51,0.5,0.46,0.45,0.44,0.47,0.45,0.41,0.42,0.43,0.44,0.38,0.43,0.45,0.36,0.39,0.38,0.36,0.37,0.35,0.3,0.29,0.32,0.34,0.37,0.34,0.31,0.35,0.26,0.26,0.45,0.3,0.27,0.27,0.25,0.28,0.28,0.21,0.24,0.27,0.23,0.23,0.24,0.22,0.24,0.23,0.23,0.23,0.0,0.23,0.2,0.21,0.2,0.21,0.15,0.18,0.18,0.17,0.2,0.18,0.0,0.17,0.18,0.15,0.17,0.13,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.16,0.15,0.14,0.11,0.13,0.14,0.12,0.14,0.14,0.13,0.0,0.14,0.13,0.14,0.18,0.13,0.09,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.09,0.11,0.11,0.12,0.09,0.1,0.1,0.09,0.11,0.11,0.08,0.11,0.09,0.1,0.11,0.11,0.1,0.08,0.09,0.1,0.08,0.09,0.07,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.09,0.07,0.08,0.0,0.08,0.09,0.08,0.09,0.08,0.0,0.0,0.07,0.08,0.0,0.09,0.08,0.0,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.31,0.0,0.0,1.62,0.0,0.07,0.07,0.07,0.0,87.07000000000001
08/24/2021,4.38,3.86,3.02,3.13,2.71,1.84,2.11,2.18,0.0,1.84,1.97,1.88,1.42,1.36,1.38,1.34,1.2,1.18,1.23,1.04,0.98,0.84,0.93,0.98,0.9,0.83,0.65,0.66,0.75,0.76,0.68,0.61,0.69,0.62,0.65,0.55,0.58,0.55,0.58,0.65,0.59,0.55,0.51,0.53,0.42,0.54,0.5,0.5,0.45,0.45,0.44,0.46,0.45,0.4,0.41,0.43,0.44,0.38,0.43,0.45,0.36,0.39,0.39,0.36,0.37,0.35,0.3,0.29,0.32,0.34,0.37,0.34,0.31,0.35,0.26,0.26,0.46,0.3,0.27,0.27,0.25,0.28,0.28,0.2,0.24,0.27,0.23,0.23,0.24,0.22,0.24,0.23,0.23,0.22,0.0,0.23,0.2,0.21,0.2,0.21,0.15,0.18,0.19,0.17,0.2,0.18,0.0,0.16,0.18,0.15,0.17,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.0,0.14,0.13,0.14,0.19,0.13,0.09,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.11,0.09,0.11,0.1,0.09,0.11,0.11,0.08,0.11,0.09,0.1,0.11,0.11,0.1,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.1,0.07,0.08,0.0,0.07,0.09,0.07,0.09,0.08,0.0,0.0,0.07,0.08,0.0,0.09,0.08,0.0,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.3,0.0,0.07,1.62,0.0,0.07,0.07,0.0,0.0,87.02000000000001
08/25/2021,4.38,3.86,3.02,3.13,2.71,1.84,2.11,2.18,1.62,1.84,1.97,1.88,1.42,1.36,1.38,1.34,1.2,1.18,1.23,1.04,0.98,0.84,0.93,0.98,0.9,0.83,0.65,0.66,0.75,0.76,0.68,0.61,0.69,0.62,0.65,0.55,0.58,0.55,0.58,0.65,0.59,0.55,0.51,0.53,0.42,0.54,0.5,0.5,0.45,0.45,0.44,0.46,0.45,0.4,0.41,0.43,0.44,0.38,0.43,0.45,0.36,0.39,0.39,0.36,0.37,0.35,0.3,0.29,0.32,0.34,0.37,0.34,0.31,0.35,0.26,0.26,0.46,0.3,0.27,0.27,0.25,0.28,0.28,0.2,0.24,0.27,0.23,0.23,0.24,0.22,0.24,0.23,0.23,0.22,0.0,0.23,0.2,0.21,0.2,0.21,0.15,0.18,0.19,0.17,0.2,0.18,0.0,0.16,0.18,0.15,0.17,0.13,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.0,0.14,0.13,0.14,0.19,0.13,0.09,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.11,0.11,0.09,0.12,0.11,0.11,0.09,0.11,0.1,0.09,0.11,0.11,0.08,0.11,0.09,0.1,0.11,0.11,0.1,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.1,0.07,0.08,0.0,0.07,0.09,0.07,0.09,0.08,0.0,0.0,0.07,0.08,0.0,0.09,0.08,0.0,0.07,0.0,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.3,0.0,0.07,0.0,0.0,0.07,0.07,0.0,0.0,87.02000000000001
08/26/2021,4.07,3.98,3.26,2.85,2.59,2.04,1.96,1.83,1.8,1.74,1.66,1.59,1.38,1.44,1.31,1.31,1.2,1.11,1.05,0.99,0.96,0.95,0.9,0.9,0.84,0.81,0.83,0.77,0.77,0.73,0.72,0.72,0.73,0.66,0.61,0.61,0.62,0.58,0.58,0.57,0.55,0.55,0.54,0.55,0.51,0.53,0.5,0.5,0.47,0.47,0.46,0.46,0.45,0.46,0.44,0.43,0.42,0.42,0.4,0.38,0.39,0.38,0.43,0.38,0.36,0.37,0.38,0.34,0.33,0.34,0.31,0.32,0.32,0.31,0.29,0.31,0.31,0.28,0.28,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.22,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,86.15
08/27/2021,4.09,3.94,3.3,2.83,2.58,2.05,1.93,1.77,1.84,1.72,1.66,1.57,1.38,1.46,1.29,1.3,1.19,1.12,1.03,0.99,0.95,0.94,0.91,0.89,0.84,0.81,0.84,0.76,0.78,0.73,0.72,0.72,0.74,0.66,0.61,0.62,0.64,0.57,0.57,0.56,0.55,0.54,0.55,0.55,0.51,0.54,0.51,0.5,0.47,0.47,0.46,0.45,0.44,0.46,0.43,0.43,0.42,0.41,0.4,0.38,0.39,0.38,0.43,0.39,0.37,0.37,0.38,0.34,0.33,0.34,0.32,0.32,0.33,0.3,0.3,0.31,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.26,0.27,0.25,0.24,0.25,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.19,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,86.12
08/30/2021,4.11,3.92,3.42,2.8,2.55,2.05,1.91,1.73,1.84,1.71,1.67,1.58,1.39,1.51,1.28,1.27,1.18,1.12,1.03,0.99,0.94,0.93,0.91,0.89,0.83,0.8,0.87,0.75,0.8,0.72,0.71,0.71,0.75,0.67,0.62,0.62,0.63,0.57,0.56,0.57,0.55,0.54,0.57,0.56,0.5,0.55,0.52,0.49,0.48,0.47,0.47,0.44,0.43,0.46,0.43,0.43,0.42,0.41,0.4,0.38,0.39,0.38,0.43,0.4,0.37,0.37,0.38,0.34,0.33,0.35,0.31,0.32,0.33,0.3,0.3,0.32,0.3,0.28,0.29,0.26,0.27,0.26,0.26,0.25,0.27,0.25,0.24,0.25,0.23,0.23,0.23,0.22,0.22,0.22,0.0,0.22,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.13,0.14,0.0,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.39,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.15
08/31/2021,4.15,3.9,3.41,2.78,2.55,2.08,1.89,1.69,1.87,1.7,1.66,1.56,1.37,1.49,1.28,1.25,1.16,1.12,1.01,0.99,0.95,0.93,0.91,0.88,0.82,0.8,0.86,0.75,0.8,0.72,0.7,0.72,0.75,0.63,0.62,0.62,0.65,0.57,0.56,0.56,0.54,0.54,0.57,0.56,0.51,0.55,0.52,0.49,0.47,0.46,0.47,0.44,0.43,0.46,0.43,0.44,0.41,0.41,0.39,0.38,0.38,0.39,0.43,0.4,0.37,0.37,0.38,0.34,0.33,0.35,0.31,0.33,0.33,0.3,0.3,0.33,0.29,0.28,0.29,0.25,0.28,0.26,0.26,0.25,0.26,0.26,0.24,0.26,0.23,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.99000000000001
