,MSFT,JPM,JNJ,V,WMT,UNH,HD,PG,CMCSA,XOM,ORCL,VZ,KO,PFE,ABT,T,PEP,NKE,CVX,MRK,ACN,AVGO,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,LOW,SBUX,BLK,RTX,IBM,TGT,CAT,MMM,LMT,SPGI,SYK,MO,ADP,USB,PNC,DUK,CME,CSX,ATVI,TFC,SHW,MMC,BDX,CB,ITW,CL,MCO,SO,APD,ADI,WM,ECL,ETN,NOC,EMR,EPD,GD,ROP,KLAC,TROW,KMB,LHX,TEL,TT,BK,DLR,AEP,WBA,SRE,CTAS,PPG,MCHP,PRU,ALL,PAYX,SYY,TRV,HPQ,IFF,AFL,XEL,DFS,RSG,CMI,GLW,ADM,SWK,ROK,VFC,VLO,FAST,MCK,AWK,AJG,AMP,WEC,STT,KR,ES,NUE,BBY,ARE,WST,FITB,HRL,HSY,O,OKE,ED,ABC,IP,GWW,BF.B,EXR,CLX,MKC,EIX,DTE,DOV,PPL,K,TSCO,EXPD,CHD,HBAN,ESS,MAA,ALB,KEY,BR,CINF,POOL,GPC,STE,RJF,MKTX,CMS,JBHT,AVY,CE,PFG,IEX,CAH,BIP,BEN,EMN,BRO,UDR,EVRG,LNT,SJM,ELS,WHR,WPC,WRB,HAS,LII,GGG,FDS,PKG,ATO,NDSN,CBOE,CHRW,IRM,JKHY,WSM,SNA,TTC,LNC,WTRG,RPM,WLK,AGPXX,MMP,MORN,LAD,AFG,SMG,HUBB,CSL,RHI,GL,UGI,CMA,CUBE,RS,AOS,AIZ,SCI,HRC,FRT,CHDN,ERIE,RRX,PEP.,CHV.,4I1.,DUT.,A4S.,AWC.,ALS.,PG4.,FRTEUR,FISI,FLIC,ORI,SEIC,CBSH,MA,CSCO,INTU,AMGN,GS,ANTM,AON,HUM,APH,MSI,LYB,PEG,TSN,DGX,XYL,FNF,NI,SUM
11/11/2021,4.33,3.19,2.7,2.35,2.64,2.75,2.45,2.22,1.55,1.76,1.68,1.37,1.54,1.71,1.42,1.12,1.41,1.39,1.41,1.32,1.47,1.45,1.12,1.4,1.19,1.04,1.18,0.91,0.96,0.98,0.83,0.98,1.05,1.02,0.86,0.93,0.86,0.7,0.78,0.74,0.66,0.6,0.7,0.65,0.52,0.61,0.57,0.56,0.49,0.5,0.5,0.33,0.55,0.53,0.52,0.44,0.53,0.46,0.41,0.46,0.42,0.44,0.62,0.42,0.42,0.44,0.37,0.37,0.31,0.36,0.33,0.4,0.32,0.28,0.28,0.33,0.28,0.32,0.28,0.26,0.27,0.25,0.29,0.24,0.29,0.27,0.22,0.28,0.26,0.25,0.24,0.23,0.24,0.21,0.22,0.27,0.22,0.21,0.23,0.19,0.25,0.19,0.2,0.21,0.22,0.19,0.21,0.22,0.18,0.21,0.2,0.18,0.22,0.2,0.2,0.19,0.19,0.15,0.16,0.18,0.18,0.17,0.17,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.13,0.16,0.13,0.14,0.15,0.14,0.15,0.21,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.07,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.1,0.07,0.07,0.09,0.07,0.07,0.08,0.1,0.07,0.08,0.07,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.13
11/12/2021,4.32,3.17,2.7,2.27,2.65,2.77,2.47,2.23,1.56,1.78,1.67,1.37,1.54,1.68,1.42,1.11,1.42,1.4,1.42,1.32,1.47,1.45,1.11,1.42,1.19,1.04,1.19,0.92,0.96,0.99,0.83,0.99,1.05,1.02,0.85,0.93,0.87,0.68,0.79,0.72,0.66,0.59,0.7,0.65,0.52,0.61,0.56,0.55,0.49,0.5,0.51,0.33,0.55,0.54,0.53,0.44,0.54,0.47,0.42,0.46,0.42,0.44,0.63,0.42,0.42,0.44,0.37,0.37,0.31,0.36,0.33,0.4,0.32,0.28,0.29,0.33,0.28,0.32,0.28,0.26,0.27,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.26,0.25,0.24,0.24,0.24,0.22,0.22,0.27,0.22,0.21,0.23,0.19,0.25,0.19,0.2,0.21,0.21,0.19,0.21,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.19,0.19,0.15,0.16,0.17,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.13,0.14,0.15,0.14,0.15,0.2,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.08,0.08,0.09,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.07,0.07,0.09,0.07,0.07,0.08,0.1,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.16
11/15/2021,4.29,3.17,2.72,2.25,2.63,2.73,2.46,2.25,1.56,1.72,1.66,1.38,1.55,1.78,1.43,1.13,1.43,1.35,1.4,1.35,1.47,1.44,1.1,1.44,1.18,1.02,1.18,0.94,0.98,0.97,0.84,1.0,1.06,1.02,0.83,0.93,0.85,0.68,0.79,0.73,0.66,0.59,0.69,0.63,0.52,0.62,0.57,0.56,0.49,0.51,0.5,0.33,0.54,0.55,0.53,0.44,0.54,0.47,0.42,0.46,0.42,0.44,0.62,0.43,0.42,0.43,0.36,0.37,0.32,0.35,0.32,0.4,0.31,0.29,0.28,0.34,0.28,0.33,0.27,0.26,0.27,0.25,0.28,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.24,0.24,0.22,0.22,0.27,0.22,0.21,0.23,0.2,0.24,0.19,0.2,0.22,0.22,0.2,0.21,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.2,0.19,0.15,0.16,0.18,0.18,0.17,0.17,0.12,0.16,0.14,0.17,0.13,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.15,0.13,0.13,0.14,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.11,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.1,0.07,0.07,0.09,0.07,0.08,0.08,0.1,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2
11/16/2021,4.32,3.14,2.74,2.26,2.61,2.73,2.48,2.24,1.55,1.7,1.65,1.37,1.54,1.76,1.44,1.12,1.42,1.36,1.39,1.34,1.48,1.46,1.1,1.44,1.18,1.01,1.18,0.93,0.98,0.97,0.84,1.0,1.07,1.03,0.83,0.93,0.85,0.67,0.8,0.72,0.67,0.59,0.69,0.63,0.52,0.62,0.56,0.55,0.48,0.51,0.5,0.34,0.53,0.55,0.53,0.44,0.53,0.47,0.41,0.46,0.41,0.44,0.62,0.43,0.42,0.43,0.36,0.37,0.32,0.35,0.33,0.4,0.31,0.28,0.28,0.34,0.29,0.33,0.28,0.26,0.27,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.24,0.24,0.21,0.23,0.27,0.21,0.21,0.23,0.2,0.24,0.19,0.2,0.22,0.22,0.19,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.2,0.19,0.15,0.16,0.18,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.15,0.13,0.12,0.15,0.12,0.14,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.11,0.07,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07
11/17/2021,4.32,3.14,2.74,2.26,2.61,2.73,2.48,2.24,1.55,1.7,1.65,1.37,1.54,1.76,1.44,1.12,1.42,1.36,1.39,1.34,1.48,1.46,1.1,1.44,1.18,1.01,1.18,0.93,0.98,0.97,0.84,1.0,1.07,1.03,0.83,0.93,0.85,0.67,0.8,0.72,0.67,0.59,0.69,0.63,0.52,0.62,0.56,0.55,0.48,0.51,0.5,0.34,0.53,0.55,0.53,0.44,0.53,0.47,0.41,0.46,0.41,0.44,0.62,0.43,0.42,0.43,0.36,0.37,0.32,0.35,0.33,0.4,0.31,0.28,0.28,0.34,0.29,0.33,0.28,0.26,0.27,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.24,0.24,0.21,0.23,0.27,0.21,0.21,0.23,0.2,0.24,0.19,0.2,0.22,0.22,0.19,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.2,0.19,0.15,0.16,0.18,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.15,0.13,0.12,0.15,0.12,0.14,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.11,0.07,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.07
11/18/2021,4.31,3.14,2.71,2.26,2.59,2.68,2.47,2.26,1.54,1.72,1.65,1.37,1.54,1.76,1.45,1.12,1.43,1.36,1.43,1.34,1.47,1.46,1.1,1.45,1.19,1.0,1.2,0.94,0.97,0.97,0.84,1.0,1.08,1.03,0.83,0.91,0.85,0.67,0.81,0.72,0.67,0.59,0.7,0.63,0.52,0.62,0.56,0.55,0.49,0.51,0.5,0.34,0.53,0.56,0.53,0.44,0.53,0.47,0.42,0.46,0.41,0.43,0.63,0.43,0.42,0.43,0.36,0.36,0.32,0.35,0.32,0.4,0.31,0.29,0.28,0.34,0.29,0.33,0.29,0.26,0.27,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.24,0.24,0.22,0.22,0.27,0.21,0.21,0.24,0.2,0.25,0.19,0.2,0.22,0.22,0.2,0.22,0.22,0.18,0.22,0.2,0.18,0.2,0.21,0.2,0.2,0.19,0.15,0.16,0.17,0.18,0.18,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.15,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.0,0.07,0.09,0.06,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.11
11/19/2021,4.34,3.1,2.69,2.28,2.52,2.66,2.6,2.24,1.53,1.73,1.68,1.35,1.52,1.75,1.46,1.11,1.42,1.38,1.43,1.34,1.48,1.47,1.09,1.46,1.18,1.0,1.29,0.91,0.97,0.96,0.83,0.99,1.07,1.07,0.83,0.91,0.84,0.67,0.81,0.71,0.66,0.59,0.71,0.62,0.51,0.63,0.56,0.55,0.48,0.51,0.5,0.32,0.53,0.56,0.53,0.44,0.53,0.48,0.41,0.47,0.41,0.42,0.63,0.43,0.42,0.43,0.36,0.36,0.32,0.35,0.33,0.41,0.31,0.28,0.28,0.34,0.29,0.32,0.29,0.26,0.26,0.25,0.29,0.25,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.24,0.24,0.22,0.22,0.27,0.21,0.21,0.23,0.2,0.25,0.19,0.2,0.22,0.21,0.19,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.21,0.19,0.15,0.16,0.17,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.1,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.12,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.11,0.08,0.07,0.09,0.07,0.08,0.08,0.0,0.07,0.09,0.07,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1
11/22/2021,4.34,3.1,2.69,2.28,2.52,2.66,2.6,2.24,1.53,1.73,1.68,1.35,1.52,1.75,1.46,1.11,1.42,1.38,1.43,1.34,1.48,1.47,1.09,1.46,1.18,1.0,1.29,0.91,0.97,0.96,0.83,0.99,1.07,1.07,0.83,0.91,0.84,0.67,0.81,0.71,0.66,0.59,0.71,0.62,0.51,0.63,0.56,0.55,0.48,0.51,0.5,0.32,0.53,0.56,0.53,0.44,0.53,0.48,0.41,0.47,0.41,0.42,0.63,0.43,0.42,0.43,0.36,0.36,0.32,0.35,0.33,0.41,0.31,0.28,0.28,0.34,0.29,0.32,0.29,0.26,0.26,0.25,0.29,0.25,0.29,0.27,0.21,0.28,0.25,0.25,0.23,0.24,0.24,0.22,0.22,0.27,0.21,0.21,0.23,0.2,0.25,0.19,0.2,0.22,0.21,0.19,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.21,0.19,0.15,0.16,0.17,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.0,0.07,0.09,0.07,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.04
11/23/2021,4.34,3.1,2.69,2.28,2.52,2.66,2.6,2.24,1.53,1.73,1.68,1.35,1.52,1.75,1.46,1.11,1.42,1.38,1.43,1.34,1.48,1.47,1.09,1.46,1.18,1.0,1.29,0.91,0.97,0.96,0.83,0.99,1.07,1.07,0.83,0.91,0.84,0.67,0.81,0.71,0.66,0.59,0.71,0.62,0.51,0.63,0.56,0.55,0.48,0.51,0.5,0.32,0.53,0.56,0.53,0.44,0.53,0.48,0.41,0.47,0.41,0.42,0.63,0.43,0.42,0.43,0.36,0.36,0.32,0.35,0.33,0.41,0.31,0.28,0.28,0.34,0.29,0.32,0.29,0.26,0.26,0.25,0.29,0.25,0.29,0.27,0.21,0.28,0.25,0.25,0.23,0.24,0.24,0.22,0.22,0.27,0.21,0.21,0.23,0.2,0.25,0.19,0.2,0.22,0.21,0.19,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.21,0.2,0.21,0.19,0.15,0.16,0.17,0.18,0.17,0.16,0.12,0.16,0.14,0.17,0.13,0.13,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.08,0.07,0.09,0.07,0.08,0.08,0.0,0.07,0.09,0.07,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.04
11/24/2021,4.45,3.06,2.73,2.15,2.53,2.63,2.74,2.26,1.51,1.63,1.67,1.34,1.51,1.81,1.43,1.1,1.44,1.42,1.38,1.3,1.49,1.48,1.14,1.5,1.2,1.0,1.33,0.9,0.96,0.96,0.82,1.0,1.1,1.1,0.83,0.88,0.82,0.66,0.78,0.7,0.66,0.6,0.71,0.63,0.51,0.64,0.54,0.54,0.48,0.51,0.52,0.31,0.51,0.56,0.54,0.45,0.52,0.48,0.41,0.46,0.42,0.42,0.64,0.44,0.43,0.44,0.36,0.35,0.3,0.35,0.33,0.41,0.3,0.29,0.28,0.34,0.3,0.31,0.3,0.26,0.26,0.25,0.29,0.24,0.29,0.26,0.21,0.29,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.28,0.21,0.2,0.23,0.2,0.26,0.19,0.18,0.22,0.22,0.2,0.21,0.22,0.18,0.21,0.19,0.18,0.21,0.21,0.2,0.21,0.19,0.15,0.17,0.18,0.17,0.18,0.16,0.12,0.16,0.15,0.17,0.13,0.13,0.16,0.14,0.16,0.14,0.13,0.17,0.14,0.14,0.15,0.14,0.15,0.21,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.07,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18
11/25/2021,4.4,3.12,2.67,2.09,2.57,2.61,2.73,2.27,1.5,1.65,1.67,1.35,1.52,1.82,1.41,1.12,1.44,1.41,1.4,1.31,1.46,1.44,1.12,1.51,1.2,1.0,1.3,0.89,0.97,0.96,0.81,1.01,1.09,1.11,0.83,0.89,0.83,0.66,0.76,0.7,0.66,0.61,0.7,0.63,0.51,0.64,0.55,0.55,0.49,0.51,0.51,0.31,0.52,0.55,0.54,0.45,0.53,0.48,0.41,0.45,0.42,0.42,0.63,0.43,0.42,0.44,0.37,0.36,0.3,0.35,0.33,0.4,0.3,0.29,0.28,0.34,0.3,0.32,0.29,0.27,0.26,0.25,0.29,0.24,0.29,0.26,0.21,0.28,0.24,0.25,0.24,0.24,0.24,0.23,0.22,0.28,0.21,0.21,0.24,0.19,0.26,0.19,0.18,0.22,0.22,0.2,0.22,0.22,0.18,0.21,0.2,0.18,0.22,0.22,0.2,0.21,0.19,0.15,0.17,0.17,0.18,0.18,0.16,0.12,0.16,0.15,0.17,0.13,0.13,0.16,0.14,0.16,0.14,0.13,0.17,0.14,0.15,0.15,0.14,0.15,0.21,0.14,0.13,0.12,0.15,0.12,0.15,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.12,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.07,0.07,0.08,0.08,0.08,0.08,0.0,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.07,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12
11/26/2021,4.35,3.18,2.67,2.11,2.58,2.66,2.72,2.29,1.5,1.69,1.64,1.35,1.52,1.81,1.39,1.12,1.44,1.39,1.42,1.32,1.45,1.44,1.12,1.52,1.21,0.96,1.29,0.88,0.97,0.94,0.81,1.02,1.08,1.1,0.84,0.9,0.83,0.66,0.77,0.71,0.65,0.6,0.7,0.61,0.51,0.63,0.56,0.56,0.49,0.52,0.52,0.3,0.53,0.55,0.54,0.45,0.53,0.48,0.41,0.45,0.42,0.42,0.62,0.44,0.42,0.43,0.37,0.36,0.3,0.35,0.32,0.4,0.3,0.29,0.28,0.33,0.29,0.32,0.29,0.27,0.26,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.24,0.23,0.24,0.22,0.22,0.28,0.21,0.21,0.24,0.19,0.25,0.19,0.19,0.22,0.22,0.2,0.21,0.22,0.18,0.21,0.2,0.18,0.22,0.19,0.2,0.2,0.19,0.15,0.17,0.17,0.18,0.18,0.16,0.12,0.16,0.15,0.17,0.13,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.15,0.15,0.14,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.14,0.13,0.09,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.07,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.04
11/29/2021,4.35,3.15,2.66,2.16,2.59,2.68,2.74,2.28,1.5,1.7,1.65,1.35,1.51,1.8,1.4,1.1,1.43,1.39,1.43,1.32,1.45,1.45,1.13,1.54,1.21,0.97,1.29,0.89,0.96,0.93,0.8,1.02,1.08,1.11,0.85,0.89,0.83,0.66,0.76,0.72,0.65,0.6,0.7,0.61,0.51,0.63,0.56,0.56,0.49,0.52,0.51,0.3,0.53,0.55,0.54,0.44,0.53,0.48,0.41,0.46,0.42,0.42,0.62,0.44,0.42,0.43,0.36,0.35,0.31,0.35,0.32,0.4,0.3,0.29,0.28,0.33,0.29,0.32,0.3,0.26,0.25,0.25,0.29,0.24,0.29,0.27,0.21,0.28,0.25,0.25,0.27,0.23,0.24,0.22,0.22,0.28,0.21,0.21,0.23,0.19,0.25,0.19,0.19,0.22,0.22,0.2,0.22,0.22,0.18,0.21,0.2,0.18,0.21,0.18,0.2,0.2,0.19,0.15,0.17,0.17,0.18,0.18,0.16,0.12,0.16,0.15,0.17,0.13,0.13,0.16,0.14,0.16,0.14,0.14,0.16,0.14,0.14,0.15,0.15,0.15,0.2,0.14,0.13,0.12,0.15,0.12,0.14,0.13,0.09,0.11,0.13,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.11,0.08,0.08,0.1,0.09,0.08,0.09,0.07,0.1,0.07,0.07,0.08,0.07,0.08,0.08,0.0,0.07,0.09,0.0,0.08,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09
