,BBCA.JK,BBRI.JK,TLKM.JK,BMRI.JK,ASII.JK,CPIN.JK,UNVR.JK,BBNI.JK,KLBF.JK,TBIG.JK,INDF.JK,SMGR.JK,BRPT.JK,TOWR.JK,MDKA.JK,ANTM.JK,INKP.JK,GGRM.JK,ICBP.JK,ADRO.JK,INTP.JK,PGAS.JK,ACES.JK,SCMA.JK,EXCL.JK,ISAT.JK,CTRA.JK,SMRA.JK,TKIM.JK,PWON.JK,PTBA.JK,BSDE.JK,JPFA.JK,ITMG.JK,JSMR.JK,ERAA.JK,AKRA.JK,BBTN.JK,MAPI.JK,LINK.JK,IDR,MEDC.JK,SIDO.JK,BTPS.JK,APIC.JK,MNCN.JK,LPKR.JK,WSKT.JK,BJBR.JK,LSIP.JK,SMSM.JK,BOGA.JK,BJTM.JK,PNLF.JK,WIKA.JK,PTPP.JK,DMAS.JK,WSBP.JK,FREN.JK,UNTR.JK,IPTV.JK,TINS.JK,CARE.JK,TCPI.JK,TAMU.JK,AALI.JK,XTSLA,HBCFT,TARA.JK,BLTA.JK,SUGI.JK,POOL.JK,MYRX.JK,RIMO.JK,IIKP.JK,TRAM.JK,SIAP,INVS,MESU1,BBRI/R.JK,MESZ1,USD,SUM
09/16/2021,20.84,11.54,9.26,4.51,4.38,3.07,1.93,2.56,2.03,1.58,1.79,1.74,1.83,1.52,1.38,1.45,1.41,1.04,1.32,1.36,1.09,0.82,0.76,0.74,0.76,0.77,0.71,0.73,0.61,0.65,0.67,0.6,0.67,0.67,0.68,0.49,0.61,0.54,0.56,0.48,2.58,0.36,0.48,0.5,0.44,0.42,0.33,0.36,0.39,0.36,0.35,0.35,0.32,0.3,0.31,0.31,0.25,0.2,0.25,0.09,0.11,0.12,0.13,0.11,0.09,0.07,0.07,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,100.04999999999998
09/17/2021,20.64,11.45,9.44,4.44,4.4,3.04,1.92,2.54,2.02,1.61,1.76,1.72,1.81,1.49,1.34,1.41,1.41,1.03,1.32,1.4,1.1,0.87,0.76,0.76,0.83,0.8,0.71,0.72,0.6,0.67,0.68,0.61,0.67,0.68,0.68,0.47,0.63,0.53,0.58,0.48,2.71,0.37,0.48,0.53,0.44,0.41,0.38,0.36,0.39,0.35,0.35,0.35,0.32,0.3,0.32,0.32,0.25,0.2,0.26,0.09,0.11,0.11,0.13,0.12,0.09,0.07,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,100.05
09/20/2021,20.68,11.36,9.52,4.51,4.32,3.05,1.92,2.51,1.99,1.63,1.78,1.7,1.81,1.5,1.33,1.39,1.31,1.03,1.29,1.42,1.09,0.89,0.75,0.72,0.84,0.82,0.7,0.72,0.58,0.68,0.7,0.61,0.67,0.7,0.68,0.48,0.63,0.53,0.56,0.47,2.73,0.38,0.48,0.53,0.45,0.4,0.39,0.37,0.4,0.37,0.35,0.35,0.32,0.3,0.33,0.33,0.25,0.2,0.28,0.09,0.11,0.11,0.13,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,100.04
09/21/2021,20.73,11.26,9.76,4.44,4.36,3.14,1.89,2.52,2.0,1.63,1.78,1.69,1.85,1.5,1.34,1.38,1.3,1.02,1.28,1.36,1.07,0.86,0.74,0.76,0.85,0.79,0.67,0.71,0.57,0.67,0.67,0.6,0.68,0.69,0.67,0.49,0.63,0.53,0.56,0.48,2.73,0.36,0.48,0.54,0.44,0.4,0.38,0.36,0.4,0.36,0.35,0.35,0.32,0.3,0.34,0.33,0.25,0.2,0.28,0.09,0.11,0.11,0.14,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,100.01
09/22/2021,20.73,11.26,9.76,4.44,4.36,3.14,1.89,2.52,2.0,1.63,1.78,1.69,1.85,1.5,1.34,1.38,1.3,1.02,1.28,1.36,1.07,0.86,0.74,0.76,0.85,0.79,0.67,0.71,0.57,0.67,0.67,0.6,0.68,0.69,0.67,0.49,0.63,0.53,0.56,0.48,2.73,0.36,0.48,0.54,0.44,0.4,0.38,0.36,0.4,0.36,0.35,0.35,0.32,0.3,0.34,0.33,0.25,0.2,0.28,0.09,0.11,0.11,0.14,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,100.01
09/23/2021,21.11,13.95,9.82,4.46,4.29,2.99,1.87,2.47,1.99,1.67,1.78,1.67,1.8,1.49,1.34,1.36,1.27,1.03,1.29,1.35,1.07,0.85,0.72,0.75,0.85,0.79,0.67,0.69,0.55,0.67,0.67,0.59,0.66,0.69,0.67,0.5,0.63,0.52,0.56,0.49,0.21,0.36,0.48,0.56,0.44,0.4,0.36,0.35,0.4,0.36,0.36,0.35,0.33,0.3,0.33,0.33,0.25,0.2,0.27,0.09,0.11,0.11,0.14,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/24/2021,20.87,13.92,9.88,4.43,4.25,3.06,1.86,2.46,1.96,1.67,1.78,1.66,1.78,1.49,1.31,1.37,1.31,1.02,1.32,1.38,1.11,0.89,0.72,0.77,0.86,0.8,0.67,0.7,0.57,0.68,0.66,0.6,0.66,0.69,0.67,0.52,0.63,0.51,0.59,0.49,0.21,0.36,0.49,0.54,0.45,0.39,0.36,0.37,0.4,0.35,0.36,0.35,0.32,0.3,0.34,0.34,0.25,0.2,0.27,0.09,0.1,0.11,0.13,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,20.83,14.47,9.8,4.44,4.12,3.02,1.93,2.42,1.91,1.66,1.76,1.65,1.79,1.46,1.3,1.31,1.29,1.0,1.29,1.43,1.08,0.88,0.71,0.76,0.84,0.77,0.66,0.68,0.56,0.67,0.69,0.6,0.66,0.72,0.67,0.52,0.66,0.52,0.59,0.48,0.21,0.36,0.48,0.55,0.45,0.39,0.36,0.36,0.4,0.36,0.35,0.35,0.32,0.29,0.35,0.34,0.25,0.2,0.26,0.09,0.1,0.11,0.14,0.12,0.09,0.07,0.02,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/28/2021,20.86,14.67,9.81,4.37,4.12,3.06,1.89,2.41,1.92,1.63,1.76,1.61,1.75,1.45,1.3,1.31,1.26,0.99,1.3,1.52,1.08,0.88,0.7,0.74,0.83,0.76,0.66,0.68,0.55,0.68,0.7,0.6,0.65,0.71,0.66,0.51,0.67,0.51,0.58,0.47,0.21,0.36,0.48,0.56,0.45,0.39,0.36,0.36,0.39,0.35,0.34,0.36,0.32,0.29,0.36,0.33,0.25,0.2,0.25,0.09,0.1,0.12,0.13,0.12,0.09,0.07,0.02,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,20.97,14.5,9.76,4.34,4.17,3.04,1.85,2.42,1.93,1.63,1.75,1.6,1.75,1.47,1.31,1.32,1.28,0.99,1.31,1.54,1.09,0.92,0.69,0.72,0.82,0.74,0.66,0.69,0.55,0.68,0.71,0.61,0.65,0.72,0.66,0.5,0.67,0.51,0.57,0.44,0.2,0.38,0.49,0.55,0.45,0.39,0.38,0.37,0.4,0.37,0.34,0.35,0.32,0.29,0.37,0.34,0.25,0.2,0.26,0.1,0.1,0.12,0.13,0.12,0.09,0.07,0.02,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/20/2021,21.43,14.69,9.29,4.62,4.42,2.6,2.2,2.82,1.76,1.39,1.71,1.51,1.5,1.18,1.41,1.25,1.43,0.97,1.28,1.67,1.03,1.06,0.68,0.6,0.78,0.66,0.73,0.7,0.6,0.66,0.72,0.62,0.57,0.88,0.68,0.44,0.61,0.57,0.58,0.4,0.16,0.41,0.42,0.55,0.42,0.39,0.34,0.4,0.38,0.43,0.35,0.34,0.31,0.26,0.39,0.37,0.25,0.22,0.19,0.09,0.09,0.12,0.13,0.11,0.07,0.08,0.03,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,100.04
10/21/2021,20.96,14.94,9.21,4.62,4.39,2.59,2.14,2.95,1.74,1.39,1.71,1.53,1.51,1.16,1.43,1.27,1.45,0.98,1.28,1.68,1.04,1.05,0.71,0.6,0.77,0.69,0.72,0.7,0.62,0.65,0.72,0.63,0.6,0.87,0.68,0.48,0.62,0.61,0.58,0.39,0.16,0.41,0.43,0.54,0.43,0.38,0.34,0.39,0.39,0.43,0.34,0.34,0.31,0.27,0.39,0.37,0.25,0.21,0.18,0.1,0.09,0.12,0.13,0.1,0.07,0.07,0.03,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.03
10/22/2021,20.96,14.92,9.09,4.64,4.49,2.63,2.15,3.02,1.76,1.37,1.72,1.51,1.56,1.16,1.44,1.28,1.42,0.98,1.28,1.66,1.05,1.08,0.7,0.6,0.77,0.7,0.71,0.69,0.61,0.65,0.71,0.62,0.59,0.86,0.67,0.47,0.62,0.6,0.58,0.38,0.11,0.4,0.46,0.54,0.43,0.39,0.34,0.39,0.38,0.42,0.34,0.34,0.31,0.27,0.38,0.37,0.25,0.21,0.18,0.09,0.09,0.12,0.12,0.1,0.07,0.07,0.03,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,100.0
10/28/2021,21.31,14.78,9.31,4.66,4.33,2.58,1.95,3.11,1.8,1.39,1.7,1.49,1.55,1.18,1.41,1.24,1.4,0.96,1.27,1.58,1.03,1.06,0.69,0.67,0.78,0.71,0.71,0.69,0.62,0.65,0.7,0.62,0.57,0.85,0.7,0.46,0.68,0.61,0.58,0.38,0.03,0.39,0.46,0.55,0.44,0.39,0.33,0.37,0.37,0.42,0.36,0.35,0.31,0.28,0.37,0.36,0.26,0.2,0.18,0.09,0.09,0.11,0.13,0.1,0.07,0.07,0.63,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,100.04
10/29/2021,21.21,14.88,9.32,4.67,4.38,2.59,1.97,3.06,1.88,1.38,1.7,1.45,1.56,1.17,1.39,1.22,1.38,0.97,1.27,1.59,1.02,1.08,0.68,0.69,0.77,0.71,0.72,0.68,0.61,0.64,0.72,0.61,0.56,0.86,0.67,0.46,0.67,0.6,0.58,0.41,0.03,0.39,0.48,0.54,0.44,0.38,0.33,0.36,0.37,0.42,0.36,0.35,0.31,0.27,0.36,0.35,0.26,0.2,0.19,0.09,0.09,0.11,0.13,0.1,0.07,0.07,0.19,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,100.03
11/01/2021,21.27,14.84,9.41,4.67,4.37,2.61,1.93,3.04,1.99,1.39,1.66,1.56,1.52,1.16,1.39,1.21,1.35,0.97,1.25,1.5,1.09,1.07,0.7,0.71,0.77,0.74,0.72,0.69,0.59,0.62,0.69,0.61,0.55,0.78,0.66,0.48,0.62,0.6,0.59,0.39,0.03,0.37,0.46,0.56,0.44,0.38,0.32,0.35,0.38,0.41,0.36,0.35,0.31,0.27,0.34,0.34,0.27,0.19,0.21,0.09,0.09,0.11,0.13,0.1,0.07,0.07,0.19,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,99.97
11/02/2021,20.95,14.74,9.45,4.73,4.35,2.59,1.9,2.99,1.98,1.44,1.64,1.6,1.52,1.16,1.4,1.21,1.37,0.96,1.24,1.54,1.1,1.07,0.69,0.66,0.78,0.72,0.71,0.69,0.6,0.63,0.69,0.62,0.54,0.75,0.66,0.49,0.62,0.6,0.59,0.39,0.03,0.38,0.47,0.56,0.45,0.38,0.32,0.36,0.38,0.42,0.37,0.35,0.32,0.26,0.34,0.34,0.26,0.19,0.22,0.09,0.09,0.11,0.13,0.1,0.07,0.08,0.19,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100.06
11/03/2021,20.95,14.74,9.45,4.73,4.35,2.59,1.9,2.99,1.98,1.44,1.64,1.6,1.52,1.16,1.4,1.21,1.37,0.96,1.24,1.54,1.1,1.07,0.69,0.66,0.78,0.72,0.71,0.69,0.6,0.63,0.69,0.62,0.54,0.75,0.66,0.49,0.62,0.6,0.59,0.39,0.03,0.38,0.47,0.56,0.45,0.38,0.32,0.36,0.38,0.42,0.37,0.35,0.32,0.26,0.34,0.34,0.26,0.19,0.22,0.09,0.09,0.11,0.13,0.1,0.07,0.08,0.19,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100.06
11/08/2021,21.11,14.77,9.39,4.74,4.32,2.59,1.92,2.99,2.02,1.35,1.62,1.74,1.52,1.15,1.38,1.23,1.35,0.95,1.24,1.53,1.19,1.08,0.71,0.66,0.76,0.74,0.72,0.72,0.59,0.66,0.7,0.63,0.53,0.78,0.67,0.47,0.61,0.6,0.58,0.37,0.0,0.38,0.47,0.54,0.46,0.39,0.32,0.36,0.38,0.44,0.35,0.35,0.31,0.27,0.36,0.35,0.27,0.2,0.22,0.08,0.09,0.11,0.13,0.1,0.07,0.08,0.23,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,99.99
11/09/2021,21.32,14.73,9.39,4.69,4.29,2.61,1.91,2.97,2.02,1.36,1.61,1.74,1.58,1.2,1.37,1.22,1.37,0.95,1.24,1.51,1.18,1.06,0.73,0.65,0.76,0.72,0.72,0.7,0.59,0.65,0.69,0.61,0.52,0.77,0.67,0.47,0.6,0.6,0.57,0.37,0.0,0.37,0.48,0.54,0.46,0.4,0.32,0.36,0.38,0.43,0.35,0.35,0.31,0.27,0.36,0.34,0.27,0.19,0.21,0.08,0.09,0.11,0.13,0.1,0.07,0.08,0.23,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,99.99
11/10/2021,21.32,14.73,9.39,4.69,4.29,2.61,1.91,2.97,2.02,1.36,1.61,1.74,1.58,1.2,1.37,1.22,1.37,0.95,1.24,1.51,1.18,1.06,0.73,0.65,0.76,0.72,0.72,0.7,0.59,0.65,0.69,0.61,0.52,0.77,0.67,0.47,0.6,0.6,0.57,0.37,0.0,0.37,0.48,0.54,0.46,0.4,0.32,0.36,0.38,0.43,0.35,0.35,0.31,0.27,0.36,0.34,0.27,0.19,0.21,0.08,0.09,0.11,0.13,0.1,0.07,0.08,0.23,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,99.99
11/11/2021,21.58,14.62,9.3,4.6,4.27,2.57,1.91,3.0,2.0,1.37,1.61,1.67,1.58,1.19,1.38,1.22,1.39,0.94,1.25,1.55,1.15,1.06,0.72,0.64,0.76,0.74,0.72,0.7,0.59,0.66,0.69,0.61,0.53,0.78,0.67,0.47,0.62,0.61,0.58,0.37,0.0,0.37,0.49,0.57,0.47,0.41,0.32,0.36,0.37,0.42,0.36,0.34,0.31,0.27,0.35,0.34,0.27,0.2,0.22,0.09,0.09,0.11,0.13,0.1,0.07,0.08,0.22,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,99.98999999999998
11/12/2021,21.78,14.64,9.16,4.5,4.2,2.55,1.89,2.99,1.99,1.36,1.63,1.68,1.56,1.18,1.43,1.2,1.39,0.93,1.25,1.55,1.17,1.06,0.72,0.65,0.77,0.73,0.74,0.72,0.6,0.66,0.69,0.63,0.53,0.78,0.66,0.47,0.63,0.6,0.58,0.4,0.0,0.37,0.48,0.59,0.48,0.41,0.3,0.36,0.38,0.42,0.35,0.35,0.31,0.26,0.36,0.35,0.26,0.2,0.23,0.09,0.09,0.11,0.15,0.1,0.07,0.08,0.22,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,100.01
11/15/2021,21.74,14.61,8.99,4.72,4.42,2.53,1.99,2.97,1.95,1.38,1.62,1.64,1.56,1.16,1.44,1.22,1.39,0.95,1.24,1.53,1.14,1.05,0.69,0.64,0.76,0.72,0.74,0.72,0.6,0.67,0.69,0.64,0.52,0.74,0.65,0.47,0.63,0.6,0.57,0.42,0.04,0.37,0.5,0.57,0.48,0.41,0.31,0.35,0.37,0.42,0.33,0.35,0.31,0.27,0.36,0.35,0.26,0.2,0.22,0.08,0.09,0.11,0.14,0.1,0.07,0.08,0.13,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,100.06
11/17/2021,21.49,14.63,8.95,4.68,4.44,2.53,1.98,2.94,1.99,1.4,1.64,1.65,1.58,1.18,1.52,1.24,1.38,0.96,1.26,1.54,1.16,1.06,0.69,0.62,0.76,0.72,0.74,0.72,0.59,0.68,0.69,0.64,0.52,0.72,0.67,0.48,0.63,0.61,0.59,0.42,0.04,0.37,0.51,0.58,0.48,0.41,0.3,0.33,0.37,0.41,0.32,0.35,0.31,0.27,0.36,0.35,0.27,0.19,0.23,0.09,0.09,0.11,0.14,0.1,0.07,0.08,0.18,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,100.03
11/18/2021,21.63,14.56,9.03,4.69,4.46,2.46,1.96,2.93,1.99,1.4,1.64,1.63,1.59,1.16,1.52,1.25,1.41,0.97,1.27,1.49,1.13,1.06,0.7,0.64,0.75,0.72,0.73,0.72,0.61,0.7,0.66,0.65,0.51,0.67,0.66,0.49,0.63,0.6,0.59,0.42,0.04,0.37,0.51,0.59,0.48,0.43,0.3,0.32,0.37,0.41,0.32,0.35,0.31,0.27,0.36,0.35,0.27,0.19,0.22,0.08,0.09,0.11,0.14,0.1,0.07,0.08,0.18,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,100.01
11/19/2021,21.43,14.37,9.16,4.78,4.47,2.53,1.97,2.94,2.01,1.42,1.63,1.61,1.68,1.19,1.55,1.24,1.39,0.99,1.25,1.48,1.14,1.06,0.68,0.64,0.74,0.73,0.76,0.73,0.6,0.69,0.65,0.67,0.52,0.66,0.65,0.49,0.64,0.6,0.57,0.41,0.04,0.37,0.51,0.58,0.48,0.42,0.31,0.32,0.37,0.41,0.32,0.35,0.31,0.27,0.35,0.35,0.27,0.19,0.2,0.08,0.09,0.11,0.14,0.09,0.07,0.08,0.18,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,100.0
11/22/2021,22.02,14.54,9.01,4.75,4.5,2.5,1.93,2.98,2.0,1.41,1.62,1.58,1.68,1.19,1.54,1.21,1.4,0.96,1.25,1.5,1.1,1.05,0.65,0.62,0.74,0.72,0.78,0.72,0.6,0.71,0.66,0.67,0.52,0.69,0.65,0.5,0.62,0.6,0.55,0.41,0.11,0.37,0.49,0.57,0.47,0.42,0.3,0.32,0.37,0.4,0.32,0.35,0.31,0.27,0.36,0.35,0.26,0.18,0.21,0.09,0.09,0.11,0.13,0.09,0.07,0.08,0.18,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,99.99
11/23/2021,22.02,14.54,9.01,4.75,4.5,2.5,1.93,2.98,2.0,1.41,1.62,1.58,1.68,1.19,1.54,1.21,1.4,0.96,1.25,1.5,1.1,1.05,0.65,0.62,0.74,0.72,0.78,0.72,0.6,0.71,0.66,0.67,0.52,0.69,0.65,0.5,0.62,0.6,0.55,0.41,0.11,0.37,0.49,0.57,0.47,0.42,0.3,0.32,0.37,0.4,0.32,0.35,0.31,0.27,0.36,0.35,0.26,0.18,0.21,0.09,0.09,0.11,0.13,0.09,0.07,0.08,0.18,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47,99.99
11/25/2021,21.16,14.7,9.36,4.8,4.43,2.45,2.06,3.03,1.96,1.38,1.69,1.55,1.65,1.19,1.64,1.21,1.38,0.95,1.27,1.49,1.07,1.06,0.67,0.62,0.74,0.7,0.77,0.71,0.59,0.68,0.67,0.66,0.52,0.68,0.65,0.49,0.59,0.62,0.53,0.41,0.27,0.34,0.51,0.58,0.47,0.43,0.3,0.32,0.37,0.4,0.24,0.34,0.31,0.26,0.36,0.36,0.26,0.15,0.19,0.09,0.09,0.11,0.14,0.09,0.07,0.08,0.0,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,99.99000000000001
