,DE,NTR.TO,ADM,CTVA,6326.T,CNHI.MI,FMC,TTC,LW,MOWI.OL,MOS,BG,DAR,CF,YAR.OL,288.HK,AGCO,SMG,2020.SR,F34.SI,SQM/B.SN,INGR,TATACONSUM.NS,UPL.NS,ICL.TA,BAKKA.OL,2280.SR,SALM.OL,SAFM,CPIN.JK,PIIND.NS,2282.T,CPF-R.BK,CWK.L,002714.SZ,SDF.DE,PHOR.L,LSG.OL,OCI.AS,IOICORP.KL,KLK.KL,600887.SS,LNN,600438.SS,SIMEPLT.KL,1722.TW,QL.KL,COROMANDEL.NS,ELD.AX,CALM,SMTO3.SA,FDP,AUSS.OL,SZU.DE,ILCO.TA,ESCORTS.NS,NUF.AX,E5H.SI,PPC,BAYERCROP.NS,AGRO,KWS.DE,1377.T,CGC.AX,ING.AX,SLCE3.SA,1333.T,1610.HK,300498.SZ,000895.SZ,APPH,VFF.TO,HYFM,600426.SS,4996.T,ASA.OL,1117.HK,CHAMBLFERT.NS,SHV.AX,BALRAMCHIN.NS,3983.HK,000876.SZ,AFN.TO,EB5.SI,JPFA.JK,ENGRO.,OIZ.IR,XTSLA,SUMICHEM.NS,TGR.AX,6010.SR,GSF.OL,AGRO.L,AVD,GENP.KL,RIN.PA,2913.TW,EIDPARRY.NS,ARL.JO,1379.T,ATT.WA,RSI.TO,1215.TW,OCE.JO,002157.SZ,HEKTS.IS,297.HK,UTDPLT.KL,FFC.,6250.T,GNFC.NS,CNH,SCST.ST,GUBRF.IS,600486.SS,003380.KQ,002385.SZ,VITL,6050.SR,AAC.AX,6070.SR,RALLIS.NS,600598.SS,LSIP.JK,JPY,2109.T,KSCL.NS,006040.KS,EFERT.,UD2.SI,TTRAK.IS,NRS.OL,1866.HK,HKD,002299.SZ,1375.T,AALI.JK,025860.KS,KSL-R.BK,4997.T,FFARM.AS,000998.SZ,MFPC.CA,38.HK,8043.T,4025.T,CAD,MTL.,2053.T,GFPT-R.BK,AKBM.OL,TFG-R.BK,AUD,LHI.KL,NOK,MYR,PKR,ILS,SAR,GBP,6863EUR,SEK,MXN,CHF,DKK,EUR,INR,TFG-R3,TRY,BRL,PLN,SGD,ZAR,KRW,IDR,TWD,IIKP.JK,LHI,EFERT,TFG.R,USD,HEKTS.E.IS,GUBRF.E.IS,TTRAK.E.IS,THB,CLP,SQM.B.SN,HUSQ B.ST,SUM
09/16/2021,20.46,6.75,6.49,6.04,4.29,3.14,2.42,2.18,1.71,2.27,2.2,2.07,2.28,1.89,1.56,1.2,1.57,1.22,1.47,1.12,1.42,1.11,1.36,0.97,0.96,0.83,0.72,0.71,0.72,0.65,0.74,0.65,0.58,0.54,0.41,0.54,0.53,0.49,0.45,0.45,0.42,0.38,0.32,0.44,0.3,0.29,0.27,0.25,0.27,0.25,0.21,0.21,0.21,0.22,0.22,0.24,0.19,0.21,0.26,0.19,0.18,0.18,0.18,0.19,0.19,0.15,0.19,0.14,0.15,0.13,0.07,0.12,0.22,0.15,0.13,0.06,0.11,0.13,0.14,0.12,0.11,0.09,0.08,0.11,0.11,0.09,0.1,0.15,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.09,0.07,0.06,0.08,0.07,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.07,0.01,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.0,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.05,0.01,0.0,0.0,0.0,100.07
09/17/2021,20.31,6.67,6.46,5.97,4.42,3.2,2.4,2.16,1.71,2.27,2.22,2.08,2.31,1.9,1.59,1.18,1.57,1.16,1.46,1.12,1.44,1.11,1.37,0.97,0.97,0.83,0.73,0.72,0.73,0.65,0.76,0.65,0.59,0.53,0.41,0.54,0.56,0.49,0.46,0.45,0.41,0.38,0.33,0.42,0.3,0.3,0.28,0.25,0.26,0.26,0.21,0.21,0.21,0.23,0.22,0.26,0.19,0.21,0.26,0.19,0.18,0.18,0.18,0.2,0.19,0.15,0.19,0.13,0.15,0.13,0.07,0.12,0.21,0.15,0.13,0.06,0.1,0.14,0.14,0.12,0.11,0.09,0.08,0.12,0.11,0.09,0.09,0.08,0.11,0.1,0.1,0.09,0.11,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.08,0.07,0.0,0.05,0.0,0.07,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.07,0.01,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.05,0.01,0.0,0.0,0.0,100.01000000000002
09/20/2021,20.0,6.8,6.65,5.93,4.4,3.27,2.38,2.12,1.71,2.25,2.3,2.17,2.37,1.99,1.6,1.15,1.57,1.13,1.57,1.09,1.45,1.13,1.34,0.96,0.96,0.82,0.72,0.72,0.73,0.64,0.74,0.64,0.58,0.52,0.41,0.57,0.53,0.48,0.48,0.44,0.41,0.37,0.31,0.39,0.3,0.3,0.27,0.25,0.27,0.25,0.21,0.21,0.21,0.23,0.21,0.25,0.2,0.21,0.26,0.19,0.2,0.18,0.18,0.2,0.19,0.15,0.19,0.14,0.15,0.13,0.08,0.12,0.21,0.14,0.13,0.05,0.1,0.14,0.14,0.12,0.1,0.1,0.08,0.12,0.1,0.09,0.09,0.15,0.11,0.1,0.1,0.09,0.11,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.06,0.08,0.07,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.01,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.12
09/21/2021,19.82,6.86,6.64,5.89,4.47,3.29,2.34,2.11,1.72,2.25,2.31,2.17,2.35,2.01,1.55,1.18,1.54,1.13,1.58,1.11,1.46,1.12,1.36,0.96,0.97,0.83,0.73,0.73,0.74,0.66,0.75,0.64,0.58,0.52,0.42,0.54,0.52,0.48,0.49,0.43,0.4,0.38,0.32,0.39,0.3,0.3,0.27,0.24,0.27,0.25,0.2,0.21,0.21,0.23,0.21,0.25,0.2,0.21,0.26,0.19,0.19,0.19,0.18,0.2,0.19,0.15,0.19,0.14,0.15,0.13,0.08,0.12,0.21,0.14,0.13,0.05,0.1,0.13,0.14,0.12,0.11,0.1,0.08,0.12,0.11,0.09,0.09,0.17,0.1,0.1,0.1,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.08,0.07,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.06,0.01,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.07
09/22/2021,19.82,6.86,6.64,5.89,4.47,3.29,2.34,2.11,1.72,2.25,2.31,2.17,2.35,2.01,1.55,1.18,1.54,1.13,1.58,1.11,1.46,1.12,1.36,0.96,0.97,0.83,0.73,0.73,0.74,0.66,0.75,0.64,0.58,0.52,0.42,0.54,0.52,0.48,0.49,0.43,0.4,0.38,0.32,0.39,0.3,0.3,0.27,0.24,0.27,0.25,0.2,0.21,0.21,0.23,0.21,0.25,0.2,0.21,0.26,0.19,0.19,0.19,0.18,0.2,0.19,0.15,0.19,0.14,0.15,0.13,0.08,0.12,0.21,0.14,0.13,0.05,0.1,0.13,0.14,0.12,0.11,0.1,0.08,0.12,0.11,0.09,0.09,0.17,0.1,0.1,0.1,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.08,0.07,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.06,0.01,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.07
09/23/2021,19.71,6.85,6.58,5.96,4.58,3.24,2.38,2.13,1.75,2.24,2.26,2.12,2.31,2.01,1.56,1.17,1.53,1.18,1.67,1.13,1.4,1.13,1.35,0.93,0.99,0.82,0.74,0.73,0.75,0.64,0.72,0.66,0.59,0.51,0.43,0.54,0.53,0.48,0.5,0.44,0.4,0.39,0.32,0.4,0.27,0.31,0.27,0.24,0.27,0.26,0.2,0.21,0.21,0.22,0.22,0.26,0.2,0.21,0.27,0.19,0.18,0.18,0.18,0.2,0.19,0.15,0.2,0.14,0.16,0.13,0.08,0.12,0.2,0.14,0.14,0.05,0.1,0.13,0.14,0.12,0.1,0.11,0.08,0.12,0.11,0.09,0.09,0.17,0.1,0.1,0.1,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.07,0.08,0.09,0.07,0.05,0.0,0.07,0.07,0.07,0.08,0.07,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.12
09/24/2021,19.56,6.9,6.54,5.95,4.43,3.25,2.35,2.08,1.75,2.3,2.28,2.12,2.32,2.05,1.59,1.16,1.53,1.19,1.68,1.13,1.44,1.14,1.36,0.95,0.99,0.83,0.74,0.74,0.75,0.65,0.73,0.65,0.59,0.52,0.43,0.54,0.53,0.48,0.5,0.44,0.4,0.39,0.32,0.4,0.28,0.31,0.27,0.25,0.27,0.27,0.2,0.21,0.21,0.22,0.22,0.26,0.21,0.21,0.27,0.19,0.18,0.18,0.18,0.2,0.19,0.15,0.19,0.14,0.16,0.13,0.07,0.12,0.19,0.14,0.13,0.05,0.1,0.13,0.14,0.11,0.11,0.11,0.08,0.12,0.11,0.09,0.09,0.17,0.1,0.1,0.1,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.09,0.09,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.08,0.08,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.01,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.06
09/30/2021,19.8,7.12,6.41,6.05,4.29,3.3,2.32,1.99,1.7,2.29,2.51,2.14,2.3,2.27,1.66,1.11,1.54,1.16,1.83,1.1,1.37,1.14,1.28,0.92,0.97,0.83,0.71,0.74,0.71,0.64,0.67,0.6,0.56,0.49,0.45,0.58,0.54,0.5,0.52,0.42,0.39,0.4,0.32,0.39,0.28,0.31,0.26,0.24,0.26,0.26,0.21,0.21,0.22,0.22,0.23,0.25,0.21,0.2,0.26,0.18,0.17,0.18,0.17,0.2,0.19,0.14,0.19,0.14,0.16,0.14,0.07,0.12,0.18,0.12,0.12,0.05,0.1,0.14,0.14,0.11,0.11,0.11,0.08,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.07,0.07,0.06,0.07,0.09,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.0,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.03,0.02,0.03,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.05
10/01/2021,19.98,7.06,6.42,6.02,4.28,3.28,2.3,2.03,1.7,2.27,2.5,2.16,2.26,2.31,1.62,1.12,1.54,1.18,1.83,1.12,1.37,1.14,1.26,0.91,0.97,0.8,0.71,0.73,0.72,0.63,0.66,0.61,0.56,0.49,0.45,0.57,0.55,0.48,0.52,0.43,0.4,0.4,0.32,0.39,0.28,0.32,0.27,0.24,0.26,0.25,0.21,0.21,0.21,0.22,0.23,0.26,0.21,0.21,0.26,0.18,0.17,0.18,0.17,0.19,0.19,0.14,0.19,0.14,0.16,0.14,0.07,0.12,0.17,0.12,0.12,0.05,0.1,0.14,0.13,0.11,0.12,0.11,0.08,0.12,0.1,0.09,0.09,0.07,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.07,0.07,0.06,0.07,0.09,0.0,0.05,0.0,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.0,0.05,0.04,0.04,0.04,0.04,0.0,0.05,0.06,0.01,0.05,0.05,0.06,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.03,0.02,0.03,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,100.09
10/26/2021,18.83,7.41,6.86,5.84,4.0,3.3,2.22,1.98,1.6,2.39,2.81,2.31,2.37,2.38,1.67,1.03,1.55,1.14,1.87,1.15,0.0,1.2,1.18,0.86,1.08,0.86,0.66,0.81,0.71,0.62,0.63,0.54,0.54,0.46,0.53,0.57,0.63,0.52,0.51,0.45,0.45,0.42,0.29,0.43,0.32,0.35,0.26,0.24,0.25,0.25,0.21,0.22,0.23,0.21,0.26,0.24,0.2,0.24,0.26,0.17,0.17,0.18,0.16,0.19,0.18,0.14,0.18,0.17,0.17,0.14,0.06,0.11,0.15,0.12,0.11,0.05,0.11,0.13,0.13,0.1,0.12,0.11,0.08,0.14,0.1,0.07,0.09,0.15,0.1,0.1,0.09,0.1,0.11,0.08,0.09,0.07,0.08,0.08,0.09,0.06,0.07,0.08,0.09,0.07,0.05,0.0,0.06,0.07,0.05,0.07,0.08,0.0,0.04,0.0,0.06,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.0,0.05,0.03,0.04,0.05,0.04,0.0,0.05,0.06,0.0,0.05,0.05,0.06,0.05,0.03,0.04,0.03,0.05,0.06,0.04,0.05,0.06,0.0,0.04,0.04,0.03,0.02,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.09,0.06,0.06,0.04,0.0,0.0,1.31,0.0,99.98
10/27/2021,18.83,7.41,6.86,5.84,4.0,3.3,2.22,1.98,1.6,2.39,2.81,2.31,2.37,2.38,1.67,1.03,1.55,1.14,1.87,1.15,0.0,1.2,1.18,0.86,1.08,0.86,0.66,0.81,0.71,0.62,0.63,0.54,0.54,0.46,0.53,0.57,0.63,0.52,0.51,0.45,0.45,0.42,0.29,0.43,0.32,0.35,0.26,0.24,0.25,0.25,0.21,0.22,0.23,0.21,0.26,0.24,0.2,0.24,0.26,0.17,0.17,0.18,0.16,0.19,0.18,0.14,0.18,0.17,0.17,0.14,0.06,0.11,0.15,0.12,0.11,0.05,0.11,0.13,0.13,0.1,0.12,0.11,0.08,0.14,0.1,0.07,0.09,0.15,0.1,0.1,0.09,0.1,0.11,0.08,0.09,0.07,0.08,0.08,0.09,0.06,0.07,0.08,0.09,0.07,0.05,0.0,0.06,0.07,0.05,0.07,0.08,0.0,0.04,0.0,0.06,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.0,0.05,0.03,0.04,0.05,0.04,0.0,0.05,0.06,0.0,0.05,0.05,0.06,0.05,0.03,0.04,0.03,0.05,0.06,0.04,0.05,0.06,0.0,0.04,0.04,0.03,0.02,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.09,0.06,0.06,0.04,0.0,0.0,1.31,0.0,99.98
10/28/2021,19.29,7.39,6.83,5.75,4.02,3.32,2.21,2.0,1.57,2.39,2.81,2.29,2.39,2.33,1.64,1.04,1.56,1.13,1.83,1.14,0.0,1.19,1.15,0.84,1.12,0.85,0.65,0.8,0.7,0.6,0.61,0.54,0.54,0.46,0.52,0.57,0.64,0.51,0.51,0.45,0.44,0.42,0.29,0.44,0.32,0.35,0.26,0.23,0.25,0.25,0.22,0.22,0.23,0.21,0.27,0.25,0.2,0.23,0.26,0.17,0.17,0.18,0.15,0.18,0.18,0.15,0.17,0.17,0.17,0.14,0.05,0.11,0.15,0.12,0.11,0.05,0.1,0.13,0.13,0.09,0.12,0.11,0.08,0.14,0.1,0.07,0.09,0.15,0.09,0.1,0.09,0.1,0.11,0.08,0.09,0.07,0.07,0.08,0.09,0.06,0.07,0.08,0.09,0.07,0.05,0.0,0.06,0.07,0.05,0.07,0.08,0.0,0.04,0.0,0.06,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.0,0.05,0.03,0.04,0.04,0.04,0.0,0.05,0.06,0.0,0.05,0.05,0.06,0.05,0.03,0.04,0.03,0.05,0.06,0.04,0.05,0.05,0.0,0.04,0.03,0.03,0.02,0.03,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.09,0.06,0.06,0.04,0.0,0.0,1.32,0.0,100.02
10/29/2021,18.83,7.42,6.76,5.83,4.13,3.34,2.21,1.99,1.58,2.42,2.8,2.28,2.4,2.33,1.62,1.04,1.52,1.15,1.84,1.16,0.0,1.19,1.2,0.87,1.11,0.87,0.65,0.81,0.71,0.61,0.62,0.54,0.55,0.46,0.5,0.55,0.64,0.52,0.52,0.45,0.44,0.43,0.28,0.44,0.32,0.35,0.26,0.23,0.26,0.25,0.22,0.22,0.23,0.21,0.27,0.26,0.2,0.24,0.26,0.17,0.17,0.18,0.15,0.18,0.17,0.14,0.18,0.16,0.17,0.13,0.05,0.1,0.15,0.12,0.11,0.05,0.1,0.14,0.13,0.1,0.12,0.11,0.08,0.14,0.1,0.07,0.09,0.15,0.09,0.1,0.09,0.1,0.11,0.08,0.09,0.07,0.07,0.08,0.09,0.06,0.07,0.08,0.09,0.07,0.05,0.0,0.06,0.07,0.05,0.07,0.08,0.0,0.04,0.0,0.06,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.0,0.05,0.03,0.04,0.04,0.04,0.0,0.05,0.06,0.0,0.05,0.05,0.06,0.05,0.03,0.04,0.03,0.05,0.06,0.04,0.05,0.05,0.0,0.04,0.04,0.03,0.02,0.03,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.08,0.07,0.07,0.04,0.0,0.0,1.4,0.0,99.99
11/01/2021,19.26,7.39,6.69,5.86,4.03,3.29,2.21,1.89,1.55,2.4,2.79,2.42,2.53,2.28,1.69,1.05,1.47,1.14,1.73,1.15,0.0,1.18,1.2,0.89,1.12,0.87,0.65,0.81,0.7,0.6,0.61,0.54,0.54,0.46,0.51,0.61,0.61,0.51,0.5,0.44,0.42,0.43,0.29,0.43,0.31,0.35,0.25,0.23,0.27,0.25,0.22,0.22,0.23,0.21,0.27,0.25,0.2,0.23,0.25,0.17,0.16,0.18,0.15,0.18,0.18,0.14,0.18,0.16,0.17,0.14,0.06,0.1,0.15,0.11,0.11,0.05,0.1,0.14,0.13,0.1,0.1,0.11,0.08,0.14,0.09,0.07,0.09,0.15,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.06,0.07,0.08,0.09,0.07,0.05,0.0,0.06,0.07,0.05,0.07,0.09,0.0,0.04,0.0,0.06,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.04,0.05,0.0,0.05,0.03,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.05,0.05,0.06,0.05,0.03,0.04,0.03,0.05,0.06,0.04,0.05,0.05,0.0,0.04,0.04,0.03,0.02,0.03,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.08,0.07,0.07,0.04,0.0,0.0,1.35,0.0,99.99
11/11/2021,19.33,7.07,6.41,6.17,3.72,3.25,2.43,1.94,1.53,2.21,2.45,2.35,2.45,2.41,1.71,1.04,1.45,1.26,1.76,1.13,0.0,1.19,1.22,0.9,1.14,0.81,0.63,0.74,0.68,0.57,0.56,0.54,0.53,0.44,0.52,0.61,0.61,0.47,0.48,0.42,0.4,0.44,0.31,0.39,0.3,0.34,0.23,0.22,0.25,0.25,0.24,0.19,0.21,0.2,0.26,0.24,0.22,0.23,0.25,0.16,0.16,0.18,0.15,0.17,0.16,0.15,0.16,0.17,0.18,0.15,0.06,0.11,0.17,0.1,0.11,0.07,0.09,0.14,0.11,0.1,0.1,0.12,0.08,0.12,0.09,0.06,0.09,0.1,0.09,0.1,0.08,0.1,0.1,0.09,0.08,0.07,0.07,0.08,0.08,0.06,0.07,0.07,0.09,0.07,0.05,0.0,0.06,0.07,0.04,0.07,0.09,0.0,0.04,0.0,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.05,0.03,0.06,0.0,0.05,0.03,0.04,0.04,0.04,0.0,0.04,0.05,0.0,0.05,0.05,0.07,0.05,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.0,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.07,0.06,0.04,0.0,0.0,1.61,1.09,100.01
11/12/2021,19.09,7.03,6.49,6.36,3.75,3.21,2.48,1.95,1.55,2.21,2.5,2.36,2.41,2.44,1.7,1.03,1.41,1.28,1.79,1.12,0.0,1.2,1.22,0.9,1.13,0.69,0.63,0.74,0.68,0.57,0.57,0.55,0.53,0.45,0.52,0.61,0.61,0.46,0.49,0.41,0.4,0.44,0.3,0.39,0.3,0.36,0.23,0.23,0.25,0.24,0.23,0.19,0.21,0.2,0.26,0.26,0.22,0.23,0.25,0.16,0.17,0.18,0.15,0.18,0.15,0.15,0.16,0.17,0.18,0.15,0.06,0.12,0.17,0.1,0.11,0.07,0.09,0.14,0.11,0.1,0.1,0.12,0.08,0.12,0.09,0.06,0.09,0.16,0.1,0.1,0.08,0.1,0.1,0.09,0.08,0.07,0.07,0.09,0.08,0.06,0.07,0.07,0.09,0.07,0.05,0.0,0.06,0.07,0.04,0.07,0.09,0.0,0.04,0.0,0.07,0.05,0.07,0.05,0.05,0.06,0.04,0.05,0.03,0.06,0.0,0.05,0.03,0.04,0.04,0.03,0.0,0.04,0.05,0.0,0.05,0.05,0.07,0.05,0.03,0.04,0.03,0.06,0.05,0.04,0.05,0.05,0.0,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.06,0.06,0.04,0.0,0.0,1.62,1.1,100.04000000000002
