,AAPL,XOM,MSFT,JPM,WFC,T,BRK.B,CVX,VZ,BAC,C,INTC,JNJ,WMT,UNH,CSCO,PFE,CMCSA,GE,IBM,PG,CVS,DIS,GOOG,GOOGL,HD,F,GM,FB,MRK,GME,GILD,ORCL,VLO,ABBV,PSX,AMZN,BA,GS,PEP,COF,AIG,COP,PM,WBA,ANTM,TGT,MPC,COST,AMGN,UNP,KO,RTX,MDT,AXP,MCD,QCOM,MMM,MO,HON,SLB,MS,LOW,USB,TXN,CAT,ADM,KR,OXY,V,PNC,TRV,MU,DUK,FDX,SBUX,ACN,NKE,MDLZ,DD,MCK,PRU,DFS,EXC,LIN,UPS,HUM,AMAT,SYF,MET,HPE,BMY,AVGO,TJX,ABT,DE,LMT,CHTR,GD,ALL,NEE,ETN,SO,MA,BK,HCA,NUE,CSX,LLY,LUMN,EMR,LYB,BKNG,KMI,CAH,BLK,M,CB,CI,KSS,AFL,EOG,TMO,NSC,NOC,ITW,GLW,HPQ,BIIB,JCI,EBAY,D,TSN,WDC,NVDA,DG,WM,AEP,ALLY,TFC,IP,BG,CMI,BKR,MMC,CTSH,SYY,SPG,ADP,CL,PPG,AMP,CCL,DHR,FITB,PYPL,CNC,DXC,TMUS,BBY,TROW,STX,AON,VIAC,TEL,LRCX,NXPI,DOW,PCAR,HAL,MRO,KHC,WMB,S+p500 Emini Fut Sep21 Xcme 20210917,PGR,OKE,CARR,GIS,SCHW,ADBE,FE,SYK,ED,PEG,HIG,WRK,SRE,APTV,BBBY,PPL,WELL,INTU,AVT,SPGI,PH,TT,AMT,STT,YUM,XEL,031330.KQ,CCI,ECL,ORLY,URI,ABC,002270.KS,GE.,581.HK,BTU,ROST,806.HK,KMB,688180.SS,ADI,n/a,NTAP,AA,CAR,GT,WY,BHGE,APD,SUM
08/13/2021,4.05,2.34,2.02,1.69,1.71,1.47,1.47,1.31,1.17,1.1,1.12,1.04,1.12,1.05,1.01,0.97,1.07,0.84,0.0,0.77,0.79,0.74,0.71,0.76,0.77,0.72,0.63,0.62,0.65,0.56,0.45,0.56,0.62,0.47,0.55,0.45,0.51,0.52,0.56,0.54,0.55,0.56,0.44,0.49,0.48,0.48,0.51,0.44,0.52,0.42,0.45,0.47,0.44,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.32,0.4,0.35,0.35,0.34,0.33,0.34,0.36,0.25,0.33,0.31,0.32,0.31,0.33,0.28,0.31,0.31,0.31,0.28,0.27,0.28,0.28,0.29,0.28,0.28,0.24,0.24,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.22,0.23,0.25,0.24,0.22,0.25,0.19,0.22,0.21,0.2,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.0,0.12,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.13,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24
08/16/2021,4.07,2.31,2.0,1.71,1.77,1.45,1.46,1.32,1.16,1.12,1.14,1.01,1.11,1.06,0.98,0.97,1.09,0.84,0.0,0.76,0.78,0.76,0.71,0.75,0.76,0.72,0.63,0.62,0.64,0.56,0.45,0.57,0.61,0.47,0.55,0.45,0.49,0.52,0.57,0.53,0.58,0.57,0.45,0.49,0.5,0.46,0.5,0.45,0.51,0.42,0.46,0.47,0.43,0.43,0.41,0.42,0.42,0.4,0.39,0.39,0.32,0.41,0.35,0.35,0.33,0.34,0.34,0.35,0.26,0.31,0.31,0.32,0.27,0.32,0.27,0.3,0.31,0.3,0.28,0.27,0.28,0.29,0.3,0.28,0.28,0.24,0.23,0.24,0.27,0.26,0.26,0.25,0.25,0.26,0.25,0.26,0.22,0.25,0.24,0.23,0.25,0.25,0.24,0.22,0.23,0.24,0.28,0.22,0.24,0.19,0.23,0.21,0.2,0.19,0.18,0.2,0.21,0.22,0.17,0.2,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.14,0.15,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.13,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.14,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.14,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14999999999999
08/17/2021,4.07,2.29,2.02,1.7,1.74,1.46,1.45,1.31,1.16,1.11,1.13,1.01,1.12,1.06,0.99,0.97,1.12,0.85,0.0,0.76,0.79,0.76,0.72,0.75,0.77,0.71,0.62,0.61,0.64,0.56,0.45,0.58,0.61,0.46,0.55,0.45,0.49,0.51,0.57,0.54,0.58,0.58,0.44,0.5,0.5,0.46,0.5,0.45,0.52,0.42,0.46,0.47,0.43,0.43,0.41,0.42,0.42,0.4,0.4,0.39,0.32,0.4,0.35,0.35,0.33,0.34,0.34,0.36,0.25,0.31,0.31,0.32,0.27,0.32,0.28,0.3,0.31,0.3,0.28,0.27,0.28,0.29,0.3,0.28,0.28,0.24,0.24,0.24,0.27,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.22,0.25,0.24,0.23,0.26,0.25,0.24,0.22,0.23,0.24,0.28,0.22,0.24,0.19,0.23,0.21,0.2,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22
08/18/2021,4.07,2.29,2.02,1.7,1.74,1.46,1.45,1.31,1.16,1.11,1.13,1.01,1.12,1.06,0.99,0.97,1.12,0.85,0.0,0.76,0.79,0.76,0.72,0.75,0.77,0.71,0.62,0.61,0.64,0.56,0.45,0.58,0.61,0.46,0.55,0.45,0.49,0.51,0.57,0.54,0.58,0.58,0.44,0.5,0.5,0.46,0.5,0.45,0.52,0.42,0.46,0.47,0.43,0.43,0.41,0.42,0.42,0.4,0.4,0.39,0.32,0.4,0.35,0.35,0.33,0.34,0.34,0.36,0.25,0.31,0.31,0.32,0.27,0.32,0.28,0.3,0.31,0.3,0.28,0.27,0.28,0.29,0.3,0.28,0.28,0.24,0.24,0.24,0.27,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.22,0.25,0.24,0.23,0.26,0.25,0.24,0.22,0.23,0.24,0.28,0.22,0.24,0.19,0.23,0.21,0.2,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22
08/19/2021,4.07,2.29,2.02,1.7,1.74,1.46,1.45,1.31,1.16,1.11,1.13,1.01,1.12,1.06,0.99,0.97,1.12,0.85,0.0,0.76,0.79,0.76,0.72,0.75,0.77,0.71,0.62,0.61,0.64,0.56,0.45,0.58,0.61,0.46,0.55,0.45,0.49,0.51,0.57,0.54,0.58,0.58,0.44,0.5,0.5,0.46,0.5,0.45,0.52,0.42,0.46,0.47,0.43,0.43,0.41,0.42,0.42,0.4,0.4,0.39,0.32,0.4,0.35,0.35,0.33,0.34,0.34,0.36,0.25,0.31,0.31,0.32,0.27,0.32,0.28,0.3,0.31,0.3,0.28,0.27,0.28,0.29,0.3,0.28,0.28,0.24,0.24,0.24,0.27,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.22,0.25,0.24,0.23,0.26,0.25,0.24,0.22,0.23,0.24,0.28,0.22,0.24,0.19,0.23,0.21,0.2,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.78,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.22
08/20/2021,4.13,2.25,2.03,1.68,1.71,1.46,1.46,1.3,1.17,1.1,1.11,1.01,1.13,1.07,1.01,0.96,1.13,0.84,0.0,0.77,0.79,0.77,0.71,0.76,0.77,0.72,0.61,0.6,0.65,0.57,0.45,0.58,0.62,0.45,0.56,0.44,0.49,0.5,0.56,0.55,0.58,0.58,0.43,0.5,0.49,0.47,0.5,0.44,0.52,0.42,0.46,0.47,0.43,0.43,0.41,0.43,0.42,0.4,0.4,0.39,0.31,0.4,0.35,0.35,0.33,0.34,0.34,0.36,0.24,0.31,0.31,0.32,0.27,0.33,0.28,0.3,0.32,0.3,0.28,0.27,0.28,0.28,0.3,0.29,0.28,0.24,0.24,0.24,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.26,0.22,0.25,0.25,0.24,0.26,0.25,0.25,0.22,0.23,0.25,0.28,0.22,0.25,0.19,0.23,0.21,0.2,0.18,0.18,0.21,0.2,0.23,0.17,0.19,0.2,0.14,0.2,0.19,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.2,0.77,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3
08/23/2021,4.11,2.17,2.09,1.68,1.67,1.46,1.47,1.24,1.18,1.1,1.1,1.01,1.16,1.09,1.06,1.01,1.15,0.86,0.0,0.75,0.81,0.78,0.7,0.76,0.77,0.71,0.59,0.57,0.64,0.59,0.43,0.59,0.62,0.43,0.57,0.41,0.49,0.48,0.56,0.56,0.56,0.58,0.42,0.51,0.49,0.48,0.48,0.42,0.54,0.42,0.46,0.48,0.42,0.44,0.4,0.43,0.41,0.4,0.4,0.39,0.3,0.4,0.38,0.34,0.33,0.32,0.33,0.39,0.22,0.32,0.3,0.33,0.27,0.33,0.27,0.3,0.32,0.3,0.29,0.26,0.29,0.28,0.29,0.29,0.29,0.25,0.24,0.25,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.25,0.22,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.23,0.25,0.27,0.23,0.25,0.18,0.23,0.2,0.2,0.18,0.18,0.21,0.24,0.23,0.17,0.2,0.2,0.14,0.21,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.12,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.1,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.27,0.0,0.11,0.1,0.11,0.0,0.0,0.76,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37
08/24/2021,4.12,2.16,2.13,1.67,1.67,1.46,1.46,1.24,1.18,1.09,1.1,1.0,1.16,1.09,1.06,1.02,1.14,0.86,0.0,0.76,0.81,0.78,0.71,0.77,0.78,0.72,0.58,0.56,0.65,0.59,0.45,0.6,0.62,0.43,0.57,0.41,0.49,0.47,0.56,0.56,0.56,0.58,0.42,0.51,0.49,0.48,0.49,0.42,0.54,0.42,0.46,0.47,0.42,0.44,0.4,0.43,0.41,0.39,0.4,0.39,0.3,0.4,0.38,0.34,0.33,0.32,0.33,0.4,0.22,0.31,0.31,0.33,0.27,0.33,0.27,0.3,0.33,0.3,0.29,0.26,0.29,0.28,0.29,0.3,0.29,0.24,0.24,0.24,0.26,0.26,0.25,0.27,0.25,0.27,0.26,0.24,0.22,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.23,0.25,0.26,0.23,0.25,0.19,0.23,0.2,0.2,0.18,0.18,0.21,0.24,0.23,0.17,0.2,0.2,0.14,0.21,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.1,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.76,0.0,0.0,0.0,0.27,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42
08/25/2021,4.12,2.16,2.13,1.67,1.67,1.46,1.46,1.24,1.18,1.09,1.1,1.0,1.16,1.09,1.06,1.02,1.14,0.86,0.76,0.76,0.81,0.78,0.71,0.77,0.78,0.72,0.58,0.56,0.65,0.59,0.45,0.6,0.62,0.43,0.57,0.41,0.49,0.47,0.56,0.56,0.56,0.58,0.42,0.51,0.49,0.48,0.49,0.42,0.54,0.42,0.46,0.47,0.42,0.44,0.4,0.43,0.41,0.39,0.4,0.39,0.3,0.4,0.38,0.34,0.33,0.32,0.33,0.4,0.22,0.31,0.31,0.33,0.27,0.33,0.27,0.3,0.33,0.3,0.29,0.26,0.29,0.28,0.29,0.3,0.29,0.24,0.24,0.24,0.26,0.26,0.25,0.27,0.25,0.27,0.26,0.24,0.22,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.23,0.25,0.26,0.23,0.25,0.19,0.23,0.2,0.2,0.18,0.18,0.21,0.24,0.23,0.17,0.2,0.2,0.14,0.21,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.16,0.17,0.17,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.14,0.14,0.15,0.14,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.1,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42
08/26/2021,4.13,2.23,2.12,1.68,1.66,1.44,1.45,1.26,1.17,1.1,1.1,1.01,1.14,1.08,1.04,1.01,1.16,0.86,0.76,0.75,0.8,0.77,0.71,0.78,0.78,0.71,0.58,0.55,0.65,0.58,0.46,0.59,0.61,0.45,0.57,0.42,0.49,0.49,0.56,0.55,0.56,0.58,0.44,0.5,0.49,0.47,0.48,0.43,0.53,0.42,0.45,0.47,0.42,0.43,0.4,0.43,0.41,0.39,0.4,0.38,0.31,0.4,0.38,0.34,0.33,0.33,0.33,0.39,0.23,0.32,0.3,0.33,0.27,0.32,0.27,0.3,0.32,0.3,0.28,0.26,0.29,0.28,0.29,0.29,0.29,0.24,0.24,0.25,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.25,0.22,0.26,0.24,0.24,0.26,0.26,0.25,0.22,0.23,0.25,0.27,0.23,0.25,0.19,0.23,0.2,0.2,0.18,0.18,0.21,0.24,0.23,0.17,0.21,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37
08/27/2021,4.13,2.23,2.12,1.68,1.66,1.44,1.45,1.26,1.17,1.1,1.1,1.01,1.14,1.08,1.04,1.01,1.16,0.86,0.76,0.75,0.8,0.77,0.71,0.78,0.78,0.71,0.58,0.55,0.65,0.58,0.46,0.59,0.61,0.45,0.57,0.42,0.49,0.49,0.56,0.55,0.56,0.58,0.44,0.5,0.49,0.47,0.48,0.43,0.53,0.42,0.45,0.47,0.42,0.43,0.4,0.43,0.41,0.39,0.4,0.38,0.31,0.4,0.38,0.34,0.33,0.33,0.33,0.39,0.23,0.32,0.3,0.33,0.27,0.32,0.27,0.3,0.32,0.3,0.28,0.26,0.29,0.28,0.29,0.29,0.29,0.24,0.24,0.25,0.26,0.26,0.25,0.26,0.26,0.27,0.26,0.25,0.22,0.26,0.24,0.24,0.26,0.26,0.25,0.22,0.23,0.25,0.27,0.23,0.25,0.19,0.23,0.2,0.2,0.18,0.18,0.21,0.24,0.23,0.17,0.21,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.18,0.14,0.17,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.16,0.16,0.14,0.14,0.15,0.13,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.37
08/30/2021,4.06,2.22,2.07,1.73,1.71,1.41,1.45,1.26,1.15,1.13,1.12,1.01,1.11,1.05,1.02,1.02,1.1,0.85,0.77,0.75,0.78,0.75,0.7,0.78,0.79,0.7,0.59,0.56,0.65,0.56,0.57,0.58,0.61,0.46,0.57,0.43,0.5,0.48,0.57,0.54,0.56,0.58,0.44,0.5,0.48,0.46,0.48,0.44,0.52,0.41,0.45,0.46,0.42,0.45,0.41,0.42,0.4,0.39,0.4,0.39,0.32,0.41,0.38,0.35,0.33,0.33,0.33,0.38,0.24,0.31,0.31,0.33,0.28,0.32,0.27,0.3,0.32,0.3,0.28,0.26,0.28,0.28,0.29,0.29,0.28,0.24,0.23,0.25,0.27,0.26,0.26,0.25,0.26,0.27,0.25,0.26,0.22,0.26,0.25,0.24,0.26,0.26,0.25,0.21,0.24,0.25,0.26,0.22,0.24,0.19,0.23,0.21,0.21,0.18,0.18,0.21,0.24,0.23,0.17,0.21,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.18,0.17,0.14,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.12,0.13,0.14,0.14,0.12,0.15,0.11,0.14,0.11,0.13,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.26
08/31/2021,4.05,2.24,2.06,1.72,1.72,1.4,1.44,1.27,1.14,1.13,1.12,1.01,1.09,1.04,1.01,1.01,1.07,0.84,0.79,0.74,0.78,0.75,0.71,0.78,0.8,0.69,0.6,0.56,0.66,0.56,0.56,0.57,0.61,0.47,0.56,0.44,0.5,0.48,0.58,0.53,0.57,0.58,0.45,0.5,0.49,0.46,0.47,0.45,0.52,0.41,0.44,0.46,0.42,0.44,0.41,0.42,0.41,0.39,0.4,0.38,0.32,0.41,0.37,0.35,0.33,0.33,0.33,0.38,0.25,0.31,0.31,0.33,0.28,0.32,0.27,0.3,0.32,0.3,0.27,0.26,0.28,0.28,0.3,0.29,0.28,0.24,0.23,0.25,0.27,0.26,0.26,0.25,0.26,0.26,0.25,0.26,0.22,0.26,0.24,0.24,0.25,0.25,0.24,0.21,0.24,0.25,0.27,0.22,0.24,0.18,0.23,0.21,0.21,0.18,0.18,0.21,0.24,0.23,0.17,0.21,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.17,0.14,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.14,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.15,0.13,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.12,0.14,0.12,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14000000000001
09/01/2021,4.05,2.24,2.06,1.72,1.72,1.4,1.44,1.27,1.14,1.13,1.12,1.01,1.09,1.04,1.01,1.01,1.07,0.84,0.79,0.74,0.78,0.75,0.71,0.78,0.8,0.69,0.6,0.56,0.66,0.56,0.56,0.57,0.61,0.47,0.56,0.44,0.5,0.48,0.58,0.53,0.57,0.58,0.45,0.5,0.49,0.46,0.47,0.45,0.52,0.41,0.44,0.46,0.42,0.44,0.41,0.42,0.41,0.39,0.4,0.38,0.32,0.41,0.37,0.35,0.33,0.33,0.33,0.38,0.25,0.31,0.31,0.33,0.28,0.32,0.27,0.3,0.32,0.3,0.27,0.26,0.28,0.28,0.3,0.29,0.28,0.24,0.23,0.25,0.27,0.26,0.26,0.25,0.26,0.26,0.25,0.26,0.22,0.26,0.24,0.24,0.25,0.25,0.24,0.21,0.24,0.25,0.27,0.22,0.24,0.18,0.23,0.21,0.21,0.18,0.18,0.21,0.24,0.23,0.17,0.21,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.17,0.14,0.17,0.16,0.17,0.16,0.16,0.15,0.14,0.14,0.15,0.14,0.16,0.15,0.15,0.14,0.14,0.13,0.13,0.15,0.13,0.16,0.14,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.14,0.12,0.14,0.12,0.11,0.1,0.0,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.14000000000001
