,MSFT,AMZN,AAPL,TSLA,NVDA,PYPL,TMO,NFLX,QCOM,DHR,ABT,LLY,AVGO,NKE,ABBV,TGT,UPS,DE,TXN,AMD,AMAT,LOW,COST,NOW,CAT,TMUS,ATVI,IDXX,FCX,LRCX,ISRG,FDX,CARR,MU,EBAY,ILMN,REGN,GM,SNPS,CDNS,ALGN,CMG,ADSK,EQIX,KLAC,A,WST,TWTR,ETSY,ENPH,DG,DD,DXCM,MTD,NEM,TT,CMI,EA,MSCI,APTV,ZBRA,SIVB,KEYS,OTIS,ALB,SWKS,MNST,CTLT,TSCO,FAST,ODFL,KR,TER,TTWO,ABMD,MPWR,URI,PKI,ROK,CLX,QRVO,PCAR,POOL,TRMB,MKTX,BIO,HOLX,PWR,TYL,FFIV,DPZ,LB,NLOK,EMN,PKG,IPGP,DVA,NWSA,ROL,Cash/Receivables/Payables,Securities Lending - Bnym,Interest/Overdraft,BBWI WI,n/a,AGPXX,CENCOSHOPP.SN,BBWI,GOOGL,GOOG,BRK.B,MRNA,MS,WFC,GS,INTU,HON,SCHW,ORCL,SBUX,GE,COF,AXP,ADP,JCI,ETN,HCA,PNC,EL,DFS,PSA,F,EMR,TEL,NUE,FTNT,MSI,CBRE,PAYX,IQV,GNRC,IT,SPG,PH,FRC,WAT,SYF,CRL,YUM,XYL,GRMN,CZR,EXR,HPQ,AMP,MAA,DOV,CPRT,FITB,AVY,OKE,IP,EXPD,TPR,RJF,MLM,STX,EXPE,DVN,NTAP,DRI,MGM,IPG,TXT,MHK,PNR,HWM,LKQ,IVZ,RHI,MOS,DXC,SEE,NWS,SUM
09/15/2021,9.61,8.49,9.28,8.23,7.51,4.37,2.57,2.16,1.83,2.07,1.87,1.62,1.62,1.53,1.37,1.46,1.31,1.4,1.28,1.21,1.05,1.06,1.17,1.1,0.82,0.76,0.62,0.71,0.67,0.65,0.74,0.56,0.7,0.54,0.58,0.52,0.56,0.42,0.58,0.54,0.52,0.52,0.4,0.43,0.47,0.49,0.51,0.34,0.42,0.31,0.37,0.32,0.39,0.36,0.28,0.32,0.29,0.29,0.34,0.26,0.28,0.28,0.29,0.27,0.32,0.21,0.24,0.27,0.23,0.21,0.24,0.23,0.19,0.18,0.21,0.25,0.21,0.22,0.21,0.17,0.16,0.17,0.19,0.18,0.14,0.18,0.16,0.18,0.13,0.13,0.12,0.0,0.11,0.1,0.11,0.06,0.07,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,9.69,8.5,9.35,8.34,7.43,4.33,2.53,2.14,1.85,2.03,1.85,1.61,1.63,1.5,1.38,1.46,1.32,1.4,1.31,1.21,1.08,1.07,1.16,1.09,0.83,0.76,0.62,0.68,0.67,0.67,0.75,0.57,0.7,0.55,0.58,0.51,0.56,0.44,0.58,0.54,0.52,0.51,0.4,0.44,0.48,0.48,0.49,0.33,0.41,0.32,0.37,0.32,0.39,0.36,0.28,0.32,0.29,0.29,0.33,0.26,0.28,0.28,0.29,0.27,0.31,0.22,0.24,0.27,0.23,0.21,0.24,0.23,0.2,0.18,0.21,0.25,0.21,0.22,0.21,0.17,0.17,0.17,0.18,0.18,0.14,0.18,0.16,0.18,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/17/2021,9.8,8.49,9.28,8.38,7.48,4.36,2.54,2.1,1.82,2.05,1.86,1.58,1.64,1.49,1.37,1.46,1.3,1.39,1.32,1.23,1.09,1.06,1.16,1.11,0.82,0.75,0.61,0.69,0.66,0.66,0.76,0.56,0.69,0.55,0.57,0.51,0.56,0.44,0.59,0.54,0.51,0.51,0.4,0.43,0.48,0.48,0.51,0.34,0.42,0.31,0.37,0.31,0.39,0.36,0.28,0.31,0.29,0.29,0.34,0.26,0.28,0.28,0.29,0.27,0.31,0.21,0.24,0.27,0.23,0.21,0.23,0.23,0.2,0.18,0.21,0.25,0.2,0.22,0.21,0.18,0.17,0.17,0.18,0.18,0.14,0.18,0.16,0.18,0.13,0.13,0.12,0.0,0.1,0.1,0.11,0.06,0.07,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/20/2021,9.91,8.44,9.25,8.44,7.43,4.35,2.51,2.13,1.78,2.05,1.85,1.55,1.63,1.47,1.38,1.48,1.31,1.37,1.32,1.22,1.11,1.09,1.17,1.13,0.81,0.74,0.62,0.71,0.65,0.68,0.78,0.57,0.69,0.55,0.6,0.5,0.55,0.44,0.59,0.54,0.55,0.56,0.41,0.43,0.49,0.49,0.51,0.35,0.43,0.31,0.38,0.32,0.38,0.31,0.27,0.32,0.29,0.28,0.33,0.26,0.28,0.29,0.29,0.27,0.3,0.21,0.23,0.27,0.23,0.21,0.23,0.22,0.2,0.17,0.22,0.25,0.21,0.21,0.21,0.16,0.17,0.17,0.17,0.18,0.14,0.15,0.16,0.18,0.14,0.13,0.1,0.0,0.1,0.1,0.1,0.06,0.07,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/21/2021,9.81,8.44,9.16,8.54,7.37,4.29,2.69,2.16,1.73,2.07,1.85,1.56,1.64,1.47,1.39,1.49,1.3,1.35,1.33,1.2,1.09,1.1,1.17,1.13,0.8,0.74,0.63,0.72,0.63,0.67,0.79,0.56,0.69,0.56,0.59,0.5,0.55,0.44,0.57,0.53,0.55,0.56,0.41,0.44,0.49,0.49,0.5,0.35,0.44,0.32,0.38,0.31,0.39,0.31,0.27,0.32,0.29,0.27,0.32,0.26,0.28,0.29,0.29,0.26,0.3,0.2,0.23,0.26,0.23,0.21,0.23,0.22,0.19,0.17,0.22,0.25,0.21,0.22,0.2,0.17,0.16,0.17,0.17,0.17,0.14,0.15,0.16,0.18,0.14,0.13,0.1,0.0,0.1,0.1,0.1,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/22/2021,9.81,8.44,9.16,8.54,7.37,4.29,2.69,2.16,1.73,2.07,1.85,1.56,1.64,1.47,1.39,1.49,1.3,1.35,1.33,1.2,1.09,1.1,1.17,1.13,0.8,0.74,0.63,0.72,0.63,0.67,0.79,0.56,0.69,0.56,0.59,0.5,0.55,0.44,0.57,0.53,0.55,0.56,0.41,0.44,0.49,0.49,0.5,0.35,0.44,0.32,0.38,0.31,0.39,0.31,0.27,0.32,0.29,0.27,0.32,0.26,0.28,0.29,0.29,0.26,0.3,0.2,0.23,0.26,0.23,0.21,0.23,0.22,0.19,0.17,0.22,0.25,0.21,0.22,0.2,0.17,0.16,0.17,0.17,0.17,0.14,0.15,0.16,0.18,0.14,0.13,0.1,0.0,0.1,0.1,0.1,0.06,0.08,0.06,0.07,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/23/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,2.99,0.0,2.07,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.01,0.0,0.0,0.7,0.93,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.42,0.0,0.85,0.0,0.0,0.0,0.71,0.5,0.75,0.45,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.45,0.0,0.05,0.0,0.0,8.97,8.95,6.24,3.94,2.77,2.51,2.43,2.06,1.97,1.89,1.87,1.86,1.74,1.69,1.31,1.28,1.12,1.06,1.06,1.01,1.01,0.82,0.78,0.76,0.75,0.68,0.68,0.63,0.61,0.59,0.59,0.59,0.56,0.53,0.52,0.5,0.5,0.47,0.46,0.45,0.44,0.42,0.42,0.42,0.41,0.41,0.39,0.39,0.38,0.37,0.32,0.32,0.31,0.29,0.29,0.28,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.23,0.21,0.2,0.19,0.18,0.17,0.17,0.16,0.13,0.1,0.04,100.03
09/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,2.96,0.0,2.04,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.98,0.0,0.0,0.7,0.89,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.42,0.0,0.84,0.0,0.0,0.0,0.7,0.49,0.75,0.44,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.45,0.0,0.58,0.0,0.0,8.95,8.95,6.19,4.02,2.75,2.5,2.41,2.05,1.95,1.87,1.88,1.86,1.68,1.69,1.33,1.26,1.11,1.04,1.06,1.0,1.01,0.83,0.78,0.76,0.74,0.67,0.67,0.63,0.61,0.58,0.59,0.59,0.56,0.52,0.52,0.49,0.49,0.46,0.46,0.45,0.43,0.42,0.42,0.41,0.41,0.4,0.38,0.38,0.38,0.37,0.32,0.32,0.31,0.29,0.28,0.28,0.27,0.28,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.21,0.2,0.19,0.18,0.17,0.17,0.16,0.12,0.1,0.04,100.03000000000002
09/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,2.9,0.0,2.07,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.0,0.0,0.0,0.62,0.9,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.42,0.0,0.84,0.0,0.0,0.0,0.73,0.49,0.79,0.45,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.46,0.0,0.12,0.0,0.0,8.84,8.84,6.13,4.09,2.81,2.54,2.44,2.08,1.94,1.98,1.88,1.84,1.74,1.74,1.37,1.26,1.11,1.04,1.03,1.03,1.01,0.84,0.74,0.79,0.74,0.68,0.67,0.64,0.6,0.58,0.58,0.59,0.58,0.53,0.53,0.5,0.49,0.46,0.47,0.46,0.42,0.42,0.42,0.43,0.39,0.4,0.39,0.38,0.37,0.37,0.33,0.32,0.32,0.29,0.29,0.29,0.28,0.28,0.27,0.28,0.29,0.26,0.26,0.26,0.24,0.23,0.21,0.2,0.19,0.19,0.17,0.17,0.17,0.12,0.1,0.04,100.05000000000004
09/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,2.89,0.0,2.06,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.01,0.0,0.0,0.61,0.9,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.42,0.0,0.83,0.0,0.0,0.0,0.73,0.49,0.8,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.46,0.0,0.12,0.0,0.0,8.93,8.91,6.14,3.88,2.8,2.55,2.44,2.09,1.94,2.02,1.9,1.85,1.76,1.75,1.39,1.27,1.1,1.03,1.03,1.04,1.01,0.86,0.74,0.8,0.74,0.68,0.68,0.64,0.6,0.59,0.58,0.59,0.57,0.53,0.52,0.49,0.49,0.45,0.48,0.46,0.42,0.43,0.43,0.43,0.38,0.4,0.4,0.38,0.37,0.38,0.34,0.32,0.33,0.29,0.29,0.28,0.29,0.28,0.27,0.29,0.29,0.26,0.26,0.26,0.25,0.23,0.21,0.2,0.19,0.19,0.17,0.17,0.18,0.12,0.1,0.04,100.06
09/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,2.89,0.0,2.06,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.01,0.0,0.0,0.61,0.89,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.42,0.0,0.83,0.0,0.0,0.0,0.73,0.49,0.8,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.46,0.0,0.12,0.0,0.0,8.93,8.91,6.14,3.88,2.8,2.55,2.44,2.08,1.94,2.02,1.89,1.84,1.76,1.75,1.39,1.26,1.1,1.03,1.03,1.04,1.01,0.86,0.74,0.8,0.74,0.68,0.68,0.64,0.6,0.58,0.58,0.59,0.57,0.53,0.52,0.49,0.49,0.45,0.47,0.46,0.42,0.43,0.42,0.43,0.38,0.4,0.4,0.38,0.37,0.38,0.34,0.32,0.33,0.29,0.29,0.28,0.29,0.27,0.27,0.29,0.29,0.26,0.26,0.26,0.25,0.23,0.21,0.2,0.19,0.19,0.17,0.17,0.18,0.12,0.1,0.04,99.97
09/30/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,2.86,0.0,2.09,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.06,0.0,0.0,0.61,0.88,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.4,0.0,0.81,0.0,0.0,0.0,0.74,0.49,0.84,0.44,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.12,0.0,0.0,8.87,8.85,6.19,3.69,2.87,2.53,2.5,2.05,1.93,2.07,1.92,1.84,1.79,1.79,1.4,1.26,1.08,1.02,1.03,1.07,1.01,0.87,0.72,0.82,0.74,0.69,0.71,0.62,0.6,0.59,0.57,0.56,0.57,0.52,0.53,0.5,0.5,0.44,0.49,0.43,0.42,0.42,0.4,0.45,0.38,0.42,0.41,0.37,0.37,0.38,0.36,0.32,0.33,0.29,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.25,0.24,0.21,0.2,0.2,0.19,0.18,0.17,0.18,0.12,0.1,0.04,100.03
10/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,2.87,0.0,2.15,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.08,0.0,0.0,0.62,0.9,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.39,0.0,0.82,0.0,0.0,0.0,0.76,0.48,0.83,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.13,0.0,0.0,8.75,8.73,6.27,3.56,2.85,2.51,2.5,2.02,1.95,2.09,1.96,1.85,1.84,1.8,1.41,1.27,1.08,1.04,1.04,1.08,1.0,0.87,0.75,0.85,0.75,0.68,0.72,0.61,0.6,0.6,0.58,0.56,0.56,0.51,0.54,0.5,0.49,0.43,0.49,0.43,0.42,0.42,0.4,0.46,0.39,0.42,0.41,0.38,0.37,0.37,0.36,0.32,0.34,0.3,0.28,0.29,0.3,0.29,0.27,0.29,0.32,0.26,0.26,0.27,0.25,0.24,0.21,0.2,0.2,0.19,0.18,0.17,0.19,0.12,0.1,0.04,100.06999999999998
10/07/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,2.84,0.0,2.1,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.07,0.0,0.0,0.62,0.93,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.39,0.0,0.83,0.0,0.0,0.0,0.8,0.47,0.84,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.45,0.0,0.02,0.0,0.0,8.8,8.77,6.34,3.08,2.78,2.62,2.45,1.99,1.99,2.05,1.97,1.89,1.86,1.83,1.44,1.31,1.08,1.02,1.03,1.11,1.01,0.87,0.76,0.87,0.75,0.7,0.69,0.62,0.61,0.63,0.64,0.56,0.54,0.53,0.54,0.52,0.52,0.42,0.49,0.42,0.44,0.39,0.4,0.48,0.39,0.43,0.41,0.4,0.37,0.37,0.37,0.32,0.36,0.29,0.27,0.29,0.3,0.29,0.28,0.3,0.36,0.26,0.27,0.27,0.25,0.24,0.21,0.2,0.2,0.19,0.17,0.17,0.2,0.13,0.1,0.04,100.05999999999996
10/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,2.82,0.0,2.07,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.04,0.0,0.0,0.63,0.92,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.39,0.0,0.83,0.0,0.0,0.0,0.79,0.46,0.85,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.45,0.02,0.02,0.0,0.0,8.83,8.8,6.35,3.1,2.79,2.64,2.49,1.99,1.98,2.1,1.99,1.85,1.84,1.83,1.43,1.32,1.08,1.03,1.01,1.1,1.02,0.87,0.74,0.86,0.76,0.7,0.69,0.64,0.6,0.63,0.64,0.56,0.54,0.53,0.53,0.52,0.52,0.42,0.49,0.42,0.43,0.4,0.4,0.46,0.39,0.42,0.41,0.39,0.37,0.37,0.37,0.32,0.35,0.28,0.27,0.29,0.3,0.28,0.28,0.29,0.36,0.26,0.27,0.27,0.25,0.24,0.21,0.2,0.2,0.19,0.18,0.17,0.2,0.13,0.1,0.04,100.03999999999998
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.82,0.0,2.08,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.1,0.0,0.0,0.62,0.92,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.39,0.0,0.82,0.0,0.0,0.0,0.81,0.46,0.84,0.42,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.44,0.0,0.04,0.0,0.0,8.95,8.9,6.4,2.86,2.76,2.6,2.5,1.99,1.98,2.09,1.99,1.86,1.83,1.81,1.41,1.33,1.08,1.04,1.0,1.1,1.02,0.86,0.75,0.88,0.76,0.71,0.69,0.65,0.61,0.61,0.64,0.56,0.55,0.51,0.54,0.51,0.52,0.41,0.48,0.43,0.43,0.39,0.4,0.46,0.39,0.41,0.41,0.39,0.37,0.37,0.37,0.32,0.35,0.28,0.27,0.28,0.31,0.29,0.27,0.29,0.35,0.26,0.26,0.27,0.25,0.25,0.21,0.19,0.19,0.19,0.18,0.18,0.2,0.12,0.1,0.04,100.04000000000002
10/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.0,2.83,0.0,2.03,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.14,0.0,0.0,0.61,0.89,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.38,0.0,0.8,0.0,0.0,0.0,0.8,0.45,0.85,0.42,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.44,0.0,0.04,0.0,0.0,9.01,8.96,6.41,2.84,2.74,2.6,2.49,1.96,1.97,2.11,2.07,1.85,1.82,1.8,1.42,1.32,1.07,1.04,0.99,1.11,1.01,0.86,0.76,0.9,0.75,0.71,0.69,0.65,0.61,0.61,0.64,0.56,0.55,0.51,0.54,0.51,0.52,0.41,0.48,0.42,0.43,0.39,0.39,0.46,0.4,0.41,0.42,0.39,0.37,0.37,0.37,0.31,0.36,0.29,0.27,0.28,0.31,0.28,0.27,0.29,0.36,0.26,0.26,0.27,0.25,0.24,0.21,0.19,0.19,0.19,0.18,0.18,0.21,0.12,0.1,0.04,100.05
