,SHOP,ZM,ZS,TWLO,DBX,COUP,PAYC,FSLY,PCTY,CRM,NFLX,AKAM,EVBG,WDAY,DLR,PLAN,PFPT,WK,XRO.AX,BOX,QLYS,SPSC,MIME,CSOD,TWOU,MSFT,AMZN,VNET,GOOGL,BABA,CONE,COR,QTS,BNFT,IBM,3888.HK,CASH,Benefitfocus Inc,Cash,4165.T,n/a,FRGXX,KD WI,KD,FIVN,WIX,VMEO,FRSH,PUBM,KC,SUM
10/08/2021,4.36,3.17,5.57,3.8,4.13,3.3,5.49,2.82,5.83,4.5,4.58,3.38,3.81,3.87,3.44,3.92,0.0,4.1,3.31,2.84,3.01,4.04,2.86,2.66,1.76,2.08,1.77,1.23,1.52,0.72,0.84,0.53,0.0,0.24,0.25,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/11/2021,4.53,3.08,5.69,3.76,4.16,3.41,5.52,2.94,5.78,4.44,4.46,3.32,3.8,3.87,3.39,3.94,0.0,4.01,3.32,2.85,3.02,4.01,2.84,2.6,1.73,2.08,1.78,1.29,1.53,0.76,0.83,0.53,0.0,0.23,0.24,0.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,4.53,3.08,5.69,3.76,4.16,3.41,5.52,2.94,5.78,4.44,4.46,3.32,3.8,3.87,3.39,3.94,0.0,4.01,3.32,2.85,3.02,4.01,2.84,2.6,1.73,2.08,1.78,1.29,1.53,0.76,0.83,0.53,0.0,0.23,0.24,0.14,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/13/2021,4.51,3.11,5.69,3.76,4.15,3.4,5.51,2.96,5.75,4.46,4.52,3.31,3.74,3.89,3.36,3.93,0.0,3.97,3.41,2.87,2.98,3.97,2.8,2.63,1.73,2.1,1.79,1.29,1.55,0.8,0.82,0.53,0.0,0.23,0.25,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/14/2021,4.47,3.11,5.74,3.78,4.16,3.38,5.5,3.05,5.73,4.5,4.5,3.33,3.64,3.87,3.35,3.96,0.0,3.95,3.32,2.91,3.0,3.99,2.79,2.65,1.71,2.11,1.77,1.26,1.55,0.82,0.83,0.53,0.0,0.23,0.25,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/15/2021,4.42,3.09,5.89,3.81,4.19,3.59,5.52,3.07,5.74,4.54,4.44,3.27,3.69,3.88,3.36,3.99,0.0,3.98,3.27,2.86,2.97,3.97,2.79,2.62,1.69,2.08,1.75,1.17,1.51,0.8,0.82,0.53,0.0,0.23,0.24,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/18/2021,4.39,3.1,5.98,4.0,4.13,3.71,5.45,3.07,5.74,4.52,4.32,3.25,3.7,3.93,3.39,4.1,0.0,3.89,3.39,2.81,2.98,3.87,2.84,2.51,1.68,2.06,1.71,1.22,1.5,0.79,0.79,0.51,0.0,0.23,0.24,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,4.39,3.1,5.98,4.0,4.13,3.71,5.45,3.07,5.74,4.52,4.32,3.25,3.7,3.93,3.39,4.1,0.0,3.89,3.39,2.81,2.98,3.87,2.84,2.51,1.68,2.06,1.71,1.22,1.5,0.79,0.79,0.51,0.0,0.23,0.24,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,4.65,3.24,6.24,4.12,4.21,3.68,5.52,3.19,5.85,4.63,4.42,3.36,3.77,4.02,3.42,4.15,0.0,4.06,3.41,2.82,3.01,3.98,2.96,0.0,1.71,2.13,1.81,1.26,1.53,0.8,0.81,0.52,0.0,0.24,0.25,0.14,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,4.66,3.23,6.09,4.11,4.21,3.73,5.42,3.49,5.82,4.59,4.37,3.35,3.75,4.04,3.43,4.16,0.0,4.13,3.46,2.81,2.99,3.95,2.91,0.0,1.69,2.11,1.78,1.33,1.52,0.84,0.81,0.51,0.0,0.24,0.24,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,4.64,3.17,6.18,4.1,4.21,3.68,5.52,3.45,5.86,4.49,4.42,3.33,3.87,4.04,3.5,4.13,0.0,4.15,3.57,2.77,3.0,3.86,2.9,0.0,1.62,2.1,1.76,1.3,1.49,0.83,0.86,0.53,0.0,0.24,0.22,0.15,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,4.64,3.17,6.18,4.1,4.21,3.68,5.52,3.45,5.86,4.49,4.42,3.33,3.87,4.04,3.5,4.13,0.0,4.15,3.57,2.77,3.0,3.86,2.9,0.0,1.62,2.1,1.76,1.3,1.49,0.83,0.86,0.53,0.0,0.24,0.22,0.15,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/27/2021,4.45,3.22,6.26,4.01,4.2,3.56,5.57,3.37,5.85,4.56,4.52,3.33,3.86,4.07,3.57,4.14,0.0,4.17,3.58,2.81,3.04,3.91,2.93,0.0,1.56,2.1,1.72,1.3,1.45,0.84,0.85,0.53,0.0,0.23,0.22,0.15,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,4.42,3.23,6.29,3.98,4.26,3.51,5.57,3.48,5.86,4.56,4.55,3.3,3.86,4.06,3.54,4.1,0.0,4.11,3.61,2.78,3.06,3.96,3.0,0.0,1.53,2.08,1.7,1.29,1.44,0.83,0.84,0.53,0.0,0.23,0.22,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,4.25,3.23,6.4,3.95,4.21,3.49,5.58,3.48,5.91,4.6,4.54,3.29,3.83,4.09,3.57,4.09,0.0,4.13,3.62,2.77,3.08,4.05,3.0,0.0,1.52,2.11,1.74,1.19,1.47,0.8,0.84,0.53,0.0,0.23,0.22,0.15,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/01/2021,4.62,3.26,5.5,3.88,4.27,3.44,4.94,2.96,5.2,4.02,3.76,3.4,3.79,3.84,3.62,3.64,3.38,3.79,3.44,2.69,2.95,3.12,2.89,2.43,1.77,2.0,1.73,1.37,1.48,0.77,0.77,0.53,0.44,0.25,0.23,0.14,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.97
11/02/2021,4.62,3.26,5.5,3.88,4.27,3.44,4.94,2.96,5.2,4.02,3.76,3.4,3.79,3.84,3.62,3.64,3.38,3.79,3.44,2.69,2.95,3.12,2.89,2.43,1.77,2.0,1.73,1.37,1.48,0.77,0.77,0.53,0.44,0.25,0.23,0.14,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.97
11/03/2021,4.56,3.18,6.46,3.25,4.22,3.29,5.68,3.53,6.05,4.66,4.68,3.25,3.95,4.19,3.58,4.07,0.0,4.15,3.57,2.77,3.21,3.61,3.2,0.0,1.45,2.25,1.74,1.11,1.56,0.78,0.85,0.52,0.0,0.23,0.21,0.15,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/04/2021,4.71,3.2,6.41,3.33,4.18,3.41,5.62,3.56,6.02,4.67,4.59,3.22,3.94,4.13,3.56,4.07,0.0,4.2,3.7,2.75,3.19,3.43,3.16,0.0,1.51,2.22,1.69,1.21,1.5,0.8,0.85,0.53,0.0,0.23,0.21,0.14,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,4.59,3.24,6.6,3.35,4.16,3.38,5.74,3.44,6.01,4.71,4.6,3.23,3.92,4.21,3.58,4.01,0.0,4.04,3.63,2.79,3.23,3.45,3.2,0.0,1.39,2.26,1.71,1.2,1.53,0.77,0.86,0.54,0.0,0.24,0.21,0.14,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,4.72,3.22,6.63,3.44,4.22,3.34,5.23,3.74,5.69,4.72,4.47,3.32,3.83,4.13,3.49,4.0,0.0,4.32,3.57,2.82,3.48,3.48,3.32,0.0,1.35,2.25,1.77,1.14,1.54,0.77,0.84,0.55,0.0,0.23,0.2,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,4.72,3.22,6.63,3.44,4.22,3.34,5.23,3.74,5.69,4.72,4.47,3.32,3.83,4.13,3.49,4.0,0.0,4.32,3.57,2.82,3.48,3.48,3.32,0.0,1.35,2.25,1.77,1.14,1.54,0.77,0.84,0.55,0.0,0.23,0.2,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,4.76,3.07,6.87,3.47,3.85,3.37,5.24,3.48,5.56,4.79,4.39,3.31,3.88,4.19,3.53,3.93,0.0,4.45,3.65,2.87,3.49,3.5,3.35,0.0,1.34,2.28,1.82,1.15,1.57,0.75,0.85,0.56,0.0,0.24,0.21,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
11/11/2021,4.75,3.0,7.07,3.48,3.88,3.36,5.28,3.64,5.42,4.8,4.4,3.33,3.91,4.21,3.53,3.94,0.0,4.42,3.46,2.82,3.59,3.46,3.34,0.0,1.3,2.28,1.79,1.19,1.56,0.76,0.84,0.57,0.0,0.24,0.21,0.14,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/12/2021,4.8,2.97,7.1,3.44,3.92,3.46,5.23,3.55,5.48,4.78,4.42,3.34,3.91,4.21,3.54,3.89,0.0,4.44,3.45,2.81,3.58,3.43,3.35,0.0,1.3,2.26,1.83,1.17,1.56,0.75,0.84,0.58,0.0,0.23,0.2,0.14,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/15/2021,4.78,2.95,7.16,3.41,3.81,3.2,5.21,3.59,5.41,4.84,4.57,3.46,3.44,4.39,3.58,3.86,0.0,4.38,3.3,2.84,3.66,3.48,3.48,0.0,1.29,2.31,1.92,1.26,1.64,0.81,0.88,0.61,0.0,0.24,0.21,0.12,0.0,0.0,0.0,0.0,-0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,4.78,2.95,7.16,3.41,3.81,3.2,5.21,3.59,5.41,4.84,4.57,3.46,3.44,4.39,3.58,3.86,0.0,4.38,3.3,2.84,3.66,3.48,3.48,0.0,1.29,2.31,1.92,1.26,1.64,0.81,0.88,0.61,0.0,0.24,0.21,0.12,0.0,0.0,0.0,0.0,-0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,4.4,3.67,4.27,3.94,3.53,3.73,3.88,3.78,0.0,4.04,4.15,4.13,3.44,4.15,3.46,3.82,0.0,4.03,0.0,2.67,3.69,3.58,3.67,0.0,1.36,2.03,2.06,1.68,1.63,0.82,0.84,0.57,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.26,4.12,2.41,0.73,0.53,0.33,100.02
11/18/2021,4.37,3.8,4.23,3.95,3.49,3.97,3.84,3.71,0.0,4.03,4.13,4.02,3.41,4.14,3.57,3.7,0.0,4.08,0.0,2.66,3.62,3.61,3.73,0.0,1.35,2.03,2.07,1.64,1.63,0.82,0.88,0.59,0.0,0.28,0.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.29,4.09,2.42,0.67,0.51,0.33,99.98
11/19/2021,4.4,3.8,4.31,4.02,3.41,4.02,3.84,3.7,0.0,4.03,4.17,4.1,3.3,4.18,3.57,3.83,0.0,3.67,0.0,2.65,3.69,3.66,3.79,0.0,1.33,2.04,2.06,1.61,1.61,0.83,0.88,0.59,0.0,0.28,0.29,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.4,4.0,2.36,0.75,0.48,0.34,100.02
11/22/2021,4.36,3.84,4.4,3.97,3.46,3.89,3.82,3.58,0.0,4.1,4.25,4.11,3.2,4.26,3.67,3.82,0.0,3.55,0.0,2.68,3.7,3.69,3.85,0.0,1.31,2.07,2.09,1.55,1.64,0.81,0.89,0.59,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.43,3.8,2.39,0.76,0.51,0.33,99.99
11/23/2021,4.36,3.84,4.4,3.97,3.46,3.89,3.82,3.58,0.0,4.1,4.25,4.11,3.2,4.26,3.67,3.82,0.0,3.55,0.0,2.68,3.7,3.69,3.85,0.0,1.31,2.07,2.09,1.55,1.64,0.81,0.89,0.59,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,4.43,3.8,2.39,0.76,0.51,0.33,99.99
11/24/2021,4.64,3.76,4.69,3.84,3.41,3.84,3.88,3.41,0.0,4.13,4.29,4.28,3.11,4.17,3.81,3.62,0.0,3.81,0.0,2.64,3.79,3.78,3.9,0.0,1.31,2.15,2.23,1.26,1.69,0.72,0.92,0.61,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.14,3.64,2.25,0.77,0.55,0.31,99.97
11/25/2021,4.53,3.76,4.53,3.9,3.45,3.84,3.86,3.32,0.0,4.21,4.32,4.41,3.07,4.14,3.89,3.63,0.0,3.84,0.0,2.64,3.76,3.84,3.8,0.0,1.3,2.2,2.24,1.38,1.72,0.73,0.95,0.63,0.0,0.29,0.31,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.98,3.55,2.31,0.75,0.55,0.32,99.97
11/26/2021,4.56,3.27,4.52,3.92,3.53,3.83,3.9,3.24,0.0,4.22,4.37,4.55,3.09,4.21,4.01,3.57,0.0,3.94,0.0,2.68,3.74,3.86,3.87,0.0,1.3,2.23,2.29,1.23,1.75,0.72,0.97,0.64,0.0,0.31,0.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.93,3.56,2.28,0.73,0.55,0.31,100.02
11/29/2021,4.67,3.26,4.56,4.0,3.5,3.83,3.9,3.26,0.0,4.15,4.36,4.55,3.2,4.23,4.0,3.0,0.0,3.9,0.0,2.72,3.85,3.85,4.0,0.0,1.31,2.22,2.27,1.19,1.73,0.73,0.96,0.64,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.99,3.6,2.3,0.74,0.58,0.3,99.98999999999998
11/30/2021,4.67,3.26,4.56,4.0,3.5,3.83,3.9,3.26,0.0,4.15,4.36,4.55,3.2,4.23,4.0,3.0,0.0,3.9,0.0,2.72,3.85,3.85,4.0,0.0,1.31,2.22,2.27,1.19,1.73,0.73,0.96,0.64,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.99,3.6,2.3,0.74,0.58,0.3,99.98999999999998
12/01/2021,4.57,3.48,4.53,4.13,3.51,3.83,3.81,3.33,0.0,4.12,4.45,4.56,3.24,4.27,4.01,2.96,0.0,3.87,0.0,2.7,3.78,3.77,3.86,0.0,1.38,2.18,2.24,1.14,1.7,0.72,0.97,0.64,0.0,0.3,0.32,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.14,3.61,2.28,0.75,0.56,0.28,100.0
12/02/2021,4.47,3.41,4.7,4.11,3.53,3.8,3.83,3.33,0.0,4.23,4.36,4.58,3.24,4.26,4.04,3.0,0.0,3.91,0.0,2.69,3.84,3.78,4.02,0.0,1.28,2.19,2.24,1.06,1.72,0.7,0.95,0.63,0.0,0.29,0.32,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.08,3.55,2.27,0.74,0.57,0.27,100.0
12/06/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/07/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/08/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/09/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/10/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/13/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/14/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/15/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/16/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/17/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/20/2021,4.37,3.16,4.65,3.96,3.67,3.52,3.98,3.12,0.0,3.94,4.29,4.71,3.2,4.27,4.2,3.01,0.0,3.92,0.0,3.09,3.92,3.88,4.04,0.0,1.28,2.27,2.29,1.04,1.78,0.69,1.01,0.67,0.0,0.31,0.33,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.15,3.5,2.22,0.71,0.58,0.27,100.01
12/21/2021,4.18,3.14,4.31,4.04,3.76,3.14,3.78,3.45,0.0,3.98,4.29,5.17,1.99,4.55,4.55,3.26,0.0,3.87,0.0,3.15,4.15,3.87,4.26,0.0,1.23,2.34,2.35,0.95,1.88,0.71,1.05,0.7,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,4.11,3.42,2.27,0.6,0.55,0.25,100.02
12/22/2021,4.08,3.36,4.36,4.15,3.73,3.2,3.77,3.55,0.0,3.9,4.17,5.0,2.09,4.48,4.44,3.28,0.0,3.88,0.0,3.16,4.18,3.87,4.16,0.0,1.27,2.28,2.31,0.98,1.8,0.7,1.03,0.68,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.23,3.5,2.25,0.61,0.55,0.25,99.96
12/23/2021,4.01,3.38,4.44,4.13,3.71,3.15,3.76,3.38,0.0,3.86,4.28,5.01,2.05,4.47,4.49,3.24,0.0,3.88,0.0,3.17,4.21,3.9,4.22,0.0,1.24,2.29,2.3,0.91,1.83,0.67,1.05,0.69,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.39,3.53,2.25,0.61,0.53,0.24,99.98
12/24/2021,4.14,3.29,4.48,4.12,3.74,3.19,3.79,3.48,0.0,3.82,4.22,4.92,2.12,4.47,4.31,3.25,0.0,3.97,0.0,3.07,4.17,3.97,4.09,0.0,1.28,2.26,2.27,1.0,1.79,0.7,1.01,0.67,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.26,3.73,2.24,0.65,0.54,0.26,99.98000000000002
12/27/2021,4.34,3.16,4.52,3.96,3.74,3.16,3.84,3.37,0.0,3.82,4.27,4.93,2.05,4.45,4.3,3.29,0.0,3.92,0.0,3.16,4.22,4.02,4.1,0.0,1.23,2.31,2.28,0.98,1.83,0.67,1.01,0.66,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.84,2.22,0.62,0.53,0.25,100.0
12/28/2021,4.34,3.16,4.52,3.96,3.74,3.16,3.84,3.37,0.0,3.82,4.27,4.93,2.05,4.45,4.3,3.29,0.0,3.92,0.0,3.16,4.22,4.02,4.1,0.0,1.23,2.31,2.28,0.98,1.83,0.67,1.01,0.66,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.84,2.22,0.62,0.53,0.25,100.0
12/29/2021,4.34,3.16,4.52,3.96,3.74,3.16,3.84,3.37,0.0,3.82,4.27,4.93,2.05,4.45,4.3,3.29,0.0,3.92,0.0,3.16,4.22,4.02,4.1,0.0,1.23,2.31,2.28,0.98,1.83,0.67,1.01,0.66,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.84,2.22,0.62,0.53,0.25,100.0
12/30/2021,4.23,3.09,4.62,3.89,3.76,3.2,3.87,3.23,0.0,3.89,4.27,5.0,2.01,4.47,4.39,3.27,0.0,4.03,0.0,3.27,4.25,4.06,4.12,0.0,1.18,2.36,2.26,0.95,1.84,0.66,1.01,0.66,0.0,0.33,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,3.76,2.19,0.6,0.53,0.25,100.04
12/31/2021,4.19,3.06,4.59,3.88,3.79,3.2,3.86,3.13,0.0,3.89,4.29,5.07,2.0,4.46,4.47,3.29,0.0,3.95,0.0,3.26,4.3,4.06,4.16,0.0,1.18,2.38,2.29,0.94,1.85,0.65,1.03,0.0,0.0,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.14,3.73,2.18,0.56,0.53,0.25,99.99
01/03/2022,4.32,3.21,4.65,4.02,3.78,3.29,3.87,3.26,0.0,3.94,4.36,5.08,2.05,4.53,4.56,3.39,0.0,3.98,0.0,3.23,4.36,4.05,4.19,0.0,1.21,2.39,2.29,0.98,1.86,0.71,1.03,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,4.33,3.83,2.21,0.59,0.54,0.26,100.01
01/03/2022,4.32,3.21,4.65,4.02,3.78,3.29,3.87,3.26,0.0,3.94,4.36,5.08,2.05,4.53,4.56,3.39,0.0,3.98,0.0,3.23,4.36,4.05,4.19,0.0,1.21,2.39,2.29,0.98,1.86,0.71,1.03,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,4.33,3.83,2.21,0.59,0.54,0.26,100.01
01/03/2022,4.32,3.21,4.65,4.02,3.78,3.29,3.87,3.26,0.0,3.94,4.36,5.08,2.05,4.53,4.56,3.39,0.0,3.98,0.0,3.23,4.36,4.05,4.19,0.0,1.21,2.39,2.29,0.98,1.86,0.71,1.03,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,4.33,3.83,2.21,0.59,0.54,0.26,100.01
01/04/2022,4.32,3.21,4.65,4.02,3.78,3.29,3.87,3.26,0.0,3.94,4.36,5.08,2.05,4.53,4.56,3.39,0.0,3.98,0.0,3.23,4.36,4.05,4.19,0.0,1.21,2.39,2.29,0.98,1.86,0.71,1.03,0.0,0.0,0.33,0.39,0.0,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,4.33,3.83,2.21,0.59,0.54,0.26,100.01
01/05/2022,4.25,3.09,4.6,3.99,3.76,3.2,3.85,3.09,0.0,3.91,4.28,5.07,2.03,4.46,4.57,3.34,0.0,3.92,0.0,3.15,4.24,4.07,4.2,0.0,1.2,2.37,2.29,1.0,1.86,0.69,1.05,0.0,0.0,0.34,0.39,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.25,3.8,2.21,0.6,0.54,0.27,100.03
01/06/2022,4.22,3.11,4.33,3.99,3.83,3.33,3.77,3.18,0.0,3.95,4.26,5.11,2.06,4.33,4.54,3.34,0.0,3.86,0.0,3.19,4.24,3.97,4.2,0.0,1.26,2.37,2.35,1.0,1.87,0.7,1.05,0.0,0.0,0.35,0.4,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,4.32,3.88,2.21,0.59,0.53,0.25,100.03
