,MORN,POOL,MCY,MSFT,WST,DGX,TGT,TTC,INTU,TROW,UPS,OKE,AOS,EXR,LAD,LOW,TSCO,LECO,LII,NDAQ,SYK,MDT,GGG,ETN,PM,XYL,HRC,CMCSA,TXN,UNH,CSL,RSG,AXP,WM,HUBB,AGO,EXPD,JNJ,ADI,JBHT,ALB,SBUX,NEE,PEP,RJF,AFG,ALL,ANTM,EMR,CUBE,BLK,EVR,CPT,HSY,MAA,UDR,SHW,DOV,GPC,NSC,BMY,ELS,AVB,RHI,GD,TRV,MPC,DUK,UGI,HON,JPM,ABC,PEG,CSCO,BOKF,ATR,ESS,RBC,IPG,CINF,AJG,CMA,IDA,KO,WHR,INGR,PPG,IP,OMC,MO,USB,SO,SYY,CMI,MAN,XEL,AMP,MCHP,SLGN,CFR,LNT,FRT,SJM,ORI,GLW,AVY,AIZ,MDU,CASY,NFG,NNN,LEG,STLD,WSM,SNA,FHN,PBCT,IRM,ADM,LNC,NUE,BEN,WLK,WBA,RS,DTE,DTM WI,Cash,n/a,DTM,AON,XLNX,HD,STE,NDSN,APH,MMC,MCO,PG,COST,BR,BRO,NKE,CE,CBOE,PAYX,ADP,CB,ROP,SCI,PFE,ARE,THG,ROK,WTRG,LHX,DCI,AEP,EVRG,KR,SLVM WI,RRX,SLVM,SUM
08/23/2021,0.86,0.86,0.76,0.88,1.0,0.92,0.83,0.82,0.88,0.86,0.75,0.71,0.79,0.86,0.8,0.82,0.82,0.84,0.75,0.84,0.81,0.82,0.81,0.89,0.8,0.86,0.91,0.81,0.76,0.82,0.85,0.85,0.77,0.84,0.85,0.81,0.75,0.84,0.77,0.82,1.0,0.8,0.9,0.83,0.8,0.84,0.8,0.76,0.82,0.86,0.8,0.74,0.84,0.8,0.85,0.82,0.85,0.88,0.75,0.76,0.79,0.85,0.81,0.88,0.8,0.8,0.69,0.82,0.77,0.79,0.76,0.78,0.81,0.79,0.76,0.71,0.79,0.86,0.84,0.78,0.76,0.76,0.84,0.79,0.76,0.71,0.72,0.72,0.68,0.76,0.74,0.81,0.75,0.73,0.76,0.78,0.8,0.73,0.77,0.77,0.82,0.73,0.76,0.77,0.74,0.77,0.79,0.75,0.75,0.72,0.74,0.69,0.83,0.75,0.72,0.68,0.68,0.77,0.72,0.77,0.89,0.7,0.64,0.69,0.68,0.68,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/24/2021,0.87,0.88,0.75,0.9,1.01,0.93,0.83,0.81,0.9,0.87,0.75,0.7,0.8,0.87,0.78,0.83,0.83,0.83,0.76,0.85,0.81,0.81,0.82,0.89,0.8,0.87,0.91,0.81,0.77,0.84,0.85,0.87,0.76,0.85,0.84,0.81,0.76,0.85,0.78,0.81,0.98,0.8,0.9,0.84,0.79,0.84,0.8,0.77,0.82,0.86,0.81,0.72,0.85,0.81,0.86,0.83,0.86,0.89,0.74,0.75,0.8,0.86,0.82,0.88,0.8,0.81,0.67,0.82,0.76,0.79,0.75,0.78,0.81,0.82,0.75,0.71,0.8,0.84,0.83,0.78,0.77,0.75,0.84,0.79,0.76,0.71,0.71,0.72,0.67,0.76,0.73,0.81,0.74,0.73,0.75,0.79,0.79,0.73,0.76,0.76,0.82,0.73,0.76,0.77,0.74,0.77,0.79,0.75,0.76,0.72,0.74,0.68,0.81,0.73,0.71,0.67,0.67,0.78,0.7,0.76,0.86,0.69,0.62,0.67,0.68,0.68,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,0.87,0.87,0.75,0.92,1.01,0.93,0.85,0.81,0.9,0.88,0.74,0.71,0.8,0.87,0.77,0.85,0.84,0.82,0.77,0.85,0.81,0.81,0.81,0.89,0.8,0.87,0.92,0.81,0.76,0.84,0.85,0.87,0.75,0.85,0.85,0.82,0.76,0.84,0.77,0.82,1.0,0.79,0.91,0.83,0.8,0.85,0.79,0.77,0.81,0.86,0.81,0.73,0.84,0.8,0.86,0.82,0.86,0.89,0.75,0.75,0.8,0.85,0.81,0.88,0.8,0.81,0.67,0.82,0.76,0.78,0.75,0.78,0.82,0.83,0.76,0.71,0.79,0.84,0.83,0.79,0.77,0.75,0.84,0.78,0.76,0.71,0.71,0.72,0.67,0.76,0.73,0.82,0.74,0.72,0.75,0.79,0.79,0.73,0.76,0.77,0.82,0.73,0.75,0.77,0.72,0.78,0.79,0.75,0.75,0.71,0.74,0.69,0.8,0.75,0.71,0.67,0.67,0.77,0.69,0.76,0.85,0.69,0.62,0.68,0.67,0.68,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,0.87,0.85,0.75,0.92,1.0,0.92,0.84,0.81,0.91,0.88,0.74,0.73,0.8,0.86,0.78,0.84,0.82,0.82,0.76,0.85,0.8,0.8,0.81,0.89,0.79,0.87,0.91,0.82,0.77,0.83,0.84,0.86,0.76,0.84,0.85,0.81,0.76,0.83,0.79,0.82,1.04,0.79,0.89,0.83,0.81,0.85,0.81,0.76,0.82,0.85,0.82,0.74,0.83,0.79,0.85,0.81,0.86,0.89,0.74,0.75,0.79,0.84,0.81,0.87,0.8,0.8,0.7,0.8,0.76,0.79,0.76,0.78,0.81,0.83,0.76,0.71,0.78,0.84,0.84,0.79,0.77,0.76,0.82,0.78,0.76,0.71,0.71,0.71,0.67,0.75,0.74,0.81,0.75,0.73,0.76,0.77,0.79,0.75,0.76,0.77,0.81,0.74,0.74,0.78,0.73,0.77,0.79,0.75,0.76,0.71,0.73,0.69,0.82,0.74,0.72,0.68,0.68,0.77,0.7,0.77,0.87,0.7,0.63,0.68,0.68,0.68,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,0.87,0.86,0.76,0.91,1.0,0.91,0.84,0.81,0.91,0.88,0.74,0.74,0.8,0.86,0.79,0.83,0.81,0.83,0.76,0.85,0.82,0.83,0.81,0.89,0.79,0.88,0.89,0.81,0.77,0.82,0.85,0.86,0.76,0.84,0.86,0.82,0.75,0.82,0.77,0.81,1.04,0.79,0.88,0.82,0.81,0.84,0.8,0.76,0.82,0.85,0.82,0.74,0.82,0.78,0.84,0.8,0.85,0.89,0.74,0.74,0.79,0.84,0.8,0.88,0.8,0.81,0.71,0.8,0.75,0.79,0.76,0.77,0.8,0.84,0.77,0.71,0.78,0.85,0.84,0.78,0.77,0.77,0.81,0.77,0.76,0.71,0.71,0.72,0.67,0.75,0.74,0.8,0.76,0.73,0.76,0.76,0.8,0.74,0.76,0.77,0.8,0.74,0.72,0.77,0.73,0.77,0.79,0.74,0.75,0.71,0.72,0.7,0.85,0.78,0.73,0.69,0.69,0.77,0.7,0.79,0.9,0.71,0.65,0.68,0.68,0.67,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/30/2021,0.87,0.85,0.75,0.9,1.0,0.91,0.83,0.81,0.9,0.88,0.73,0.73,0.8,0.88,0.77,0.84,0.8,0.83,0.75,0.85,0.82,0.83,0.81,0.89,0.79,0.88,0.89,0.8,0.77,0.81,0.86,0.87,0.78,0.85,0.86,0.82,0.75,0.81,0.77,0.82,1.05,0.79,0.88,0.81,0.82,0.83,0.8,0.75,0.83,0.87,0.82,0.74,0.83,0.77,0.85,0.81,0.85,0.89,0.74,0.74,0.77,0.83,0.81,0.88,0.8,0.8,0.71,0.79,0.74,0.79,0.78,0.76,0.8,0.84,0.76,0.7,0.79,0.85,0.83,0.78,0.76,0.78,0.8,0.76,0.76,0.71,0.7,0.72,0.66,0.76,0.75,0.8,0.76,0.73,0.76,0.76,0.81,0.78,0.77,0.76,0.8,0.74,0.7,0.77,0.72,0.79,0.79,0.74,0.75,0.71,0.73,0.7,0.82,0.85,0.73,0.69,0.69,0.77,0.7,0.79,0.86,0.71,0.65,0.67,0.67,0.67,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,0.87,0.85,0.75,0.9,1.0,0.91,0.83,0.81,0.9,0.88,0.73,0.73,0.8,0.88,0.77,0.84,0.8,0.83,0.75,0.85,0.82,0.83,0.81,0.89,0.79,0.88,0.89,0.8,0.77,0.81,0.86,0.87,0.78,0.85,0.86,0.82,0.75,0.81,0.77,0.82,1.05,0.79,0.88,0.81,0.82,0.83,0.8,0.75,0.83,0.87,0.82,0.74,0.83,0.77,0.85,0.81,0.85,0.89,0.74,0.74,0.77,0.83,0.81,0.88,0.8,0.8,0.71,0.79,0.74,0.79,0.78,0.76,0.8,0.84,0.76,0.7,0.79,0.85,0.83,0.78,0.76,0.78,0.8,0.76,0.76,0.71,0.7,0.72,0.66,0.76,0.75,0.8,0.76,0.73,0.76,0.76,0.81,0.78,0.77,0.76,0.8,0.74,0.7,0.77,0.72,0.79,0.79,0.74,0.75,0.71,0.73,0.7,0.82,0.85,0.73,0.69,0.69,0.77,0.7,0.79,0.86,0.71,0.65,0.67,0.67,0.67,0.0,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,0.85,0.85,0.75,0.89,0.99,0.9,0.82,0.8,0.92,0.89,0.73,0.74,0.8,0.88,0.77,0.83,0.8,0.83,0.75,0.86,0.82,0.83,0.81,0.89,0.79,0.88,0.89,0.8,0.77,0.81,0.86,0.86,0.78,0.84,0.86,0.82,0.76,0.8,0.76,0.83,1.06,0.78,0.87,0.8,0.83,0.83,0.8,0.74,0.83,0.87,0.83,0.75,0.83,0.77,0.84,0.8,0.84,0.88,0.73,0.73,0.76,0.83,0.81,0.88,0.8,0.8,0.72,0.78,0.75,0.78,0.78,0.77,0.79,0.82,0.76,0.71,0.78,0.85,0.83,0.78,0.76,0.79,0.8,0.76,0.77,0.72,0.7,0.72,0.67,0.76,0.75,0.79,0.77,0.74,0.75,0.76,0.82,0.79,0.76,0.77,0.79,0.75,0.69,0.76,0.72,0.79,0.8,0.74,0.75,0.71,0.73,0.7,0.83,0.83,0.73,0.7,0.7,0.77,0.7,0.8,0.86,0.72,0.66,0.67,0.68,0.66,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
09/02/2021,0.89,0.86,0.85,0.86,0.85,0.84,0.84,0.84,0.84,0.84,0.83,0.82,0.84,0.83,0.81,0.83,0.82,0.83,0.84,0.83,0.82,0.81,0.82,0.81,0.82,0.82,0.81,0.81,0.83,0.81,0.82,0.81,0.81,0.81,0.82,0.81,0.81,0.81,0.83,0.79,0.8,0.8,0.8,0.81,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.8,0.79,0.79,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.78,0.77,0.77,0.78,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.78,0.77,0.77,0.79,0.78,0.78,0.76,0.77,0.79,0.78,0.77,0.77,0.77,0.77,0.76,0.77,0.77,0.77,0.76,0.77,0.76,0.76,0.77,0.75,0.76,0.76,0.76,0.75,0.75,0.75,0.73,0.73,0.73,0.71,0.78,0.7,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84999999999998
09/03/2021,0.89,0.86,0.85,0.86,0.85,0.84,0.84,0.84,0.84,0.84,0.83,0.82,0.84,0.83,0.81,0.83,0.82,0.83,0.84,0.83,0.82,0.81,0.82,0.81,0.82,0.82,0.81,0.81,0.83,0.81,0.82,0.81,0.81,0.81,0.82,0.81,0.81,0.81,0.83,0.79,0.8,0.8,0.8,0.81,0.8,0.81,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.79,0.79,0.8,0.79,0.79,0.8,0.79,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.78,0.77,0.77,0.78,0.77,0.78,0.78,0.78,0.78,0.78,0.78,0.77,0.78,0.77,0.77,0.79,0.78,0.78,0.76,0.77,0.79,0.78,0.77,0.77,0.77,0.77,0.76,0.77,0.77,0.77,0.76,0.77,0.76,0.76,0.77,0.75,0.76,0.76,0.76,0.75,0.75,0.75,0.73,0.73,0.73,0.71,0.78,0.7,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.84999999999998
09/06/2021,0.89,0.88,0.73,0.89,1.01,0.93,0.8,0.79,0.9,0.88,0.74,0.73,0.81,0.91,0.74,0.82,0.81,0.81,0.75,0.87,0.83,0.83,0.81,0.87,0.81,0.89,1.01,0.83,0.76,0.81,0.84,0.87,0.75,0.85,0.83,0.78,0.75,0.81,0.74,0.84,1.09,0.79,0.89,0.81,0.81,0.84,0.77,0.76,0.83,0.89,0.82,0.75,0.86,0.78,0.87,0.84,0.85,0.88,0.72,0.71,0.75,0.88,0.83,0.87,0.8,0.79,0.69,0.79,0.75,0.78,0.76,0.8,0.8,0.83,0.74,0.71,0.82,0.84,0.84,0.76,0.77,0.75,0.81,0.77,0.76,0.71,0.68,0.72,0.68,0.78,0.73,0.79,0.74,0.72,0.76,0.77,0.81,0.77,0.77,0.75,0.8,0.76,0.68,0.74,0.7,0.79,0.8,0.74,0.76,0.72,0.73,0.69,0.79,0.82,0.73,0.66,0.68,0.81,0.69,0.76,0.82,0.71,0.65,0.71,0.66,0.67,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/07/2021,0.89,0.88,0.73,0.89,1.01,0.93,0.8,0.79,0.9,0.88,0.74,0.73,0.81,0.91,0.74,0.82,0.81,0.81,0.75,0.87,0.83,0.83,0.81,0.87,0.81,0.89,1.01,0.83,0.76,0.81,0.84,0.87,0.75,0.85,0.83,0.78,0.75,0.81,0.74,0.84,1.09,0.79,0.89,0.81,0.81,0.84,0.77,0.76,0.83,0.89,0.82,0.75,0.86,0.78,0.87,0.84,0.85,0.88,0.72,0.71,0.75,0.88,0.83,0.87,0.8,0.79,0.69,0.79,0.75,0.78,0.76,0.8,0.8,0.83,0.74,0.71,0.82,0.84,0.84,0.76,0.77,0.75,0.81,0.77,0.76,0.71,0.68,0.72,0.68,0.78,0.73,0.79,0.74,0.72,0.76,0.77,0.81,0.77,0.77,0.75,0.8,0.76,0.68,0.74,0.7,0.79,0.8,0.74,0.76,0.72,0.73,0.69,0.79,0.82,0.73,0.66,0.68,0.81,0.69,0.76,0.82,0.71,0.65,0.71,0.66,0.67,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/08/2021,0.89,0.88,0.73,0.89,1.01,0.93,0.8,0.79,0.9,0.88,0.74,0.73,0.81,0.91,0.74,0.82,0.81,0.81,0.75,0.87,0.83,0.83,0.81,0.87,0.81,0.89,1.01,0.83,0.76,0.81,0.84,0.87,0.75,0.85,0.83,0.78,0.75,0.81,0.74,0.84,1.09,0.79,0.89,0.81,0.81,0.84,0.77,0.76,0.83,0.89,0.82,0.75,0.86,0.78,0.87,0.84,0.85,0.88,0.72,0.71,0.75,0.88,0.83,0.87,0.8,0.79,0.69,0.79,0.75,0.78,0.76,0.8,0.8,0.83,0.74,0.71,0.82,0.84,0.84,0.76,0.77,0.75,0.81,0.77,0.76,0.71,0.68,0.72,0.68,0.78,0.73,0.79,0.74,0.72,0.76,0.77,0.81,0.77,0.77,0.75,0.8,0.76,0.68,0.74,0.7,0.79,0.8,0.74,0.76,0.72,0.73,0.69,0.79,0.82,0.73,0.66,0.68,0.81,0.69,0.76,0.82,0.71,0.65,0.71,0.66,0.67,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/09/2021,0.91,0.88,0.74,0.89,1.03,0.94,0.8,0.8,0.91,0.87,0.74,0.73,0.81,0.93,0.75,0.83,0.83,0.81,0.75,0.88,0.83,0.83,0.81,0.87,0.82,0.89,1.02,0.83,0.77,0.81,0.84,0.87,0.74,0.85,0.83,0.77,0.75,0.81,0.74,0.83,1.09,0.79,0.89,0.81,0.81,0.84,0.78,0.75,0.83,0.9,0.81,0.74,0.87,0.78,0.87,0.84,0.85,0.88,0.72,0.7,0.74,0.88,0.83,0.87,0.81,0.79,0.7,0.79,0.75,0.77,0.76,0.8,0.79,0.83,0.74,0.71,0.82,0.84,0.83,0.76,0.77,0.75,0.81,0.77,0.76,0.71,0.67,0.72,0.67,0.78,0.72,0.79,0.74,0.73,0.76,0.77,0.8,0.78,0.77,0.75,0.8,0.76,0.68,0.73,0.7,0.79,0.8,0.73,0.76,0.73,0.73,0.67,0.78,0.81,0.73,0.66,0.68,0.82,0.7,0.76,0.82,0.7,0.65,0.71,0.66,0.66,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,0.92,0.88,0.74,0.9,1.03,0.95,0.81,0.78,0.92,0.87,0.75,0.73,0.8,0.93,0.74,0.83,0.83,0.8,0.74,0.88,0.84,0.84,0.81,0.86,0.83,0.89,1.03,0.82,0.78,0.82,0.83,0.87,0.75,0.85,0.83,0.77,0.75,0.81,0.75,0.84,1.08,0.79,0.89,0.81,0.82,0.84,0.77,0.76,0.83,0.9,0.81,0.75,0.86,0.77,0.87,0.83,0.85,0.88,0.72,0.7,0.75,0.87,0.82,0.87,0.82,0.79,0.71,0.78,0.74,0.76,0.77,0.8,0.79,0.83,0.74,0.7,0.81,0.85,0.83,0.76,0.77,0.76,0.81,0.77,0.74,0.71,0.66,0.71,0.67,0.79,0.73,0.8,0.74,0.72,0.75,0.75,0.81,0.78,0.76,0.76,0.79,0.76,0.68,0.73,0.71,0.79,0.8,0.73,0.76,0.72,0.72,0.67,0.79,0.79,0.72,0.67,0.69,0.81,0.7,0.76,0.83,0.69,0.66,0.71,0.66,0.66,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/13/2021,0.93,0.88,0.75,0.89,1.03,0.96,0.82,0.79,0.93,0.88,0.72,0.73,0.79,0.91,0.77,0.83,0.85,0.81,0.75,0.89,0.84,0.83,0.81,0.85,0.8,0.88,1.03,0.81,0.77,0.81,0.82,0.88,0.75,0.85,0.81,0.78,0.76,0.79,0.78,0.81,1.11,0.82,0.9,0.82,0.81,0.83,0.78,0.75,0.8,0.89,0.81,0.75,0.86,0.78,0.87,0.83,0.83,0.89,0.72,0.7,0.73,0.87,0.82,0.88,0.82,0.79,0.7,0.79,0.74,0.76,0.77,0.8,0.79,0.83,0.73,0.68,0.81,0.84,0.84,0.76,0.78,0.77,0.82,0.77,0.74,0.71,0.67,0.71,0.67,0.79,0.73,0.81,0.75,0.72,0.75,0.77,0.81,0.78,0.75,0.75,0.8,0.76,0.69,0.74,0.69,0.8,0.81,0.72,0.73,0.73,0.72,0.68,0.78,0.83,0.71,0.65,0.68,0.8,0.7,0.76,0.82,0.7,0.64,0.71,0.66,0.67,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/14/2021,0.93,0.88,0.75,0.89,1.03,0.96,0.82,0.79,0.93,0.88,0.72,0.73,0.79,0.91,0.77,0.83,0.85,0.81,0.75,0.89,0.84,0.83,0.81,0.85,0.8,0.88,1.03,0.81,0.77,0.81,0.82,0.88,0.75,0.85,0.81,0.78,0.76,0.79,0.78,0.81,1.11,0.82,0.9,0.82,0.81,0.83,0.78,0.75,0.8,0.89,0.81,0.75,0.86,0.78,0.87,0.83,0.83,0.89,0.72,0.7,0.73,0.87,0.82,0.88,0.82,0.79,0.7,0.79,0.74,0.76,0.77,0.8,0.79,0.83,0.73,0.68,0.81,0.84,0.84,0.76,0.78,0.77,0.82,0.77,0.74,0.71,0.67,0.71,0.67,0.79,0.73,0.81,0.75,0.72,0.75,0.77,0.81,0.78,0.75,0.75,0.8,0.76,0.69,0.74,0.69,0.8,0.81,0.72,0.73,0.73,0.72,0.68,0.78,0.83,0.71,0.65,0.68,0.8,0.7,0.76,0.82,0.7,0.64,0.71,0.66,0.67,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/15/2021,0.92,0.89,0.74,0.89,1.03,0.95,0.82,0.79,0.94,0.88,0.74,0.74,0.79,0.92,0.78,0.84,0.87,0.81,0.74,0.88,0.83,0.82,0.81,0.85,0.81,0.89,1.03,0.81,0.79,0.79,0.82,0.88,0.75,0.86,0.81,0.77,0.78,0.79,0.79,0.82,1.1,0.83,0.9,0.82,0.81,0.82,0.78,0.73,0.8,0.9,0.81,0.76,0.86,0.78,0.86,0.82,0.85,0.89,0.72,0.71,0.73,0.86,0.81,0.88,0.82,0.79,0.7,0.79,0.73,0.77,0.77,0.8,0.78,0.82,0.73,0.67,0.8,0.85,0.83,0.75,0.78,0.77,0.81,0.77,0.74,0.71,0.67,0.71,0.67,0.79,0.73,0.81,0.74,0.73,0.75,0.76,0.8,0.8,0.75,0.75,0.79,0.74,0.69,0.73,0.7,0.8,0.8,0.72,0.72,0.73,0.71,0.67,0.79,0.83,0.71,0.65,0.68,0.79,0.71,0.75,0.82,0.7,0.66,0.7,0.67,0.67,0.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,0.9,0.86,0.75,0.9,1.0,0.94,0.81,0.78,0.92,0.88,0.75,0.75,0.78,0.91,0.76,0.84,0.86,0.81,0.74,0.87,0.82,0.82,0.8,0.84,0.81,0.88,1.03,0.82,0.8,0.81,0.82,0.89,0.76,0.86,0.81,0.78,0.79,0.78,0.8,0.81,1.05,0.82,0.89,0.82,0.81,0.82,0.79,0.75,0.79,0.89,0.81,0.76,0.87,0.78,0.86,0.83,0.85,0.88,0.72,0.7,0.73,0.85,0.81,0.88,0.81,0.8,0.72,0.78,0.73,0.77,0.78,0.81,0.78,0.83,0.75,0.67,0.81,0.86,0.84,0.76,0.78,0.78,0.81,0.78,0.75,0.72,0.67,0.72,0.67,0.78,0.74,0.81,0.75,0.73,0.75,0.75,0.81,0.81,0.74,0.75,0.79,0.76,0.7,0.74,0.7,0.79,0.8,0.72,0.73,0.73,0.72,0.69,0.76,0.82,0.71,0.66,0.69,0.79,0.72,0.76,0.8,0.71,0.66,0.69,0.67,0.66,0.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/17/2021,0.92,0.86,0.75,0.91,1.03,0.96,0.82,0.78,0.94,0.87,0.74,0.75,0.78,0.9,0.75,0.84,0.88,0.8,0.73,0.89,0.85,0.83,0.81,0.84,0.81,0.88,1.04,0.77,0.81,0.81,0.81,0.89,0.76,0.87,0.81,0.78,0.8,0.78,0.81,0.8,1.06,0.83,0.9,0.83,0.8,0.81,0.79,0.75,0.79,0.89,0.81,0.77,0.88,0.78,0.88,0.84,0.85,0.86,0.73,0.71,0.72,0.86,0.82,0.88,0.81,0.8,0.71,0.78,0.72,0.77,0.77,0.81,0.79,0.83,0.74,0.67,0.81,0.85,0.85,0.76,0.79,0.76,0.81,0.78,0.75,0.72,0.67,0.71,0.68,0.76,0.74,0.81,0.74,0.73,0.75,0.75,0.81,0.82,0.74,0.75,0.79,0.76,0.71,0.69,0.7,0.8,0.8,0.72,0.73,0.72,0.72,0.68,0.75,0.83,0.71,0.65,0.67,0.77,0.72,0.76,0.78,0.71,0.67,0.69,0.66,0.66,0.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
