,MORN,POOL,MCY,MSFT,WST,DGX,TGT,TTC,INTU,TROW,UPS,OKE,AOS,EXR,LAD,LOW,TSCO,LECO,LII,NDAQ,SYK,MDT,GGG,ETN,PM,XYL,HRC,CMCSA,TXN,UNH,CSL,RSG,AXP,WM,HUBB,AGO,EXPD,JNJ,ADI,JBHT,ALB,SBUX,NEE,PEP,RJF,AFG,ALL,ANTM,EMR,CUBE,BLK,EVR,CPT,HSY,MAA,UDR,SHW,DOV,GPC,NSC,BMY,ELS,AVB,RHI,GD,TRV,MPC,DUK,UGI,HON,JPM,ABC,PEG,CSCO,BOKF,ATR,ESS,RBC,IPG,CINF,AJG,CMA,IDA,KO,WHR,INGR,PPG,IP,OMC,MO,USB,SO,SYY,CMI,MAN,XEL,AMP,MCHP,SLGN,CFR,LNT,FRT,SJM,ORI,GLW,AVY,AIZ,MDU,CASY,NFG,NNN,LEG,STLD,WSM,SNA,FHN,PBCT,IRM,ADM,LNC,NUE,BEN,WLK,WBA,RS,DTE,DTM WI,Cash,n/a,DTM,AON,XLNX,HD,STE,NDSN,APH,MMC,MCO,PG,COST,BR,BRO,NKE,CE,CBOE,PAYX,ADP,CB,ROP,SCI,PFE,ARE,THG,ROK,WTRG,LHX,DCI,AEP,EVRG,KR,SLVM WI,RRX,SLVM,SUM
10/18/2021,0.8,0.74,0.0,0.81,0.73,0.74,0.77,0.72,0.79,0.71,0.76,0.98,0.73,0.77,0.0,0.84,0.82,0.79,0.0,0.83,0.77,0.76,0.73,0.76,0.75,0.72,0.82,0.7,0.82,0.78,0.8,0.83,0.89,0.83,0.74,0.88,0.79,0.0,0.0,0.78,0.75,0.79,0.76,0.83,0.87,0.81,0.79,0.8,0.74,0.77,0.74,0.89,0.83,0.83,0.82,0.8,0.79,0.75,0.86,0.0,0.0,0.79,0.81,0.85,0.83,0.0,0.93,0.78,0.77,0.77,0.85,0.79,0.76,0.76,0.0,0.0,0.82,0.0,0.82,0.8,0.89,0.0,0.77,0.8,0.0,0.0,0.81,0.78,0.0,0.76,0.9,0.77,0.89,0.0,0.78,0.0,0.85,0.0,0.0,0.0,0.73,0.0,0.82,0.85,0.0,0.77,0.79,0.0,0.0,0.0,0.0,0.0,0.78,0.8,0.8,0.0,0.0,0.72,0.88,0.0,0.75,0.74,0.0,0.76,0.81,0.0,0.0,0.0,0.3,0.0,0.85,0.85,0.85,0.83,0.81,0.8,0.82,0.79,0.81,0.81,0.83,0.87,0.78,0.86,0.82,0.86,0.82,0.82,0.78,0.79,0.75,0.78,0.79,0.76,0.76,0.83,0.72,0.76,0.74,0.69,0.0,0.76,0.04,99.96
10/19/2021,0.8,0.74,0.0,0.82,0.72,0.74,0.8,0.72,0.8,0.72,0.79,0.98,0.73,0.78,0.0,0.84,0.82,0.8,0.0,0.83,0.77,0.75,0.73,0.78,0.76,0.73,0.81,0.71,0.82,0.8,0.82,0.83,0.85,0.83,0.76,0.88,0.79,0.0,0.0,0.78,0.79,0.78,0.77,0.83,0.86,0.79,0.77,0.81,0.74,0.78,0.78,0.89,0.84,0.82,0.82,0.81,0.77,0.76,0.85,0.0,0.0,0.78,0.81,0.86,0.82,0.0,0.93,0.78,0.77,0.77,0.82,0.78,0.77,0.76,0.0,0.0,0.81,0.0,0.82,0.79,0.89,0.0,0.78,0.79,0.0,0.0,0.83,0.77,0.0,0.77,0.86,0.77,0.86,0.0,0.77,0.0,0.85,0.0,0.0,0.0,0.73,0.0,0.8,0.82,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.0,0.76,0.81,0.8,0.0,0.0,0.73,0.87,0.0,0.74,0.76,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.0,0.86,0.88,0.85,0.84,0.82,0.81,0.82,0.79,0.8,0.8,0.85,0.88,0.78,0.86,0.81,0.85,0.82,0.82,0.78,0.78,0.73,0.78,0.78,0.78,0.76,0.81,0.73,0.76,0.74,0.66,0.0,0.79,0.04,100.01999999999998
10/20/2021,0.8,0.74,0.0,0.82,0.72,0.74,0.8,0.72,0.8,0.72,0.79,0.98,0.73,0.78,0.0,0.84,0.82,0.8,0.0,0.83,0.77,0.75,0.73,0.78,0.76,0.73,0.81,0.71,0.82,0.8,0.82,0.83,0.85,0.83,0.76,0.88,0.79,0.0,0.0,0.78,0.79,0.78,0.77,0.83,0.86,0.79,0.77,0.81,0.74,0.78,0.78,0.89,0.84,0.82,0.82,0.81,0.77,0.76,0.85,0.0,0.0,0.78,0.81,0.86,0.82,0.0,0.93,0.78,0.77,0.77,0.82,0.78,0.77,0.76,0.0,0.0,0.81,0.0,0.82,0.79,0.89,0.0,0.78,0.79,0.0,0.0,0.83,0.77,0.0,0.77,0.86,0.77,0.86,0.0,0.77,0.0,0.85,0.0,0.0,0.0,0.73,0.0,0.8,0.82,0.0,0.76,0.78,0.0,0.0,0.0,0.0,0.0,0.76,0.81,0.8,0.0,0.0,0.73,0.87,0.0,0.74,0.76,0.0,0.8,0.8,0.0,0.0,0.0,0.3,0.0,0.86,0.88,0.85,0.84,0.82,0.81,0.82,0.79,0.8,0.8,0.85,0.88,0.78,0.86,0.81,0.85,0.82,0.82,0.78,0.78,0.73,0.78,0.78,0.78,0.76,0.81,0.73,0.76,0.74,0.66,0.0,0.79,0.04,100.01999999999998
10/21/2021,0.8,0.75,0.0,0.83,0.72,0.74,0.83,0.73,0.82,0.73,0.79,0.99,0.73,0.78,0.0,0.86,0.84,0.82,0.0,0.83,0.76,0.73,0.74,0.78,0.75,0.74,0.8,0.7,0.83,0.8,0.83,0.82,0.87,0.82,0.76,0.89,0.79,0.0,0.0,0.84,0.8,0.78,0.76,0.82,0.87,0.78,0.76,0.8,0.75,0.78,0.77,0.92,0.84,0.8,0.82,0.79,0.78,0.77,0.84,0.0,0.0,0.78,0.8,0.87,0.82,0.0,0.93,0.76,0.75,0.77,0.83,0.76,0.77,0.75,0.0,0.0,0.8,0.0,0.82,0.77,0.88,0.0,0.76,0.77,0.0,0.0,0.81,0.72,0.0,0.76,0.86,0.76,0.84,0.0,0.77,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.82,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.76,0.84,0.81,0.0,0.0,0.73,0.86,0.0,0.75,0.74,0.0,0.75,0.81,0.0,0.0,0.0,0.38,0.0,0.85,0.9,0.87,0.83,0.82,0.82,0.82,0.8,0.79,0.82,0.84,0.89,0.79,0.86,0.81,0.86,0.83,0.78,0.78,0.78,0.72,0.79,0.76,0.78,0.75,0.81,0.73,0.74,0.73,0.66,0.0,0.8,0.04,99.98
10/22/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
10/25/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
10/26/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
10/27/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
10/28/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
10/29/2021,0.82,0.75,0.0,0.83,0.73,0.75,0.82,0.73,0.83,0.74,0.79,0.98,0.73,0.77,0.0,0.86,0.84,0.82,0.0,0.85,0.79,0.73,0.74,0.78,0.73,0.74,0.8,0.7,0.84,0.79,0.82,0.82,0.87,0.82,0.76,0.9,0.78,0.0,0.0,0.84,0.79,0.78,0.77,0.82,0.87,0.78,0.76,0.81,0.75,0.77,0.78,0.92,0.82,0.8,0.81,0.78,0.78,0.77,0.85,0.0,0.0,0.78,0.79,0.85,0.82,0.0,0.93,0.76,0.76,0.77,0.84,0.77,0.78,0.76,0.0,0.0,0.79,0.0,0.82,0.78,0.89,0.0,0.76,0.77,0.0,0.0,0.82,0.71,0.0,0.75,0.87,0.76,0.84,0.0,0.72,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.83,0.81,0.0,0.0,0.72,0.87,0.0,0.75,0.74,0.0,0.74,0.8,0.0,0.0,0.0,0.37,0.0,0.86,0.9,0.87,0.84,0.82,0.82,0.83,0.8,0.78,0.82,0.85,0.88,0.78,0.86,0.79,0.86,0.83,0.8,0.79,0.77,0.73,0.79,0.76,0.78,0.75,0.82,0.74,0.75,0.73,0.66,0.0,0.8,0.03,100.01
11/01/2021,0.87,0.8,0.0,0.82,0.72,0.73,0.83,0.72,0.87,0.74,0.87,0.98,0.71,0.77,0.0,0.87,0.83,0.83,0.0,0.81,0.78,0.73,0.76,0.76,0.72,0.73,0.8,0.69,0.82,0.84,0.85,0.82,0.87,0.81,0.75,0.9,0.8,0.0,0.0,0.85,0.78,0.78,0.78,0.81,0.87,0.78,0.76,0.88,0.74,0.78,0.79,0.92,0.82,0.8,0.82,0.78,0.81,0.76,0.88,0.0,0.0,0.77,0.8,0.86,0.79,0.0,0.93,0.77,0.74,0.74,0.84,0.77,0.79,0.74,0.0,0.0,0.8,0.0,0.77,0.8,0.88,0.0,0.75,0.76,0.0,0.0,0.82,0.71,0.0,0.74,0.87,0.75,0.78,0.0,0.66,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.81,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.73,0.0,0.0,0.73,0.86,0.0,0.8,0.76,0.0,0.74,0.81,0.0,0.0,0.0,0.39,0.0,0.87,0.89,0.88,0.85,0.82,0.81,0.84,0.81,0.77,0.84,0.85,0.86,0.79,0.88,0.81,0.86,0.83,0.81,0.8,0.78,0.74,0.79,0.74,0.77,0.73,0.78,0.73,0.74,0.73,0.66,0.0,0.81,0.03,100.01999999999998
11/02/2021,0.91,0.8,0.0,0.86,0.72,0.73,0.82,0.69,0.88,0.77,0.85,0.97,0.77,0.8,0.0,0.88,0.85,0.8,0.0,0.83,0.77,0.71,0.75,0.78,0.72,0.75,0.8,0.66,0.78,0.84,0.84,0.81,0.84,0.8,0.78,0.92,0.79,0.0,0.0,0.86,0.81,0.76,0.79,0.81,0.85,0.79,0.74,0.88,0.74,0.8,0.79,0.87,0.84,0.79,0.83,0.8,0.83,0.76,0.86,0.0,0.0,0.77,0.81,0.86,0.79,0.0,0.91,0.76,0.73,0.74,0.83,0.76,0.78,0.75,0.0,0.0,0.81,0.0,0.77,0.82,0.88,0.0,0.76,0.78,0.0,0.0,0.82,0.66,0.0,0.68,0.85,0.74,0.78,0.0,0.65,0.0,0.88,0.0,0.0,0.0,0.72,0.0,0.79,0.86,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.78,0.81,0.73,0.0,0.0,0.73,0.86,0.0,0.78,0.76,0.0,0.72,0.77,0.0,0.0,0.0,0.4,0.0,0.87,0.94,0.89,0.84,0.82,0.79,0.83,0.84,0.77,0.85,0.83,0.85,0.79,0.85,0.81,0.86,0.85,0.84,0.79,0.83,0.73,0.78,0.71,0.77,0.74,0.74,0.73,0.74,0.73,0.65,0.0,0.82,0.03,99.98000000000002
11/03/2021,0.91,0.8,0.0,0.86,0.72,0.73,0.82,0.69,0.88,0.77,0.85,0.97,0.77,0.8,0.0,0.88,0.85,0.8,0.0,0.83,0.77,0.71,0.75,0.78,0.72,0.75,0.8,0.66,0.78,0.84,0.84,0.81,0.84,0.8,0.78,0.92,0.79,0.0,0.0,0.86,0.81,0.76,0.79,0.81,0.85,0.79,0.74,0.88,0.74,0.8,0.79,0.87,0.84,0.79,0.83,0.8,0.83,0.76,0.86,0.0,0.0,0.77,0.81,0.86,0.79,0.0,0.91,0.76,0.73,0.74,0.83,0.76,0.78,0.75,0.0,0.0,0.81,0.0,0.77,0.82,0.88,0.0,0.76,0.78,0.0,0.0,0.82,0.66,0.0,0.68,0.85,0.74,0.78,0.0,0.65,0.0,0.88,0.0,0.0,0.0,0.72,0.0,0.79,0.86,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.78,0.81,0.73,0.0,0.0,0.73,0.86,0.0,0.78,0.76,0.0,0.72,0.77,0.0,0.0,0.0,0.4,0.0,0.87,0.94,0.89,0.84,0.82,0.79,0.83,0.84,0.77,0.85,0.83,0.85,0.79,0.85,0.81,0.86,0.85,0.84,0.79,0.83,0.73,0.78,0.71,0.77,0.74,0.74,0.73,0.74,0.73,0.65,0.0,0.82,0.03,99.98000000000002
11/04/2021,0.91,0.8,0.0,0.86,0.72,0.73,0.82,0.69,0.88,0.77,0.85,0.97,0.77,0.8,0.0,0.88,0.85,0.8,0.0,0.83,0.77,0.71,0.75,0.78,0.72,0.75,0.8,0.66,0.78,0.84,0.84,0.81,0.84,0.8,0.78,0.92,0.79,0.0,0.0,0.86,0.81,0.76,0.79,0.81,0.85,0.79,0.74,0.88,0.74,0.8,0.79,0.87,0.84,0.79,0.83,0.8,0.83,0.76,0.86,0.0,0.0,0.77,0.81,0.86,0.79,0.0,0.91,0.76,0.73,0.74,0.83,0.76,0.78,0.75,0.0,0.0,0.81,0.0,0.77,0.82,0.88,0.0,0.76,0.78,0.0,0.0,0.82,0.66,0.0,0.68,0.85,0.74,0.78,0.0,0.65,0.0,0.88,0.0,0.0,0.0,0.72,0.0,0.79,0.86,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.78,0.81,0.73,0.0,0.0,0.73,0.86,0.0,0.78,0.76,0.0,0.72,0.77,0.0,0.0,0.0,0.4,0.0,0.87,0.94,0.89,0.84,0.82,0.79,0.83,0.84,0.77,0.85,0.83,0.85,0.79,0.85,0.81,0.86,0.85,0.84,0.79,0.83,0.73,0.78,0.71,0.77,0.74,0.74,0.73,0.74,0.73,0.65,0.0,0.82,0.03,99.98000000000002
11/05/2021,0.88,0.81,0.0,0.87,0.75,0.72,0.82,0.7,0.88,0.77,0.83,0.94,0.85,0.83,0.0,0.88,0.86,0.82,0.0,0.84,0.77,0.71,0.77,0.81,0.7,0.74,0.8,0.67,0.78,0.82,0.84,0.84,0.83,0.81,0.79,0.92,0.78,0.0,0.0,0.83,0.85,0.75,0.78,0.81,0.85,0.78,0.73,0.84,0.76,0.8,0.79,0.86,0.82,0.77,0.81,0.78,0.8,0.77,0.87,0.0,0.0,0.77,0.8,0.87,0.78,0.0,0.87,0.75,0.73,0.75,0.83,0.78,0.77,0.76,0.0,0.0,0.78,0.0,0.74,0.79,0.87,0.0,0.76,0.78,0.0,0.0,0.81,0.65,0.0,0.67,0.84,0.74,0.78,0.0,0.66,0.0,0.88,0.0,0.0,0.0,0.72,0.0,0.78,0.85,0.0,0.76,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.85,0.72,0.0,0.0,0.73,0.83,0.0,0.76,0.91,0.0,0.72,0.8,0.0,0.0,0.0,0.41,0.0,0.82,0.97,0.87,0.85,0.84,0.8,0.81,0.81,0.78,0.85,0.82,0.84,0.8,0.85,0.83,0.85,0.85,0.82,0.78,0.83,0.76,0.77,0.71,0.83,0.73,0.72,0.74,0.74,0.72,0.67,0.0,0.85,0.03,99.97
11/08/2021,0.89,0.82,0.0,0.88,0.74,0.72,0.82,0.7,0.88,0.77,0.83,0.93,0.84,0.81,0.0,0.89,0.87,0.81,0.0,0.84,0.76,0.7,0.77,0.81,0.69,0.74,0.79,0.67,0.78,0.83,0.85,0.83,0.83,0.81,0.79,0.92,0.84,0.0,0.0,0.85,0.89,0.75,0.77,0.82,0.85,0.8,0.68,0.85,0.73,0.79,0.8,0.86,0.82,0.76,0.8,0.76,0.81,0.77,0.86,0.0,0.0,0.76,0.79,0.91,0.76,0.0,0.86,0.74,0.73,0.75,0.81,0.79,0.77,0.75,0.0,0.0,0.77,0.0,0.75,0.8,0.86,0.0,0.75,0.78,0.0,0.0,0.82,0.64,0.0,0.68,0.83,0.73,0.78,0.0,0.67,0.0,0.88,0.0,0.0,0.0,0.7,0.0,0.79,0.84,0.0,0.77,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.91,0.73,0.0,0.0,0.72,0.84,0.0,0.79,0.88,0.0,0.75,0.85,0.0,0.0,0.0,0.38,0.0,0.78,1.02,0.88,0.8,0.85,0.81,0.79,0.8,0.78,0.88,0.79,0.82,0.84,0.85,0.81,0.85,0.85,0.81,0.79,0.82,0.74,0.77,0.69,0.82,0.73,0.73,0.73,0.73,0.71,0.71,0.0,0.88,0.03,99.99000000000002
11/09/2021,0.89,0.82,0.0,0.88,0.74,0.72,0.82,0.7,0.88,0.77,0.83,0.93,0.84,0.81,0.0,0.89,0.87,0.81,0.0,0.84,0.76,0.7,0.77,0.81,0.69,0.74,0.79,0.67,0.78,0.83,0.85,0.83,0.83,0.81,0.79,0.92,0.84,0.0,0.0,0.85,0.89,0.75,0.77,0.82,0.85,0.8,0.68,0.85,0.73,0.79,0.8,0.86,0.82,0.76,0.8,0.76,0.81,0.77,0.86,0.0,0.0,0.76,0.79,0.91,0.76,0.0,0.86,0.74,0.73,0.75,0.81,0.79,0.77,0.75,0.0,0.0,0.77,0.0,0.75,0.8,0.86,0.0,0.75,0.78,0.0,0.0,0.82,0.64,0.0,0.68,0.83,0.73,0.78,0.0,0.67,0.0,0.88,0.0,0.0,0.0,0.7,0.0,0.79,0.84,0.0,0.77,0.76,0.0,0.0,0.0,0.0,0.0,0.76,0.91,0.73,0.0,0.0,0.72,0.84,0.0,0.79,0.88,0.0,0.75,0.85,0.0,0.0,0.0,0.38,0.0,0.78,1.02,0.88,0.8,0.85,0.81,0.79,0.8,0.78,0.88,0.79,0.82,0.84,0.85,0.81,0.85,0.85,0.81,0.79,0.82,0.74,0.77,0.69,0.82,0.73,0.73,0.73,0.73,0.71,0.71,0.0,0.88,0.03,99.99000000000002
11/10/2021,0.88,0.81,0.0,0.88,0.68,0.7,0.8,0.71,0.86,0.78,0.82,0.95,0.83,0.79,0.0,0.88,0.88,0.81,0.0,0.84,0.78,0.71,0.77,0.8,0.7,0.74,0.79,0.68,0.79,0.83,0.86,0.82,0.84,0.8,0.8,0.9,0.8,0.0,0.0,0.83,0.89,0.78,0.77,0.82,0.84,0.8,0.68,0.84,0.74,0.77,0.79,0.85,0.82,0.76,0.8,0.77,0.81,0.76,0.87,0.0,0.0,0.75,0.8,0.9,0.77,0.0,0.88,0.74,0.73,0.76,0.81,0.79,0.77,0.75,0.0,0.0,0.78,0.0,0.76,0.8,0.85,0.0,0.75,0.78,0.0,0.0,0.81,0.64,0.0,0.68,0.83,0.74,0.81,0.0,0.67,0.0,0.87,0.0,0.0,0.0,0.71,0.0,0.79,0.84,0.0,0.79,0.75,0.0,0.0,0.0,0.0,0.0,0.77,0.9,0.74,0.0,0.0,0.74,0.84,0.0,0.79,0.86,0.0,0.75,0.86,0.0,0.0,0.0,0.38,0.0,0.77,1.01,0.87,0.8,0.84,0.83,0.79,0.79,0.78,0.87,0.79,0.83,0.84,0.86,0.81,0.86,0.86,0.82,0.78,0.8,0.81,0.77,0.69,0.81,0.73,0.73,0.74,0.73,0.72,0.69,0.0,0.87,0.03,99.95000000000002
11/11/2021,0.87,0.81,0.0,0.88,0.7,0.71,0.8,0.72,0.86,0.78,0.82,0.95,0.83,0.8,0.0,0.88,0.88,0.81,0.0,0.83,0.77,0.71,0.78,0.81,0.68,0.75,0.79,0.67,0.79,0.84,0.87,0.82,0.86,0.8,0.8,0.9,0.8,0.0,0.0,0.83,0.91,0.77,0.77,0.81,0.84,0.81,0.68,0.85,0.73,0.77,0.8,0.85,0.82,0.76,0.8,0.77,0.81,0.77,0.87,0.0,0.0,0.75,0.8,0.89,0.77,0.0,0.88,0.74,0.73,0.76,0.81,0.78,0.75,0.75,0.0,0.0,0.78,0.0,0.75,0.79,0.85,0.0,0.73,0.78,0.0,0.0,0.81,0.65,0.0,0.68,0.83,0.73,0.8,0.0,0.67,0.0,0.88,0.0,0.0,0.0,0.69,0.0,0.79,0.83,0.0,0.79,0.74,0.0,0.0,0.0,0.0,0.0,0.79,0.88,0.75,0.0,0.0,0.73,0.83,0.0,0.82,0.86,0.0,0.75,0.87,0.0,0.0,0.0,0.38,0.0,0.79,1.06,0.87,0.82,0.84,0.83,0.8,0.79,0.77,0.86,0.8,0.84,0.82,0.86,0.82,0.84,0.85,0.82,0.79,0.79,0.81,0.77,0.69,0.8,0.73,0.73,0.73,0.72,0.71,0.68,0.0,0.87,0.03,99.96000000000002
11/12/2021,0.87,0.81,0.0,0.88,0.7,0.71,0.8,0.72,0.86,0.78,0.82,0.95,0.83,0.8,0.0,0.88,0.88,0.81,0.0,0.83,0.77,0.71,0.78,0.81,0.68,0.75,0.79,0.67,0.79,0.84,0.87,0.82,0.86,0.8,0.8,0.9,0.8,0.0,0.0,0.83,0.91,0.77,0.77,0.81,0.84,0.81,0.68,0.85,0.73,0.77,0.8,0.85,0.82,0.76,0.8,0.77,0.81,0.77,0.87,0.0,0.0,0.75,0.8,0.89,0.77,0.0,0.88,0.74,0.73,0.76,0.81,0.78,0.75,0.75,0.0,0.0,0.78,0.0,0.75,0.79,0.85,0.0,0.73,0.78,0.0,0.0,0.81,0.65,0.0,0.68,0.83,0.73,0.8,0.0,0.67,0.0,0.88,0.0,0.0,0.0,0.69,0.0,0.79,0.83,0.0,0.79,0.74,0.0,0.0,0.0,0.0,0.0,0.79,0.88,0.75,0.0,0.0,0.73,0.83,0.0,0.82,0.86,0.0,0.75,0.87,0.0,0.0,0.0,0.38,0.0,0.79,1.06,0.87,0.82,0.84,0.83,0.8,0.79,0.77,0.86,0.8,0.84,0.82,0.86,0.82,0.84,0.85,0.82,0.79,0.79,0.81,0.77,0.69,0.8,0.73,0.73,0.73,0.72,0.71,0.68,0.0,0.87,0.03,99.96000000000002
