,ORCL,VZ,BR,VRSN,DLB,SSNC,CHTR,MSFT,T,JKHY,CSCO,AKAM,IT,CTSH,IBM,ARW,NLOK,SIRI,EPAM,CDW,NWSA,CDK,IPG,VMW,WU,HPQ,CTXS,OMC,TTWO,DBX,KMI,NXST,HPE,FOXA,AZPN,ORLY,AZO,DPZ,ALL,FSLR,TGT,SNX,VIAC,YUM,PGR,DXC,LUMN,SCI,MRK,LH,TSCO,JNJ,BDX,LOW,DGX,BMY,ORI,CERN,GILD,GS,ABBV,XEC,TMX,SLM,ABT,JEF,AIZ,UNH,HUM,TMO,PFE,WAT,JPM,TRV,AFL,MS,TRGP,CVS,FAF,NOC,DVA,Y,SC,REGN,EXPD,BBY,SEE,MAT,WHR,AN,SON,PSA,OVV,OTIS,PKI,EXR,NWL,LMT,BERY,CMS,LSI,MMM,CUBE,HRC,DKS,UHAL,CACI,LSTR,PII,LKQ,UTHR,KNX,CACC,JBHT,LLY,CAH,GD,APA,CINF,SF,KMB,TPX,GIS,HOLX,PEG,EVRG,HCA,LII,PG,K,ANTM,UHS,BC,UGI,HIG,CAG,SJM,SWK,ALXN,CL,WMT,WSM,DTE,BOKF,HSY,AMG,CI,WSO,UPS,OMF,CNC,COF,CLX,VRTX,MO,IP,KR,AFG,TXRH,DE,HII,PHM,CPB,GM,MDU,TPR,KHC,ADM,ALLY,F,SNA,CROX,IRM,LB,NEM,FHN,TSN,PWR,FDX,CASY,WY,NUE,PBCT,AGCO,KRC,KEY,FL,RHI,FE,MAN,BYD,LPX,OC,JLL,BIIB,SNV,MTZ,THC,AYI,MOS,Boyd Gaming Corp,DTM WI,n/a,VSCO WI,BBWI WI,VSCO,ADP,JCOM,GOOGL,BKI,FISV,ADBE,FTNT,MCD,BSY,AAP,DISCA,GPC,CBOE,C,ZM,RSG,COR,BAX,PAG,TTC,PM,CHE,DFS,LHX,COO,DUK,CMI,DHR,EHC,RF,MCK,IQV,ABC,STLD,FANG,UAA,BRKR,HSIC,CBRE,EFX,SYNH,OLN,XRAY,KSS,X,ACI,M,BRX,BJ,MRNA,CCSI,ZD,PAYX,CIEN,JNPR,FWONK,ATVI,NUAN,LITE,SNPS,GDDY,NFLX,CNXC,ATUS,AMD,SYNA,FDS,DG,VOYA,RJF,FNF,SBUX,HLI,NVR,RS,WH,EXC,GLPI,OHI,ULTA,WST,CTRA,MAS,BAH,EOG,DVN,CLR,BIO,LEN,INCY,TNET,RRX,CLF,BLDR,SGMS,NBIX,PENN,XPO,CAR,CEGVV,CEG,SUM
10/26/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/27/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/28/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/29/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/01/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/02/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/03/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/04/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/05/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
11/08/2021,1.41,1.4,0.0,1.19,1.05,1.27,1.11,1.2,1.27,1.18,0.0,1.0,1.06,1.18,1.1,1.16,0.99,0.0,0.91,0.99,0.99,0.0,1.01,0.0,0.98,1.01,0.0,0.97,1.04,0.84,0.63,0.0,0.85,0.98,1.06,0.74,0.73,0.47,0.61,0.0,0.63,0.47,0.53,0.61,0.0,0.56,0.65,0.6,0.43,0.39,0.0,0.38,0.4,0.0,0.42,0.34,0.53,0.39,0.39,0.54,0.38,0.0,0.0,0.0,0.35,0.54,0.57,0.0,0.0,0.37,0.36,0.31,0.52,0.58,0.0,0.44,0.45,0.37,0.54,0.47,0.31,0.53,0.49,0.27,0.0,0.0,0.5,0.41,0.41,0.52,0.0,0.44,0.42,0.36,0.3,0.41,0.0,0.43,0.47,0.35,0.0,0.38,0.0,0.35,0.35,0.38,0.0,0.37,0.0,0.5,0.24,0.4,0.32,0.35,0.24,0.0,0.0,0.43,0.41,0.0,0.37,0.0,0.4,0.28,0.0,0.34,0.29,0.3,0.38,0.38,0.33,0.25,0.36,0.31,0.43,0.37,0.38,0.35,0.0,0.38,0.0,0.37,0.32,0.0,0.39,0.0,0.27,0.0,0.33,0.37,0.0,0.45,0.0,0.24,0.34,0.0,0.27,0.46,0.39,0.28,0.37,0.0,0.32,0.42,0.31,0.34,0.0,0.38,0.43,0.45,0.31,0.32,0.31,0.0,0.0,0.37,0.37,0.0,0.26,0.0,0.0,0.34,0.37,0.25,0.34,0.0,0.0,0.28,0.32,0.23,0.35,0.0,0.25,0.31,0.0,0.0,0.0,0.16,0.0,0.36,0.0,0.0,0.0,0.0,0.33,0.0,1.25,0.0,1.09,1.04,1.02,0.93,0.84,0.64,0.48,0.65,0.49,0.55,0.49,0.45,0.4,0.42,0.38,0.38,0.47,0.35,0.35,0.36,0.37,0.39,0.33,0.36,0.35,0.32,0.3,0.4,0.34,0.33,0.32,0.3,0.44,0.28,0.27,0.31,0.3,0.27,0.25,0.29,0.23,0.23,0.22,0.22,0.29,0.22,0.21,0.15,0.18,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
