,2330.TW,700.HK,9988.HK,3690.HK,939.HK,2382.HK,2454.TW,006400.KS,INFY.NS,2308.TW,2688.HK,066570.KS,NPN.JO,035420.KS,017670.KS,TCS.NS,FEMSAUBD.MX,NIO,HINDUNILVR.NS,2318.HK,003550.KS,YUMC,AXISBANK.NS,300750.SZ,2269.HK,2327.TW,1211.SR,055550.KS,105560.KS,POWERGRID.NS,BY6.,GGBR4.SA,2020.SR,PLZL.L,000810.KS,2359.HK,NAUKRI.NS,AOT/F.BK,2018.HK,KFH.,GRASIM.NS,034220.KS,CSAN3.SA,FAB.,BBDC4.SA,BGNE,688.HK,2881.TW,FSR.JO,LI,OMU.JO,FIVE.L,2882.TW,WEGE3.SA,VIVT3.SA,2280.SR,010950.KS,2357.TW,601318.SS,B3SA3.SA,NTES,002594.SZ,601166.SS,021240.KS,6618.HK,WIPRO.NS,603259.SS,M4B.,PTTGC/F.BK,IMP.JO,992.HK,SBIN.NS,BBCA.JK,UPL.NS,4190.SR,PEL.NS,JGS.PM,ENELAM.SN,KIO.JO,2050.SR,267250.KS,PBBANK.KL,010130.KS,BANDHANBNK.NS,ISA.BC,DIALOG.KL,UGPA3.SA,UNVR.JK,2202.HK,MTN.JO,2128.HK,KOFUBL.MX,KOTAKBANK.NS,AXIATA.KL,2319.HK,KGH.WA,489.HK,QFLS.QA,DLF.NS,DELTA/F.BK,4013.SR,006360.KS,TCELL.IS,005830.KS,PEO.WA,KLBN11.SA,QGTS.QA,600887.SS,241.HK,SMPH.PM,6185.HK,KLBF.JK,GAPB.MX,TOP/F.BK,011170.KS,XPEV,2238.HK,Federal Agricultural Mortgage Corporation,POLY.L,2060.SR,152.HK,2777.HK,ASIANPAINT.NS,BRPT.JK,SLM.JO,ORDS.QA,BAP,BTOW3.SA,BBDC3.SA,D7N.,ALE.WA,000538.SZ,PETDAG.KL,220.HK,1303.TW,4.HK,GNDI3.SA,603799.SS,002460.SZ,300759.SZ,HCM,3799.HK,3319.HK,282330.KS,6098.HK,CCRO3.SA,2208.HK,ETISALAT.,839.HK,051905.KQ,601688.SS,000625.SZ,OTP.BD,TIMS3.SA,000100.SZ,018260.KS,MDKA.JK,PPB.KL,603659.SS,000002.SZ,604.HK,001979.SZ,CENCOSHOPP.SN,NESTLEIND.NS,300595.SZ,011780.KS,GFNORTEO.MX,HEROMOTOCO.NS,CMPC.SN,VIPS,M&M.NS,009830.KS,SUPERMX.KL,AGRO,BELA.AT,ADANIGREEN.NS,601939.SS,688208.SS,000069.SZ,600176.SS,000157.SZ,000938.SZ,600219.SS,300144.SZ,HTO.AT,600196.SS,813.HK,6186.HK,601360.SS,HARTA.KL,1157.HK,RENT3.SA,BRITANNIA.NS,1530.HK,600066.SS,688208.SS.1,SIEMENS.NS,BCOLOMBIA.BC,603993.SS,2324.TW,FAMCDN 0 07/09/13,URC.V,601598.SS,FAMCDN 0 07/12/17,FAMCDN 0 07/13/17,FFCBDN 0 07/14/17,Us Dollars,FHLBDN 0 07/23/13,AMER3.SA,000629.SZ,FAMCDN 0 07/26/17,1164.HK,Federal Home Loan Banks,FHLBDN 0 08/11/17,n/a,TCELL.E.IS,BIDI11.SA,FHLBDN 0 09/02/09,1288.HK,2301.TW,3231.TW,2353.TW,6886.HK,5M71.,RAIL3.SA,6837.HK,BZUN,ALPHA.AT,2356.TW,036570.KS,QNBK.QA,136.HK,1093.HK,2603.TW,AOT.F.BK,PTTGC.F.BK,TOP.F.BK,DELTA.F.BK,NED.JO,SUM
09/24/2021,8.22,5.62,4.39,2.34,1.94,0.0,0.0,1.6,2.07,1.43,1.24,1.32,0.62,1.36,0.29,1.58,1.33,0.86,1.42,0.0,0.9,0.95,1.2,1.03,0.87,0.82,1.17,0.87,0.86,0.92,0.97,0.0,1.12,0.77,0.77,0.73,0.91,0.78,0.46,0.78,0.59,0.51,0.58,0.69,0.46,0.69,0.55,0.72,0.62,0.47,0.61,0.5,0.6,1.11,0.52,0.49,0.5,1.04,0.0,0.42,0.37,0.53,0.46,0.48,0.37,0.63,0.46,0.42,0.45,0.31,0.52,0.47,0.48,0.4,0.0,0.46,0.39,0.33,0.29,0.35,0.34,0.37,0.43,0.32,0.33,0.29,0.25,0.26,0.27,0.4,0.23,0.36,0.39,0.35,0.34,0.29,0.32,0.31,0.36,0.26,0.32,0.3,0.0,0.0,0.28,0.23,0.27,0.26,0.65,0.23,0.0,0.26,0.26,0.21,0.23,0.2,0.26,0.0,0.12,0.0,0.2,0.11,0.24,0.25,0.2,0.19,0.16,0.0,0.14,0.3,0.17,0.14,0.17,0.14,0.97,0.0,0.15,0.16,0.23,0.17,0.15,0.14,0.1,0.15,0.08,0.12,0.21,0.15,0.11,0.12,0.16,0.13,0.14,0.13,0.11,0.11,0.11,0.11,0.15,0.08,0.08,0.1,0.08,0.11,0.08,0.09,0.09,0.09,0.15,0.05,0.08,0.57,0.06,0.07,0.07,0.0,0.07,0.0,0.06,0.09,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.17,0.31,0.04,0.05,0.0,0.0,0.03,0.03,0.15,0.46,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.74,0.6,0.36,0.34,0.31,0.33,0.22,0.2,0.1,0.1,0.1,0.07,0.07,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.38
09/27/2021,7.97,5.73,4.34,2.44,1.95,0.0,0.0,1.6,2.08,1.39,1.16,1.31,0.64,1.34,0.29,1.57,1.36,0.88,1.39,0.0,0.9,0.98,1.21,1.0,0.86,0.81,1.14,0.87,0.84,0.92,0.96,0.0,1.12,0.75,0.76,0.72,0.91,0.78,0.46,0.77,0.6,0.49,0.59,0.7,0.48,0.68,0.58,0.7,0.64,0.47,0.64,0.5,0.58,1.15,0.54,0.49,0.51,1.05,0.0,0.43,0.37,0.52,0.45,0.46,0.36,0.63,0.46,0.42,0.45,0.33,0.52,0.47,0.48,0.39,0.0,0.48,0.38,0.35,0.29,0.34,0.33,0.37,0.42,0.32,0.33,0.28,0.28,0.28,0.27,0.42,0.22,0.36,0.39,0.34,0.35,0.31,0.31,0.31,0.43,0.25,0.32,0.29,0.0,0.0,0.29,0.24,0.27,0.26,0.67,0.22,0.0,0.26,0.27,0.22,0.23,0.2,0.25,0.0,0.12,0.0,0.2,0.12,0.24,0.25,0.21,0.19,0.16,0.0,0.15,0.29,0.16,0.14,0.17,0.14,0.95,0.0,0.15,0.17,0.23,0.16,0.14,0.14,0.1,0.14,0.09,0.12,0.2,0.15,0.11,0.12,0.16,0.13,0.14,0.13,0.11,0.1,0.11,0.11,0.15,0.09,0.09,0.11,0.08,0.11,0.08,0.09,0.09,0.09,0.16,0.05,0.08,0.57,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.17,0.31,0.04,0.05,0.0,0.0,0.03,0.03,0.15,0.46,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.27,0.0,0.0,0.75,0.62,0.35,0.33,0.31,0.35,0.22,0.2,0.1,0.1,0.1,0.07,0.07,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.36
09/28/2021,8.16,5.72,4.24,2.47,1.94,0.0,0.0,1.6,2.11,1.45,1.06,1.31,0.63,1.36,0.29,1.58,1.35,0.87,1.38,0.0,0.9,1.01,1.19,1.02,0.84,0.81,1.15,0.89,0.87,0.92,0.97,0.0,1.12,0.74,0.77,0.72,0.89,0.79,0.46,0.78,0.62,0.48,0.59,0.7,0.47,0.67,0.58,0.7,0.63,0.45,0.62,0.51,0.59,1.14,0.52,0.49,0.52,1.07,0.0,0.43,0.37,0.53,0.44,0.46,0.36,0.63,0.46,0.42,0.45,0.32,0.53,0.46,0.48,0.39,0.0,0.49,0.38,0.33,0.28,0.35,0.33,0.37,0.43,0.32,0.33,0.29,0.27,0.27,0.27,0.42,0.22,0.36,0.39,0.34,0.35,0.3,0.31,0.31,0.44,0.25,0.32,0.28,0.0,0.0,0.29,0.23,0.27,0.27,0.63,0.22,0.0,0.26,0.27,0.22,0.22,0.19,0.25,0.0,0.12,0.0,0.2,0.11,0.25,0.25,0.2,0.19,0.17,0.0,0.14,0.28,0.16,0.15,0.17,0.14,0.98,0.0,0.15,0.16,0.22,0.17,0.14,0.14,0.1,0.15,0.09,0.12,0.21,0.16,0.11,0.12,0.15,0.13,0.14,0.13,0.11,0.1,0.11,0.11,0.15,0.09,0.08,0.11,0.07,0.11,0.08,0.08,0.09,0.09,0.16,0.05,0.08,0.55,0.06,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.06,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.16,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.14,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.74,0.63,0.35,0.33,0.31,0.36,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,99.35
09/29/2021,8.16,5.72,4.24,2.47,1.94,0.0,0.0,1.6,2.11,1.45,1.06,1.31,0.63,1.36,0.29,1.58,1.35,0.87,1.38,0.0,0.9,1.01,1.19,1.02,0.84,0.81,1.15,0.89,0.87,0.92,0.97,0.0,1.12,0.74,0.77,0.72,0.89,0.79,0.46,0.78,0.62,0.48,0.59,0.7,0.47,0.67,0.58,0.7,0.63,0.45,0.62,0.51,0.59,1.14,0.52,0.49,0.52,1.07,0.0,0.43,0.37,0.53,0.44,0.46,0.36,0.63,0.46,0.42,0.45,0.32,0.53,0.46,0.48,0.39,0.0,0.49,0.38,0.33,0.28,0.35,0.33,0.37,0.43,0.32,0.33,0.29,0.27,0.27,0.27,0.42,0.22,0.36,0.39,0.34,0.35,0.3,0.31,0.31,0.44,0.25,0.32,0.28,0.0,0.0,0.29,0.23,0.27,0.27,0.63,0.22,0.0,0.26,0.27,0.22,0.22,0.19,0.25,0.0,0.12,0.0,0.2,0.11,0.25,0.25,0.2,0.19,0.17,0.0,0.14,0.28,0.16,0.15,0.17,0.14,0.98,0.0,0.15,0.16,0.22,0.17,0.14,0.14,0.1,0.15,0.09,0.12,0.21,0.16,0.11,0.12,0.15,0.13,0.14,0.13,0.11,0.1,0.11,0.11,0.15,0.09,0.08,0.11,0.07,0.11,0.08,0.08,0.09,0.09,0.16,0.05,0.08,0.55,0.06,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.06,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.16,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.14,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.74,0.63,0.35,0.33,0.31,0.36,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,99.35
09/30/2021,8.16,5.72,4.24,2.47,1.94,0.0,0.0,1.6,2.11,1.45,1.06,1.31,0.63,1.36,0.29,1.58,1.35,0.87,1.38,0.0,0.9,1.01,1.19,1.02,0.84,0.81,1.15,0.89,0.87,0.92,0.97,0.0,1.12,0.74,0.77,0.72,0.89,0.79,0.46,0.78,0.62,0.48,0.59,0.7,0.47,0.67,0.58,0.7,0.63,0.45,0.62,0.51,0.59,1.14,0.52,0.49,0.52,1.07,0.0,0.43,0.37,0.53,0.44,0.46,0.36,0.63,0.46,0.42,0.45,0.32,0.53,0.46,0.48,0.39,0.0,0.49,0.38,0.33,0.28,0.35,0.33,0.37,0.43,0.32,0.33,0.29,0.27,0.27,0.27,0.42,0.22,0.36,0.39,0.34,0.35,0.3,0.31,0.31,0.44,0.25,0.32,0.28,0.0,0.0,0.29,0.23,0.27,0.27,0.63,0.22,0.0,0.26,0.27,0.22,0.22,0.19,0.25,0.0,0.12,0.0,0.2,0.11,0.25,0.25,0.2,0.19,0.17,0.0,0.14,0.28,0.16,0.15,0.17,0.14,0.98,0.0,0.15,0.16,0.22,0.17,0.14,0.14,0.1,0.15,0.09,0.12,0.21,0.16,0.11,0.12,0.15,0.13,0.14,0.13,0.11,0.1,0.11,0.11,0.15,0.09,0.08,0.11,0.07,0.11,0.08,0.08,0.09,0.09,0.16,0.05,0.08,0.55,0.06,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.06,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.16,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.14,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.74,0.63,0.35,0.33,0.31,0.36,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.03,0.05,0.03,0.0,0.0,0.0,0.0,0.0,99.35
10/01/2021,8.2,5.77,4.17,2.5,1.93,0.0,0.0,1.61,2.05,1.43,1.07,1.3,0.63,1.35,0.3,1.56,1.36,0.9,1.35,0.0,0.9,1.02,1.19,1.05,0.87,0.81,1.18,0.88,0.86,0.91,0.96,0.0,1.24,0.73,0.77,0.73,0.9,0.77,0.45,0.77,0.62,0.49,0.58,0.69,0.48,0.67,0.56,0.7,0.63,0.46,0.63,0.51,0.59,1.13,0.52,0.49,0.54,1.08,0.0,0.42,0.38,0.53,0.45,0.45,0.36,0.61,0.46,0.42,0.46,0.31,0.55,0.47,0.48,0.39,0.0,0.48,0.39,0.33,0.28,0.33,0.33,0.37,0.43,0.32,0.33,0.29,0.27,0.26,0.26,0.42,0.22,0.36,0.39,0.34,0.35,0.3,0.31,0.31,0.45,0.24,0.31,0.28,0.0,0.0,0.29,0.23,0.27,0.27,0.62,0.22,0.0,0.26,0.27,0.23,0.23,0.2,0.24,0.0,0.11,0.0,0.2,0.11,0.24,0.24,0.2,0.19,0.17,0.0,0.15,0.27,0.16,0.15,0.17,0.14,0.99,0.0,0.14,0.16,0.22,0.16,0.14,0.14,0.1,0.15,0.09,0.12,0.2,0.15,0.1,0.12,0.15,0.13,0.14,0.13,0.11,0.1,0.11,0.11,0.14,0.09,0.08,0.11,0.07,0.11,0.08,0.08,0.1,0.09,0.15,0.05,0.08,0.57,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.06,0.08,0.06,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.16,0.3,0.04,0.05,0.03,0.0,0.03,0.03,0.13,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.0,0.74,0.63,0.35,0.34,0.3,0.35,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.33
10/18/2021,7.67,6.01,4.74,2.72,1.96,0.0,0.0,1.45,2.0,1.35,1.03,1.13,0.65,1.26,0.28,1.46,1.27,0.89,1.3,0.0,0.87,1.03,1.16,1.07,0.78,0.68,1.29,0.85,0.86,1.02,1.01,0.0,1.28,0.8,0.79,0.67,0.89,0.0,0.38,0.76,0.62,0.44,0.56,0.68,0.45,0.63,0.61,0.66,0.63,0.49,0.66,0.54,0.56,1.08,0.54,0.46,0.53,1.08,0.0,0.38,0.44,0.57,0.48,0.45,0.35,0.61,0.46,0.45,0.0,0.39,0.48,0.49,0.55,0.4,0.0,0.48,0.38,0.32,0.28,0.33,0.33,0.38,0.46,0.36,0.34,0.36,0.25,0.36,0.3,0.43,0.21,0.34,0.38,0.35,0.32,0.3,0.32,0.31,0.45,0.0,0.29,0.26,0.0,0.0,0.33,0.22,0.27,0.29,0.61,0.24,0.0,0.26,0.28,0.0,0.21,0.22,0.25,0.0,0.11,0.0,0.2,0.12,0.23,0.23,0.2,0.19,0.2,0.0,0.14,0.28,0.14,0.15,0.18,0.14,0.94,0.0,0.13,0.15,0.22,0.15,0.12,0.15,0.11,0.15,0.11,0.12,0.18,0.16,0.11,0.12,0.14,0.14,0.15,0.13,0.11,0.09,0.12,0.12,0.14,0.1,0.08,0.12,0.06,0.11,0.08,0.08,0.1,0.09,0.11,0.05,0.1,0.6,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.07,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.04,0.14,0.28,0.04,0.04,0.03,0.0,0.04,0.04,0.13,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.26,0.0,0.0,0.76,0.62,0.36,0.32,0.3,0.39,0.22,0.2,0.11,0.1,0.1,0.07,0.07,0.05,0.05,0.0,0.85,0.48,0.24,0.24,0.0,99.39
10/19/2021,7.94,6.05,4.66,2.78,1.92,0.0,0.0,1.52,1.97,1.29,1.01,1.16,0.66,1.29,0.27,1.41,1.26,0.91,1.27,0.0,0.88,1.04,1.15,1.15,0.77,0.7,1.28,0.85,0.89,1.02,1.07,0.0,1.25,0.81,0.79,0.65,0.9,0.0,0.38,0.74,0.63,0.45,0.55,0.67,0.47,0.62,0.57,0.66,0.61,0.52,0.63,0.51,0.57,1.07,0.54,0.45,0.52,1.03,0.0,0.39,0.43,0.58,0.47,0.47,0.34,0.64,0.44,0.45,0.0,0.4,0.49,0.49,0.55,0.39,0.0,0.48,0.38,0.31,0.29,0.33,0.33,0.38,0.48,0.35,0.34,0.36,0.25,0.36,0.29,0.43,0.21,0.35,0.37,0.34,0.31,0.31,0.33,0.3,0.45,0.0,0.29,0.26,0.0,0.0,0.34,0.22,0.27,0.28,0.59,0.24,0.0,0.27,0.29,0.0,0.21,0.23,0.26,0.0,0.11,0.0,0.19,0.12,0.23,0.24,0.19,0.19,0.2,0.0,0.14,0.27,0.13,0.14,0.18,0.13,0.93,0.0,0.13,0.16,0.21,0.15,0.12,0.14,0.1,0.14,0.11,0.12,0.18,0.15,0.12,0.12,0.14,0.13,0.15,0.13,0.1,0.1,0.13,0.11,0.14,0.09,0.08,0.11,0.06,0.11,0.06,0.08,0.1,0.09,0.12,0.05,0.09,0.59,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.04,0.14,0.29,0.04,0.04,0.03,0.0,0.04,0.04,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.0,0.0,0.76,0.62,0.36,0.33,0.29,0.37,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.83,0.48,0.24,0.23,0.0,99.39
10/20/2021,7.94,6.05,4.66,2.78,1.92,0.0,0.0,1.52,1.97,1.29,1.01,1.16,0.66,1.29,0.27,1.41,1.26,0.91,1.27,0.0,0.88,1.04,1.15,1.15,0.77,0.7,1.28,0.85,0.89,1.02,1.07,0.0,1.25,0.81,0.79,0.65,0.9,0.0,0.38,0.74,0.63,0.45,0.55,0.67,0.47,0.62,0.57,0.66,0.61,0.52,0.63,0.51,0.57,1.07,0.54,0.45,0.52,1.03,0.0,0.39,0.43,0.58,0.47,0.47,0.34,0.64,0.44,0.45,0.0,0.4,0.49,0.49,0.55,0.39,0.0,0.48,0.38,0.31,0.29,0.33,0.33,0.38,0.48,0.35,0.34,0.36,0.25,0.36,0.29,0.43,0.21,0.35,0.37,0.34,0.31,0.31,0.33,0.3,0.45,0.0,0.29,0.26,0.0,0.0,0.34,0.22,0.27,0.28,0.59,0.24,0.0,0.27,0.29,0.0,0.21,0.23,0.26,0.0,0.11,0.0,0.19,0.12,0.23,0.24,0.19,0.19,0.2,0.0,0.14,0.27,0.13,0.14,0.18,0.13,0.93,0.0,0.13,0.16,0.21,0.15,0.12,0.14,0.1,0.14,0.11,0.12,0.18,0.15,0.12,0.12,0.14,0.13,0.15,0.13,0.1,0.1,0.13,0.11,0.14,0.09,0.08,0.11,0.06,0.11,0.06,0.08,0.1,0.09,0.12,0.05,0.09,0.59,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.06,0.09,0.06,0.05,0.0,0.03,0.0,0.03,0.04,0.04,0.14,0.29,0.04,0.04,0.03,0.0,0.04,0.04,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.25,0.0,0.0,0.76,0.62,0.36,0.33,0.29,0.37,0.21,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.83,0.48,0.24,0.23,0.0,99.39
10/22/2021,7.9,6.04,4.71,2.8,1.9,0.0,0.0,1.55,2.08,1.39,1.01,1.15,0.67,1.33,0.27,1.41,1.25,0.95,1.22,0.0,0.88,1.03,1.14,1.19,0.82,0.7,1.27,0.85,0.88,0.98,1.09,0.0,1.23,0.83,0.8,0.67,0.89,0.0,0.39,0.75,0.62,0.44,0.52,0.67,0.45,0.65,0.57,0.65,0.6,0.52,0.63,0.51,0.57,1.02,0.52,0.44,0.5,1.04,0.0,0.36,0.45,0.58,0.47,0.49,0.34,0.63,0.43,0.45,0.0,0.4,0.5,0.49,0.54,0.38,0.0,0.46,0.39,0.31,0.28,0.33,0.32,0.37,0.49,0.34,0.33,0.36,0.24,0.35,0.28,0.42,0.22,0.33,0.37,0.34,0.32,0.31,0.32,0.3,0.42,0.0,0.29,0.26,0.0,0.0,0.33,0.21,0.27,0.27,0.61,0.24,0.0,0.27,0.29,0.0,0.21,0.23,0.25,0.0,0.11,0.0,0.19,0.12,0.22,0.24,0.2,0.19,0.19,0.0,0.14,0.29,0.13,0.14,0.18,0.13,0.92,0.0,0.12,0.16,0.23,0.15,0.12,0.14,0.1,0.14,0.11,0.12,0.19,0.16,0.13,0.12,0.14,0.13,0.14,0.12,0.1,0.1,0.13,0.11,0.14,0.09,0.08,0.11,0.06,0.11,0.06,0.08,0.1,0.09,0.12,0.06,0.09,0.6,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.09,0.06,0.05,0.0,0.03,0.0,0.04,0.04,0.04,0.15,0.27,0.04,0.04,0.03,0.0,0.04,0.04,0.14,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.25,0.0,0.0,0.75,0.59,0.35,0.33,0.29,0.37,0.2,0.19,0.1,0.1,0.1,0.07,0.07,0.05,0.05,0.0,0.8,0.48,0.24,0.23,0.0,99.39
10/25/2021,7.85,6.12,4.97,2.83,1.9,0.0,0.0,1.54,2.01,1.36,1.0,1.14,0.68,1.34,0.27,1.38,1.23,0.95,1.17,0.0,0.87,1.03,1.16,1.2,0.79,0.7,1.27,0.87,0.91,0.97,1.09,0.0,1.26,0.84,0.8,0.67,0.86,0.0,0.38,0.75,0.63,0.44,0.49,0.66,0.45,0.64,0.6,0.65,0.59,0.54,0.62,0.51,0.57,1.0,0.51,0.45,0.5,1.07,0.0,0.37,0.45,0.59,0.48,0.49,0.35,0.62,0.42,0.46,0.0,0.38,0.5,0.51,0.53,0.38,0.0,0.45,0.39,0.3,0.27,0.33,0.32,0.38,0.47,0.34,0.33,0.35,0.22,0.34,0.29,0.41,0.22,0.33,0.39,0.33,0.31,0.29,0.32,0.3,0.42,0.0,0.31,0.26,0.0,0.0,0.34,0.2,0.28,0.27,0.69,0.24,0.0,0.27,0.29,0.0,0.21,0.23,0.25,0.0,0.11,0.0,0.19,0.12,0.2,0.24,0.19,0.19,0.19,0.0,0.14,0.29,0.13,0.14,0.18,0.13,0.92,0.0,0.11,0.16,0.22,0.14,0.12,0.14,0.11,0.14,0.12,0.11,0.19,0.16,0.12,0.12,0.14,0.14,0.14,0.12,0.1,0.1,0.13,0.11,0.13,0.09,0.08,0.11,0.06,0.11,0.07,0.08,0.1,0.09,0.13,0.06,0.09,0.57,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.04,0.15,0.24,0.04,0.05,0.03,0.0,0.03,0.04,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.57,0.36,0.35,0.29,0.36,0.18,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.8,0.48,0.24,0.23,0.0,99.42
10/26/2021,7.85,6.12,4.97,2.83,1.9,0.0,0.0,1.54,2.01,1.36,1.0,1.14,0.68,1.34,0.27,1.38,1.23,0.95,1.17,0.0,0.87,1.03,1.16,1.2,0.79,0.7,1.27,0.87,0.91,0.97,1.09,0.0,1.26,0.84,0.8,0.67,0.86,0.0,0.38,0.75,0.63,0.44,0.49,0.66,0.45,0.64,0.6,0.65,0.59,0.54,0.62,0.51,0.57,1.0,0.51,0.45,0.5,1.07,0.0,0.37,0.45,0.59,0.48,0.49,0.35,0.62,0.42,0.46,0.0,0.38,0.5,0.51,0.53,0.38,0.0,0.45,0.39,0.3,0.27,0.33,0.32,0.38,0.47,0.34,0.33,0.35,0.22,0.34,0.29,0.41,0.22,0.33,0.39,0.33,0.31,0.29,0.32,0.3,0.42,0.0,0.31,0.26,0.0,0.0,0.34,0.2,0.28,0.27,0.69,0.24,0.0,0.27,0.29,0.0,0.21,0.23,0.25,0.0,0.11,0.0,0.19,0.12,0.2,0.24,0.19,0.19,0.19,0.0,0.14,0.29,0.13,0.14,0.18,0.13,0.92,0.0,0.11,0.16,0.22,0.14,0.12,0.14,0.11,0.14,0.12,0.11,0.19,0.16,0.12,0.12,0.14,0.14,0.14,0.12,0.1,0.1,0.13,0.11,0.13,0.09,0.08,0.11,0.06,0.11,0.07,0.08,0.1,0.09,0.13,0.06,0.09,0.57,0.05,0.07,0.07,0.0,0.07,0.0,0.07,0.08,0.06,0.09,0.06,0.04,0.0,0.03,0.0,0.03,0.04,0.04,0.15,0.24,0.04,0.05,0.03,0.0,0.03,0.04,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.0,0.75,0.57,0.36,0.35,0.29,0.36,0.18,0.2,0.1,0.1,0.1,0.07,0.07,0.05,0.04,0.0,0.8,0.48,0.24,0.23,0.0,99.42
