,AM,BEN,IPG,NWL,FANG,WSO,FNF,NLOK,CNA,WU,PNW,ARES,WSM,FHN,HUBB,NRG,UGI,NI,OGE,PBCT,CF,SNA,JNPR,STLD,MDU,RS,IRM,HRB,TFSL,NYCB,ORI,SON,GLPI,WRK,OMF,VST,HBI,FLO,APAM,AOS,LEG,OLN,ACI,WTRG,SCI,UNM,DKS,SNV,BWA,IDA,PII,HII,CC,LII,R,RHI,VLY,MPW,XRX,CBOE,FAF,SMG,AFG,SBNY,LECO,UMPQ,CFR,NFG,EWBC,SEE,TTC,INGR,UBSI,CWEN,MRO,REYN,JEF,DCI,ERIE,CCOI,PAG,MAN,GNTX,UDR,CUBE,EVR,NWSA,XEC,BC,PB,COG,BPOP,HE,WBS,POR,BKH,OZK,NJR,BOKF,RGA,TNL,AIZ,SR,ATR,WLK,ALE,HUN,FHB,LPX,TRGP,NATI,MSM,NXST,THG,TKR,WAL,NNN,LW,OC,CSL,SWX,STOR,CPT,PPBI,NWE,VVV,OSK,GBCI,CBSH,CR,MDC,VIRT,SXT,KIM,LAMR,COR,LCII,ESI,FLS,LSI,MSA,EHC,MOS,SRC,OGS,AGCO,ITT,THO,XRAY,SLM,AVT,BRX,HOMB,HLI,AVNT,BWXT,BOH,NEU,SLG,ELS,NSP,CBU,SLGN,WOR,LPLA,RDN,SEIC,DLB,FFIN,LANC,FL,KMPR,ACC,STAG,CONE,PINC,AAP,GPK,KRC,PRI,AIT,SPB,HR,CNO,WEN,FR,RGLD,TTEC,VMI,HTA,MMS,ENR,KBR,TGNA,EGP,MTG,CASY,AWR,SSD,SBRA,SAIC,RXN,SF,DLN,WisdomTree US LargeCap Dividend ETF,HRC,JBL,UMBF,TOL,n/a,ASH,LXP,EXPO,WH,RBC,CTRA,RRX,CNS,SUM
08/13/2021,1.5,1.44,1.44,1.14,0.87,1.05,1.07,0.86,0.94,0.91,0.9,1.03,0.85,0.82,0.94,0.92,0.88,0.85,0.84,0.76,0.73,0.79,0.81,0.83,0.81,0.72,0.76,0.74,0.69,0.76,0.67,0.64,0.69,0.62,0.64,0.65,0.68,0.61,0.66,0.63,0.58,0.57,0.72,0.61,0.67,0.52,0.59,0.52,0.49,0.57,0.49,0.5,0.49,0.5,0.52,0.57,0.5,0.49,0.49,0.5,0.53,0.42,0.52,0.49,0.5,0.49,0.48,0.47,0.48,0.46,0.47,0.43,0.43,0.51,0.38,0.41,0.45,0.46,0.41,0.44,0.48,0.42,0.41,0.46,0.45,0.39,0.38,0.35,0.42,0.38,0.35,0.39,0.4,0.36,0.41,0.39,0.37,0.35,0.37,0.37,0.3,0.37,0.35,0.33,0.32,0.36,0.34,0.34,0.32,0.33,0.34,0.32,0.33,0.34,0.31,0.34,0.33,0.26,0.31,0.34,0.34,0.32,0.34,0.29,0.31,0.28,0.28,0.28,0.28,0.3,0.28,0.26,0.27,0.29,0.28,0.29,0.29,0.26,0.26,0.29,0.25,0.25,0.26,0.27,0.25,0.25,0.25,0.26,0.23,0.22,0.25,0.25,0.22,0.26,0.23,0.22,0.24,0.24,0.21,0.25,0.25,0.23,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.21,0.19,0.2,0.22,0.24,0.22,0.21,0.2,0.23,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.0,0.18,0.19,0.0,0.19,0.19,0.18,0.2,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62
08/16/2021,1.49,1.46,1.45,1.14,0.87,1.03,1.08,0.93,0.92,0.88,0.88,0.99,0.89,0.83,0.95,0.89,0.86,0.83,0.83,0.76,0.74,0.79,0.8,0.9,0.8,0.74,0.77,0.75,0.7,0.76,0.67,0.63,0.68,0.65,0.64,0.62,0.71,0.6,0.65,0.62,0.59,0.6,0.81,0.58,0.66,0.53,0.59,0.53,0.49,0.56,0.51,0.5,0.5,0.5,0.53,0.57,0.5,0.48,0.49,0.51,0.53,0.41,0.52,0.5,0.5,0.5,0.48,0.47,0.48,0.47,0.46,0.43,0.43,0.51,0.39,0.42,0.45,0.45,0.39,0.41,0.48,0.42,0.41,0.44,0.44,0.39,0.37,0.35,0.42,0.38,0.35,0.39,0.4,0.36,0.41,0.39,0.37,0.35,0.37,0.37,0.31,0.37,0.35,0.33,0.33,0.36,0.34,0.34,0.33,0.34,0.33,0.32,0.32,0.34,0.32,0.34,0.32,0.26,0.32,0.34,0.33,0.31,0.33,0.29,0.31,0.29,0.29,0.28,0.28,0.31,0.28,0.26,0.27,0.29,0.28,0.28,0.3,0.26,0.26,0.28,0.24,0.24,0.27,0.26,0.24,0.26,0.26,0.26,0.22,0.22,0.25,0.25,0.22,0.26,0.23,0.22,0.24,0.25,0.21,0.24,0.25,0.23,0.22,0.23,0.23,0.23,0.21,0.21,0.22,0.21,0.2,0.19,0.21,0.23,0.22,0.21,0.21,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.0,0.0,0.19,0.0,0.19,0.19,0.18,0.19,0.18,0.0,0.0,0.21,0.19,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67
08/17/2021,1.47,1.43,1.46,1.14,0.84,1.03,1.09,0.93,0.91,0.88,0.88,1.04,0.87,0.82,0.97,0.9,0.88,0.84,0.85,0.75,0.74,0.8,0.82,0.92,0.8,0.73,0.76,0.75,0.69,0.77,0.68,0.64,0.69,0.64,0.62,0.62,0.71,0.64,0.65,0.62,0.59,0.61,0.85,0.59,0.67,0.52,0.59,0.52,0.48,0.57,0.5,0.5,0.49,0.5,0.53,0.58,0.49,0.48,0.48,0.52,0.53,0.39,0.51,0.49,0.49,0.5,0.48,0.46,0.48,0.47,0.46,0.43,0.43,0.52,0.38,0.42,0.44,0.45,0.38,0.4,0.48,0.43,0.4,0.44,0.45,0.39,0.36,0.34,0.42,0.38,0.34,0.39,0.4,0.36,0.41,0.4,0.37,0.34,0.36,0.37,0.31,0.37,0.35,0.33,0.32,0.35,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.34,0.32,0.33,0.33,0.26,0.31,0.34,0.33,0.31,0.34,0.28,0.31,0.28,0.28,0.28,0.27,0.31,0.28,0.26,0.28,0.29,0.28,0.28,0.3,0.27,0.26,0.28,0.24,0.24,0.26,0.26,0.24,0.26,0.25,0.26,0.22,0.22,0.25,0.25,0.22,0.26,0.24,0.22,0.24,0.25,0.21,0.25,0.26,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.19,0.19,0.22,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.0,0.0,0.19,0.0,0.19,0.19,0.18,0.2,0.18,0.0,0.0,0.21,0.19,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61000000000001
08/18/2021,1.47,1.43,1.46,1.14,0.84,1.03,1.09,0.93,0.91,0.88,0.88,1.04,0.87,0.82,0.97,0.9,0.88,0.84,0.85,0.75,0.74,0.8,0.82,0.92,0.8,0.73,0.76,0.75,0.69,0.77,0.68,0.64,0.69,0.64,0.62,0.62,0.71,0.64,0.65,0.62,0.59,0.61,0.85,0.59,0.67,0.52,0.59,0.52,0.48,0.57,0.5,0.5,0.49,0.5,0.53,0.58,0.49,0.48,0.48,0.52,0.53,0.39,0.51,0.49,0.49,0.5,0.48,0.46,0.48,0.47,0.46,0.43,0.43,0.52,0.38,0.42,0.44,0.45,0.38,0.4,0.48,0.43,0.4,0.44,0.45,0.39,0.36,0.34,0.42,0.38,0.34,0.39,0.4,0.36,0.41,0.4,0.37,0.34,0.36,0.37,0.31,0.37,0.35,0.33,0.32,0.35,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.34,0.32,0.33,0.33,0.26,0.31,0.34,0.33,0.31,0.34,0.28,0.31,0.28,0.28,0.28,0.27,0.31,0.28,0.26,0.28,0.29,0.28,0.28,0.3,0.27,0.26,0.28,0.24,0.24,0.26,0.26,0.24,0.26,0.25,0.26,0.22,0.22,0.25,0.25,0.22,0.26,0.24,0.22,0.24,0.25,0.21,0.25,0.26,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.19,0.19,0.22,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.0,0.0,0.19,0.0,0.19,0.19,0.18,0.2,0.18,0.0,0.0,0.21,0.19,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61000000000001
08/19/2021,1.47,1.43,1.46,1.14,0.84,1.03,1.09,0.93,0.91,0.88,0.88,1.04,0.87,0.82,0.97,0.9,0.88,0.84,0.85,0.75,0.74,0.8,0.82,0.92,0.8,0.73,0.76,0.75,0.69,0.77,0.68,0.64,0.69,0.64,0.62,0.62,0.71,0.64,0.65,0.62,0.59,0.61,0.85,0.59,0.67,0.52,0.59,0.52,0.48,0.57,0.5,0.5,0.49,0.5,0.53,0.58,0.49,0.48,0.48,0.52,0.53,0.39,0.51,0.49,0.49,0.5,0.48,0.46,0.48,0.47,0.46,0.43,0.43,0.52,0.38,0.42,0.44,0.45,0.38,0.4,0.48,0.43,0.4,0.44,0.45,0.39,0.36,0.34,0.42,0.38,0.34,0.39,0.4,0.36,0.41,0.4,0.37,0.34,0.36,0.37,0.31,0.37,0.35,0.33,0.32,0.35,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.34,0.32,0.33,0.33,0.26,0.31,0.34,0.33,0.31,0.34,0.28,0.31,0.28,0.28,0.28,0.27,0.31,0.28,0.26,0.28,0.29,0.28,0.28,0.3,0.27,0.26,0.28,0.24,0.24,0.26,0.26,0.24,0.26,0.25,0.26,0.22,0.22,0.25,0.25,0.22,0.26,0.24,0.22,0.24,0.25,0.21,0.25,0.26,0.22,0.22,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.19,0.19,0.22,0.23,0.22,0.21,0.2,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.0,0.0,0.19,0.0,0.19,0.19,0.18,0.2,0.18,0.0,0.0,0.21,0.19,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61000000000001
08/20/2021,1.46,1.43,1.47,1.15,0.81,1.04,1.09,0.92,0.9,0.88,0.88,1.04,0.9,0.82,0.96,0.9,0.87,0.85,0.85,0.75,0.71,0.8,0.81,0.91,0.8,0.72,0.76,0.76,0.69,0.77,0.69,0.64,0.69,0.64,0.63,0.61,0.7,0.65,0.64,0.63,0.59,0.6,0.84,0.59,0.67,0.52,0.61,0.52,0.48,0.57,0.5,0.5,0.49,0.5,0.53,0.58,0.49,0.48,0.48,0.52,0.53,0.39,0.52,0.49,0.5,0.5,0.48,0.46,0.48,0.47,0.47,0.44,0.43,0.51,0.37,0.42,0.45,0.46,0.38,0.41,0.49,0.43,0.41,0.44,0.45,0.39,0.37,0.34,0.42,0.38,0.34,0.39,0.41,0.36,0.41,0.4,0.37,0.34,0.36,0.37,0.31,0.38,0.35,0.33,0.33,0.35,0.33,0.33,0.33,0.33,0.33,0.32,0.31,0.34,0.32,0.33,0.33,0.27,0.31,0.35,0.34,0.31,0.34,0.28,0.32,0.29,0.28,0.28,0.27,0.31,0.28,0.26,0.28,0.28,0.28,0.29,0.3,0.27,0.26,0.29,0.24,0.24,0.26,0.26,0.24,0.26,0.25,0.26,0.23,0.22,0.24,0.24,0.22,0.26,0.24,0.22,0.24,0.25,0.21,0.25,0.26,0.22,0.23,0.22,0.23,0.23,0.21,0.22,0.21,0.21,0.19,0.19,0.22,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.0,0.0,0.19,0.0,0.19,0.19,0.18,0.2,0.18,0.0,0.0,0.21,0.19,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.76
08/23/2021,1.43,1.39,1.47,1.12,0.79,1.04,1.11,0.93,0.91,0.88,0.9,1.02,0.91,0.83,0.96,0.91,0.88,0.86,0.86,0.75,0.72,0.78,0.83,0.89,0.8,0.71,0.76,0.76,0.7,0.77,0.7,0.65,0.69,0.63,0.62,0.63,0.68,0.66,0.62,0.62,0.58,0.58,0.85,0.6,0.67,0.51,0.59,0.52,0.48,0.59,0.49,0.5,0.48,0.49,0.52,0.58,0.49,0.49,0.47,0.51,0.54,0.4,0.53,0.47,0.49,0.5,0.48,0.46,0.47,0.47,0.46,0.43,0.43,0.51,0.36,0.42,0.45,0.46,0.38,0.41,0.47,0.43,0.4,0.45,0.46,0.39,0.35,0.33,0.41,0.38,0.33,0.39,0.41,0.35,0.42,0.41,0.36,0.34,0.37,0.37,0.31,0.38,0.35,0.34,0.33,0.36,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.34,0.31,0.32,0.33,0.27,0.31,0.35,0.34,0.31,0.35,0.29,0.32,0.28,0.28,0.28,0.27,0.3,0.28,0.25,0.27,0.28,0.28,0.29,0.29,0.26,0.25,0.29,0.25,0.24,0.25,0.26,0.24,0.25,0.25,0.25,0.23,0.22,0.25,0.24,0.22,0.26,0.24,0.22,0.24,0.25,0.21,0.25,0.26,0.22,0.23,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.19,0.2,0.22,0.24,0.22,0.23,0.21,0.23,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.21,0.19,0.19,0.2,0.21,0.18,0.0,0.19,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67
08/24/2021,1.46,1.39,1.45,1.11,0.77,1.05,1.1,0.93,0.91,0.87,0.9,1.01,0.91,0.82,0.97,0.92,0.87,0.87,0.86,0.74,0.7,0.78,0.84,0.86,0.8,0.71,0.77,0.76,0.69,0.77,0.71,0.66,0.69,0.63,0.61,0.63,0.67,0.66,0.63,0.63,0.58,0.57,0.84,0.6,0.67,0.5,0.61,0.51,0.46,0.59,0.48,0.5,0.46,0.5,0.51,0.58,0.5,0.49,0.46,0.54,0.54,0.4,0.53,0.48,0.49,0.5,0.48,0.45,0.46,0.47,0.45,0.43,0.44,0.53,0.35,0.42,0.45,0.46,0.4,0.41,0.47,0.43,0.4,0.45,0.46,0.39,0.35,0.32,0.41,0.39,0.32,0.39,0.41,0.35,0.43,0.41,0.37,0.34,0.37,0.37,0.3,0.38,0.34,0.34,0.32,0.36,0.32,0.33,0.34,0.33,0.33,0.32,0.31,0.35,0.3,0.33,0.33,0.27,0.31,0.35,0.35,0.31,0.35,0.29,0.33,0.28,0.27,0.29,0.27,0.3,0.28,0.26,0.27,0.28,0.28,0.3,0.29,0.26,0.25,0.29,0.25,0.24,0.25,0.26,0.24,0.24,0.25,0.25,0.23,0.22,0.24,0.24,0.22,0.26,0.24,0.23,0.24,0.25,0.2,0.26,0.26,0.23,0.23,0.21,0.23,0.23,0.21,0.21,0.22,0.21,0.2,0.2,0.22,0.24,0.23,0.23,0.21,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.21,0.18,0.0,0.0,0.21,0.18,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64
08/25/2021,1.46,1.39,1.45,1.11,0.77,1.05,1.1,0.93,0.91,0.87,0.9,1.01,0.91,0.82,0.97,0.92,0.87,0.87,0.86,0.74,0.7,0.78,0.84,0.86,0.8,0.71,0.77,0.76,0.69,0.77,0.71,0.66,0.69,0.63,0.61,0.63,0.67,0.66,0.63,0.63,0.58,0.57,0.84,0.6,0.67,0.5,0.61,0.51,0.46,0.59,0.48,0.5,0.46,0.5,0.51,0.58,0.5,0.49,0.46,0.54,0.54,0.4,0.53,0.48,0.49,0.5,0.48,0.45,0.46,0.47,0.45,0.43,0.44,0.53,0.35,0.42,0.45,0.46,0.4,0.41,0.47,0.43,0.4,0.45,0.46,0.39,0.35,0.32,0.41,0.39,0.32,0.39,0.41,0.35,0.43,0.41,0.37,0.34,0.37,0.37,0.3,0.38,0.34,0.34,0.32,0.36,0.32,0.33,0.34,0.33,0.33,0.32,0.31,0.35,0.3,0.33,0.33,0.27,0.31,0.35,0.35,0.31,0.35,0.29,0.33,0.28,0.27,0.29,0.27,0.3,0.28,0.26,0.27,0.28,0.28,0.3,0.29,0.26,0.25,0.29,0.25,0.24,0.25,0.26,0.24,0.24,0.25,0.25,0.23,0.22,0.24,0.24,0.22,0.26,0.24,0.23,0.24,0.25,0.2,0.26,0.26,0.23,0.23,0.21,0.23,0.23,0.21,0.21,0.22,0.21,0.2,0.2,0.22,0.24,0.23,0.23,0.21,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.21,0.18,0.0,0.0,0.21,0.18,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64
08/26/2021,1.46,1.39,1.45,1.11,0.77,1.05,1.1,0.93,0.91,0.87,0.9,1.01,0.91,0.82,0.97,0.92,0.87,0.87,0.86,0.74,0.7,0.78,0.84,0.86,0.8,0.71,0.77,0.76,0.69,0.77,0.71,0.66,0.69,0.63,0.61,0.63,0.67,0.66,0.63,0.63,0.58,0.57,0.84,0.6,0.67,0.5,0.61,0.51,0.46,0.59,0.48,0.5,0.46,0.5,0.51,0.58,0.5,0.49,0.46,0.54,0.54,0.4,0.53,0.48,0.49,0.5,0.48,0.45,0.46,0.47,0.45,0.43,0.44,0.53,0.35,0.42,0.45,0.46,0.4,0.41,0.47,0.43,0.4,0.45,0.46,0.39,0.35,0.32,0.41,0.39,0.32,0.39,0.41,0.35,0.43,0.41,0.37,0.34,0.37,0.37,0.3,0.38,0.34,0.34,0.32,0.36,0.32,0.33,0.34,0.33,0.33,0.32,0.31,0.35,0.3,0.33,0.33,0.27,0.31,0.35,0.35,0.31,0.35,0.29,0.33,0.28,0.27,0.29,0.27,0.3,0.28,0.26,0.27,0.28,0.28,0.3,0.29,0.26,0.25,0.29,0.25,0.24,0.25,0.26,0.24,0.24,0.25,0.25,0.23,0.22,0.24,0.24,0.22,0.26,0.24,0.23,0.24,0.25,0.2,0.26,0.26,0.23,0.23,0.21,0.23,0.23,0.21,0.21,0.22,0.21,0.2,0.2,0.22,0.24,0.23,0.23,0.21,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.21,0.18,0.0,0.0,0.21,0.18,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64
08/27/2021,1.48,1.41,1.46,1.11,0.81,1.05,1.1,0.94,0.91,0.86,0.88,1.03,0.9,0.82,0.97,0.92,0.86,0.85,0.85,0.75,0.7,0.78,0.84,0.88,0.79,0.71,0.77,0.76,0.69,0.77,0.71,0.65,0.69,0.63,0.61,0.62,0.68,0.65,0.64,0.63,0.58,0.57,0.83,0.59,0.66,0.51,0.62,0.52,0.45,0.58,0.48,0.5,0.47,0.49,0.52,0.58,0.5,0.49,0.46,0.53,0.54,0.4,0.53,0.48,0.49,0.5,0.48,0.45,0.47,0.47,0.45,0.43,0.44,0.53,0.36,0.42,0.46,0.45,0.39,0.4,0.47,0.43,0.39,0.44,0.46,0.39,0.35,0.32,0.41,0.39,0.32,0.4,0.41,0.35,0.42,0.4,0.37,0.34,0.37,0.37,0.31,0.38,0.34,0.34,0.33,0.35,0.33,0.33,0.34,0.33,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.27,0.3,0.35,0.34,0.31,0.34,0.29,0.32,0.28,0.27,0.29,0.27,0.3,0.28,0.26,0.28,0.28,0.29,0.29,0.29,0.26,0.25,0.29,0.24,0.24,0.25,0.26,0.24,0.25,0.25,0.25,0.23,0.22,0.24,0.24,0.22,0.27,0.24,0.23,0.24,0.25,0.21,0.25,0.27,0.23,0.23,0.22,0.23,0.23,0.21,0.21,0.21,0.21,0.2,0.2,0.22,0.24,0.23,0.23,0.21,0.23,0.2,0.21,0.2,0.19,0.2,0.2,0.21,0.21,0.19,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.28,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66000000000001
08/30/2021,1.52,1.43,1.45,1.13,0.83,1.04,1.09,0.95,0.92,0.86,0.86,1.03,0.93,0.84,0.97,0.95,0.85,0.83,0.84,0.76,0.7,0.79,0.84,0.89,0.79,0.7,0.76,0.75,0.68,0.76,0.7,0.65,0.68,0.64,0.62,0.65,0.69,0.63,0.64,0.63,0.59,0.59,0.81,0.58,0.65,0.52,0.7,0.52,0.46,0.56,0.48,0.5,0.49,0.49,0.53,0.58,0.49,0.48,0.46,0.51,0.54,0.4,0.53,0.49,0.49,0.49,0.48,0.45,0.47,0.47,0.45,0.43,0.44,0.53,0.37,0.41,0.47,0.46,0.39,0.4,0.47,0.43,0.39,0.43,0.45,0.4,0.35,0.33,0.42,0.38,0.33,0.4,0.39,0.36,0.41,0.39,0.37,0.34,0.37,0.37,0.32,0.38,0.33,0.33,0.34,0.34,0.33,0.33,0.36,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.26,0.31,0.35,0.32,0.31,0.33,0.29,0.32,0.28,0.28,0.28,0.27,0.31,0.28,0.25,0.27,0.29,0.29,0.28,0.29,0.26,0.25,0.29,0.24,0.24,0.26,0.26,0.24,0.26,0.25,0.25,0.23,0.22,0.24,0.24,0.22,0.26,0.24,0.23,0.24,0.25,0.2,0.25,0.26,0.22,0.23,0.21,0.23,0.23,0.22,0.21,0.21,0.2,0.2,0.2,0.22,0.23,0.22,0.22,0.21,0.23,0.19,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.28,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.71000000000001
08/31/2021,1.55,1.44,1.42,1.13,0.85,1.03,1.08,0.94,0.92,0.84,0.85,1.04,1.0,0.84,0.97,0.93,0.84,0.81,0.83,0.76,0.69,0.78,0.83,0.89,0.78,0.7,0.76,0.75,0.68,0.76,0.69,0.64,0.69,0.64,0.64,0.63,0.67,0.62,0.65,0.62,0.59,0.63,0.81,0.58,0.64,0.52,0.75,0.52,0.46,0.56,0.46,0.5,0.49,0.49,0.54,0.58,0.49,0.48,0.46,0.51,0.55,0.4,0.52,0.5,0.49,0.49,0.48,0.45,0.47,0.47,0.45,0.43,0.44,0.53,0.38,0.4,0.47,0.45,0.38,0.4,0.48,0.42,0.39,0.44,0.46,0.4,0.35,0.34,0.41,0.38,0.34,0.39,0.39,0.36,0.41,0.39,0.37,0.33,0.37,0.37,0.33,0.38,0.32,0.33,0.34,0.34,0.34,0.33,0.37,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.26,0.32,0.35,0.32,0.31,0.34,0.29,0.32,0.28,0.28,0.28,0.27,0.31,0.28,0.25,0.27,0.28,0.29,0.28,0.29,0.26,0.25,0.29,0.24,0.24,0.26,0.26,0.23,0.26,0.25,0.25,0.23,0.22,0.25,0.24,0.22,0.26,0.25,0.23,0.23,0.25,0.2,0.25,0.27,0.22,0.23,0.21,0.24,0.23,0.22,0.21,0.21,0.2,0.19,0.2,0.22,0.23,0.22,0.22,0.2,0.23,0.19,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.23,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67000000000002
09/01/2021,1.55,1.44,1.42,1.13,0.85,1.03,1.08,0.94,0.92,0.84,0.85,1.04,1.0,0.84,0.97,0.93,0.84,0.81,0.83,0.76,0.69,0.78,0.83,0.89,0.78,0.7,0.76,0.75,0.68,0.76,0.69,0.64,0.69,0.64,0.64,0.63,0.67,0.62,0.65,0.62,0.59,0.63,0.81,0.58,0.64,0.52,0.75,0.52,0.46,0.56,0.46,0.5,0.49,0.49,0.54,0.58,0.49,0.48,0.46,0.51,0.55,0.4,0.52,0.5,0.49,0.49,0.48,0.45,0.47,0.47,0.45,0.43,0.44,0.53,0.38,0.4,0.47,0.45,0.38,0.4,0.48,0.42,0.39,0.44,0.46,0.4,0.35,0.34,0.41,0.38,0.34,0.39,0.39,0.36,0.41,0.39,0.37,0.33,0.37,0.37,0.33,0.38,0.32,0.33,0.34,0.34,0.34,0.33,0.37,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.26,0.32,0.35,0.32,0.31,0.34,0.29,0.32,0.28,0.28,0.28,0.27,0.31,0.28,0.25,0.27,0.28,0.29,0.28,0.29,0.26,0.25,0.29,0.24,0.24,0.26,0.26,0.23,0.26,0.25,0.25,0.23,0.22,0.25,0.24,0.22,0.26,0.25,0.23,0.23,0.25,0.2,0.25,0.27,0.22,0.23,0.21,0.24,0.23,0.22,0.21,0.21,0.2,0.19,0.2,0.22,0.23,0.22,0.22,0.2,0.23,0.19,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.23,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67000000000002
