,AM,BEN,IPG,NWL,FANG,WSO,FNF,NLOK,CNA,WU,PNW,ARES,WSM,FHN,HUBB,NRG,UGI,NI,OGE,PBCT,CF,SNA,JNPR,STLD,MDU,RS,IRM,HRB,TFSL,NYCB,ORI,SON,GLPI,WRK,OMF,VST,HBI,FLO,APAM,AOS,LEG,OLN,ACI,WTRG,SCI,UNM,DKS,SNV,BWA,IDA,PII,HII,CC,LII,R,RHI,VLY,MPW,XRX,CBOE,FAF,SMG,AFG,SBNY,LECO,UMPQ,CFR,NFG,EWBC,SEE,TTC,INGR,UBSI,CWEN,MRO,REYN,JEF,DCI,ERIE,CCOI,PAG,MAN,GNTX,UDR,CUBE,EVR,NWSA,XEC,BC,PB,COG,BPOP,HE,WBS,POR,BKH,OZK,NJR,BOKF,RGA,TNL,AIZ,SR,ATR,WLK,ALE,HUN,FHB,LPX,TRGP,NATI,MSM,NXST,THG,TKR,WAL,NNN,LW,OC,CSL,SWX,STOR,CPT,PPBI,NWE,VVV,OSK,GBCI,CBSH,CR,MDC,VIRT,SXT,KIM,LAMR,COR,LCII,ESI,FLS,LSI,MSA,EHC,MOS,SRC,OGS,AGCO,ITT,THO,XRAY,SLM,AVT,BRX,HOMB,HLI,AVNT,BWXT,BOH,NEU,SLG,ELS,NSP,CBU,SLGN,WOR,LPLA,RDN,SEIC,DLB,FFIN,LANC,FL,KMPR,ACC,STAG,CONE,PINC,AAP,GPK,KRC,PRI,AIT,SPB,HR,CNO,WEN,FR,RGLD,TTEC,VMI,HTA,MMS,ENR,KBR,TGNA,EGP,MTG,CASY,AWR,SSD,SBRA,SAIC,RXN,SF,DLN,WisdomTree US LargeCap Dividend ETF,HRC,JBL,UMBF,TOL,n/a,ASH,LXP,EXPO,WH,RBC,CTRA,RRX,CNS,SUM
10/12/2021,1.77,1.32,1.45,0.98,1.22,1.03,1.04,0.91,0.93,0.82,0.74,1.09,0.94,0.85,0.85,0.86,0.81,0.81,0.78,0.83,0.94,0.75,0.81,0.75,0.75,0.66,0.71,0.75,0.69,0.84,0.65,0.61,0.68,0.63,0.62,0.61,0.56,0.65,0.63,0.56,0.54,0.62,0.78,0.55,0.64,0.55,0.63,0.54,0.49,0.54,0.48,0.5,0.45,0.43,0.56,0.61,0.51,0.47,0.43,0.52,0.55,0.37,0.52,0.57,0.48,0.52,0.51,0.5,0.51,0.44,0.4,0.47,0.44,0.54,0.51,0.39,0.51,0.39,0.42,0.4,0.56,0.4,0.44,0.44,0.43,0.42,0.37,0.0,0.4,0.4,0.97,0.42,0.37,0.4,0.4,0.35,0.38,0.33,0.39,0.37,0.32,0.37,0.31,0.31,0.38,0.3,0.42,0.35,0.35,0.4,0.33,0.31,0.33,0.33,0.27,0.38,0.3,0.23,0.29,0.34,0.3,0.29,0.35,0.31,0.29,0.3,0.24,0.29,0.28,0.29,0.26,0.25,0.28,0.28,0.3,0.28,0.28,0.25,0.23,0.28,0.22,0.22,0.32,0.24,0.22,0.23,0.23,0.27,0.22,0.2,0.22,0.24,0.24,0.29,0.23,0.23,0.23,0.26,0.21,0.24,0.29,0.22,0.22,0.19,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.19,0.22,0.23,0.22,0.23,0.21,0.22,0.2,0.21,0.21,0.23,0.21,0.22,0.19,0.2,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.19,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.24,0.0,0.0,0.0,88.17000000000002
10/13/2021,1.77,1.32,1.45,0.98,1.22,1.03,1.04,0.91,0.93,0.82,0.74,1.09,0.94,0.85,0.85,0.86,0.81,0.81,0.78,0.83,0.94,0.75,0.81,0.75,0.75,0.66,0.71,0.75,0.69,0.84,0.65,0.61,0.68,0.63,0.62,0.61,0.56,0.65,0.63,0.56,0.54,0.62,0.78,0.55,0.64,0.55,0.63,0.54,0.49,0.54,0.48,0.5,0.45,0.43,0.56,0.61,0.51,0.47,0.43,0.52,0.55,0.37,0.52,0.57,0.48,0.52,0.51,0.5,0.51,0.44,0.4,0.47,0.44,0.54,0.51,0.39,0.51,0.39,0.42,0.4,0.56,0.4,0.44,0.44,0.43,0.42,0.37,0.0,0.4,0.4,0.97,0.42,0.37,0.4,0.4,0.35,0.38,0.33,0.39,0.37,0.32,0.37,0.31,0.31,0.38,0.3,0.42,0.35,0.35,0.4,0.33,0.31,0.33,0.33,0.27,0.38,0.3,0.23,0.29,0.34,0.3,0.29,0.35,0.31,0.29,0.3,0.24,0.29,0.28,0.29,0.26,0.25,0.28,0.28,0.3,0.28,0.28,0.25,0.23,0.28,0.22,0.22,0.32,0.24,0.22,0.23,0.23,0.27,0.22,0.2,0.22,0.24,0.24,0.29,0.23,0.23,0.23,0.26,0.21,0.24,0.29,0.22,0.22,0.19,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.19,0.22,0.23,0.22,0.23,0.21,0.22,0.2,0.21,0.21,0.23,0.21,0.22,0.19,0.2,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.19,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.24,0.0,0.0,0.0,88.17000000000002
10/14/2021,1.77,1.32,1.45,0.98,1.22,1.03,1.04,0.91,0.93,0.82,0.74,1.09,0.94,0.85,0.85,0.86,0.81,0.81,0.78,0.83,0.94,0.75,0.81,0.75,0.75,0.66,0.71,0.75,0.69,0.84,0.65,0.61,0.68,0.63,0.62,0.61,0.56,0.65,0.63,0.56,0.54,0.62,0.78,0.55,0.64,0.55,0.63,0.54,0.49,0.54,0.48,0.5,0.45,0.43,0.56,0.61,0.51,0.47,0.43,0.52,0.55,0.37,0.52,0.57,0.48,0.52,0.51,0.5,0.51,0.44,0.4,0.47,0.44,0.54,0.51,0.39,0.51,0.39,0.42,0.4,0.56,0.4,0.44,0.44,0.43,0.42,0.37,0.0,0.4,0.4,0.97,0.42,0.37,0.4,0.4,0.35,0.38,0.33,0.39,0.37,0.32,0.37,0.31,0.31,0.38,0.3,0.42,0.35,0.35,0.4,0.33,0.31,0.33,0.33,0.27,0.38,0.3,0.23,0.29,0.34,0.3,0.29,0.35,0.31,0.29,0.3,0.24,0.29,0.28,0.29,0.26,0.25,0.28,0.28,0.3,0.28,0.28,0.25,0.23,0.28,0.22,0.22,0.32,0.24,0.22,0.23,0.23,0.27,0.22,0.2,0.22,0.24,0.24,0.29,0.23,0.23,0.23,0.26,0.21,0.24,0.29,0.22,0.22,0.19,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.19,0.22,0.23,0.22,0.23,0.21,0.22,0.2,0.21,0.21,0.23,0.21,0.22,0.19,0.2,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.19,0.19,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.24,0.0,0.0,0.0,88.17000000000002
10/15/2021,1.78,1.32,1.46,0.99,1.24,1.03,1.04,0.91,0.93,0.81,0.75,1.07,0.94,0.85,0.84,0.85,0.81,0.81,0.78,0.82,0.96,0.75,0.82,0.77,0.74,0.67,0.71,0.74,0.69,0.84,0.65,0.61,0.68,0.64,0.62,0.6,0.57,0.66,0.61,0.56,0.54,0.63,0.78,0.56,0.64,0.55,0.62,0.54,0.5,0.53,0.48,0.51,0.45,0.44,0.56,0.61,0.51,0.48,0.42,0.52,0.55,0.38,0.52,0.56,0.47,0.52,0.51,0.5,0.51,0.44,0.39,0.47,0.44,0.56,0.51,0.4,0.52,0.38,0.43,0.4,0.56,0.39,0.45,0.44,0.44,0.42,0.37,0.0,0.4,0.39,0.0,0.42,0.36,0.4,0.39,0.35,0.37,0.33,0.39,0.37,0.32,0.37,0.31,0.31,0.38,0.3,0.42,0.34,0.37,0.41,0.32,0.31,0.33,0.32,0.27,0.38,0.31,0.22,0.29,0.34,0.3,0.29,0.35,0.31,0.29,0.29,0.24,0.29,0.27,0.28,0.26,0.25,0.28,0.29,0.3,0.28,0.28,0.25,0.22,0.28,0.22,0.21,0.33,0.24,0.23,0.23,0.23,0.27,0.22,0.2,0.22,0.24,0.23,0.29,0.23,0.23,0.23,0.26,0.21,0.25,0.29,0.21,0.21,0.19,0.26,0.23,0.2,0.19,0.21,0.19,0.0,0.19,0.22,0.23,0.22,0.23,0.21,0.22,0.2,0.21,0.21,0.23,0.21,0.22,0.19,0.2,0.0,0.0,0.19,0.23,0.0,0.0,0.21,0.19,0.19,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.94,0.24,0.0,88.17
10/18/2021,1.76,1.31,1.47,0.99,1.2,1.05,1.08,0.89,0.93,0.81,0.74,1.09,0.97,0.84,0.87,0.85,0.81,0.81,0.79,0.81,0.92,0.75,0.81,0.77,0.74,0.67,0.73,0.72,0.69,0.84,0.64,0.6,0.69,0.61,0.62,0.66,0.59,0.66,0.59,0.56,0.54,0.6,0.8,0.56,0.63,0.53,0.64,0.53,0.5,0.55,0.48,0.5,0.44,0.45,0.55,0.6,0.5,0.49,0.41,0.51,0.57,0.37,0.51,0.56,0.47,0.5,0.5,0.5,0.51,0.43,0.39,0.47,0.43,0.55,0.5,0.4,0.52,0.38,0.43,0.41,0.54,0.39,0.45,0.45,0.46,0.43,0.37,0.0,0.39,0.4,0.0,0.4,0.37,0.4,0.39,0.35,0.37,0.34,0.39,0.37,0.32,0.37,0.32,0.31,0.37,0.31,0.41,0.33,0.37,0.42,0.32,0.31,0.32,0.32,0.28,0.38,0.31,0.23,0.29,0.35,0.32,0.29,0.36,0.3,0.28,0.32,0.24,0.28,0.27,0.28,0.26,0.25,0.28,0.29,0.3,0.28,0.28,0.25,0.23,0.29,0.22,0.2,0.32,0.25,0.22,0.23,0.24,0.24,0.21,0.2,0.22,0.24,0.23,0.29,0.24,0.22,0.23,0.27,0.21,0.25,0.28,0.21,0.22,0.19,0.26,0.23,0.21,0.19,0.21,0.19,0.0,0.19,0.23,0.24,0.22,0.23,0.21,0.22,0.2,0.22,0.21,0.23,0.21,0.21,0.19,0.21,0.0,0.0,0.19,0.23,0.19,0.0,0.2,0.19,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.89,0.26,0.0,88.12
10/19/2021,1.8,1.3,1.47,0.99,1.19,1.06,1.08,0.89,0.93,0.83,0.74,1.06,0.98,0.84,0.87,0.85,0.8,0.81,0.79,0.81,0.89,0.75,0.8,0.77,0.74,0.68,0.73,0.72,0.68,0.84,0.64,0.6,0.69,0.57,0.63,0.66,0.58,0.65,0.58,0.56,0.54,0.61,0.81,0.56,0.63,0.53,0.64,0.54,0.49,0.55,0.49,0.5,0.44,0.45,0.56,0.6,0.5,0.49,0.41,0.51,0.56,0.37,0.5,0.57,0.48,0.5,0.5,0.5,0.52,0.44,0.39,0.47,0.43,0.51,0.5,0.39,0.52,0.39,0.43,0.4,0.55,0.39,0.46,0.44,0.45,0.44,0.37,0.0,0.4,0.39,0.0,0.4,0.38,0.4,0.39,0.35,0.38,0.33,0.39,0.37,0.32,0.36,0.31,0.32,0.37,0.31,0.41,0.33,0.37,0.42,0.32,0.31,0.32,0.32,0.29,0.38,0.31,0.22,0.29,0.36,0.32,0.29,0.36,0.3,0.28,0.32,0.24,0.28,0.27,0.28,0.25,0.25,0.3,0.29,0.3,0.28,0.29,0.25,0.24,0.29,0.22,0.2,0.32,0.25,0.22,0.23,0.24,0.23,0.22,0.2,0.22,0.24,0.23,0.29,0.24,0.22,0.23,0.27,0.21,0.25,0.28,0.21,0.22,0.19,0.27,0.23,0.21,0.19,0.2,0.19,0.0,0.19,0.23,0.24,0.23,0.23,0.21,0.23,0.2,0.22,0.21,0.23,0.21,0.21,0.19,0.21,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.19,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.87,0.26,0.0,88.11000000000001
10/20/2021,1.8,1.3,1.47,0.99,1.19,1.06,1.08,0.89,0.93,0.83,0.74,1.06,0.98,0.84,0.87,0.85,0.8,0.81,0.79,0.81,0.89,0.75,0.8,0.77,0.74,0.68,0.73,0.72,0.68,0.84,0.64,0.6,0.69,0.57,0.63,0.66,0.58,0.65,0.58,0.56,0.54,0.61,0.81,0.56,0.63,0.53,0.64,0.54,0.49,0.55,0.49,0.5,0.44,0.45,0.56,0.6,0.5,0.49,0.41,0.51,0.56,0.37,0.5,0.57,0.48,0.5,0.5,0.5,0.52,0.44,0.39,0.47,0.43,0.51,0.5,0.39,0.52,0.39,0.43,0.4,0.55,0.39,0.46,0.44,0.45,0.44,0.37,0.0,0.4,0.39,0.0,0.4,0.38,0.4,0.39,0.35,0.38,0.33,0.39,0.37,0.32,0.36,0.31,0.32,0.37,0.31,0.41,0.33,0.37,0.42,0.32,0.31,0.32,0.32,0.29,0.38,0.31,0.22,0.29,0.36,0.32,0.29,0.36,0.3,0.28,0.32,0.24,0.28,0.27,0.28,0.25,0.25,0.3,0.29,0.3,0.28,0.29,0.25,0.24,0.29,0.22,0.2,0.32,0.25,0.22,0.23,0.24,0.23,0.22,0.2,0.22,0.24,0.23,0.29,0.24,0.22,0.23,0.27,0.21,0.25,0.28,0.21,0.22,0.19,0.27,0.23,0.21,0.19,0.2,0.19,0.0,0.19,0.23,0.24,0.23,0.23,0.21,0.23,0.2,0.22,0.21,0.23,0.21,0.21,0.19,0.21,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.19,0.2,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.19,0.19,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.87,0.26,0.0,88.11000000000001
10/21/2021,1.8,1.29,1.47,1.0,1.2,1.06,1.08,0.9,0.92,0.83,0.73,1.06,1.0,0.84,0.87,0.84,0.79,0.8,0.78,0.8,0.92,0.76,0.79,0.78,0.73,0.68,0.73,0.71,0.68,0.84,0.64,0.6,0.68,0.59,0.63,0.65,0.58,0.65,0.58,0.56,0.54,0.63,0.83,0.55,0.63,0.53,0.66,0.54,0.48,0.54,0.49,0.49,0.43,0.45,0.57,0.61,0.49,0.49,0.4,0.51,0.56,0.37,0.5,0.58,0.48,0.51,0.5,0.5,0.52,0.44,0.39,0.47,0.43,0.51,0.51,0.4,0.53,0.39,0.43,0.4,0.56,0.39,0.45,0.45,0.46,0.44,0.36,0.0,0.4,0.4,0.0,0.4,0.37,0.4,0.38,0.35,0.38,0.33,0.39,0.37,0.31,0.36,0.3,0.31,0.38,0.31,0.42,0.34,0.37,0.42,0.32,0.31,0.31,0.32,0.29,0.39,0.31,0.22,0.3,0.35,0.32,0.29,0.36,0.3,0.28,0.32,0.24,0.28,0.27,0.28,0.26,0.25,0.3,0.3,0.3,0.28,0.28,0.25,0.24,0.3,0.23,0.21,0.33,0.24,0.22,0.23,0.24,0.23,0.21,0.2,0.22,0.24,0.23,0.3,0.24,0.22,0.23,0.27,0.21,0.25,0.28,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.2,0.18,0.0,0.19,0.22,0.24,0.22,0.23,0.22,0.23,0.2,0.22,0.21,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.2,0.23,0.0,0.0,0.21,0.19,0.2,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.18,0.0,0.87,0.26,0.0,88.14
10/22/2021,1.8,1.29,1.47,1.0,1.22,1.06,1.08,0.9,0.93,0.78,0.73,1.08,1.0,0.85,0.87,0.83,0.8,0.8,0.78,0.81,0.91,0.77,0.79,0.79,0.74,0.67,0.73,0.71,0.67,0.85,0.64,0.6,0.69,0.59,0.63,0.64,0.57,0.64,0.59,0.56,0.54,0.62,0.8,0.55,0.63,0.53,0.65,0.56,0.48,0.54,0.49,0.5,0.43,0.45,0.57,0.6,0.49,0.49,0.41,0.51,0.56,0.37,0.51,0.55,0.48,0.51,0.51,0.5,0.53,0.44,0.4,0.47,0.43,0.52,0.51,0.39,0.53,0.39,0.43,0.4,0.55,0.37,0.44,0.44,0.45,0.45,0.36,0.0,0.4,0.4,0.0,0.41,0.37,0.4,0.38,0.35,0.38,0.33,0.39,0.37,0.31,0.37,0.3,0.31,0.38,0.3,0.42,0.34,0.36,0.42,0.32,0.32,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.32,0.29,0.36,0.3,0.28,0.32,0.24,0.28,0.27,0.27,0.26,0.26,0.3,0.29,0.3,0.28,0.28,0.24,0.24,0.29,0.23,0.2,0.33,0.24,0.22,0.23,0.24,0.23,0.21,0.2,0.23,0.24,0.23,0.3,0.24,0.22,0.23,0.27,0.2,0.25,0.28,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.19,0.22,0.24,0.22,0.23,0.22,0.23,0.2,0.22,0.21,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.2,0.23,0.0,0.0,0.21,0.19,0.2,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.89,0.26,0.0,88.08
10/25/2021,1.81,1.3,1.44,1.0,1.2,1.06,1.08,0.9,0.93,0.77,0.73,1.08,1.0,0.85,0.87,0.84,0.8,0.8,0.78,0.84,0.9,0.77,0.79,0.8,0.74,0.67,0.73,0.7,0.67,0.84,0.65,0.6,0.68,0.59,0.64,0.64,0.57,0.64,0.59,0.56,0.55,0.63,0.81,0.55,0.62,0.54,0.63,0.57,0.47,0.54,0.47,0.5,0.43,0.44,0.57,0.6,0.5,0.49,0.4,0.51,0.56,0.36,0.51,0.57,0.49,0.51,0.52,0.5,0.53,0.44,0.39,0.46,0.43,0.51,0.51,0.39,0.52,0.39,0.43,0.39,0.55,0.36,0.44,0.44,0.45,0.45,0.36,0.0,0.38,0.4,0.0,0.41,0.37,0.4,0.38,0.35,0.38,0.33,0.4,0.36,0.3,0.37,0.3,0.31,0.38,0.3,0.42,0.34,0.36,0.42,0.32,0.3,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.31,0.29,0.36,0.3,0.28,0.31,0.25,0.28,0.27,0.28,0.26,0.25,0.29,0.3,0.3,0.28,0.27,0.24,0.24,0.29,0.23,0.21,0.33,0.24,0.22,0.23,0.24,0.23,0.21,0.2,0.22,0.25,0.24,0.29,0.24,0.22,0.23,0.27,0.21,0.25,0.28,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.18,0.22,0.24,0.23,0.23,0.22,0.23,0.2,0.22,0.21,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.2,0.2,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.0,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.91,0.27,0.18,88.0
10/26/2021,1.79,1.3,1.41,1.01,1.18,1.09,1.08,0.91,0.93,0.76,0.73,1.11,1.01,0.84,0.87,0.83,0.79,0.8,0.78,0.84,0.9,0.72,0.79,0.78,0.73,0.67,0.74,0.71,0.67,0.84,0.64,0.58,0.69,0.59,0.59,0.63,0.57,0.64,0.6,0.57,0.55,0.63,0.82,0.54,0.63,0.53,0.66,0.57,0.47,0.54,0.47,0.5,0.41,0.44,0.58,0.61,0.49,0.49,0.41,0.51,0.57,0.36,0.52,0.57,0.5,0.5,0.52,0.5,0.53,0.45,0.4,0.47,0.43,0.52,0.5,0.39,0.53,0.39,0.43,0.4,0.58,0.36,0.45,0.45,0.45,0.45,0.36,0.0,0.38,0.4,0.0,0.41,0.36,0.4,0.38,0.36,0.38,0.33,0.41,0.36,0.31,0.37,0.3,0.31,0.38,0.3,0.41,0.34,0.36,0.42,0.32,0.3,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.31,0.29,0.36,0.31,0.28,0.32,0.25,0.29,0.27,0.28,0.26,0.25,0.29,0.29,0.3,0.28,0.28,0.24,0.24,0.29,0.23,0.21,0.33,0.25,0.22,0.24,0.24,0.23,0.22,0.21,0.22,0.24,0.24,0.29,0.25,0.23,0.23,0.27,0.2,0.25,0.29,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.19,0.22,0.24,0.24,0.23,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.19,0.23,0.0,0.0,0.21,0.19,0.21,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.88,0.27,0.0,88.11000000000001
10/27/2021,1.79,1.3,1.41,1.01,1.18,1.09,1.08,0.91,0.93,0.76,0.73,1.11,1.01,0.84,0.87,0.83,0.79,0.8,0.78,0.84,0.9,0.72,0.79,0.78,0.73,0.67,0.74,0.71,0.67,0.84,0.64,0.58,0.69,0.59,0.59,0.63,0.57,0.64,0.6,0.57,0.55,0.63,0.82,0.54,0.63,0.53,0.66,0.57,0.47,0.54,0.47,0.5,0.41,0.44,0.58,0.61,0.49,0.49,0.41,0.51,0.57,0.36,0.52,0.57,0.5,0.5,0.52,0.5,0.53,0.45,0.4,0.47,0.43,0.52,0.5,0.39,0.53,0.39,0.43,0.4,0.58,0.36,0.45,0.45,0.45,0.45,0.36,0.0,0.38,0.4,0.0,0.41,0.36,0.4,0.38,0.36,0.38,0.33,0.41,0.36,0.31,0.37,0.3,0.31,0.38,0.3,0.41,0.34,0.36,0.42,0.32,0.3,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.31,0.29,0.36,0.31,0.28,0.32,0.25,0.29,0.27,0.28,0.26,0.25,0.29,0.29,0.3,0.28,0.28,0.24,0.24,0.29,0.23,0.21,0.33,0.25,0.22,0.24,0.24,0.23,0.22,0.21,0.22,0.24,0.24,0.29,0.25,0.23,0.23,0.27,0.2,0.25,0.29,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.19,0.22,0.24,0.24,0.23,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.19,0.23,0.0,0.0,0.21,0.19,0.21,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.88,0.27,0.0,88.11000000000001
10/28/2021,1.79,1.3,1.41,1.01,1.18,1.09,1.08,0.91,0.93,0.76,0.73,1.11,1.01,0.84,0.87,0.83,0.79,0.8,0.78,0.84,0.9,0.72,0.79,0.78,0.73,0.67,0.74,0.71,0.67,0.84,0.64,0.58,0.69,0.59,0.59,0.63,0.57,0.64,0.6,0.57,0.55,0.63,0.82,0.54,0.63,0.53,0.66,0.57,0.47,0.54,0.47,0.5,0.41,0.44,0.58,0.61,0.49,0.49,0.41,0.51,0.57,0.36,0.52,0.57,0.5,0.5,0.52,0.5,0.53,0.45,0.4,0.47,0.43,0.52,0.5,0.39,0.53,0.39,0.43,0.4,0.58,0.36,0.45,0.45,0.45,0.45,0.36,0.0,0.38,0.4,0.0,0.41,0.36,0.4,0.38,0.36,0.38,0.33,0.41,0.36,0.31,0.37,0.3,0.31,0.38,0.3,0.41,0.34,0.36,0.42,0.32,0.3,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.31,0.29,0.36,0.31,0.28,0.32,0.25,0.29,0.27,0.28,0.26,0.25,0.29,0.29,0.3,0.28,0.28,0.24,0.24,0.29,0.23,0.21,0.33,0.25,0.22,0.24,0.24,0.23,0.22,0.21,0.22,0.24,0.24,0.29,0.25,0.23,0.23,0.27,0.2,0.25,0.29,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.19,0.22,0.24,0.24,0.23,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.19,0.23,0.0,0.0,0.21,0.19,0.21,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.88,0.27,0.0,88.11000000000001
10/29/2021,1.79,1.3,1.41,1.01,1.18,1.09,1.08,0.91,0.93,0.76,0.73,1.11,1.01,0.84,0.87,0.83,0.79,0.8,0.78,0.84,0.9,0.72,0.79,0.78,0.73,0.67,0.74,0.71,0.67,0.84,0.64,0.58,0.69,0.59,0.59,0.63,0.57,0.64,0.6,0.57,0.55,0.63,0.82,0.54,0.63,0.53,0.66,0.57,0.47,0.54,0.47,0.5,0.41,0.44,0.58,0.61,0.49,0.49,0.41,0.51,0.57,0.36,0.52,0.57,0.5,0.5,0.52,0.5,0.53,0.45,0.4,0.47,0.43,0.52,0.5,0.39,0.53,0.39,0.43,0.4,0.58,0.36,0.45,0.45,0.45,0.45,0.36,0.0,0.38,0.4,0.0,0.41,0.36,0.4,0.38,0.36,0.38,0.33,0.41,0.36,0.31,0.37,0.3,0.31,0.38,0.3,0.41,0.34,0.36,0.42,0.32,0.3,0.32,0.31,0.28,0.39,0.31,0.22,0.29,0.35,0.31,0.29,0.36,0.31,0.28,0.32,0.25,0.29,0.27,0.28,0.26,0.25,0.29,0.29,0.3,0.28,0.28,0.24,0.24,0.29,0.23,0.21,0.33,0.25,0.22,0.24,0.24,0.23,0.22,0.21,0.22,0.24,0.24,0.29,0.25,0.23,0.23,0.27,0.2,0.25,0.29,0.21,0.21,0.19,0.27,0.23,0.21,0.19,0.21,0.18,0.0,0.19,0.22,0.24,0.24,0.23,0.23,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.0,0.0,0.19,0.23,0.0,0.0,0.21,0.19,0.21,0.21,0.0,0.19,0.18,0.0,0.0,0.0,0.2,0.36,0.0,0.21,0.18,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.88,0.27,0.0,88.11000000000001
