,TQQQ,AAPL,MSFT,AMZN,FB,TSLA,NVDA,GOOG,GOOGL,ProShares Ultra QQQ,PYPL,ADBE,CMCSA,INTC,NFLX,CSCO,PEP,AVGO,TXN,COST,QCOM,AMGN,SBUX,CHTR,AMAT,INTU,AMD,ISRG,BKNG,LRCX,GILD,MDLZ,MU,ADP,CSX,ATVI,MELI,ILMN,ADSK,ADI,FISV,BIIB,TMUS,NXPI,EBAY,IDXX,VRTX,KLAC,REGN,ZM,ALGN,ROST,LULU,EXC,ORLY,MRNA,DOCU,ALXN,SNPS,EA,WDAY,CTSH,DXCM,CDNS,MAR,XLNX,CRWD,WBA,XEL,PAYX,FTNT,MNST,MCHP,CTAS,ROKU,SWKS,PCAR,TEAM,FAST,CSGP,ANSS,MXIM,MRVL,CPRT,AEP,KHC,LBRDK,ODFL,MTCH,CERN,TTD,PTON,DLTR,VRSN,OKTA,SPLK,KDP,Us Dollars,TCOM,SGEN,SIRI,AZN,QLD,n/a,HON,CEGVV,SUM
10/28/2021,18.87,8.98,9.39,5.51,4.1,4.68,3.25,2.2,2.18,0.0,1.72,1.84,1.48,1.26,1.75,1.3,1.33,1.21,1.12,1.27,0.89,0.72,0.8,0.75,0.73,0.89,0.86,0.69,0.58,0.46,0.52,0.51,0.45,0.52,0.5,0.36,0.4,0.37,0.41,0.57,0.37,0.27,0.26,0.33,0.37,0.31,0.28,0.31,0.26,0.19,0.25,0.24,0.3,0.3,0.29,0.38,0.31,0.0,0.28,0.24,0.28,0.26,0.29,0.27,0.24,0.33,0.24,0.22,0.2,0.24,0.28,0.19,0.21,0.22,0.14,0.16,0.18,0.29,0.19,0.21,0.18,0.0,0.19,0.18,0.16,0.14,0.15,0.19,0.15,0.13,0.14,0.11,0.0,0.13,0.14,0.15,0.11,0.0,0.0,0.12,0.04,0.0,1.9,0.1,0.0,0.0,100.01
10/29/2021,18.87,8.98,9.39,5.51,4.1,4.68,3.25,2.2,2.18,0.0,1.72,1.84,1.48,1.26,1.75,1.3,1.33,1.21,1.12,1.27,0.89,0.72,0.8,0.75,0.73,0.89,0.86,0.69,0.58,0.46,0.52,0.51,0.45,0.52,0.5,0.36,0.4,0.37,0.41,0.57,0.37,0.27,0.26,0.33,0.37,0.31,0.28,0.31,0.26,0.19,0.25,0.24,0.3,0.3,0.29,0.38,0.31,0.0,0.28,0.24,0.28,0.26,0.29,0.27,0.24,0.33,0.24,0.22,0.2,0.24,0.28,0.19,0.21,0.22,0.14,0.16,0.18,0.29,0.19,0.21,0.18,0.0,0.19,0.18,0.16,0.14,0.15,0.19,0.15,0.13,0.14,0.11,0.0,0.13,0.14,0.15,0.11,0.0,0.0,0.12,0.04,0.0,1.9,0.1,0.0,0.0,100.01
11/01/2021,19.38,9.01,9.66,5.59,3.86,4.81,3.42,2.27,2.26,0.0,1.61,1.77,1.39,1.2,1.71,1.3,1.32,1.2,1.02,1.25,0.88,0.7,0.77,0.71,0.72,0.89,0.83,0.7,0.57,0.47,0.51,0.51,0.45,0.52,0.49,0.34,0.38,0.35,0.4,0.53,0.32,0.26,0.26,0.32,0.32,0.31,0.27,0.32,0.28,0.18,0.26,0.23,0.31,0.3,0.27,0.37,0.3,0.0,0.28,0.23,0.27,0.25,0.29,0.27,0.24,0.33,0.23,0.2,0.2,0.23,0.27,0.19,0.2,0.22,0.14,0.16,0.18,0.27,0.19,0.18,0.18,0.0,0.19,0.18,0.15,0.14,0.15,0.2,0.14,0.12,0.13,0.1,0.0,0.12,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.91,0.11,0.0,0.0,100.02
11/02/2021,19.52,8.78,9.8,5.43,3.92,4.94,3.48,2.28,2.28,0.0,1.57,1.79,1.37,1.22,1.74,1.28,1.31,1.2,1.02,1.24,0.87,0.7,0.72,0.67,0.71,0.89,0.82,0.7,0.57,0.46,0.48,0.5,0.44,0.52,0.49,0.34,0.37,0.35,0.4,0.53,0.32,0.26,0.26,0.32,0.34,0.31,0.27,0.33,0.28,0.18,0.25,0.23,0.32,0.3,0.27,0.37,0.3,0.0,0.28,0.23,0.28,0.25,0.31,0.27,0.24,0.33,0.23,0.2,0.2,0.23,0.27,0.19,0.2,0.22,0.13,0.16,0.18,0.3,0.19,0.17,0.18,0.0,0.19,0.18,0.15,0.13,0.14,0.2,0.13,0.13,0.13,0.1,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.92,0.11,0.0,0.0,100.04
11/03/2021,19.52,8.78,9.8,5.43,3.92,4.94,3.48,2.28,2.28,0.0,1.57,1.79,1.37,1.22,1.74,1.28,1.31,1.2,1.02,1.24,0.87,0.7,0.72,0.67,0.71,0.89,0.82,0.7,0.57,0.46,0.48,0.5,0.44,0.52,0.49,0.34,0.37,0.35,0.4,0.53,0.32,0.26,0.26,0.32,0.34,0.31,0.27,0.33,0.28,0.18,0.25,0.23,0.32,0.3,0.27,0.37,0.3,0.0,0.28,0.23,0.28,0.25,0.31,0.27,0.24,0.33,0.23,0.2,0.2,0.23,0.27,0.19,0.2,0.22,0.13,0.16,0.18,0.3,0.19,0.17,0.18,0.0,0.19,0.18,0.15,0.13,0.14,0.2,0.13,0.13,0.13,0.1,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.92,0.11,0.0,0.0,100.04
11/04/2021,19.52,8.78,9.8,5.43,3.92,4.94,3.48,2.28,2.28,0.0,1.57,1.79,1.37,1.22,1.74,1.28,1.31,1.2,1.02,1.24,0.87,0.7,0.72,0.67,0.71,0.89,0.82,0.7,0.57,0.46,0.48,0.5,0.44,0.52,0.49,0.34,0.37,0.35,0.4,0.53,0.32,0.26,0.26,0.32,0.34,0.31,0.27,0.33,0.28,0.18,0.25,0.23,0.32,0.3,0.27,0.37,0.3,0.0,0.28,0.23,0.28,0.25,0.31,0.27,0.24,0.33,0.23,0.2,0.2,0.23,0.27,0.19,0.2,0.22,0.13,0.16,0.18,0.3,0.19,0.17,0.18,0.0,0.19,0.18,0.15,0.13,0.14,0.2,0.13,0.13,0.13,0.1,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.92,0.11,0.0,0.0,100.04
11/05/2021,19.75,8.7,9.74,5.27,3.93,5.14,3.55,2.22,2.22,0.0,1.54,1.74,1.38,1.22,1.69,1.31,1.3,1.2,1.01,1.24,0.87,0.71,0.75,0.67,0.73,0.87,0.86,0.69,0.57,0.46,0.49,0.5,0.45,0.51,0.47,0.33,0.37,0.35,0.39,0.54,0.32,0.26,0.25,0.32,0.33,0.29,0.26,0.34,0.28,0.18,0.27,0.23,0.32,0.3,0.26,0.37,0.3,0.0,0.28,0.23,0.27,0.25,0.32,0.27,0.24,0.34,0.22,0.2,0.19,0.23,0.26,0.19,0.21,0.22,0.13,0.16,0.18,0.29,0.19,0.17,0.18,0.0,0.19,0.18,0.15,0.14,0.14,0.2,0.13,0.13,0.13,0.1,0.0,0.13,0.13,0.14,0.11,0.0,0.0,0.12,0.04,0.0,1.93,0.11,0.0,0.0,100.03
11/08/2021,20.64,8.27,9.29,5.23,3.92,5.09,3.91,2.21,2.2,0.0,1.49,1.79,1.35,1.2,1.63,1.27,1.28,1.19,1.0,1.25,0.98,0.7,0.73,0.66,0.76,0.86,0.91,0.68,0.55,0.47,0.48,0.49,0.45,0.5,0.46,0.28,0.37,0.34,0.39,0.53,0.32,0.26,0.26,0.33,0.32,0.29,0.27,0.35,0.27,0.18,0.27,0.23,0.31,0.29,0.26,0.29,0.3,0.0,0.28,0.22,0.27,0.24,0.3,0.27,0.24,0.35,0.22,0.21,0.18,0.22,0.26,0.19,0.21,0.21,0.12,0.15,0.17,0.28,0.19,0.16,0.19,0.0,0.19,0.17,0.15,0.13,0.14,0.2,0.13,0.13,0.12,0.09,0.0,0.13,0.13,0.14,0.11,0.0,0.0,0.12,0.04,0.0,1.97,0.11,0.0,0.0,99.93
11/09/2021,18.02,8.46,9.47,5.4,4.07,4.6,3.99,2.26,2.26,0.0,1.5,1.8,1.41,1.24,1.6,1.29,1.32,1.24,1.03,1.27,1.05,0.71,0.78,0.67,0.79,0.86,0.92,0.7,0.6,0.49,0.49,0.5,0.46,0.52,0.47,0.29,0.4,0.34,0.4,0.56,0.32,0.27,0.27,0.35,0.33,0.29,0.28,0.36,0.26,0.17,0.28,0.24,0.32,0.3,0.27,0.25,0.29,0.0,0.28,0.22,0.27,0.25,0.31,0.28,0.25,0.35,0.22,0.21,0.19,0.23,0.27,0.2,0.23,0.22,0.12,0.15,0.18,0.28,0.19,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.2,0.14,0.0,0.12,0.06,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.77,1.22,0.81,0.0,100.02
11/10/2021,18.02,8.46,9.47,5.4,4.07,4.6,3.99,2.26,2.26,0.0,1.5,1.8,1.41,1.24,1.6,1.29,1.32,1.24,1.03,1.27,1.05,0.71,0.78,0.67,0.79,0.86,0.92,0.7,0.6,0.49,0.49,0.5,0.46,0.52,0.47,0.29,0.4,0.34,0.4,0.56,0.32,0.27,0.27,0.35,0.33,0.29,0.28,0.36,0.26,0.17,0.28,0.24,0.32,0.3,0.27,0.25,0.29,0.0,0.28,0.22,0.27,0.25,0.31,0.28,0.25,0.35,0.22,0.21,0.19,0.23,0.27,0.2,0.23,0.22,0.12,0.15,0.18,0.28,0.19,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.2,0.14,0.0,0.12,0.06,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.77,1.22,0.81,0.0,100.02
11/11/2021,18.02,8.46,9.47,5.4,4.07,4.6,3.99,2.26,2.26,0.0,1.5,1.8,1.41,1.24,1.6,1.29,1.32,1.24,1.03,1.27,1.05,0.71,0.78,0.67,0.79,0.86,0.92,0.7,0.6,0.49,0.49,0.5,0.46,0.52,0.47,0.29,0.4,0.34,0.4,0.56,0.32,0.27,0.27,0.35,0.33,0.29,0.28,0.36,0.26,0.17,0.28,0.24,0.32,0.3,0.27,0.25,0.29,0.0,0.28,0.22,0.27,0.25,0.31,0.28,0.25,0.35,0.22,0.21,0.19,0.23,0.27,0.2,0.23,0.22,0.12,0.15,0.18,0.28,0.19,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.2,0.14,0.0,0.12,0.06,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.77,1.22,0.81,0.0,100.02
11/12/2021,17.98,8.43,9.52,5.36,4.04,4.38,4.14,2.27,2.26,0.0,1.53,1.81,1.4,1.26,1.62,1.29,1.3,1.24,1.03,1.25,1.07,0.7,0.77,0.68,0.79,0.87,1.01,0.7,0.61,0.49,0.48,0.5,0.47,0.52,0.47,0.29,0.41,0.33,0.41,0.56,0.32,0.26,0.26,0.35,0.32,0.29,0.28,0.36,0.27,0.17,0.29,0.24,0.32,0.3,0.27,0.26,0.29,0.0,0.29,0.22,0.27,0.25,0.31,0.28,0.25,0.37,0.23,0.21,0.19,0.23,0.28,0.2,0.22,0.22,0.12,0.15,0.17,0.29,0.19,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.2,0.13,0.0,0.15,0.06,0.0,0.0,0.13,0.14,0.11,0.0,0.0,0.12,0.04,0.0,1.77,1.17,0.81,0.0,100.03
11/15/2021,17.44,8.75,9.89,5.73,4.02,4.12,4.43,2.29,2.27,0.0,1.39,1.79,1.45,1.27,1.68,1.32,1.33,1.27,1.04,1.31,1.27,0.72,0.76,0.7,0.82,0.88,1.01,0.69,0.59,0.51,0.51,0.52,0.48,0.54,0.48,0.3,0.4,0.33,0.42,0.57,0.32,0.26,0.27,0.35,0.33,0.29,0.28,0.37,0.28,0.17,0.28,0.24,0.32,0.31,0.28,0.24,0.28,0.0,0.29,0.24,0.28,0.26,0.32,0.28,0.24,0.38,0.23,0.22,0.19,0.23,0.28,0.21,0.23,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.18,0.0,0.21,0.18,0.15,0.14,0.15,0.2,0.13,0.0,0.16,0.06,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.75,-0.01,0.81,0.0,100.03
11/16/2021,17.44,8.75,9.89,5.73,4.02,4.12,4.43,2.29,2.27,0.0,1.39,1.79,1.45,1.27,1.68,1.32,1.33,1.27,1.04,1.31,1.27,0.72,0.76,0.7,0.82,0.88,1.01,0.69,0.59,0.51,0.51,0.52,0.48,0.54,0.48,0.3,0.4,0.33,0.42,0.57,0.32,0.26,0.27,0.35,0.33,0.29,0.28,0.37,0.28,0.17,0.28,0.24,0.32,0.31,0.28,0.24,0.28,0.0,0.29,0.24,0.28,0.26,0.32,0.28,0.24,0.38,0.23,0.22,0.19,0.23,0.28,0.21,0.23,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.18,0.0,0.21,0.18,0.15,0.14,0.15,0.2,0.13,0.0,0.16,0.06,0.0,0.0,0.13,0.14,0.12,0.0,0.0,0.12,0.04,0.0,1.75,-0.01,0.81,0.0,100.03
11/17/2021,17.73,8.75,9.87,5.73,4.12,3.94,4.37,2.3,2.28,0.0,1.41,1.81,1.42,1.25,1.72,1.3,1.31,1.27,1.03,1.3,1.25,0.71,0.76,0.68,0.82,0.89,1.01,0.69,0.57,0.51,0.5,0.52,0.49,0.53,0.47,0.3,0.4,0.32,0.41,0.56,0.32,0.26,0.26,0.34,0.32,0.29,0.27,0.36,0.28,0.17,0.28,0.23,0.31,0.31,0.28,0.25,0.29,0.0,0.29,0.24,0.28,0.26,0.32,0.28,0.23,0.39,0.23,0.21,0.19,0.23,0.28,0.2,0.22,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.18,0.0,0.2,0.18,0.15,0.14,0.14,0.21,0.13,0.0,0.18,0.06,0.0,0.0,0.13,0.14,0.11,0.0,0.0,0.12,0.04,0.0,1.76,0.0,0.8,0.0,99.96999999999998
11/18/2021,17.72,8.75,9.85,5.76,4.2,3.87,4.32,2.29,2.28,0.0,1.44,1.81,1.42,1.25,1.71,1.31,1.32,1.27,1.02,1.31,1.28,0.7,0.76,0.69,0.82,0.89,1.0,0.69,0.56,0.51,0.5,0.52,0.49,0.54,0.47,0.3,0.41,0.32,0.41,0.57,0.33,0.26,0.26,0.34,0.33,0.29,0.27,0.36,0.28,0.17,0.28,0.23,0.32,0.31,0.28,0.25,0.29,0.0,0.29,0.23,0.28,0.26,0.32,0.29,0.23,0.39,0.21,0.21,0.19,0.23,0.27,0.2,0.22,0.22,0.12,0.15,0.18,0.28,0.2,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.21,0.13,0.0,0.18,0.05,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.12,0.04,0.0,1.76,0.0,0.8,0.0,99.97999999999998
11/19/2021,17.91,8.72,9.86,5.7,4.1,3.99,4.3,2.27,2.25,0.0,1.44,1.83,1.4,1.24,1.71,1.29,1.31,1.27,1.01,1.31,1.37,0.68,0.75,0.67,0.82,0.91,1.03,0.69,0.55,0.51,0.49,0.51,0.49,0.54,0.47,0.28,0.38,0.32,0.42,0.57,0.32,0.25,0.26,0.34,0.33,0.29,0.27,0.37,0.28,0.17,0.28,0.23,0.33,0.3,0.27,0.25,0.29,0.0,0.29,0.22,0.28,0.26,0.32,0.29,0.23,0.39,0.21,0.21,0.19,0.23,0.27,0.2,0.22,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.21,0.13,0.0,0.19,0.06,0.0,0.0,0.13,0.12,0.11,0.0,0.0,0.12,0.04,0.0,1.77,0.0,0.79,0.0,100.0
11/22/2021,17.91,8.72,9.86,5.7,4.1,3.99,4.3,2.27,2.25,0.0,1.44,1.83,1.4,1.24,1.71,1.29,1.31,1.27,1.01,1.31,1.37,0.68,0.75,0.67,0.82,0.91,1.03,0.69,0.55,0.51,0.49,0.51,0.49,0.54,0.47,0.28,0.38,0.32,0.42,0.57,0.32,0.25,0.26,0.34,0.33,0.29,0.27,0.37,0.28,0.17,0.28,0.23,0.33,0.3,0.27,0.25,0.29,0.0,0.29,0.22,0.28,0.26,0.32,0.29,0.23,0.39,0.21,0.21,0.19,0.23,0.27,0.2,0.22,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.21,0.13,0.0,0.19,0.06,0.0,0.0,0.13,0.12,0.11,0.0,0.0,0.12,0.04,0.0,1.77,0.0,0.79,0.0,100.0
11/23/2021,17.91,8.72,9.86,5.7,4.1,3.99,4.3,2.27,2.25,0.0,1.44,1.83,1.4,1.24,1.71,1.29,1.31,1.27,1.01,1.31,1.37,0.68,0.75,0.67,0.82,0.91,1.03,0.69,0.55,0.51,0.49,0.51,0.49,0.54,0.47,0.28,0.38,0.32,0.42,0.57,0.32,0.25,0.26,0.34,0.33,0.29,0.27,0.37,0.28,0.17,0.28,0.23,0.33,0.3,0.27,0.25,0.29,0.0,0.29,0.22,0.28,0.26,0.32,0.29,0.23,0.39,0.21,0.21,0.19,0.23,0.27,0.2,0.22,0.22,0.12,0.15,0.18,0.29,0.2,0.17,0.19,0.0,0.2,0.18,0.15,0.14,0.14,0.21,0.13,0.0,0.19,0.06,0.0,0.0,0.13,0.12,0.11,0.0,0.0,0.12,0.04,0.0,1.77,0.0,0.79,0.0,100.0
11/24/2021,18.38,9.07,9.74,5.79,4.04,4.2,4.59,2.23,2.22,0.0,1.27,1.83,1.33,1.19,1.66,1.18,1.28,1.24,1.02,1.3,1.36,0.67,0.73,0.65,0.76,0.96,1.03,0.65,0.53,0.51,0.5,0.48,0.51,0.53,0.47,0.26,0.34,0.31,0.39,0.56,0.31,0.24,0.25,0.34,0.32,0.29,0.26,0.36,0.28,0.16,0.27,0.22,0.31,0.29,0.26,0.27,0.28,0.0,0.29,0.21,0.26,0.25,0.31,0.29,0.22,0.39,0.2,0.19,0.19,0.22,0.27,0.19,0.21,0.22,0.1,0.14,0.17,0.27,0.19,0.16,0.18,0.0,0.2,0.17,0.14,0.13,0.14,0.2,0.12,0.0,0.18,0.05,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.04,0.0,1.79,0.01,0.76,0.0,99.98
11/25/2021,18.04,9.24,9.81,5.71,4.06,4.35,4.52,2.22,2.21,0.0,1.26,1.82,1.35,1.22,1.63,1.23,1.31,1.22,1.02,1.34,1.36,0.67,0.74,0.65,0.76,0.93,1.02,0.65,0.53,0.52,0.51,0.49,0.53,0.54,0.48,0.26,0.32,0.31,0.38,0.56,0.3,0.24,0.25,0.34,0.32,0.29,0.26,0.35,0.28,0.16,0.27,0.22,0.31,0.3,0.27,0.3,0.26,0.0,0.29,0.2,0.26,0.25,0.3,0.28,0.23,0.39,0.19,0.2,0.2,0.23,0.26,0.19,0.22,0.22,0.1,0.14,0.17,0.26,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.2,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.78,0.01,0.78,0.0,100.0
11/26/2021,17.9,9.32,9.8,5.76,4.04,4.19,4.52,2.23,2.22,0.0,1.26,1.81,1.37,1.2,1.63,1.26,1.32,1.24,1.03,1.36,1.36,0.68,0.76,0.66,0.77,0.95,1.01,0.65,0.54,0.53,0.52,0.5,0.54,0.54,0.49,0.26,0.32,0.3,0.38,0.55,0.3,0.24,0.25,0.34,0.31,0.29,0.27,0.36,0.28,0.13,0.26,0.23,0.31,0.3,0.27,0.29,0.26,0.0,0.29,0.21,0.26,0.25,0.29,0.28,0.23,0.39,0.19,0.2,0.2,0.23,0.26,0.19,0.22,0.22,0.1,0.14,0.18,0.25,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.2,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.77,0.02,0.77,0.0,99.95999999999998
11/29/2021,17.97,9.31,9.76,5.73,4.06,4.2,4.63,2.22,2.21,0.0,1.26,1.81,1.36,1.21,1.63,1.25,1.3,1.24,1.03,1.36,1.35,0.67,0.76,0.66,0.77,0.96,1.06,0.65,0.53,0.53,0.51,0.5,0.54,0.53,0.48,0.26,0.31,0.3,0.32,0.55,0.31,0.24,0.25,0.34,0.31,0.29,0.27,0.36,0.28,0.14,0.26,0.23,0.31,0.3,0.27,0.29,0.26,0.0,0.29,0.2,0.26,0.25,0.29,0.28,0.23,0.41,0.19,0.2,0.19,0.23,0.26,0.19,0.22,0.22,0.1,0.14,0.17,0.25,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.2,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.77,0.02,0.76,0.0,99.97
11/30/2021,17.47,9.27,9.8,5.77,4.08,4.19,4.59,2.22,2.21,0.0,1.29,1.84,1.38,1.23,1.7,1.27,1.32,1.25,1.03,1.39,1.35,0.68,0.76,0.67,0.76,0.96,1.07,0.65,0.51,0.53,0.53,0.5,0.54,0.54,0.48,0.27,0.32,0.31,0.32,0.55,0.32,0.24,0.25,0.34,0.32,0.29,0.27,0.36,0.28,0.15,0.26,0.23,0.32,0.3,0.27,0.36,0.27,0.0,0.29,0.21,0.27,0.25,0.3,0.28,0.22,0.41,0.19,0.2,0.2,0.23,0.27,0.19,0.22,0.22,0.1,0.14,0.17,0.26,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.02,0.76,0.0,99.95
12/01/2021,17.47,9.27,9.8,5.77,4.08,4.19,4.59,2.22,2.21,0.0,1.29,1.84,1.38,1.23,1.7,1.27,1.32,1.25,1.03,1.39,1.35,0.68,0.76,0.67,0.76,0.96,1.07,0.65,0.51,0.53,0.53,0.5,0.54,0.54,0.48,0.27,0.32,0.31,0.32,0.55,0.32,0.24,0.25,0.34,0.32,0.29,0.27,0.36,0.28,0.15,0.26,0.23,0.32,0.3,0.27,0.36,0.27,0.0,0.29,0.21,0.27,0.25,0.3,0.28,0.22,0.41,0.19,0.2,0.2,0.23,0.27,0.19,0.22,0.22,0.1,0.14,0.17,0.26,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.02,0.76,0.0,99.95
12/02/2021,17.47,9.27,9.8,5.77,4.08,4.19,4.59,2.22,2.21,0.0,1.29,1.84,1.38,1.23,1.7,1.27,1.32,1.25,1.03,1.39,1.35,0.68,0.76,0.67,0.76,0.96,1.07,0.65,0.51,0.53,0.53,0.5,0.54,0.54,0.48,0.27,0.32,0.31,0.32,0.55,0.32,0.24,0.25,0.34,0.32,0.29,0.27,0.36,0.28,0.15,0.26,0.23,0.32,0.3,0.27,0.36,0.27,0.0,0.29,0.21,0.27,0.25,0.3,0.28,0.22,0.41,0.19,0.2,0.2,0.23,0.27,0.19,0.22,0.22,0.1,0.14,0.17,0.26,0.2,0.16,0.18,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.12,0.0,0.18,0.05,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.02,0.76,0.0,99.95
12/06/2021,17.24,9.73,9.84,5.69,3.82,4.21,4.7,2.25,2.24,0.0,1.29,1.88,1.39,1.25,1.58,1.31,1.32,1.26,1.07,1.35,1.37,0.69,0.77,0.67,0.78,0.98,1.05,0.65,0.51,0.55,0.53,0.5,0.54,0.55,0.49,0.25,0.28,0.31,0.33,0.56,0.33,0.23,0.25,0.36,0.3,0.28,0.3,0.36,0.28,0.13,0.26,0.23,0.32,0.3,0.28,0.33,0.26,0.0,0.3,0.2,0.26,0.26,0.28,0.29,0.23,0.4,0.17,0.19,0.2,0.23,0.26,0.19,0.23,0.22,0.09,0.14,0.17,0.24,0.2,0.16,0.19,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.11,0.0,0.17,0.05,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.03,0.75,0.0,100.01
12/07/2021,17.24,9.73,9.84,5.69,3.82,4.21,4.7,2.25,2.24,0.0,1.29,1.88,1.39,1.25,1.58,1.31,1.32,1.26,1.07,1.35,1.37,0.69,0.77,0.67,0.78,0.98,1.05,0.65,0.51,0.55,0.53,0.5,0.54,0.55,0.49,0.25,0.28,0.31,0.33,0.56,0.33,0.23,0.25,0.36,0.3,0.28,0.3,0.36,0.28,0.13,0.26,0.23,0.32,0.3,0.28,0.33,0.26,0.0,0.3,0.2,0.26,0.26,0.28,0.29,0.23,0.4,0.17,0.19,0.2,0.23,0.26,0.19,0.23,0.22,0.09,0.14,0.17,0.24,0.2,0.16,0.19,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.11,0.0,0.17,0.05,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.03,0.75,0.0,100.01
12/08/2021,17.24,9.73,9.84,5.69,3.82,4.21,4.7,2.25,2.24,0.0,1.29,1.88,1.39,1.25,1.58,1.31,1.32,1.26,1.07,1.35,1.37,0.69,0.77,0.67,0.78,0.98,1.05,0.65,0.51,0.55,0.53,0.5,0.54,0.55,0.49,0.25,0.28,0.31,0.33,0.56,0.33,0.23,0.25,0.36,0.3,0.28,0.3,0.36,0.28,0.13,0.26,0.23,0.32,0.3,0.28,0.33,0.26,0.0,0.3,0.2,0.26,0.26,0.28,0.29,0.23,0.4,0.17,0.19,0.2,0.23,0.26,0.19,0.23,0.22,0.09,0.14,0.17,0.24,0.2,0.16,0.19,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.11,0.0,0.17,0.05,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.03,0.75,0.0,100.01
12/09/2021,17.24,9.73,9.84,5.69,3.82,4.21,4.7,2.25,2.24,0.0,1.29,1.88,1.39,1.25,1.58,1.31,1.32,1.26,1.07,1.35,1.37,0.69,0.77,0.67,0.78,0.98,1.05,0.65,0.51,0.55,0.53,0.5,0.54,0.55,0.49,0.25,0.28,0.31,0.33,0.56,0.33,0.23,0.25,0.36,0.3,0.28,0.3,0.36,0.28,0.13,0.26,0.23,0.32,0.3,0.28,0.33,0.26,0.0,0.3,0.2,0.26,0.26,0.28,0.29,0.23,0.4,0.17,0.19,0.2,0.23,0.26,0.19,0.23,0.22,0.09,0.14,0.17,0.24,0.2,0.16,0.19,0.0,0.2,0.17,0.15,0.13,0.14,0.21,0.11,0.0,0.17,0.05,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.11,0.04,0.0,1.75,0.03,0.75,0.0,100.01
