,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,V,PYPL,HD,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,KO,T,PEP,CVX,AVGO,NKE,WMT,ACN,WFC,TXN,COST,MCD,QCOM,PM,HON,LIN,UPS,UNP,C,NEE,ORCL,LOW,MS,INTU,BA,SBUX,IBM,GS,AMAT,RTX,AMT,BLK,TGT,CAT,GE,MMM,AMD,DE,SCHW,AXP,NOW,CHTR,SPGI,MU,LMT,LRCX,PLD,FIS,MO,MDLZ,BKNG,CCI,ADP,TMUS,COP,PNC,TJX,USB,CME,DUK,GM,EQIX,EL,TFC,ATVI,CSX,FDX,CB,MMC,COF,CL,ICE,NSC,SHW,ITW,FISV,ADSK,SO,ADI,APD,MCO,D,ETN,F,Cash,NXPI,EMR,PGR,GPN,TWTR,WM,FCX,AON,NOC,ECL,ROP,DG,KLAC,NEM,JCI,CMG,EOG,PSA,DOW,MSCI,TEL,EBAY,KMB,TROW,TT,ROST,SLB,MET,LHX,SNPS,APTV,EXC,SPG,GD,SRE,DLR,INFO,AEP,EA,BK,DD,PPG,MCHP,PRU,PH,APH,AIG,STZ,ORLY,ALL,CARR,SYY,MPC,CDNS,PXD,TRV,WBA,IFF,MSI,GIS,PSX,MAR,CTSH,CMI,XLNX,HPQ,DFS,KMI,TDG,XEL,AZO,SBAC,WELL,PAYX,MNST,YUM,HLT,FRC,SWK,ADM,AFL,ROK,CTAS,OTIS,CTVA,WMB,VLO,FTNT,GLW,SWKS,AME,EFX,CBRE,AVB,NUE,n/a,KR,SIVB,STT,FAST,AMP,ZBRA,PEG,AWK,VRSK,ANSS,KEYS,WLTW,MTCH,AJG,LUV,CPRT,SUM
10/12/2021,6.9,6.82,4.43,2.42,2.62,2.42,1.62,1.96,1.6,1.57,1.2,0.94,1.09,1.06,0.96,0.99,1.01,0.85,0.81,0.77,0.87,0.68,0.67,0.81,0.71,0.65,0.59,0.66,0.64,0.63,0.6,0.61,0.63,0.61,0.55,0.62,0.57,0.44,0.46,0.46,0.47,0.41,0.44,0.45,0.48,0.48,0.45,0.45,0.45,0.39,0.4,0.4,0.41,0.35,0.42,0.37,0.37,0.35,0.33,0.35,0.31,0.39,0.3,0.36,0.35,0.37,0.27,0.32,0.24,0.27,0.24,0.29,0.23,0.26,0.25,0.3,0.22,0.27,0.22,0.31,0.26,0.24,0.26,0.22,0.24,0.26,0.2,0.22,0.25,0.19,0.23,0.17,0.25,0.24,0.23,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.2,0.28,0.18,0.18,0.18,0.19,0.18,0.0,0.16,0.18,0.16,0.15,0.16,0.19,0.15,0.21,0.18,0.17,0.15,0.15,0.16,0.13,0.15,0.17,0.16,0.14,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.24,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.1,0.0,86.77
10/13/2021,6.9,6.82,4.43,2.42,2.62,2.42,1.62,1.96,1.6,1.57,1.2,0.94,1.09,1.06,0.96,0.99,1.01,0.85,0.81,0.77,0.87,0.68,0.67,0.81,0.71,0.65,0.59,0.66,0.64,0.63,0.6,0.61,0.63,0.61,0.55,0.62,0.57,0.44,0.46,0.46,0.47,0.41,0.44,0.45,0.48,0.48,0.45,0.45,0.45,0.39,0.4,0.4,0.41,0.35,0.42,0.37,0.37,0.35,0.33,0.35,0.31,0.39,0.3,0.36,0.35,0.37,0.27,0.32,0.24,0.27,0.24,0.29,0.23,0.26,0.25,0.3,0.22,0.27,0.22,0.31,0.26,0.24,0.26,0.22,0.24,0.26,0.2,0.22,0.25,0.19,0.23,0.17,0.25,0.24,0.23,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.2,0.28,0.18,0.18,0.18,0.19,0.18,0.0,0.16,0.18,0.16,0.15,0.16,0.19,0.15,0.21,0.18,0.17,0.15,0.15,0.16,0.13,0.15,0.17,0.16,0.14,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.12,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.24,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.1,0.0,86.77
10/14/2021,6.94,6.85,4.4,2.4,2.62,2.42,1.61,1.99,1.6,1.54,1.18,0.93,1.11,1.07,0.94,0.98,1.0,0.85,0.81,0.74,0.86,0.67,0.67,0.82,0.72,0.65,0.58,0.67,0.64,0.63,0.6,0.62,0.64,0.6,0.55,0.62,0.57,0.44,0.46,0.46,0.47,0.41,0.44,0.45,0.47,0.49,0.46,0.44,0.44,0.39,0.41,0.4,0.4,0.36,0.42,0.37,0.37,0.35,0.33,0.36,0.32,0.39,0.29,0.36,0.34,0.37,0.27,0.32,0.24,0.28,0.24,0.3,0.22,0.27,0.26,0.3,0.22,0.27,0.21,0.31,0.26,0.24,0.26,0.22,0.24,0.26,0.2,0.23,0.25,0.18,0.23,0.17,0.25,0.25,0.23,0.2,0.22,0.2,0.22,0.19,0.19,0.19,0.2,0.28,0.18,0.18,0.18,0.19,0.18,0.0,0.15,0.18,0.17,0.14,0.15,0.19,0.16,0.21,0.18,0.16,0.15,0.15,0.16,0.13,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.14,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.12,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.24,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.0,0.0,86.75000000000001
10/15/2021,6.94,6.85,4.4,2.4,2.62,2.42,1.61,1.99,1.6,1.54,1.18,0.93,1.11,1.07,0.94,0.98,1.0,0.85,0.81,0.74,0.86,0.67,0.67,0.82,0.72,0.65,0.58,0.67,0.64,0.63,0.6,0.62,0.64,0.6,0.55,0.62,0.57,0.44,0.46,0.46,0.47,0.41,0.44,0.45,0.47,0.49,0.46,0.44,0.44,0.39,0.41,0.4,0.4,0.36,0.42,0.37,0.37,0.35,0.33,0.36,0.32,0.39,0.29,0.36,0.34,0.37,0.27,0.32,0.24,0.28,0.24,0.3,0.22,0.27,0.26,0.3,0.22,0.27,0.21,0.31,0.26,0.24,0.26,0.22,0.24,0.26,0.2,0.23,0.25,0.18,0.23,0.17,0.25,0.25,0.23,0.2,0.22,0.2,0.22,0.19,0.19,0.19,0.2,0.28,0.18,0.18,0.18,0.19,0.18,0.0,0.15,0.18,0.17,0.14,0.15,0.19,0.16,0.21,0.18,0.16,0.15,0.15,0.16,0.13,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.12,0.12,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.14,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.12,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.24,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.0,0.0,86.75000000000001
10/18/2021,6.86,6.92,4.39,2.38,2.62,2.42,1.59,2.02,1.65,1.49,1.16,0.96,1.11,1.06,0.92,0.97,1.01,0.88,0.8,0.75,0.86,0.65,0.66,0.85,0.71,0.64,0.56,0.67,0.64,0.63,0.61,0.61,0.65,0.57,0.54,0.61,0.56,0.44,0.47,0.46,0.48,0.42,0.44,0.44,0.49,0.48,0.47,0.45,0.45,0.37,0.4,0.39,0.4,0.37,0.41,0.37,0.38,0.36,0.32,0.34,0.32,0.41,0.28,0.36,0.33,0.39,0.27,0.33,0.23,0.28,0.24,0.31,0.23,0.27,0.26,0.3,0.22,0.27,0.21,0.3,0.26,0.24,0.25,0.23,0.24,0.25,0.2,0.23,0.24,0.18,0.23,0.17,0.24,0.25,0.22,0.2,0.22,0.21,0.22,0.19,0.19,0.19,0.2,0.28,0.19,0.18,0.18,0.19,0.18,0.0,0.15,0.17,0.16,0.14,0.15,0.19,0.16,0.21,0.18,0.17,0.15,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.12,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.13,0.11,0.11,0.13,0.12,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.24,0.0,0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.13,0.0,0.0,0.0,86.7
10/19/2021,6.86,6.9,4.5,2.33,2.6,2.4,1.59,2.07,1.64,1.5,1.18,0.96,1.12,1.06,0.94,0.97,1.03,0.88,0.8,0.75,0.84,0.65,0.67,0.85,0.7,0.64,0.55,0.66,0.64,0.63,0.61,0.61,0.65,0.6,0.54,0.61,0.55,0.44,0.46,0.46,0.48,0.42,0.45,0.44,0.48,0.47,0.47,0.45,0.46,0.36,0.4,0.39,0.41,0.36,0.41,0.37,0.38,0.36,0.33,0.35,0.32,0.41,0.28,0.37,0.34,0.39,0.26,0.32,0.23,0.28,0.24,0.31,0.23,0.27,0.25,0.3,0.22,0.27,0.21,0.3,0.25,0.24,0.24,0.23,0.23,0.25,0.2,0.23,0.25,0.18,0.23,0.17,0.24,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.2,0.19,0.2,0.28,0.19,0.18,0.18,0.19,0.19,0.0,0.15,0.17,0.16,0.14,0.15,0.19,0.17,0.21,0.18,0.17,0.15,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.15,0.13,0.11,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.12,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.0,0.13,0.0,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.13,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13,0.0,0.0,0.0,86.76
10/20/2021,6.86,6.9,4.5,2.33,2.6,2.4,1.59,2.07,1.64,1.5,1.18,0.96,1.12,1.06,0.94,0.97,1.03,0.88,0.8,0.75,0.84,0.65,0.67,0.85,0.7,0.64,0.55,0.66,0.64,0.63,0.61,0.61,0.65,0.6,0.54,0.61,0.55,0.44,0.46,0.46,0.48,0.42,0.45,0.44,0.48,0.47,0.47,0.45,0.46,0.36,0.4,0.39,0.41,0.36,0.41,0.37,0.38,0.36,0.33,0.35,0.32,0.41,0.28,0.37,0.34,0.39,0.26,0.32,0.23,0.28,0.24,0.31,0.23,0.27,0.25,0.3,0.22,0.27,0.21,0.3,0.25,0.24,0.24,0.23,0.23,0.25,0.2,0.23,0.25,0.18,0.23,0.17,0.24,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.2,0.19,0.2,0.28,0.19,0.18,0.18,0.19,0.19,0.0,0.15,0.17,0.16,0.14,0.15,0.19,0.17,0.21,0.18,0.17,0.15,0.15,0.16,0.14,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.15,0.14,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.13,0.15,0.13,0.11,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.12,0.0,0.11,0.12,0.11,0.11,0.13,0.12,0.0,0.13,0.0,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.13,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13,0.0,0.0,0.0,86.76
10/21/2021,6.91,6.93,4.53,2.4,2.61,2.41,1.57,2.12,1.66,1.5,1.17,0.96,1.13,1.04,0.94,0.94,1.03,0.89,0.79,0.73,0.85,0.64,0.66,0.85,0.7,0.63,0.54,0.66,0.64,0.63,0.61,0.61,0.65,0.61,0.54,0.62,0.55,0.44,0.46,0.46,0.48,0.42,0.45,0.43,0.48,0.48,0.47,0.44,0.46,0.36,0.4,0.38,0.42,0.37,0.41,0.36,0.38,0.37,0.33,0.34,0.32,0.42,0.28,0.36,0.34,0.39,0.27,0.33,0.23,0.27,0.24,0.31,0.23,0.27,0.25,0.29,0.22,0.27,0.21,0.3,0.25,0.23,0.24,0.23,0.23,0.25,0.2,0.22,0.25,0.18,0.23,0.17,0.23,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.2,0.19,0.2,0.28,0.19,0.18,0.18,0.19,0.18,0.0,0.15,0.17,0.16,0.14,0.16,0.18,0.17,0.21,0.18,0.16,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.12,0.15,0.12,0.11,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.11,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.13,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.1,0.0,0.0,86.8
10/22/2021,6.91,6.93,4.53,2.4,2.61,2.41,1.57,2.12,1.66,1.5,1.17,0.96,1.13,1.04,0.94,0.94,1.03,0.89,0.79,0.73,0.85,0.64,0.66,0.85,0.7,0.63,0.54,0.66,0.64,0.63,0.61,0.61,0.65,0.61,0.54,0.62,0.55,0.44,0.46,0.46,0.48,0.42,0.45,0.43,0.48,0.48,0.47,0.44,0.46,0.36,0.4,0.38,0.42,0.37,0.41,0.36,0.38,0.37,0.33,0.34,0.32,0.42,0.28,0.36,0.34,0.39,0.27,0.33,0.23,0.27,0.24,0.31,0.23,0.27,0.25,0.29,0.22,0.27,0.21,0.3,0.25,0.23,0.24,0.23,0.23,0.25,0.2,0.22,0.25,0.18,0.23,0.17,0.23,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.2,0.19,0.2,0.28,0.19,0.18,0.18,0.19,0.18,0.0,0.15,0.17,0.16,0.14,0.16,0.18,0.17,0.21,0.18,0.16,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.15,0.13,0.16,0.15,0.14,0.13,0.14,0.12,0.12,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.12,0.12,0.15,0.12,0.11,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.13,0.11,0.14,0.13,0.13,0.13,0.13,0.11,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.1,0.13,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.1,0.0,0.0,86.8
10/25/2021,6.97,6.88,4.45,2.42,2.57,2.38,1.58,2.09,1.64,1.52,1.16,0.91,1.13,1.02,0.93,0.92,1.04,0.9,0.8,0.75,0.83,0.66,0.67,0.84,0.7,0.63,0.55,0.66,0.65,0.63,0.6,0.62,0.65,0.61,0.55,0.62,0.54,0.44,0.45,0.46,0.48,0.42,0.45,0.43,0.49,0.47,0.48,0.44,0.46,0.36,0.4,0.38,0.41,0.36,0.41,0.37,0.38,0.37,0.33,0.35,0.31,0.42,0.29,0.36,0.34,0.4,0.27,0.32,0.23,0.28,0.24,0.32,0.23,0.26,0.25,0.28,0.22,0.27,0.21,0.3,0.27,0.23,0.25,0.23,0.23,0.25,0.2,0.21,0.25,0.18,0.23,0.17,0.24,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.19,0.19,0.2,0.28,0.19,0.18,0.19,0.19,0.19,0.0,0.16,0.17,0.16,0.14,0.16,0.19,0.17,0.21,0.18,0.16,0.15,0.15,0.15,0.13,0.15,0.17,0.16,0.15,0.13,0.16,0.14,0.15,0.13,0.14,0.12,0.12,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.13,0.11,0.14,0.12,0.13,0.13,0.13,0.12,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.0,0.13,0.0,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.24,0.0,0.13,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13,0.1,0.0,0.0,86.72999999999999
10/26/2021,6.94,6.91,4.34,2.3,2.49,2.32,1.59,2.2,1.68,1.53,1.16,0.84,1.16,1.02,0.93,0.92,1.05,0.91,0.79,0.74,0.88,0.65,0.6,0.84,0.69,0.63,0.54,0.66,0.65,0.63,0.62,0.63,0.67,0.62,0.55,0.64,0.53,0.44,0.45,0.44,0.48,0.44,0.46,0.43,0.49,0.48,0.48,0.44,0.48,0.35,0.4,0.34,0.41,0.37,0.41,0.38,0.38,0.37,0.33,0.34,0.31,0.43,0.28,0.37,0.36,0.4,0.27,0.32,0.23,0.28,0.23,0.32,0.23,0.26,0.25,0.28,0.23,0.27,0.2,0.3,0.27,0.23,0.25,0.23,0.24,0.25,0.21,0.23,0.25,0.18,0.24,0.17,0.24,0.26,0.22,0.19,0.22,0.21,0.22,0.19,0.19,0.2,0.2,0.29,0.19,0.19,0.19,0.19,0.19,0.0,0.16,0.17,0.17,0.14,0.15,0.19,0.16,0.22,0.18,0.16,0.16,0.15,0.16,0.14,0.16,0.17,0.16,0.15,0.13,0.17,0.14,0.16,0.13,0.14,0.13,0.12,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.12,0.13,0.15,0.13,0.12,0.14,0.11,0.11,0.12,0.13,0.12,0.14,0.15,0.11,0.14,0.11,0.14,0.12,0.13,0.14,0.13,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.0,0.13,0.11,0.11,0.0,0.11,0.11,0.13,0.11,0.0,0.12,0.0,0.11,0.12,0.12,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.24,0.0,0.14,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.14,0.1,0.0,0.1,86.72
