,SAVA,ZTS,LLY,CTLT,ELAN,JNJ,BMY,JAZZ,PFE,PRGO,RPRX,MRK,VTRS,ZOM,RETA,PCRX,ARVN,AXSM,NKTR,ITCI,OCUL,ENDP,SUPN,ACRS,PBH,CARA,ZGNX,CORT,RVNC,OMER,TXMD,AERI,PRVB,AMRX,INVA,COLL,NUVB,NGM,OGN,TBPH,MRNS,PHAT,BDSI,ATRS,AMPH,PAHC,RLMD,DURECT Corporation,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SDA.AX,DRRX,002810.KS,GVMXX,SSIXX,603121.SS,n/a,FULC,AVIR,HRMY,ESPR,ATHA,ANIP,SUM
10/18/2021,4.7,4.32,4.41,4.18,4.34,4.28,4.08,4.55,4.08,4.64,4.3,4.76,4.36,0.0,3.96,2.24,3.54,4.12,1.65,2.19,1.06,3.47,1.54,0.9,1.34,0.74,1.44,1.19,1.02,0.34,0.0,0.55,0.79,0.5,1.0,0.61,0.55,0.55,4.43,0.59,0.38,0.27,0.2,0.33,0.46,0.3,0.36,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,4.39,4.37,4.44,4.18,4.36,4.32,4.13,4.67,4.07,4.58,4.46,4.77,4.36,0.0,3.92,2.22,3.44,4.08,1.67,2.19,1.05,3.5,1.57,0.88,1.35,0.73,1.44,1.12,1.03,0.34,0.0,0.55,0.78,0.5,1.0,0.61,0.56,0.53,4.61,0.59,0.37,0.27,0.21,0.33,0.46,0.31,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,100.02
10/20/2021,4.39,4.37,4.44,4.18,4.36,4.32,4.13,4.67,4.07,4.58,4.46,4.77,4.36,0.0,3.92,2.22,3.44,4.08,1.67,2.19,1.05,3.5,1.57,0.88,1.35,0.73,1.44,1.12,1.03,0.34,0.0,0.55,0.78,0.5,1.0,0.61,0.56,0.53,4.61,0.59,0.37,0.27,0.21,0.33,0.46,0.31,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,4.49,4.44,4.52,4.29,4.36,4.34,4.08,4.72,4.1,4.64,4.36,4.76,4.43,0.0,3.88,2.24,3.37,4.23,1.6,2.35,1.09,3.54,1.54,0.85,1.37,0.71,1.41,1.08,0.64,0.25,0.0,0.54,0.77,0.5,0.99,0.62,0.56,0.52,4.65,0.57,0.36,0.23,0.21,0.34,0.46,0.31,0.34,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,4.2,4.43,4.54,4.34,4.38,4.4,4.09,4.8,4.14,4.68,4.39,4.85,4.41,0.0,3.94,2.19,3.35,4.09,1.61,2.34,1.08,3.54,1.47,0.85,1.35,0.71,1.41,1.1,0.63,0.28,0.0,0.55,0.78,0.5,0.99,0.62,0.58,0.53,4.64,0.58,0.37,0.25,0.22,0.34,0.46,0.3,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,4.08,4.47,4.47,4.27,4.47,4.34,4.06,4.75,4.17,4.65,4.33,4.91,4.51,0.0,3.9,2.2,3.53,4.12,1.59,2.37,1.01,3.78,1.45,0.84,1.36,0.71,1.4,1.05,0.71,0.28,0.0,0.47,0.77,0.5,0.98,0.61,0.55,0.52,4.63,0.57,0.36,0.24,0.21,0.35,0.46,0.31,0.34,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,4.08,4.47,4.47,4.27,4.47,4.34,4.06,4.75,4.17,4.65,4.33,4.91,4.51,0.0,3.9,2.2,3.53,4.12,1.59,2.37,1.01,3.78,1.45,0.84,1.36,0.71,1.4,1.05,0.71,0.28,0.0,0.47,0.77,0.5,0.98,0.61,0.55,0.52,4.63,0.57,0.36,0.24,0.21,0.35,0.46,0.31,0.34,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,100.0
10/27/2021,4.03,4.5,4.55,4.31,4.54,4.38,4.07,4.81,4.23,4.66,4.35,4.93,4.51,0.0,3.86,2.19,3.43,4.07,1.58,2.4,0.65,3.82,1.47,0.86,1.37,0.7,1.42,1.05,0.7,0.29,0.0,0.44,0.78,0.5,0.98,0.62,0.55,0.52,4.7,0.57,0.36,0.24,0.21,0.35,0.46,0.32,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,100.03
10/28/2021,4.2,4.55,4.55,4.23,4.53,4.37,4.07,4.72,4.21,4.58,4.36,4.95,4.45,0.0,3.85,2.19,3.41,3.97,1.55,2.39,0.69,3.94,1.49,0.84,1.38,0.73,1.45,1.01,0.64,0.28,0.0,0.42,0.78,0.5,0.95,0.62,0.58,0.51,4.85,0.57,0.36,0.25,0.21,0.35,0.46,0.32,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,3.93,4.6,4.74,4.41,4.42,4.37,4.05,4.46,4.24,4.58,4.45,5.28,4.33,0.0,3.84,2.18,3.52,4.04,1.56,2.47,0.64,3.56,1.47,0.88,1.38,0.94,1.39,1.0,0.63,0.28,0.0,0.42,0.78,0.48,1.04,0.59,0.56,0.51,4.83,0.59,0.37,0.2,0.21,0.34,0.44,0.31,0.34,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,99.98
11/05/2021,4.96,4.43,4.64,4.28,4.11,4.29,4.01,4.34,4.31,4.58,4.28,5.24,4.33,0.0,3.77,2.16,3.58,3.89,1.56,2.52,0.64,4.12,1.44,0.84,1.35,0.93,1.35,0.98,0.63,0.3,0.0,0.46,0.78,0.49,1.04,0.57,0.52,0.5,4.66,0.57,0.38,0.19,0.21,0.34,0.45,0.29,0.35,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.0,100.01
11/08/2021,6.98,4.41,4.74,3.93,4.12,4.13,3.93,4.15,4.03,4.42,4.31,5.16,4.15,0.0,3.8,2.2,3.64,3.89,1.51,2.4,0.61,3.88,1.46,0.83,1.33,0.91,1.35,1.05,0.59,0.31,0.0,0.47,0.75,0.42,1.0,0.53,0.52,0.51,4.48,0.59,0.38,0.19,0.17,0.32,0.44,0.29,0.35,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.0,99.97
11/09/2021,7.43,4.33,4.58,3.67,4.22,4.05,3.9,4.15,4.41,4.39,4.25,4.6,4.12,0.0,3.88,2.24,3.43,3.78,1.2,2.3,0.6,4.8,1.48,0.8,1.34,0.92,1.35,1.07,0.58,0.31,0.0,0.47,0.79,0.42,1.01,0.52,0.5,0.54,4.43,0.62,0.38,0.17,0.16,0.33,0.44,0.29,0.36,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.0,100.03
11/10/2021,7.43,4.33,4.58,3.67,4.22,4.05,3.9,4.15,4.41,4.39,4.25,4.6,4.12,0.0,3.88,2.24,3.43,3.78,1.2,2.3,0.6,4.8,1.48,0.8,1.34,0.92,1.35,1.07,0.58,0.31,0.0,0.47,0.79,0.42,1.01,0.52,0.5,0.54,4.43,0.62,0.38,0.17,0.16,0.33,0.44,0.29,0.36,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.22,0.11,0.0,0.0,0.0,0.0,0.0,100.03
11/24/2021,4.69,4.88,4.86,4.12,4.29,4.35,4.09,4.26,4.97,4.2,4.82,4.9,4.23,0.0,3.56,2.32,3.35,3.63,1.14,2.24,0.62,5.19,1.66,0.72,1.34,0.78,1.21,1.28,0.62,0.35,0.0,0.41,0.78,0.4,1.02,0.55,0.53,0.54,4.12,0.61,0.39,0.17,0.16,0.33,0.49,0.3,0.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,99.97
11/25/2021,4.69,4.88,4.86,4.12,4.29,4.35,4.09,4.26,4.97,4.2,4.82,4.9,4.23,0.0,3.56,2.32,3.35,3.63,1.14,2.24,0.62,5.19,1.66,0.72,1.34,0.78,1.21,1.28,0.62,0.35,0.0,0.41,0.78,0.4,1.02,0.55,0.53,0.54,4.12,0.61,0.39,0.17,0.16,0.33,0.49,0.3,0.3,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,99.97
11/26/2021,4.66,4.85,4.91,4.17,4.31,4.32,4.08,4.32,5.03,4.03,4.88,5.06,4.28,0.0,3.37,2.27,3.34,3.73,1.11,2.35,0.62,5.15,1.59,0.67,1.36,0.75,1.14,1.27,0.62,0.34,0.0,0.4,0.9,0.4,1.03,0.55,0.54,0.51,4.13,0.62,0.38,0.17,0.16,0.32,0.51,0.31,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.0,99.98
11/29/2021,5.13,4.82,4.9,4.21,4.13,4.29,4.03,4.3,5.0,3.98,4.89,5.01,4.23,0.0,3.38,2.26,3.17,3.86,1.12,2.43,0.64,5.08,1.58,0.7,1.37,0.74,1.13,1.26,0.62,0.34,0.0,0.42,0.93,0.41,1.03,0.54,0.45,0.5,4.17,0.62,0.38,0.17,0.16,0.32,0.5,0.31,0.29,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,5.04,4.83,4.96,4.39,4.13,4.35,4.09,4.21,5.41,3.95,4.97,4.92,4.22,0.0,3.3,2.2,3.23,3.83,1.11,2.41,0.62,4.99,1.55,0.68,1.33,0.72,1.09,1.23,0.59,0.33,0.0,0.41,0.9,0.38,1.04,0.54,0.49,0.51,4.19,0.6,0.37,0.17,0.15,0.32,0.49,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,5.04,4.83,4.96,4.39,4.13,4.35,4.09,4.21,5.41,3.95,4.97,4.92,4.22,0.0,3.3,2.2,3.23,3.83,1.11,2.41,0.62,4.99,1.55,0.68,1.33,0.72,1.09,1.23,0.59,0.33,0.0,0.41,0.9,0.38,1.04,0.54,0.49,0.51,4.19,0.6,0.37,0.17,0.15,0.32,0.49,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,5.01,5.01,4.94,4.52,4.2,4.44,4.02,4.22,5.33,3.98,4.99,4.73,4.21,0.0,3.38,2.21,3.18,3.62,1.11,2.37,0.63,5.09,1.57,0.67,1.34,0.72,1.08,1.23,0.59,0.32,0.0,0.41,0.85,0.39,1.05,0.54,0.54,0.49,4.19,0.6,0.37,0.16,0.15,0.32,0.48,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,100.03
12/06/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/07/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/08/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/09/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/10/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/13/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/14/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/15/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/16/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/17/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/20/2021,4.51,5.09,4.89,4.38,4.07,4.44,4.15,4.31,5.5,3.87,4.77,4.75,4.18,0.0,3.61,2.37,3.27,3.58,1.16,2.27,0.64,4.68,1.63,0.7,1.41,0.75,1.21,1.27,0.71,0.34,0.0,0.45,0.91,0.39,1.05,0.55,0.55,0.53,4.14,0.64,0.35,0.16,0.15,0.33,0.51,0.3,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.0,0.0,100.01
12/21/2021,4.06,5.38,5.31,4.33,4.03,4.79,4.64,4.42,6.2,4.1,4.76,4.9,4.49,0.0,1.24,2.56,3.15,3.81,1.4,2.32,0.69,3.38,1.51,0.78,1.45,0.73,1.36,1.12,0.8,0.34,0.0,0.35,0.81,0.4,1.11,0.58,0.54,0.53,4.24,0.84,0.36,0.17,0.14,0.33,0.55,0.29,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,99.98
12/22/2021,4.06,5.38,5.31,4.33,4.03,4.79,4.64,4.42,6.2,4.1,4.76,4.9,4.49,0.0,1.24,2.56,3.15,3.81,1.4,2.32,0.69,3.38,1.51,0.78,1.45,0.73,1.36,1.12,0.8,0.34,0.0,0.35,0.81,0.4,1.11,0.58,0.54,0.53,4.24,0.84,0.36,0.17,0.14,0.33,0.55,0.29,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,99.98
12/23/2021,3.62,4.39,4.68,4.24,4.37,4.4,4.75,4.47,5.02,4.56,4.41,4.56,4.36,0.0,1.67,2.2,2.81,2.94,1.78,2.01,0.7,2.35,1.03,0.66,1.01,0.87,0.74,1.14,1.23,0.63,0.0,0.69,0.24,0.41,1.1,0.51,0.36,0.56,4.43,0.48,0.19,0.0,0.0,0.2,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.14,4.61,1.36,0.89,0.32,0.25,99.97
12/24/2021,4.21,4.36,4.61,4.32,4.37,4.29,4.63,4.38,4.74,4.56,4.41,4.42,4.38,0.0,1.6,2.15,2.87,3.03,1.83,2.1,0.69,2.43,1.01,0.66,1.01,0.85,0.74,1.1,1.24,0.58,0.0,0.67,0.23,0.41,1.05,0.5,0.36,0.57,4.4,0.48,0.19,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.13,4.52,1.35,0.86,0.32,0.25,100.01
12/27/2021,4.15,4.38,4.58,4.28,4.26,4.26,4.63,4.37,4.74,4.52,4.4,4.4,4.38,0.0,1.52,2.18,2.84,2.99,1.85,2.14,0.68,2.51,1.03,0.69,1.02,0.84,0.76,1.05,1.24,0.59,0.0,0.68,0.23,0.44,1.07,0.51,0.35,0.55,4.39,0.46,0.2,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.13,4.77,1.36,0.86,0.33,0.25,100.01
12/28/2021,4.18,4.37,4.67,4.26,4.31,4.24,4.59,4.36,4.64,4.51,4.44,4.35,4.48,0.0,1.55,2.21,2.93,3.03,1.83,2.2,0.7,2.57,1.02,0.69,1.0,0.86,0.78,1.04,1.24,0.59,0.0,0.7,0.23,0.44,1.07,0.51,0.35,0.55,4.39,0.46,0.21,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.13,4.73,1.39,0.89,0.33,0.26,100.01
12/29/2021,4.18,4.37,4.67,4.26,4.31,4.24,4.59,4.36,4.64,4.51,4.44,4.35,4.48,0.0,1.55,2.21,2.93,3.03,1.83,2.2,0.7,2.57,1.02,0.69,1.0,0.86,0.78,1.04,1.24,0.59,0.0,0.7,0.23,0.44,1.07,0.51,0.35,0.55,4.39,0.46,0.21,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.13,4.73,1.39,0.89,0.33,0.26,100.01
12/30/2021,4.42,4.43,4.74,4.29,4.3,4.26,4.6,4.39,4.66,4.52,4.42,4.38,4.48,0.0,1.48,2.2,2.9,2.91,1.79,2.27,0.66,2.49,1.03,0.68,1.0,0.86,0.77,1.03,1.2,0.56,0.0,0.6,0.23,0.44,1.08,0.52,0.35,0.54,4.35,0.46,0.21,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.1,4.88,1.39,0.84,0.32,0.25,100.01
12/31/2021,4.24,4.44,4.76,4.31,4.34,4.33,4.65,4.47,4.62,4.58,4.49,4.45,4.52,0.0,1.45,2.22,2.89,2.94,1.77,2.26,0.65,2.44,1.02,0.66,1.02,0.84,0.79,1.02,1.2,0.54,0.0,0.6,0.22,0.44,1.07,0.52,0.35,0.54,4.37,0.46,0.21,0.0,0.0,0.21,0.27,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.07,4.76,1.37,0.82,0.32,0.25,100.01
01/03/2022,4.18,4.46,4.78,4.42,4.32,4.38,4.67,4.4,4.66,4.51,4.46,4.47,4.49,0.0,1.47,2.21,2.9,3.02,1.65,2.24,0.68,2.41,1.01,0.65,1.02,0.85,0.79,1.03,1.18,0.52,0.0,0.59,0.22,0.43,1.07,0.51,0.37,0.53,4.5,0.48,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.07,4.74,1.39,0.83,0.32,0.24,100.06
01/03/2022,4.18,4.46,4.78,4.42,4.32,4.38,4.67,4.4,4.66,4.51,4.46,4.47,4.49,0.0,1.47,2.21,2.9,3.02,1.65,2.24,0.68,2.41,1.01,0.65,1.02,0.85,0.79,1.03,1.18,0.52,0.0,0.59,0.22,0.43,1.07,0.51,0.37,0.53,4.5,0.48,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.07,4.74,1.39,0.83,0.32,0.24,100.06
01/03/2022,4.18,4.46,4.78,4.42,4.32,4.38,4.67,4.4,4.66,4.51,4.46,4.47,4.49,0.0,1.47,2.21,2.9,3.02,1.65,2.24,0.68,2.41,1.01,0.65,1.02,0.85,0.79,1.03,1.18,0.52,0.0,0.59,0.22,0.43,1.07,0.51,0.37,0.53,4.5,0.48,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.07,4.74,1.39,0.83,0.32,0.24,100.06
01/04/2022,4.18,4.46,4.78,4.42,4.32,4.38,4.67,4.4,4.66,4.51,4.46,4.47,4.49,0.0,1.47,2.21,2.9,3.02,1.65,2.24,0.68,2.41,1.01,0.65,1.02,0.85,0.79,1.03,1.18,0.52,0.0,0.59,0.22,0.43,1.07,0.51,0.37,0.53,4.5,0.48,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.07,4.74,1.39,0.83,0.32,0.24,100.06
01/05/2022,4.19,4.46,4.79,4.43,4.29,4.37,4.68,4.39,4.73,4.5,4.46,4.46,4.51,0.0,1.47,2.19,3.0,3.02,1.6,2.27,0.68,2.31,0.98,0.66,1.0,0.84,0.79,1.06,1.17,0.51,0.0,0.58,0.21,0.42,1.06,0.5,0.37,0.54,4.48,0.48,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.12,4.7,1.37,0.84,0.34,0.24,100.0
01/10/2022,4.84,4.09,4.62,4.16,4.21,4.51,4.74,4.7,4.52,4.79,4.47,4.72,4.97,0.0,1.69,2.27,2.68,2.72,1.55,2.02,0.66,2.24,0.99,0.61,1.03,0.83,0.83,1.05,1.13,0.51,0.0,0.61,0.21,0.42,1.11,0.52,0.3,0.53,4.77,0.57,0.2,0.0,0.0,0.21,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0,4.2,1.34,0.75,0.34,0.24,100.0
01/11/2022,4.72,3.96,4.61,4.1,4.2,4.56,4.84,4.75,4.58,4.84,4.62,4.8,5.04,0.0,1.65,2.24,2.59,2.69,1.54,1.91,0.65,2.25,1.03,0.59,1.02,0.84,0.82,1.04,1.2,0.51,0.0,0.66,0.2,0.42,1.11,0.52,0.3,0.53,4.89,0.58,0.2,0.0,0.0,0.21,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.99,4.12,1.25,0.71,0.32,0.23,100.04
01/12/2022,4.72,3.96,4.61,4.1,4.2,4.56,4.84,4.75,4.58,4.84,4.62,4.8,5.04,0.0,1.65,2.24,2.59,2.69,1.54,1.91,0.65,2.25,1.03,0.59,1.02,0.84,0.82,1.04,1.2,0.51,0.0,0.66,0.2,0.42,1.11,0.52,0.3,0.53,4.89,0.58,0.2,0.0,0.0,0.21,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.99,4.12,1.25,0.71,0.32,0.23,100.04
01/13/2022,4.72,3.96,4.61,4.1,4.2,4.56,4.84,4.75,4.58,4.84,4.62,4.8,5.04,0.0,1.65,2.24,2.59,2.69,1.54,1.91,0.65,2.25,1.03,0.59,1.02,0.84,0.82,1.04,1.2,0.51,0.0,0.66,0.2,0.42,1.11,0.52,0.3,0.53,4.89,0.58,0.2,0.0,0.0,0.21,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.99,4.12,1.25,0.71,0.32,0.23,100.04
01/14/2022,4.78,3.91,4.56,4.09,4.31,4.4,4.94,5.18,4.56,4.87,4.68,4.78,5.12,0.0,1.66,2.27,2.6,2.65,1.47,1.76,0.65,2.28,1.02,0.58,0.98,0.85,0.79,1.03,1.09,0.5,0.0,0.71,0.19,0.42,1.06,0.51,0.29,0.51,4.84,0.49,0.19,0.0,0.0,0.21,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.99,4.17,1.21,0.7,0.31,0.23,99.99
