,BRKR,PRGO,UHS,HRC,CHE,PINC,XRAY,EHC,ENSG,VRT,PEGA,BRKS,JBL,JNPR,CABO,SAIC,POWI,AEIS,SNX,NATI,XRX,AMKR,OLED,CDK,CCMP,DKS,AEO,WING,AAP,HOG,WEN,CHH,TPD.,IPG,LEG,FL,SCI,WMG,NXST,BWA,FUO.,FBHS,PHM,WH,NWL,NWSA,PII,TOL,WHR,PAG,TNL,LEA,COLM,ARMK,GNTX,HBI,KSS,SEB,TRGP,WSM,LANC,LAD,CHDN,KBH,NYT,DVN,LW,OVV,MRO,REYN,THO,INGR,FANG,ACI,FLO,ADT,BG,XEC,SEE,TXT,APA,AWI,AM,CSL,CASY,MAN,MSA,WSO,RHI,DCI,LII,ALLE,WMS,BAH,EME,G,GGG,JKHY,LECO,NDSN,SSD,TTC,WDFC,OSK,SON,OC,SC,EXP,BC,AYI,AOS,CCK,JBT,WWD,TPL,PWR,MSM,LPX,ITT,HII,FLS,ESI,CW,CR,ATR,MDU,WRK,VVV,VMI,CC,S9Q.,SNA,SLGN,RPM,COG,MMS,LSTR,KNX,KBR,HUBB,GPK,CHRW,APO,ALSN,NRG,UGI,WU,CG,TTEK,GRA,LFUS,HFC,EXPO,CNP,AGCO,LSI,NFG,VST,STLD,RBC,QTS,OLN,OGE,MKSI,EVRG,WTRG,CUBE,CPT,BWXT,LNT,AAON,NI,VER,RGLD,RXN,PNW,AFG,ELS,CBOE,AMH,AL,CF,SLG,POR,RYN,REXR,SAFE,STAG,SLM,SRC,TRNO,TW,UDR,ORI,OGS,MORN,IRM,COR,ARES,ATO,CLF,AMG,REG,LAMR,ACC,IFF,BRO,TPX,DLB,SPR,EGP,BKH,IDA,FR,FRT,HE,IIPR,LB,TXRH,CRI,RL,GPS,VNT,CLR,NEU,RS,ASH,KWR,TKR,SMG,HUN,MOS,WLK,X,WPC,ORA,COLD,HTA,CUZ,US Dollar,BBWI WI,NYCB,JEF,n/a,PSB,CONE,FDS,MTG,KIM,LPLA,ZION,WAL,CMA,LNC,SBNY,ZWS,CTRA,RRX,FAF,OGN,SEM,MCFE,CTXS,LUMN,M,HAS,TPR,VAC,HRB,SJM,CHK,CPB,TAP,WTS,ENS,TTEC,ADS,HWM,PKG,EXPI,AVNT,EVR,UFPI,IBKR,BCPC,HLI,AXS,VOYA,EQH,LAZ,NSA,ERIE,SUM
08/23/2021,1.48,1.16,1.38,1.56,1.3,1.46,1.27,1.33,1.23,0.72,0.68,0.6,0.74,0.87,0.87,0.7,0.88,0.54,0.74,0.7,0.7,0.76,0.67,0.6,0.59,0.43,0.35,0.42,0.42,0.35,0.41,0.39,0.0,0.45,0.37,0.36,0.49,0.41,0.39,0.36,0.0,0.27,0.39,0.39,0.36,0.35,0.37,0.41,0.41,0.46,0.34,0.36,0.41,0.36,0.39,0.41,0.41,0.35,0.29,0.41,0.32,0.4,0.38,0.41,0.46,0.28,0.27,0.23,0.25,0.32,0.4,0.32,0.23,0.49,0.34,0.0,0.32,0.0,0.28,0.28,0.24,0.27,0.27,0.3,0.35,0.28,0.27,0.27,0.32,0.29,0.26,0.28,0.27,0.27,0.27,0.32,0.28,0.3,0.29,0.29,0.28,0.28,0.31,0.25,0.27,0.26,0.23,0.29,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.3,0.26,0.27,0.29,0.27,0.26,0.24,0.27,0.29,0.26,0.29,0.26,0.23,0.28,0.23,0.0,0.27,0.28,0.26,0.27,0.27,0.28,0.3,0.72,0.3,0.3,0.26,0.0,0.26,0.25,0.23,0.26,0.0,0.31,0.0,0.3,0.27,0.36,0.25,0.28,0.24,0.0,0.0,0.28,0.31,0.0,0.23,0.24,0.0,0.26,0.25,0.23,0.23,0.26,0.26,0.31,0.24,0.0,0.24,0.33,0.23,0.0,0.24,0.0,0.0,0.27,0.0,0.0,0.26,0.0,0.23,0.24,0.24,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.23,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.73,0.23,0.0,0.25,0.26,0.0,0.0,0.25,0.25,0.0,0.38,0.4,0.4,0.33,0.29,0.28,0.26,0.25,0.24,0.25,0.23,0.0,0.23,0.23,0.23,0.29,0.0,0.23,0.0,0.23,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
08/24/2021,1.47,1.19,1.39,1.57,1.3,1.44,1.26,1.32,1.25,0.72,0.69,0.6,0.75,0.87,0.87,0.69,0.89,0.53,0.75,0.7,0.7,0.76,0.66,0.59,0.58,0.44,0.35,0.43,0.41,0.35,0.41,0.39,0.0,0.45,0.37,0.38,0.48,0.41,0.39,0.35,0.0,0.27,0.39,0.39,0.36,0.35,0.37,0.42,0.41,0.46,0.34,0.36,0.41,0.36,0.38,0.41,0.42,0.34,0.3,0.41,0.32,0.39,0.39,0.42,0.46,0.28,0.27,0.23,0.25,0.32,0.41,0.32,0.23,0.49,0.34,0.0,0.31,0.0,0.28,0.29,0.23,0.27,0.27,0.3,0.34,0.28,0.27,0.27,0.32,0.29,0.26,0.28,0.27,0.27,0.27,0.32,0.28,0.3,0.29,0.29,0.28,0.28,0.3,0.25,0.27,0.26,0.22,0.29,0.28,0.27,0.27,0.3,0.27,0.27,0.26,0.29,0.26,0.27,0.28,0.27,0.26,0.24,0.27,0.3,0.26,0.29,0.26,0.23,0.28,0.22,0.0,0.27,0.28,0.26,0.26,0.27,0.28,0.3,0.71,0.3,0.3,0.26,0.0,0.26,0.25,0.23,0.26,0.0,0.31,0.0,0.3,0.28,0.36,0.25,0.28,0.24,0.0,0.22,0.28,0.31,0.0,0.24,0.24,0.0,0.26,0.25,0.23,0.23,0.27,0.26,0.31,0.24,0.0,0.24,0.33,0.22,0.0,0.23,0.0,0.0,0.27,0.0,0.0,0.26,0.0,0.23,0.24,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.22,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.73,0.23,0.0,0.25,0.26,0.0,0.0,0.24,0.25,0.0,0.38,0.41,0.4,0.34,0.29,0.28,0.26,0.25,0.24,0.25,0.22,0.0,0.23,0.24,0.23,0.28,0.0,0.0,0.0,0.23,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94999999999999
08/25/2021,1.47,1.19,1.39,1.57,1.3,1.44,1.26,1.32,1.25,0.72,0.69,0.6,0.75,0.87,0.87,0.69,0.89,0.53,0.75,0.7,0.7,0.76,0.66,0.59,0.58,0.44,0.35,0.43,0.41,0.35,0.41,0.39,0.0,0.45,0.37,0.38,0.48,0.41,0.39,0.35,0.0,0.27,0.39,0.39,0.36,0.35,0.37,0.42,0.41,0.46,0.34,0.36,0.41,0.36,0.38,0.41,0.42,0.34,0.3,0.41,0.32,0.39,0.39,0.42,0.46,0.28,0.27,0.23,0.25,0.32,0.41,0.32,0.23,0.49,0.34,0.0,0.31,0.0,0.28,0.29,0.23,0.27,0.27,0.3,0.34,0.28,0.27,0.27,0.32,0.29,0.26,0.28,0.27,0.27,0.27,0.32,0.28,0.3,0.29,0.29,0.28,0.28,0.3,0.25,0.27,0.26,0.22,0.29,0.28,0.27,0.27,0.3,0.27,0.27,0.26,0.29,0.26,0.27,0.28,0.27,0.26,0.24,0.27,0.3,0.26,0.29,0.26,0.23,0.28,0.22,0.0,0.27,0.28,0.26,0.26,0.27,0.28,0.3,0.71,0.3,0.3,0.26,0.0,0.26,0.25,0.23,0.26,0.0,0.31,0.0,0.3,0.28,0.36,0.25,0.28,0.24,0.0,0.22,0.28,0.31,0.0,0.24,0.24,0.0,0.26,0.25,0.23,0.23,0.27,0.26,0.31,0.24,0.0,0.24,0.33,0.22,0.0,0.23,0.0,0.0,0.27,0.0,0.0,0.26,0.0,0.23,0.24,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.22,0.23,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.73,0.23,0.0,0.25,0.26,0.0,0.0,0.24,0.25,0.0,0.38,0.41,0.4,0.34,0.29,0.28,0.26,0.25,0.24,0.25,0.22,0.0,0.23,0.24,0.23,0.28,0.0,0.0,0.0,0.23,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94999999999999
08/26/2021,1.52,1.46,1.41,1.33,1.33,1.32,1.28,1.23,1.19,1.02,0.91,0.87,0.83,0.8,0.77,0.79,0.75,0.77,0.79,0.73,0.73,0.75,0.7,0.69,0.64,0.56,0.55,0.53,0.48,0.49,0.5,0.47,0.0,0.48,0.49,0.47,0.45,0.45,0.45,0.45,0.0,0.45,0.45,0.44,0.44,0.43,0.44,0.44,0.42,0.4,0.42,0.41,0.4,0.42,0.4,0.41,0.4,0.37,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.36,0.37,0.36,0.35,0.36,0.35,0.36,0.35,0.35,0.34,0.34,0.34,0.35,0.33,0.34,0.32,0.32,0.31,0.31,0.32,0.3,0.29,0.31,0.29,0.3,0.3,0.3,0.28,0.29,0.28,0.28,0.29,0.29,0.3,0.28,0.29,0.29,0.28,0.28,0.28,0.26,0.28,0.28,0.3,0.29,0.28,0.29,0.27,0.28,0.28,0.27,0.29,0.27,0.27,0.28,0.27,0.27,0.26,0.27,0.27,0.27,0.26,0.27,0.26,0.0,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.27,0.27,0.27,0.26,0.25,0.26,0.24,0.26,0.25,0.24,0.24,0.24,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.24,0.26,0.24,0.26,0.23,0.23,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.23,0.22,0.23,0.24,0.22,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.22,0.0,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.23,0.22,0.46,0.43,0.26,0.22,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42000000000002
08/27/2021,1.5,1.17,1.38,1.51,1.28,1.43,1.25,1.31,1.23,0.72,0.69,0.61,0.74,0.87,0.85,0.69,0.91,0.55,0.74,0.71,0.7,0.78,0.67,0.59,0.6,0.46,0.36,0.43,0.4,0.35,0.4,0.4,0.0,0.45,0.37,0.39,0.46,0.4,0.4,0.36,0.0,0.27,0.39,0.39,0.36,0.35,0.37,0.42,0.41,0.46,0.36,0.37,0.42,0.37,0.38,0.41,0.44,0.34,0.31,0.42,0.31,0.4,0.4,0.42,0.46,0.3,0.27,0.25,0.26,0.31,0.41,0.31,0.25,0.47,0.32,0.0,0.32,0.0,0.28,0.29,0.26,0.27,0.27,0.3,0.34,0.28,0.26,0.26,0.32,0.3,0.26,0.28,0.28,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.27,0.3,0.25,0.26,0.27,0.22,0.3,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.3,0.26,0.27,0.29,0.27,0.26,0.24,0.27,0.3,0.26,0.28,0.26,0.23,0.28,0.24,0.0,0.28,0.28,0.26,0.26,0.26,0.28,0.3,0.72,0.3,0.3,0.26,0.0,0.26,0.25,0.23,0.26,0.0,0.31,0.0,0.3,0.29,0.35,0.24,0.28,0.23,0.0,0.23,0.29,0.31,0.0,0.25,0.24,0.22,0.26,0.24,0.23,0.22,0.27,0.25,0.3,0.23,0.0,0.24,0.33,0.0,0.0,0.23,0.0,0.0,0.27,0.0,0.0,0.25,0.0,0.0,0.23,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.22,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.45,0.72,0.24,0.0,0.24,0.25,0.0,0.0,0.24,0.26,0.0,0.38,0.41,0.41,0.34,0.29,0.3,0.26,0.25,0.24,0.25,0.23,0.0,0.23,0.25,0.23,0.28,0.0,0.22,0.0,0.23,0.0,0.0,0.51,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.00999999999999
08/30/2021,1.51,1.14,1.39,1.52,1.29,1.39,1.25,1.3,1.21,0.73,0.69,0.61,0.75,0.87,0.86,0.69,0.92,0.56,0.75,0.7,0.68,0.79,0.66,0.59,0.61,0.54,0.33,0.43,0.41,0.34,0.4,0.4,0.0,0.45,0.37,0.38,0.46,0.42,0.39,0.35,0.0,0.27,0.39,0.4,0.37,0.35,0.36,0.44,0.41,0.46,0.36,0.36,0.42,0.37,0.37,0.41,0.42,0.34,0.3,0.47,0.3,0.39,0.41,0.42,0.46,0.31,0.26,0.25,0.26,0.31,0.41,0.32,0.24,0.47,0.32,0.0,0.32,0.0,0.28,0.29,0.25,0.27,0.28,0.3,0.34,0.28,0.26,0.26,0.32,0.3,0.26,0.28,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.28,0.3,0.25,0.26,0.27,0.22,0.3,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.31,0.26,0.29,0.29,0.27,0.26,0.24,0.28,0.3,0.26,0.28,0.26,0.23,0.28,0.24,0.0,0.28,0.28,0.26,0.26,0.26,0.29,0.31,0.73,0.3,0.3,0.26,0.0,0.26,0.25,0.23,0.26,0.0,0.31,0.0,0.3,0.29,0.35,0.23,0.29,0.23,0.0,0.23,0.28,0.31,0.0,0.25,0.24,0.22,0.26,0.24,0.23,0.23,0.27,0.25,0.3,0.23,0.0,0.23,0.33,0.0,0.0,0.23,0.0,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.25,0.0,0.46,0.73,0.23,0.0,0.24,0.24,0.0,0.0,0.23,0.26,0.0,0.38,0.4,0.39,0.31,0.3,0.3,0.26,0.24,0.24,0.25,0.22,0.0,0.24,0.24,0.23,0.27,0.0,0.22,0.0,0.23,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.03
08/31/2021,1.5,1.13,1.38,1.51,1.29,1.37,1.27,1.28,1.23,0.73,0.7,0.63,0.75,0.86,0.86,0.68,0.93,0.57,0.75,0.7,0.69,0.82,0.67,0.59,0.62,0.54,0.34,0.43,0.39,0.34,0.39,0.4,0.0,0.45,0.38,0.37,0.46,0.41,0.39,0.35,0.0,0.28,0.4,0.4,0.37,0.35,0.35,0.44,0.41,0.47,0.37,0.37,0.41,0.37,0.37,0.41,0.42,0.33,0.31,0.45,0.3,0.38,0.41,0.42,0.46,0.32,0.26,0.26,0.27,0.3,0.41,0.32,0.25,0.47,0.32,0.0,0.32,0.0,0.28,0.29,0.26,0.27,0.29,0.3,0.34,0.28,0.26,0.26,0.32,0.29,0.26,0.27,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.27,0.29,0.25,0.26,0.27,0.22,0.3,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.31,0.26,0.29,0.29,0.27,0.26,0.24,0.28,0.3,0.26,0.28,0.26,0.23,0.28,0.24,0.0,0.27,0.28,0.25,0.27,0.27,0.29,0.31,0.73,0.3,0.3,0.26,0.0,0.26,0.25,0.22,0.25,0.0,0.31,0.0,0.3,0.3,0.35,0.23,0.29,0.23,0.0,0.22,0.29,0.31,0.0,0.26,0.24,0.23,0.25,0.24,0.23,0.22,0.27,0.24,0.3,0.23,0.0,0.24,0.33,0.0,0.0,0.22,0.0,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.24,0.0,0.46,0.72,0.23,0.0,0.24,0.24,0.0,0.0,0.23,0.25,0.0,0.39,0.4,0.39,0.31,0.3,0.31,0.26,0.24,0.24,0.26,0.22,0.0,0.24,0.25,0.24,0.28,0.0,0.22,0.0,0.22,0.0,0.0,0.51,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06
09/01/2021,1.5,1.13,1.38,1.51,1.29,1.37,1.27,1.28,1.23,0.73,0.7,0.63,0.75,0.86,0.86,0.68,0.93,0.57,0.75,0.7,0.69,0.82,0.67,0.59,0.62,0.54,0.34,0.43,0.39,0.34,0.39,0.4,0.0,0.45,0.38,0.37,0.46,0.41,0.39,0.35,0.0,0.28,0.4,0.4,0.37,0.35,0.35,0.44,0.41,0.47,0.37,0.37,0.41,0.37,0.37,0.41,0.42,0.33,0.31,0.45,0.3,0.38,0.41,0.42,0.46,0.32,0.26,0.26,0.27,0.3,0.41,0.32,0.25,0.47,0.32,0.0,0.32,0.0,0.28,0.29,0.26,0.27,0.29,0.3,0.34,0.28,0.26,0.26,0.32,0.29,0.26,0.27,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.27,0.29,0.25,0.26,0.27,0.22,0.3,0.28,0.27,0.27,0.29,0.27,0.27,0.27,0.31,0.26,0.29,0.29,0.27,0.26,0.24,0.28,0.3,0.26,0.28,0.26,0.23,0.28,0.24,0.0,0.27,0.28,0.25,0.27,0.27,0.29,0.31,0.73,0.3,0.3,0.26,0.0,0.26,0.25,0.22,0.25,0.0,0.31,0.0,0.3,0.3,0.35,0.23,0.29,0.23,0.0,0.22,0.29,0.31,0.0,0.26,0.24,0.23,0.25,0.24,0.23,0.22,0.27,0.24,0.3,0.23,0.0,0.24,0.33,0.0,0.0,0.22,0.0,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.0,0.24,0.0,0.46,0.72,0.23,0.0,0.24,0.24,0.0,0.0,0.23,0.25,0.0,0.39,0.4,0.39,0.31,0.3,0.31,0.26,0.24,0.24,0.26,0.22,0.0,0.24,0.25,0.24,0.28,0.0,0.22,0.0,0.22,0.0,0.0,0.51,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06
09/02/2021,1.53,1.14,1.38,1.66,1.29,1.36,1.25,1.3,1.21,0.74,0.7,0.63,0.76,0.85,0.86,0.68,0.95,0.57,0.75,0.7,0.67,0.83,0.66,0.59,0.62,0.56,0.33,0.42,0.39,0.34,0.38,0.4,0.0,0.44,0.37,0.36,0.46,0.41,0.39,0.35,0.0,0.27,0.39,0.4,0.36,0.34,0.35,0.43,0.4,0.46,0.36,0.36,0.41,0.36,0.37,0.4,0.41,0.34,0.3,0.46,0.3,0.38,0.42,0.42,0.46,0.31,0.26,0.26,0.26,0.3,0.4,0.31,0.25,0.48,0.32,0.0,0.31,0.0,0.28,0.28,0.26,0.26,0.28,0.3,0.34,0.28,0.26,0.26,0.32,0.29,0.26,0.28,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.27,0.3,0.25,0.26,0.27,0.0,0.3,0.28,0.27,0.27,0.29,0.28,0.27,0.27,0.31,0.26,0.29,0.29,0.27,0.26,0.24,0.28,0.3,0.26,0.28,0.26,0.23,0.28,0.24,0.0,0.27,0.28,0.25,0.28,0.26,0.29,0.32,0.72,0.3,0.3,0.26,0.0,0.25,0.25,0.22,0.25,0.0,0.32,0.0,0.31,0.3,0.35,0.23,0.29,0.23,0.0,0.23,0.28,0.31,0.0,0.26,0.24,0.23,0.25,0.24,0.23,0.23,0.26,0.24,0.3,0.23,0.0,0.23,0.33,0.0,0.0,0.23,0.0,0.0,0.26,0.0,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.23,0.0,0.0,0.0,0.22,0.22,0.24,0.0,0.46,0.71,0.22,0.0,0.24,0.24,0.0,0.0,0.23,0.26,0.0,0.38,0.4,0.39,0.31,0.3,0.31,0.26,0.24,0.24,0.26,0.22,0.0,0.24,0.24,0.24,0.27,0.0,0.23,0.0,0.23,0.0,0.0,0.51,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06
09/03/2021,1.51,1.16,1.38,1.66,1.3,1.39,1.26,1.3,1.22,0.73,0.7,0.63,0.75,0.84,0.87,0.68,0.94,0.57,0.74,0.7,0.68,0.82,0.67,0.59,0.62,0.55,0.32,0.43,0.39,0.34,0.39,0.4,0.0,0.45,0.37,0.36,0.46,0.42,0.4,0.35,0.0,0.26,0.39,0.4,0.37,0.34,0.34,0.44,0.4,0.47,0.36,0.36,0.41,0.37,0.37,0.39,0.41,0.35,0.3,0.46,0.3,0.38,0.42,0.42,0.46,0.31,0.26,0.27,0.26,0.3,0.4,0.31,0.25,0.5,0.32,0.0,0.31,0.0,0.28,0.29,0.28,0.26,0.28,0.3,0.34,0.28,0.27,0.26,0.31,0.29,0.26,0.28,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.29,0.28,0.27,0.3,0.25,0.26,0.26,0.22,0.3,0.26,0.27,0.27,0.29,0.28,0.27,0.26,0.31,0.25,0.28,0.28,0.26,0.26,0.24,0.28,0.3,0.26,0.28,0.26,0.0,0.29,0.23,0.0,0.27,0.28,0.25,0.28,0.27,0.29,0.31,0.72,0.3,0.31,0.26,0.0,0.25,0.25,0.22,0.26,0.0,0.32,0.0,0.3,0.3,0.35,0.23,0.29,0.24,0.0,0.23,0.27,0.3,0.0,0.26,0.24,0.0,0.25,0.24,0.23,0.23,0.27,0.24,0.29,0.23,0.0,0.24,0.33,0.0,0.0,0.23,0.0,0.0,0.26,0.0,0.0,0.25,0.0,0.22,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.23,0.23,0.0,0.0,0.22,0.0,0.0,0.25,0.0,0.45,0.72,0.23,0.0,0.24,0.24,0.0,0.0,0.23,0.26,0.0,0.39,0.39,0.39,0.31,0.3,0.32,0.26,0.24,0.25,0.26,0.0,0.0,0.24,0.24,0.23,0.27,0.0,0.23,0.0,0.23,0.0,0.0,0.51,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.13
