,TSLA,ROKU,TDOC,ZM,SHOP,SQ,TWLO,SPOT,COIN,U,Z,CRSP,EXK.,NTLA,DOCU,PLTR,BEAM,TXG,TWTR,DKNG,NVTA,PATH,SE,IRDM,FATE,TSP,SKLZ,NTDOY,TWST,IOVA,TER,TWOU,PD,EDIT,PACB,TCEHY,PRLB,BLI,PSTG,TRMB,VCYT,NSTG,BEKE,MCRB,SSYS,MTLS,NVSN.MX,CERS,CGEN,DREYFUS GOVT CASH MAN INS,ICE,NVS,HOOD,n/a,SRNG,SGFY,EXAS,DNA,MISXX,SUM
09/28/2021,10.69,5.68,5.82,4.87,4.49,4.84,3.79,3.54,4.48,4.06,2.98,2.62,0.0,2.62,2.34,2.14,1.91,1.96,2.57,2.06,1.48,2.26,1.67,1.56,1.64,0.74,0.86,1.02,1.01,0.84,1.07,0.99,1.0,0.8,1.1,0.0,0.69,0.7,0.0,0.64,0.65,0.52,0.0,0.12,0.36,0.36,0.0,0.27,0.19,0.0,0.0,0.0,0.77,0.0,0.0,0.0,3.05,0.0,0.24,100.06
09/29/2021,10.61,5.28,5.66,4.23,3.8,3.95,3.35,3.65,4.68,5.32,2.77,2.7,0.0,2.91,1.66,3.28,2.17,1.57,2.58,2.56,2.26,2.87,1.06,1.53,1.92,1.31,0.71,0.2,0.87,0.65,0.05,0.81,1.45,1.13,1.0,0.0,0.53,0.48,0.0,0.58,0.86,0.23,0.0,0.0,0.39,0.34,0.0,0.34,0.17,0.0,0.0,0.0,1.11,0.12,0.0,0.73,2.94,0.65,0.0,100.02
09/30/2021,10.84,5.27,5.65,4.24,3.79,3.89,3.37,3.69,4.69,5.14,2.77,2.72,0.0,2.87,1.61,3.16,2.17,1.55,2.51,2.56,2.27,2.97,1.05,1.54,1.9,1.33,0.71,0.2,0.86,0.65,0.01,0.82,1.43,1.12,1.02,0.0,0.53,0.48,0.0,0.57,0.84,0.22,0.0,0.0,0.4,0.33,0.0,0.33,0.17,0.0,0.0,0.0,1.17,0.26,0.0,0.74,2.9,0.69,0.0,100.0
10/01/2021,10.06,5.47,5.7,4.4,3.76,4.02,3.28,3.76,5.06,4.95,2.93,2.74,0.0,2.83,1.65,3.04,2.18,1.55,2.5,2.69,2.25,3.07,0.72,1.54,1.88,1.32,0.69,0.14,0.84,0.66,0.01,0.88,1.48,1.06,1.02,0.0,0.53,0.48,0.0,0.58,0.86,0.22,0.0,0.0,0.4,0.33,0.0,0.33,0.17,0.0,0.0,0.0,1.26,0.16,0.0,0.78,3.05,0.72,0.0,100.0
10/04/2021,10.2,5.61,5.65,4.46,3.78,4.04,3.3,3.79,5.1,5.0,3.08,2.81,0.0,2.77,1.67,2.93,2.17,1.57,2.46,2.69,2.28,3.2,0.31,1.5,1.86,1.35,0.6,0.04,0.87,0.68,0.0,0.87,1.46,0.84,1.06,0.0,0.51,0.47,0.0,0.57,0.88,0.16,0.0,0.0,0.39,0.33,0.0,0.33,0.17,0.0,0.0,0.0,1.21,0.2,0.0,0.81,3.26,0.69,0.0,99.98
10/08/2021,10.04,5.51,5.76,4.53,3.71,4.01,3.35,3.84,5.43,5.12,3.05,2.6,0.0,2.71,1.68,2.86,2.3,1.55,2.46,2.78,2.14,3.15,0.25,1.48,1.81,1.28,0.48,0.0,0.79,0.72,0.0,0.89,1.43,0.79,1.24,0.0,0.48,0.46,0.0,0.58,0.86,0.15,0.0,0.0,0.41,0.31,0.0,0.32,0.18,0.0,0.0,0.0,1.22,0.44,0.0,0.83,3.2,0.82,0.0,100.0
10/11/2021,9.65,5.69,5.88,4.38,3.82,4.11,3.29,3.87,5.52,5.28,3.2,2.53,0.0,2.73,1.7,2.84,2.25,1.63,2.55,2.7,2.09,3.27,0.04,1.42,1.73,1.34,0.48,0.0,0.78,0.72,0.0,0.88,1.41,0.78,1.23,0.0,0.46,0.44,0.0,0.57,0.83,0.05,0.0,0.0,0.46,0.31,0.0,0.31,0.17,0.0,0.0,0.0,1.18,0.23,0.0,0.89,3.2,1.12,0.0,100.01000000000002
10/12/2021,9.65,5.69,5.88,4.38,3.82,4.11,3.29,3.87,5.52,5.28,3.2,2.53,0.0,2.73,1.7,2.84,2.25,1.63,2.55,2.7,2.09,3.27,0.04,1.42,1.73,1.34,0.48,0.0,0.78,0.72,0.0,0.88,1.41,0.78,1.23,0.0,0.46,0.44,0.0,0.57,0.83,0.05,0.0,0.0,0.46,0.31,0.0,0.31,0.17,0.0,0.0,0.0,1.18,0.23,0.0,0.89,3.2,1.12,0.0,100.01000000000002
10/13/2021,9.72,5.77,6.07,4.43,3.83,3.9,3.31,3.91,5.54,5.38,3.17,2.6,0.0,2.65,1.59,2.86,2.31,1.67,2.59,2.67,2.09,3.26,0.01,1.35,1.72,1.39,0.44,0.0,0.78,0.72,0.0,0.89,1.38,0.73,1.22,0.0,0.45,0.43,0.0,0.57,0.8,0.05,0.0,0.0,0.49,0.31,0.0,0.31,0.18,0.0,0.0,0.0,1.2,0.08,0.0,0.94,3.19,1.05,0.0,100.0
10/14/2021,9.85,5.73,6.12,4.43,3.78,3.81,3.32,3.91,5.62,5.38,3.15,2.76,0.0,2.8,1.59,2.88,2.4,1.69,2.53,2.73,2.1,3.07,0.0,1.29,1.78,1.28,0.44,0.0,0.8,0.72,0.0,0.88,1.39,0.75,1.18,0.0,0.4,0.44,0.0,0.56,0.8,0.01,0.0,0.0,0.5,0.31,0.0,0.31,0.17,0.0,0.0,0.0,1.21,0.08,0.0,0.88,3.2,0.97,0.0,100.0
10/15/2021,9.87,5.66,6.2,4.39,3.64,3.84,3.34,3.91,5.38,5.44,3.17,2.8,3.24,2.82,1.53,2.85,2.41,1.7,2.47,2.7,2.1,3.02,0.0,1.3,1.83,1.36,0.46,0.0,0.81,0.73,0.0,0.87,1.39,0.76,1.18,0.0,0.38,0.5,0.0,0.55,0.82,0.01,0.0,0.0,0.5,0.31,0.0,0.32,0.17,0.0,0.0,0.0,1.15,0.18,0.0,0.87,0.0,1.09,0.0,100.02
10/18/2021,9.73,5.64,6.25,4.45,3.66,3.88,3.54,3.83,5.44,5.16,3.19,2.87,3.2,2.81,1.52,2.84,2.51,1.59,2.46,2.64,2.13,3.13,0.0,1.29,1.88,1.34,0.48,0.0,0.87,0.73,0.0,0.87,1.41,0.76,1.16,0.0,0.25,0.55,0.0,0.56,0.83,0.01,0.0,0.0,0.5,0.31,0.0,0.31,0.18,0.0,0.0,0.0,1.12,0.1,0.0,0.89,0.0,1.13,0.0,100.0
10/21/2021,10.19,5.82,6.16,4.51,3.75,3.9,3.53,3.8,6.05,5.25,2.83,2.76,3.09,2.81,1.55,2.79,2.38,1.57,2.49,2.56,2.05,3.0,0.0,1.3,1.78,1.25,0.46,0.0,0.84,0.66,0.0,0.86,1.38,0.74,1.13,0.0,0.2,0.55,0.0,0.56,0.82,0.01,0.0,0.0,0.48,0.31,0.0,0.3,0.16,0.0,0.0,0.0,1.1,0.26,0.0,0.83,0.0,1.18,0.0,100.0
10/22/2021,9.92,5.7,6.2,4.45,3.73,3.85,3.49,3.82,6.17,5.2,2.83,2.81,3.05,2.8,1.53,2.78,2.43,1.61,2.49,2.52,2.12,3.05,0.0,1.32,1.77,1.26,0.47,0.0,0.88,0.66,0.0,0.84,1.38,0.74,1.15,0.0,0.15,0.57,0.0,0.56,0.83,0.01,0.0,0.0,0.52,0.32,0.0,0.31,0.17,0.0,0.0,0.0,1.11,0.18,0.0,0.86,0.0,1.39,0.0,100.00000000000004
10/25/2021,10.1,5.52,6.22,4.42,3.75,4.01,3.53,3.81,6.05,5.18,2.97,2.72,3.03,2.85,1.57,2.79,2.45,1.64,2.46,2.52,2.09,3.0,0.0,1.32,1.72,1.21,0.6,0.0,0.88,0.66,0.0,0.81,1.39,0.73,1.16,0.0,0.14,0.56,0.0,0.56,0.83,0.01,0.0,0.0,0.51,0.33,0.0,0.31,0.17,0.0,0.0,0.0,1.09,0.25,0.0,0.84,0.0,1.24,0.0,100.0
10/26/2021,10.1,5.52,6.22,4.42,3.75,4.01,3.53,3.81,6.05,5.18,2.97,2.72,3.03,2.85,1.57,2.79,2.45,1.64,2.46,2.52,2.09,3.0,0.0,1.32,1.72,1.21,0.6,0.0,0.88,0.66,0.0,0.81,1.39,0.73,1.16,0.0,0.14,0.56,0.0,0.56,0.83,0.01,0.0,0.0,0.51,0.33,0.0,0.31,0.17,0.0,0.0,0.0,1.09,0.25,0.0,0.84,0.0,1.24,0.0,100.0
10/27/2021,10.24,5.43,6.2,4.54,3.63,3.89,3.48,3.84,6.17,5.14,3.02,2.72,3.01,2.85,1.57,2.8,2.48,1.66,2.48,2.41,2.11,3.04,0.0,1.32,1.74,1.2,0.62,0.0,0.87,0.66,0.0,0.79,1.39,0.73,1.17,0.0,0.13,0.55,0.0,0.57,0.84,0.01,0.0,0.0,0.49,0.33,0.0,0.31,0.16,0.0,0.0,0.0,1.07,0.25,0.0,0.84,0.0,1.26,0.0,100.01
10/28/2021,11.15,5.29,6.18,4.42,3.51,3.89,3.36,3.78,6.45,5.04,3.02,2.66,2.9,2.79,1.53,2.81,2.46,1.65,2.43,2.37,2.07,3.14,0.0,1.28,1.65,1.18,0.66,0.0,0.84,0.65,0.0,0.76,1.38,0.71,1.16,0.0,0.1,0.55,0.0,0.55,0.8,0.01,0.0,0.0,0.58,0.33,0.0,0.3,0.15,0.0,0.0,0.0,1.02,0.28,0.0,0.81,0.0,1.32,0.0,99.97
10/29/2021,10.67,5.4,6.18,4.43,3.38,3.94,3.34,3.72,6.27,5.13,3.04,2.63,2.96,2.78,1.55,2.84,2.45,1.63,2.68,2.48,2.04,3.11,0.0,1.3,1.7,1.19,0.69,0.0,0.85,0.66,0.0,0.76,1.38,0.71,1.17,0.0,0.1,0.53,0.0,0.55,0.81,0.01,0.0,0.0,0.55,0.32,0.0,0.3,0.15,0.0,0.0,0.0,1.14,0.33,0.0,0.81,0.0,1.34,0.0,100.0
11/01/2021,10.87,5.37,6.17,4.41,3.43,3.85,3.32,4.1,6.06,5.09,3.02,2.61,2.98,2.8,1.57,2.84,2.44,1.59,2.64,2.48,2.0,3.03,0.0,1.29,1.6,1.2,0.7,0.0,0.84,0.65,0.0,0.75,1.36,0.7,1.24,0.0,0.07,0.51,0.0,0.55,0.81,0.01,0.0,0.0,0.53,0.33,0.0,0.3,0.16,0.0,0.0,0.0,1.33,0.3,0.0,0.76,0.0,1.35,0.0,100.01
11/02/2021,10.87,5.37,6.17,4.41,3.43,3.85,3.32,4.1,6.06,5.09,3.02,2.61,2.98,2.8,1.57,2.84,2.44,1.59,2.64,2.48,2.0,3.03,0.0,1.29,1.6,1.2,0.7,0.0,0.84,0.65,0.0,0.75,1.36,0.7,1.24,0.0,0.07,0.51,0.0,0.55,0.81,0.01,0.0,0.0,0.53,0.33,0.0,0.3,0.16,0.0,0.0,0.0,1.33,0.3,0.0,0.76,0.0,1.35,0.0,100.01
11/03/2021,10.87,5.37,6.17,4.41,3.43,3.85,3.32,4.1,6.06,5.09,3.02,2.61,2.98,2.8,1.57,2.84,2.44,1.59,2.64,2.48,2.0,3.03,0.0,1.29,1.6,1.2,0.7,0.0,0.84,0.65,0.0,0.75,1.36,0.7,1.24,0.0,0.07,0.51,0.0,0.55,0.81,0.01,0.0,0.0,0.53,0.33,0.0,0.3,0.16,0.0,0.0,0.0,1.33,0.3,0.0,0.76,0.0,1.35,0.0,100.01
11/04/2021,10.87,5.37,6.17,4.41,3.43,3.85,3.32,4.1,6.06,5.09,3.02,2.61,2.98,2.8,1.57,2.84,2.44,1.59,2.64,2.48,2.0,3.03,0.0,1.29,1.6,1.2,0.7,0.0,0.84,0.65,0.0,0.75,1.36,0.7,1.24,0.0,0.07,0.51,0.0,0.55,0.81,0.01,0.0,0.0,0.53,0.33,0.0,0.3,0.16,0.0,0.0,0.0,1.33,0.3,0.0,0.76,0.0,1.35,0.0,100.01
11/08/2021,11.33,4.97,6.86,4.61,3.6,3.59,3.24,4.11,6.19,5.12,0.89,2.5,3.25,2.82,1.53,2.86,2.39,1.75,2.47,2.35,1.89,3.46,0.0,1.3,1.66,1.27,0.75,0.0,0.95,0.6,0.0,0.67,1.35,0.69,1.43,0.0,0.03,0.51,0.0,0.53,0.9,0.01,0.0,0.0,0.6,0.38,0.0,0.37,0.17,0.0,0.0,0.0,1.67,0.33,0.0,0.77,0.0,1.3,0.0,100.02000000000002
11/09/2021,11.33,4.97,6.86,4.61,3.6,3.59,3.24,4.11,6.19,5.12,0.89,2.5,3.25,2.82,1.53,2.86,2.39,1.75,2.47,2.35,1.89,3.46,0.0,1.3,1.66,1.27,0.75,0.0,0.95,0.6,0.0,0.67,1.35,0.69,1.43,0.0,0.03,0.51,0.0,0.53,0.9,0.01,0.0,0.0,0.6,0.38,0.0,0.37,0.17,0.0,0.0,0.0,1.67,0.33,0.0,0.77,0.0,1.3,0.0,100.02000000000002
11/10/2021,11.44,5.02,6.87,4.39,3.63,3.5,3.26,4.11,6.16,5.22,0.38,2.47,3.37,2.91,1.46,2.86,2.33,1.73,2.48,2.53,1.9,3.43,0.0,1.34,1.73,1.23,0.81,0.0,0.97,0.62,0.0,0.67,1.38,0.69,1.41,0.0,0.02,0.53,0.0,0.54,0.87,0.0,0.0,0.0,0.58,0.37,0.0,0.37,0.17,0.0,0.0,0.0,1.72,0.45,0.0,0.76,0.0,1.28,0.0,99.96000000000001
