,ROKU,DIS,VIAC,CMCSA,FOXA,CHTR,LBRDK,ATVI,NFLX,TWTR,EA,DISCK,NXST,TTWO,HAS,FOX,DISH,NWSA,GOOG,ATUS,GOOGL,CABO,TGNA,SIRI,LBTYK,DISCA,MTCH,LYV,NYT,IAC,NLSN,QRTEA,ZNGA,WWE,DLB,LGF/B,AMCX,GTN,LBRDA,LAMR,XTSLA,VMEO,SBGI,NWS,SGMS,MAT,SSP,CHDN,CZR,LGF.A,MSGS,LBTYA,SIX,GHC,MDP,LVS,CNK,WMG,RHP,SEAS,T,AMC,IHRT,SHEN,PENN,IMAX,LSXMK,MSGN,LSXMA,LILAK,JW.A,AUD,XPER,SCHL,VIACA,CCL,CCO,GCI,MSGE,NCMI,HMTV,EVC,HLIT,VVI,DJCO,MCS,SGA,LILA,LTRPA,RDI,USD,127.HK,n/a,BISXX,LGF.B,EDR,DKNG,GME,FUBO,PLTK,SUM
08/24/2021,4.48,5.15,4.7,5.18,4.64,4.94,4.67,3.55,4.04,3.55,3.5,2.64,2.38,2.14,2.15,2.07,2.16,1.76,2.1,1.65,2.09,1.81,1.38,1.3,1.42,1.24,1.09,1.19,1.44,1.0,0.94,0.77,0.66,0.72,0.76,0.45,0.57,0.68,0.76,0.69,0.7,0.42,0.57,0.51,0.49,0.53,0.4,0.45,0.39,0.26,0.42,0.47,0.4,0.4,0.44,0.27,0.25,0.35,0.33,0.32,0.3,0.21,0.23,0.13,0.22,0.15,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.06,0.2,0.03,0.07,0.05,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,4.48,5.15,4.7,5.18,4.64,4.94,4.67,3.55,4.04,3.55,3.5,2.64,2.38,2.14,2.15,2.07,2.16,1.76,2.1,1.65,2.09,1.81,1.38,1.3,1.42,1.24,1.09,1.19,1.44,1.0,0.94,0.77,0.66,0.72,0.76,0.45,0.57,0.68,0.76,0.69,0.7,0.42,0.57,0.51,0.49,0.53,0.4,0.45,0.39,0.26,0.42,0.47,0.4,0.4,0.44,0.27,0.25,0.35,0.33,0.32,0.3,0.21,0.23,0.13,0.22,0.15,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.06,0.2,0.03,0.07,0.05,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/26/2021,4.51,5.15,4.71,5.15,4.63,4.89,4.62,3.49,4.03,3.59,3.52,2.64,2.38,2.14,2.15,2.06,2.15,1.76,2.11,1.66,2.1,1.78,1.38,1.27,1.42,1.24,1.11,1.22,1.43,1.0,0.93,0.79,0.67,0.72,0.76,0.46,0.57,0.68,0.75,0.69,0.69,0.45,0.57,0.51,0.5,0.53,0.4,0.45,0.41,0.27,0.43,0.47,0.4,0.39,0.44,0.28,0.26,0.34,0.33,0.32,0.29,0.22,0.23,0.13,0.23,0.15,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.23,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
08/27/2021,4.48,5.16,4.73,5.11,4.6,4.84,4.59,3.46,4.02,3.57,3.5,2.65,2.42,2.14,2.15,2.05,2.14,1.75,2.13,1.62,2.11,1.76,1.38,1.28,1.42,1.25,1.14,1.25,1.44,1.01,0.89,0.8,0.67,0.73,0.75,0.46,0.56,0.68,0.75,0.68,0.69,0.44,0.58,0.51,0.51,0.54,0.4,0.46,0.42,0.27,0.42,0.46,0.43,0.39,0.42,0.3,0.27,0.34,0.34,0.33,0.29,0.26,0.23,0.12,0.24,0.16,0.22,0.0,0.19,0.18,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.23,0.04,0.07,0.06,0.06,0.04,0.03,0.02,0.04,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,4.45,5.14,4.68,5.1,4.59,4.91,4.61,3.46,4.02,3.52,3.5,2.6,2.41,2.09,2.17,2.05,2.14,1.77,2.14,1.6,2.13,1.79,1.39,1.26,1.45,1.22,1.12,1.24,1.44,1.01,0.88,0.79,0.67,0.76,0.76,0.46,0.54,0.68,0.76,0.7,0.69,0.46,0.59,0.51,0.51,0.54,0.4,0.47,0.46,0.27,0.46,0.48,0.42,0.39,0.42,0.3,0.29,0.35,0.34,0.33,0.29,0.24,0.24,0.12,0.27,0.16,0.22,0.0,0.19,0.18,0.16,0.12,0.12,0.1,0.08,0.06,0.05,0.07,0.24,0.03,0.07,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/31/2021,4.44,5.16,4.71,5.05,4.58,4.89,4.61,3.45,4.02,3.51,3.48,2.6,2.41,2.07,2.15,2.05,2.12,1.77,2.14,1.59,2.13,1.78,1.4,1.26,1.43,1.22,1.13,1.25,1.43,1.0,0.88,0.8,0.68,0.75,0.75,0.47,0.55,0.7,0.76,0.69,0.68,0.46,0.58,0.51,0.53,0.54,0.41,0.48,0.47,0.28,0.46,0.47,0.42,0.4,0.43,0.31,0.29,0.35,0.35,0.32,0.28,0.24,0.24,0.12,0.27,0.16,0.22,0.0,0.19,0.18,0.16,0.13,0.12,0.1,0.08,0.06,0.06,0.08,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,4.44,5.16,4.71,5.05,4.58,4.89,4.61,3.45,4.02,3.51,3.48,2.6,2.41,2.07,2.15,2.05,2.12,1.77,2.14,1.59,2.13,1.78,1.4,1.26,1.43,1.22,1.13,1.25,1.43,1.0,0.88,0.8,0.68,0.75,0.75,0.47,0.55,0.7,0.76,0.69,0.68,0.46,0.58,0.51,0.53,0.54,0.41,0.48,0.47,0.28,0.46,0.47,0.42,0.4,0.43,0.31,0.29,0.35,0.35,0.32,0.28,0.24,0.24,0.12,0.27,0.16,0.22,0.0,0.19,0.18,0.16,0.13,0.12,0.1,0.08,0.06,0.06,0.08,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,4.44,5.17,4.65,5.09,4.57,4.94,4.64,3.41,4.09,3.59,3.49,2.57,2.41,2.05,2.15,2.04,2.13,1.74,2.16,1.55,2.15,1.8,1.4,1.26,1.44,1.2,1.12,1.25,1.42,1.0,0.87,0.8,0.67,0.75,0.75,0.47,0.55,0.7,0.76,0.7,0.68,0.47,0.58,0.51,0.51,0.53,0.41,0.48,0.46,0.27,0.46,0.47,0.42,0.39,0.43,0.3,0.28,0.35,0.35,0.32,0.29,0.25,0.24,0.12,0.26,0.16,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,4.36,5.16,4.75,5.13,4.58,4.92,4.63,3.43,4.07,3.55,3.51,2.63,2.42,2.08,2.13,2.05,2.13,1.74,2.14,1.54,2.13,1.8,1.38,1.25,1.45,1.24,1.1,1.24,1.42,0.99,0.87,0.79,0.67,0.75,0.74,0.47,0.54,0.69,0.75,0.69,0.73,0.46,0.58,0.5,0.51,0.52,0.4,0.48,0.45,0.28,0.46,0.47,0.42,0.39,0.43,0.31,0.29,0.35,0.35,0.31,0.29,0.27,0.24,0.12,0.26,0.16,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,4.26,5.15,4.73,5.19,4.52,4.92,4.63,3.37,4.19,3.54,3.5,2.63,2.42,2.07,2.13,2.03,2.21,1.74,2.11,1.57,2.1,1.82,1.38,1.26,1.45,1.23,1.17,1.24,1.46,1.0,0.85,0.77,0.66,0.75,0.73,0.47,0.53,0.69,0.76,0.7,0.73,0.48,0.56,0.51,0.5,0.51,0.4,0.49,0.46,0.28,0.46,0.48,0.41,0.38,0.43,0.3,0.28,0.35,0.35,0.31,0.29,0.26,0.24,0.12,0.26,0.16,0.22,0.0,0.19,0.17,0.15,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/07/2021,4.26,5.15,4.73,5.19,4.52,4.92,4.63,3.37,4.19,3.54,3.5,2.63,2.42,2.07,2.13,2.03,2.21,1.74,2.11,1.57,2.1,1.82,1.38,1.26,1.45,1.23,1.17,1.24,1.46,1.0,0.85,0.77,0.66,0.75,0.73,0.47,0.53,0.69,0.76,0.7,0.73,0.48,0.56,0.51,0.5,0.51,0.4,0.49,0.46,0.28,0.46,0.48,0.41,0.38,0.43,0.3,0.28,0.35,0.35,0.31,0.29,0.26,0.24,0.12,0.26,0.16,0.22,0.0,0.19,0.17,0.15,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.25,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,4.24,5.16,4.74,5.22,4.52,4.89,4.62,3.39,4.23,3.56,3.55,2.59,2.4,2.07,2.16,2.02,2.22,1.75,2.13,1.58,2.12,1.79,1.36,1.27,1.44,1.22,1.18,1.24,1.45,0.99,0.85,0.77,0.66,0.75,0.72,0.47,0.52,0.68,0.75,0.71,0.73,0.49,0.55,0.51,0.49,0.52,0.39,0.49,0.46,0.27,0.47,0.47,0.4,0.38,0.42,0.3,0.28,0.35,0.35,0.3,0.29,0.26,0.24,0.12,0.26,0.15,0.22,0.0,0.19,0.17,0.15,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.25,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/09/2021,4.24,5.16,4.74,5.22,4.52,4.89,4.62,3.39,4.23,3.56,3.55,2.59,2.4,2.07,2.16,2.02,2.22,1.75,2.13,1.58,2.12,1.79,1.36,1.27,1.44,1.22,1.18,1.24,1.45,0.99,0.85,0.77,0.66,0.75,0.72,0.47,0.52,0.68,0.75,0.71,0.73,0.49,0.55,0.51,0.49,0.52,0.39,0.49,0.46,0.27,0.47,0.47,0.4,0.38,0.42,0.3,0.28,0.35,0.35,0.3,0.29,0.26,0.24,0.12,0.26,0.15,0.22,0.0,0.19,0.17,0.15,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.25,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/10/2021,4.29,5.28,4.79,5.12,4.52,4.85,4.56,3.29,4.36,3.6,3.53,2.57,2.35,2.06,2.18,2.02,2.23,1.72,2.15,1.53,2.13,1.72,1.33,1.24,1.48,1.2,1.28,1.26,1.44,1.0,0.84,0.76,0.66,0.74,0.71,0.46,0.51,0.67,0.75,0.7,0.73,0.49,0.55,0.5,0.51,0.52,0.38,0.51,0.48,0.27,0.46,0.49,0.41,0.38,0.42,0.31,0.29,0.36,0.35,0.31,0.29,0.28,0.24,0.12,0.27,0.16,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.26,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,4.27,5.4,4.72,5.14,4.54,4.83,4.55,3.32,4.36,3.51,3.51,2.5,2.37,2.06,2.17,2.03,2.19,1.74,2.18,1.55,2.16,1.74,1.33,1.24,1.48,1.17,1.28,1.26,1.44,1.01,0.83,0.77,0.64,0.74,0.72,0.48,0.54,0.66,0.74,0.69,0.69,0.49,0.53,0.5,0.53,0.5,0.38,0.51,0.49,0.28,0.46,0.49,0.41,0.39,0.42,0.31,0.29,0.38,0.34,0.33,0.29,0.29,0.24,0.12,0.28,0.16,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.25,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/14/2021,4.17,5.39,4.67,5.15,4.52,4.87,4.55,3.41,4.4,3.48,3.61,2.46,2.35,2.04,2.19,2.02,2.14,1.74,2.15,1.53,2.13,1.75,1.33,1.23,1.47,1.15,1.35,1.27,1.45,1.01,0.82,0.76,0.68,0.77,0.73,0.5,0.54,0.65,0.75,0.69,0.7,0.49,0.53,0.5,0.52,0.5,0.37,0.51,0.48,0.29,0.46,0.48,0.41,0.39,0.42,0.3,0.28,0.38,0.33,0.34,0.29,0.3,0.24,0.12,0.26,0.16,0.21,0.0,0.19,0.17,0.16,0.11,0.12,0.1,0.08,0.06,0.06,0.07,0.26,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/15/2021,4.17,5.39,4.67,5.15,4.52,4.87,4.55,3.41,4.4,3.48,3.61,2.46,2.35,2.04,2.19,2.02,2.14,1.74,2.15,1.53,2.13,1.75,1.33,1.23,1.47,1.15,1.35,1.27,1.45,1.01,0.82,0.76,0.68,0.77,0.73,0.5,0.54,0.65,0.75,0.69,0.7,0.49,0.53,0.5,0.52,0.5,0.37,0.51,0.48,0.29,0.46,0.48,0.41,0.39,0.42,0.3,0.28,0.38,0.33,0.34,0.29,0.3,0.24,0.12,0.26,0.16,0.21,0.0,0.19,0.17,0.16,0.11,0.12,0.1,0.08,0.06,0.06,0.07,0.26,0.03,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/16/2021,4.08,5.38,4.72,5.17,4.54,4.88,4.56,3.34,4.3,3.35,3.57,2.53,2.4,2.01,2.16,2.03,2.21,1.73,2.15,1.57,2.14,1.74,1.36,1.23,1.46,1.18,1.32,1.31,1.42,1.0,0.84,0.76,0.64,0.79,0.73,0.5,0.55,0.66,0.75,0.69,0.69,0.47,0.54,0.5,0.53,0.51,0.37,0.51,0.48,0.29,0.47,0.48,0.42,0.38,0.42,0.3,0.31,0.38,0.35,0.35,0.29,0.31,0.24,0.12,0.26,0.17,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.26,0.03,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/17/2021,4.08,5.38,4.72,5.17,4.54,4.88,4.56,3.34,4.3,3.35,3.57,2.53,2.4,2.01,2.16,2.03,2.21,1.73,2.15,1.57,2.14,1.74,1.36,1.23,1.46,1.18,1.32,1.31,1.42,1.0,0.84,0.76,0.64,0.79,0.73,0.5,0.55,0.66,0.75,0.69,0.69,0.47,0.54,0.5,0.53,0.51,0.37,0.51,0.48,0.29,0.47,0.48,0.42,0.38,0.42,0.3,0.31,0.38,0.35,0.35,0.29,0.31,0.24,0.12,0.26,0.17,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.26,0.03,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/20/2021,4.09,5.35,4.75,4.96,4.68,4.72,4.4,3.38,4.3,3.51,3.37,2.51,2.49,2.0,2.19,2.1,2.14,1.78,2.18,1.49,2.16,1.72,1.57,1.24,1.46,1.19,1.31,1.28,1.39,1.07,0.83,0.76,0.62,0.81,0.73,0.5,0.55,0.68,0.72,0.69,0.69,0.44,0.57,0.52,0.57,0.51,0.39,0.53,0.5,0.29,0.47,0.48,0.43,0.38,0.44,0.27,0.3,0.38,0.36,0.36,0.29,0.27,0.24,0.12,0.25,0.18,0.22,0.0,0.19,0.16,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.08,0.25,0.04,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/21/2021,4.12,5.36,4.71,4.96,4.74,4.72,4.42,3.4,4.33,3.53,3.33,2.54,2.46,2.0,2.17,2.13,2.13,1.77,2.14,1.47,2.13,1.73,1.57,1.25,1.48,1.18,1.29,1.28,1.4,1.03,0.83,0.76,0.62,0.82,0.72,0.5,0.56,0.68,0.71,0.69,0.7,0.41,0.58,0.51,0.55,0.51,0.4,0.53,0.49,0.29,0.48,0.49,0.44,0.38,0.44,0.27,0.3,0.39,0.37,0.36,0.29,0.26,0.24,0.12,0.25,0.18,0.21,0.0,0.19,0.16,0.16,0.12,0.11,0.1,0.08,0.06,0.06,0.08,0.26,0.04,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/22/2021,4.12,5.36,4.71,4.96,4.74,4.72,4.42,3.4,4.33,3.53,3.33,2.54,2.46,2.0,2.17,2.13,2.13,1.77,2.14,1.47,2.13,1.73,1.57,1.25,1.48,1.18,1.29,1.28,1.4,1.03,0.83,0.76,0.62,0.82,0.72,0.5,0.56,0.68,0.71,0.69,0.7,0.41,0.58,0.51,0.55,0.51,0.4,0.53,0.49,0.29,0.48,0.49,0.44,0.38,0.44,0.27,0.3,0.39,0.37,0.36,0.29,0.26,0.24,0.12,0.25,0.18,0.21,0.0,0.19,0.16,0.16,0.12,0.11,0.1,0.08,0.06,0.06,0.08,0.26,0.04,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/23/2021,4.1,5.33,4.67,5.0,4.76,4.77,4.46,3.33,4.32,3.52,3.3,2.5,2.46,2.01,2.17,2.14,2.15,1.77,2.14,1.48,2.14,1.74,1.59,1.26,1.45,1.17,1.27,1.3,1.43,1.01,0.82,0.77,0.61,0.83,0.72,0.5,0.56,0.67,0.72,0.7,0.71,0.41,0.57,0.51,0.54,0.51,0.39,0.54,0.49,0.29,0.49,0.48,0.44,0.39,0.45,0.27,0.3,0.39,0.37,0.36,0.3,0.25,0.24,0.13,0.25,0.18,0.22,0.0,0.19,0.16,0.15,0.12,0.11,0.1,0.08,0.06,0.06,0.08,0.25,0.04,0.06,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,4.15,5.13,4.66,4.99,4.78,4.74,4.48,3.2,4.32,3.64,3.23,2.43,2.49,1.97,2.12,2.14,2.13,1.81,2.16,1.49,2.15,1.73,1.77,1.26,1.46,1.13,1.28,1.29,1.47,1.03,0.82,0.75,0.61,0.84,0.72,0.5,0.54,0.69,0.73,0.73,0.71,0.42,0.58,0.52,0.54,0.5,0.39,0.54,0.49,0.29,0.49,0.48,0.44,0.39,0.46,0.26,0.3,0.44,0.37,0.36,0.3,0.24,0.24,0.13,0.24,0.18,0.22,0.0,0.19,0.16,0.15,0.12,0.11,0.1,0.08,0.06,0.06,0.08,0.25,0.04,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.01,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,4.25,5.15,4.71,4.87,4.83,4.59,4.38,3.19,4.36,3.77,3.18,2.4,2.54,1.94,2.11,2.16,2.15,1.9,2.14,1.27,2.13,1.68,1.72,1.24,1.52,1.12,1.27,1.35,1.47,1.03,0.82,0.77,0.59,0.83,0.71,0.52,0.55,0.7,0.71,0.74,0.75,0.41,0.58,0.56,0.57,0.51,0.39,0.56,0.51,0.3,0.5,0.5,0.45,0.39,0.46,0.27,0.32,0.42,0.37,0.37,0.29,0.24,0.25,0.12,0.25,0.19,0.21,0.0,0.19,0.16,0.15,0.13,0.11,0.1,0.08,0.06,0.07,0.08,0.26,0.04,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/28/2021,4.08,5.13,4.7,4.87,4.92,4.56,4.36,3.21,4.34,3.79,3.22,2.37,2.62,1.94,2.1,2.2,2.17,1.93,2.15,1.18,2.14,1.63,1.69,1.24,1.52,1.11,1.32,1.36,1.47,1.08,0.81,0.77,0.59,0.83,0.71,0.53,0.55,0.73,0.71,0.73,0.75,0.41,0.64,0.57,0.58,0.49,0.4,0.56,0.51,0.31,0.5,0.5,0.45,0.39,0.58,0.26,0.32,0.42,0.38,0.38,0.29,0.24,0.25,0.12,0.25,0.19,0.21,0.0,0.18,0.15,0.15,0.14,0.11,0.1,0.08,0.06,0.07,0.08,0.26,0.04,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
09/29/2021,4.08,5.13,4.7,4.87,4.92,4.56,4.36,3.21,4.34,3.79,3.22,2.37,2.62,1.94,2.1,2.2,2.17,1.93,2.15,1.18,2.14,1.63,1.69,1.24,1.52,1.11,1.32,1.36,1.47,1.08,0.81,0.77,0.59,0.83,0.71,0.53,0.55,0.73,0.71,0.73,0.75,0.41,0.64,0.57,0.58,0.49,0.4,0.56,0.51,0.31,0.5,0.5,0.45,0.39,0.58,0.26,0.32,0.42,0.38,0.38,0.29,0.24,0.25,0.12,0.25,0.19,0.21,0.0,0.18,0.15,0.15,0.14,0.11,0.1,0.08,0.06,0.07,0.08,0.26,0.04,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
09/30/2021,4.06,5.18,4.73,4.86,5.01,4.52,4.29,3.19,4.33,3.67,3.26,2.44,2.63,1.95,2.08,2.23,2.23,1.91,2.13,1.11,2.12,1.61,1.7,1.25,1.53,1.14,1.34,1.37,1.47,1.04,0.82,0.77,0.58,0.82,0.7,0.54,0.56,0.74,0.7,0.72,0.75,0.4,0.64,0.56,0.59,0.48,0.41,0.57,0.53,0.31,0.5,0.51,0.46,0.39,0.57,0.27,0.32,0.42,0.38,0.38,0.29,0.23,0.25,0.12,0.25,0.19,0.21,0.0,0.18,0.16,0.15,0.14,0.11,0.1,0.08,0.07,0.07,0.08,0.26,0.05,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.15
10/01/2021,5.35,5.07,4.74,5.03,4.41,4.53,4.34,3.52,3.74,3.88,3.52,2.61,2.4,2.26,2.18,1.98,2.07,1.92,2.01,1.74,2.0,1.64,1.39,1.31,1.36,1.26,1.28,1.14,1.24,1.04,0.97,0.86,0.77,0.72,0.73,0.54,0.58,0.68,0.7,0.66,0.63,0.55,0.55,0.54,0.44,0.53,0.42,0.43,0.39,0.32,0.42,0.45,0.42,0.43,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,101.17
10/04/2021,5.35,5.07,4.74,5.03,4.41,4.53,4.34,3.52,3.74,3.88,3.52,2.61,2.4,2.26,2.18,1.98,2.07,1.92,2.01,1.74,2.0,1.64,1.39,1.31,1.36,1.26,1.28,1.14,1.24,1.04,0.97,0.86,0.77,0.72,0.73,0.54,0.58,0.68,0.7,0.66,0.63,0.55,0.55,0.54,0.44,0.53,0.42,0.43,0.39,0.32,0.42,0.45,0.42,0.43,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,101.17
10/05/2021,4.03,5.01,4.71,4.91,5.1,4.56,4.34,3.35,4.54,3.46,3.58,2.4,2.55,2.06,2.01,2.28,2.21,1.89,2.04,1.21,2.04,1.62,1.6,1.27,1.53,1.13,1.3,1.36,1.43,1.02,0.8,0.76,0.59,0.84,0.68,0.54,0.55,0.72,0.71,0.72,0.76,0.37,0.63,0.55,0.6,0.47,0.41,0.57,0.52,0.31,0.49,0.51,0.44,0.39,0.58,0.26,0.33,0.41,0.37,0.36,0.29,0.23,0.25,0.13,0.24,0.2,0.22,0.0,0.19,0.16,0.15,0.13,0.11,0.11,0.08,0.06,0.07,0.08,0.24,0.05,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.01,0.01,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,4.03,5.01,4.71,4.91,5.1,4.56,4.34,3.35,4.54,3.46,3.58,2.4,2.55,2.06,2.01,2.28,2.21,1.89,2.04,1.21,2.04,1.62,1.6,1.27,1.53,1.13,1.3,1.36,1.43,1.02,0.8,0.76,0.59,0.84,0.68,0.54,0.55,0.72,0.71,0.72,0.76,0.37,0.63,0.55,0.6,0.47,0.41,0.57,0.52,0.31,0.49,0.51,0.44,0.39,0.58,0.26,0.33,0.41,0.37,0.36,0.29,0.23,0.25,0.13,0.24,0.2,0.22,0.0,0.19,0.16,0.15,0.13,0.11,0.11,0.08,0.06,0.07,0.08,0.24,0.05,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.01,0.01,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
