,ROKU,DIS,VIAC,CMCSA,FOXA,CHTR,LBRDK,ATVI,NFLX,TWTR,EA,DISCK,NXST,TTWO,HAS,FOX,DISH,NWSA,GOOG,ATUS,GOOGL,CABO,TGNA,SIRI,LBTYK,DISCA,MTCH,LYV,NYT,IAC,NLSN,QRTEA,ZNGA,WWE,DLB,LGF/B,AMCX,GTN,LBRDA,LAMR,XTSLA,VMEO,SBGI,NWS,SGMS,MAT,SSP,CHDN,CZR,LGF.A,MSGS,LBTYA,SIX,GHC,MDP,LVS,CNK,WMG,RHP,SEAS,T,AMC,IHRT,SHEN,PENN,IMAX,LSXMK,MSGN,LSXMA,LILAK,JW.A,AUD,XPER,SCHL,VIACA,CCL,CCO,GCI,MSGE,NCMI,HMTV,EVC,HLIT,VVI,DJCO,MCS,SGA,LILA,LTRPA,RDI,USD,127.HK,n/a,BISXX,LGF.B,EDR,DKNG,GME,FUBO,PLTK,SUM
01/19/2022,2.33,4.87,4.75,4.91,5.65,4.12,4.11,3.06,4.23,2.38,3.55,3.26,3.08,2.21,2.44,2.5,1.99,1.97,2.31,0.99,2.31,1.5,1.7,1.39,1.61,1.5,1.09,1.85,1.35,1.11,0.93,0.64,0.76,0.86,0.77,0.0,0.54,0.78,0.67,0.77,0.76,0.2,0.65,0.59,0.48,0.61,0.53,0.54,0.42,0.44,0.48,0.52,0.45,0.45,0.0,0.33,0.32,0.42,0.43,0.45,0.32,0.13,0.22,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.76,0.0,0.0,0.0,0.0,0.0,99.96
01/20/2022,2.33,4.87,4.75,4.91,5.65,4.12,4.11,3.06,4.23,2.38,3.55,3.26,3.08,2.21,2.44,2.5,1.99,1.97,2.31,0.99,2.31,1.5,1.7,1.39,1.61,1.5,1.09,1.85,1.35,1.11,0.93,0.64,0.76,0.86,0.77,0.0,0.54,0.78,0.67,0.77,0.76,0.2,0.65,0.59,0.48,0.61,0.53,0.54,0.42,0.44,0.48,0.52,0.45,0.45,0.0,0.33,0.32,0.42,0.43,0.45,0.32,0.13,0.22,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.08,0.06,0.09,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.76,0.0,0.0,0.0,0.0,0.0,99.96
01/21/2022,2.35,4.94,4.6,4.83,5.56,4.0,4.01,3.91,4.17,2.34,3.69,3.14,3.04,2.26,2.48,2.47,2.0,1.95,2.29,0.95,2.28,1.53,1.7,1.39,1.59,1.45,1.05,1.88,1.33,1.13,0.92,0.63,0.77,0.86,0.77,0.0,0.53,0.77,0.66,0.77,0.77,0.19,0.65,0.58,0.49,0.62,0.51,0.55,0.4,0.43,0.48,0.52,0.46,0.44,0.0,0.34,0.32,0.41,0.43,0.43,0.32,0.13,0.22,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.09,0.11,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.05,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.74,0.0,0.0,0.0,0.0,0.0,100.0
01/24/2022,2.41,4.89,4.49,4.93,5.43,4.01,3.99,3.96,4.23,2.39,3.9,2.96,2.92,2.46,2.47,2.42,1.89,1.95,2.28,0.98,2.28,1.54,1.82,1.4,1.6,1.37,1.1,1.88,1.32,1.17,0.9,0.62,0.79,0.85,0.76,0.0,0.52,0.73,0.66,0.77,0.79,0.21,0.62,0.58,0.47,0.61,0.5,0.56,0.4,0.42,0.49,0.52,0.46,0.44,0.0,0.35,0.31,0.43,0.42,0.43,0.33,0.12,0.22,0.1,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.09,0.11,0.13,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.05,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.74,0.0,0.0,0.0,0.0,0.0,100.02
01/25/2022,2.41,4.89,4.49,4.93,5.43,4.01,3.99,3.96,4.23,2.39,3.9,2.96,2.92,2.46,2.47,2.42,1.89,1.95,2.28,0.98,2.28,1.54,1.82,1.4,1.6,1.37,1.1,1.88,1.32,1.17,0.9,0.62,0.79,0.85,0.76,0.0,0.52,0.73,0.66,0.77,0.79,0.21,0.62,0.58,0.47,0.61,0.5,0.56,0.4,0.42,0.49,0.52,0.46,0.44,0.0,0.35,0.31,0.43,0.42,0.43,0.33,0.12,0.22,0.1,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.09,0.11,0.13,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.05,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.74,0.0,0.0,0.0,0.0,0.0,100.02
01/26/2022,2.26,4.7,4.31,5.05,5.55,4.13,4.12,4.07,3.42,2.3,4.04,2.92,3.07,2.55,2.5,2.47,1.86,1.99,2.3,0.95,2.31,1.57,1.84,1.44,1.6,1.35,1.11,1.89,1.34,1.15,0.91,0.61,0.81,0.86,0.78,0.0,0.49,0.75,0.68,0.79,0.81,0.2,0.62,0.6,0.47,0.59,0.52,0.56,0.39,0.42,0.5,0.52,0.47,0.45,0.0,0.36,0.32,0.44,0.43,0.44,0.33,0.13,0.22,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.07,0.06,0.09,0.07,0.26,0.04,0.04,0.05,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.74,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/27/2022,2.32,4.66,4.44,5.04,5.7,4.14,4.12,3.97,3.3,2.3,3.89,2.98,3.06,2.53,2.52,2.52,1.79,2.02,2.28,0.96,2.29,1.57,1.82,1.44,1.58,1.37,1.11,1.86,1.32,1.15,0.92,0.65,0.8,0.86,0.78,0.0,0.51,0.75,0.68,0.79,0.81,0.2,0.63,0.6,0.49,0.6,0.53,0.56,0.4,0.43,0.5,0.52,0.46,0.46,0.0,0.37,0.3,0.42,0.43,0.45,0.33,0.12,0.23,0.11,0.16,0.21,0.24,0.0,0.21,0.15,0.17,0.1,0.12,0.14,0.07,0.06,0.09,0.07,0.27,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.75,0.0,0.0,0.0,0.0,0.0,100.01
01/28/2022,2.27,4.69,4.55,5.07,5.78,4.1,4.09,3.98,3.17,2.27,3.82,3.01,3.1,2.46,2.5,2.56,1.83,2.02,2.25,0.96,2.25,1.56,1.83,1.46,1.58,1.39,1.08,1.84,1.29,1.16,0.94,0.67,0.8,0.85,0.77,0.0,0.53,0.76,0.68,0.8,0.82,0.2,0.64,0.6,0.49,0.57,0.53,0.56,0.42,0.43,0.5,0.51,0.46,0.46,0.0,0.37,0.31,0.44,0.44,0.45,0.33,0.11,0.23,0.11,0.17,0.21,0.24,0.0,0.21,0.16,0.17,0.1,0.12,0.14,0.08,0.06,0.08,0.07,0.27,0.04,0.05,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.75,0.0,0.0,0.0,0.0,0.0,99.99
01/31/2022,2.8,4.76,4.44,5.01,4.95,4.17,3.35,4.14,4.27,2.57,3.91,2.91,3.08,2.22,2.37,2.55,1.37,2.01,2.34,0.58,2.34,1.54,1.76,1.51,1.49,1.38,0.62,1.8,0.29,1.16,0.9,0.59,0.8,0.87,0.78,0.0,0.47,0.76,0.69,0.79,0.84,0.07,0.62,0.59,0.47,0.59,0.52,0.56,0.47,0.4,0.5,0.52,0.46,0.45,0.0,0.17,0.29,0.45,0.43,0.44,0.34,0.94,0.29,0.11,0.17,0.2,0.24,0.0,0.21,0.15,0.16,0.09,0.11,0.14,0.07,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,-0.25,0.0,0.7,0.76,0.68,0.44,0.28,0.07,99.97
02/01/2022,2.78,4.73,4.53,5.03,5.04,4.26,3.43,4.03,4.12,2.59,3.82,3.03,3.14,2.17,2.34,2.6,1.36,2.01,2.35,0.57,2.35,1.55,1.74,1.48,1.49,1.44,0.62,1.81,0.29,1.13,0.88,0.49,0.78,0.84,0.77,0.0,0.48,0.76,0.71,0.78,0.81,0.07,0.63,0.6,0.46,0.61,0.53,0.55,0.47,0.41,0.49,0.52,0.46,0.44,0.0,0.17,0.28,0.46,0.43,0.44,0.35,0.94,0.29,0.11,0.17,0.2,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,-0.24,0.0,0.7,0.75,0.7,0.45,0.3,0.07,100.02
02/02/2022,2.78,4.73,4.53,5.03,5.04,4.26,3.43,4.03,4.12,2.59,3.82,3.03,3.14,2.17,2.34,2.6,1.36,2.01,2.35,0.57,2.35,1.55,1.74,1.48,1.49,1.44,0.62,1.81,0.29,1.13,0.88,0.49,0.78,0.84,0.77,0.0,0.48,0.76,0.71,0.78,0.81,0.07,0.63,0.6,0.46,0.61,0.53,0.55,0.47,0.41,0.49,0.52,0.46,0.44,0.0,0.17,0.28,0.46,0.43,0.44,0.35,0.94,0.29,0.11,0.17,0.2,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,-0.24,0.0,0.7,0.75,0.7,0.45,0.3,0.07,100.02000000000002
02/03/2022,2.93,4.74,4.47,4.92,4.96,4.16,3.37,3.92,4.46,2.68,3.74,3.04,3.11,2.18,2.34,2.56,1.34,2.0,2.33,0.59,2.32,1.54,1.7,1.48,1.5,1.44,0.62,1.83,0.29,1.19,0.89,0.51,0.8,0.84,0.76,0.0,0.5,0.74,0.69,0.79,0.79,0.07,0.62,0.59,0.47,0.59,0.52,0.56,0.48,0.39,0.49,0.52,0.46,0.44,0.0,0.17,0.29,0.46,0.44,0.44,0.34,0.98,0.28,0.11,0.17,0.2,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.14,0.07,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.08,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,-0.22,0.0,0.68,0.76,0.73,0.48,0.32,0.07,100.03000000000002
02/04/2022,2.94,4.74,4.45,4.86,4.87,4.14,3.38,3.88,4.72,2.7,3.62,2.96,3.15,2.11,2.36,2.52,1.34,1.98,2.34,0.61,2.33,1.53,1.72,1.56,1.51,1.39,0.61,1.84,0.3,1.17,0.89,0.52,0.79,0.83,0.76,0.0,0.48,0.74,0.69,0.78,0.96,0.08,0.61,0.59,0.48,0.6,0.51,0.55,0.5,0.39,0.48,0.52,0.47,0.43,0.0,0.17,0.3,0.47,0.43,0.44,0.32,1.02,0.28,0.1,0.17,0.22,0.24,0.0,0.21,0.15,0.16,0.1,0.11,0.14,0.07,0.06,0.08,0.07,0.26,0.04,0.04,0.05,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,-0.4,0.0,0.68,0.77,0.77,0.49,0.33,0.07,99.96000000000002
02/07/2022,2.61,4.67,4.44,4.91,5.02,4.3,3.49,3.93,4.25,2.48,3.89,3.19,3.21,2.18,2.38,2.59,1.33,2.03,2.46,0.61,2.46,1.56,1.75,1.56,1.54,1.5,0.62,1.78,0.3,1.12,0.88,0.5,0.8,0.81,0.75,0.0,0.47,0.73,0.71,0.79,0.55,0.07,0.61,0.6,0.47,0.61,0.52,0.54,0.48,0.37,0.49,0.53,0.46,0.43,0.0,0.17,0.29,0.44,0.42,0.44,0.33,0.91,0.27,0.1,0.17,0.21,0.25,0.0,0.21,0.15,0.16,0.09,0.11,0.13,0.07,0.06,0.08,0.07,0.25,0.04,0.04,0.05,0.06,0.03,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.64,0.74,0.68,0.44,0.29,0.07,99.98000000000002
02/08/2022,2.82,4.68,4.43,4.83,4.94,4.25,3.45,3.91,4.25,2.63,3.86,3.16,3.16,2.32,2.36,2.55,1.3,2.01,2.44,0.61,2.44,1.56,1.86,1.57,1.52,1.48,0.64,1.8,0.3,1.15,0.86,0.5,0.79,0.86,0.66,0.0,0.46,0.72,0.7,0.78,0.54,0.07,0.59,0.6,0.48,0.6,0.52,0.55,0.49,0.33,0.5,0.53,0.47,0.42,0.0,0.17,0.29,0.45,0.42,0.44,0.32,0.93,0.26,0.1,0.17,0.2,0.25,0.0,0.22,0.15,0.16,0.09,0.11,0.14,0.07,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.59,0.75,0.72,0.45,0.3,0.07,100.03000000000002
02/09/2022,2.82,4.68,4.43,4.83,4.94,4.25,3.45,3.91,4.25,2.63,3.86,3.16,3.16,2.32,2.36,2.55,1.3,2.01,2.44,0.61,2.44,1.56,1.86,1.57,1.52,1.48,0.64,1.8,0.3,1.15,0.86,0.5,0.79,0.86,0.66,0.0,0.46,0.72,0.7,0.78,0.54,0.07,0.59,0.6,0.48,0.6,0.52,0.55,0.49,0.33,0.5,0.53,0.47,0.42,0.0,0.17,0.29,0.45,0.42,0.44,0.32,0.93,0.26,0.1,0.17,0.2,0.25,0.0,0.22,0.15,0.16,0.09,0.11,0.14,0.07,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.59,0.75,0.72,0.45,0.3,0.07,100.03000000000002
02/10/2022,2.78,4.72,4.53,4.8,4.95,4.28,3.45,3.93,4.19,2.57,3.83,3.11,3.23,2.33,2.34,2.55,1.3,2.02,2.38,0.6,2.38,1.55,1.83,1.56,1.56,1.46,0.63,1.85,0.3,1.13,0.85,0.5,0.79,0.88,0.67,0.0,0.46,0.73,0.7,0.77,0.54,0.07,0.59,0.61,0.49,0.6,0.53,0.56,0.5,0.33,0.51,0.54,0.48,0.43,0.0,0.18,0.3,0.44,0.44,0.45,0.32,0.91,0.28,0.1,0.17,0.21,0.25,0.0,0.22,0.15,0.16,0.09,0.11,0.14,0.08,0.06,0.08,0.07,0.26,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.0,0.0,0.03,0.0,0.58,0.75,0.71,0.45,0.3,0.07,100.03000000000002
