,OLN,UNH,MDT,JNJ,UPS,PG,LLY,ETN,ABBV,ADI,OKE,PM,XOM,MXIM,PEP,FE,PAYX,KLAC,EMR,BMY,KMI,AGNC,IP,MMM,CHTR,ABT,ROKU,HUBB,DUK,CSCO,UGI,CVS,CMCSA,EXC,EVRG,CC,NRG,WMB,KO,CF,QCOM,CVX,NLY,PKG,AES,HPE,AM,PGR,TMUS,T,DOW,HPQ,IVZ,PFE,KHC,STWD,IRM,MDLZ,CNP,PEG,STLD,VZ,EMN,SO,SPG,LYB,NI,AEP,NUE,PRU,LNT,NEE,DGX,CL,CMS,ORI,MRK,CLX,D,WRK,KMB,LBRDK,MO,HSY,WEC,LUMN,WPC,AMGN,CHD,WM,CMI,ETR,HRL,OHI,MDU,GIS,VST,ED,CPB,EIX,STZ,SRE,CTVA,K,MKC,KDP,GILD,IBM,TRGP,ABC,PK,ADM,XEL,PNW,KR,PEAK,DISH,INTC,ES,GLPI,AEE,SYY,TSN,JNPR,SJM,NRZ,OGE,SON,PPL,CAG,ANET,LMT,BDX,VER,VLO,BG,WBA,EPR,XRX,SRC,HUN,NNN,NYCB,SIX,KIM,PBCT,DTE,FLO,TAP,MPW,EHC,WELL,MCK,SCCO,NWL,PACW,CAH,ATO,LB,RYN,ATUS,LEG,MSI,BRX,RS,AGR,NFG,HBAN,LAZ,HE,R,LITE,GPC,CAT,HBI,IDA,HOG,WHR,PRGO,GRMN,FHN,PSX,NTAP,XLNX,HRB,CPA,FAST,OMF,BEN,TNL,PFG,CE,VNO,LW,APO,TKR,INGR,CMA,KSS,RPM,JPMORGAN US GOVT MMKT FUN,HAS,WTRG,BBWI WI,n/a,HFC,AMCR,BBWI,HTA,MCHP,AVGO,NEM,CABO,GLW,OMC,LBEUR,SPB,SUM
08/13/2021,0.78,0.64,0.62,0.65,0.58,0.65,0.71,0.69,0.61,0.62,0.57,0.62,0.57,0.59,0.62,0.6,0.63,0.65,0.64,0.6,0.55,0.56,0.57,0.59,0.61,0.6,0.51,0.64,0.62,0.61,0.59,0.59,0.58,0.6,0.61,0.56,0.59,0.53,0.6,0.54,0.59,0.56,0.53,0.58,0.52,0.57,0.5,0.55,0.54,0.54,0.57,0.55,0.52,0.66,0.51,0.54,0.59,0.54,0.58,0.57,0.64,0.53,0.56,0.58,0.56,0.55,0.54,0.56,0.68,0.56,0.57,0.56,0.58,0.5,0.55,0.53,0.51,0.48,0.53,0.53,0.53,0.54,0.53,0.52,0.54,0.45,0.52,0.48,0.5,0.53,0.51,0.55,0.47,0.47,0.53,0.49,0.51,0.53,0.47,0.49,0.48,0.5,0.52,0.51,0.48,0.5,0.51,0.52,0.51,0.51,0.47,0.51,0.5,0.47,0.56,0.52,0.52,0.48,0.55,0.51,0.52,0.5,0.52,0.5,0.48,0.46,0.51,0.47,0.5,0.45,0.47,0.46,0.45,0.48,0.42,0.47,0.46,0.44,0.46,0.47,0.44,0.44,0.49,0.43,0.46,0.43,0.47,0.4,0.42,0.41,0.41,0.42,0.43,0.44,0.4,0.44,0.36,0.4,0.0,0.37,0.31,0.36,0.39,0.38,0.39,0.38,0.37,0.38,0.38,0.37,0.36,0.32,0.33,0.31,0.35,0.33,0.26,0.3,0.29,0.31,0.27,0.24,0.27,0.27,0.28,0.27,0.26,0.23,0.24,0.19,0.23,0.23,0.2,0.0,0.2,0.2,0.19,0.22,0.21,0.18,0.0,0.0,0.18,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1
08/16/2021,0.79,0.62,0.63,0.65,0.58,0.65,0.69,0.69,0.61,0.61,0.58,0.61,0.56,0.58,0.62,0.6,0.63,0.62,0.64,0.59,0.55,0.56,0.57,0.59,0.61,0.6,0.49,0.65,0.61,0.61,0.59,0.59,0.58,0.6,0.61,0.57,0.58,0.53,0.59,0.55,0.59,0.56,0.53,0.59,0.53,0.58,0.5,0.55,0.54,0.53,0.57,0.56,0.52,0.64,0.51,0.54,0.59,0.54,0.58,0.57,0.68,0.53,0.56,0.58,0.56,0.56,0.54,0.55,0.71,0.57,0.57,0.57,0.57,0.5,0.55,0.53,0.51,0.48,0.54,0.53,0.52,0.54,0.53,0.51,0.54,0.46,0.53,0.48,0.5,0.54,0.52,0.55,0.47,0.46,0.53,0.49,0.5,0.53,0.46,0.5,0.46,0.5,0.52,0.51,0.49,0.49,0.52,0.52,0.51,0.51,0.47,0.51,0.5,0.46,0.56,0.51,0.51,0.47,0.55,0.51,0.52,0.5,0.52,0.5,0.48,0.47,0.52,0.47,0.5,0.45,0.46,0.45,0.46,0.49,0.42,0.47,0.47,0.43,0.46,0.47,0.44,0.44,0.5,0.44,0.46,0.43,0.46,0.4,0.41,0.41,0.4,0.41,0.44,0.44,0.4,0.44,0.37,0.4,0.0,0.37,0.31,0.36,0.39,0.38,0.39,0.38,0.37,0.39,0.38,0.37,0.37,0.32,0.33,0.32,0.36,0.33,0.27,0.31,0.24,0.31,0.27,0.23,0.27,0.27,0.28,0.27,0.26,0.22,0.24,0.19,0.24,0.23,0.2,0.0,0.19,0.21,0.19,0.22,0.21,0.18,0.0,0.18,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.05
08/17/2021,0.8,0.63,0.63,0.65,0.58,0.65,0.69,0.68,0.61,0.62,0.56,0.62,0.55,0.58,0.63,0.6,0.63,0.62,0.64,0.59,0.55,0.56,0.56,0.59,0.6,0.6,0.48,0.65,0.61,0.61,0.59,0.59,0.58,0.6,0.61,0.57,0.59,0.53,0.59,0.54,0.59,0.55,0.53,0.59,0.52,0.57,0.49,0.54,0.54,0.53,0.57,0.53,0.51,0.66,0.51,0.54,0.58,0.55,0.58,0.58,0.68,0.53,0.56,0.57,0.56,0.56,0.54,0.56,0.72,0.57,0.57,0.58,0.57,0.5,0.55,0.53,0.51,0.48,0.54,0.52,0.53,0.54,0.53,0.52,0.54,0.45,0.53,0.48,0.5,0.54,0.51,0.55,0.47,0.46,0.53,0.5,0.5,0.53,0.47,0.5,0.46,0.5,0.52,0.52,0.49,0.49,0.52,0.52,0.5,0.5,0.47,0.51,0.5,0.46,0.56,0.52,0.51,0.47,0.55,0.51,0.52,0.5,0.53,0.51,0.49,0.47,0.52,0.47,0.51,0.46,0.46,0.45,0.46,0.49,0.41,0.47,0.46,0.43,0.45,0.47,0.43,0.44,0.5,0.44,0.46,0.42,0.46,0.43,0.41,0.41,0.4,0.42,0.44,0.44,0.4,0.43,0.36,0.4,0.0,0.37,0.31,0.36,0.39,0.38,0.38,0.38,0.36,0.39,0.38,0.37,0.37,0.31,0.33,0.32,0.35,0.33,0.27,0.31,0.24,0.32,0.27,0.23,0.26,0.27,0.28,0.26,0.26,0.22,0.24,0.19,0.23,0.23,0.2,0.0,0.19,0.21,0.19,0.22,0.2,0.18,0.0,0.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.94
08/18/2021,0.8,0.63,0.63,0.65,0.58,0.65,0.69,0.68,0.61,0.62,0.56,0.62,0.55,0.58,0.63,0.6,0.63,0.62,0.64,0.59,0.55,0.56,0.56,0.59,0.6,0.6,0.48,0.65,0.61,0.61,0.59,0.59,0.58,0.6,0.61,0.57,0.59,0.53,0.59,0.54,0.59,0.55,0.53,0.59,0.52,0.57,0.49,0.54,0.54,0.53,0.57,0.53,0.51,0.66,0.51,0.54,0.58,0.55,0.58,0.58,0.68,0.53,0.56,0.57,0.56,0.56,0.54,0.56,0.72,0.57,0.57,0.58,0.57,0.5,0.55,0.53,0.51,0.48,0.54,0.52,0.53,0.54,0.53,0.52,0.54,0.45,0.53,0.48,0.5,0.54,0.51,0.55,0.47,0.46,0.53,0.5,0.5,0.53,0.47,0.5,0.46,0.5,0.52,0.52,0.49,0.49,0.52,0.52,0.5,0.5,0.47,0.51,0.5,0.46,0.56,0.52,0.51,0.47,0.55,0.51,0.52,0.5,0.53,0.51,0.49,0.47,0.52,0.47,0.51,0.46,0.46,0.45,0.46,0.49,0.41,0.47,0.46,0.43,0.45,0.47,0.43,0.44,0.5,0.44,0.46,0.42,0.46,0.43,0.41,0.41,0.4,0.42,0.44,0.44,0.4,0.43,0.36,0.4,0.0,0.37,0.31,0.36,0.39,0.38,0.38,0.38,0.36,0.39,0.38,0.37,0.37,0.31,0.33,0.32,0.35,0.33,0.27,0.31,0.24,0.32,0.27,0.23,0.26,0.27,0.28,0.26,0.26,0.22,0.24,0.19,0.23,0.23,0.2,0.0,0.19,0.21,0.19,0.22,0.2,0.18,0.0,0.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.94
08/19/2021,0.78,0.64,0.64,0.66,0.59,0.65,0.7,0.69,0.62,0.62,0.56,0.63,0.54,0.58,0.63,0.61,0.64,0.62,0.64,0.6,0.54,0.56,0.57,0.59,0.62,0.6,0.47,0.65,0.62,0.61,0.58,0.59,0.58,0.6,0.62,0.55,0.58,0.52,0.6,0.52,0.59,0.55,0.53,0.59,0.51,0.57,0.48,0.54,0.53,0.53,0.56,0.54,0.52,0.66,0.51,0.53,0.58,0.55,0.58,0.58,0.67,0.53,0.55,0.58,0.55,0.55,0.54,0.56,0.71,0.56,0.57,0.58,0.58,0.5,0.55,0.54,0.52,0.49,0.54,0.52,0.54,0.55,0.53,0.52,0.54,0.46,0.53,0.48,0.51,0.55,0.52,0.55,0.48,0.46,0.52,0.5,0.49,0.53,0.47,0.5,0.47,0.5,0.51,0.52,0.5,0.5,0.52,0.52,0.49,0.51,0.45,0.51,0.51,0.47,0.57,0.52,0.51,0.47,0.55,0.51,0.53,0.5,0.53,0.5,0.49,0.46,0.51,0.47,0.5,0.46,0.46,0.45,0.47,0.5,0.4,0.47,0.46,0.43,0.45,0.47,0.43,0.44,0.5,0.43,0.46,0.42,0.47,0.43,0.41,0.41,0.41,0.42,0.44,0.43,0.4,0.43,0.37,0.4,0.0,0.37,0.3,0.36,0.4,0.38,0.38,0.38,0.36,0.38,0.37,0.37,0.36,0.32,0.33,0.32,0.35,0.33,0.27,0.32,0.24,0.32,0.26,0.23,0.26,0.26,0.29,0.26,0.26,0.22,0.23,0.19,0.23,0.23,0.2,0.0,0.19,0.21,0.19,0.22,0.2,0.18,0.0,0.0,0.0,0.32,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.05
08/20/2021,0.76,0.65,0.65,0.67,0.59,0.66,0.71,0.69,0.63,0.6,0.55,0.63,0.54,0.59,0.64,0.61,0.64,0.61,0.63,0.61,0.53,0.56,0.56,0.59,0.62,0.61,0.48,0.65,0.63,0.61,0.59,0.61,0.59,0.6,0.62,0.55,0.59,0.52,0.6,0.52,0.58,0.55,0.53,0.59,0.51,0.57,0.49,0.54,0.53,0.54,0.56,0.53,0.51,0.69,0.51,0.53,0.58,0.56,0.58,0.58,0.64,0.54,0.55,0.58,0.54,0.54,0.55,0.56,0.68,0.56,0.58,0.58,0.59,0.51,0.56,0.54,0.53,0.49,0.54,0.52,0.54,0.56,0.53,0.53,0.55,0.46,0.53,0.49,0.52,0.55,0.52,0.56,0.49,0.46,0.52,0.51,0.49,0.53,0.48,0.5,0.47,0.5,0.51,0.53,0.5,0.5,0.54,0.52,0.5,0.51,0.44,0.51,0.51,0.47,0.6,0.52,0.51,0.47,0.56,0.51,0.53,0.5,0.53,0.5,0.51,0.46,0.51,0.47,0.51,0.46,0.46,0.45,0.48,0.5,0.4,0.47,0.47,0.42,0.45,0.47,0.42,0.44,0.5,0.41,0.45,0.42,0.47,0.45,0.41,0.41,0.41,0.42,0.45,0.42,0.39,0.42,0.38,0.4,0.0,0.37,0.3,0.35,0.4,0.37,0.38,0.39,0.37,0.38,0.37,0.38,0.36,0.33,0.33,0.31,0.34,0.34,0.26,0.31,0.25,0.32,0.26,0.22,0.26,0.26,0.29,0.25,0.26,0.22,0.23,0.18,0.23,0.22,0.2,0.0,0.19,0.2,0.19,0.21,0.2,0.18,0.0,0.0,0.0,0.31,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
08/23/2021,0.72,0.67,0.65,0.68,0.59,0.67,0.72,0.7,0.63,0.62,0.54,0.63,0.52,0.61,0.65,0.62,0.64,0.62,0.63,0.61,0.51,0.56,0.57,0.58,0.63,0.62,0.47,0.64,0.63,0.63,0.58,0.6,0.59,0.62,0.63,0.53,0.59,0.52,0.6,0.5,0.57,0.52,0.53,0.59,0.51,0.56,0.47,0.55,0.54,0.53,0.55,0.52,0.49,0.68,0.51,0.53,0.59,0.56,0.57,0.59,0.64,0.54,0.54,0.59,0.55,0.53,0.55,0.57,0.68,0.56,0.58,0.6,0.6,0.51,0.57,0.55,0.54,0.5,0.56,0.51,0.55,0.56,0.54,0.53,0.55,0.44,0.53,0.48,0.53,0.56,0.51,0.57,0.49,0.45,0.52,0.51,0.49,0.53,0.48,0.52,0.48,0.51,0.49,0.53,0.51,0.51,0.54,0.51,0.48,0.51,0.45,0.5,0.52,0.48,0.61,0.52,0.51,0.47,0.57,0.51,0.54,0.49,0.54,0.52,0.5,0.46,0.51,0.48,0.51,0.46,0.47,0.45,0.48,0.5,0.38,0.45,0.46,0.42,0.43,0.47,0.42,0.44,0.49,0.4,0.45,0.42,0.48,0.44,0.4,0.41,0.41,0.42,0.45,0.41,0.38,0.42,0.37,0.4,0.0,0.37,0.3,0.35,0.41,0.37,0.38,0.39,0.36,0.38,0.36,0.38,0.35,0.35,0.33,0.3,0.33,0.34,0.26,0.31,0.24,0.32,0.26,0.21,0.26,0.27,0.29,0.25,0.27,0.22,0.23,0.18,0.23,0.22,0.2,0.0,0.19,0.2,0.19,0.21,0.21,0.18,0.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.21
08/24/2021,0.74,0.67,0.65,0.67,0.59,0.67,0.71,0.69,0.63,0.61,0.55,0.63,0.52,0.6,0.64,0.62,0.63,0.61,0.63,0.62,0.51,0.56,0.57,0.57,0.63,0.62,0.47,0.65,0.63,0.64,0.58,0.6,0.59,0.62,0.63,0.52,0.6,0.52,0.6,0.51,0.57,0.52,0.53,0.6,0.52,0.56,0.48,0.55,0.54,0.53,0.55,0.52,0.5,0.67,0.5,0.53,0.59,0.56,0.58,0.59,0.63,0.54,0.54,0.6,0.55,0.53,0.55,0.57,0.67,0.55,0.59,0.6,0.59,0.5,0.57,0.55,0.53,0.49,0.56,0.51,0.55,0.56,0.53,0.53,0.55,0.45,0.53,0.47,0.52,0.56,0.51,0.58,0.49,0.44,0.52,0.51,0.5,0.53,0.48,0.53,0.47,0.51,0.48,0.53,0.5,0.51,0.54,0.51,0.49,0.51,0.45,0.49,0.52,0.47,0.62,0.52,0.51,0.46,0.57,0.51,0.53,0.49,0.53,0.52,0.49,0.46,0.52,0.48,0.52,0.46,0.47,0.45,0.47,0.5,0.38,0.44,0.46,0.41,0.43,0.47,0.42,0.44,0.49,0.41,0.46,0.42,0.48,0.44,0.39,0.41,0.41,0.42,0.45,0.41,0.39,0.43,0.37,0.4,0.0,0.37,0.31,0.35,0.41,0.37,0.37,0.39,0.36,0.38,0.37,0.38,0.35,0.35,0.33,0.3,0.33,0.34,0.26,0.31,0.24,0.33,0.26,0.21,0.26,0.27,0.29,0.25,0.27,0.22,0.23,0.18,0.23,0.22,0.2,0.0,0.19,0.19,0.19,0.21,0.22,0.18,0.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
08/25/2021,0.74,0.67,0.65,0.67,0.59,0.67,0.71,0.69,0.63,0.61,0.55,0.63,0.52,0.6,0.64,0.62,0.63,0.61,0.63,0.62,0.51,0.56,0.57,0.57,0.63,0.62,0.47,0.65,0.63,0.64,0.58,0.6,0.59,0.62,0.63,0.52,0.6,0.52,0.6,0.51,0.57,0.52,0.53,0.6,0.52,0.56,0.48,0.55,0.54,0.53,0.55,0.52,0.5,0.67,0.5,0.53,0.59,0.56,0.58,0.59,0.63,0.54,0.54,0.6,0.55,0.53,0.55,0.57,0.67,0.55,0.59,0.6,0.59,0.5,0.57,0.55,0.53,0.49,0.56,0.51,0.55,0.56,0.53,0.53,0.55,0.45,0.53,0.47,0.52,0.56,0.51,0.58,0.49,0.44,0.52,0.51,0.5,0.53,0.48,0.53,0.47,0.51,0.48,0.53,0.5,0.51,0.54,0.51,0.49,0.51,0.45,0.49,0.52,0.47,0.62,0.52,0.51,0.46,0.57,0.51,0.53,0.49,0.53,0.52,0.49,0.46,0.52,0.48,0.52,0.46,0.47,0.45,0.47,0.5,0.38,0.44,0.46,0.41,0.43,0.47,0.42,0.44,0.49,0.41,0.46,0.42,0.48,0.44,0.39,0.41,0.41,0.42,0.45,0.41,0.39,0.43,0.37,0.4,0.0,0.37,0.31,0.35,0.41,0.37,0.37,0.39,0.36,0.38,0.37,0.38,0.35,0.35,0.33,0.3,0.33,0.34,0.26,0.31,0.24,0.33,0.26,0.21,0.26,0.27,0.29,0.25,0.27,0.22,0.23,0.18,0.23,0.22,0.2,0.0,0.19,0.19,0.19,0.21,0.22,0.18,0.0,0.0,0.18,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
08/26/2021,0.75,0.66,0.64,0.67,0.58,0.66,0.7,0.7,0.64,0.62,0.56,0.62,0.54,0.63,0.64,0.61,0.63,0.63,0.64,0.61,0.52,0.56,0.56,0.57,0.63,0.62,0.48,0.65,0.62,0.64,0.58,0.6,0.59,0.61,0.63,0.54,0.6,0.52,0.59,0.51,0.58,0.53,0.54,0.6,0.51,0.56,0.49,0.55,0.54,0.53,0.56,0.53,0.51,0.69,0.5,0.53,0.59,0.55,0.57,0.58,0.65,0.53,0.54,0.59,0.55,0.54,0.54,0.56,0.69,0.55,0.57,0.59,0.59,0.5,0.56,0.55,0.53,0.49,0.55,0.51,0.54,0.56,0.53,0.52,0.54,0.46,0.52,0.48,0.51,0.55,0.52,0.58,0.48,0.44,0.52,0.5,0.49,0.52,0.47,0.52,0.48,0.5,0.48,0.52,0.5,0.51,0.54,0.51,0.5,0.51,0.46,0.49,0.51,0.46,0.62,0.51,0.52,0.47,0.56,0.51,0.52,0.5,0.52,0.52,0.49,0.47,0.51,0.48,0.51,0.46,0.47,0.45,0.47,0.49,0.4,0.45,0.46,0.42,0.43,0.46,0.42,0.44,0.5,0.41,0.46,0.42,0.48,0.43,0.39,0.41,0.4,0.42,0.45,0.42,0.39,0.43,0.37,0.39,0.0,0.37,0.32,0.35,0.41,0.37,0.38,0.38,0.36,0.39,0.37,0.37,0.36,0.35,0.33,0.31,0.34,0.34,0.26,0.3,0.25,0.33,0.26,0.22,0.26,0.29,0.29,0.26,0.27,0.22,0.23,0.19,0.23,0.22,0.2,0.0,0.19,0.2,0.19,0.21,0.22,0.18,0.0,0.0,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2
08/27/2021,0.77,0.65,0.66,0.66,0.58,0.65,0.69,0.7,0.64,0.6,0.57,0.62,0.54,0.61,0.63,0.61,0.62,0.62,0.64,0.61,0.53,0.57,0.57,0.57,0.63,0.61,0.48,0.65,0.61,0.65,0.58,0.59,0.59,0.61,0.62,0.55,0.6,0.52,0.59,0.51,0.58,0.53,0.54,0.6,0.51,0.57,0.49,0.55,0.54,0.52,0.57,0.53,0.52,0.66,0.5,0.54,0.58,0.54,0.56,0.58,0.67,0.53,0.55,0.58,0.56,0.55,0.54,0.56,0.71,0.56,0.57,0.59,0.58,0.49,0.55,0.55,0.52,0.48,0.55,0.52,0.53,0.56,0.53,0.51,0.53,0.46,0.52,0.47,0.5,0.55,0.52,0.58,0.47,0.45,0.52,0.49,0.5,0.52,0.46,0.52,0.48,0.49,0.49,0.51,0.49,0.51,0.53,0.51,0.51,0.5,0.48,0.49,0.5,0.46,0.6,0.51,0.52,0.48,0.56,0.51,0.52,0.5,0.52,0.52,0.48,0.5,0.51,0.47,0.51,0.45,0.48,0.45,0.47,0.49,0.41,0.45,0.46,0.42,0.44,0.46,0.43,0.43,0.5,0.44,0.46,0.42,0.47,0.42,0.4,0.42,0.41,0.42,0.44,0.42,0.4,0.44,0.37,0.39,0.0,0.37,0.31,0.36,0.41,0.37,0.38,0.38,0.35,0.4,0.37,0.37,0.36,0.35,0.33,0.31,0.34,0.33,0.27,0.3,0.24,0.33,0.27,0.22,0.26,0.28,0.29,0.27,0.26,0.22,0.23,0.2,0.24,0.22,0.2,0.0,0.19,0.2,0.19,0.22,0.23,0.0,0.0,0.18,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17
08/30/2021,0.79,0.65,0.66,0.65,0.58,0.65,0.69,0.7,0.64,1.24,0.57,0.63,0.54,0.0,0.63,0.61,0.62,0.64,0.65,0.6,0.52,0.56,0.57,0.58,0.64,0.62,0.47,0.66,0.61,0.65,0.57,0.59,0.58,0.61,0.63,0.56,0.62,0.52,0.58,0.51,0.57,0.53,0.54,0.61,0.51,0.58,0.5,0.55,0.52,0.52,0.57,0.54,0.52,0.65,0.49,0.53,0.59,0.54,0.55,0.58,0.65,0.53,0.55,0.59,0.56,0.54,0.53,0.56,0.68,0.56,0.57,0.59,0.58,0.49,0.56,0.55,0.52,0.48,0.55,0.52,0.54,0.56,0.54,0.51,0.53,0.47,0.52,0.47,0.5,0.56,0.52,0.58,0.47,0.44,0.52,0.48,0.51,0.52,0.45,0.51,0.47,0.5,0.51,0.5,0.49,0.51,0.53,0.51,0.51,0.5,0.48,0.5,0.5,0.45,0.6,0.52,0.51,0.47,0.56,0.52,0.52,0.51,0.52,0.52,0.46,0.5,0.51,0.48,0.51,0.45,0.47,0.46,0.47,0.49,0.41,0.45,0.46,0.44,0.43,0.47,0.44,0.44,0.49,0.43,0.46,0.43,0.47,0.42,0.39,0.41,0.4,0.42,0.44,0.41,0.4,0.44,0.37,0.39,0.0,0.36,0.31,0.36,0.42,0.38,0.37,0.38,0.36,0.4,0.38,0.37,0.37,0.35,0.33,0.31,0.34,0.33,0.26,0.31,0.24,0.33,0.27,0.23,0.28,0.28,0.28,0.27,0.27,0.22,0.23,0.2,0.24,0.23,0.2,0.0,0.19,0.19,0.19,0.22,0.22,0.18,0.0,0.18,0.18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.43
08/31/2021,0.83,0.64,0.66,0.64,0.58,0.65,0.68,0.7,0.63,1.22,0.58,0.63,0.54,0.0,0.62,0.6,0.62,0.65,0.64,0.59,0.53,0.57,0.57,0.57,0.64,0.61,0.47,0.66,0.61,0.64,0.57,0.58,0.58,0.61,0.62,0.57,0.61,0.52,0.58,0.51,0.58,0.54,0.54,0.61,0.51,0.59,0.52,0.55,0.52,0.52,0.58,0.53,0.53,0.64,0.49,0.54,0.59,0.54,0.55,0.58,0.66,0.52,0.56,0.58,0.56,0.55,0.53,0.55,0.68,0.56,0.57,0.58,0.58,0.49,0.56,0.55,0.51,0.47,0.54,0.53,0.53,0.56,0.54,0.51,0.53,0.45,0.52,0.47,0.49,0.56,0.52,0.56,0.47,0.44,0.52,0.48,0.51,0.52,0.45,0.5,0.46,0.5,0.5,0.5,0.49,0.5,0.52,0.5,0.52,0.51,0.49,0.5,0.5,0.45,0.59,0.52,0.51,0.48,0.55,0.51,0.52,0.51,0.51,0.52,0.46,0.51,0.51,0.48,0.5,0.45,0.47,0.45,0.47,0.49,0.42,0.46,0.46,0.44,0.43,0.47,0.44,0.44,0.5,0.44,0.46,0.43,0.47,0.42,0.39,0.41,0.4,0.42,0.44,0.42,0.4,0.45,0.37,0.39,0.0,0.36,0.31,0.36,0.41,0.38,0.38,0.38,0.36,0.4,0.38,0.36,0.38,0.35,0.33,0.31,0.34,0.33,0.26,0.31,0.24,0.33,0.27,0.23,0.28,0.29,0.29,0.27,0.26,0.23,0.24,0.2,0.24,0.23,0.2,0.0,0.19,0.2,0.2,0.22,0.22,0.0,0.0,0.18,0.18,0.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
09/01/2021,0.83,0.64,0.66,0.64,0.58,0.65,0.68,0.7,0.63,1.22,0.58,0.63,0.54,0.0,0.62,0.6,0.62,0.65,0.64,0.59,0.53,0.57,0.57,0.57,0.64,0.61,0.47,0.66,0.61,0.64,0.57,0.58,0.58,0.61,0.62,0.57,0.61,0.52,0.58,0.51,0.58,0.54,0.54,0.61,0.51,0.59,0.52,0.55,0.52,0.52,0.58,0.53,0.53,0.64,0.49,0.54,0.59,0.54,0.55,0.58,0.66,0.52,0.56,0.58,0.56,0.55,0.53,0.55,0.68,0.56,0.57,0.58,0.58,0.49,0.56,0.55,0.51,0.47,0.54,0.53,0.53,0.56,0.54,0.51,0.53,0.45,0.52,0.47,0.49,0.56,0.52,0.56,0.47,0.44,0.52,0.48,0.51,0.52,0.45,0.5,0.46,0.5,0.5,0.5,0.49,0.5,0.52,0.5,0.52,0.51,0.49,0.5,0.5,0.45,0.59,0.52,0.51,0.48,0.55,0.51,0.52,0.51,0.51,0.52,0.46,0.51,0.51,0.48,0.5,0.45,0.47,0.45,0.47,0.49,0.42,0.46,0.46,0.44,0.43,0.47,0.44,0.44,0.5,0.44,0.46,0.43,0.47,0.42,0.39,0.41,0.4,0.42,0.44,0.42,0.4,0.45,0.37,0.39,0.0,0.36,0.31,0.36,0.41,0.38,0.38,0.38,0.36,0.4,0.38,0.36,0.38,0.35,0.33,0.31,0.34,0.33,0.26,0.31,0.24,0.33,0.27,0.23,0.28,0.29,0.29,0.27,0.26,0.23,0.24,0.2,0.24,0.23,0.2,0.0,0.19,0.2,0.2,0.22,0.22,0.0,0.0,0.18,0.18,0.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
