,OLN,UNH,MDT,JNJ,UPS,PG,LLY,ETN,ABBV,ADI,OKE,PM,XOM,MXIM,PEP,FE,PAYX,KLAC,EMR,BMY,KMI,AGNC,IP,MMM,CHTR,ABT,ROKU,HUBB,DUK,CSCO,UGI,CVS,CMCSA,EXC,EVRG,CC,NRG,WMB,KO,CF,QCOM,CVX,NLY,PKG,AES,HPE,AM,PGR,TMUS,T,DOW,HPQ,IVZ,PFE,KHC,STWD,IRM,MDLZ,CNP,PEG,STLD,VZ,EMN,SO,SPG,LYB,NI,AEP,NUE,PRU,LNT,NEE,DGX,CL,CMS,ORI,MRK,CLX,D,WRK,KMB,LBRDK,MO,HSY,WEC,LUMN,WPC,AMGN,CHD,WM,CMI,ETR,HRL,OHI,MDU,GIS,VST,ED,CPB,EIX,STZ,SRE,CTVA,K,MKC,KDP,GILD,IBM,TRGP,ABC,PK,ADM,XEL,PNW,KR,PEAK,DISH,INTC,ES,GLPI,AEE,SYY,TSN,JNPR,SJM,NRZ,OGE,SON,PPL,CAG,ANET,LMT,BDX,VER,VLO,BG,WBA,EPR,XRX,SRC,HUN,NNN,NYCB,SIX,KIM,PBCT,DTE,FLO,TAP,MPW,EHC,WELL,MCK,SCCO,NWL,PACW,CAH,ATO,LB,RYN,ATUS,LEG,MSI,BRX,RS,AGR,NFG,HBAN,LAZ,HE,R,LITE,GPC,CAT,HBI,IDA,HOG,WHR,PRGO,GRMN,FHN,PSX,NTAP,XLNX,HRB,CPA,FAST,OMF,BEN,TNL,PFG,CE,VNO,LW,APO,TKR,INGR,CMA,KSS,RPM,JPMORGAN US GOVT MMKT FUN,HAS,WTRG,BBWI WI,n/a,HFC,AMCR,BBWI,HTA,MCHP,AVGO,NEM,CABO,GLW,OMC,LBEUR,SPB,SUM
09/02/2021,0.83,0.64,0.66,0.65,0.58,0.65,0.68,0.7,0.64,1.22,0.57,0.63,0.54,0.0,0.63,0.61,0.62,0.65,0.65,0.59,0.52,0.56,0.57,0.57,0.64,0.61,0.47,0.66,0.61,0.64,0.58,0.59,0.59,0.61,0.61,0.56,0.61,0.52,0.58,0.51,0.58,0.54,0.54,0.61,0.51,0.58,0.51,0.54,0.52,0.52,0.57,0.55,0.52,0.64,0.49,0.53,0.59,0.54,0.55,0.58,0.66,0.52,0.55,0.58,0.56,0.54,0.53,0.56,0.69,0.56,0.57,0.58,0.58,0.49,0.56,0.55,0.51,0.48,0.54,0.52,0.53,0.57,0.54,0.51,0.53,0.45,0.52,0.47,0.5,0.56,0.52,0.55,0.47,0.44,0.51,0.48,0.51,0.52,0.45,0.5,0.46,0.5,0.5,0.5,0.49,0.51,0.53,0.5,0.51,0.51,0.49,0.49,0.5,0.45,0.6,0.52,0.51,0.48,0.56,0.52,0.52,0.5,0.51,0.52,0.45,0.51,0.51,0.48,0.5,0.44,0.47,0.45,0.47,0.49,0.41,0.45,0.46,0.44,0.43,0.48,0.44,0.44,0.49,0.43,0.46,0.42,0.47,0.43,0.38,0.42,0.41,0.42,0.44,0.42,0.4,0.44,0.37,0.39,0.0,0.37,0.3,0.36,0.41,0.38,0.38,0.38,0.36,0.4,0.38,0.36,0.38,0.35,0.33,0.31,0.33,0.33,0.26,0.31,0.24,0.34,0.27,0.23,0.29,0.29,0.29,0.26,0.27,0.22,0.23,0.2,0.24,0.23,0.2,0.0,0.19,0.2,0.19,0.21,0.22,0.0,0.0,0.18,0.18,0.36,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
09/03/2021,0.82,0.64,0.66,0.64,0.59,0.65,0.67,0.69,0.64,1.19,0.57,0.63,0.53,0.0,0.63,0.61,0.62,0.64,0.65,0.59,0.52,0.56,0.57,0.57,0.64,0.61,0.47,0.65,0.61,0.64,0.57,0.6,0.6,0.61,0.62,0.55,0.62,0.52,0.59,0.51,0.59,0.53,0.54,0.61,0.5,0.59,0.51,0.54,0.51,0.52,0.56,0.55,0.52,0.63,0.49,0.53,0.61,0.54,0.54,0.57,0.63,0.53,0.55,0.58,0.56,0.53,0.53,0.56,0.67,0.56,0.57,0.58,0.59,0.49,0.56,0.54,0.51,0.48,0.54,0.53,0.54,0.57,0.55,0.52,0.53,0.47,0.52,0.47,0.5,0.56,0.52,0.56,0.47,0.45,0.51,0.48,0.52,0.52,0.46,0.51,0.46,0.5,0.5,0.5,0.49,0.51,0.53,0.51,0.5,0.52,0.49,0.49,0.5,0.45,0.6,0.52,0.52,0.48,0.55,0.52,0.52,0.5,0.51,0.51,0.46,0.51,0.51,0.48,0.51,0.45,0.47,0.45,0.47,0.5,0.41,0.45,0.48,0.44,0.43,0.48,0.45,0.44,0.5,0.43,0.46,0.43,0.47,0.43,0.39,0.42,0.41,0.43,0.45,0.42,0.4,0.44,0.37,0.39,0.0,0.37,0.3,0.35,0.41,0.38,0.37,0.38,0.36,0.4,0.37,0.36,0.37,0.35,0.32,0.31,0.33,0.33,0.26,0.3,0.24,0.33,0.27,0.22,0.29,0.29,0.29,0.26,0.26,0.22,0.23,0.2,0.23,0.22,0.2,0.0,0.19,0.19,0.19,0.22,0.21,0.0,0.0,0.18,0.18,0.35,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26
09/06/2021,0.8,0.65,0.66,0.65,0.59,0.65,0.67,0.68,0.59,1.18,0.57,0.64,0.53,0.0,0.62,0.62,0.61,0.63,0.65,0.58,0.52,0.55,0.57,0.57,0.64,0.62,0.46,0.64,0.61,0.64,0.58,0.6,0.6,0.62,0.62,0.55,0.61,0.53,0.59,0.51,0.58,0.53,0.53,0.61,0.51,0.58,0.53,0.54,0.51,0.52,0.56,0.54,0.52,0.63,0.48,0.53,0.62,0.53,0.55,0.58,0.62,0.52,0.54,0.58,0.57,0.51,0.54,0.56,0.65,0.55,0.57,0.59,0.59,0.49,0.56,0.53,0.51,0.48,0.54,0.53,0.54,0.57,0.55,0.51,0.54,0.46,0.53,0.47,0.5,0.56,0.51,0.57,0.45,0.45,0.52,0.48,0.52,0.52,0.47,0.51,0.46,0.5,0.51,0.5,0.5,0.51,0.53,0.5,0.51,0.52,0.48,0.49,0.51,0.45,0.61,0.53,0.54,0.47,0.56,0.54,0.52,0.49,0.51,0.51,0.45,0.51,0.51,0.48,0.52,0.45,0.46,0.44,0.48,0.5,0.4,0.46,0.49,0.44,0.44,0.48,0.45,0.44,0.5,0.42,0.46,0.42,0.47,0.42,0.38,0.44,0.42,0.43,0.45,0.41,0.4,0.44,0.38,0.39,0.0,0.38,0.3,0.35,0.41,0.38,0.37,0.39,0.36,0.39,0.38,0.36,0.37,0.35,0.32,0.31,0.34,0.33,0.25,0.31,0.24,0.33,0.26,0.22,0.29,0.28,0.29,0.27,0.26,0.22,0.23,0.2,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.21,0.0,0.0,0.18,0.18,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18
09/07/2021,0.79,0.65,0.66,0.65,0.59,0.65,0.67,0.68,0.59,1.18,0.57,0.65,0.53,0.0,0.63,0.62,0.61,0.64,0.65,0.58,0.52,0.55,0.57,0.57,0.64,0.62,0.45,0.64,0.61,0.64,0.58,0.61,0.6,0.62,0.62,0.55,0.61,0.53,0.59,0.51,0.58,0.53,0.53,0.61,0.52,0.59,0.54,0.54,0.51,0.52,0.55,0.55,0.51,0.64,0.48,0.53,0.62,0.53,0.56,0.57,0.62,0.53,0.54,0.58,0.57,0.51,0.53,0.56,0.65,0.55,0.57,0.59,0.6,0.49,0.56,0.52,0.52,0.49,0.54,0.54,0.55,0.57,0.55,0.51,0.54,0.46,0.53,0.47,0.5,0.56,0.52,0.57,0.44,0.45,0.51,0.48,0.52,0.52,0.47,0.51,0.46,0.5,0.51,0.5,0.5,0.5,0.53,0.5,0.52,0.53,0.47,0.49,0.51,0.45,0.61,0.53,0.54,0.47,0.56,0.54,0.52,0.49,0.51,0.51,0.45,0.52,0.51,0.48,0.52,0.45,0.46,0.44,0.48,0.5,0.4,0.46,0.48,0.45,0.43,0.48,0.45,0.44,0.5,0.41,0.47,0.42,0.47,0.42,0.38,0.44,0.41,0.43,0.45,0.42,0.4,0.44,0.38,0.39,0.0,0.38,0.31,0.35,0.41,0.38,0.37,0.38,0.37,0.39,0.38,0.36,0.37,0.36,0.32,0.3,0.33,0.33,0.25,0.31,0.25,0.33,0.26,0.22,0.3,0.29,0.29,0.26,0.26,0.22,0.23,0.19,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.21,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28
09/08/2021,0.79,0.65,0.66,0.65,0.59,0.65,0.67,0.68,0.59,1.18,0.57,0.65,0.53,0.0,0.63,0.62,0.61,0.64,0.65,0.58,0.52,0.55,0.57,0.57,0.64,0.62,0.45,0.64,0.61,0.64,0.58,0.61,0.6,0.62,0.62,0.55,0.61,0.53,0.59,0.51,0.58,0.53,0.53,0.61,0.52,0.59,0.54,0.54,0.51,0.52,0.55,0.55,0.51,0.64,0.48,0.53,0.62,0.53,0.56,0.57,0.62,0.53,0.54,0.58,0.57,0.51,0.53,0.56,0.65,0.55,0.57,0.59,0.6,0.49,0.56,0.52,0.52,0.49,0.54,0.54,0.55,0.57,0.55,0.51,0.54,0.46,0.53,0.47,0.5,0.56,0.52,0.57,0.44,0.45,0.51,0.48,0.52,0.52,0.47,0.51,0.46,0.5,0.51,0.5,0.5,0.5,0.53,0.5,0.52,0.53,0.47,0.49,0.51,0.45,0.61,0.53,0.54,0.47,0.56,0.54,0.52,0.49,0.51,0.51,0.45,0.52,0.51,0.48,0.52,0.45,0.46,0.44,0.48,0.5,0.4,0.46,0.48,0.45,0.43,0.48,0.45,0.44,0.5,0.41,0.47,0.42,0.47,0.42,0.38,0.44,0.41,0.43,0.45,0.42,0.4,0.44,0.38,0.39,0.0,0.38,0.31,0.35,0.41,0.38,0.37,0.38,0.37,0.39,0.38,0.36,0.37,0.36,0.32,0.3,0.33,0.33,0.25,0.31,0.25,0.33,0.26,0.22,0.3,0.29,0.29,0.26,0.26,0.22,0.23,0.19,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.21,0.0,0.0,0.18,0.18,0.34,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28
09/09/2021,0.79,0.65,0.66,0.65,0.59,0.65,0.67,0.68,0.59,1.18,0.57,0.65,0.53,0.0,0.63,0.62,0.61,0.64,0.65,0.58,0.52,0.55,0.57,0.57,0.64,0.62,0.45,0.64,0.61,0.64,0.58,0.61,0.6,0.62,0.62,0.55,0.61,0.53,0.59,0.51,0.58,0.53,0.53,0.61,0.52,0.59,0.54,0.54,0.51,0.52,0.55,0.55,0.51,0.64,0.48,0.53,0.62,0.53,0.56,0.57,0.62,0.53,0.54,0.58,0.57,0.51,0.53,0.56,0.65,0.55,0.57,0.59,0.6,0.49,0.56,0.52,0.52,0.49,0.54,0.54,0.55,0.57,0.55,0.51,0.54,0.46,0.53,0.47,0.5,0.56,0.52,0.57,0.44,0.45,0.51,0.48,0.52,0.52,0.47,0.51,0.46,0.5,0.51,0.5,0.5,0.5,0.53,0.5,0.52,0.53,0.47,0.49,0.51,0.45,0.61,0.53,0.54,0.47,0.56,0.54,0.52,0.49,0.51,0.51,0.45,0.52,0.51,0.48,0.52,0.45,0.46,0.44,0.48,0.5,0.4,0.46,0.48,0.45,0.43,0.48,0.45,0.44,0.5,0.41,0.47,0.42,0.47,0.42,0.38,0.44,0.41,0.43,0.45,0.42,0.4,0.44,0.38,0.39,0.0,0.38,0.31,0.35,0.41,0.38,0.37,0.38,0.37,0.39,0.38,0.36,0.37,0.36,0.32,0.3,0.33,0.33,0.25,0.31,0.25,0.33,0.26,0.22,0.3,0.29,0.29,0.26,0.26,0.22,0.23,0.19,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.21,0.0,0.0,0.18,0.18,0.34,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28
09/10/2021,0.8,0.65,0.67,0.65,0.59,0.66,0.67,0.68,0.58,1.2,0.57,0.66,0.53,0.0,0.62,0.61,0.61,0.65,0.64,0.58,0.52,0.55,0.56,0.55,0.64,0.63,0.46,0.63,0.6,0.64,0.57,0.61,0.6,0.62,0.61,0.54,0.61,0.53,0.58,0.53,0.58,0.53,0.53,0.61,0.52,0.58,0.54,0.53,0.51,0.53,0.56,0.53,0.52,0.64,0.49,0.53,0.62,0.52,0.56,0.57,0.63,0.53,0.54,0.58,0.57,0.51,0.53,0.56,0.66,0.56,0.56,0.59,0.61,0.49,0.55,0.52,0.51,0.49,0.53,0.53,0.55,0.56,0.56,0.51,0.53,0.46,0.53,0.47,0.51,0.56,0.51,0.57,0.44,0.45,0.51,0.48,0.52,0.52,0.47,0.52,0.46,0.5,0.51,0.49,0.5,0.5,0.53,0.5,0.51,0.53,0.48,0.49,0.5,0.45,0.61,0.52,0.54,0.48,0.55,0.54,0.51,0.49,0.51,0.5,0.45,0.52,0.51,0.48,0.52,0.45,0.46,0.44,0.49,0.49,0.41,0.46,0.49,0.44,0.42,0.48,0.45,0.44,0.5,0.43,0.46,0.43,0.47,0.42,0.38,0.45,0.42,0.42,0.46,0.42,0.4,0.44,0.39,0.39,0.0,0.38,0.3,0.35,0.42,0.38,0.37,0.38,0.36,0.4,0.38,0.35,0.38,0.36,0.32,0.31,0.33,0.33,0.25,0.3,0.25,0.34,0.26,0.22,0.29,0.29,0.29,0.27,0.26,0.22,0.23,0.2,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.21,0.0,0.0,0.18,0.18,0.34,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26
09/13/2021,0.79,0.64,0.66,0.63,0.57,0.66,0.63,0.67,0.57,1.25,0.57,0.64,0.53,0.0,0.63,0.61,0.61,0.67,0.62,0.57,0.51,0.56,0.57,0.55,0.63,0.63,0.46,0.62,0.61,0.64,0.57,0.6,0.59,0.63,0.62,0.52,0.61,0.52,0.59,0.52,0.57,0.53,0.53,0.62,0.51,0.57,0.54,0.53,0.5,0.53,0.55,0.52,0.52,0.63,0.5,0.53,0.61,0.53,0.58,0.58,0.62,0.53,0.53,0.6,0.55,0.49,0.54,0.57,0.65,0.56,0.57,0.6,0.62,0.49,0.56,0.53,0.5,0.49,0.55,0.54,0.54,0.55,0.56,0.51,0.54,0.47,0.53,0.46,0.5,0.56,0.51,0.58,0.44,0.46,0.5,0.49,0.52,0.53,0.48,0.52,0.48,0.51,0.5,0.5,0.5,0.51,0.52,0.5,0.51,0.53,0.48,0.5,0.51,0.45,0.61,0.52,0.53,0.48,0.56,0.52,0.52,0.5,0.5,0.5,0.45,0.52,0.51,0.47,0.52,0.46,0.46,0.44,0.5,0.49,0.4,0.46,0.49,0.43,0.41,0.47,0.46,0.44,0.5,0.42,0.46,0.43,0.47,0.42,0.38,0.45,0.42,0.43,0.46,0.41,0.41,0.45,0.38,0.39,0.0,0.37,0.3,0.35,0.42,0.38,0.37,0.38,0.37,0.4,0.38,0.36,0.36,0.36,0.32,0.3,0.33,0.34,0.24,0.3,0.26,0.33,0.26,0.21,0.3,0.29,0.28,0.27,0.26,0.22,0.23,0.19,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.22,0.2,0.0,0.0,0.18,0.18,0.34,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.16
09/14/2021,0.8,0.63,0.66,0.63,0.59,0.67,0.64,0.67,0.57,1.27,0.58,0.65,0.54,0.0,0.64,0.6,0.61,0.68,0.63,0.57,0.52,0.56,0.57,0.55,0.63,0.64,0.45,0.62,0.61,0.64,0.56,0.6,0.59,0.63,0.61,0.52,0.6,0.52,0.59,0.53,0.58,0.53,0.54,0.62,0.51,0.56,0.55,0.53,0.5,0.53,0.55,0.53,0.52,0.63,0.5,0.52,0.61,0.53,0.58,0.57,0.63,0.53,0.54,0.59,0.55,0.5,0.53,0.56,0.65,0.56,0.57,0.6,0.61,0.5,0.56,0.53,0.5,0.5,0.54,0.54,0.55,0.56,0.56,0.52,0.54,0.46,0.52,0.46,0.5,0.57,0.52,0.57,0.45,0.45,0.5,0.5,0.51,0.52,0.48,0.52,0.48,0.51,0.5,0.5,0.5,0.51,0.53,0.51,0.51,0.53,0.48,0.5,0.5,0.44,0.57,0.52,0.52,0.48,0.55,0.52,0.52,0.5,0.5,0.5,0.46,0.52,0.51,0.47,0.52,0.46,0.45,0.44,0.5,0.48,0.4,0.46,0.48,0.42,0.4,0.47,0.47,0.43,0.5,0.42,0.46,0.42,0.47,0.42,0.38,0.44,0.42,0.44,0.46,0.42,0.4,0.44,0.38,0.38,0.0,0.38,0.3,0.35,0.42,0.37,0.37,0.37,0.37,0.4,0.38,0.35,0.37,0.35,0.32,0.3,0.33,0.33,0.25,0.3,0.26,0.34,0.25,0.21,0.31,0.29,0.28,0.27,0.26,0.22,0.23,0.2,0.23,0.22,0.19,0.0,0.2,0.19,0.19,0.22,0.2,0.0,0.0,0.18,0.18,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23
09/15/2021,0.8,0.63,0.66,0.63,0.59,0.67,0.64,0.67,0.57,1.27,0.58,0.65,0.54,0.0,0.64,0.6,0.61,0.68,0.63,0.57,0.52,0.56,0.57,0.55,0.63,0.64,0.45,0.62,0.61,0.64,0.56,0.6,0.59,0.63,0.61,0.52,0.6,0.52,0.59,0.53,0.58,0.53,0.54,0.62,0.51,0.56,0.55,0.53,0.5,0.53,0.55,0.53,0.52,0.63,0.5,0.52,0.61,0.53,0.58,0.57,0.63,0.53,0.54,0.59,0.55,0.5,0.53,0.56,0.65,0.56,0.57,0.6,0.61,0.5,0.56,0.53,0.5,0.5,0.54,0.54,0.55,0.56,0.56,0.52,0.54,0.46,0.52,0.46,0.5,0.57,0.52,0.57,0.45,0.45,0.5,0.5,0.51,0.52,0.48,0.52,0.48,0.51,0.5,0.5,0.5,0.51,0.53,0.51,0.51,0.53,0.48,0.5,0.5,0.44,0.57,0.52,0.52,0.48,0.55,0.52,0.52,0.5,0.5,0.5,0.46,0.52,0.51,0.47,0.52,0.46,0.45,0.44,0.5,0.48,0.4,0.46,0.48,0.42,0.4,0.47,0.47,0.43,0.5,0.42,0.46,0.42,0.47,0.42,0.38,0.44,0.42,0.44,0.46,0.42,0.4,0.44,0.38,0.38,0.0,0.38,0.3,0.35,0.42,0.37,0.37,0.37,0.37,0.4,0.38,0.35,0.37,0.35,0.32,0.3,0.33,0.33,0.25,0.3,0.26,0.34,0.25,0.21,0.31,0.29,0.28,0.27,0.26,0.22,0.23,0.2,0.23,0.22,0.19,0.0,0.2,0.19,0.19,0.22,0.2,0.0,0.0,0.18,0.18,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23
09/16/2021,0.81,0.65,0.65,0.62,0.59,0.67,0.63,0.66,0.58,1.28,0.58,0.64,0.55,0.0,0.63,0.59,0.6,0.68,0.62,0.56,0.52,0.56,0.57,0.55,0.63,0.62,0.44,0.62,0.6,0.64,0.56,0.6,0.6,0.64,0.61,0.53,0.61,0.53,0.59,0.53,0.58,0.54,0.54,0.62,0.51,0.55,0.55,0.54,0.49,0.53,0.55,0.53,0.52,0.62,0.5,0.52,0.61,0.53,0.57,0.57,0.6,0.53,0.54,0.59,0.56,0.51,0.53,0.56,0.63,0.56,0.56,0.59,0.6,0.49,0.55,0.53,0.5,0.5,0.54,0.53,0.55,0.56,0.55,0.52,0.53,0.48,0.52,0.46,0.5,0.57,0.52,0.58,0.45,0.45,0.5,0.49,0.51,0.52,0.49,0.52,0.48,0.51,0.5,0.51,0.49,0.51,0.53,0.51,0.52,0.53,0.5,0.51,0.5,0.45,0.57,0.52,0.53,0.49,0.55,0.52,0.52,0.49,0.51,0.51,0.46,0.52,0.51,0.46,0.52,0.46,0.46,0.44,0.49,0.48,0.42,0.47,0.47,0.43,0.4,0.47,0.47,0.44,0.51,0.44,0.47,0.43,0.47,0.42,0.39,0.44,0.41,0.44,0.46,0.41,0.4,0.45,0.38,0.37,0.0,0.38,0.3,0.35,0.42,0.39,0.37,0.37,0.36,0.4,0.38,0.35,0.38,0.36,0.32,0.3,0.34,0.33,0.25,0.3,0.27,0.33,0.26,0.21,0.3,0.29,0.28,0.28,0.26,0.22,0.23,0.21,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.22,0.2,0.0,0.0,0.18,0.18,0.34,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.32
09/17/2021,0.81,0.65,0.66,0.63,0.59,0.68,0.62,0.66,0.58,1.3,0.59,0.64,0.54,0.0,0.64,0.6,0.61,0.69,0.62,0.56,0.52,0.56,0.56,0.55,0.62,0.63,0.43,0.62,0.6,0.64,0.55,0.6,0.56,0.64,0.61,0.52,0.61,0.54,0.59,0.53,0.58,0.54,0.55,0.61,0.51,0.54,0.55,0.54,0.5,0.53,0.55,0.52,0.53,0.62,0.5,0.52,0.59,0.54,0.57,0.58,0.59,0.53,0.52,0.59,0.56,0.51,0.53,0.56,0.62,0.56,0.57,0.6,0.61,0.5,0.56,0.49,0.49,0.51,0.54,0.53,0.55,0.54,0.54,0.52,0.54,0.49,0.52,0.46,0.51,0.57,0.52,0.59,0.45,0.45,0.5,0.5,0.5,0.52,0.49,0.52,0.48,0.52,0.49,0.51,0.5,0.52,0.53,0.51,0.52,0.53,0.5,0.51,0.49,0.44,0.56,0.53,0.51,0.49,0.54,0.52,0.52,0.49,0.51,0.51,0.47,0.53,0.51,0.47,0.52,0.46,0.46,0.44,0.5,0.48,0.41,0.47,0.47,0.43,0.4,0.47,0.46,0.44,0.51,0.44,0.47,0.42,0.47,0.42,0.39,0.43,0.41,0.44,0.46,0.41,0.4,0.44,0.38,0.37,0.0,0.38,0.3,0.35,0.42,0.39,0.37,0.37,0.36,0.4,0.37,0.35,0.38,0.36,0.33,0.3,0.34,0.33,0.25,0.3,0.28,0.33,0.25,0.21,0.31,0.29,0.28,0.28,0.26,0.22,0.23,0.21,0.23,0.22,0.2,0.0,0.2,0.19,0.19,0.21,0.2,0.0,0.0,0.18,0.18,0.34,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.28
09/20/2021,0.82,0.65,0.66,0.63,0.59,0.67,0.61,0.67,0.58,1.29,0.61,0.64,0.55,0.0,0.64,0.6,0.61,0.72,0.62,0.55,0.52,0.56,0.56,0.55,0.62,0.63,0.44,0.61,0.6,0.63,0.55,0.61,0.57,0.64,0.59,0.51,0.59,0.55,0.59,0.56,0.56,0.54,0.55,0.59,0.52,0.53,0.57,0.53,0.49,0.54,0.54,0.53,0.53,0.62,0.5,0.52,0.58,0.54,0.54,0.57,0.61,0.53,0.52,0.58,0.57,0.51,0.52,0.55,0.64,0.56,0.56,0.59,0.61,0.49,0.55,0.49,0.49,0.49,0.53,0.53,0.54,0.54,0.54,0.52,0.52,0.49,0.52,0.47,0.51,0.57,0.51,0.58,0.44,0.44,0.49,0.5,0.5,0.51,0.49,0.51,0.48,0.52,0.49,0.51,0.5,0.52,0.53,0.5,0.54,0.54,0.5,0.53,0.48,0.44,0.55,0.52,0.52,0.49,0.53,0.52,0.51,0.5,0.51,0.51,0.46,0.53,0.5,0.46,0.51,0.46,0.47,0.44,0.5,0.48,0.42,0.49,0.48,0.44,0.41,0.48,0.47,0.43,0.51,0.44,0.48,0.43,0.47,0.42,0.39,0.43,0.4,0.44,0.47,0.4,0.4,0.44,0.38,0.36,0.0,0.38,0.29,0.35,0.42,0.39,0.37,0.37,0.37,0.4,0.38,0.35,0.38,0.36,0.34,0.3,0.34,0.33,0.25,0.3,0.27,0.33,0.26,0.21,0.31,0.3,0.28,0.28,0.26,0.22,0.23,0.21,0.23,0.22,0.2,0.0,0.21,0.18,0.2,0.22,0.2,0.0,0.0,0.18,0.0,0.36,0.34,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.27
09/21/2021,0.72,0.61,0.6,0.58,0.58,0.62,0.38,0.59,0.6,0.65,0.64,0.59,0.55,0.0,0.61,0.57,0.59,0.67,0.57,0.57,0.52,0.57,0.56,0.55,0.58,0.61,0.46,0.57,0.58,0.59,0.54,0.6,0.57,0.62,0.58,0.51,0.57,0.57,0.58,0.57,0.56,0.54,0.55,0.57,0.52,0.53,0.53,0.54,0.5,0.62,0.54,0.52,0.57,0.58,0.63,0.53,0.56,0.55,0.53,0.6,0.57,0.61,0.52,0.6,0.56,0.5,0.59,0.57,0.57,0.56,0.55,0.0,0.6,0.5,0.54,0.54,0.49,0.5,0.58,0.52,0.53,0.43,0.59,0.52,0.52,0.66,0.52,0.47,0.51,0.0,0.51,0.61,0.51,0.56,0.49,0.63,0.53,0.59,0.56,0.61,0.48,0.62,0.48,0.62,0.5,0.52,0.55,0.51,0.52,0.53,0.39,0.53,0.47,0.58,0.54,0.52,0.36,0.52,0.52,0.5,0.37,0.51,0.51,0.53,0.53,0.53,0.49,0.45,0.59,0.51,0.48,0.44,0.5,0.48,0.52,0.49,0.6,0.39,0.41,0.47,0.46,0.43,0.52,0.34,0.47,0.43,0.58,0.43,0.25,0.41,0.4,0.44,0.0,0.48,0.41,0.45,0.38,0.37,0.0,0.37,0.0,0.35,0.6,0.38,0.37,0.37,0.36,0.4,0.37,0.36,0.38,0.23,0.33,0.3,0.5,0.33,0.26,0.29,0.26,0.32,0.27,0.49,0.29,0.29,0.28,0.28,0.26,0.32,0.24,0.21,0.24,0.22,0.0,0.25,0.21,0.0,0.22,0.23,0.21,0.0,0.0,0.2,0.0,0.37,0.35,0.23,0.0,0.0,0.0,0.0,0.52,0.46,0.3,0.25,0.21,0.0,0.0,96.32
