,STOR,NNN,WPC,O,VER,BNL,IIPR,EPR,EPRT,STAG,SRC,ADC,LXP,VICI,GLPI,GNL,ILPT,MGP,GTY,SAFE,NTST,GOOD,MNR,FCPT,OLP,First American Government Obligs X,n/a,FGXXX,PINE,ONL,SUM
12/06/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/07/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/08/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/09/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/10/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/13/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/14/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/15/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/16/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/17/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/20/2021,8.11,8.2,8.69,8.21,0.0,3.99,4.57,3.96,3.72,8.99,3.86,4.03,4.9,3.41,3.61,3.33,3.45,0.0,3.06,2.73,2.22,2.12,1.37,1.18,1.63,0.0,0.0,0.0,0.45,0.22,100.01
12/21/2021,8.16,8.29,8.83,8.05,0.0,3.91,4.31,3.87,3.65,9.32,3.94,3.9,4.89,3.39,3.49,3.4,3.43,0.0,3.04,2.76,2.17,2.2,1.36,1.2,1.68,0.0,0.0,0.07,0.46,0.22,99.98999999999998
12/22/2021,8.15,8.32,8.89,8.11,0.0,3.89,4.2,3.82,3.64,9.3,3.95,3.91,4.9,3.38,3.5,3.39,3.47,0.0,3.06,2.71,2.19,2.22,1.37,1.19,1.68,0.0,0.0,0.07,0.47,0.22,100.0
12/23/2021,8.1,8.35,8.91,8.16,0.0,3.81,4.26,3.83,3.62,9.3,3.87,3.92,4.84,3.4,3.56,3.4,3.49,0.0,3.02,2.71,2.2,2.26,1.37,1.2,1.66,0.0,0.0,0.07,0.47,0.23,100.01
12/24/2021,7.96,8.07,8.2,7.88,0.0,3.73,3.7,3.88,3.95,8.03,4.06,3.91,3.91,3.58,3.49,3.11,3.16,0.0,2.74,2.82,1.91,2.05,2.92,2.59,1.44,0.0,0.0,0.18,0.41,2.31,99.99
12/27/2021,7.95,8.08,8.16,7.87,0.0,3.79,3.8,3.87,3.97,8.03,4.1,3.91,3.89,3.56,3.49,3.1,3.17,0.0,2.69,2.85,1.93,2.03,2.9,2.59,1.44,0.0,0.0,0.18,0.41,2.25,100.01
12/28/2021,7.95,8.08,8.16,7.87,0.0,3.79,3.8,3.87,3.97,8.03,4.1,3.91,3.89,3.56,3.49,3.1,3.17,0.0,2.69,2.85,1.93,2.03,2.9,2.59,1.44,0.0,0.0,0.18,0.41,2.25,100.01
12/29/2021,7.95,8.08,8.16,7.87,0.0,3.79,3.8,3.87,3.97,8.03,4.1,3.91,3.89,3.56,3.49,3.1,3.17,0.0,2.69,2.85,1.93,2.03,2.9,2.59,1.44,0.0,0.0,0.18,0.41,2.25,100.01
12/30/2021,7.96,8.1,8.16,7.85,0.0,3.78,3.76,3.88,3.98,8.04,4.08,3.92,3.9,3.58,3.47,3.08,3.16,0.0,2.68,2.85,1.91,2.03,2.9,2.58,1.44,0.0,0.0,0.23,0.41,2.25,99.98
12/31/2021,7.92,8.09,8.14,7.92,0.0,3.74,3.83,3.88,3.98,8.17,4.05,3.93,3.92,3.54,3.45,3.05,3.22,0.0,2.65,2.84,1.92,2.04,2.83,2.57,1.42,0.0,0.0,0.23,0.42,2.24,99.99
01/03/2022,7.91,8.1,8.14,7.92,0.0,3.69,3.82,3.89,4.01,8.22,4.05,3.93,3.91,3.54,3.46,3.06,3.23,0.0,2.65,2.83,1.93,2.04,2.82,2.59,1.42,0.0,0.0,0.23,0.43,2.19,100.01
01/03/2022,7.88,8.15,8.04,7.92,0.0,3.67,3.8,3.86,3.96,8.15,4.03,3.95,3.89,3.6,3.54,3.07,3.23,0.0,2.68,2.87,1.95,2.06,2.81,2.6,1.44,0.0,0.0,0.24,0.43,2.18,100.0
01/03/2022,7.88,8.15,8.04,7.92,0.0,3.67,3.8,3.86,3.96,8.15,4.03,3.95,3.89,3.6,3.54,3.07,3.23,0.0,2.68,2.87,1.95,2.06,2.81,2.6,1.44,0.0,0.0,0.24,0.43,2.18,100.0
01/04/2022,7.88,8.15,8.04,7.92,0.0,3.67,3.8,3.86,3.96,8.15,4.03,3.95,3.89,3.6,3.54,3.07,3.23,0.0,2.68,2.87,1.95,2.06,2.81,2.6,1.44,0.0,0.0,0.24,0.43,2.18,100.0
01/05/2022,7.88,8.15,8.04,7.92,0.0,3.67,3.8,3.86,3.96,8.15,4.03,3.95,3.89,3.6,3.54,3.07,3.23,0.0,2.68,2.87,1.95,2.06,2.81,2.6,1.44,0.0,0.0,0.24,0.43,2.18,100.0
01/06/2022,7.88,8.15,8.04,7.92,0.0,3.67,3.8,3.86,3.96,8.15,4.03,3.95,3.89,3.6,3.54,3.07,3.23,0.0,2.68,2.87,1.95,2.06,2.81,2.6,1.44,0.0,0.0,0.24,0.43,2.18,100.0
01/07/2022,7.91,8.18,8.01,7.89,0.0,3.7,3.65,3.95,4.04,8.12,4.04,3.94,3.87,3.63,3.56,3.13,3.22,0.0,2.68,2.94,1.96,2.07,2.83,2.57,1.45,0.0,0.0,0.0,0.44,2.2,99.98
01/10/2022,7.86,8.29,8.1,8.04,0.0,3.71,3.36,3.96,4.03,8.0,4.11,3.97,3.76,3.59,3.56,3.19,3.28,0.0,2.69,2.82,2.0,2.09,2.89,2.59,1.47,0.0,0.0,0.02,0.44,2.17,99.99
01/11/2022,7.97,8.36,8.08,8.05,0.0,3.72,3.39,4.0,4.02,7.96,4.15,3.97,3.71,3.57,3.51,3.2,3.28,0.0,2.68,2.71,2.02,2.06,2.87,2.58,1.46,0.0,0.0,0.1,0.43,2.15,100.0
01/12/2022,8.0,8.36,8.13,8.09,0.0,3.73,3.33,4.06,4.03,7.91,4.16,3.94,3.68,3.53,3.5,3.22,3.32,0.0,2.69,2.65,2.04,2.05,2.89,2.56,1.47,0.0,0.0,0.07,0.43,2.17,100.01
01/13/2022,7.97,8.35,8.14,8.18,0.0,3.72,3.21,4.02,4.04,7.86,4.19,3.96,3.67,3.58,3.5,3.23,3.34,0.0,2.72,2.64,2.04,2.05,2.91,2.55,1.46,0.0,0.0,0.07,0.44,2.14,99.98
01/14/2022,7.95,8.29,8.06,8.15,0.0,3.76,3.26,4.03,3.99,7.93,4.23,3.91,3.67,3.62,3.5,3.26,3.35,0.0,2.72,2.65,2.07,2.05,2.91,2.55,1.44,0.0,0.0,0.08,0.43,2.14,100.0
01/17/2022,8.01,8.28,8.16,8.23,0.0,3.73,3.26,4.01,4.01,7.92,4.29,3.91,3.68,3.6,3.46,3.1,3.26,0.0,2.71,2.7,2.09,2.05,2.91,2.54,1.43,0.0,0.0,0.08,0.43,2.13,99.98
01/18/2022,7.99,8.34,8.12,8.21,0.0,3.74,3.19,4.02,4.02,7.84,4.32,3.94,3.66,3.55,3.4,3.13,3.3,0.0,2.74,2.7,2.1,2.09,2.91,2.57,1.44,0.0,0.0,0.11,0.43,2.14,100.0
01/19/2022,7.99,8.34,8.12,8.21,0.0,3.74,3.19,4.02,4.02,7.84,4.32,3.94,3.66,3.55,3.4,3.13,3.3,0.0,2.74,2.7,2.1,2.09,2.91,2.57,1.44,0.0,0.0,0.11,0.43,2.14,100.0
01/20/2022,7.99,8.34,8.12,8.21,0.0,3.74,3.19,4.02,4.02,7.84,4.32,3.94,3.66,3.55,3.4,3.13,3.3,0.0,2.74,2.7,2.1,2.09,2.91,2.57,1.44,0.0,0.0,0.11,0.43,2.14,100.0
01/21/2022,7.92,8.28,8.08,8.21,0.0,3.71,3.18,4.02,3.98,7.8,4.34,3.93,3.66,3.58,3.39,3.15,3.27,0.0,2.75,2.68,2.08,2.07,2.92,2.55,1.43,0.0,0.0,0.42,0.44,2.16,100.0
01/24/2022,7.78,8.21,8.15,8.1,0.0,3.72,3.11,4.05,3.97,7.87,4.27,3.94,3.68,3.59,3.47,3.12,3.25,0.0,2.72,2.59,2.12,2.08,3.01,2.57,1.4,0.0,0.0,0.68,0.44,2.11,100.0
01/25/2022,7.76,8.12,8.17,8.15,0.0,3.73,3.12,4.0,3.92,7.93,4.22,3.92,3.81,3.65,3.49,3.11,3.25,0.0,2.69,2.48,2.13,2.05,3.08,2.59,1.37,0.0,0.0,0.7,0.45,2.11,100.0
01/26/2022,7.66,8.17,8.21,8.26,0.0,3.72,3.02,3.96,3.9,8.01,4.23,3.92,3.89,3.61,3.47,3.11,3.19,0.0,2.67,2.49,2.12,2.05,3.09,2.6,1.37,0.0,0.0,0.7,0.45,2.12,99.99
01/27/2022,7.66,8.17,8.21,8.26,0.0,3.72,3.02,3.96,3.9,8.01,4.23,3.92,3.89,3.61,3.47,3.11,3.19,0.0,2.67,2.49,2.12,2.05,3.09,2.6,1.37,0.0,0.0,0.7,0.45,2.12,99.99
01/28/2022,7.66,8.17,8.21,8.26,0.0,3.72,3.02,3.96,3.9,8.01,4.23,3.92,3.89,3.61,3.47,3.11,3.19,0.0,2.67,2.49,2.12,2.05,3.09,2.6,1.37,0.0,0.0,0.7,0.45,2.12,99.99000000000001
