,ETR,EVRG,PNW,ED,ATO,PEG,AGR,UGI,DTE,CNP,EXC,OGE,AEP,PPL,SRE,EIX,SO,AEE,XEL,LNT,FE,ES,HE,IDA,WTRG,PCG,D,WEC,NI,NRG,CMS,DUK,AWK,NEE,RSG,WM,SRCL,NFG,VST,CLH,DTM WI,US Dollar,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688001.SS,RUN,SUM
10/12/2021,4.26,4.08,3.77,3.32,4.18,2.42,3.43,4.25,4.18,3.4,3.28,4.11,3.37,0.83,3.23,3.38,1.65,2.49,2.48,2.46,1.67,1.71,2.44,2.42,0.82,2.74,1.63,1.65,1.65,4.15,1.65,3.38,0.83,0.84,0.86,2.55,0.82,1.77,0.0,0.84,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.8,100.02
10/13/2021,4.26,4.08,3.77,3.32,4.18,2.42,3.43,4.25,4.18,3.4,3.28,4.11,3.37,0.83,3.23,3.38,1.65,2.49,2.48,2.46,1.67,1.71,2.44,2.42,0.82,2.74,1.63,1.65,1.65,4.15,1.65,3.38,0.83,0.84,0.86,2.55,0.82,1.77,0.0,0.84,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.8,100.02
10/14/2021,4.27,4.12,3.86,3.37,4.18,2.41,3.54,4.27,4.15,3.43,3.25,4.11,3.36,0.84,3.22,3.34,1.65,2.49,2.48,2.42,1.66,1.71,2.38,2.37,0.83,2.62,1.63,1.64,1.66,4.14,1.64,3.38,0.83,0.82,0.87,2.56,0.81,1.78,0.0,0.85,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.85,100.02
10/15/2021,4.26,4.11,3.8,3.44,4.16,2.41,3.54,4.26,4.16,3.49,3.29,4.09,3.35,0.84,3.24,3.3,1.65,2.49,2.49,2.43,1.65,1.72,2.4,2.42,0.83,2.64,1.64,1.64,1.66,4.13,1.65,3.37,0.83,0.83,0.87,2.56,0.82,1.79,0.0,0.85,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.92,100.04
10/18/2021,4.21,4.11,3.75,3.42,4.26,2.42,3.52,4.19,4.16,3.44,3.31,4.09,3.35,0.83,3.27,3.32,1.65,2.5,2.52,2.42,1.63,1.72,2.4,2.42,0.82,2.68,1.64,1.65,1.66,4.19,1.66,3.37,0.82,0.83,0.86,2.54,0.82,1.77,0.0,0.84,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.92,100.0
10/19/2021,4.15,4.1,3.79,3.31,4.25,2.47,3.39,4.18,4.15,3.51,3.32,4.13,3.32,0.83,3.27,3.34,1.64,2.48,2.55,2.41,1.66,1.7,2.51,2.46,0.83,2.82,1.61,1.65,1.66,4.07,1.63,3.32,0.82,0.84,0.86,2.56,0.81,1.77,0.0,0.84,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.89,99.98
10/20/2021,4.15,4.1,3.79,3.31,4.25,2.47,3.39,4.18,4.15,3.51,3.32,4.13,3.32,0.83,3.27,3.34,1.64,2.48,2.55,2.41,1.66,1.7,2.51,2.46,0.83,2.82,1.61,1.65,1.66,4.07,1.63,3.32,0.82,0.84,0.86,2.56,0.81,1.77,0.0,0.84,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.89,99.98
10/21/2021,4.18,4.13,3.77,3.27,4.21,2.48,3.39,4.21,4.15,3.47,3.36,4.13,3.33,0.83,3.28,3.36,1.64,2.5,2.53,2.42,1.65,1.7,2.46,2.44,0.83,2.8,1.61,1.64,1.65,4.07,1.62,3.34,0.82,0.84,0.86,2.57,0.82,1.79,0.0,0.87,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.9,100.0
10/22/2021,4.15,4.13,3.75,3.28,4.25,2.48,3.42,4.23,4.13,3.43,3.36,4.11,3.33,0.84,3.3,3.35,1.64,2.5,2.51,2.41,1.67,1.7,2.45,2.42,0.82,2.82,1.66,1.64,1.64,4.01,1.63,3.34,0.82,0.84,0.86,2.57,0.82,1.77,0.0,0.87,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.95,99.98
10/25/2021,4.17,4.11,3.76,3.31,4.26,2.48,3.46,4.19,4.11,3.44,3.37,4.1,3.33,0.83,3.3,3.38,1.63,2.48,2.5,2.41,1.67,1.68,2.45,2.42,0.82,2.86,1.67,1.64,1.63,4.03,1.62,3.33,0.82,0.85,0.86,2.56,0.81,1.77,0.0,0.86,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.93,100.0
10/26/2021,4.17,4.12,3.67,3.32,4.22,2.49,3.42,4.12,4.11,3.42,3.36,4.11,3.34,0.83,3.29,3.45,1.61,2.5,2.49,2.44,1.68,1.68,2.42,2.41,0.81,2.95,1.68,1.65,1.64,4.0,1.62,3.37,0.82,0.85,0.88,2.62,0.82,1.76,0.0,0.88,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.93,100.04
10/27/2021,4.17,4.12,3.67,3.32,4.22,2.49,3.42,4.12,4.11,3.42,3.36,4.11,3.34,0.83,3.29,3.45,1.61,2.5,2.49,2.44,1.68,1.68,2.42,2.41,0.81,2.95,1.68,1.65,1.64,4.0,1.62,3.37,0.82,0.85,0.88,2.62,0.82,1.76,0.0,0.88,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.93,100.04
10/28/2021,4.15,4.1,3.68,3.32,4.24,2.5,3.41,4.16,4.11,3.46,3.39,4.13,3.31,0.83,3.27,3.5,1.61,2.49,2.46,2.4,1.67,1.67,2.39,2.41,0.81,2.89,1.66,1.63,1.64,4.04,1.6,3.35,0.82,0.85,0.87,2.57,0.8,1.79,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.98,100.01
10/29/2021,4.15,4.11,3.71,3.33,4.23,2.53,3.42,4.16,4.13,3.44,3.42,4.12,3.3,0.83,3.3,3.52,1.62,2.51,2.46,2.42,1.68,1.67,2.37,2.39,0.81,2.87,1.66,1.63,1.63,3.98,1.61,3.36,0.82,0.86,0.86,2.54,0.79,1.77,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.95,100.01
11/01/2021,4.12,4.11,3.65,3.35,4.19,2.52,3.49,4.08,4.08,3.4,3.47,4.11,3.32,0.83,3.26,3.6,1.61,2.5,2.46,2.42,1.69,1.67,2.38,2.41,0.82,2.9,1.66,1.63,1.62,3.98,1.62,3.34,0.83,0.88,0.86,2.52,0.78,1.76,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.01,99.98
11/02/2021,4.15,4.1,3.56,3.32,4.17,2.51,3.47,4.07,4.06,3.38,3.52,4.13,3.34,0.83,3.23,3.63,1.61,2.5,2.48,2.42,1.73,1.66,2.38,2.42,0.82,2.9,1.66,1.63,1.63,3.9,1.62,3.34,0.82,0.87,0.9,2.57,0.79,1.75,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.05,100.03
11/03/2021,4.15,4.1,3.56,3.32,4.17,2.51,3.47,4.07,4.06,3.38,3.52,4.13,3.34,0.83,3.23,3.63,1.61,2.5,2.48,2.42,1.73,1.66,2.38,2.42,0.82,2.9,1.66,1.63,1.63,3.9,1.62,3.34,0.82,0.87,0.9,2.57,0.79,1.75,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.05,100.03
11/04/2021,4.15,4.1,3.56,3.32,4.17,2.51,3.47,4.07,4.06,3.38,3.52,4.13,3.34,0.83,3.23,3.63,1.61,2.5,2.48,2.42,1.73,1.66,2.38,2.42,0.82,2.9,1.66,1.63,1.63,3.9,1.62,3.34,0.82,0.87,0.9,2.57,0.79,1.75,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.05,100.03
11/05/2021,4.16,4.08,3.56,3.35,4.23,2.51,3.44,4.14,4.02,3.39,3.54,4.16,3.34,0.83,3.22,3.64,1.6,2.48,2.47,2.43,1.75,1.64,2.38,2.44,0.82,2.82,1.64,1.64,1.62,3.85,1.61,3.34,0.83,0.86,0.89,2.57,0.75,1.76,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.24,0.0,1.04,99.98
11/08/2021,4.17,4.12,3.54,3.38,4.27,2.52,3.39,4.17,4.08,3.47,3.6,4.17,3.33,0.83,3.24,3.66,1.62,2.51,2.44,2.4,1.76,1.65,2.43,2.42,0.82,2.93,1.66,1.64,1.66,3.5,1.62,3.33,0.8,0.87,0.89,2.6,0.72,1.77,0.0,0.82,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.06,100.0
11/09/2021,4.18,4.16,3.56,3.44,4.25,2.52,3.38,4.17,4.07,3.46,3.57,4.18,3.34,0.82,3.21,3.68,1.62,2.52,2.44,2.41,1.75,1.65,2.42,2.43,0.82,2.9,1.67,1.64,1.67,3.54,1.62,3.32,0.8,0.87,0.88,2.56,0.71,1.8,0.0,0.81,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.02,100.0
11/10/2021,4.18,4.16,3.56,3.44,4.25,2.52,3.38,4.17,4.07,3.46,3.57,4.18,3.34,0.82,3.21,3.68,1.62,2.52,2.44,2.41,1.75,1.65,2.42,2.43,0.82,2.9,1.67,1.64,1.67,3.54,1.62,3.32,0.8,0.87,0.88,2.56,0.71,1.8,0.0,0.81,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.02,100.0
11/11/2021,4.18,4.16,3.56,3.44,4.25,2.52,3.38,4.17,4.07,3.46,3.57,4.18,3.34,0.82,3.21,3.68,1.62,2.52,2.44,2.41,1.75,1.65,2.42,2.43,0.82,2.9,1.67,1.64,1.67,3.54,1.62,3.32,0.8,0.87,0.88,2.56,0.71,1.8,0.0,0.81,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.02,100.0
11/12/2021,4.15,4.15,3.53,3.45,4.25,2.47,3.33,4.21,4.06,3.47,3.61,4.17,3.3,0.83,3.19,3.75,1.65,2.48,2.46,2.39,1.73,1.64,2.38,2.39,0.83,3.07,1.65,1.64,1.66,3.44,1.62,3.37,0.81,0.87,0.89,2.58,0.72,1.82,0.0,0.83,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.03,100.01
11/15/2021,4.15,4.16,3.61,3.42,4.3,2.45,3.33,4.24,4.03,3.48,3.62,4.17,3.26,0.83,3.08,3.76,1.63,2.49,2.44,2.37,1.75,1.61,2.36,2.37,0.81,3.09,1.65,1.62,1.66,3.44,1.61,3.29,0.81,0.87,0.89,2.59,0.74,1.84,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.06,100.02
11/16/2021,4.1,4.15,3.66,3.4,4.33,2.45,3.32,4.21,4.01,3.46,3.6,4.18,3.24,0.82,3.09,3.71,1.6,2.51,2.43,2.37,1.75,1.61,2.35,2.38,0.82,3.07,1.64,1.61,1.66,3.5,1.61,3.28,0.81,0.88,0.9,2.62,0.73,1.84,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.07,99.99
11/17/2021,4.1,4.15,3.66,3.4,4.33,2.45,3.32,4.21,4.01,3.46,3.6,4.18,3.24,0.82,3.09,3.71,1.6,2.51,2.43,2.37,1.75,1.61,2.35,2.38,0.82,3.07,1.64,1.61,1.66,3.5,1.61,3.28,0.81,0.88,0.9,2.62,0.73,1.84,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.07,99.99
11/18/2021,4.18,4.17,3.6,3.43,4.31,2.46,3.32,4.2,4.0,3.46,3.58,4.19,3.23,0.82,3.11,3.68,1.59,2.51,2.44,2.38,1.75,1.61,2.35,2.4,0.82,3.06,1.64,1.62,1.67,3.55,1.62,3.26,0.81,0.88,0.89,2.59,0.72,1.82,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.44,0.0,1.04,100.01
11/19/2021,4.22,4.18,3.64,3.4,4.27,2.46,3.34,4.2,4.02,3.47,3.57,4.2,3.24,0.82,3.17,3.66,1.59,2.51,2.45,2.39,1.77,1.62,2.34,2.47,0.82,3.06,1.64,1.63,1.66,3.57,1.61,3.23,0.8,0.88,0.9,2.63,0.73,1.83,0.0,0.83,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.01,100.01000000000002
11/22/2021,4.22,4.18,3.64,3.4,4.27,2.46,3.34,4.2,4.02,3.47,3.57,4.2,3.24,0.82,3.17,3.66,1.59,2.51,2.45,2.39,1.77,1.62,2.34,2.47,0.82,3.06,1.64,1.63,1.66,3.57,1.61,3.23,0.8,0.88,0.9,2.63,0.73,1.83,0.0,0.83,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.01,100.01000000000002
11/23/2021,4.22,4.18,3.64,3.4,4.27,2.46,3.34,4.2,4.02,3.47,3.57,4.2,3.24,0.82,3.17,3.66,1.59,2.51,2.45,2.39,1.77,1.62,2.34,2.47,0.82,3.06,1.64,1.63,1.66,3.57,1.61,3.23,0.8,0.88,0.9,2.63,0.73,1.83,0.0,0.83,0.0,0.0,0.18,0.0,0.0,0.0,0.0,1.01,100.01000000000002
11/24/2021,4.23,4.18,3.67,3.41,4.27,2.46,3.34,4.09,3.95,3.43,3.52,4.23,3.26,0.81,3.08,3.71,1.6,2.51,2.48,2.41,1.72,1.63,2.31,2.5,0.84,3.07,1.61,1.63,1.65,3.53,1.62,3.2,0.81,0.89,0.9,2.6,0.71,1.78,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.99,100.01
11/25/2021,4.26,4.22,3.7,3.42,4.28,2.47,3.36,4.14,3.99,3.42,3.52,4.24,3.28,0.81,3.12,3.69,1.61,2.52,2.51,2.45,1.72,1.64,2.32,2.5,0.84,3.02,1.6,1.64,1.66,3.53,1.63,3.24,0.82,0.88,0.9,2.58,0.7,1.8,0.0,0.83,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.95,100.0
11/26/2021,4.22,4.2,3.66,3.44,4.26,2.49,3.38,4.13,3.96,3.41,3.55,4.24,3.28,0.81,3.12,3.73,1.6,2.51,2.49,2.45,1.72,1.64,2.32,2.49,0.83,3.04,1.62,1.63,1.66,3.56,1.62,3.26,0.81,0.88,0.91,2.61,0.7,1.84,0.0,0.84,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.91,100.01
11/29/2021,4.22,4.15,3.64,3.44,4.25,2.51,3.39,4.15,3.96,3.43,3.56,4.23,3.26,0.81,3.13,3.76,1.61,2.5,2.48,2.43,1.72,1.64,2.31,2.48,0.82,3.07,1.62,1.62,1.66,3.6,1.61,3.24,0.81,0.88,0.91,2.62,0.71,1.86,0.0,0.84,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.88,100.0
11/30/2021,4.17,4.16,3.62,3.48,4.25,2.52,3.41,4.16,3.98,3.42,3.55,4.21,3.27,0.81,3.09,3.76,1.61,2.51,2.5,2.44,1.71,1.66,2.29,2.49,0.82,3.07,1.62,1.62,1.66,3.56,1.62,3.27,0.81,0.88,0.9,2.64,0.71,1.84,0.0,0.85,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.87,100.0
12/01/2021,4.17,4.16,3.62,3.48,4.25,2.52,3.41,4.16,3.98,3.42,3.55,4.21,3.27,0.81,3.09,3.76,1.61,2.51,2.5,2.44,1.71,1.66,2.29,2.49,0.82,3.07,1.62,1.62,1.66,3.56,1.62,3.27,0.81,0.88,0.9,2.64,0.71,1.84,0.0,0.85,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.87,100.0
12/02/2021,4.17,4.16,3.62,3.48,4.25,2.52,3.41,4.16,3.98,3.42,3.55,4.21,3.27,0.81,3.09,3.76,1.61,2.51,2.5,2.44,1.71,1.66,2.29,2.49,0.82,3.07,1.62,1.62,1.66,3.56,1.62,3.27,0.81,0.88,0.9,2.64,0.71,1.84,0.0,0.85,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.87,100.0
12/06/2021,4.16,4.15,3.67,3.51,4.17,2.52,3.3,4.09,3.99,3.45,3.55,4.33,3.25,0.82,3.14,3.83,1.62,2.5,2.51,2.43,1.76,1.65,2.33,2.51,0.85,3.04,1.59,1.63,1.66,3.63,1.62,3.24,0.82,0.91,0.92,2.66,0.7,1.86,0.0,0.8,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.78,100.01999999999998
12/07/2021,4.16,4.15,3.67,3.51,4.17,2.52,3.3,4.09,3.99,3.45,3.55,4.33,3.25,0.82,3.14,3.83,1.62,2.5,2.51,2.43,1.76,1.65,2.33,2.51,0.85,3.04,1.59,1.63,1.66,3.63,1.62,3.24,0.82,0.91,0.92,2.66,0.7,1.86,0.0,0.8,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.78,100.01999999999998
12/08/2021,4.16,4.15,3.67,3.51,4.17,2.52,3.3,4.09,3.99,3.45,3.55,4.33,3.25,0.82,3.14,3.83,1.62,2.5,2.51,2.43,1.76,1.65,2.33,2.51,0.85,3.04,1.59,1.63,1.66,3.63,1.62,3.24,0.82,0.91,0.92,2.66,0.7,1.86,0.0,0.8,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.78,100.01999999999998
