,MSFT,AAPL,FB,TSLA,NVDA,JPM,GOOGL,GOOG,V,UNH,HD,PYPL,MA,BAC,VZ,PFE,CRM,INTC,KO,T,ABT,ABBV,PEP,TMO,MRK,NKE,ENPH,ACN,MCD,MDT,QCOM,SEDG,HON,BMY,UPS,UNP,C,NEE,LOW,MS,BA,AMZN,BDX,TGT,GE,MMM,DE,CVS,AXP,SCHW,AGPXX,SPGI,MDLZ,FSLR,GILD,CI,ADP,CCI,PNC,TJX,DUK,CSX,UBER,FDX,MELI,GM,EQIX,ILMN,ITW,SO,EW,HASI,BSX,D,AY,ETN,MCO,EMR,F,BIIB,AON,TWTR,ECL,FCX,NEM,DD,KMB,MET,CSCO,A,EBAY,EXC,AEP,WDAY,INFO,APTV,PRU,BK,BAX,ALXN,EA,SRE,PPG,CARR,HLT,STZ,SYY,TRV,HPQ,RMD,MAR,XEL,CMI,WELL,YUM,WBA,ADM,IFF,SWK,ROK,AME,LUV,DHI,PEG,AVB,KR,WEC,AWK,LH,ES,DAL,EQR,KHC,SYF,KSU,VFC,ED,DELL,URI,VMC,DLTR,CLX,VTR,TSN,PPL,EIX,MLM,EXPD,DTE,XYL,FE,ETR,NDAQ,GWW,RF,TFX,DGX,PEAK,RCL,CMS,AES,LVS,ALB,K,UAL,EMN,HBAN,SJM,JBHT,LNT,FMC,NVR,HWM,HRL,IRM,BAH,NDSN,CF,BG,MOS,FND,REG,TAP,NRG,NI,CPB,LEA,ALV,OGN,GPS,OGE,PRGO,DTM WI,AGR,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,AZN,DTM,n/a,VMW,SUM
09/14/2021,5.48,5.62,5.22,2.68,5.57,2.2,2.83,2.7,1.72,1.75,1.6,1.5,1.37,1.42,1.29,1.17,2.43,2.22,0.97,1.13,1.01,0.84,0.96,0.99,0.84,0.93,1.5,2.2,0.8,0.8,1.64,0.98,0.7,0.64,0.61,0.63,0.67,0.74,0.64,0.7,0.53,0.53,0.33,0.54,0.52,0.49,0.51,0.51,0.46,0.5,0.84,0.48,0.38,0.72,0.4,0.33,0.39,0.36,0.37,0.37,0.36,0.32,0.62,0.29,0.39,0.28,0.33,0.3,0.28,0.32,0.34,0.31,0.29,0.28,0.28,0.29,0.27,0.27,0.23,0.2,0.29,0.28,0.25,0.23,0.2,0.17,0.21,0.21,0.51,0.24,0.21,0.22,0.2,0.52,0.2,0.18,0.19,0.19,0.18,0.0,0.23,0.19,0.16,0.21,0.16,0.16,0.18,0.18,0.35,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.15,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.01
09/15/2021,5.48,5.62,5.22,2.68,5.57,2.2,2.83,2.7,1.72,1.75,1.6,1.5,1.37,1.42,1.29,1.17,2.43,2.22,0.97,1.13,1.01,0.84,0.96,0.99,0.84,0.93,1.5,2.2,0.8,0.8,1.64,0.98,0.7,0.64,0.61,0.63,0.67,0.74,0.64,0.7,0.53,0.53,0.33,0.54,0.52,0.49,0.51,0.51,0.46,0.5,0.84,0.48,0.38,0.72,0.4,0.33,0.39,0.36,0.37,0.37,0.36,0.32,0.62,0.29,0.39,0.28,0.33,0.3,0.28,0.32,0.34,0.31,0.29,0.28,0.28,0.29,0.27,0.27,0.23,0.2,0.29,0.28,0.25,0.23,0.2,0.17,0.21,0.21,0.51,0.24,0.21,0.22,0.2,0.52,0.2,0.18,0.19,0.19,0.18,0.0,0.23,0.19,0.16,0.21,0.16,0.16,0.18,0.18,0.35,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.15,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.01
09/16/2021,5.5,5.48,5.27,2.64,5.69,2.19,2.79,2.67,1.71,1.72,1.61,1.5,1.37,1.41,1.3,1.16,2.42,2.26,0.98,1.13,1.02,0.85,0.97,1.01,0.84,0.94,1.48,2.22,0.81,0.79,1.67,0.96,0.7,0.64,0.63,0.62,0.67,0.74,0.65,0.71,0.52,0.53,0.34,0.55,0.52,0.49,0.51,0.5,0.46,0.5,0.84,0.49,0.38,0.73,0.4,0.32,0.38,0.36,0.38,0.37,0.35,0.32,0.61,0.29,0.38,0.29,0.33,0.3,0.29,0.31,0.34,0.3,0.28,0.27,0.28,0.29,0.27,0.27,0.23,0.2,0.3,0.28,0.25,0.24,0.2,0.17,0.21,0.21,0.51,0.24,0.21,0.22,0.2,0.51,0.2,0.18,0.19,0.19,0.18,0.0,0.24,0.19,0.16,0.21,0.16,0.16,0.18,0.17,0.35,0.19,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.15,0.13,0.15,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.1,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.06,0.07,0.1,0.06,0.06,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.02
09/17/2021,5.5,5.48,5.23,2.65,5.59,2.22,2.81,2.69,1.7,1.76,1.62,1.47,1.36,1.43,1.3,1.13,2.39,2.3,0.98,1.14,1.0,0.85,0.97,0.98,0.84,0.91,1.5,2.2,0.81,0.78,1.67,0.98,0.71,0.63,0.63,0.62,0.68,0.74,0.66,0.71,0.53,0.53,0.33,0.54,0.53,0.49,0.51,0.51,0.47,0.5,0.87,0.48,0.38,0.78,0.4,0.32,0.38,0.36,0.38,0.37,0.35,0.32,0.61,0.29,0.38,0.3,0.33,0.3,0.28,0.31,0.33,0.3,0.28,0.27,0.28,0.28,0.27,0.27,0.23,0.2,0.3,0.27,0.25,0.24,0.2,0.17,0.21,0.21,0.51,0.23,0.21,0.22,0.2,0.51,0.2,0.18,0.19,0.19,0.18,0.0,0.24,0.19,0.16,0.2,0.16,0.16,0.18,0.18,0.35,0.19,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.25,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.06,0.07,0.1,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.0
09/20/2021,5.64,5.46,5.19,2.69,5.63,2.19,2.85,2.72,1.69,1.77,1.61,1.48,1.35,1.4,1.3,1.14,2.4,2.3,0.98,1.14,1.01,0.85,0.97,0.99,0.83,0.9,1.45,2.23,0.81,0.79,1.61,0.99,0.7,0.62,0.63,0.61,0.67,0.74,0.65,0.7,0.53,0.53,0.34,0.54,0.52,0.48,0.51,0.51,0.47,0.49,0.88,0.49,0.38,0.76,0.41,0.32,0.38,0.36,0.37,0.37,0.35,0.31,0.59,0.28,0.39,0.3,0.33,0.29,0.29,0.31,0.34,0.3,0.29,0.27,0.28,0.29,0.27,0.27,0.24,0.2,0.3,0.28,0.25,0.25,0.2,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.19,0.52,0.2,0.19,0.19,0.19,0.19,0.0,0.22,0.19,0.16,0.2,0.16,0.16,0.18,0.18,0.35,0.19,0.17,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.26,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.04
09/21/2021,5.66,5.45,5.18,2.7,5.61,2.19,2.84,2.71,1.7,1.77,1.63,1.48,1.36,1.41,1.3,1.13,2.44,2.29,0.97,1.14,1.01,0.85,0.96,0.98,0.82,0.9,1.47,2.22,0.82,0.79,1.61,0.97,0.69,0.62,0.63,0.61,0.67,0.73,0.66,0.7,0.53,0.53,0.34,0.55,0.52,0.48,0.5,0.51,0.47,0.49,0.9,0.49,0.38,0.75,0.41,0.32,0.38,0.36,0.37,0.38,0.35,0.32,0.61,0.29,0.39,0.3,0.33,0.29,0.28,0.31,0.34,0.3,0.29,0.27,0.28,0.29,0.27,0.27,0.24,0.2,0.3,0.28,0.25,0.23,0.2,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.19,0.52,0.2,0.18,0.19,0.19,0.19,0.0,0.22,0.19,0.16,0.2,0.16,0.16,0.18,0.17,0.35,0.19,0.17,0.15,0.15,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.05,0.1,0.07,0.06,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.01
09/22/2021,5.66,5.45,5.18,2.7,5.61,2.19,2.84,2.71,1.7,1.77,1.63,1.48,1.36,1.41,1.3,1.13,2.44,2.29,0.97,1.14,1.01,0.85,0.96,0.98,0.82,0.9,1.47,2.22,0.82,0.79,1.61,0.97,0.69,0.62,0.63,0.61,0.67,0.73,0.66,0.7,0.53,0.53,0.34,0.55,0.52,0.48,0.5,0.51,0.47,0.49,0.9,0.49,0.38,0.75,0.41,0.32,0.38,0.36,0.37,0.38,0.35,0.32,0.61,0.29,0.39,0.3,0.33,0.29,0.28,0.31,0.34,0.3,0.29,0.27,0.28,0.29,0.27,0.27,0.24,0.2,0.3,0.28,0.25,0.23,0.2,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.19,0.52,0.2,0.18,0.19,0.19,0.19,0.0,0.22,0.19,0.16,0.2,0.16,0.16,0.18,0.17,0.35,0.19,0.17,0.15,0.15,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.05,0.1,0.07,0.06,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.01
09/23/2021,5.66,5.45,5.18,2.7,5.61,2.19,2.84,2.71,1.7,1.77,1.63,1.48,1.36,1.41,1.3,1.13,2.44,2.29,0.97,1.14,1.01,0.85,0.96,0.98,0.82,0.9,1.47,2.22,0.82,0.79,1.61,0.97,0.69,0.62,0.63,0.61,0.67,0.73,0.66,0.7,0.53,0.53,0.34,0.55,0.52,0.48,0.5,0.51,0.47,0.49,0.9,0.49,0.38,0.75,0.41,0.32,0.38,0.36,0.37,0.38,0.35,0.32,0.61,0.29,0.39,0.3,0.33,0.29,0.28,0.31,0.34,0.3,0.29,0.27,0.28,0.29,0.27,0.27,0.24,0.2,0.3,0.28,0.25,0.23,0.2,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.19,0.52,0.2,0.18,0.19,0.19,0.19,0.0,0.22,0.19,0.16,0.2,0.16,0.16,0.18,0.17,0.35,0.19,0.17,0.15,0.15,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.05,0.1,0.07,0.06,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.03,0.0,0.0,100.01
09/24/2021,5.6,5.38,5.08,2.68,5.47,2.18,2.82,2.68,1.71,1.8,1.65,1.45,1.37,1.4,1.33,1.16,2.49,2.27,0.97,1.16,1.02,0.86,0.98,1.06,0.85,0.91,1.46,2.21,0.83,0.8,1.59,0.99,0.7,0.63,0.63,0.61,0.66,0.73,0.67,0.69,0.53,0.53,0.34,0.55,0.52,0.49,0.49,0.52,0.48,0.49,0.93,0.49,0.39,0.72,0.41,0.32,0.39,0.37,0.37,0.38,0.35,0.31,0.63,0.29,0.39,0.3,0.34,0.29,0.29,0.31,0.34,0.3,0.29,0.27,0.28,0.29,0.27,0.26,0.24,0.21,0.3,0.28,0.25,0.22,0.2,0.17,0.21,0.21,0.5,0.24,0.22,0.22,0.19,0.53,0.21,0.18,0.18,0.19,0.19,0.0,0.22,0.19,0.16,0.2,0.16,0.16,0.18,0.17,0.35,0.19,0.18,0.15,0.15,0.16,0.17,0.16,0.16,0.15,0.14,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.09,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.0,0.0,100.01
09/27/2021,5.63,5.44,4.85,2.73,5.63,2.2,2.82,2.69,1.72,1.76,1.65,1.45,1.37,1.42,1.31,1.14,2.48,2.27,0.97,1.14,1.01,0.86,0.97,1.08,0.84,0.92,1.51,2.21,0.83,0.79,1.58,1.03,0.7,0.62,0.61,0.6,0.66,0.73,0.68,0.7,0.55,0.52,0.34,0.55,0.51,0.48,0.49,0.51,0.49,0.5,0.93,0.49,0.39,0.71,0.41,0.32,0.38,0.36,0.37,0.38,0.34,0.31,0.7,0.26,0.4,0.3,0.34,0.29,0.29,0.31,0.34,0.31,0.29,0.27,0.28,0.29,0.27,0.26,0.24,0.2,0.31,0.29,0.25,0.22,0.2,0.17,0.2,0.21,0.49,0.24,0.22,0.22,0.19,0.53,0.21,0.18,0.18,0.19,0.19,0.0,0.21,0.19,0.16,0.2,0.16,0.16,0.18,0.18,0.35,0.19,0.18,0.15,0.15,0.16,0.17,0.16,0.15,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.0,0.0,100.07
09/28/2021,5.58,5.41,4.83,2.7,5.7,2.25,2.81,2.67,1.74,1.74,1.63,1.47,1.4,1.46,1.3,1.13,2.62,2.27,0.95,1.13,1.0,0.85,0.96,1.07,0.84,0.92,1.49,2.23,0.83,0.79,1.57,1.02,0.7,0.61,0.61,0.61,0.68,0.71,0.67,0.71,0.55,0.52,0.33,0.54,0.53,0.48,0.5,0.51,0.51,0.52,0.92,0.49,0.39,0.69,0.41,0.32,0.39,0.35,0.38,0.38,0.34,0.31,0.7,0.25,0.39,0.31,0.33,0.29,0.28,0.3,0.34,0.31,0.29,0.26,0.27,0.29,0.27,0.27,0.25,0.2,0.3,0.3,0.25,0.22,0.19,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.18,0.52,0.21,0.19,0.19,0.19,0.18,0.0,0.21,0.18,0.16,0.2,0.17,0.16,0.19,0.17,0.35,0.19,0.18,0.15,0.15,0.16,0.17,0.16,0.15,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.01,0.0,100.1
09/29/2021,5.58,5.41,4.83,2.7,5.7,2.25,2.81,2.67,1.74,1.74,1.63,1.47,1.4,1.46,1.3,1.13,2.62,2.27,0.95,1.13,1.0,0.85,0.96,1.07,0.84,0.92,1.49,2.23,0.83,0.79,1.57,1.02,0.7,0.61,0.61,0.61,0.68,0.71,0.67,0.71,0.55,0.52,0.33,0.54,0.53,0.48,0.5,0.51,0.51,0.52,0.92,0.49,0.39,0.69,0.41,0.32,0.39,0.35,0.38,0.38,0.34,0.31,0.7,0.25,0.39,0.31,0.33,0.29,0.28,0.3,0.34,0.31,0.29,0.26,0.27,0.29,0.27,0.27,0.25,0.2,0.3,0.3,0.25,0.22,0.19,0.17,0.2,0.21,0.5,0.23,0.22,0.22,0.18,0.52,0.21,0.19,0.19,0.19,0.18,0.0,0.21,0.18,0.16,0.2,0.17,0.16,0.19,0.17,0.35,0.19,0.18,0.15,0.15,0.16,0.17,0.16,0.15,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.26,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.01,0.0,100.1
09/30/2021,5.57,5.41,4.92,2.77,5.59,2.27,2.82,2.68,1.76,1.73,1.64,1.46,1.41,1.47,1.3,1.12,2.69,2.27,0.95,1.13,0.99,0.85,0.96,1.07,0.85,0.86,1.44,2.21,0.83,0.79,1.56,0.99,0.69,0.61,0.61,0.61,0.68,0.71,0.66,0.7,0.55,0.52,0.33,0.54,0.53,0.48,0.49,0.51,0.51,0.52,0.92,0.49,0.38,0.67,0.41,0.32,0.39,0.35,0.38,0.39,0.34,0.31,0.72,0.25,0.39,0.31,0.33,0.28,0.28,0.3,0.33,0.31,0.29,0.27,0.27,0.28,0.27,0.26,0.25,0.2,0.3,0.3,0.25,0.22,0.19,0.17,0.2,0.21,0.5,0.23,0.21,0.22,0.18,0.52,0.21,0.18,0.19,0.19,0.18,0.0,0.21,0.18,0.16,0.19,0.17,0.16,0.19,0.18,0.35,0.18,0.18,0.15,0.15,0.15,0.17,0.16,0.15,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.11,0.27,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.02,0.0,100.01
10/01/2021,5.57,5.41,4.92,2.77,5.59,2.27,2.82,2.68,1.76,1.73,1.64,1.46,1.41,1.47,1.3,1.12,2.69,2.27,0.95,1.13,0.99,0.85,0.96,1.07,0.85,0.86,1.44,2.21,0.83,0.79,1.56,0.99,0.69,0.61,0.61,0.61,0.68,0.71,0.66,0.7,0.55,0.52,0.33,0.54,0.53,0.48,0.49,0.51,0.51,0.52,0.92,0.49,0.38,0.67,0.41,0.32,0.39,0.35,0.38,0.39,0.34,0.31,0.72,0.25,0.39,0.31,0.33,0.28,0.28,0.3,0.33,0.31,0.29,0.27,0.27,0.28,0.27,0.26,0.25,0.2,0.3,0.3,0.25,0.22,0.19,0.17,0.2,0.21,0.5,0.23,0.21,0.22,0.18,0.52,0.21,0.18,0.19,0.19,0.18,0.0,0.21,0.18,0.16,0.19,0.17,0.16,0.19,0.18,0.35,0.18,0.18,0.15,0.15,0.15,0.17,0.16,0.15,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.11,0.12,0.11,0.1,0.11,0.27,0.12,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.1,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.02,0.02,0.0,100.01
10/04/2021,5.41,5.38,4.85,2.87,5.32,2.37,2.73,2.59,1.77,1.75,1.68,1.4,1.42,1.54,1.33,1.14,2.61,2.3,0.96,1.17,0.97,0.88,0.97,1.04,0.88,0.86,1.43,2.16,0.85,0.79,1.55,0.96,0.7,0.63,0.62,0.62,0.7,0.7,0.68,0.7,0.57,0.52,0.33,0.54,0.56,0.49,0.51,0.53,0.51,0.54,0.96,0.47,0.38,0.71,0.41,0.33,0.39,0.34,0.4,0.39,0.35,0.32,0.7,0.25,0.35,0.32,0.32,0.28,0.28,0.3,0.32,0.3,0.29,0.27,0.27,0.28,0.26,0.27,0.26,0.2,0.3,0.28,0.24,0.23,0.2,0.17,0.21,0.22,0.5,0.22,0.21,0.22,0.19,0.49,0.2,0.19,0.2,0.2,0.19,0.0,0.23,0.19,0.16,0.2,0.17,0.16,0.19,0.18,0.35,0.18,0.19,0.15,0.16,0.16,0.17,0.16,0.16,0.15,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.13,0.11,0.1,0.11,0.28,0.12,0.1,0.11,0.09,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.1,0.08,0.09,0.08,0.09,0.08,0.07,0.05,0.09,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.13,0.03,0.01,0.0,100.01
10/05/2021,5.43,5.39,4.9,2.88,5.44,2.36,2.75,2.6,1.76,1.72,1.65,1.42,1.42,1.54,1.34,1.14,2.65,2.31,0.96,1.16,0.97,0.89,0.97,1.04,0.89,0.86,1.46,2.16,0.84,0.79,1.56,0.99,0.7,0.62,0.62,0.61,0.7,0.71,0.67,0.69,0.57,0.52,0.33,0.53,0.54,0.48,0.49,0.53,0.51,0.52,0.77,0.47,0.38,0.73,0.41,0.32,0.4,0.34,0.4,0.37,0.35,0.32,0.71,0.25,0.36,0.32,0.32,0.28,0.28,0.3,0.33,0.3,0.29,0.27,0.27,0.28,0.26,0.27,0.27,0.2,0.3,0.28,0.24,0.23,0.2,0.17,0.21,0.22,0.5,0.22,0.21,0.22,0.19,0.5,0.2,0.19,0.2,0.2,0.19,0.0,0.24,0.19,0.16,0.2,0.17,0.16,0.19,0.18,0.35,0.18,0.18,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.13,0.16,0.13,0.14,0.13,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.1,0.11,0.28,0.12,0.1,0.1,0.09,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.1,0.08,0.09,0.08,0.09,0.08,0.07,0.06,0.1,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.03,0.0,0.01,0.0,0.0,0.13,0.03,0.01,0.0,100.08
