,MSFT,AAPL,FB,TSLA,NVDA,JPM,GOOGL,GOOG,V,UNH,HD,PYPL,MA,BAC,VZ,PFE,CRM,INTC,KO,T,ABT,ABBV,PEP,TMO,MRK,NKE,ENPH,ACN,MCD,MDT,QCOM,SEDG,HON,BMY,UPS,UNP,C,NEE,LOW,MS,BA,AMZN,BDX,TGT,GE,MMM,DE,CVS,AXP,SCHW,AGPXX,SPGI,MDLZ,FSLR,GILD,CI,ADP,CCI,PNC,TJX,DUK,CSX,UBER,FDX,MELI,GM,EQIX,ILMN,ITW,SO,EW,HASI,BSX,D,AY,ETN,MCO,EMR,F,BIIB,AON,TWTR,ECL,FCX,NEM,DD,KMB,MET,CSCO,A,EBAY,EXC,AEP,WDAY,INFO,APTV,PRU,BK,BAX,ALXN,EA,SRE,PPG,CARR,HLT,STZ,SYY,TRV,HPQ,RMD,MAR,XEL,CMI,WELL,YUM,WBA,ADM,IFF,SWK,ROK,AME,LUV,DHI,PEG,AVB,KR,WEC,AWK,LH,ES,DAL,EQR,KHC,SYF,KSU,VFC,ED,DELL,URI,VMC,DLTR,CLX,VTR,TSN,PPL,EIX,MLM,EXPD,DTE,XYL,FE,ETR,NDAQ,GWW,RF,TFX,DGX,PEAK,RCL,CMS,AES,LVS,ALB,K,UAL,EMN,HBAN,SJM,JBHT,LNT,FMC,NVR,HWM,HRL,IRM,BAH,NDSN,CF,BG,MOS,FND,REG,TAP,NRG,NI,CPB,LEA,ALV,OGN,GPS,OGE,PRGO,DTM WI,AGR,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,AZN,DTM,n/a,VMW,SUM
11/19/2021,5.17,4.69,3.2,3.36,4.84,2.06,2.49,2.34,1.51,1.78,1.64,1.07,1.36,1.43,2.05,1.16,3.73,2.54,0.91,1.67,0.96,0.85,0.94,1.03,0.85,0.89,2.32,2.94,0.78,0.66,2.39,1.36,0.64,0.55,0.64,0.64,0.57,0.7,0.68,0.61,0.53,0.54,0.29,0.54,0.49,0.44,0.43,0.51,0.49,0.51,0.59,0.47,0.36,0.84,0.35,0.3,0.41,0.32,0.36,0.35,0.31,0.32,0.9,0.26,0.32,0.37,0.29,0.24,0.28,0.27,0.31,0.34,0.25,0.25,0.32,0.29,0.27,0.24,0.31,0.17,0.28,0.42,0.24,0.25,0.19,0.17,0.18,0.19,0.61,0.2,0.2,0.22,0.17,0.7,0.21,0.18,0.18,0.19,0.16,0.0,0.38,0.16,0.16,0.2,0.16,0.16,0.16,0.16,0.46,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.16,0.13,0.16,0.13,0.12,0.13,0.13,0.14,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.19,0.12,0.11,0.12,0.08,0.09,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.11,0.06,0.07,0.06,0.1,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.02,0.18,100.07999999999998
11/22/2021,5.2,4.7,3.14,3.48,4.84,2.03,2.46,2.32,1.52,1.76,1.73,1.08,1.38,1.42,2.02,1.15,3.72,2.54,0.89,1.65,0.96,0.84,0.93,1.04,0.85,0.9,2.37,2.94,0.77,0.66,2.56,1.32,0.63,0.54,0.64,0.63,0.56,0.7,0.7,0.61,0.51,0.53,0.29,0.54,0.47,0.43,0.43,0.5,0.48,0.51,0.59,0.48,0.36,0.78,0.35,0.31,0.41,0.32,0.36,0.35,0.3,0.32,0.94,0.26,0.3,0.36,0.29,0.23,0.28,0.26,0.32,0.34,0.25,0.24,0.31,0.29,0.27,0.24,0.31,0.16,0.28,0.41,0.24,0.24,0.18,0.16,0.18,0.19,0.61,0.2,0.2,0.21,0.16,0.71,0.22,0.19,0.17,0.19,0.16,0.0,0.37,0.16,0.16,0.2,0.16,0.16,0.16,0.16,0.46,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.16,0.13,0.16,0.13,0.11,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.11,0.11,0.12,0.08,0.08,0.1,0.09,0.09,0.11,0.09,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.18,99.92
11/23/2021,5.2,4.7,3.14,3.48,4.84,2.03,2.46,2.32,1.52,1.76,1.73,1.08,1.38,1.42,2.02,1.15,3.72,2.54,0.89,1.65,0.96,0.84,0.93,1.04,0.85,0.9,2.37,2.94,0.77,0.66,2.56,1.32,0.63,0.54,0.64,0.63,0.56,0.7,0.7,0.61,0.51,0.53,0.29,0.54,0.47,0.43,0.43,0.5,0.48,0.51,0.59,0.48,0.36,0.78,0.35,0.31,0.41,0.32,0.36,0.35,0.3,0.32,0.94,0.26,0.3,0.36,0.29,0.23,0.28,0.26,0.32,0.34,0.25,0.24,0.31,0.29,0.27,0.24,0.31,0.16,0.28,0.41,0.24,0.24,0.18,0.16,0.18,0.19,0.61,0.2,0.2,0.21,0.16,0.71,0.22,0.19,0.17,0.19,0.16,0.0,0.37,0.16,0.16,0.2,0.16,0.16,0.16,0.16,0.46,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.16,0.13,0.16,0.13,0.11,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.11,0.11,0.12,0.08,0.08,0.1,0.09,0.09,0.11,0.09,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.18,99.92
11/24/2021,5.22,4.91,3.1,3.61,5.07,2.0,2.49,2.35,1.44,1.76,1.79,1.0,1.3,1.4,1.99,1.19,3.67,2.5,0.88,1.63,0.94,0.85,0.93,1.03,0.84,0.9,2.4,2.94,0.77,0.66,2.62,1.3,0.63,0.54,0.63,0.63,0.56,0.7,0.71,0.59,0.52,0.56,0.3,0.51,0.46,0.42,0.42,0.52,0.47,0.51,0.6,0.47,0.36,0.77,0.35,0.31,0.41,0.32,0.35,0.36,0.3,0.33,0.92,0.25,0.28,0.36,0.29,0.23,0.28,0.26,0.31,0.33,0.25,0.24,0.31,0.29,0.27,0.23,0.31,0.16,0.28,0.39,0.23,0.23,0.18,0.17,0.18,0.19,0.57,0.2,0.2,0.21,0.16,0.71,0.22,0.19,0.17,0.19,0.16,0.0,0.37,0.16,0.16,0.2,0.16,0.16,0.15,0.16,0.46,0.16,0.17,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.16,0.13,0.11,0.13,0.13,0.14,0.11,0.11,0.12,0.11,0.11,0.1,0.12,0.09,0.11,0.11,0.1,0.11,0.19,0.11,0.11,0.12,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.11,0.06,0.06,0.06,0.1,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,99.97
11/25/2021,5.24,4.99,3.16,3.74,5.27,1.97,2.48,2.33,1.42,1.72,1.8,0.96,1.26,1.37,1.97,1.18,3.65,2.48,0.88,1.62,0.93,0.84,0.93,1.03,0.82,0.91,2.52,2.93,0.77,0.65,2.6,1.33,0.62,0.53,0.63,0.63,0.55,0.71,0.72,0.59,0.49,0.55,0.3,0.51,0.45,0.42,0.41,0.5,0.46,0.5,0.6,0.47,0.35,0.81,0.36,0.3,0.41,0.32,0.35,0.35,0.3,0.33,0.9,0.25,0.28,0.36,0.29,0.24,0.28,0.27,0.31,0.34,0.24,0.24,0.31,0.28,0.26,0.23,0.3,0.16,0.28,0.38,0.24,0.23,0.18,0.17,0.18,0.18,0.56,0.21,0.2,0.21,0.17,0.68,0.21,0.19,0.17,0.18,0.16,0.0,0.35,0.16,0.15,0.2,0.16,0.16,0.15,0.15,0.46,0.16,0.17,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.13,0.16,0.13,0.11,0.13,0.13,0.13,0.11,0.11,0.13,0.11,0.11,0.1,0.12,0.09,0.11,0.11,0.1,0.11,0.19,0.11,0.11,0.12,0.08,0.08,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.08,0.08,0.1,0.08,0.09,0.06,0.07,0.07,0.07,0.07,0.06,0.05,0.11,0.06,0.06,0.06,0.09,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,99.97
11/26/2021,5.22,5.03,3.14,3.83,5.14,2.02,2.45,2.3,1.39,1.72,1.81,0.95,1.2,1.4,2.01,1.19,3.61,2.51,0.89,1.66,0.92,0.84,0.94,1.03,0.83,0.91,2.47,2.89,0.78,0.66,2.56,1.3,0.62,0.52,0.64,0.64,0.56,0.7,0.73,0.61,0.48,0.54,0.29,0.5,0.46,0.43,0.41,0.5,0.45,0.51,0.61,0.47,0.35,0.81,0.36,0.3,0.41,0.32,0.36,0.35,0.31,0.33,0.87,0.25,0.26,0.37,0.28,0.23,0.28,0.27,0.31,0.34,0.24,0.24,0.31,0.28,0.26,0.23,0.32,0.16,0.28,0.38,0.24,0.23,0.18,0.17,0.19,0.19,0.58,0.21,0.2,0.21,0.17,0.65,0.21,0.19,0.17,0.19,0.16,0.0,0.34,0.16,0.16,0.2,0.16,0.16,0.16,0.16,0.47,0.16,0.17,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.12,0.16,0.13,0.11,0.13,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.11,0.11,0.12,0.08,0.08,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.17,99.96
11/29/2021,5.2,5.05,3.11,3.68,5.11,2.08,2.44,2.3,1.41,1.76,1.81,0.94,1.23,1.44,2.02,1.19,3.56,2.48,0.89,1.67,0.92,0.87,0.94,1.03,0.85,0.9,2.38,2.88,0.79,0.64,2.56,1.29,0.62,0.53,0.64,0.65,0.57,0.7,0.73,0.62,0.48,0.54,0.3,0.51,0.46,0.43,0.41,0.51,0.45,0.52,0.61,0.47,0.35,0.8,0.37,0.3,0.41,0.32,0.37,0.35,0.31,0.33,0.88,0.25,0.25,0.37,0.29,0.23,0.28,0.27,0.3,0.34,0.24,0.24,0.3,0.29,0.26,0.23,0.32,0.16,0.28,0.38,0.24,0.23,0.18,0.17,0.19,0.19,0.59,0.2,0.19,0.21,0.17,0.65,0.21,0.18,0.17,0.19,0.16,0.0,0.35,0.16,0.15,0.19,0.16,0.16,0.16,0.16,0.48,0.16,0.18,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.16,0.14,0.11,0.14,0.13,0.14,0.12,0.11,0.13,0.11,0.11,0.1,0.12,0.1,0.12,0.11,0.1,0.11,0.19,0.11,0.11,0.13,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.17,99.95
11/30/2021,5.18,5.05,3.13,3.69,5.24,2.05,2.44,2.29,1.44,1.77,1.82,0.94,1.27,1.44,2.01,1.18,3.51,2.51,0.88,1.64,0.92,0.86,0.93,1.03,0.84,0.9,2.41,2.88,0.79,0.64,2.55,1.28,0.6,0.52,0.63,0.65,0.56,0.7,0.73,0.62,0.48,0.54,0.29,0.51,0.46,0.42,0.43,0.5,0.46,0.52,0.61,0.47,0.35,0.81,0.36,0.3,0.41,0.33,0.36,0.36,0.31,0.33,0.86,0.25,0.25,0.36,0.29,0.23,0.28,0.27,0.31,0.33,0.24,0.24,0.31,0.28,0.27,0.23,0.32,0.15,0.28,0.38,0.24,0.23,0.18,0.16,0.18,0.19,0.59,0.19,0.2,0.21,0.17,0.66,0.22,0.18,0.17,0.19,0.16,0.0,0.34,0.16,0.15,0.2,0.16,0.16,0.16,0.16,0.52,0.16,0.18,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.16,0.14,0.11,0.13,0.13,0.14,0.12,0.11,0.13,0.11,0.11,0.1,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.11,0.11,0.14,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.17,99.99
12/01/2021,5.18,5.05,3.13,3.69,5.24,2.05,2.44,2.29,1.44,1.77,1.82,0.94,1.27,1.44,2.01,1.18,3.51,2.51,0.88,1.64,0.92,0.86,0.93,1.03,0.84,0.9,2.41,2.88,0.79,0.64,2.55,1.28,0.6,0.52,0.63,0.65,0.56,0.7,0.73,0.62,0.48,0.54,0.29,0.51,0.46,0.42,0.43,0.5,0.46,0.52,0.61,0.47,0.35,0.81,0.36,0.3,0.41,0.33,0.36,0.36,0.31,0.33,0.86,0.25,0.25,0.36,0.29,0.23,0.28,0.27,0.31,0.33,0.24,0.24,0.31,0.28,0.27,0.23,0.32,0.15,0.28,0.38,0.24,0.23,0.18,0.16,0.18,0.19,0.59,0.19,0.2,0.21,0.17,0.66,0.22,0.18,0.17,0.19,0.16,0.0,0.34,0.16,0.15,0.2,0.16,0.16,0.16,0.16,0.52,0.16,0.18,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.16,0.14,0.11,0.13,0.13,0.14,0.12,0.11,0.13,0.11,0.11,0.1,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.11,0.11,0.14,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.1,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.17,99.99
12/02/2021,5.18,5.01,3.13,3.66,5.18,2.04,2.43,2.28,1.44,1.77,1.82,0.96,1.24,1.42,2.07,1.29,3.54,2.52,0.88,1.67,0.95,0.87,0.94,1.06,0.82,0.9,2.4,2.88,0.78,0.64,2.54,1.28,0.61,0.53,0.64,0.64,0.56,0.71,0.73,0.61,0.46,0.54,0.3,0.52,0.45,0.43,0.43,0.51,0.43,0.51,0.63,0.47,0.35,0.81,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.85,0.25,0.25,0.36,0.3,0.24,0.28,0.27,0.3,0.32,0.24,0.24,0.31,0.28,0.27,0.23,0.32,0.15,0.28,0.38,0.24,0.23,0.18,0.16,0.19,0.18,0.6,0.2,0.2,0.21,0.17,0.67,0.22,0.18,0.17,0.19,0.16,0.0,0.35,0.16,0.15,0.2,0.16,0.16,0.15,0.16,0.52,0.16,0.17,0.14,0.13,0.14,0.15,0.14,0.15,0.15,0.12,0.16,0.13,0.11,0.13,0.13,0.14,0.12,0.11,0.13,0.12,0.12,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.2,0.11,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.06,0.05,0.11,0.07,0.06,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.06
12/06/2021,5.3,5.38,2.99,3.79,5.28,2.03,2.46,2.31,1.41,1.83,1.85,0.94,1.2,1.39,2.03,1.33,3.2,2.56,0.87,1.56,0.98,0.88,0.95,1.07,0.79,0.91,2.34,2.99,0.78,0.62,2.6,1.21,0.59,0.53,0.62,0.64,0.54,0.74,0.74,0.61,0.45,0.54,0.3,0.52,0.44,0.42,0.42,0.5,0.42,0.5,0.67,0.48,0.35,0.79,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.77,0.24,0.23,0.35,0.31,0.23,0.28,0.27,0.3,0.32,0.24,0.24,0.3,0.28,0.27,0.22,0.32,0.15,0.29,0.36,0.23,0.23,0.18,0.16,0.19,0.18,0.61,0.2,0.19,0.21,0.17,0.65,0.22,0.18,0.16,0.18,0.16,0.0,0.34,0.16,0.15,0.2,0.15,0.16,0.15,0.15,0.56,0.16,0.17,0.14,0.13,0.14,0.16,0.13,0.15,0.15,0.12,0.16,0.13,0.11,0.14,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.09,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.1,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.07,0.05,0.11,0.06,0.05,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.0
12/07/2021,5.3,5.38,2.99,3.79,5.28,2.03,2.46,2.31,1.41,1.83,1.85,0.94,1.2,1.39,2.03,1.33,3.2,2.56,0.87,1.56,0.98,0.88,0.95,1.07,0.79,0.91,2.34,2.99,0.78,0.62,2.6,1.21,0.59,0.53,0.62,0.64,0.54,0.74,0.74,0.61,0.45,0.54,0.3,0.52,0.44,0.42,0.42,0.5,0.42,0.5,0.67,0.48,0.35,0.79,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.77,0.24,0.23,0.35,0.31,0.23,0.28,0.27,0.3,0.32,0.24,0.24,0.3,0.28,0.27,0.22,0.32,0.15,0.29,0.36,0.23,0.23,0.18,0.16,0.19,0.18,0.61,0.2,0.19,0.21,0.17,0.65,0.22,0.18,0.16,0.18,0.16,0.0,0.34,0.16,0.15,0.2,0.15,0.16,0.15,0.15,0.56,0.16,0.17,0.14,0.13,0.14,0.16,0.13,0.15,0.15,0.12,0.16,0.13,0.11,0.14,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.09,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.1,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.07,0.05,0.11,0.06,0.05,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.0
12/08/2021,5.3,5.38,2.99,3.79,5.28,2.03,2.46,2.31,1.41,1.83,1.85,0.94,1.2,1.39,2.03,1.33,3.2,2.56,0.87,1.56,0.98,0.88,0.95,1.07,0.79,0.91,2.34,2.99,0.78,0.62,2.6,1.21,0.59,0.53,0.62,0.64,0.54,0.74,0.74,0.61,0.45,0.54,0.3,0.52,0.44,0.42,0.42,0.5,0.42,0.5,0.67,0.48,0.35,0.79,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.77,0.24,0.23,0.35,0.31,0.23,0.28,0.27,0.3,0.32,0.24,0.24,0.3,0.28,0.27,0.22,0.32,0.15,0.29,0.36,0.23,0.23,0.18,0.16,0.19,0.18,0.61,0.2,0.19,0.21,0.17,0.65,0.22,0.18,0.16,0.18,0.16,0.0,0.34,0.16,0.15,0.2,0.15,0.16,0.15,0.15,0.56,0.16,0.17,0.14,0.13,0.14,0.16,0.13,0.15,0.15,0.12,0.16,0.13,0.11,0.14,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.09,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.1,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.07,0.05,0.11,0.06,0.05,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.0
12/09/2021,5.3,5.38,2.99,3.79,5.28,2.03,2.46,2.31,1.41,1.83,1.85,0.94,1.2,1.39,2.03,1.33,3.2,2.56,0.87,1.56,0.98,0.88,0.95,1.07,0.79,0.91,2.34,2.99,0.78,0.62,2.6,1.21,0.59,0.53,0.62,0.64,0.54,0.74,0.74,0.61,0.45,0.54,0.3,0.52,0.44,0.42,0.42,0.5,0.42,0.5,0.67,0.48,0.35,0.79,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.77,0.24,0.23,0.35,0.31,0.23,0.28,0.27,0.3,0.32,0.24,0.24,0.3,0.28,0.27,0.22,0.32,0.15,0.29,0.36,0.23,0.23,0.18,0.16,0.19,0.18,0.61,0.2,0.19,0.21,0.17,0.65,0.22,0.18,0.16,0.18,0.16,0.0,0.34,0.16,0.15,0.2,0.15,0.16,0.15,0.15,0.56,0.16,0.17,0.14,0.13,0.14,0.16,0.13,0.15,0.15,0.12,0.16,0.13,0.11,0.14,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.09,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.1,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.07,0.05,0.11,0.06,0.05,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.0
12/10/2021,5.3,5.38,2.99,3.79,5.28,2.03,2.46,2.31,1.41,1.83,1.85,0.94,1.2,1.39,2.03,1.33,3.2,2.56,0.87,1.56,0.98,0.88,0.95,1.07,0.79,0.91,2.34,2.99,0.78,0.62,2.6,1.21,0.59,0.53,0.62,0.64,0.54,0.74,0.74,0.61,0.45,0.54,0.3,0.52,0.44,0.42,0.42,0.5,0.42,0.5,0.67,0.48,0.35,0.79,0.37,0.29,0.41,0.33,0.36,0.35,0.31,0.33,0.77,0.24,0.23,0.35,0.31,0.23,0.28,0.27,0.3,0.32,0.24,0.24,0.3,0.28,0.27,0.22,0.32,0.15,0.29,0.36,0.23,0.23,0.18,0.16,0.19,0.18,0.61,0.2,0.19,0.21,0.17,0.65,0.22,0.18,0.16,0.18,0.16,0.0,0.34,0.16,0.15,0.2,0.15,0.16,0.15,0.15,0.56,0.16,0.17,0.14,0.13,0.14,0.16,0.13,0.15,0.15,0.12,0.16,0.13,0.11,0.14,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.09,0.12,0.09,0.11,0.11,0.1,0.11,0.2,0.1,0.11,0.13,0.09,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.06,0.08,0.07,0.06,0.07,0.07,0.05,0.11,0.06,0.05,0.06,0.09,0.06,0.07,0.06,0.05,0.07,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.01,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.18,100.0
