,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,TMO,ABBV,ABT,PEP,T,CVX,WMT,LLY,MRK,NKE,ACN,AVGO,WFC,TXN,DHR,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,INTU,BLK,IBM,AMT,MS,AMAT,BA,GS,TGT,CAT,AMD,MMM,GE,ISRG,SCHW,AXP,NOW,CVS,SQ,SPGI,DE,CHTR,ANTM,LMT,ZTS,SYK,BKNG,MU,PLD,FIS,LRCX,CCI,ZM,ADP,GILD,MDLZ,MO,TMUS,TJX,UBER,COP,CI,PNC,GM,MRNA,DUK,USB,CME,CB,ILMN,COF,ITW,BDX,ATVI,FDX,TFC,EQIX,EL,CSX,MMC,ICE,FISV,ADSK,SO,SHW,EW,BX,NSC,CL,D,WM,TWLO,ADI,APD,BSX,PGR,HCA,GPN,F,EMR,REGN,HUM,XTSLA,ETN,MCO,FCX,BIIB,ECL,VRTX,DG,AON,DOCU,IDXX,NOC,NXPI,TWTR,IQV,GD,ALGN,KLAC,EOG,JCI,ROP,ROKU,NEM,TT,DXCM,CNC,DLR,MET,MTCH,EXC,CMG,PINS,WDAY,EBAY,SLB,MSCI,ROST,LHX,KMB,A,TROW,DOW,MRVL,PSA,VEEV,ORLY,AIG,APH,PPG,CDNS,BK,PRU,PH,ALL,MPC,PLTR,SPG,BAX,AEP,LULU,SNPS,INFO,EA,APTV,DD,TRV,MAR,CRWD,ALXN,CARR,DFS,SRE,PANW,GIS,RMD,YUM,CTSH,TEAM,GE.,OTIS,FTNT,IFF,MSI,SBAC,USD,MCHP,SNOW,SYY,PXD,NET,XLNX,KKR,DDOG,TTD,n/a,HPQ,SUM
08/11/2021,5.06,4.81,3.2,1.92,1.8,1.71,1.18,1.2,1.07,1.04,1.01,0.9,0.86,0.72,0.78,0.72,0.76,0.71,0.67,0.66,0.59,0.54,0.5,0.5,0.48,0.52,0.51,0.55,0.48,0.47,0.45,0.47,0.47,0.44,0.43,0.46,0.49,0.42,0.47,0.45,0.43,0.44,0.39,0.43,0.43,0.39,0.38,0.36,0.34,0.31,0.35,0.34,0.32,0.35,0.34,0.32,0.29,0.3,0.31,0.29,0.3,0.28,0.28,0.28,0.31,0.29,0.27,0.29,0.29,0.25,0.29,0.25,0.0,0.27,0.25,0.25,0.26,0.24,0.24,0.23,0.23,0.22,0.2,0.2,0.21,0.2,0.2,0.2,0.21,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.19,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.31,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.13,0.13,0.12,0.15,0.14,0.14,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.11,0.12,0.12,0.0,0.11,0.11,0.1,0.11,0.1,0.11,0.09,0.1,0.1,0.09,0.1,0.12,0.0,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6
08/13/2021,5.04,4.76,3.18,1.91,1.82,1.73,1.2,1.21,1.05,1.06,1.01,0.89,0.85,0.71,0.79,0.71,0.76,0.71,0.69,0.65,0.59,0.54,0.49,0.51,0.48,0.52,0.5,0.59,0.49,0.47,0.45,0.47,0.47,0.44,0.43,0.47,0.5,0.42,0.47,0.45,0.42,0.45,0.39,0.43,0.43,0.38,0.37,0.36,0.34,0.3,0.35,0.33,0.32,0.35,0.34,0.33,0.29,0.3,0.3,0.29,0.3,0.29,0.28,0.27,0.31,0.28,0.28,0.3,0.29,0.26,0.28,0.25,0.0,0.26,0.26,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.2,0.2,0.21,0.19,0.2,0.19,0.21,0.18,0.19,0.18,0.17,0.2,0.19,0.19,0.2,0.19,0.19,0.15,0.17,0.16,0.18,0.16,0.34,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.15,0.14,0.15,0.17,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.12,0.14,0.11,0.12,0.14,0.14,0.12,0.17,0.15,0.14,0.12,0.11,0.12,0.11,0.12,0.13,0.13,0.12,0.12,0.13,0.11,0.1,0.11,0.12,0.12,0.09,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.1,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.25,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54
08/16/2021,5.13,4.8,3.15,1.91,1.81,1.73,1.2,1.23,1.05,1.07,1.01,0.86,0.84,0.71,0.79,0.7,0.76,0.71,0.7,0.66,0.59,0.53,0.48,0.51,0.47,0.52,0.5,0.58,0.48,0.47,0.45,0.47,0.47,0.44,0.44,0.47,0.49,0.42,0.46,0.45,0.42,0.46,0.38,0.44,0.43,0.39,0.38,0.36,0.34,0.31,0.35,0.33,0.33,0.36,0.34,0.34,0.29,0.3,0.3,0.29,0.3,0.29,0.28,0.28,0.32,0.26,0.28,0.3,0.29,0.27,0.28,0.26,0.0,0.26,0.26,0.24,0.25,0.25,0.23,0.23,0.24,0.22,0.2,0.2,0.21,0.2,0.2,0.17,0.21,0.18,0.18,0.18,0.17,0.2,0.2,0.19,0.2,0.19,0.19,0.15,0.17,0.16,0.18,0.16,0.29,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.14,0.11,0.12,0.14,0.13,0.11,0.18,0.15,0.13,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.1,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.26,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60000000000001
08/17/2021,5.14,4.85,3.14,1.91,1.82,1.73,1.19,1.22,1.06,1.06,1.02,0.87,0.85,0.71,0.78,0.7,0.77,0.72,0.69,0.67,0.59,0.53,0.49,0.51,0.47,0.52,0.51,0.59,0.49,0.47,0.45,0.47,0.47,0.44,0.43,0.47,0.49,0.43,0.47,0.45,0.43,0.46,0.38,0.44,0.43,0.39,0.38,0.37,0.35,0.31,0.35,0.33,0.33,0.36,0.35,0.33,0.29,0.3,0.3,0.29,0.3,0.29,0.28,0.28,0.32,0.26,0.28,0.3,0.29,0.26,0.29,0.26,0.0,0.26,0.26,0.24,0.25,0.24,0.23,0.23,0.24,0.22,0.2,0.19,0.21,0.2,0.2,0.17,0.21,0.18,0.18,0.18,0.17,0.2,0.2,0.19,0.2,0.19,0.19,0.15,0.17,0.16,0.18,0.16,0.29,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.14,0.14,0.12,0.19,0.15,0.14,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.12,0.11,0.09,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.1,0.25,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82000000000001
08/18/2021,5.14,4.85,3.14,1.91,1.82,1.73,1.19,1.22,1.06,1.06,1.02,0.87,0.85,0.71,0.78,0.7,0.77,0.72,0.69,0.67,0.59,0.53,0.49,0.51,0.47,0.52,0.51,0.59,0.49,0.47,0.45,0.47,0.47,0.44,0.43,0.47,0.49,0.43,0.47,0.45,0.43,0.46,0.38,0.44,0.43,0.39,0.38,0.37,0.35,0.31,0.35,0.33,0.33,0.36,0.35,0.33,0.29,0.3,0.3,0.29,0.3,0.29,0.28,0.28,0.32,0.26,0.28,0.3,0.29,0.26,0.29,0.26,0.0,0.26,0.26,0.24,0.25,0.24,0.23,0.23,0.24,0.22,0.2,0.19,0.21,0.2,0.2,0.17,0.21,0.18,0.18,0.18,0.17,0.2,0.2,0.19,0.2,0.19,0.19,0.15,0.17,0.16,0.18,0.16,0.29,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.14,0.14,0.12,0.19,0.15,0.14,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.11,0.09,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82000000000001
08/19/2021,5.21,4.87,3.14,1.93,1.82,1.73,1.19,1.17,1.05,1.05,1.03,0.87,0.86,0.72,0.79,0.7,0.77,0.71,0.68,0.67,0.59,0.52,0.49,0.51,0.47,0.52,0.5,0.6,0.49,0.48,0.46,0.47,0.48,0.44,0.43,0.47,0.5,0.43,0.47,0.46,0.43,0.45,0.38,0.44,0.44,0.4,0.38,0.37,0.35,0.31,0.36,0.34,0.33,0.36,0.35,0.33,0.29,0.3,0.3,0.29,0.3,0.29,0.28,0.28,0.32,0.27,0.27,0.29,0.29,0.26,0.29,0.26,0.0,0.26,0.25,0.24,0.25,0.25,0.22,0.24,0.24,0.23,0.2,0.2,0.21,0.2,0.19,0.17,0.22,0.18,0.18,0.18,0.16,0.2,0.2,0.19,0.2,0.18,0.19,0.15,0.16,0.16,0.18,0.16,0.28,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.14,0.12,0.14,0.11,0.12,0.14,0.14,0.12,0.19,0.15,0.14,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.0,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.25,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.93
08/20/2021,5.21,4.88,3.11,1.9,1.82,1.72,1.2,1.14,1.03,1.04,1.05,0.88,0.88,0.7,0.76,0.7,0.78,0.71,0.68,0.67,0.6,0.52,0.49,0.51,0.47,0.52,0.5,0.62,0.49,0.48,0.47,0.48,0.48,0.44,0.43,0.48,0.51,0.44,0.47,0.46,0.42,0.44,0.38,0.45,0.44,0.4,0.39,0.36,0.35,0.32,0.35,0.34,0.33,0.36,0.35,0.33,0.29,0.29,0.3,0.29,0.3,0.29,0.28,0.29,0.32,0.26,0.26,0.29,0.28,0.26,0.29,0.26,0.0,0.27,0.25,0.24,0.25,0.25,0.22,0.24,0.23,0.23,0.2,0.2,0.22,0.21,0.19,0.17,0.22,0.18,0.18,0.19,0.16,0.2,0.2,0.2,0.2,0.18,0.18,0.15,0.16,0.16,0.18,0.15,0.3,0.18,0.17,0.16,0.18,0.17,0.17,0.16,0.16,0.14,0.15,0.17,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.16,0.17,0.15,0.15,0.14,0.14,0.12,0.14,0.14,0.14,0.12,0.14,0.11,0.11,0.14,0.14,0.12,0.11,0.15,0.14,0.11,0.12,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.0,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.1,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.25,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.83
08/23/2021,5.15,5.0,3.09,1.9,1.82,1.74,1.19,1.17,1.06,1.04,1.05,0.88,0.9,0.71,0.78,0.7,0.79,0.7,0.68,0.68,0.6,0.5,0.52,0.51,0.47,0.54,0.52,0.61,0.49,0.48,0.46,0.49,0.49,0.44,0.41,0.48,0.51,0.44,0.46,0.47,0.42,0.44,0.38,0.45,0.45,0.4,0.39,0.35,0.35,0.31,0.35,0.34,0.33,0.37,0.34,0.32,0.29,0.32,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.26,0.25,0.29,0.27,0.25,0.28,0.25,0.0,0.28,0.25,0.23,0.26,0.25,0.22,0.23,0.23,0.23,0.2,0.2,0.22,0.21,0.19,0.18,0.22,0.18,0.18,0.19,0.16,0.2,0.2,0.2,0.2,0.18,0.2,0.14,0.16,0.16,0.17,0.15,0.28,0.18,0.17,0.16,0.18,0.15,0.17,0.16,0.16,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.14,0.15,0.16,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.15,0.14,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.09,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.24,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.97
08/24/2021,5.15,5.08,3.08,1.9,1.83,1.74,1.18,1.17,1.1,1.03,1.05,0.87,0.9,0.71,0.79,0.69,0.78,0.7,0.67,0.68,0.6,0.5,0.52,0.51,0.46,0.54,0.52,0.6,0.49,0.48,0.46,0.49,0.48,0.43,0.4,0.48,0.51,0.44,0.46,0.47,0.42,0.43,0.38,0.45,0.45,0.4,0.39,0.35,0.35,0.31,0.35,0.34,0.33,0.37,0.34,0.32,0.28,0.33,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.26,0.25,0.29,0.28,0.25,0.28,0.25,0.0,0.27,0.25,0.23,0.26,0.25,0.23,0.23,0.22,0.23,0.2,0.2,0.22,0.21,0.19,0.17,0.22,0.18,0.18,0.19,0.16,0.2,0.2,0.2,0.2,0.18,0.2,0.14,0.16,0.16,0.17,0.15,0.29,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.15,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.24,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001
08/25/2021,5.15,5.08,3.08,1.9,1.83,1.74,1.18,1.17,1.1,1.03,1.05,0.87,0.9,0.71,0.79,0.69,0.78,0.7,0.67,0.68,0.6,0.5,0.52,0.51,0.46,0.54,0.52,0.6,0.49,0.48,0.46,0.49,0.48,0.43,0.4,0.48,0.51,0.44,0.46,0.47,0.42,0.43,0.38,0.45,0.45,0.4,0.39,0.35,0.35,0.31,0.35,0.34,0.33,0.37,0.34,0.32,0.28,0.33,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.26,0.25,0.29,0.28,0.25,0.28,0.25,0.24,0.27,0.25,0.23,0.26,0.25,0.23,0.23,0.22,0.23,0.2,0.2,0.22,0.21,0.19,0.17,0.22,0.18,0.18,0.19,0.16,0.2,0.2,0.2,0.2,0.18,0.2,0.14,0.16,0.16,0.17,0.15,0.29,0.18,0.17,0.16,0.18,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.14,0.15,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.14,0.14,0.12,0.14,0.13,0.14,0.13,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.15,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.09,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.99000000000001
08/26/2021,5.15,5.04,3.11,1.91,1.85,1.76,1.17,1.2,1.15,1.03,1.03,0.87,0.88,0.71,0.77,0.69,0.77,0.71,0.68,0.69,0.6,0.51,0.52,0.5,0.47,0.54,0.53,0.61,0.48,0.48,0.46,0.48,0.48,0.43,0.41,0.47,0.5,0.44,0.46,0.46,0.42,0.43,0.38,0.44,0.44,0.39,0.38,0.36,0.34,0.31,0.35,0.34,0.33,0.36,0.34,0.32,0.28,0.32,0.3,0.28,0.31,0.29,0.27,0.29,0.31,0.26,0.26,0.29,0.28,0.25,0.29,0.25,0.24,0.27,0.25,0.23,0.27,0.24,0.23,0.23,0.22,0.23,0.2,0.19,0.21,0.2,0.19,0.18,0.22,0.18,0.18,0.18,0.16,0.2,0.2,0.19,0.2,0.18,0.2,0.14,0.16,0.15,0.17,0.15,0.3,0.18,0.17,0.16,0.18,0.15,0.17,0.16,0.16,0.14,0.14,0.16,0.16,0.17,0.17,0.17,0.14,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.14,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.15,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.89
08/27/2021,5.13,4.99,3.14,1.91,1.86,1.77,1.17,1.2,1.14,1.04,1.01,0.87,0.87,0.72,0.76,0.69,0.76,0.71,0.68,0.69,0.59,0.51,0.52,0.5,0.47,0.55,0.52,0.59,0.48,0.47,0.46,0.48,0.47,0.43,0.41,0.47,0.49,0.43,0.46,0.46,0.42,0.44,0.38,0.44,0.44,0.39,0.39,0.36,0.34,0.31,0.35,0.33,0.32,0.36,0.34,0.32,0.28,0.32,0.3,0.28,0.31,0.29,0.27,0.28,0.31,0.26,0.26,0.29,0.27,0.26,0.28,0.25,0.25,0.27,0.26,0.23,0.27,0.24,0.23,0.23,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.18,0.18,0.18,0.16,0.19,0.2,0.19,0.19,0.18,0.2,0.14,0.16,0.16,0.17,0.15,0.29,0.18,0.17,0.16,0.18,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.16,0.17,0.16,0.17,0.14,0.15,0.16,0.15,0.16,0.16,0.18,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.11,0.13,0.15,0.12,0.11,0.15,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.09,0.11,0.0,0.1,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75
08/30/2021,5.08,4.95,3.16,1.91,1.86,1.77,1.17,1.19,1.16,1.07,1.0,0.86,0.86,0.71,0.76,0.68,0.76,0.7,0.69,0.68,0.59,0.51,0.52,0.5,0.47,0.55,0.54,0.58,0.47,0.48,0.47,0.48,0.47,0.42,0.41,0.46,0.49,0.43,0.45,0.46,0.42,0.44,0.38,0.44,0.43,0.39,0.39,0.35,0.35,0.31,0.35,0.33,0.32,0.36,0.34,0.33,0.28,0.32,0.3,0.28,0.31,0.29,0.27,0.28,0.32,0.27,0.25,0.3,0.27,0.25,0.28,0.25,0.25,0.27,0.25,0.24,0.27,0.24,0.22,0.23,0.23,0.23,0.2,0.2,0.21,0.21,0.2,0.18,0.21,0.17,0.18,0.18,0.16,0.19,0.2,0.19,0.2,0.18,0.19,0.14,0.16,0.16,0.18,0.15,0.3,0.18,0.17,0.16,0.18,0.15,0.17,0.16,0.16,0.14,0.14,0.17,0.16,0.17,0.16,0.17,0.14,0.15,0.15,0.15,0.16,0.16,0.18,0.14,0.14,0.14,0.14,0.13,0.2,0.13,0.14,0.12,0.14,0.1,0.11,0.14,0.15,0.11,0.12,0.15,0.13,0.11,0.11,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.09,0.11,0.0,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.1,0.1,0.11,0.1,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.11,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77000000000001
