,NVDA,IT,TGT,BIIB,ADBE,ANET,DHR,SEE,UPS,BLK,FB,GOOGL,AMT,LLY,ORCL,AMZN,COF,COST,CRM,TMO,PYPL,NTAP,AXP,ACN,AKAM,KMI,MSFT,UNH,STX,PRGO,F,CHTR,AIZ,AAPL,FDX,HSIC,ALL,HD,TYL,PM,IPG,SLB,DVA,PEP,NKE,BR,LOW,SPG,FRT,JKHY,LMT,MS,PFE,RTX,BRK.B,UHS,WFC,TXN,DISH,GS,V,MDLZ,QRVO,EA,TAP,IBM,EMR,CVS,CL,BMY,UNP,BK,SLG,QCOM,MDT,MCD,LDOS,GILD,LEG,GD,DUK,COP,CSCO,BAC,MMM,JNPR,PG,WMT,USB,JNJ,KO,PNW,ABBV,SBUX,KHC,GPS,FTI,HON,OMC,NWL,NFLX,XOM,EXC,AMGN,CF,MRK,PVH,VZ,JPM,UNM,SO,MET,NEE,GM,ABT,DD,CMCSA,XRAY,AIG,DOW,FLS,LYV,MA,WDC,GE,T,CVX,IPGP,TSLA,NWS,RL,FFIV,LUMN,MO,CAT,C,NCLH,BKNG,BA,WU,XRX,UAA,HPE,DIS,HBI,INTC,WBA,CTXS,FOXA,US Dollar,DISCA,OGN,Morgan Stanley Instl Lqudty Trs Instl,GE.,n/a,688101.SS,688617.SS,MISXX,SUM
08/20/2021,0.63,0.69,0.64,0.68,0.67,0.63,0.69,0.68,0.68,0.67,0.66,0.67,0.66,0.67,0.67,0.64,0.7,0.69,0.67,0.68,0.65,0.65,0.64,0.68,0.67,0.64,0.67,0.66,0.66,0.57,0.63,0.67,0.71,0.67,0.66,0.66,0.68,0.64,0.64,0.68,0.69,0.64,0.65,0.67,0.65,0.67,0.63,0.65,0.67,0.68,0.66,0.7,0.73,0.66,0.68,0.64,0.69,0.64,0.69,0.7,0.65,0.68,0.62,0.67,0.67,0.66,0.67,0.7,0.67,0.66,0.68,0.68,0.68,0.64,0.67,0.67,0.68,0.69,0.66,0.67,0.67,0.65,0.66,0.7,0.66,0.65,0.67,0.69,0.68,0.68,0.67,0.68,0.68,0.65,0.68,0.64,0.63,0.66,0.68,0.66,0.66,0.64,0.68,0.67,0.66,0.68,0.66,0.67,0.68,0.69,0.69,0.71,0.7,0.63,0.68,0.66,0.68,0.63,0.75,0.67,0.6,0.66,0.65,0.61,0.0,0.67,0.66,0.61,0.62,0.63,0.63,0.62,0.7,0.68,0.68,0.69,0.7,0.66,0.65,0.66,0.66,0.65,0.67,0.67,0.69,0.64,0.69,0.67,0.7,0.0,0.66,0.0,0.0,0.66,0.12,0.0,0.0,0.0,99.95
08/23/2021,0.65,0.69,0.63,0.67,0.69,0.65,0.7,0.68,0.68,0.68,0.66,0.68,0.68,0.68,0.66,0.64,0.69,0.7,0.7,0.69,0.66,0.65,0.63,0.69,0.67,0.62,0.69,0.68,0.66,0.55,0.63,0.68,0.7,0.67,0.64,0.65,0.69,0.65,0.64,0.68,0.68,0.64,0.66,0.69,0.65,0.67,0.71,0.66,0.67,0.68,0.65,0.69,0.72,0.65,0.68,0.65,0.68,0.64,0.68,0.69,0.65,0.69,0.62,0.67,0.66,0.65,0.67,0.69,0.67,0.67,0.69,0.68,0.67,0.63,0.67,0.68,0.68,0.69,0.65,0.67,0.68,0.64,0.69,0.7,0.66,0.67,0.68,0.7,0.67,0.69,0.68,0.69,0.68,0.65,0.67,0.67,0.59,0.66,0.66,0.64,0.71,0.62,0.7,0.66,0.64,0.69,0.66,0.67,0.68,0.68,0.7,0.7,0.72,0.62,0.69,0.65,0.68,0.63,0.75,0.66,0.59,0.66,0.65,0.61,0.0,0.66,0.63,0.63,0.63,0.61,0.62,0.62,0.67,0.69,0.67,0.68,0.69,0.66,0.63,0.65,0.63,0.64,0.66,0.67,0.68,0.65,0.68,0.68,0.7,0.0,0.66,0.0,0.0,0.65,0.13,0.0,0.0,0.0,99.98
08/24/2021,0.68,0.68,0.64,0.67,0.69,0.65,0.7,0.68,0.67,0.68,0.66,0.68,0.68,0.68,0.66,0.64,0.69,0.7,0.7,0.68,0.66,0.66,0.63,0.7,0.67,0.62,0.71,0.68,0.66,0.57,0.62,0.68,0.7,0.67,0.64,0.65,0.69,0.66,0.64,0.68,0.68,0.63,0.66,0.68,0.65,0.67,0.73,0.66,0.67,0.68,0.65,0.69,0.71,0.65,0.68,0.65,0.68,0.64,0.69,0.69,0.65,0.68,0.62,0.67,0.65,0.65,0.67,0.69,0.67,0.67,0.68,0.68,0.66,0.64,0.67,0.68,0.67,0.69,0.66,0.67,0.67,0.63,0.69,0.7,0.65,0.67,0.67,0.7,0.67,0.68,0.67,0.69,0.68,0.65,0.66,0.69,0.6,0.66,0.66,0.65,0.71,0.61,0.7,0.65,0.65,0.69,0.65,0.67,0.68,0.67,0.7,0.7,0.72,0.62,0.69,0.65,0.68,0.62,0.75,0.66,0.59,0.67,0.64,0.61,0.0,0.66,0.63,0.62,0.64,0.61,0.62,0.62,0.69,0.69,0.66,0.68,0.7,0.65,0.62,0.65,0.63,0.65,0.66,0.68,0.68,0.64,0.69,0.68,0.7,0.0,0.66,0.0,0.0,0.65,0.14,0.0,0.0,0.0,99.98
08/25/2021,0.68,0.68,0.64,0.67,0.69,0.65,0.7,0.68,0.67,0.68,0.66,0.68,0.68,0.68,0.66,0.64,0.69,0.7,0.7,0.68,0.66,0.66,0.63,0.7,0.67,0.62,0.71,0.68,0.66,0.57,0.62,0.68,0.7,0.67,0.64,0.65,0.69,0.66,0.64,0.68,0.68,0.63,0.66,0.68,0.65,0.67,0.73,0.66,0.67,0.68,0.65,0.69,0.71,0.65,0.68,0.65,0.68,0.64,0.69,0.69,0.65,0.68,0.62,0.67,0.65,0.65,0.67,0.69,0.67,0.67,0.68,0.68,0.66,0.64,0.67,0.68,0.67,0.69,0.66,0.67,0.67,0.63,0.69,0.7,0.65,0.67,0.67,0.7,0.67,0.68,0.67,0.69,0.68,0.65,0.66,0.69,0.6,0.66,0.66,0.65,0.71,0.61,0.7,0.65,0.65,0.69,0.65,0.67,0.68,0.67,0.7,0.7,0.72,0.62,0.69,0.65,0.68,0.62,0.75,0.66,0.59,0.67,0.64,0.61,0.65,0.66,0.63,0.62,0.64,0.61,0.62,0.62,0.69,0.69,0.66,0.68,0.7,0.65,0.62,0.65,0.63,0.65,0.66,0.68,0.68,0.64,0.69,0.68,0.7,0.0,0.66,0.0,0.0,0.0,0.14,0.0,0.0,0.0,99.98
08/26/2021,0.71,0.68,0.64,0.68,0.7,0.64,0.69,0.68,0.66,0.69,0.67,0.69,0.67,0.66,0.65,0.64,0.69,0.69,0.71,0.68,0.66,0.65,0.63,0.69,0.67,0.63,0.7,0.66,0.68,0.57,0.62,0.68,0.71,0.67,0.63,0.64,0.7,0.65,0.64,0.67,0.69,0.65,0.65,0.68,0.65,0.65,0.71,0.66,0.67,0.67,0.65,0.7,0.72,0.65,0.67,0.65,0.67,0.64,0.69,0.7,0.65,0.67,0.63,0.67,0.65,0.64,0.67,0.68,0.66,0.66,0.68,0.69,0.67,0.64,0.66,0.67,0.66,0.69,0.66,0.67,0.66,0.65,0.69,0.7,0.65,0.67,0.67,0.69,0.67,0.67,0.66,0.67,0.68,0.64,0.65,0.68,0.61,0.66,0.67,0.65,0.71,0.63,0.7,0.65,0.65,0.68,0.66,0.66,0.68,0.68,0.69,0.7,0.7,0.6,0.68,0.65,0.68,0.62,0.76,0.67,0.59,0.69,0.65,0.63,0.65,0.65,0.64,0.62,0.66,0.62,0.63,0.63,0.69,0.68,0.67,0.68,0.73,0.67,0.64,0.64,0.63,0.65,0.66,0.68,0.69,0.65,0.69,0.67,0.71,0.0,0.66,0.0,0.0,0.0,0.14,0.0,0.0,0.0,99.98999999999998
08/27/2021,0.71,0.67,0.63,0.68,0.69,0.65,0.69,0.68,0.66,0.68,0.67,0.69,0.66,0.65,0.65,0.65,0.69,0.68,0.7,0.67,0.67,0.65,0.63,0.69,0.66,0.63,0.69,0.66,0.63,0.56,0.64,0.67,0.7,0.67,0.63,0.64,0.69,0.65,0.63,0.67,0.68,0.67,0.65,0.67,0.65,0.65,0.7,0.67,0.67,0.65,0.65,0.7,0.7,0.65,0.67,0.65,0.68,0.64,0.69,0.71,0.65,0.66,0.62,0.67,0.66,0.64,0.67,0.67,0.65,0.66,0.67,0.69,0.67,0.64,0.68,0.67,0.66,0.68,0.66,0.67,0.65,0.66,0.7,0.71,0.65,0.67,0.66,0.68,0.67,0.66,0.66,0.66,0.68,0.64,0.65,0.7,0.63,0.66,0.66,0.66,0.71,0.64,0.69,0.65,0.66,0.67,0.68,0.65,0.68,0.7,0.68,0.71,0.7,0.62,0.68,0.66,0.68,0.62,0.76,0.68,0.6,0.7,0.65,0.61,0.67,0.65,0.64,0.62,0.66,0.61,0.64,0.63,0.7,0.68,0.68,0.69,0.76,0.69,0.64,0.64,0.64,0.67,0.67,0.68,0.69,0.66,0.68,0.67,0.7,0.0,0.67,0.0,0.0,0.0,0.14,0.0,0.0,0.0,100.01
08/30/2021,0.72,0.69,0.63,0.67,0.69,0.64,0.69,0.69,0.66,0.69,0.67,0.7,0.66,0.65,0.65,0.65,0.7,0.68,0.73,0.68,0.66,0.7,0.65,0.69,0.66,0.62,0.69,0.65,0.63,0.55,0.63,0.68,0.71,0.66,0.64,0.63,0.69,0.64,0.64,0.67,0.68,0.67,0.64,0.66,0.64,0.64,0.71,0.67,0.68,0.66,0.66,0.71,0.69,0.65,0.67,0.65,0.7,0.64,0.69,0.72,0.64,0.66,0.63,0.67,0.64,0.64,0.68,0.67,0.65,0.64,0.67,0.71,0.65,0.63,0.68,0.67,0.68,0.68,0.66,0.67,0.65,0.66,0.7,0.72,0.65,0.67,0.66,0.68,0.68,0.66,0.65,0.65,0.69,0.64,0.65,0.64,0.63,0.66,0.66,0.67,0.71,0.63,0.69,0.64,0.65,0.67,0.65,0.65,0.7,0.7,0.69,0.71,0.7,0.61,0.68,0.66,0.67,0.62,0.76,0.69,0.6,0.7,0.63,0.63,0.67,0.64,0.64,0.62,0.65,0.62,0.62,0.63,0.71,0.69,0.68,0.7,0.75,0.71,0.63,0.64,0.63,0.66,0.68,0.68,0.68,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.14,0.0,0.0,0.0,100.0
08/31/2021,0.73,0.68,0.62,0.67,0.69,0.64,0.68,0.69,0.66,0.7,0.68,0.7,0.66,0.64,0.65,0.65,0.71,0.68,0.72,0.67,0.66,0.7,0.65,0.69,0.65,0.63,0.68,0.65,0.63,0.54,0.65,0.68,0.71,0.66,0.63,0.63,0.69,0.64,0.64,0.67,0.68,0.68,0.64,0.66,0.64,0.64,0.71,0.67,0.69,0.66,0.65,0.71,0.67,0.65,0.67,0.66,0.7,0.65,0.68,0.72,0.64,0.65,0.64,0.67,0.64,0.64,0.68,0.67,0.65,0.63,0.66,0.71,0.66,0.64,0.68,0.66,0.67,0.67,0.67,0.67,0.65,0.67,0.69,0.72,0.64,0.67,0.65,0.67,0.69,0.65,0.65,0.65,0.68,0.64,0.64,0.63,0.65,0.66,0.67,0.67,0.71,0.64,0.69,0.64,0.65,0.66,0.67,0.65,0.7,0.71,0.68,0.72,0.69,0.62,0.67,0.66,0.67,0.64,0.76,0.7,0.61,0.71,0.63,0.63,0.68,0.64,0.64,0.63,0.66,0.62,0.62,0.63,0.69,0.69,0.68,0.69,0.76,0.71,0.64,0.64,0.63,0.66,0.69,0.68,0.69,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.14,0.0,0.0,0.0,100.02999999999996
09/01/2021,0.73,0.68,0.62,0.67,0.69,0.64,0.68,0.69,0.66,0.7,0.68,0.7,0.66,0.64,0.65,0.65,0.71,0.68,0.72,0.67,0.66,0.7,0.65,0.69,0.65,0.63,0.68,0.65,0.63,0.54,0.65,0.68,0.71,0.66,0.63,0.63,0.69,0.64,0.64,0.67,0.68,0.68,0.64,0.66,0.64,0.64,0.71,0.67,0.69,0.66,0.65,0.71,0.67,0.65,0.67,0.66,0.7,0.65,0.68,0.72,0.64,0.65,0.64,0.67,0.64,0.64,0.68,0.67,0.65,0.63,0.66,0.71,0.66,0.64,0.68,0.66,0.67,0.67,0.67,0.67,0.65,0.67,0.69,0.72,0.64,0.67,0.65,0.67,0.69,0.65,0.65,0.65,0.68,0.64,0.64,0.63,0.65,0.66,0.67,0.67,0.71,0.64,0.69,0.64,0.65,0.66,0.67,0.65,0.7,0.71,0.68,0.72,0.69,0.62,0.67,0.66,0.67,0.64,0.76,0.7,0.61,0.71,0.63,0.63,0.68,0.64,0.64,0.63,0.66,0.62,0.62,0.63,0.69,0.69,0.68,0.69,0.76,0.71,0.64,0.64,0.63,0.66,0.69,0.68,0.69,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.14,0.0,0.0,0.0,100.02999999999996
09/02/2021,0.73,0.68,0.63,0.67,0.7,0.64,0.7,0.69,0.66,0.7,0.69,0.71,0.67,0.64,0.65,0.67,0.67,0.69,0.71,0.68,0.69,0.71,0.64,0.7,0.66,0.62,0.69,0.65,0.64,0.55,0.63,0.69,0.71,0.68,0.63,0.64,0.68,0.65,0.64,0.68,0.67,0.67,0.64,0.66,0.64,0.65,0.7,0.68,0.69,0.66,0.65,0.71,0.67,0.65,0.67,0.66,0.68,0.65,0.69,0.71,0.64,0.66,0.64,0.67,0.63,0.64,0.69,0.68,0.65,0.64,0.66,0.7,0.65,0.64,0.68,0.66,0.67,0.68,0.67,0.67,0.65,0.67,0.7,0.71,0.65,0.67,0.65,0.68,0.68,0.65,0.66,0.65,0.68,0.64,0.64,0.64,0.63,0.66,0.66,0.66,0.72,0.63,0.69,0.64,0.65,0.66,0.65,0.65,0.69,0.69,0.68,0.71,0.7,0.61,0.68,0.65,0.68,0.63,0.75,0.68,0.6,0.71,0.63,0.62,0.68,0.64,0.64,0.63,0.67,0.62,0.62,0.63,0.69,0.7,0.67,0.68,0.74,0.71,0.63,0.63,0.62,0.66,0.68,0.68,0.67,0.66,0.68,0.66,0.7,0.0,0.64,0.0,0.0,0.0,0.14,0.0,0.0,0.0,99.98
09/03/2021,0.72,0.69,0.62,0.66,0.7,0.64,0.69,0.69,0.67,0.69,0.69,0.71,0.67,0.63,0.65,0.68,0.67,0.69,0.71,0.67,0.69,0.71,0.64,0.69,0.65,0.62,0.69,0.64,0.64,0.56,0.63,0.69,0.71,0.67,0.63,0.64,0.68,0.65,0.65,0.68,0.68,0.66,0.64,0.66,0.63,0.65,0.7,0.68,0.69,0.66,0.65,0.71,0.66,0.64,0.67,0.65,0.64,0.65,0.69,0.71,0.63,0.65,0.63,0.68,0.64,0.64,0.68,0.69,0.65,0.64,0.65,0.69,0.65,0.65,0.68,0.66,0.67,0.68,0.65,0.67,0.65,0.66,0.69,0.71,0.64,0.66,0.65,0.68,0.68,0.65,0.66,0.65,0.68,0.65,0.64,0.64,0.63,0.66,0.67,0.66,0.72,0.62,0.69,0.65,0.66,0.66,0.64,0.65,0.69,0.69,0.68,0.71,0.69,0.61,0.68,0.65,0.68,0.63,0.76,0.67,0.6,0.71,0.61,0.63,0.68,0.64,0.63,0.62,0.68,0.62,0.61,0.62,0.71,0.7,0.67,0.68,0.75,0.71,0.63,0.64,0.62,0.63,0.69,0.69,0.66,0.66,0.71,0.66,0.7,0.0,0.66,0.0,0.0,0.0,0.35,0.0,0.0,0.0,100.01
09/06/2021,0.72,0.69,0.61,0.65,0.7,0.63,0.7,0.69,0.67,0.69,0.68,0.7,0.69,0.63,0.65,0.67,0.64,0.69,0.71,0.68,0.68,0.72,0.63,0.7,0.65,0.62,0.68,0.65,0.65,0.56,0.63,0.69,0.71,0.68,0.63,0.67,0.67,0.65,0.65,0.69,0.69,0.67,0.65,0.66,0.62,0.64,0.7,0.69,0.7,0.66,0.64,0.71,0.67,0.64,0.66,0.66,0.62,0.64,0.72,0.71,0.62,0.65,0.62,0.68,0.63,0.64,0.68,0.69,0.65,0.63,0.65,0.68,0.66,0.64,0.68,0.67,0.68,0.68,0.66,0.67,0.66,0.67,0.7,0.69,0.64,0.66,0.66,0.68,0.66,0.65,0.66,0.66,0.63,0.65,0.64,0.61,0.64,0.65,0.67,0.66,0.75,0.63,0.7,0.65,0.66,0.66,0.73,0.65,0.69,0.69,0.69,0.7,0.71,0.61,0.69,0.64,0.69,0.64,0.76,0.67,0.59,0.71,0.6,0.61,0.68,0.65,0.64,0.63,0.67,0.62,0.61,0.62,0.71,0.71,0.67,0.68,0.74,0.71,0.64,0.64,0.64,0.63,0.68,0.69,0.68,0.65,0.72,0.67,0.7,0.0,0.67,0.0,0.0,0.0,0.17,0.0,0.0,0.0,99.99
09/07/2021,0.74,0.7,0.61,0.65,0.7,0.63,0.71,0.69,0.67,0.69,0.68,0.7,0.7,0.64,0.65,0.68,0.63,0.7,0.72,0.69,0.69,0.73,0.62,0.71,0.66,0.62,0.69,0.65,0.66,0.57,0.63,0.69,0.71,0.68,0.63,0.66,0.67,0.65,0.65,0.7,0.68,0.66,0.64,0.67,0.62,0.64,0.71,0.68,0.7,0.66,0.64,0.7,0.67,0.64,0.66,0.65,0.62,0.64,0.72,0.71,0.62,0.65,0.62,0.69,0.63,0.64,0.68,0.7,0.65,0.62,0.64,0.68,0.65,0.64,0.68,0.66,0.68,0.68,0.64,0.68,0.65,0.66,0.7,0.7,0.64,0.66,0.66,0.68,0.66,0.66,0.66,0.65,0.63,0.65,0.63,0.6,0.63,0.65,0.67,0.67,0.75,0.63,0.7,0.65,0.66,0.67,0.7,0.65,0.69,0.69,0.68,0.7,0.71,0.61,0.69,0.63,0.7,0.64,0.76,0.66,0.58,0.7,0.6,0.61,0.67,0.65,0.64,0.63,0.67,0.62,0.6,0.62,0.7,0.71,0.67,0.68,0.72,0.71,0.63,0.64,0.62,0.63,0.69,0.69,0.68,0.65,0.72,0.66,0.69,0.0,0.65,0.0,0.0,0.0,0.32,0.0,0.0,0.0,100.02
09/08/2021,0.74,0.7,0.61,0.65,0.7,0.63,0.71,0.69,0.67,0.69,0.68,0.7,0.7,0.64,0.65,0.68,0.63,0.7,0.72,0.69,0.69,0.73,0.62,0.71,0.66,0.62,0.69,0.65,0.66,0.57,0.63,0.69,0.71,0.68,0.63,0.66,0.67,0.65,0.65,0.7,0.68,0.66,0.64,0.67,0.62,0.64,0.71,0.68,0.7,0.66,0.64,0.7,0.67,0.64,0.66,0.65,0.62,0.64,0.72,0.71,0.62,0.65,0.62,0.69,0.63,0.64,0.68,0.7,0.65,0.62,0.64,0.68,0.65,0.64,0.68,0.66,0.68,0.68,0.64,0.68,0.65,0.66,0.7,0.7,0.64,0.66,0.66,0.68,0.66,0.66,0.66,0.65,0.63,0.65,0.63,0.6,0.63,0.65,0.67,0.67,0.75,0.63,0.7,0.65,0.66,0.67,0.7,0.65,0.69,0.69,0.68,0.7,0.71,0.61,0.69,0.63,0.7,0.64,0.76,0.66,0.58,0.7,0.6,0.61,0.67,0.65,0.64,0.63,0.67,0.62,0.6,0.62,0.7,0.71,0.67,0.68,0.72,0.71,0.63,0.64,0.62,0.63,0.69,0.69,0.68,0.65,0.72,0.66,0.69,0.0,0.65,0.0,0.0,0.0,0.32,0.0,0.0,0.0,100.02
09/09/2021,0.74,0.7,0.61,0.65,0.7,0.63,0.71,0.69,0.67,0.69,0.68,0.7,0.7,0.64,0.65,0.68,0.63,0.7,0.72,0.69,0.69,0.73,0.62,0.71,0.66,0.62,0.69,0.65,0.66,0.57,0.63,0.69,0.72,0.69,0.63,0.66,0.67,0.65,0.65,0.7,0.69,0.66,0.65,0.67,0.62,0.64,0.71,0.69,0.7,0.66,0.64,0.71,0.67,0.64,0.66,0.66,0.62,0.64,0.72,0.71,0.62,0.65,0.62,0.69,0.63,0.64,0.68,0.7,0.65,0.62,0.64,0.68,0.65,0.64,0.68,0.67,0.68,0.68,0.64,0.68,0.65,0.67,0.7,0.7,0.64,0.66,0.66,0.68,0.66,0.66,0.66,0.65,0.63,0.65,0.64,0.6,0.63,0.65,0.67,0.67,0.75,0.63,0.7,0.65,0.66,0.67,0.71,0.66,0.69,0.69,0.68,0.7,0.71,0.61,0.69,0.63,0.7,0.64,0.76,0.66,0.58,0.7,0.6,0.61,0.67,0.65,0.64,0.63,0.68,0.62,0.6,0.63,0.7,0.71,0.67,0.68,0.72,0.71,0.63,0.64,0.63,0.64,0.69,0.69,0.68,0.65,0.72,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.17,100.04
09/10/2021,0.74,0.7,0.61,0.64,0.7,0.63,0.71,0.68,0.67,0.68,0.7,0.71,0.7,0.63,0.65,0.69,0.64,0.7,0.72,0.7,0.7,0.73,0.62,0.71,0.66,0.62,0.69,0.66,0.65,0.57,0.63,0.68,0.71,0.7,0.63,0.67,0.67,0.66,0.65,0.7,0.68,0.66,0.64,0.66,0.63,0.64,0.71,0.69,0.7,0.66,0.63,0.71,0.68,0.64,0.66,0.66,0.63,0.65,0.73,0.71,0.63,0.64,0.62,0.69,0.62,0.64,0.68,0.7,0.65,0.63,0.64,0.67,0.66,0.64,0.69,0.66,0.67,0.68,0.64,0.68,0.64,0.67,0.7,0.71,0.62,0.65,0.66,0.68,0.67,0.65,0.65,0.65,0.62,0.65,0.64,0.6,0.63,0.64,0.67,0.67,0.78,0.63,0.7,0.64,0.67,0.66,0.7,0.65,0.69,0.69,0.69,0.7,0.71,0.61,0.69,0.63,0.69,0.64,0.76,0.67,0.57,0.72,0.62,0.61,0.67,0.65,0.64,0.64,0.7,0.61,0.6,0.63,0.69,0.71,0.67,0.68,0.74,0.73,0.62,0.64,0.61,0.63,0.68,0.71,0.67,0.66,0.72,0.67,0.7,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.14,100.06
09/13/2021,0.73,0.71,0.62,0.59,0.71,0.63,0.71,0.66,0.65,0.69,0.7,0.71,0.69,0.6,0.66,0.69,0.64,0.71,0.71,0.7,0.69,0.75,0.63,0.71,0.67,0.62,0.69,0.65,0.65,0.61,0.63,0.68,0.72,0.69,0.62,0.67,0.67,0.67,0.65,0.69,0.69,0.63,0.64,0.67,0.63,0.65,0.71,0.67,0.69,0.65,0.64,0.71,0.67,0.65,0.66,0.64,0.63,0.65,0.71,0.71,0.64,0.65,0.61,0.68,0.63,0.64,0.66,0.69,0.65,0.61,0.64,0.68,0.65,0.63,0.69,0.67,0.69,0.67,0.65,0.69,0.66,0.67,0.7,0.71,0.62,0.65,0.67,0.68,0.67,0.64,0.66,0.65,0.62,0.67,0.66,0.6,0.61,0.64,0.67,0.68,0.77,0.63,0.72,0.63,0.67,0.65,0.69,0.65,0.69,0.7,0.7,0.71,0.72,0.61,0.7,0.62,0.68,0.65,0.77,0.65,0.57,0.72,0.63,0.59,0.67,0.65,0.64,0.64,0.7,0.61,0.61,0.63,0.72,0.72,0.66,0.68,0.74,0.73,0.63,0.64,0.6,0.64,0.66,0.72,0.68,0.66,0.72,0.71,0.7,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.15,100.08
09/14/2021,0.74,0.71,0.62,0.59,0.71,0.62,0.72,0.67,0.67,0.69,0.7,0.7,0.69,0.6,0.66,0.69,0.64,0.72,0.71,0.71,0.69,0.76,0.63,0.72,0.66,0.62,0.69,0.64,0.63,0.61,0.63,0.68,0.72,0.67,0.62,0.66,0.68,0.67,0.64,0.7,0.68,0.64,0.61,0.67,0.64,0.65,0.71,0.66,0.68,0.65,0.64,0.72,0.67,0.64,0.66,0.63,0.64,0.66,0.69,0.71,0.63,0.65,0.62,0.69,0.63,0.64,0.66,0.68,0.66,0.61,0.64,0.67,0.63,0.64,0.68,0.68,0.68,0.68,0.64,0.69,0.65,0.67,0.69,0.7,0.62,0.64,0.67,0.68,0.67,0.64,0.66,0.64,0.62,0.67,0.66,0.58,0.64,0.64,0.67,0.66,0.78,0.63,0.72,0.63,0.67,0.65,0.68,0.65,0.69,0.69,0.7,0.71,0.72,0.63,0.7,0.63,0.68,0.64,0.77,0.66,0.56,0.72,0.63,0.59,0.67,0.65,0.64,0.64,0.69,0.61,0.6,0.64,0.7,0.72,0.66,0.68,0.73,0.73,0.62,0.63,0.59,0.64,0.65,0.71,0.68,0.67,0.71,0.71,0.69,0.0,0.62,0.0,0.0,0.0,0.35,0.0,0.0,0.0,100.06000000000002
09/15/2021,0.74,0.71,0.62,0.59,0.71,0.62,0.72,0.67,0.67,0.69,0.7,0.7,0.69,0.6,0.67,0.69,0.64,0.72,0.71,0.71,0.69,0.76,0.63,0.72,0.66,0.62,0.69,0.64,0.63,0.61,0.63,0.68,0.72,0.68,0.62,0.66,0.68,0.67,0.64,0.7,0.68,0.64,0.61,0.67,0.64,0.65,0.72,0.66,0.68,0.65,0.64,0.72,0.67,0.64,0.66,0.63,0.64,0.66,0.69,0.71,0.63,0.65,0.62,0.69,0.63,0.64,0.66,0.69,0.66,0.61,0.64,0.67,0.64,0.64,0.68,0.68,0.68,0.68,0.64,0.69,0.65,0.67,0.69,0.7,0.62,0.65,0.67,0.68,0.67,0.64,0.66,0.64,0.62,0.68,0.66,0.58,0.64,0.65,0.67,0.66,0.78,0.63,0.72,0.63,0.67,0.65,0.68,0.65,0.69,0.69,0.7,0.71,0.72,0.63,0.71,0.63,0.68,0.64,0.77,0.66,0.56,0.72,0.63,0.59,0.67,0.65,0.64,0.64,0.69,0.61,0.6,0.64,0.7,0.72,0.67,0.68,0.73,0.73,0.62,0.63,0.59,0.64,0.65,0.71,0.68,0.67,0.71,0.71,0.69,0.0,0.62,0.0,0.0,0.0,0.01,0.0,0.0,0.22,100.04
09/16/2021,0.72,0.7,0.62,0.59,0.69,0.63,0.7,0.66,0.67,0.68,0.69,0.71,0.69,0.59,0.65,0.69,0.65,0.7,0.69,0.69,0.68,0.75,0.63,0.71,0.66,0.62,0.69,0.65,0.62,0.62,0.64,0.68,0.71,0.67,0.63,0.66,0.68,0.67,0.63,0.68,0.69,0.67,0.62,0.67,0.62,0.65,0.72,0.67,0.7,0.64,0.63,0.72,0.65,0.65,0.66,0.64,0.65,0.67,0.71,0.71,0.63,0.65,0.62,0.69,0.64,0.64,0.65,0.69,0.65,0.61,0.63,0.67,0.64,0.64,0.67,0.68,0.68,0.68,0.66,0.68,0.64,0.69,0.69,0.71,0.62,0.65,0.68,0.67,0.68,0.63,0.66,0.64,0.62,0.67,0.66,0.59,0.66,0.64,0.67,0.66,0.76,0.64,0.72,0.63,0.68,0.64,0.69,0.65,0.7,0.7,0.69,0.72,0.71,0.64,0.69,0.63,0.69,0.64,0.77,0.66,0.56,0.74,0.63,0.59,0.68,0.66,0.65,0.64,0.69,0.61,0.6,0.63,0.73,0.71,0.66,0.68,0.75,0.73,0.63,0.65,0.59,0.61,0.65,0.71,0.69,0.68,0.7,0.71,0.69,0.0,0.63,0.0,0.0,0.0,0.22,0.0,0.0,0.0,100.01000000000002
