,ENPH,RUN,FSLR,TSLA,PLUG,NEP,NPI CN,OLED,BEP-U CN,AYI,CHPT,HASI,ITRI,BLDP.TO,BLX.TO,NOVA,SHLS,ORA,REGI,SPWR,INE CN,CWEN,CVA,ARRY,AMRC,RNW.TO,TPIC,WKHS,BLNK,EVA,XL,RMO,EOSE,XBC CN,WLDN,AMSC,REX,FUV,AMTX,BEEM,SUNW,GPV.V,IEA,AYRO,GRN CN,OESX,Cash Equivalent,NPI.TO,BEP.UN.TO,INE.TO,XBC.TO,GRN.TO,State Street Instl Trs Pls MMkt Premier,Cash,n/a,STEM,GPRE,LEV,ZEV,SUM
09/29/2021,4.63,4.95,5.08,5.52,5.35,5.06,5.07,0.0,4.81,0.0,3.48,4.52,3.63,3.58,3.17,2.74,3.16,3.14,2.38,1.9,2.47,2.65,2.44,2.24,1.89,1.68,1.27,0.85,1.08,0.97,0.72,0.49,0.53,0.0,0.0,0.36,0.0,0.34,0.4,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1.66,1.49,0.35,100.05
09/30/2021,4.58,5.08,5.22,5.53,5.52,4.89,4.9,0.0,4.66,0.0,3.51,4.49,3.59,3.62,2.99,2.79,3.15,3.11,2.46,1.97,2.38,2.52,2.38,2.3,1.9,1.62,1.28,0.92,1.09,0.97,0.78,0.52,0.54,0.0,0.0,0.37,0.0,0.35,0.46,0.24,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,1.73,1.49,0.34,100.05
10/01/2021,4.57,4.98,5.34,5.59,5.36,4.91,4.95,0.0,4.68,0.0,3.67,4.39,3.63,3.53,3.12,2.78,3.02,3.11,2.53,1.97,2.41,2.56,2.46,2.3,1.89,1.67,1.27,0.92,1.09,0.98,0.73,0.48,0.55,0.0,0.0,0.37,0.0,0.34,0.45,0.24,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.72,1.45,0.35,100.02
10/04/2021,4.58,5.14,5.4,5.62,5.14,4.95,4.93,0.0,4.73,0.0,3.55,4.28,3.54,3.47,3.13,2.79,3.01,3.13,2.57,1.98,2.45,2.56,2.48,2.44,1.8,1.67,1.26,0.88,1.08,0.98,0.73,0.47,0.56,0.0,0.0,0.39,0.0,0.34,0.51,0.23,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.15,1.76,1.46,0.34,100.0
10/05/2021,4.71,5.16,5.42,5.58,5.11,5.02,4.88,0.0,4.66,0.0,3.4,4.36,3.56,3.44,3.07,2.78,2.98,3.14,2.59,2.15,2.37,2.54,2.46,2.36,1.88,1.65,1.27,0.84,1.06,0.99,0.72,0.46,0.57,0.0,0.0,0.38,0.0,0.33,0.55,0.24,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.22,1.87,1.41,0.34,100.0
10/06/2021,4.71,5.16,5.42,5.58,5.11,5.02,4.88,0.0,4.66,0.0,3.4,4.36,3.56,3.44,3.07,2.78,2.98,3.14,2.59,2.15,2.37,2.54,2.46,2.36,1.88,1.65,1.27,0.84,1.06,0.99,0.72,0.46,0.57,0.0,0.0,0.38,0.0,0.33,0.55,0.24,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.22,1.87,1.41,0.34,100.0
10/07/2021,4.55,4.91,5.51,5.81,5.02,5.21,5.03,0.0,4.75,0.0,3.27,4.36,3.55,3.36,3.13,2.7,3.03,3.31,2.71,2.06,2.45,2.64,2.55,2.27,1.83,1.71,1.21,0.82,1.03,1.01,0.69,0.45,0.55,0.0,0.0,0.39,0.0,0.32,0.48,0.23,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,3.01,1.88,1.37,0.34,100.0
10/08/2021,4.61,4.9,5.53,5.8,5.03,5.16,4.96,0.0,4.7,0.0,3.27,4.41,3.55,3.34,3.09,2.75,3.06,3.33,2.78,2.02,2.43,2.71,2.54,2.27,1.86,1.73,1.23,0.81,1.04,1.0,0.69,0.45,0.53,0.0,0.0,0.38,0.0,0.32,0.51,0.23,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.87,1.9,1.35,0.35,100.0
10/11/2021,4.81,5.14,5.52,5.76,5.26,5.08,4.84,0.0,4.65,0.0,3.31,4.33,3.39,3.35,3.01,2.91,3.02,3.32,2.74,2.16,2.35,2.73,2.48,2.39,1.84,1.68,1.2,0.73,1.03,1.0,0.65,0.45,0.48,0.0,0.0,0.41,0.0,0.32,0.54,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.98,1.83,1.27,0.32,100.0
10/12/2021,4.74,5.07,5.61,5.73,5.51,5.02,4.83,0.0,4.66,0.0,3.28,4.36,3.4,3.39,3.01,2.88,2.99,3.31,2.76,2.1,2.36,2.75,2.5,2.43,1.81,1.69,1.19,0.7,1.03,1.02,0.64,0.44,0.44,0.0,0.0,0.4,0.0,0.31,0.54,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.94,1.89,1.24,0.31,100.0
10/13/2021,4.74,5.07,5.61,5.73,5.51,5.02,4.83,0.0,4.66,0.0,3.28,4.36,3.4,3.39,3.01,2.88,2.99,3.31,2.76,2.1,2.36,2.75,2.5,2.43,1.81,1.69,1.19,0.7,1.03,1.02,0.64,0.44,0.44,0.0,0.0,0.4,0.0,0.31,0.54,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.94,1.89,1.24,0.31,100.0
10/14/2021,4.87,5.2,5.72,5.68,5.51,4.96,4.75,0.0,4.57,0.0,3.34,4.31,3.35,3.36,2.96,3.01,3.05,3.17,2.76,2.25,2.31,2.8,2.45,2.49,1.75,1.66,1.25,0.69,1.02,1.0,0.61,0.44,0.45,0.0,0.0,0.42,0.0,0.31,0.58,0.22,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.87,1.86,1.23,0.3,100.0
10/15/2021,4.95,5.44,5.67,5.57,5.72,4.81,4.81,0.0,4.66,0.0,3.38,4.27,3.27,3.51,3.0,3.08,2.99,3.07,2.6,2.28,2.42,2.71,2.36,2.5,1.73,1.61,1.27,0.7,1.03,0.96,0.62,0.43,0.47,0.0,0.0,0.41,0.0,0.31,0.56,0.23,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.84,1.78,1.2,0.31,100.0
