,NVAX,DDOG,CHGG,PTC,NUAN,HZNP,MPW,ENPH,NET,CLF,MTN,AVTR,MDB,GNRC,DNLI,NI,UPST,NLSN,CVNA,LB,MPWR,DT,PPD,MRTX,FATE,QDEL,ZEN,VICI,NBIX,EEFT,EQH,APPS,AXON,APO,ESTC,CDAY,IIVI,TRMB,ON,POOL,AVLR,HOG,WTRG,XPO,OSH,CRL,RGEN,TECH,ENTG,POST,RPRX,BSY,AFRM,QTS,VIR,CHDN,CGNX,FICO,AVY,BILL,DNB,SLAB,ALLY,BPMC,RH,SAM,MTB,LITE,RARE,NCR,COLD,FNF,BC,PEGA,UTHR,FSLR,CG,WSC,IBRX,WSM,MAN,NFE,FRPT,FHN,CFX,CCK,FBHS,CHWY,MKSI,LNC,SMG,FOXA,SBNY,AMG,MOS,PCTY,GH,LPX,GME,JAZZ,ELS,RCM,CPT,TREX,ARW,AGCO,FND,GRA,GGG,AZPN,NDSN,CHNG,TTC,SHC,LEA,IVZ,TWST,GWRE,SMAR,VRT,ATUS,BG,SWI,BRKS,PEN,BFAM,LII,WMS,MHK,HALO,ALLE,DAR,RPM,BWA,AMH,TW,PWR,NXST,ACI,FIVE,IPG,ARES,JBL,VER,DECK,REG,YETI,HAIN,PRAH,WLK,NTRA,BRKR,STLD,SYNH,NVST,ATH,PLUG,LW,OLED,BLDR,PNR,ABNB,GLPI,PII,BERY,TPX,AFG,DOX,HWM,AMED,LAD,HBI,JEF,BYND,LPLA,PLAN,SC,HPP,CF,OPEN,AI,OC,NRG,WAL,STOR,LSCC,PFPT,HSIC,TPR,DBX,ST,TMX,CNXC,ERIE,CREE,AIZ,PNW,CLR,UGI,WSO,FGXXX,RGLD,CUBE,FIVN,NCNO,ACM,CIEN,STAG,SCI,MIDD,JNPR,HUBB,OHI,TNDM,ATR,HRC,G,BL,JLL,DXC,AA,LSI,BBWI WI,MAT,n/a,GXO WI,EXP,RHI,GXO,BJ,COMP,KSS,NEP,NYT,CACC,TDC,CONE,CZR,SITE,INSP,KIM,XLRN,SRPT,PPC,ZION,EWBC,AN,COG,PLNT,CTRA,VST,RRX,CSL,REXR,MANH,WOLF,MEDP,O,DVN,AOS,TTEK,SAIA,ITT,PSTG,HTA,CMA,KNX,AZTA,ZNGA,EGP,SUM
08/25/2021,1.36,1.25,0.9,0.81,0.89,0.84,0.75,0.67,0.84,0.74,0.63,0.75,0.65,0.58,0.37,0.6,0.89,0.51,0.63,0.0,0.68,0.54,0.51,0.41,0.36,0.43,0.38,0.43,0.42,0.43,0.44,0.27,0.47,0.39,0.45,0.45,0.33,0.43,0.43,0.41,0.4,0.33,0.41,0.23,0.31,0.44,0.51,0.4,0.36,0.39,0.34,0.37,0.34,0.36,0.37,0.33,0.35,0.3,0.35,0.39,0.29,0.35,0.33,0.35,0.33,0.2,0.3,0.32,0.27,0.28,0.31,0.34,0.3,0.29,0.33,0.31,0.29,0.28,0.2,0.29,0.28,0.19,0.22,0.25,0.28,0.29,0.27,0.29,0.22,0.28,0.22,0.26,0.26,0.28,0.26,0.35,0.21,0.25,0.2,0.19,0.29,0.23,0.29,0.28,0.26,0.25,0.28,0.25,0.25,0.22,0.26,0.23,0.24,0.23,0.21,0.22,0.19,0.24,0.25,0.24,0.2,0.22,0.0,0.2,0.22,0.22,0.23,0.23,0.24,0.2,0.23,0.24,0.22,0.2,0.24,0.23,0.24,0.22,0.33,0.26,0.25,0.25,0.23,0.25,0.25,0.22,0.24,0.23,0.0,0.2,0.21,0.24,0.24,0.22,0.2,0.2,0.0,0.0,0.2,0.24,0.25,0.2,0.22,0.2,0.21,0.22,0.23,0.21,0.19,0.0,0.19,0.21,0.21,0.0,0.21,0.22,0.23,0.18,0.0,0.0,0.0,0.18,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.21,0.18,0.19,0.19,0.0,0.2,0.0,0.21,0.19,0.0,0.21,0.0,0.0,0.19,0.49,0.0,0.18,0.0,0.19,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03999999999999
08/26/2021,1.46,1.25,0.9,0.81,0.88,0.85,0.74,0.69,0.86,0.75,0.63,0.74,0.65,0.6,0.38,0.58,0.91,0.51,0.63,0.0,0.68,0.55,0.51,0.44,0.38,0.43,0.38,0.42,0.42,0.43,0.43,0.28,0.46,0.39,0.45,0.45,0.33,0.43,0.43,0.4,0.41,0.32,0.4,0.23,0.31,0.44,0.51,0.39,0.36,0.38,0.34,0.36,0.35,0.35,0.38,0.33,0.35,0.3,0.34,0.4,0.28,0.34,0.33,0.35,0.32,0.2,0.29,0.32,0.28,0.27,0.29,0.33,0.3,0.28,0.33,0.31,0.29,0.28,0.22,0.28,0.28,0.2,0.23,0.25,0.27,0.28,0.26,0.29,0.22,0.28,0.22,0.26,0.27,0.27,0.26,0.35,0.22,0.26,0.21,0.2,0.28,0.22,0.28,0.27,0.26,0.25,0.28,0.25,0.25,0.22,0.26,0.23,0.24,0.24,0.22,0.22,0.2,0.24,0.25,0.24,0.2,0.22,0.0,0.2,0.22,0.22,0.22,0.23,0.24,0.2,0.23,0.25,0.21,0.2,0.24,0.23,0.24,0.22,0.33,0.26,0.25,0.25,0.23,0.24,0.25,0.22,0.23,0.22,0.0,0.2,0.21,0.24,0.25,0.21,0.2,0.2,0.0,0.0,0.2,0.24,0.24,0.2,0.22,0.19,0.2,0.22,0.23,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.23,0.23,0.18,0.0,0.18,0.0,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.0,0.21,0.0,0.19,0.18,0.49,0.0,0.0,0.0,0.18,0.0,0.21,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07
08/27/2021,1.34,1.27,0.9,0.81,0.87,0.84,0.74,0.68,0.85,0.78,0.63,0.74,0.66,0.6,0.38,0.57,0.98,0.48,0.62,0.0,0.68,0.55,0.5,0.44,0.37,0.43,0.39,0.42,0.42,0.44,0.44,0.29,0.45,0.39,0.45,0.45,0.33,0.43,0.44,0.39,0.41,0.33,0.4,0.24,0.31,0.43,0.51,0.4,0.36,0.37,0.34,0.36,0.35,0.35,0.39,0.34,0.35,0.3,0.34,0.4,0.28,0.34,0.33,0.34,0.32,0.2,0.29,0.32,0.29,0.28,0.29,0.33,0.3,0.28,0.32,0.3,0.29,0.28,0.22,0.29,0.28,0.21,0.22,0.25,0.28,0.28,0.27,0.3,0.22,0.28,0.22,0.26,0.27,0.28,0.26,0.35,0.23,0.26,0.26,0.19,0.28,0.22,0.27,0.27,0.26,0.25,0.28,0.25,0.25,0.22,0.26,0.23,0.24,0.25,0.22,0.22,0.21,0.25,0.25,0.24,0.19,0.22,0.0,0.2,0.23,0.22,0.22,0.23,0.24,0.2,0.23,0.25,0.21,0.2,0.23,0.23,0.24,0.22,0.32,0.26,0.25,0.25,0.23,0.24,0.25,0.22,0.23,0.22,0.0,0.2,0.21,0.24,0.25,0.21,0.2,0.2,0.0,0.0,0.2,0.25,0.24,0.22,0.22,0.2,0.2,0.22,0.23,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.22,0.22,0.18,0.0,0.19,0.0,0.18,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.19,0.2,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.0,0.21,0.0,0.19,0.18,0.49,0.0,0.0,0.0,0.18,0.0,0.23,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.14
08/30/2021,1.33,1.23,0.9,0.81,0.87,0.84,0.73,0.68,0.83,0.75,0.64,0.75,0.67,0.61,0.37,0.57,0.97,0.47,0.62,0.0,0.68,0.56,0.51,0.49,0.37,0.44,0.39,0.43,0.42,0.42,0.44,0.28,0.45,0.39,0.43,0.45,0.33,0.44,0.45,0.39,0.41,0.32,0.4,0.23,0.3,0.44,0.52,0.4,0.36,0.37,0.34,0.36,0.36,0.35,0.4,0.34,0.35,0.3,0.35,0.4,0.29,0.34,0.33,0.34,0.33,0.19,0.3,0.32,0.3,0.28,0.3,0.33,0.3,0.29,0.33,0.3,0.3,0.29,0.21,0.32,0.28,0.2,0.21,0.25,0.28,0.28,0.27,0.29,0.22,0.29,0.22,0.26,0.27,0.28,0.26,0.35,0.24,0.27,0.26,0.19,0.28,0.21,0.28,0.27,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.23,0.24,0.25,0.22,0.22,0.2,0.24,0.25,0.24,0.19,0.22,0.0,0.2,0.23,0.22,0.22,0.23,0.23,0.2,0.23,0.25,0.21,0.2,0.23,0.23,0.25,0.22,0.32,0.26,0.25,0.26,0.23,0.24,0.24,0.23,0.24,0.2,0.0,0.21,0.22,0.25,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.19,0.21,0.22,0.23,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.22,0.22,0.18,0.0,0.19,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.0,0.2,0.0,0.2,0.18,0.0,0.21,0.0,0.19,0.18,0.49,0.0,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24
08/31/2021,1.33,1.23,0.9,0.81,0.87,0.84,0.73,0.68,0.83,0.75,0.64,0.75,0.67,0.61,0.37,0.57,0.97,0.47,0.62,0.0,0.68,0.56,0.51,0.49,0.37,0.44,0.39,0.43,0.42,0.42,0.44,0.28,0.45,0.39,0.43,0.45,0.33,0.44,0.45,0.39,0.41,0.32,0.4,0.23,0.3,0.44,0.52,0.4,0.36,0.37,0.34,0.36,0.36,0.35,0.4,0.34,0.35,0.3,0.35,0.4,0.29,0.34,0.33,0.34,0.33,0.19,0.3,0.32,0.3,0.28,0.3,0.33,0.3,0.29,0.33,0.3,0.3,0.29,0.21,0.32,0.28,0.2,0.21,0.25,0.28,0.28,0.27,0.29,0.22,0.29,0.22,0.26,0.27,0.28,0.26,0.35,0.24,0.27,0.26,0.19,0.28,0.21,0.28,0.27,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.23,0.24,0.25,0.22,0.22,0.2,0.24,0.25,0.24,0.19,0.22,0.0,0.2,0.23,0.22,0.22,0.23,0.23,0.2,0.23,0.25,0.21,0.2,0.23,0.23,0.25,0.22,0.32,0.26,0.25,0.26,0.23,0.24,0.24,0.23,0.24,0.2,0.0,0.21,0.22,0.25,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.19,0.21,0.22,0.23,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.22,0.22,0.18,0.0,0.19,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.0,0.2,0.0,0.2,0.18,0.0,0.21,0.0,0.19,0.18,0.49,0.0,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.24
09/01/2021,1.29,1.24,0.89,0.8,0.86,0.83,0.72,0.68,0.84,0.76,0.64,0.73,0.67,0.61,0.38,0.56,0.98,0.47,0.58,0.0,0.68,0.56,0.5,0.48,0.38,0.44,0.38,0.43,0.42,0.43,0.44,0.28,0.45,0.39,0.43,0.45,0.34,0.44,0.45,0.39,0.42,0.32,0.39,0.23,0.3,0.44,0.51,0.4,0.37,0.37,0.33,0.36,0.35,0.35,0.39,0.35,0.35,0.3,0.35,0.51,0.28,0.34,0.34,0.33,0.32,0.19,0.3,0.32,0.3,0.29,0.29,0.33,0.3,0.29,0.33,0.3,0.29,0.29,0.22,0.31,0.27,0.21,0.21,0.26,0.28,0.28,0.27,0.28,0.23,0.29,0.22,0.25,0.27,0.29,0.26,0.35,0.24,0.27,0.25,0.18,0.28,0.22,0.28,0.27,0.26,0.26,0.27,0.24,0.25,0.22,0.26,0.22,0.24,0.24,0.22,0.22,0.2,0.24,0.25,0.24,0.19,0.22,0.0,0.21,0.23,0.22,0.22,0.23,0.23,0.2,0.23,0.26,0.21,0.2,0.23,0.23,0.25,0.22,0.32,0.24,0.24,0.26,0.23,0.24,0.24,0.23,0.24,0.19,0.0,0.21,0.22,0.24,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.25,0.23,0.21,0.22,0.19,0.21,0.22,0.22,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.23,0.22,0.18,0.0,0.19,0.0,0.19,0.21,0.2,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.0,0.2,0.18,0.0,0.21,0.0,0.2,0.18,0.49,0.0,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.13
09/02/2021,1.29,1.24,0.89,0.8,0.86,0.83,0.72,0.68,0.84,0.76,0.64,0.73,0.67,0.61,0.38,0.56,0.98,0.47,0.58,0.0,0.68,0.56,0.5,0.48,0.38,0.44,0.38,0.43,0.42,0.43,0.44,0.28,0.45,0.39,0.43,0.45,0.34,0.44,0.45,0.39,0.42,0.32,0.39,0.23,0.3,0.44,0.51,0.4,0.37,0.37,0.33,0.36,0.35,0.35,0.39,0.35,0.35,0.3,0.35,0.51,0.28,0.34,0.34,0.33,0.32,0.19,0.3,0.32,0.3,0.29,0.29,0.33,0.3,0.29,0.33,0.3,0.29,0.29,0.22,0.31,0.27,0.21,0.21,0.26,0.28,0.28,0.27,0.28,0.23,0.29,0.22,0.25,0.27,0.29,0.26,0.35,0.24,0.27,0.25,0.18,0.28,0.22,0.28,0.27,0.26,0.26,0.27,0.24,0.25,0.22,0.26,0.22,0.24,0.24,0.22,0.22,0.2,0.24,0.25,0.24,0.19,0.22,0.0,0.21,0.23,0.22,0.22,0.23,0.23,0.2,0.23,0.26,0.21,0.2,0.23,0.23,0.25,0.22,0.32,0.24,0.24,0.26,0.23,0.24,0.24,0.23,0.24,0.19,0.0,0.21,0.22,0.24,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.25,0.23,0.21,0.22,0.19,0.21,0.22,0.22,0.2,0.19,0.0,0.19,0.21,0.22,0.0,0.21,0.23,0.22,0.18,0.0,0.19,0.0,0.19,0.21,0.2,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.19,0.2,0.18,0.19,0.19,0.0,0.19,0.0,0.2,0.18,0.0,0.21,0.0,0.2,0.18,0.49,0.0,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.13
09/03/2021,1.32,1.26,0.91,0.81,0.85,0.83,0.73,0.69,0.83,0.74,0.64,0.74,0.67,0.62,0.38,0.55,0.94,0.47,0.58,0.0,0.69,0.56,0.5,0.49,0.37,0.45,0.38,0.43,0.43,0.42,0.43,0.28,0.46,0.39,0.44,0.45,0.33,0.44,0.45,0.4,0.42,0.32,0.4,0.23,0.29,0.44,0.53,0.4,0.37,0.37,0.33,0.36,0.51,0.34,0.39,0.35,0.35,0.3,0.35,0.51,0.28,0.34,0.32,0.33,0.33,0.19,0.29,0.32,0.31,0.28,0.29,0.33,0.3,0.29,0.33,0.3,0.29,0.29,0.22,0.32,0.27,0.2,0.21,0.25,0.27,0.28,0.26,0.29,0.23,0.28,0.21,0.25,0.26,0.28,0.26,0.36,0.25,0.27,0.26,0.18,0.28,0.22,0.28,0.27,0.26,0.26,0.28,0.24,0.25,0.22,0.26,0.22,0.24,0.24,0.21,0.22,0.19,0.25,0.26,0.24,0.18,0.22,0.0,0.21,0.22,0.22,0.22,0.23,0.23,0.2,0.23,0.25,0.21,0.19,0.24,0.23,0.25,0.22,0.32,0.24,0.24,0.26,0.24,0.24,0.24,0.23,0.23,0.2,0.0,0.21,0.22,0.25,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.25,0.23,0.21,0.22,0.19,0.21,0.22,0.22,0.19,0.18,0.0,0.18,0.2,0.22,0.0,0.21,0.22,0.22,0.18,0.0,0.19,0.0,0.19,0.21,0.19,0.19,0.21,0.19,0.18,0.0,0.19,0.19,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.19,0.2,0.18,0.19,0.19,0.0,0.2,0.0,0.22,0.18,0.0,0.21,0.0,0.2,0.18,0.49,0.0,0.0,0.0,0.19,0.0,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.28999999999999
09/06/2021,1.43,1.25,0.91,0.81,0.85,0.84,0.76,0.69,0.86,0.75,0.64,0.74,0.67,0.61,0.4,0.57,0.99,0.47,0.57,0.0,0.68,0.57,0.5,0.51,0.39,0.47,0.38,0.44,0.43,0.42,0.43,0.32,0.44,0.4,0.45,0.46,0.33,0.43,0.44,0.4,0.43,0.32,0.41,0.23,0.3,0.44,0.53,0.4,0.37,0.37,0.33,0.37,0.49,0.0,0.37,0.35,0.34,0.31,0.35,0.5,0.29,0.34,0.33,0.34,0.32,0.18,0.29,0.32,0.32,0.27,0.3,0.32,0.29,0.29,0.33,0.3,0.3,0.3,0.23,0.31,0.27,0.2,0.21,0.25,0.27,0.28,0.26,0.28,0.22,0.27,0.21,0.25,0.27,0.28,0.26,0.36,0.26,0.26,0.26,0.18,0.29,0.22,0.29,0.27,0.25,0.25,0.29,0.24,0.25,0.22,0.26,0.23,0.23,0.24,0.21,0.22,0.21,0.24,0.26,0.24,0.19,0.22,0.0,0.21,0.22,0.22,0.22,0.22,0.22,0.2,0.23,0.25,0.21,0.19,0.24,0.22,0.25,0.22,0.34,0.24,0.25,0.27,0.23,0.24,0.23,0.23,0.23,0.2,0.0,0.21,0.22,0.25,0.23,0.22,0.2,0.21,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.18,0.21,0.22,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.21,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.18,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.19,0.2,0.0,0.18,0.18,0.0,0.2,0.0,0.21,0.18,0.0,0.21,0.0,0.2,0.19,0.47,0.0,0.19,0.0,0.18,0.0,0.22,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.46000000000001
09/07/2021,1.45,1.24,0.91,0.79,0.85,0.83,0.77,0.68,0.86,0.74,0.61,0.75,0.67,0.63,0.4,0.56,1.03,0.46,0.55,0.0,0.67,0.57,0.49,0.51,0.38,0.48,0.37,0.44,0.42,0.42,0.43,0.34,0.43,0.4,0.45,0.46,0.32,0.43,0.44,0.4,0.43,0.31,0.4,0.23,0.31,0.44,0.53,0.4,0.36,0.36,0.33,0.36,0.5,0.0,0.38,0.35,0.34,0.3,0.35,0.51,0.28,0.33,0.32,0.35,0.3,0.0,0.29,0.32,0.32,0.27,0.29,0.32,0.28,0.29,0.33,0.3,0.29,0.29,0.22,0.31,0.27,0.2,0.22,0.24,0.28,0.28,0.26,0.25,0.22,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.26,0.26,0.18,0.29,0.21,0.28,0.27,0.25,0.25,0.28,0.24,0.24,0.22,0.26,0.22,0.23,0.24,0.21,0.22,0.21,0.24,0.26,0.24,0.19,0.22,0.0,0.21,0.23,0.22,0.22,0.22,0.22,0.2,0.23,0.24,0.2,0.19,0.24,0.22,0.27,0.22,0.36,0.21,0.24,0.27,0.23,0.24,0.22,0.23,0.23,0.2,0.0,0.2,0.22,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.0,0.21,0.22,0.22,0.2,0.18,0.0,0.18,0.2,0.21,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.67,0.0,0.2,0.0,0.2,0.18,0.0,0.19,0.2,0.0,0.18,0.18,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.18,0.0,0.22,0.0,0.18,0.0,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66
09/08/2021,1.45,1.24,0.91,0.79,0.85,0.83,0.77,0.68,0.86,0.74,0.61,0.75,0.67,0.63,0.4,0.56,1.03,0.46,0.55,0.0,0.67,0.57,0.49,0.51,0.38,0.48,0.37,0.44,0.42,0.42,0.43,0.34,0.43,0.4,0.45,0.46,0.32,0.43,0.44,0.4,0.43,0.31,0.4,0.23,0.31,0.44,0.53,0.4,0.36,0.36,0.33,0.36,0.5,0.0,0.38,0.35,0.34,0.3,0.35,0.51,0.28,0.33,0.32,0.35,0.3,0.0,0.29,0.32,0.32,0.27,0.29,0.32,0.28,0.29,0.33,0.3,0.29,0.29,0.22,0.31,0.27,0.2,0.22,0.24,0.28,0.28,0.26,0.25,0.22,0.27,0.21,0.25,0.27,0.27,0.26,0.36,0.26,0.26,0.26,0.18,0.29,0.21,0.28,0.27,0.25,0.25,0.28,0.24,0.24,0.22,0.26,0.22,0.23,0.24,0.21,0.22,0.21,0.24,0.26,0.24,0.19,0.22,0.0,0.21,0.23,0.22,0.22,0.22,0.22,0.2,0.23,0.24,0.2,0.19,0.24,0.22,0.27,0.22,0.36,0.21,0.24,0.27,0.23,0.24,0.22,0.23,0.23,0.2,0.0,0.2,0.22,0.25,0.23,0.22,0.21,0.21,0.0,0.0,0.2,0.25,0.24,0.21,0.22,0.0,0.21,0.22,0.22,0.2,0.18,0.0,0.18,0.2,0.21,0.0,0.2,0.24,0.22,0.18,0.0,0.2,0.0,0.18,0.21,0.19,0.19,0.21,0.0,0.19,0.0,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.67,0.0,0.2,0.0,0.2,0.18,0.0,0.19,0.2,0.0,0.18,0.18,0.0,0.2,0.0,0.22,0.18,0.0,0.2,0.0,0.21,0.19,0.46,0.0,0.0,0.0,0.18,0.0,0.22,0.0,0.18,0.0,0.18,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66
