,MRVL,PINS,DXCM,ALXN,CDNS,PANW,MSI,MPC,PXD,PSX,IFF,RMD,TDG,DFS,KKR,HLT,WELL,SBAC,XLNX,PAYX,YUM,FTNT,ZBH,AFL,AZO,FRC,SWK,PTON,ADM,OTIS,MTD,ROK,CTVA,CSGP,TTD,WMB,SWKS,GLW,OKTA,ANSS,LUV,SIVB,AME,PEG,VLO,AVB,DHI,WLTW,EFX,FAST,PCAR,MCK,EPAM,ZBRA,AWK,AJG,VRSK,KEYS,ES,KR,WEC,CPRT,STT,CBRE,AMP,LH,BLL,GNRC,EQR,LEN,WST,NUE,DAL,MXIM,VFC,HUBS,FITB,ARE,ETSY,OKE,WY,O,ENPH,OXY,HSY,KSU,LYB,SYF,VIAC,ED,BBY,CDW,DELL,RNG,RSG,EXPE,FTV,SPLK,DDOG,NTRS,CERN,ODFL,IP,VMC,CLX,URI,W,WORK,EXR,VRSN,DLTR,HES,EIX,VTR,KMX,DOV,PPL,XYL,MLM,ABNB,MKC,DTE,QRVO,HIG,IT,GRMN,INVH,WAT,BURL,WDC,TRMB,AEE,EXAS,CHD,TER,NET,FLT,TDOC,TSCO,TSN,TRU,HZNP,EXPD,COUP,MAA,CCL,ESS,TTWO,COO,NDAQ,LNG,FE,CZR,ANET,STE,HBAN,ALNY,ETR,CVNA,CTLT,CRL,PODD,AKAM,PAYC,BR,Z,TYL,ULTA,CFG,TFX,KEY,DRI,MDB,GWW,TDY,SUI,ALB,HAL,SGEN,PEAK,DRE,RCL,MTB,NTAP,DPZ,ALLY,GPC,POOL,HPE,AVTR,RF,CINF,CAG,CMS,LB,AES,DGX,MKTX,PKI,ZEN,TECH,IR,HOLX,ZS,AVY,STX,J,NVR,VTRS,CE,DVN,AMCR,IEX,ABC,MPWR,VICI,4282.T,XTSLA,ELAN,CAH,SSNC,ON,BBWI WI,MKL,DKNG,NVAX,ADI,BILL,MGM,BIO,BKR,ENTG,COG,FANG,SBNY,RJF,UPST,SUM
08/30/2021,0.58,0.35,0.56,0.0,0.5,0.5,0.46,0.41,0.38,0.35,0.42,0.46,0.36,0.44,0.42,0.39,0.39,0.43,0.41,0.41,0.44,0.47,0.35,0.4,0.38,0.39,0.35,0.34,0.37,0.41,0.4,0.41,0.36,0.37,0.38,0.33,0.33,0.35,0.37,0.35,0.33,0.37,0.35,0.36,0.3,0.35,0.35,0.31,0.36,0.36,0.32,0.35,0.39,0.35,0.37,0.33,0.36,0.36,0.35,0.38,0.33,0.33,0.36,0.35,0.35,0.33,0.35,0.3,0.32,0.33,0.37,0.39,0.29,0.0,0.28,0.34,0.31,0.31,0.3,0.26,0.29,0.3,0.26,0.22,0.29,0.3,0.29,0.31,0.27,0.29,0.29,0.31,0.28,0.23,0.29,0.23,0.28,0.28,0.32,0.28,0.26,0.3,0.26,0.28,0.23,0.28,0.24,0.0,0.27,0.24,0.24,0.21,0.24,0.23,0.23,0.28,0.25,0.27,0.27,0.25,0.24,0.26,0.23,0.27,0.29,0.29,0.26,0.28,0.24,0.21,0.27,0.25,0.0,0.23,0.22,0.26,0.24,0.21,0.24,0.26,0.25,0.27,0.23,0.0,0.24,0.21,0.23,0.0,0.24,0.25,0.23,0.23,0.23,0.23,0.23,0.25,0.27,0.26,0.25,0.25,0.25,0.22,0.21,0.26,0.22,0.0,0.22,0.24,0.21,0.0,0.22,0.22,0.23,0.21,0.24,0.25,0.3,0.2,0.24,0.21,0.21,0.2,0.2,0.21,0.22,0.22,0.2,0.21,0.22,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.21,0.22,0.22,0.22,0.21,0.0,0.0,0.2,0.0,0.2,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.77
08/31/2021,0.56,0.35,0.56,0.0,0.5,0.5,0.46,0.42,0.39,0.35,0.42,0.46,0.37,0.45,0.41,0.39,0.4,0.43,0.43,0.41,0.44,0.48,0.35,0.4,0.37,0.4,0.35,0.31,0.38,0.41,0.4,0.41,0.36,0.36,0.39,0.33,0.34,0.35,0.36,0.35,0.33,0.37,0.35,0.36,0.3,0.35,0.35,0.31,0.36,0.35,0.32,0.35,0.39,0.35,0.36,0.33,0.36,0.36,0.34,0.38,0.33,0.33,0.36,0.36,0.36,0.33,0.34,0.31,0.32,0.33,0.37,0.4,0.29,0.0,0.27,0.34,0.31,0.31,0.3,0.27,0.3,0.3,0.26,0.24,0.29,0.3,0.29,0.31,0.27,0.29,0.29,0.31,0.27,0.23,0.29,0.23,0.28,0.28,0.33,0.28,0.26,0.31,0.26,0.28,0.23,0.29,0.24,0.0,0.27,0.24,0.23,0.21,0.24,0.23,0.23,0.28,0.25,0.27,0.27,0.25,0.24,0.26,0.24,0.27,0.29,0.29,0.26,0.28,0.23,0.21,0.27,0.25,0.2,0.22,0.23,0.26,0.24,0.21,0.25,0.26,0.25,0.27,0.23,0.0,0.24,0.22,0.23,0.21,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.26,0.27,0.25,0.24,0.25,0.24,0.22,0.0,0.26,0.22,0.0,0.21,0.24,0.21,0.0,0.22,0.22,0.23,0.21,0.24,0.25,0.31,0.0,0.24,0.21,0.21,0.0,0.0,0.21,0.22,0.22,0.2,0.21,0.22,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.21,0.23,0.23,0.23,0.21,0.0,0.2,0.0,0.0,0.2,0.2,0.22,0.0,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.790000000000006
09/01/2021,0.56,0.35,0.56,0.0,0.5,0.5,0.46,0.42,0.39,0.35,0.42,0.46,0.37,0.45,0.41,0.39,0.4,0.43,0.43,0.41,0.44,0.48,0.35,0.4,0.37,0.4,0.35,0.31,0.38,0.41,0.4,0.41,0.36,0.36,0.39,0.33,0.34,0.35,0.36,0.35,0.33,0.37,0.35,0.36,0.3,0.35,0.35,0.31,0.36,0.35,0.32,0.35,0.39,0.35,0.36,0.33,0.36,0.36,0.34,0.38,0.33,0.33,0.36,0.36,0.36,0.33,0.34,0.31,0.32,0.33,0.37,0.4,0.29,0.0,0.27,0.34,0.31,0.31,0.3,0.27,0.3,0.3,0.26,0.24,0.29,0.3,0.29,0.31,0.27,0.29,0.29,0.31,0.27,0.23,0.29,0.23,0.28,0.28,0.33,0.28,0.26,0.31,0.26,0.28,0.23,0.29,0.24,0.0,0.27,0.24,0.23,0.21,0.24,0.23,0.23,0.28,0.25,0.27,0.27,0.25,0.24,0.26,0.24,0.27,0.29,0.29,0.26,0.28,0.23,0.21,0.27,0.25,0.2,0.22,0.23,0.26,0.24,0.21,0.25,0.26,0.25,0.27,0.23,0.0,0.24,0.22,0.23,0.21,0.24,0.25,0.23,0.23,0.24,0.23,0.23,0.26,0.27,0.25,0.24,0.25,0.24,0.22,0.0,0.26,0.22,0.0,0.21,0.24,0.21,0.0,0.22,0.22,0.23,0.21,0.24,0.25,0.31,0.0,0.24,0.21,0.21,0.0,0.0,0.21,0.22,0.22,0.2,0.21,0.22,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.21,0.23,0.23,0.23,0.21,0.0,0.2,0.0,0.0,0.2,0.2,0.22,0.0,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.790000000000006
09/02/2021,0.56,0.34,0.56,0.0,0.51,0.5,0.46,0.42,0.39,0.35,0.42,0.47,0.37,0.43,0.42,0.39,0.4,0.44,0.42,0.41,0.43,0.48,0.35,0.4,0.37,0.39,0.35,0.3,0.37,0.41,0.41,0.42,0.36,0.37,0.39,0.33,0.34,0.34,0.37,0.35,0.32,0.36,0.35,0.36,0.3,0.35,0.35,0.31,0.36,0.36,0.32,0.35,0.4,0.35,0.37,0.33,0.36,0.37,0.35,0.39,0.33,0.33,0.36,0.36,0.35,0.33,0.35,0.31,0.32,0.33,0.37,0.4,0.28,0.0,0.27,0.34,0.3,0.31,0.31,0.26,0.3,0.3,0.27,0.24,0.29,0.3,0.29,0.3,0.27,0.29,0.29,0.31,0.27,0.23,0.29,0.23,0.28,0.28,0.33,0.27,0.26,0.31,0.26,0.27,0.23,0.28,0.24,0.0,0.28,0.24,0.23,0.21,0.24,0.23,0.23,0.28,0.25,0.27,0.27,0.25,0.24,0.26,0.24,0.27,0.29,0.3,0.26,0.28,0.22,0.21,0.27,0.25,0.2,0.23,0.23,0.26,0.24,0.21,0.25,0.26,0.25,0.27,0.24,0.0,0.24,0.21,0.24,0.0,0.25,0.25,0.23,0.23,0.24,0.23,0.23,0.25,0.27,0.24,0.24,0.25,0.25,0.22,0.0,0.27,0.22,0.0,0.22,0.23,0.21,0.0,0.22,0.22,0.23,0.21,0.24,0.25,0.31,0.2,0.24,0.21,0.22,0.2,0.2,0.22,0.22,0.21,0.2,0.22,0.22,0.23,0.22,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.22,0.23,0.23,0.23,0.21,0.0,0.2,0.0,0.0,0.0,0.2,0.22,0.0,0.2,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8
09/03/2021,0.56,0.34,0.57,0.0,0.51,0.5,0.46,0.42,0.39,0.35,0.42,0.47,0.37,0.43,0.42,0.39,0.41,0.44,0.42,0.41,0.43,0.47,0.35,0.4,0.37,0.39,0.35,0.3,0.37,0.41,0.4,0.42,0.36,0.37,0.38,0.33,0.34,0.34,0.37,0.35,0.33,0.36,0.35,0.36,0.3,0.36,0.35,0.32,0.37,0.36,0.32,0.36,0.4,0.35,0.37,0.33,0.36,0.37,0.35,0.39,0.33,0.33,0.36,0.36,0.35,0.33,0.35,0.31,0.32,0.33,0.37,0.39,0.29,0.0,0.27,0.33,0.3,0.31,0.31,0.26,0.3,0.3,0.26,0.24,0.29,0.28,0.29,0.3,0.28,0.29,0.29,0.31,0.27,0.23,0.29,0.23,0.28,0.28,0.33,0.27,0.26,0.3,0.26,0.27,0.23,0.28,0.23,0.0,0.28,0.24,0.23,0.21,0.24,0.23,0.23,0.28,0.25,0.27,0.26,0.25,0.24,0.26,0.23,0.27,0.3,0.29,0.26,0.28,0.22,0.22,0.26,0.25,0.0,0.23,0.22,0.26,0.24,0.21,0.25,0.26,0.26,0.27,0.23,0.0,0.24,0.21,0.24,0.21,0.25,0.25,0.22,0.24,0.24,0.22,0.23,0.25,0.26,0.25,0.24,0.25,0.25,0.22,0.21,0.27,0.22,0.0,0.22,0.24,0.21,0.21,0.22,0.22,0.23,0.21,0.24,0.25,0.31,0.0,0.24,0.22,0.22,0.0,0.0,0.22,0.22,0.22,0.0,0.22,0.22,0.23,0.22,0.21,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.22,0.23,0.23,0.23,0.21,0.0,0.2,0.2,0.2,0.2,0.2,0.22,0.0,0.0,0.24,0.0,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82000000000001
09/06/2021,0.55,0.34,0.57,0.0,0.51,0.5,0.46,0.41,0.38,0.34,0.41,0.47,0.37,0.42,0.41,0.38,0.4,0.44,0.42,0.4,0.43,0.47,0.34,0.39,0.36,0.39,0.34,0.3,0.37,0.41,0.4,0.42,0.36,0.38,0.37,0.34,0.33,0.34,0.37,0.35,0.32,0.37,0.35,0.36,0.29,0.36,0.35,0.33,0.37,0.36,0.32,0.36,0.39,0.35,0.37,0.33,0.37,0.37,0.35,0.39,0.34,0.33,0.35,0.36,0.35,0.33,0.35,0.31,0.33,0.33,0.37,0.38,0.29,0.0,0.27,0.33,0.3,0.31,0.3,0.26,0.3,0.3,0.26,0.25,0.29,0.3,0.28,0.29,0.28,0.29,0.29,0.31,0.27,0.23,0.29,0.22,0.28,0.29,0.33,0.27,0.25,0.31,0.26,0.27,0.23,0.28,0.22,0.0,0.28,0.24,0.24,0.21,0.25,0.23,0.23,0.28,0.26,0.27,0.26,0.25,0.24,0.26,0.23,0.27,0.3,0.29,0.27,0.29,0.22,0.21,0.26,0.25,0.21,0.23,0.22,0.27,0.24,0.21,0.25,0.25,0.26,0.27,0.23,0.21,0.25,0.21,0.24,0.21,0.24,0.25,0.23,0.24,0.24,0.22,0.23,0.25,0.26,0.25,0.23,0.26,0.25,0.22,0.0,0.27,0.22,0.0,0.22,0.23,0.0,0.21,0.21,0.22,0.24,0.21,0.23,0.26,0.31,0.2,0.22,0.22,0.22,0.2,0.2,0.22,0.22,0.21,0.0,0.22,0.22,0.23,0.21,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.23,0.0,0.22,0.23,0.23,0.23,0.21,0.2,0.2,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.64
09/07/2021,0.56,0.34,0.58,0.0,0.51,0.5,0.46,0.41,0.38,0.34,0.41,0.48,0.36,0.41,0.41,0.38,0.4,0.44,0.42,0.4,0.43,0.48,0.34,0.39,0.37,0.39,0.34,0.29,0.37,0.41,0.4,0.42,0.37,0.38,0.37,0.33,0.33,0.34,0.37,0.35,0.32,0.37,0.35,0.36,0.29,0.36,0.34,0.33,0.37,0.35,0.32,0.36,0.4,0.35,0.37,0.33,0.37,0.37,0.35,0.39,0.33,0.33,0.36,0.37,0.35,0.33,0.35,0.32,0.33,0.32,0.38,0.38,0.28,0.0,0.27,0.34,0.3,0.32,0.31,0.26,0.3,0.3,0.26,0.24,0.29,0.29,0.27,0.28,0.28,0.29,0.28,0.31,0.27,0.22,0.29,0.22,0.28,0.29,0.33,0.27,0.25,0.32,0.26,0.26,0.23,0.28,0.22,0.0,0.29,0.24,0.24,0.21,0.25,0.23,0.23,0.28,0.26,0.27,0.26,0.26,0.24,0.26,0.23,0.27,0.3,0.29,0.26,0.29,0.22,0.21,0.26,0.25,0.0,0.23,0.22,0.28,0.24,0.21,0.25,0.25,0.26,0.27,0.23,0.21,0.25,0.2,0.24,0.0,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.22,0.0,0.27,0.22,0.0,0.22,0.23,0.2,0.21,0.21,0.21,0.3,0.21,0.23,0.26,0.31,0.2,0.21,0.22,0.22,0.0,0.2,0.22,0.22,0.21,0.0,0.22,0.22,0.23,0.21,0.2,0.0,0.21,0.0,0.0,0.22,0.2,0.24,0.0,0.22,0.23,0.23,0.24,0.21,0.2,0.2,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.76
09/08/2021,0.56,0.34,0.58,0.0,0.51,0.5,0.46,0.41,0.38,0.34,0.41,0.48,0.36,0.41,0.41,0.38,0.4,0.44,0.42,0.4,0.43,0.48,0.34,0.39,0.37,0.39,0.34,0.29,0.37,0.41,0.4,0.42,0.37,0.38,0.37,0.33,0.33,0.34,0.37,0.35,0.32,0.37,0.35,0.36,0.29,0.36,0.34,0.33,0.37,0.35,0.32,0.36,0.4,0.35,0.37,0.33,0.37,0.37,0.35,0.39,0.33,0.33,0.36,0.37,0.35,0.33,0.35,0.32,0.33,0.32,0.38,0.38,0.28,0.0,0.27,0.34,0.3,0.32,0.31,0.26,0.3,0.3,0.26,0.24,0.29,0.29,0.27,0.28,0.28,0.29,0.28,0.31,0.27,0.22,0.29,0.22,0.28,0.29,0.33,0.27,0.25,0.32,0.26,0.26,0.23,0.28,0.22,0.0,0.29,0.24,0.24,0.21,0.25,0.23,0.23,0.28,0.26,0.27,0.26,0.26,0.24,0.26,0.23,0.27,0.3,0.29,0.26,0.29,0.22,0.21,0.26,0.25,0.0,0.23,0.22,0.28,0.24,0.21,0.25,0.25,0.26,0.27,0.23,0.21,0.25,0.2,0.24,0.0,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.22,0.0,0.27,0.22,0.0,0.22,0.23,0.2,0.21,0.21,0.21,0.3,0.21,0.23,0.26,0.31,0.2,0.21,0.22,0.22,0.0,0.2,0.22,0.22,0.21,0.0,0.22,0.22,0.23,0.21,0.2,0.0,0.21,0.0,0.0,0.22,0.2,0.24,0.0,0.22,0.23,0.23,0.24,0.21,0.2,0.2,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.76
09/09/2021,0.56,0.34,0.58,0.0,0.51,0.5,0.46,0.41,0.38,0.34,0.41,0.48,0.37,0.41,0.41,0.38,0.4,0.44,0.42,0.4,0.43,0.48,0.34,0.39,0.37,0.39,0.34,0.29,0.37,0.41,0.4,0.42,0.37,0.38,0.37,0.34,0.33,0.34,0.37,0.35,0.32,0.37,0.35,0.36,0.29,0.36,0.34,0.33,0.37,0.35,0.32,0.36,0.4,0.35,0.37,0.33,0.37,0.37,0.35,0.39,0.33,0.33,0.36,0.37,0.35,0.33,0.35,0.32,0.33,0.32,0.38,0.38,0.28,0.0,0.27,0.34,0.3,0.32,0.31,0.26,0.3,0.3,0.26,0.24,0.29,0.29,0.27,0.28,0.28,0.29,0.28,0.31,0.27,0.22,0.29,0.22,0.28,0.29,0.33,0.27,0.25,0.32,0.26,0.26,0.23,0.28,0.22,0.0,0.29,0.24,0.24,0.21,0.25,0.23,0.23,0.28,0.26,0.27,0.26,0.26,0.24,0.26,0.23,0.27,0.3,0.29,0.26,0.29,0.22,0.21,0.26,0.25,0.21,0.23,0.22,0.28,0.24,0.21,0.25,0.25,0.26,0.27,0.23,0.21,0.25,0.0,0.24,0.21,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.25,0.26,0.25,0.24,0.26,0.25,0.22,0.0,0.27,0.22,0.0,0.22,0.23,0.0,0.21,0.21,0.21,0.3,0.21,0.23,0.26,0.31,0.2,0.21,0.22,0.22,0.0,0.2,0.22,0.22,0.21,0.0,0.22,0.22,0.23,0.21,0.2,0.0,0.21,0.0,0.0,0.22,0.2,0.24,0.0,0.22,0.23,0.23,0.24,0.21,0.2,0.2,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8
09/10/2021,0.56,0.34,0.59,0.0,0.51,0.5,0.46,0.42,0.38,0.34,0.42,0.48,0.36,0.41,0.41,0.38,0.4,0.45,0.42,0.4,0.43,0.47,0.34,0.39,0.37,0.39,0.33,0.29,0.37,0.4,0.41,0.41,0.36,0.39,0.36,0.33,0.33,0.34,0.37,0.36,0.32,0.38,0.34,0.35,0.3,0.35,0.34,0.33,0.37,0.35,0.32,0.36,0.39,0.35,0.37,0.33,0.37,0.37,0.34,0.39,0.33,0.33,0.35,0.37,0.35,0.33,0.35,0.31,0.32,0.32,0.38,0.38,0.29,0.0,0.26,0.34,0.3,0.31,0.31,0.26,0.3,0.3,0.26,0.24,0.28,0.29,0.27,0.28,0.28,0.29,0.28,0.31,0.27,0.22,0.29,0.23,0.28,0.29,0.33,0.27,0.25,0.32,0.26,0.26,0.23,0.28,0.22,0.0,0.28,0.24,0.24,0.21,0.25,0.23,0.23,0.28,0.26,0.27,0.26,0.27,0.24,0.26,0.23,0.27,0.3,0.29,0.26,0.29,0.22,0.21,0.26,0.25,0.0,0.23,0.22,0.28,0.24,0.21,0.25,0.25,0.26,0.27,0.23,0.22,0.25,0.21,0.24,0.21,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.25,0.25,0.25,0.24,0.27,0.25,0.23,0.0,0.26,0.22,0.0,0.22,0.23,0.0,0.21,0.22,0.22,0.29,0.21,0.23,0.26,0.31,0.2,0.21,0.21,0.22,0.2,0.2,0.22,0.22,0.21,0.0,0.22,0.22,0.24,0.21,0.2,0.0,0.0,0.0,0.0,0.23,0.0,0.24,0.0,0.22,0.22,0.23,0.24,0.21,0.2,0.0,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.73
09/13/2021,0.56,0.34,0.6,0.0,0.52,0.51,0.46,0.41,0.39,0.33,0.42,0.48,0.37,0.41,0.41,0.39,0.4,0.44,0.42,0.4,0.43,0.47,0.34,0.39,0.38,0.39,0.34,0.32,0.37,0.41,0.41,0.41,0.36,0.4,0.35,0.33,0.33,0.33,0.37,0.36,0.33,0.39,0.34,0.36,0.29,0.35,0.33,0.34,0.38,0.34,0.32,0.36,0.4,0.35,0.38,0.33,0.37,0.37,0.35,0.39,0.34,0.33,0.34,0.37,0.35,0.33,0.35,0.32,0.32,0.31,0.38,0.38,0.29,0.0,0.26,0.34,0.31,0.31,0.31,0.26,0.29,0.29,0.25,0.24,0.29,0.29,0.26,0.28,0.27,0.29,0.28,0.31,0.27,0.21,0.29,0.23,0.29,0.29,0.34,0.27,0.25,0.31,0.26,0.26,0.24,0.28,0.22,0.0,0.28,0.25,0.24,0.21,0.25,0.24,0.24,0.28,0.26,0.27,0.26,0.27,0.24,0.26,0.22,0.27,0.3,0.29,0.26,0.29,0.22,0.2,0.26,0.25,0.0,0.23,0.22,0.28,0.25,0.21,0.26,0.25,0.27,0.27,0.23,0.21,0.25,0.21,0.24,0.2,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.25,0.25,0.25,0.24,0.27,0.25,0.22,0.21,0.26,0.22,0.0,0.22,0.23,0.21,0.2,0.22,0.22,0.28,0.0,0.23,0.26,0.32,0.0,0.21,0.21,0.22,0.2,0.2,0.23,0.22,0.21,0.0,0.22,0.21,0.24,0.21,0.2,0.0,0.21,0.0,0.0,0.23,0.0,0.23,0.0,0.22,0.23,0.23,0.23,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83
09/14/2021,0.56,0.33,0.6,0.0,0.52,0.52,0.46,0.41,0.39,0.33,0.41,0.48,0.37,0.41,0.41,0.4,0.41,0.43,0.43,0.4,0.44,0.47,0.33,0.39,0.38,0.39,0.34,0.35,0.38,0.41,0.42,0.41,0.36,0.4,0.35,0.33,0.33,0.34,0.36,0.37,0.32,0.39,0.34,0.35,0.29,0.35,0.33,0.34,0.37,0.35,0.33,0.36,0.4,0.35,0.38,0.33,0.38,0.37,0.34,0.36,0.34,0.34,0.34,0.37,0.35,0.33,0.35,0.32,0.32,0.31,0.38,0.38,0.28,0.0,0.26,0.33,0.31,0.31,0.31,0.26,0.29,0.29,0.24,0.24,0.29,0.29,0.27,0.29,0.27,0.29,0.28,0.31,0.27,0.2,0.29,0.23,0.29,0.28,0.34,0.26,0.25,0.31,0.26,0.27,0.24,0.28,0.22,0.0,0.28,0.25,0.24,0.21,0.25,0.24,0.25,0.28,0.26,0.27,0.26,0.27,0.24,0.26,0.23,0.28,0.3,0.29,0.26,0.29,0.22,0.2,0.27,0.25,0.0,0.23,0.23,0.28,0.25,0.21,0.27,0.25,0.27,0.27,0.24,0.0,0.24,0.0,0.24,0.2,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.26,0.25,0.25,0.24,0.26,0.25,0.22,0.21,0.26,0.22,0.0,0.22,0.23,0.21,0.2,0.22,0.22,0.29,0.0,0.23,0.25,0.32,0.2,0.22,0.21,0.21,0.0,0.2,0.23,0.22,0.21,0.0,0.22,0.21,0.25,0.21,0.2,0.0,0.21,0.0,0.0,0.23,0.0,0.24,0.0,0.23,0.24,0.23,0.23,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.24,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,58.95
09/15/2021,0.56,0.33,0.6,0.0,0.52,0.52,0.46,0.41,0.39,0.33,0.41,0.48,0.37,0.41,0.41,0.4,0.41,0.43,0.43,0.4,0.44,0.47,0.33,0.39,0.38,0.39,0.34,0.35,0.38,0.41,0.42,0.41,0.36,0.4,0.35,0.33,0.33,0.34,0.36,0.37,0.32,0.39,0.34,0.35,0.29,0.35,0.33,0.34,0.37,0.35,0.33,0.36,0.4,0.35,0.38,0.33,0.38,0.37,0.34,0.36,0.34,0.34,0.34,0.37,0.35,0.33,0.35,0.32,0.32,0.31,0.38,0.38,0.28,0.0,0.26,0.33,0.31,0.31,0.31,0.26,0.29,0.29,0.24,0.24,0.29,0.29,0.27,0.29,0.27,0.29,0.28,0.31,0.27,0.2,0.29,0.23,0.29,0.28,0.34,0.26,0.25,0.31,0.26,0.27,0.24,0.28,0.22,0.0,0.28,0.25,0.24,0.21,0.25,0.24,0.25,0.28,0.26,0.27,0.26,0.27,0.24,0.26,0.23,0.28,0.3,0.29,0.26,0.29,0.22,0.2,0.27,0.25,0.0,0.23,0.23,0.28,0.25,0.21,0.27,0.25,0.27,0.27,0.24,0.0,0.24,0.0,0.24,0.2,0.25,0.25,0.23,0.23,0.25,0.22,0.23,0.26,0.25,0.25,0.24,0.26,0.25,0.22,0.21,0.26,0.22,0.0,0.22,0.23,0.21,0.2,0.22,0.22,0.29,0.0,0.23,0.25,0.32,0.2,0.22,0.21,0.21,0.0,0.2,0.23,0.22,0.21,0.0,0.22,0.21,0.25,0.21,0.2,0.0,0.21,0.0,0.0,0.23,0.0,0.24,0.0,0.23,0.24,0.23,0.23,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.21,0.0,0.0,0.24,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,58.95
