,COST,WMT,T,KR,ABC,CVS,VZ,TGT,JNJ,HUM,PG,PEP,LMT,ABBV,MRK,ALL,PGR,PFE,TSN,BMY,ORCL,NOC,DG,MMM,PM,VIAC,MDLZ,LLY,GILD,KHC,DUK,SO,KMB,BDX,MCD,LUMN,GIS,LHX,CL,LH,WM,AEP,AZO,K,EIX,OTIS,ORLY,D,TSCO,XEL,ED,BAX,DVA,CAG,DISCK,DISCA,SRE,DGX,DTE,FE,RSG,ETR,JBHT,HRL,PEG,AIZ,HII,CPB,ES,HSY,SJM,CLX,WEC,CMS,PPL,YUM,MKC,CCI,AEE,EA,CERN,EVRG,CHD,PRGO,NI,DPZ,DLR,IRM,CBOE,AWK,PSA,PNW,LNT,ATO,FGXXX,ARE,NLOK,SBAC,DTM WI,COG,MAA,EXR,DRE,CNC,IBM,ABT,KO,DHR,SHW,FOXA,TAP,HBI,EQIX,HAS,HOLX,SEE,CTXS,SUM
08/18/2021,5.64,5.18,4.65,5.35,4.86,4.77,4.51,3.76,3.23,2.65,2.85,2.69,2.17,1.8,1.71,1.72,1.64,2.03,1.69,1.53,1.57,1.29,1.34,1.18,1.05,0.88,0.97,1.09,0.95,0.84,0.89,0.77,0.72,0.7,0.71,0.58,0.64,0.67,0.57,0.63,0.6,0.58,0.52,0.5,0.48,0.53,0.48,0.48,0.44,0.43,0.45,0.37,0.43,0.38,0.37,0.36,0.39,0.43,0.4,0.38,0.4,0.38,0.38,0.33,0.36,0.35,0.32,0.3,0.36,0.3,0.29,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.22,0.19,0.19,0.2,0.18,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.13,0.12,0.13,0.11,0.04,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/19/2021,5.64,5.18,4.65,5.35,4.86,4.77,4.51,3.76,3.23,2.65,2.85,2.69,2.17,1.8,1.71,1.72,1.64,2.03,1.69,1.53,1.57,1.29,1.34,1.18,1.05,0.88,0.97,1.09,0.95,0.84,0.89,0.77,0.72,0.7,0.71,0.58,0.64,0.67,0.57,0.63,0.6,0.58,0.52,0.5,0.48,0.53,0.48,0.48,0.44,0.43,0.45,0.37,0.43,0.38,0.37,0.36,0.39,0.43,0.4,0.38,0.4,0.38,0.38,0.33,0.36,0.35,0.32,0.3,0.36,0.3,0.29,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.22,0.19,0.19,0.2,0.18,0.15,0.16,0.17,0.15,0.15,0.14,0.16,0.13,0.12,0.13,0.11,0.04,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/20/2021,5.65,5.17,4.61,5.39,4.84,4.79,4.48,3.75,3.23,2.64,2.85,2.69,2.16,1.82,1.72,1.73,1.64,2.03,1.65,1.54,1.56,1.3,1.33,1.18,1.05,0.86,0.96,1.1,0.95,0.83,0.9,0.78,0.72,0.7,0.71,0.58,0.64,0.67,0.57,0.64,0.6,0.58,0.52,0.5,0.48,0.53,0.48,0.48,0.44,0.44,0.45,0.37,0.43,0.38,0.36,0.36,0.38,0.44,0.39,0.38,0.4,0.38,0.38,0.33,0.36,0.35,0.31,0.3,0.36,0.3,0.29,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.22,0.19,0.19,0.2,0.18,0.14,0.16,0.16,0.15,0.15,0.14,0.16,0.13,0.12,0.13,0.11,0.08,0.1,0.08,0.08,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/23/2021,5.7,5.18,4.53,5.72,4.84,4.75,4.46,3.51,3.26,2.66,2.87,2.72,2.14,1.82,1.74,1.7,1.63,2.04,1.65,1.55,1.53,1.28,1.31,1.15,1.04,0.89,0.97,1.11,0.96,0.81,0.89,0.78,0.73,0.7,0.71,0.54,0.64,0.67,0.57,0.63,0.6,0.58,0.53,0.51,0.49,0.52,0.48,0.49,0.44,0.44,0.44,0.37,0.44,0.38,0.36,0.35,0.38,0.44,0.4,0.39,0.4,0.39,0.37,0.33,0.36,0.34,0.31,0.3,0.36,0.3,0.29,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.22,0.19,0.19,0.2,0.18,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.12,0.13,0.11,0.09,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/24/2021,5.7,5.18,4.53,5.72,4.84,4.75,4.46,3.51,3.26,2.66,2.87,2.72,2.14,1.82,1.74,1.7,1.63,2.04,1.65,1.55,1.53,1.28,1.31,1.15,1.04,0.89,0.97,1.11,0.96,0.81,0.89,0.78,0.73,0.7,0.71,0.54,0.64,0.67,0.57,0.63,0.6,0.58,0.53,0.51,0.49,0.52,0.48,0.49,0.44,0.44,0.44,0.37,0.44,0.38,0.36,0.35,0.38,0.44,0.4,0.39,0.4,0.39,0.37,0.33,0.36,0.34,0.31,0.3,0.36,0.3,0.29,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.22,0.19,0.19,0.2,0.18,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.12,0.13,0.11,0.09,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/25/2021,5.72,5.19,4.5,5.81,4.81,4.75,4.44,3.6,3.26,2.64,2.85,2.7,2.14,1.82,1.74,1.7,1.65,2.02,1.63,1.55,1.53,1.28,1.31,1.13,1.04,0.88,0.96,1.1,0.96,0.8,0.89,0.79,0.72,0.7,0.71,0.56,0.64,0.66,0.56,0.64,0.6,0.58,0.52,0.5,0.49,0.52,0.48,0.49,0.44,0.44,0.44,0.37,0.43,0.37,0.36,0.36,0.38,0.44,0.4,0.38,0.4,0.39,0.38,0.33,0.36,0.34,0.31,0.3,0.36,0.3,0.28,0.26,0.29,0.26,0.25,0.24,0.2,0.22,0.21,0.19,0.19,0.2,0.18,0.14,0.16,0.16,0.16,0.15,0.15,0.16,0.13,0.12,0.13,0.11,0.09,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,5.69,5.17,4.51,5.8,4.83,4.75,4.45,3.6,3.23,2.66,2.85,2.69,2.15,1.84,1.73,1.74,1.64,2.08,1.63,1.55,1.54,1.28,1.32,1.14,1.03,0.9,0.96,1.09,0.97,0.8,0.88,0.78,0.72,0.7,0.71,0.57,0.64,0.67,0.56,0.63,0.6,0.58,0.52,0.5,0.49,0.52,0.48,0.49,0.44,0.43,0.44,0.37,0.44,0.37,0.37,0.36,0.38,0.43,0.4,0.38,0.4,0.39,0.38,0.32,0.36,0.35,0.31,0.3,0.36,0.3,0.28,0.26,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.19,0.19,0.2,0.18,0.15,0.16,0.16,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.08,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/27/2021,5.69,5.16,4.53,5.73,4.8,4.75,4.45,3.6,3.22,2.66,2.85,2.68,2.18,1.86,1.73,1.75,1.65,2.03,1.63,1.56,1.54,1.29,1.32,1.15,1.04,0.91,0.95,1.08,0.97,0.81,0.88,0.78,0.71,0.7,0.71,0.59,0.63,0.68,0.56,0.63,0.6,0.58,0.52,0.5,0.5,0.53,0.48,0.49,0.44,0.43,0.44,0.37,0.44,0.37,0.38,0.37,0.38,0.43,0.4,0.38,0.41,0.4,0.38,0.32,0.36,0.35,0.32,0.3,0.36,0.3,0.28,0.26,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.2,0.19,0.2,0.17,0.15,0.16,0.16,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09000000000002
08/30/2021,5.71,5.15,4.5,5.7,4.79,4.74,4.45,3.61,3.2,2.62,2.85,2.68,2.21,1.88,1.72,1.75,1.65,2.0,1.62,1.53,1.55,1.31,1.29,1.16,1.06,0.9,0.95,1.09,0.97,0.8,0.89,0.79,0.72,0.71,0.71,0.59,0.62,0.69,0.56,0.64,0.61,0.58,0.52,0.49,0.49,0.54,0.49,0.49,0.43,0.43,0.44,0.37,0.43,0.37,0.37,0.36,0.39,0.44,0.4,0.39,0.41,0.4,0.38,0.32,0.36,0.35,0.32,0.29,0.36,0.3,0.27,0.26,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.2,0.19,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,5.71,5.15,4.5,5.7,4.79,4.74,4.45,3.61,3.2,2.62,2.85,2.68,2.21,1.88,1.72,1.75,1.65,2.0,1.62,1.53,1.55,1.31,1.29,1.16,1.06,0.9,0.95,1.09,0.97,0.8,0.89,0.79,0.72,0.71,0.71,0.59,0.62,0.69,0.56,0.64,0.61,0.58,0.52,0.49,0.49,0.54,0.49,0.49,0.43,0.43,0.44,0.37,0.43,0.37,0.37,0.36,0.39,0.44,0.4,0.39,0.41,0.4,0.38,0.32,0.36,0.35,0.32,0.29,0.36,0.3,0.27,0.26,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.2,0.19,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,5.7,5.1,4.5,5.72,4.91,4.76,4.45,3.6,3.19,2.64,2.84,2.68,2.2,1.86,1.71,1.76,1.67,1.96,1.63,1.52,1.56,1.3,1.28,1.16,1.06,0.92,0.95,1.08,0.96,0.81,0.88,0.78,0.72,0.71,0.71,0.58,0.62,0.68,0.56,0.63,0.61,0.58,0.5,0.49,0.49,0.54,0.48,0.49,0.44,0.44,0.44,0.37,0.44,0.37,0.37,0.37,0.39,0.44,0.4,0.39,0.41,0.39,0.39,0.32,0.36,0.36,0.32,0.29,0.36,0.3,0.27,0.25,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.2,0.19,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,5.7,5.1,4.5,5.72,4.91,4.76,4.45,3.6,3.19,2.64,2.84,2.68,2.2,1.86,1.71,1.76,1.67,1.96,1.63,1.52,1.56,1.3,1.28,1.16,1.06,0.92,0.95,1.08,0.96,0.81,0.88,0.78,0.72,0.71,0.71,0.58,0.62,0.68,0.56,0.63,0.61,0.58,0.5,0.49,0.49,0.54,0.48,0.49,0.44,0.44,0.44,0.37,0.44,0.37,0.37,0.37,0.39,0.44,0.4,0.39,0.41,0.39,0.39,0.32,0.36,0.36,0.32,0.29,0.36,0.3,0.27,0.25,0.28,0.26,0.25,0.24,0.2,0.22,0.21,0.2,0.19,0.21,0.17,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,5.75,5.13,4.5,5.79,4.87,4.8,4.44,3.59,3.19,2.62,2.84,2.69,2.2,1.87,1.71,1.72,1.64,1.96,1.61,1.53,1.56,1.31,1.28,1.16,1.07,0.9,0.95,1.08,0.97,0.8,0.88,0.78,0.72,0.71,0.71,0.58,0.62,0.68,0.56,0.64,0.62,0.58,0.5,0.49,0.48,0.54,0.48,0.49,0.44,0.44,0.44,0.38,0.44,0.37,0.37,0.36,0.38,0.44,0.4,0.38,0.41,0.38,0.4,0.32,0.36,0.35,0.32,0.29,0.36,0.3,0.27,0.26,0.28,0.26,0.25,0.23,0.2,0.22,0.21,0.2,0.19,0.2,0.18,0.14,0.16,0.17,0.16,0.15,0.14,0.16,0.13,0.11,0.13,0.11,0.09,0.1,0.09,0.09,0.0,0.05,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/06/2021,5.76,5.1,4.52,5.87,5.04,4.88,4.43,3.5,3.18,2.66,2.83,2.68,2.15,1.72,1.7,1.69,1.63,1.95,1.6,1.49,1.55,1.3,1.26,1.14,1.08,0.92,0.94,1.06,0.96,0.79,0.89,0.78,0.73,0.71,0.71,0.59,0.62,0.67,0.56,0.64,0.61,0.58,0.49,0.48,0.49,0.53,0.46,0.49,0.44,0.44,0.44,0.4,0.44,0.37,0.38,0.37,0.39,0.45,0.4,0.39,0.41,0.39,0.4,0.31,0.36,0.35,0.31,0.3,0.36,0.3,0.26,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.15,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.11,0.13,0.11,0.13,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,5.76,5.1,4.52,5.87,5.04,4.88,4.43,3.5,3.18,2.66,2.83,2.68,2.15,1.72,1.7,1.69,1.63,1.95,1.6,1.49,1.55,1.3,1.26,1.14,1.08,0.92,0.94,1.06,0.96,0.79,0.89,0.78,0.73,0.71,0.71,0.59,0.62,0.67,0.56,0.64,0.61,0.58,0.49,0.48,0.49,0.53,0.46,0.49,0.44,0.44,0.44,0.4,0.44,0.37,0.38,0.37,0.39,0.45,0.4,0.39,0.41,0.39,0.4,0.31,0.36,0.35,0.31,0.3,0.36,0.3,0.26,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.15,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.11,0.13,0.11,0.13,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,5.76,5.1,4.52,5.87,5.04,4.88,4.43,3.5,3.18,2.66,2.83,2.68,2.15,1.72,1.7,1.69,1.63,1.95,1.6,1.49,1.55,1.3,1.26,1.14,1.08,0.92,0.94,1.06,0.96,0.79,0.89,0.78,0.73,0.71,0.71,0.59,0.62,0.67,0.56,0.64,0.61,0.58,0.49,0.48,0.49,0.53,0.46,0.49,0.44,0.44,0.44,0.4,0.44,0.37,0.38,0.37,0.39,0.45,0.4,0.39,0.41,0.39,0.4,0.31,0.36,0.35,0.31,0.3,0.36,0.3,0.26,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.15,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.11,0.13,0.11,0.13,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,5.79,5.14,4.52,5.8,5.06,4.92,4.45,3.49,3.19,2.67,2.84,2.68,2.14,1.72,1.71,1.7,1.63,1.95,1.6,1.48,1.55,1.29,1.25,1.14,1.09,0.92,0.94,1.06,0.96,0.79,0.88,0.78,0.73,0.72,0.71,0.58,0.62,0.67,0.56,0.64,0.61,0.58,0.49,0.48,0.49,0.53,0.47,0.48,0.45,0.44,0.44,0.4,0.43,0.37,0.37,0.36,0.39,0.45,0.4,0.39,0.41,0.39,0.39,0.3,0.36,0.36,0.31,0.3,0.36,0.3,0.26,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.15,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.11,0.13,0.11,0.11,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,5.81,5.12,4.54,5.78,5.08,4.92,4.45,3.5,3.17,2.68,2.86,2.67,2.12,1.7,1.7,1.68,1.61,1.97,1.6,1.49,1.55,1.28,1.26,1.1,1.1,0.94,0.92,1.05,0.96,0.79,0.87,0.78,0.74,0.73,0.71,0.58,0.61,0.67,0.55,0.64,0.61,0.58,0.5,0.48,0.49,0.52,0.47,0.48,0.45,0.43,0.44,0.41,0.44,0.37,0.37,0.36,0.39,0.45,0.4,0.38,0.41,0.39,0.39,0.3,0.35,0.36,0.31,0.3,0.36,0.3,0.26,0.26,0.28,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.15,0.16,0.17,0.16,0.16,0.14,0.16,0.13,0.11,0.13,0.11,0.19,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/13/2021,5.86,5.1,4.55,5.78,5.05,4.87,4.43,3.53,3.14,2.67,2.87,2.69,2.12,1.71,1.68,1.69,1.6,1.95,1.57,1.47,1.55,1.28,1.26,1.11,1.07,0.92,0.93,1.05,0.96,0.82,0.88,0.79,0.74,0.74,0.71,0.58,0.64,0.67,0.56,0.64,0.61,0.58,0.5,0.48,0.5,0.53,0.48,0.48,0.45,0.44,0.45,0.41,0.43,0.38,0.35,0.35,0.39,0.46,0.4,0.39,0.41,0.4,0.39,0.3,0.36,0.36,0.31,0.3,0.36,0.3,0.27,0.26,0.29,0.26,0.26,0.23,0.21,0.22,0.21,0.2,0.18,0.2,0.18,0.16,0.16,0.17,0.16,0.16,0.14,0.17,0.13,0.11,0.13,0.11,0.19,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000004
09/14/2021,5.91,5.1,4.55,5.81,5.06,4.86,4.43,3.55,3.1,2.71,2.88,2.7,2.13,1.67,1.66,1.7,1.6,1.94,1.57,1.45,1.56,1.28,1.25,1.1,1.07,0.91,0.93,0.99,0.95,0.81,0.88,0.8,0.73,0.74,0.72,0.6,0.63,0.68,0.56,0.64,0.61,0.59,0.5,0.49,0.5,0.53,0.48,0.49,0.46,0.44,0.45,0.41,0.43,0.38,0.35,0.35,0.39,0.46,0.4,0.38,0.41,0.39,0.38,0.3,0.35,0.36,0.31,0.3,0.36,0.3,0.26,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.16,0.16,0.17,0.15,0.16,0.14,0.17,0.13,0.11,0.13,0.11,0.19,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/15/2021,5.96,5.14,4.56,5.43,5.08,4.82,4.46,3.58,3.11,2.64,2.91,2.72,2.13,1.68,1.67,1.71,1.61,1.94,1.57,1.46,1.58,1.28,1.25,1.11,1.09,0.91,0.93,1.0,0.97,0.82,0.88,0.79,0.73,0.74,0.73,0.59,0.64,0.68,0.56,0.64,0.62,0.58,0.51,0.49,0.5,0.54,0.49,0.49,0.47,0.43,0.44,0.41,0.41,0.38,0.35,0.34,0.39,0.46,0.4,0.38,0.42,0.4,0.39,0.31,0.35,0.36,0.31,0.31,0.36,0.3,0.27,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.16,0.16,0.17,0.15,0.15,0.15,0.17,0.13,0.11,0.13,0.11,0.24,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/16/2021,5.96,5.14,4.56,5.43,5.08,4.82,4.46,3.58,3.11,2.64,2.91,2.72,2.13,1.68,1.67,1.71,1.61,1.94,1.57,1.46,1.58,1.28,1.25,1.11,1.09,0.91,0.93,1.0,0.97,0.82,0.88,0.79,0.73,0.74,0.73,0.59,0.64,0.68,0.56,0.64,0.62,0.58,0.51,0.49,0.5,0.54,0.49,0.49,0.47,0.43,0.44,0.41,0.41,0.38,0.35,0.34,0.39,0.46,0.4,0.38,0.42,0.4,0.39,0.31,0.35,0.36,0.31,0.31,0.36,0.3,0.27,0.26,0.29,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.16,0.16,0.17,0.15,0.15,0.15,0.17,0.13,0.11,0.13,0.11,0.24,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/17/2021,5.88,5.1,4.61,5.44,5.11,4.85,4.48,3.55,3.08,2.68,2.94,2.72,2.13,1.69,1.66,1.73,1.63,1.9,1.6,1.45,1.57,1.28,1.25,1.11,1.08,0.92,0.94,0.99,0.97,0.82,0.88,0.79,0.74,0.74,0.73,0.62,0.64,0.67,0.56,0.63,0.62,0.58,0.51,0.49,0.5,0.53,0.48,0.48,0.46,0.43,0.44,0.4,0.42,0.38,0.36,0.35,0.4,0.45,0.4,0.38,0.42,0.4,0.38,0.31,0.35,0.36,0.31,0.31,0.35,0.3,0.27,0.27,0.28,0.26,0.26,0.23,0.2,0.22,0.21,0.2,0.18,0.2,0.18,0.16,0.16,0.17,0.15,0.15,0.14,0.17,0.13,0.11,0.13,0.11,0.24,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/20/2021,5.9,5.09,4.63,5.23,5.21,4.93,4.49,3.57,3.08,2.64,2.93,2.73,2.13,1.7,1.65,1.71,1.62,1.91,1.6,1.43,1.55,1.29,1.25,1.1,1.09,0.92,0.94,0.98,0.98,0.82,0.87,0.79,0.73,0.75,0.73,0.62,0.64,0.68,0.56,0.64,0.63,0.57,0.52,0.5,0.5,0.53,0.49,0.48,0.47,0.42,0.44,0.42,0.41,0.38,0.36,0.35,0.4,0.46,0.39,0.38,0.42,0.4,0.38,0.3,0.36,0.35,0.31,0.31,0.34,0.3,0.27,0.26,0.28,0.26,0.26,0.23,0.2,0.22,0.21,0.19,0.18,0.2,0.18,0.16,0.15,0.17,0.15,0.15,0.14,0.17,0.13,0.11,0.13,0.1,0.27,0.1,0.09,0.09,0.0,0.07,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/21/2021,5.95,5.13,4.65,5.22,5.16,4.93,4.49,3.62,3.09,2.63,2.92,2.73,2.11,1.71,1.64,1.71,1.62,1.9,1.59,1.42,1.55,1.27,1.28,1.1,1.08,0.93,0.95,0.97,0.98,0.82,0.87,0.79,0.73,0.76,0.74,0.63,0.64,0.66,0.56,0.64,0.62,0.57,0.53,0.5,0.49,0.52,0.5,0.48,0.48,0.42,0.44,0.42,0.41,0.38,0.36,0.35,0.4,0.46,0.4,0.38,0.42,0.4,0.38,0.3,0.36,0.35,0.31,0.31,0.34,0.3,0.27,0.26,0.28,0.26,0.25,0.23,0.21,0.22,0.21,0.19,0.18,0.2,0.18,0.16,0.15,0.17,0.15,0.15,0.14,0.16,0.13,0.11,0.13,0.1,0.28,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/22/2021,5.95,5.13,4.65,5.22,5.16,4.93,4.49,3.62,3.09,2.63,2.92,2.73,2.11,1.71,1.64,1.71,1.62,1.9,1.59,1.42,1.55,1.27,1.28,1.1,1.08,0.93,0.95,0.97,0.98,0.82,0.87,0.79,0.73,0.76,0.74,0.63,0.64,0.66,0.56,0.64,0.62,0.57,0.53,0.5,0.49,0.52,0.5,0.48,0.48,0.42,0.44,0.42,0.41,0.38,0.36,0.35,0.4,0.46,0.4,0.38,0.42,0.4,0.38,0.3,0.36,0.35,0.31,0.31,0.34,0.3,0.27,0.26,0.28,0.26,0.25,0.23,0.21,0.22,0.21,0.19,0.18,0.2,0.18,0.16,0.15,0.17,0.15,0.15,0.14,0.16,0.13,0.11,0.13,0.1,0.28,0.1,0.09,0.09,0.0,0.06,0.08,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/23/2021,5.93,5.13,4.66,5.25,5.15,4.96,4.49,3.63,3.1,2.7,2.94,2.71,2.13,1.71,1.64,1.71,1.62,1.89,1.6,1.42,1.54,1.28,1.29,1.09,1.08,0.92,0.95,0.98,0.98,0.83,0.86,0.77,0.72,0.77,0.74,0.64,0.65,0.66,0.56,0.64,0.61,0.56,0.53,0.5,0.5,0.51,0.5,0.47,0.48,0.41,0.44,0.42,0.41,0.39,0.36,0.35,0.4,0.46,0.38,0.37,0.42,0.4,0.38,0.31,0.35,0.35,0.31,0.31,0.34,0.3,0.28,0.27,0.28,0.26,0.25,0.23,0.2,0.22,0.21,0.18,0.19,0.19,0.18,0.16,0.16,0.17,0.16,0.15,0.14,0.17,0.12,0.11,0.12,0.1,0.19,0.1,0.09,0.1,0.0,0.06,0.07,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/24/2021,4.94,4.97,4.99,4.39,4.98,5.06,4.55,0.0,3.04,2.76,2.57,2.54,2.25,0.0,1.61,1.64,1.55,1.88,1.6,1.48,1.39,1.29,1.18,1.19,1.03,0.91,0.96,0.92,0.92,0.91,0.82,0.73,0.63,0.68,0.75,0.71,0.62,0.0,0.58,0.42,0.55,0.51,0.53,0.48,0.0,0.43,0.45,0.47,0.0,0.42,0.44,0.42,0.0,0.38,0.38,0.38,0.0,0.38,0.45,0.37,0.0,0.36,0.0,0.33,0.32,0.32,0.0,0.29,0.32,0.29,0.28,0.24,0.27,0.23,0.22,0.0,0.21,0.21,0.2,0.0,0.19,0.18,0.18,0.0,0.16,0.13,0.15,0.15,0.11,0.14,0.11,0.12,0.12,0.11,0.29,0.08,0.09,0.06,0.0,0.05,0.06,0.05,0.0,4.3,2.51,1.36,1.21,0.93,0.66,0.47,0.33,0.23,0.21,0.2,0.19,0.17,0.11,99.98
