,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,PEP,ABT,CVX,KO,NKE,T,ABBV,TMO,MRK,WMT,ACN,AVGO,LLY,COST,WFC,DHR,TXN,MDT,MCD,QCOM,HON,ORCL,LIN,PM,UPS,UNP,NEE,BMY,LOW,AMGN,C,INTU,BLK,SBUX,BA,MS,GS,RTX,IBM,AMAT,AMT,TGT,CAT,MMM,GE,DE,AMD,AXP,ISRG,NOW,SCHW,CVS,SPGI,CHTR,ANTM,ZTS,BKNG,LMT,MU,SYK,MDLZ,PLD,CCI,GILD,FIS,MO,LRCX,ADP,TMUS,PNC,TJX,CI,COP,DUK,USB,CB,GM,MMC,CASH,ATVI,BDX,EQIX,CME,COF,TFC,EL,ICE,CSX,FDX,NSC,CL,SO,EW,ADSK,SHW,ILMN,ADI,REGN,FISV,ITW,APD,ETN,HUM,TWTR,AON,F,EMR,PGR,D,MCO,BSX,HCA,NEM,ROP,DG,IQV,GPN,IDXX,NXPI,WM,FCX,BIIB,NOC,VRTX,LHX,TEL,KLAC,DOW,PSA,MSCI,TROW,KMB,CMG,DXCM,EOG,JCI,ECL,A,CNC,TT,APTV,APH,AEP,SRE,SLB,ALGN,INFO,EXC,SPG,MET,GD,ROST,STZ,PXD,DD,CARR,MPC,SBAC,CTAS,XEL,PRU,PPG,HPQ,ALL,SNPS,WELL,EBAY,ALXN,AIG,BK,DLR,YUM,BAX,ORLY,PSX,TRV,DFS,ANSS,MCHP,CDNS,SYY,ROK,AZO,IFF,MTD,PAYX,WBA,MRNA,FTNT,GIS,TDG,Cash,MSI,KMI,RMD,GENERAL ELECTRIC CO,AFL,GEN.,MAR,EA,n/a,PH,CTSH,GE.,AWK,XLNX,KR,WST,GNRC,MLM,URI,KEYS,TECH,ADM,MTCH,AJG,SIVB,CBRE,WMB,HLT,CPRT,DHI,SUM
08/27/2021,6.25,6.1,4.06,2.34,1.98,1.95,1.46,1.46,1.39,1.26,1.23,1.05,1.08,0.93,0.89,0.92,0.82,0.86,0.83,0.84,0.73,0.62,0.69,0.6,0.66,0.59,0.67,0.72,0.56,0.6,0.5,0.58,0.59,0.52,0.57,0.55,0.53,0.53,0.54,0.49,0.57,0.56,0.53,0.53,0.48,0.47,0.46,0.42,0.43,0.42,0.41,0.42,0.37,0.42,0.44,0.41,0.39,0.36,0.39,0.38,0.32,0.37,0.34,0.4,0.38,0.36,0.32,0.33,0.36,0.33,0.33,0.31,0.3,0.33,0.35,0.26,0.34,0.37,0.29,0.29,0.28,0.27,0.24,0.26,0.0,0.23,0.21,0.25,0.23,0.25,0.23,0.23,0.21,0.23,0.2,0.25,0.22,0.23,0.24,0.2,0.19,0.21,0.2,0.23,0.17,0.2,0.0,0.16,0.17,0.24,0.19,0.22,0.2,0.21,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.21,0.19,0.16,0.16,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.19,0.15,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.18,0.14,0.13,0.0,0.15,0.11,0.14,0.14,0.16,0.0,0.12,0.11,0.12,0.12,0.12,0.11,0.19,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.1,0.0,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.1,0.16,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.32
08/30/2021,6.17,6.04,4.09,2.34,1.99,1.95,1.46,1.48,1.38,1.3,1.22,1.04,1.06,0.92,0.87,0.92,0.8,0.85,0.85,0.84,0.72,0.62,0.68,0.6,0.68,0.58,0.67,0.71,0.55,0.6,0.5,0.57,0.58,0.51,0.58,0.55,0.52,0.53,0.55,0.49,0.57,0.56,0.54,0.53,0.48,0.48,0.46,0.42,0.44,0.43,0.41,0.42,0.37,0.42,0.44,0.41,0.39,0.35,0.4,0.38,0.32,0.36,0.33,0.41,0.39,0.35,0.32,0.34,0.36,0.33,0.33,0.31,0.3,0.34,0.35,0.27,0.34,0.38,0.29,0.29,0.28,0.27,0.24,0.26,0.0,0.23,0.21,0.25,0.23,0.26,0.23,0.23,0.21,0.24,0.2,0.25,0.22,0.23,0.24,0.2,0.19,0.21,0.21,0.23,0.17,0.2,0.0,0.16,0.17,0.24,0.19,0.22,0.2,0.21,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.16,0.23,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.19,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.18,0.14,0.13,0.0,0.15,0.11,0.14,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.12,0.11,0.19,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.28
08/31/2021,6.17,6.04,4.09,2.34,1.99,1.95,1.46,1.48,1.38,1.3,1.22,1.04,1.06,0.92,0.87,0.92,0.8,0.85,0.85,0.84,0.72,0.62,0.68,0.6,0.68,0.58,0.67,0.71,0.55,0.6,0.5,0.57,0.58,0.51,0.58,0.55,0.52,0.53,0.55,0.49,0.57,0.56,0.54,0.53,0.48,0.48,0.46,0.42,0.44,0.43,0.41,0.42,0.37,0.42,0.44,0.41,0.39,0.35,0.4,0.38,0.32,0.36,0.33,0.41,0.39,0.35,0.32,0.34,0.36,0.33,0.33,0.31,0.3,0.34,0.35,0.27,0.34,0.38,0.29,0.29,0.28,0.27,0.24,0.26,0.0,0.23,0.21,0.25,0.23,0.26,0.23,0.23,0.21,0.24,0.2,0.25,0.22,0.23,0.24,0.2,0.19,0.21,0.21,0.23,0.17,0.2,0.0,0.16,0.17,0.24,0.19,0.22,0.2,0.21,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.16,0.23,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.19,0.15,0.15,0.13,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.18,0.14,0.13,0.0,0.15,0.11,0.14,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.12,0.11,0.19,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.0,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.16,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.28
09/01/2021,6.18,5.97,3.81,2.38,2.28,2.17,1.46,1.51,1.45,1.3,1.21,1.04,1.06,0.92,0.88,0.91,0.8,0.86,0.85,0.84,0.72,0.63,0.65,0.6,0.67,0.58,0.66,0.69,0.55,0.59,0.5,0.57,0.58,0.51,0.57,0.57,0.52,0.52,0.55,0.53,0.57,0.53,0.54,0.52,0.48,0.48,0.46,0.42,0.43,0.43,0.41,0.43,0.37,0.41,0.43,0.4,0.39,0.35,0.4,0.41,0.36,0.37,0.34,0.41,0.39,0.35,0.32,0.34,0.36,0.32,0.33,0.3,0.3,0.31,0.36,0.27,0.33,0.33,0.29,0.29,0.28,0.27,0.24,0.26,0.25,0.23,0.22,0.25,0.23,0.25,0.23,0.23,0.21,0.24,0.21,0.25,0.22,0.23,0.24,0.2,0.2,0.21,0.21,0.23,0.17,0.2,0.0,0.16,0.17,0.2,0.19,0.22,0.21,0.22,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.2,0.19,0.16,0.23,0.2,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.16,0.17,0.14,0.17,0.16,0.13,0.14,0.15,0.15,0.11,0.15,0.15,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.13,0.11,0.13,0.14,0.13,0.14,0.15,0.11,0.14,0.14,0.16,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.0,0.13,0.1,0.11,0.11,0.1,0.11,0.0,0.1,0.1,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71000000000001
09/02/2021,6.35,6.03,3.88,2.42,2.29,2.18,1.45,1.51,1.48,1.28,1.21,1.03,1.06,0.93,0.91,0.91,0.8,0.86,0.83,0.85,0.72,0.62,0.66,0.59,0.67,0.58,0.66,0.69,0.55,0.6,0.5,0.58,0.58,0.51,0.57,0.58,0.52,0.52,0.55,0.54,0.57,0.53,0.53,0.53,0.48,0.47,0.46,0.42,0.43,0.43,0.41,0.43,0.37,0.41,0.43,0.4,0.39,0.35,0.39,0.41,0.35,0.37,0.33,0.4,0.38,0.35,0.31,0.34,0.36,0.32,0.33,0.31,0.3,0.31,0.36,0.27,0.34,0.33,0.28,0.29,0.29,0.27,0.24,0.26,0.24,0.23,0.21,0.25,0.23,0.26,0.23,0.23,0.2,0.24,0.21,0.25,0.21,0.23,0.23,0.2,0.2,0.21,0.2,0.23,0.17,0.2,0.0,0.16,0.17,0.2,0.19,0.21,0.2,0.22,0.18,0.2,0.17,0.17,0.17,0.19,0.19,0.19,0.19,0.15,0.23,0.21,0.18,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.15,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.1,0.13,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.97
09/03/2021,6.3,6.0,3.94,2.41,2.29,2.18,1.45,1.49,1.49,1.28,1.21,1.02,1.05,0.92,0.92,0.91,0.78,0.87,0.83,0.85,0.74,0.61,0.67,0.6,0.67,0.58,0.66,0.68,0.56,0.6,0.49,0.58,0.57,0.52,0.57,0.57,0.51,0.52,0.55,0.53,0.56,0.53,0.5,0.53,0.48,0.47,0.46,0.42,0.43,0.42,0.41,0.43,0.38,0.4,0.44,0.4,0.38,0.36,0.39,0.41,0.35,0.37,0.34,0.41,0.38,0.35,0.32,0.34,0.37,0.32,0.33,0.3,0.3,0.31,0.35,0.27,0.34,0.33,0.28,0.3,0.29,0.27,0.24,0.26,0.24,0.23,0.22,0.25,0.23,0.26,0.24,0.23,0.2,0.24,0.21,0.25,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.23,0.17,0.2,0.0,0.16,0.17,0.2,0.19,0.21,0.2,0.22,0.18,0.19,0.17,0.16,0.17,0.19,0.19,0.19,0.19,0.15,0.23,0.21,0.19,0.16,0.17,0.17,0.13,0.14,0.18,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.14,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.11,0.13,0.14,0.13,0.13,0.15,0.11,0.14,0.14,0.16,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.1,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.1,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86000000000001
09/06/2021,6.36,5.98,3.92,2.38,2.26,2.16,1.44,1.49,1.48,1.28,1.22,1.0,1.07,0.93,0.9,0.92,0.77,0.87,0.82,0.85,0.75,0.62,0.69,0.6,0.66,0.58,0.66,0.69,0.56,0.61,0.5,0.58,0.56,0.52,0.53,0.58,0.52,0.52,0.56,0.53,0.56,0.54,0.48,0.54,0.48,0.48,0.46,0.42,0.43,0.43,0.41,0.44,0.38,0.41,0.45,0.4,0.39,0.36,0.39,0.4,0.35,0.37,0.34,0.41,0.38,0.35,0.32,0.34,0.38,0.32,0.33,0.3,0.3,0.32,0.35,0.26,0.34,0.34,0.28,0.3,0.29,0.28,0.25,0.27,0.24,0.23,0.22,0.25,0.23,0.27,0.24,0.23,0.2,0.25,0.21,0.25,0.21,0.23,0.23,0.21,0.2,0.21,0.2,0.22,0.17,0.21,0.0,0.16,0.18,0.21,0.19,0.2,0.2,0.22,0.18,0.19,0.17,0.16,0.17,0.19,0.19,0.18,0.2,0.16,0.22,0.21,0.18,0.16,0.17,0.16,0.13,0.14,0.18,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.14,0.15,0.14,0.12,0.12,0.13,0.14,0.14,0.12,0.12,0.12,0.14,0.14,0.13,0.13,0.16,0.11,0.14,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.1,0.13,0.1,0.12,0.11,0.1,0.0,0.0,0.1,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00000000000001
09/08/2021,6.39,5.98,3.94,2.39,2.27,2.17,1.43,1.52,1.49,1.27,1.22,1.0,1.07,0.94,0.91,0.92,0.77,0.86,0.82,0.85,0.75,0.61,0.69,0.6,0.67,0.58,0.66,0.69,0.56,0.61,0.49,0.58,0.56,0.52,0.53,0.59,0.52,0.53,0.56,0.53,0.56,0.54,0.48,0.54,0.48,0.48,0.46,0.42,0.43,0.43,0.41,0.44,0.38,0.4,0.44,0.39,0.39,0.36,0.39,0.4,0.35,0.37,0.33,0.4,0.38,0.35,0.32,0.34,0.38,0.32,0.33,0.3,0.3,0.32,0.35,0.26,0.34,0.35,0.28,0.3,0.29,0.27,0.24,0.27,0.24,0.23,0.22,0.25,0.23,0.27,0.24,0.23,0.2,0.25,0.21,0.25,0.21,0.23,0.23,0.2,0.2,0.21,0.2,0.22,0.17,0.21,0.0,0.16,0.18,0.21,0.19,0.2,0.2,0.22,0.18,0.19,0.17,0.16,0.17,0.19,0.2,0.18,0.2,0.16,0.22,0.21,0.18,0.16,0.17,0.16,0.13,0.14,0.19,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.14,0.15,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.12,0.12,0.14,0.14,0.13,0.14,0.16,0.11,0.14,0.14,0.16,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.0,0.13,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09000000000002
09/09/2021,6.39,5.98,3.94,2.39,2.27,2.17,1.43,1.52,1.49,1.27,1.22,1.0,1.07,0.94,0.91,0.92,0.77,0.86,0.82,0.85,0.75,0.61,0.69,0.6,0.67,0.58,0.66,0.69,0.56,0.61,0.49,0.58,0.56,0.52,0.53,0.59,0.52,0.53,0.56,0.53,0.56,0.54,0.48,0.54,0.48,0.48,0.46,0.42,0.43,0.43,0.41,0.44,0.38,0.4,0.44,0.39,0.39,0.36,0.39,0.4,0.35,0.37,0.33,0.4,0.38,0.35,0.32,0.34,0.38,0.32,0.33,0.3,0.3,0.32,0.35,0.26,0.34,0.35,0.28,0.3,0.29,0.27,0.24,0.27,0.24,0.23,0.22,0.25,0.23,0.27,0.24,0.23,0.2,0.25,0.21,0.25,0.21,0.23,0.23,0.2,0.2,0.21,0.2,0.22,0.17,0.21,0.0,0.16,0.18,0.21,0.19,0.2,0.2,0.22,0.18,0.19,0.17,0.16,0.17,0.19,0.2,0.18,0.2,0.16,0.22,0.21,0.18,0.16,0.17,0.16,0.13,0.14,0.19,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.14,0.15,0.14,0.12,0.12,0.13,0.14,0.13,0.12,0.12,0.12,0.14,0.14,0.13,0.14,0.16,0.11,0.14,0.14,0.16,0.0,0.12,0.0,0.12,0.12,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.1,0.0,0.13,0.1,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09000000000002
09/10/2021,6.5,5.97,3.98,2.43,2.28,2.18,1.41,1.51,1.53,1.27,1.2,1.01,1.06,0.93,0.93,0.92,0.78,0.88,0.82,0.84,0.73,0.61,0.71,0.59,0.67,0.58,0.66,0.69,0.55,0.61,0.49,0.57,0.56,0.52,0.52,0.59,0.51,0.52,0.56,0.53,0.55,0.53,0.48,0.54,0.48,0.48,0.46,0.42,0.42,0.42,0.41,0.44,0.38,0.4,0.44,0.39,0.39,0.35,0.39,0.4,0.34,0.37,0.33,0.41,0.38,0.34,0.31,0.34,0.37,0.32,0.32,0.29,0.29,0.31,0.35,0.26,0.34,0.34,0.28,0.3,0.29,0.27,0.24,0.27,0.25,0.22,0.22,0.25,0.22,0.27,0.24,0.23,0.2,0.25,0.2,0.24,0.21,0.23,0.22,0.2,0.2,0.2,0.2,0.22,0.17,0.21,0.0,0.15,0.18,0.21,0.18,0.2,0.2,0.21,0.18,0.19,0.17,0.16,0.17,0.19,0.2,0.18,0.19,0.16,0.23,0.21,0.18,0.15,0.17,0.16,0.13,0.14,0.18,0.14,0.17,0.15,0.17,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.11,0.15,0.14,0.15,0.14,0.11,0.12,0.12,0.14,0.13,0.12,0.12,0.11,0.14,0.13,0.13,0.13,0.16,0.11,0.14,0.14,0.16,0.0,0.12,0.1,0.12,0.11,0.12,0.11,0.14,0.12,0.13,0.13,0.12,0.13,0.11,0.0,0.0,0.0,0.12,0.1,0.12,0.11,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.12,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.95
09/13/2021,6.41,5.92,4.15,2.41,2.11,2.05,1.42,1.48,1.5,1.27,1.18,1.02,1.05,0.95,0.91,0.92,0.79,0.89,0.82,0.85,0.72,0.61,0.73,0.59,0.66,0.57,0.66,0.68,0.55,0.61,0.49,0.57,0.57,0.52,0.51,0.57,0.5,0.52,0.55,0.51,0.53,0.56,0.48,0.53,0.48,0.47,0.46,0.41,0.42,0.43,0.41,0.43,0.36,0.37,0.44,0.38,0.39,0.34,0.38,0.39,0.33,0.38,0.33,0.4,0.38,0.35,0.31,0.34,0.38,0.32,0.32,0.29,0.3,0.32,0.34,0.26,0.34,0.37,0.28,0.3,0.29,0.26,0.24,0.26,0.15,0.22,0.21,0.26,0.23,0.26,0.24,0.23,0.2,0.24,0.2,0.25,0.21,0.24,0.22,0.2,0.2,0.2,0.2,0.23,0.17,0.21,0.0,0.15,0.17,0.23,0.18,0.2,0.2,0.21,0.19,0.19,0.16,0.16,0.17,0.19,0.2,0.18,0.19,0.15,0.23,0.2,0.18,0.15,0.17,0.16,0.13,0.14,0.19,0.13,0.16,0.15,0.17,0.13,0.17,0.17,0.13,0.15,0.14,0.16,0.11,0.18,0.14,0.15,0.13,0.0,0.12,0.12,0.14,0.14,0.12,0.12,0.11,0.17,0.14,0.13,0.0,0.17,0.11,0.14,0.14,0.17,0.1,0.12,0.1,0.12,0.12,0.13,0.0,0.17,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.1,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.1,0.0,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.05000000000001
09/14/2021,6.41,5.92,4.15,2.41,2.11,2.05,1.42,1.48,1.5,1.27,1.18,1.02,1.05,0.95,0.91,0.92,0.79,0.89,0.82,0.85,0.72,0.61,0.73,0.59,0.66,0.57,0.66,0.68,0.55,0.61,0.49,0.57,0.57,0.52,0.51,0.57,0.5,0.52,0.55,0.51,0.53,0.56,0.48,0.53,0.48,0.47,0.46,0.41,0.42,0.43,0.41,0.43,0.36,0.37,0.44,0.38,0.39,0.34,0.38,0.39,0.33,0.38,0.33,0.4,0.38,0.35,0.31,0.34,0.38,0.32,0.32,0.29,0.3,0.32,0.34,0.26,0.34,0.37,0.28,0.3,0.29,0.26,0.24,0.26,0.15,0.22,0.21,0.26,0.23,0.26,0.24,0.23,0.2,0.24,0.2,0.25,0.21,0.24,0.22,0.2,0.2,0.2,0.2,0.23,0.17,0.21,0.0,0.15,0.17,0.23,0.18,0.2,0.2,0.21,0.19,0.19,0.16,0.16,0.17,0.19,0.2,0.18,0.19,0.15,0.23,0.2,0.18,0.15,0.17,0.16,0.13,0.14,0.19,0.13,0.16,0.15,0.17,0.13,0.17,0.17,0.13,0.15,0.14,0.16,0.11,0.18,0.14,0.15,0.13,0.0,0.12,0.12,0.14,0.14,0.12,0.12,0.11,0.17,0.14,0.13,0.0,0.17,0.11,0.14,0.14,0.17,0.1,0.12,0.1,0.12,0.12,0.13,0.0,0.17,0.12,0.13,0.12,0.12,0.13,0.11,0.0,0.1,0.0,0.13,0.0,0.12,0.12,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.1,0.0,0.12,0.1,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.05000000000001
