,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,JPM,JNJ,UNH,HD,PG,DIS,BAC,XOM,CMCSA,NFLX,VZ,PFE,KO,ABT,T,PEP,CVX,ABBV,TMO,NKE,MRK,WMT,WFC,LLY,COST,MCD,DHR,MDT,PM,HON,UPS,LIN,BMY,UNP,C,NEE,AMGN,LOW,MS,SBUX,BA,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,DE,CVS,SCHW,ISRG,AXP,CHTR,SPGI,ANTM,BKNG,LMT,ZTS,PLD,MO,MDLZ,GILD,SYK,TMUS,CCI,COP,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,CSX,FDX,MMC,EQIX,CB,BDX,COF,ILMN,CL,ICE,NSC,SHW,ITW,EW,SO,APD,Cash,BSX,ETN,D,MCO,F,REGN,EMR,PGR,HUM,TWTR,HCA,WM,NOC,FCX,IDXX,AON,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,DOW,IQV,PSA,KMB,EBAY,TROW,A,LHX,SLB,MET,CMG,ROST,TT,MSCI,ALGN,EXC,GD,SPG,APTV,DLR,INFO,CNC,AEP,SRE,DXCM,BK,EA,DD,AIG,ALXN,PPG,PRU,ORLY,BAX,SYY,CARR,PH,STZ,ALL,MPC,TRV,PXD,WBA,PSX,IFF,GIS,MAR,DFS,RMD,CMI,KMI,XEL,SBAC,TDG,MTD,YUM,WELL,CTAS,MNST,ADM,AFL,ROK,HLT,ZBH,SWK,FRC,OTIS,CTVA,WMB,AZO,VLO,LUV,AME,PCAR,PEG,MRNA,CBRE,AVB,MCK,FAST,DHI,VRSK,n/a,SIVB,KR,AMP,STT,EFX,AWK,WST,NUE,AJG,MTCH,WEC,ES,ETSY,WLTW,CPRT,O,ODFL,SUM
09/21/2021,5.55,3.2,3.13,2.95,1.89,2.26,1.73,1.6,1.46,1.31,1.29,1.23,1.1,0.86,0.96,0.96,0.83,0.91,0.78,0.83,0.72,0.78,0.69,0.7,0.86,0.74,0.67,0.76,0.7,0.67,0.75,0.66,0.76,0.64,0.58,0.55,0.51,0.59,0.5,0.48,0.52,0.59,0.46,0.54,0.55,0.49,0.43,0.46,0.49,0.46,0.49,0.45,0.4,0.41,0.39,0.36,0.42,0.39,0.46,0.39,0.36,0.4,0.34,0.36,0.31,0.35,0.35,0.33,0.31,0.33,0.34,0.28,0.3,0.29,0.26,0.31,0.3,0.28,0.25,0.28,0.27,0.27,0.23,0.27,0.25,0.23,0.29,0.29,0.29,0.28,0.26,0.24,0.24,0.24,0.22,0.26,0.23,0.27,0.25,0.21,0.0,0.23,0.23,0.22,0.22,0.2,0.25,0.21,0.2,0.19,0.18,0.24,0.22,0.19,0.18,0.21,0.24,0.18,0.17,0.2,0.19,0.16,0.18,0.2,0.16,0.16,0.18,0.17,0.17,0.18,0.18,0.19,0.17,0.15,0.17,0.21,0.15,0.16,0.19,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.14,0.15,0.16,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.18,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.12,0.13,0.14,0.14,0.15,0.12,0.0,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.0,0.12,0.0,0.0,0.12,0.23,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.16,0.11,0.11,0.11,0.0,0.0,0.0,0.0,85.17000000000002
09/22/2021,5.55,3.2,3.13,2.95,1.89,2.26,1.73,1.6,1.46,1.31,1.29,1.23,1.1,0.86,0.96,0.96,0.83,0.91,0.78,0.83,0.72,0.78,0.69,0.7,0.86,0.74,0.67,0.76,0.7,0.67,0.75,0.66,0.76,0.64,0.58,0.55,0.51,0.59,0.5,0.48,0.52,0.59,0.46,0.54,0.55,0.49,0.43,0.46,0.49,0.46,0.49,0.45,0.4,0.41,0.39,0.36,0.42,0.39,0.46,0.39,0.36,0.4,0.34,0.36,0.31,0.35,0.35,0.33,0.31,0.33,0.34,0.28,0.3,0.29,0.26,0.31,0.3,0.28,0.25,0.28,0.27,0.27,0.23,0.27,0.25,0.23,0.29,0.29,0.29,0.28,0.26,0.24,0.24,0.24,0.22,0.26,0.23,0.27,0.25,0.21,0.0,0.23,0.23,0.22,0.22,0.2,0.25,0.21,0.2,0.19,0.18,0.24,0.22,0.19,0.18,0.21,0.24,0.18,0.17,0.2,0.19,0.16,0.18,0.2,0.16,0.16,0.18,0.17,0.17,0.18,0.18,0.19,0.17,0.15,0.17,0.21,0.15,0.16,0.19,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.14,0.15,0.16,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.15,0.15,0.15,0.14,0.18,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.12,0.13,0.14,0.14,0.15,0.12,0.0,0.13,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.0,0.12,0.0,0.0,0.12,0.23,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.16,0.11,0.11,0.11,0.0,0.0,0.0,0.0,85.17000000000002
09/23/2021,5.47,3.17,3.14,2.94,1.9,2.21,1.71,1.61,1.46,1.32,1.3,1.21,1.08,0.85,0.97,0.95,0.84,0.93,0.79,0.83,0.73,0.79,0.68,0.7,0.87,0.74,0.68,0.76,0.7,0.69,0.75,0.67,0.77,0.65,0.59,0.56,0.52,0.58,0.5,0.48,0.51,0.6,0.46,0.54,0.54,0.49,0.43,0.47,0.48,0.46,0.5,0.45,0.39,0.41,0.39,0.36,0.42,0.39,0.46,0.39,0.36,0.4,0.34,0.37,0.31,0.35,0.36,0.33,0.32,0.33,0.34,0.28,0.3,0.29,0.26,0.31,0.29,0.28,0.25,0.29,0.27,0.27,0.22,0.27,0.25,0.23,0.29,0.29,0.29,0.28,0.26,0.24,0.24,0.25,0.22,0.26,0.23,0.28,0.25,0.21,0.0,0.23,0.23,0.23,0.22,0.19,0.25,0.21,0.2,0.19,0.18,0.24,0.22,0.2,0.17,0.21,0.24,0.18,0.17,0.2,0.2,0.16,0.18,0.19,0.16,0.16,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.14,0.16,0.21,0.15,0.16,0.19,0.2,0.18,0.17,0.16,0.14,0.17,0.18,0.14,0.16,0.16,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.14,0.15,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.13,0.13,0.15,0.13,0.16,0.12,0.0,0.13,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.56,0.12,0.12,0.12,0.0,0.0,0.12,0.24,0.13,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2
09/24/2021,5.48,3.19,3.16,2.97,1.9,2.24,1.71,1.62,1.46,1.33,1.3,1.17,1.09,0.85,0.96,0.95,0.84,0.92,0.79,0.83,0.72,0.8,0.69,0.71,0.88,0.74,0.68,0.77,0.7,0.68,0.75,0.67,0.77,0.64,0.59,0.55,0.52,0.59,0.5,0.48,0.51,0.6,0.46,0.54,0.54,0.5,0.43,0.47,0.48,0.45,0.5,0.45,0.39,0.4,0.39,0.36,0.42,0.38,0.46,0.4,0.36,0.4,0.35,0.37,0.31,0.36,0.36,0.33,0.31,0.34,0.34,0.27,0.31,0.3,0.26,0.31,0.29,0.29,0.25,0.28,0.27,0.27,0.21,0.27,0.25,0.23,0.3,0.29,0.29,0.28,0.26,0.24,0.24,0.25,0.22,0.26,0.23,0.28,0.25,0.21,0.0,0.23,0.23,0.22,0.23,0.19,0.25,0.21,0.2,0.19,0.19,0.24,0.22,0.19,0.17,0.21,0.25,0.18,0.17,0.2,0.2,0.16,0.18,0.19,0.16,0.15,0.18,0.18,0.17,0.18,0.17,0.19,0.17,0.14,0.16,0.21,0.15,0.16,0.2,0.2,0.18,0.17,0.16,0.14,0.17,0.18,0.14,0.16,0.16,0.2,0.15,0.13,0.13,0.17,0.0,0.13,0.14,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.12,0.13,0.15,0.14,0.16,0.12,0.0,0.13,0.15,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.12,0.57,0.12,0.12,0.12,0.0,0.0,0.12,0.16,0.13,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.28
09/27/2021,5.49,3.03,3.15,2.96,1.9,2.24,1.77,1.59,1.41,1.31,1.29,1.18,1.13,0.89,0.95,0.97,0.83,0.91,0.77,0.82,0.71,0.78,0.71,0.7,0.88,0.75,0.68,0.75,0.72,0.68,0.74,0.67,0.76,0.65,0.58,0.56,0.5,0.59,0.49,0.48,0.53,0.59,0.45,0.54,0.56,0.49,0.45,0.48,0.49,0.46,0.48,0.44,0.4,0.41,0.39,0.37,0.41,0.41,0.46,0.41,0.35,0.4,0.34,0.39,0.31,0.36,0.35,0.33,0.31,0.33,0.34,0.28,0.29,0.31,0.25,0.31,0.3,0.29,0.26,0.28,0.28,0.28,0.21,0.27,0.25,0.21,0.3,0.28,0.29,0.27,0.27,0.23,0.24,0.25,0.22,0.26,0.23,0.28,0.25,0.21,0.0,0.24,0.23,0.22,0.23,0.2,0.25,0.21,0.2,0.19,0.2,0.23,0.22,0.19,0.17,0.21,0.25,0.18,0.16,0.2,0.19,0.16,0.18,0.19,0.16,0.16,0.19,0.17,0.17,0.18,0.18,0.19,0.16,0.15,0.16,0.21,0.15,0.16,0.2,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.13,0.15,0.15,0.21,0.15,0.13,0.13,0.17,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.12,0.13,0.15,0.14,0.15,0.12,0.12,0.0,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.59,0.12,0.12,0.12,0.0,0.0,0.13,0.16,0.14,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.13
09/28/2021,5.49,3.09,3.17,2.97,1.89,2.3,1.79,1.59,1.41,1.32,1.28,1.18,1.14,0.89,0.94,0.96,0.82,0.9,0.77,0.81,0.71,0.78,0.71,0.69,0.88,0.7,0.68,0.75,0.72,0.67,0.76,0.67,0.76,0.64,0.58,0.55,0.5,0.59,0.49,0.49,0.53,0.58,0.45,0.54,0.55,0.49,0.45,0.48,0.49,0.46,0.47,0.44,0.4,0.42,0.39,0.36,0.41,0.42,0.46,0.42,0.34,0.4,0.34,0.39,0.32,0.36,0.35,0.33,0.31,0.33,0.34,0.28,0.29,0.32,0.26,0.31,0.3,0.3,0.26,0.28,0.28,0.28,0.21,0.27,0.25,0.21,0.3,0.28,0.29,0.27,0.27,0.23,0.24,0.25,0.22,0.26,0.23,0.27,0.24,0.21,0.0,0.23,0.23,0.22,0.23,0.2,0.24,0.21,0.2,0.19,0.2,0.23,0.22,0.2,0.17,0.21,0.25,0.18,0.16,0.2,0.19,0.16,0.18,0.19,0.17,0.15,0.18,0.17,0.17,0.17,0.18,0.19,0.17,0.15,0.16,0.21,0.15,0.16,0.2,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.13,0.15,0.15,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.0,0.12,0.13,0.15,0.14,0.15,0.12,0.12,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.12,0.12,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.13000000000001
09/29/2021,5.49,3.09,3.17,2.97,1.89,2.3,1.79,1.59,1.41,1.32,1.28,1.18,1.14,0.89,0.94,0.96,0.82,0.9,0.77,0.81,0.71,0.78,0.71,0.69,0.88,0.7,0.68,0.75,0.72,0.67,0.76,0.67,0.76,0.64,0.58,0.55,0.5,0.59,0.49,0.49,0.53,0.58,0.45,0.54,0.55,0.49,0.45,0.48,0.49,0.46,0.47,0.44,0.4,0.42,0.39,0.36,0.41,0.42,0.46,0.42,0.34,0.4,0.34,0.39,0.32,0.36,0.35,0.33,0.31,0.33,0.34,0.28,0.29,0.32,0.26,0.31,0.3,0.3,0.26,0.28,0.28,0.28,0.21,0.27,0.25,0.21,0.3,0.28,0.29,0.27,0.27,0.23,0.24,0.25,0.22,0.26,0.23,0.27,0.24,0.21,0.0,0.23,0.23,0.22,0.23,0.2,0.24,0.21,0.2,0.19,0.2,0.23,0.22,0.2,0.17,0.21,0.25,0.18,0.16,0.2,0.19,0.16,0.18,0.19,0.17,0.15,0.18,0.17,0.17,0.17,0.18,0.19,0.17,0.15,0.16,0.21,0.15,0.16,0.2,0.2,0.18,0.17,0.16,0.15,0.16,0.18,0.13,0.15,0.15,0.2,0.15,0.14,0.13,0.17,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.14,0.14,0.13,0.0,0.12,0.13,0.15,0.14,0.15,0.12,0.12,0.12,0.14,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.56,0.12,0.12,0.12,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.12,0.12,0.13,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.13000000000001
09/30/2021,5.46,3.09,3.14,2.95,1.9,2.35,1.83,1.58,1.4,1.33,1.26,1.19,1.17,0.92,0.95,0.96,0.83,0.9,0.76,0.78,0.72,0.77,0.73,0.7,0.86,0.69,0.68,0.75,0.72,0.66,0.75,0.68,0.74,0.63,0.59,0.55,0.5,0.59,0.49,0.49,0.54,0.57,0.45,0.54,0.56,0.49,0.45,0.48,0.5,0.46,0.46,0.43,0.4,0.42,0.39,0.37,0.42,0.42,0.45,0.42,0.34,0.39,0.35,0.39,0.32,0.35,0.34,0.33,0.3,0.32,0.34,0.27,0.28,0.33,0.26,0.31,0.31,0.3,0.26,0.27,0.28,0.29,0.21,0.27,0.25,0.21,0.29,0.27,0.29,0.26,0.28,0.23,0.23,0.24,0.22,0.25,0.23,0.27,0.24,0.21,0.0,0.23,0.23,0.22,0.22,0.2,0.24,0.21,0.19,0.19,0.19,0.23,0.22,0.2,0.18,0.2,0.24,0.18,0.16,0.2,0.19,0.16,0.18,0.19,0.17,0.16,0.18,0.17,0.16,0.18,0.18,0.19,0.17,0.15,0.17,0.2,0.15,0.16,0.19,0.19,0.17,0.17,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.2,0.15,0.14,0.13,0.18,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.0,0.12,0.13,0.16,0.14,0.15,0.12,0.12,0.12,0.14,0.0,0.0,0.14,0.13,0.13,0.13,0.0,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.53,0.12,0.0,0.12,0.0,0.0,0.12,0.16,0.15,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00999999999999
10/01/2021,5.41,3.03,3.07,2.88,1.92,2.35,1.85,1.6,1.4,1.32,1.27,1.18,1.19,0.95,0.94,0.97,0.84,0.9,0.76,0.79,0.73,0.78,0.74,0.71,0.85,0.69,0.69,0.75,0.7,0.66,0.74,0.68,0.72,0.63,0.57,0.55,0.51,0.58,0.5,0.49,0.54,0.56,0.45,0.54,0.56,0.49,0.45,0.49,0.49,0.46,0.46,0.43,0.41,0.43,0.39,0.37,0.42,0.43,0.45,0.42,0.35,0.38,0.35,0.38,0.33,0.34,0.35,0.33,0.31,0.33,0.34,0.28,0.28,0.34,0.26,0.32,0.32,0.3,0.26,0.28,0.29,0.29,0.22,0.27,0.26,0.21,0.29,0.27,0.29,0.27,0.28,0.22,0.24,0.24,0.23,0.25,0.23,0.26,0.24,0.22,0.0,0.23,0.23,0.22,0.22,0.21,0.24,0.21,0.2,0.19,0.19,0.23,0.22,0.2,0.18,0.2,0.24,0.18,0.16,0.2,0.19,0.16,0.18,0.19,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.2,0.15,0.16,0.18,0.19,0.18,0.17,0.16,0.16,0.15,0.17,0.14,0.15,0.15,0.2,0.16,0.14,0.13,0.18,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.12,0.0,0.13,0.16,0.14,0.14,0.0,0.12,0.0,0.14,0.0,0.12,0.14,0.13,0.13,0.0,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.12,0.14,0.0,0.12,0.0,0.0,0.0,0.5,0.12,0.12,0.12,0.0,0.0,0.0,0.17,0.14,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.97
10/04/2021,5.42,3.05,3.06,2.85,1.91,2.37,1.85,1.6,1.39,1.32,1.28,1.16,1.19,0.94,0.97,1.02,0.84,0.91,0.77,0.79,0.73,0.78,0.74,0.72,0.85,0.7,0.72,0.75,0.72,0.69,0.75,0.68,0.73,0.64,0.56,0.55,0.5,0.57,0.5,0.48,0.54,0.58,0.46,0.54,0.54,0.49,0.46,0.49,0.48,0.45,0.46,0.43,0.4,0.43,0.38,0.36,0.42,0.41,0.45,0.41,0.35,0.39,0.34,0.38,0.32,0.35,0.35,0.32,0.31,0.33,0.33,0.28,0.28,0.34,0.26,0.3,0.32,0.3,0.26,0.28,0.29,0.29,0.23,0.26,0.25,0.21,0.29,0.27,0.29,0.27,0.27,0.22,0.24,0.24,0.22,0.25,0.22,0.27,0.25,0.21,0.0,0.23,0.23,0.22,0.22,0.21,0.24,0.21,0.2,0.19,0.18,0.23,0.22,0.2,0.18,0.2,0.24,0.18,0.16,0.2,0.19,0.16,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.2,0.15,0.16,0.19,0.19,0.18,0.17,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.2,0.15,0.15,0.13,0.18,0.0,0.13,0.15,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.15,0.14,0.15,0.0,0.0,0.13,0.14,0.12,0.12,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.12,0.15,0.0,0.0,0.0,0.0,0.12,0.51,0.12,0.12,0.12,0.0,0.0,0.0,0.18,0.14,0.0,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.04999999999998
10/05/2021,5.36,3.05,3.09,2.89,1.91,2.34,1.87,1.58,1.38,1.31,1.26,1.2,1.19,0.96,0.98,1.02,0.84,0.9,0.77,0.78,0.72,0.78,0.75,0.72,0.84,0.7,0.77,0.73,0.72,0.68,0.74,0.67,0.72,0.64,0.56,0.55,0.49,0.58,0.49,0.49,0.54,0.58,0.46,0.54,0.54,0.5,0.47,0.49,0.48,0.45,0.45,0.42,0.4,0.43,0.38,0.36,0.41,0.42,0.45,0.42,0.35,0.39,0.34,0.39,0.32,0.35,0.35,0.32,0.3,0.32,0.34,0.28,0.28,0.35,0.26,0.3,0.32,0.31,0.26,0.28,0.29,0.3,0.23,0.27,0.25,0.21,0.29,0.27,0.29,0.26,0.28,0.22,0.24,0.24,0.23,0.26,0.22,0.26,0.24,0.21,0.0,0.23,0.23,0.22,0.22,0.21,0.22,0.21,0.2,0.19,0.18,0.23,0.22,0.2,0.18,0.2,0.24,0.18,0.16,0.2,0.19,0.16,0.17,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.2,0.15,0.16,0.19,0.19,0.17,0.17,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.2,0.16,0.15,0.13,0.18,0.0,0.13,0.15,0.15,0.15,0.15,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.0,0.12,0.13,0.14,0.16,0.14,0.14,0.0,0.0,0.0,0.14,0.13,0.12,0.14,0.13,0.13,0.0,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.12,0.14,0.0,0.12,0.0,0.0,0.0,0.45,0.0,0.12,0.12,0.0,0.0,0.12,0.19,0.15,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.99
10/06/2021,5.36,3.05,3.09,2.89,1.91,2.34,1.87,1.58,1.38,1.31,1.26,1.2,1.19,0.96,0.98,1.02,0.84,0.9,0.77,0.78,0.72,0.78,0.75,0.72,0.84,0.7,0.77,0.73,0.72,0.68,0.74,0.67,0.72,0.64,0.56,0.55,0.49,0.58,0.49,0.49,0.54,0.58,0.46,0.54,0.54,0.5,0.47,0.49,0.48,0.45,0.45,0.42,0.4,0.43,0.38,0.36,0.41,0.42,0.45,0.42,0.35,0.39,0.34,0.39,0.32,0.35,0.35,0.32,0.3,0.32,0.34,0.28,0.28,0.35,0.26,0.3,0.32,0.31,0.26,0.28,0.29,0.3,0.23,0.27,0.25,0.21,0.29,0.27,0.29,0.26,0.28,0.22,0.24,0.24,0.23,0.26,0.22,0.26,0.24,0.21,0.0,0.23,0.23,0.22,0.22,0.21,0.22,0.21,0.2,0.19,0.18,0.23,0.22,0.2,0.18,0.2,0.24,0.18,0.16,0.2,0.19,0.16,0.17,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.17,0.2,0.15,0.16,0.19,0.19,0.17,0.17,0.16,0.15,0.15,0.18,0.14,0.15,0.15,0.2,0.16,0.15,0.13,0.18,0.0,0.13,0.15,0.15,0.15,0.15,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.0,0.12,0.13,0.14,0.16,0.14,0.14,0.0,0.0,0.0,0.14,0.13,0.12,0.14,0.13,0.13,0.0,0.13,0.12,0.13,0.14,0.12,0.0,0.13,0.13,0.12,0.12,0.14,0.0,0.12,0.0,0.0,0.0,0.45,0.0,0.12,0.12,0.0,0.0,0.12,0.19,0.15,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.99
10/07/2021,5.25,2.93,3.05,2.86,1.91,2.38,1.88,1.58,1.37,1.31,1.27,1.19,1.21,0.98,0.98,1.01,0.85,0.9,0.77,0.77,0.73,0.78,0.76,0.72,0.85,0.71,0.79,0.73,0.73,0.67,0.74,0.68,0.72,0.63,0.56,0.56,0.49,0.58,0.49,0.5,0.54,0.59,0.45,0.54,0.53,0.49,0.46,0.5,0.48,0.45,0.46,0.42,0.4,0.43,0.38,0.36,0.42,0.41,0.44,0.42,0.36,0.38,0.34,0.39,0.32,0.35,0.35,0.32,0.31,0.32,0.33,0.28,0.28,0.36,0.26,0.3,0.32,0.31,0.26,0.29,0.29,0.3,0.23,0.27,0.26,0.2,0.29,0.27,0.29,0.26,0.28,0.21,0.24,0.24,0.23,0.26,0.22,0.25,0.25,0.21,0.0,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.2,0.18,0.18,0.23,0.22,0.21,0.18,0.2,0.24,0.17,0.16,0.2,0.18,0.16,0.18,0.18,0.19,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.15,0.16,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.17,0.14,0.16,0.15,0.19,0.16,0.15,0.14,0.18,0.0,0.13,0.15,0.15,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.0,0.13,0.14,0.16,0.14,0.14,0.12,0.0,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.15,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.12,0.0,0.0,0.0,0.12,0.43,0.0,0.0,0.12,0.0,0.0,0.0,0.17,0.14,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.79999999999998
10/08/2021,5.26,2.96,3.08,2.89,1.93,2.36,1.88,1.57,1.38,1.31,1.26,1.19,1.22,0.97,0.97,1.05,0.84,0.89,0.77,0.77,0.73,0.78,0.76,0.72,0.84,0.71,0.77,0.73,0.73,0.68,0.74,0.68,0.71,0.63,0.56,0.55,0.49,0.58,0.49,0.51,0.55,0.58,0.45,0.54,0.54,0.49,0.46,0.5,0.49,0.45,0.45,0.42,0.39,0.43,0.39,0.36,0.41,0.42,0.45,0.42,0.36,0.38,0.34,0.39,0.32,0.35,0.35,0.32,0.31,0.32,0.33,0.27,0.28,0.36,0.26,0.29,0.32,0.31,0.27,0.29,0.29,0.3,0.22,0.27,0.26,0.21,0.29,0.26,0.29,0.26,0.28,0.21,0.23,0.25,0.24,0.26,0.23,0.25,0.24,0.21,0.0,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.18,0.18,0.22,0.22,0.21,0.18,0.19,0.25,0.17,0.16,0.2,0.18,0.16,0.17,0.18,0.19,0.16,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.2,0.15,0.16,0.18,0.18,0.18,0.17,0.16,0.16,0.15,0.18,0.14,0.15,0.15,0.2,0.16,0.15,0.14,0.18,0.0,0.13,0.16,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.13,0.0,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.12,0.0,0.0,0.0,0.44,0.0,0.12,0.12,0.0,0.0,0.0,0.17,0.15,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.91999999999999
