,NIO,ENPH,TSLA,ALB,PLUG,XPEV,SEDG,RUN,CREE,ON,BEP.UN.TO,OLED,FSLR,AYI,LFUS,NEP,BLDP.TO,SPWR,POWI,HASI,ITRI,NOVA,AY,AEIS,ENS,DQ,ORA,BE,VICR,REGI,LTHM,FCEL,CSIQ,SQM,AMRC,CWEN,JKS,ARRY,TPIC,WKHS,BLNK,NIU,AZRE,MAXN,AMSC,CBAT,GPV.V,SOL,US Dollar,IEA,OIIM,LYTS,OESX,FLUX,018000.KQ,Flux Power Holdings Inc,n/a,688101.SS,688001.SS,ALGM,CHPT,MP,SHLS,STEM,LEV,FTCI,RMO,ADN,SUNW,WOLF,GPV.NE,SUM
09/13/2021,7.46,6.88,9.05,8.93,4.51,4.59,4.01,2.99,3.2,4.23,3.64,3.12,3.45,2.03,2.21,1.98,1.53,1.23,2.14,1.49,1.18,1.29,1.37,1.09,1.13,1.21,1.33,0.96,1.3,0.72,1.36,0.62,0.73,0.97,0.77,0.85,0.64,0.79,0.43,0.37,0.44,0.42,0.36,0.26,0.12,0.08,0.09,0.1,0.0,0.15,0.08,0.07,0.04,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/14/2021,7.45,6.82,8.92,8.95,4.36,4.54,3.94,3.03,3.28,4.44,3.66,3.14,3.51,2.05,2.22,2.02,1.51,1.22,2.17,1.45,1.18,1.31,1.37,1.11,1.14,1.19,1.31,0.94,1.31,0.72,1.36,0.6,0.72,1.01,0.77,0.85,0.62,0.74,0.43,0.36,0.43,0.41,0.35,0.25,0.13,0.08,0.09,0.09,0.0,0.15,0.08,0.07,0.04,0.03,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/15/2021,7.46,6.83,8.93,8.95,4.37,4.55,3.95,3.03,3.28,4.44,3.66,3.14,3.51,2.05,2.22,2.02,1.51,1.22,2.17,1.45,1.18,1.31,1.38,1.11,1.14,1.19,1.31,0.94,1.32,0.72,1.36,0.6,0.72,1.01,0.77,0.85,0.62,0.74,0.43,0.36,0.43,0.41,0.35,0.25,0.13,0.08,0.09,0.09,0.0,0.15,0.08,0.07,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,7.49,6.87,8.96,8.46,4.35,4.5,4.0,3.1,3.35,4.49,3.57,3.13,3.73,2.04,2.18,1.98,1.53,1.27,2.19,1.46,1.18,1.35,1.36,1.12,1.13,1.2,1.31,0.97,1.33,0.77,1.32,0.6,0.75,0.98,0.75,0.83,0.63,0.8,0.44,0.35,0.41,0.4,0.35,0.26,0.13,0.08,0.09,0.09,0.0,0.15,0.07,0.07,0.04,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,7.44,6.81,9.02,8.55,4.46,4.53,4.0,3.01,3.34,4.53,3.59,3.09,3.71,2.01,2.15,2.01,1.53,1.24,2.18,1.44,1.19,1.33,1.38,1.09,1.1,1.18,1.32,0.94,1.34,0.76,1.31,0.69,0.74,1.01,0.78,0.85,0.62,0.78,0.44,0.35,0.42,0.39,0.34,0.26,0.12,0.08,0.09,0.09,0.0,0.15,0.07,0.07,0.04,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/20/2021,7.29,6.78,9.19,8.6,4.52,4.44,3.98,2.97,3.35,4.68,3.54,3.13,3.66,2.05,2.22,2.01,1.5,1.25,2.21,1.46,1.16,1.3,1.37,1.11,1.07,1.17,1.23,0.91,1.37,0.77,1.36,0.66,0.73,1.02,0.73,0.86,0.62,0.77,0.43,0.34,0.42,0.39,0.34,0.26,0.12,0.08,0.09,0.09,0.0,0.15,0.07,0.07,0.04,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,7.71,6.24,8.34,7.64,4.1,3.71,3.92,2.72,2.93,6.07,3.16,2.72,3.26,1.79,0.0,1.8,1.39,1.14,1.9,1.32,1.05,1.17,1.21,0.98,0.95,1.06,1.13,0.84,1.22,0.71,1.18,0.62,0.65,1.01,0.65,0.76,0.56,0.69,0.4,0.31,0.37,0.38,0.32,0.25,0.11,0.07,0.09,0.1,0.0,0.13,0.06,0.06,0.01,0.0,0.0,0.0,0.05,0.0,0.0,1.93,1.92,1.79,1.01,1.0,0.73,0.23,0.2,0.1,0.05,0.0,0.0,99.96999999999998
09/22/2021,7.71,6.24,8.34,7.64,4.1,3.71,3.92,2.72,2.93,6.07,3.16,2.72,3.26,1.79,0.0,1.8,1.39,1.14,1.9,1.32,1.05,1.17,1.21,0.98,0.95,1.06,1.13,0.84,1.22,0.71,1.18,0.62,0.65,1.01,0.65,0.76,0.56,0.69,0.4,0.31,0.37,0.38,0.32,0.25,0.11,0.07,0.09,0.1,0.0,0.13,0.06,0.06,0.01,0.0,0.0,0.0,0.05,0.0,0.0,1.93,1.92,1.79,1.01,1.0,0.73,0.23,0.2,0.1,0.05,0.0,0.0,99.96999999999998
09/23/2021,7.54,6.17,8.37,7.58,4.16,3.63,3.91,2.71,2.99,6.17,3.22,2.76,3.13,1.86,0.0,1.84,1.38,1.11,1.96,1.32,1.07,1.14,1.23,0.99,0.98,1.02,1.14,0.84,1.23,0.74,1.16,0.61,0.63,1.03,0.65,0.79,0.54,0.69,0.4,0.31,0.37,0.36,0.31,0.24,0.12,0.07,0.09,0.09,0.0,0.13,0.06,0.06,0.01,0.0,0.0,0.0,0.18,0.0,0.0,1.95,1.91,1.73,0.99,0.98,0.74,0.23,0.19,0.13,0.05,0.0,0.0,99.99
09/24/2021,7.45,6.22,8.43,7.58,4.2,3.62,3.9,2.72,2.98,6.14,3.22,2.74,3.09,1.86,0.0,1.84,1.37,1.12,1.94,1.33,1.07,1.14,1.22,1.0,0.95,1.05,1.15,0.83,1.24,0.75,1.17,0.59,0.64,1.03,0.64,0.78,0.56,0.7,0.4,0.31,0.38,0.38,0.31,0.24,0.12,0.07,0.09,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.95,1.9,1.69,1.02,1.01,0.75,0.22,0.2,0.13,0.05,0.0,0.0,100.01
09/27/2021,7.46,6.2,8.34,7.79,4.34,3.53,3.99,2.73,2.99,6.18,3.16,2.69,2.95,1.9,0.0,1.79,1.37,1.16,1.91,1.34,1.07,1.13,1.19,1.03,0.96,0.99,1.14,0.85,1.32,0.73,1.18,0.69,0.61,1.03,0.63,0.78,0.52,0.68,0.4,0.28,0.38,0.37,0.3,0.26,0.12,0.07,0.09,0.1,0.0,0.12,0.06,0.06,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.97,1.87,1.7,0.96,1.01,0.75,0.22,0.22,0.13,0.05,0.0,0.0,100.02
09/28/2021,7.44,6.1,8.7,7.81,4.28,3.44,3.93,2.67,2.96,6.26,3.17,2.71,2.92,1.94,0.0,1.81,1.32,1.16,1.93,1.36,1.07,1.11,1.2,1.05,0.97,0.95,1.15,0.84,1.31,0.72,1.17,0.68,0.61,1.04,0.63,0.78,0.51,0.66,0.39,0.28,0.37,0.36,0.3,0.25,0.12,0.07,0.1,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.97,1.84,1.83,0.93,1.0,0.74,0.21,0.21,0.13,0.05,0.0,0.0,100.04
09/29/2021,7.46,6.12,8.72,7.83,4.29,3.45,3.94,2.68,2.97,6.28,3.18,2.72,2.93,1.95,0.0,1.81,1.33,1.16,1.94,1.36,1.08,1.11,1.2,1.05,0.97,0.95,1.15,0.84,1.31,0.72,1.17,0.68,0.61,1.04,0.63,0.79,0.51,0.66,0.39,0.28,0.37,0.36,0.3,0.25,0.12,0.07,0.1,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,1.97,1.84,1.84,0.93,1.0,0.75,0.21,0.21,0.13,0.05,0.0,0.0,100.02
09/30/2021,7.63,6.07,8.77,7.56,4.44,3.47,3.95,2.76,2.93,6.2,3.09,2.61,3.02,1.91,0.0,1.76,1.34,1.21,1.9,1.36,1.07,1.14,1.17,1.05,0.98,0.94,1.15,0.87,1.3,0.74,1.15,0.73,0.62,0.99,0.64,0.75,0.52,0.68,0.39,0.31,0.38,0.36,0.3,0.25,0.12,0.07,0.1,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,1.95,1.87,1.86,0.94,1.02,0.75,0.2,0.22,0.14,0.05,0.0,0.0,100.01
10/01/2021,7.52,6.1,8.91,7.62,4.34,3.44,3.97,2.72,2.91,6.13,3.12,2.63,3.11,1.93,0.0,1.77,1.32,1.21,1.89,1.34,1.09,1.14,1.17,1.06,1.0,0.93,1.15,0.83,1.31,0.77,1.15,0.71,0.62,1.01,0.63,0.77,0.53,0.69,0.39,0.31,0.38,0.35,0.31,0.25,0.12,0.07,0.09,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,1.93,1.96,1.84,0.9,0.98,0.74,0.2,0.21,0.14,0.05,0.0,0.0,100.01
10/04/2021,7.68,6.1,8.93,7.74,4.15,3.54,3.88,2.8,2.89,5.96,3.14,2.49,3.14,1.91,0.0,1.78,1.29,1.21,1.84,1.3,1.06,1.14,1.18,1.04,0.98,1.03,1.15,0.84,1.32,0.78,1.15,0.67,0.64,1.03,0.6,0.76,0.56,0.73,0.39,0.29,0.37,0.35,0.33,0.24,0.13,0.06,0.1,0.09,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.23,0.0,0.0,1.87,1.89,1.77,0.9,0.97,0.73,0.2,0.21,0.14,0.05,0.0,0.0,99.99
10/05/2021,7.58,6.29,8.88,7.7,4.13,3.52,3.96,2.82,2.82,5.9,3.1,2.49,3.16,1.91,0.0,1.81,1.28,1.32,1.86,1.33,1.06,1.14,1.18,1.05,1.0,1.04,1.16,0.83,1.35,0.79,1.18,0.64,0.63,1.03,0.63,0.76,0.58,0.71,0.39,0.28,0.37,0.35,0.34,0.24,0.13,0.06,0.1,0.09,0.0,0.12,0.06,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.84,1.82,1.74,0.89,0.99,0.71,0.2,0.2,0.14,0.05,0.0,0.0,100.02
10/06/2021,7.58,6.29,8.88,7.7,4.13,3.52,3.96,2.82,2.82,5.9,3.1,2.49,3.16,1.91,0.0,1.81,1.28,1.32,1.86,1.33,1.06,1.14,1.18,1.05,1.0,1.04,1.16,0.83,1.35,0.79,1.18,0.64,0.63,1.03,0.63,0.76,0.58,0.71,0.39,0.28,0.37,0.35,0.34,0.24,0.13,0.06,0.1,0.09,0.0,0.12,0.06,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.84,1.82,1.74,0.89,0.99,0.71,0.2,0.2,0.14,0.05,0.0,0.0,100.02
10/07/2021,7.4,6.07,9.25,7.82,4.06,3.5,3.84,2.68,2.95,6.01,3.17,2.48,3.21,1.97,0.0,1.89,1.25,1.27,1.86,1.33,1.06,1.11,1.22,1.04,1.02,1.02,1.22,0.78,1.45,0.82,1.17,0.61,0.61,1.04,0.61,0.79,0.55,0.68,0.37,0.27,0.36,0.36,0.31,0.23,0.13,0.06,0.09,0.09,0.0,0.13,0.06,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.82,1.75,1.74,0.9,0.93,0.69,0.18,0.2,0.13,0.05,0.0,0.0,99.95
10/08/2021,7.4,6.07,9.25,7.82,4.06,3.5,3.84,2.68,2.95,6.01,3.17,2.48,3.21,1.97,0.0,1.89,1.25,1.27,1.86,1.33,1.06,1.11,1.22,1.04,1.02,1.02,1.22,0.78,1.45,0.82,1.17,0.61,0.61,1.04,0.61,0.79,0.55,0.68,0.37,0.27,0.36,0.36,0.31,0.23,0.13,0.06,0.09,0.09,0.0,0.13,0.06,0.07,0.0,0.0,0.0,0.0,0.22,0.0,0.0,1.82,1.75,1.74,0.9,0.93,0.69,0.18,0.2,0.13,0.05,0.0,0.0,99.95
10/11/2021,7.67,6.33,9.04,7.77,4.19,3.77,3.81,2.77,2.98,5.84,3.05,2.45,3.17,2.17,0.0,1.81,1.23,1.31,1.84,1.3,1.0,1.18,1.18,1.04,0.99,1.01,1.21,0.85,1.39,0.82,1.18,0.71,0.59,0.98,0.61,0.8,0.57,0.71,0.36,0.24,0.35,0.38,0.3,0.23,0.13,0.06,0.08,0.09,0.0,0.12,0.06,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.78,1.75,1.65,0.89,0.9,0.63,0.18,0.19,0.13,0.05,0.0,0.0,100.0
10/12/2021,7.7,6.26,9.02,7.58,4.41,3.74,3.82,2.74,0.0,5.77,3.07,2.45,3.23,2.23,0.0,1.8,1.25,1.28,1.85,1.31,1.01,1.17,1.17,1.03,0.99,1.01,1.21,0.86,1.37,0.83,1.15,0.72,0.61,0.99,0.6,0.81,0.58,0.72,0.36,0.23,0.35,0.38,0.32,0.23,0.13,0.06,0.08,0.09,0.0,0.11,0.06,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.77,1.74,1.65,0.88,0.89,0.62,0.18,0.19,0.14,0.05,2.99,0.0,99.98
10/13/2021,7.7,6.26,9.02,7.58,4.41,3.74,3.82,2.74,0.0,5.77,3.07,2.45,3.23,2.23,0.0,1.8,1.25,1.28,1.85,1.31,1.01,1.17,1.17,1.03,0.99,1.01,1.21,0.86,1.37,0.83,1.15,0.72,0.61,0.99,0.6,0.81,0.58,0.72,0.36,0.23,0.35,0.38,0.32,0.23,0.13,0.06,0.08,0.09,0.0,0.11,0.06,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.77,1.74,1.65,0.88,0.89,0.62,0.18,0.19,0.14,0.05,2.99,0.0,99.98
10/14/2021,7.55,6.45,8.97,7.45,4.42,3.67,3.98,2.82,0.0,5.55,3.07,2.44,3.31,2.23,0.0,1.78,1.24,1.37,1.8,1.3,1.0,1.22,1.15,1.0,0.98,1.09,1.16,0.88,1.36,0.83,1.18,0.75,0.62,1.0,0.58,0.83,0.61,0.74,0.38,0.23,0.35,0.37,0.31,0.24,0.14,0.06,0.08,0.09,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.71,1.78,1.67,0.9,0.87,0.62,0.17,0.19,0.14,0.05,2.94,0.0,99.96999999999998
10/15/2021,7.34,6.63,8.9,7.35,4.64,3.6,4.18,2.98,0.0,5.29,3.11,2.38,3.32,2.19,0.0,1.75,1.32,1.41,1.76,1.31,0.98,1.27,1.16,0.97,0.96,1.13,1.14,0.9,1.34,0.79,1.22,0.75,0.65,0.99,0.58,0.81,0.61,0.75,0.39,0.24,0.36,0.36,0.32,0.25,0.14,0.06,0.09,0.09,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.67,1.81,1.69,0.89,0.88,0.61,0.17,0.19,0.14,0.05,2.85,0.0,100.01
10/18/2021,7.31,6.61,8.81,7.65,4.83,3.67,4.18,2.94,0.0,5.23,3.04,2.4,3.26,2.15,0.0,1.74,1.35,1.37,1.73,1.33,0.98,1.24,1.15,0.97,0.97,1.07,1.15,0.92,1.35,0.79,1.23,0.77,0.63,0.97,0.6,0.78,0.58,0.73,0.38,0.23,0.35,0.36,0.31,0.23,0.14,0.06,0.09,0.09,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.68,1.76,1.7,0.88,0.85,0.62,0.16,0.19,0.13,0.05,2.94,0.0,99.98
10/19/2021,7.57,6.56,9.05,7.54,4.73,3.97,4.08,2.88,0.0,5.26,3.01,2.4,3.22,2.14,0.0,1.73,1.35,1.37,1.71,1.32,0.98,1.23,1.16,0.98,0.96,1.07,1.15,0.89,1.36,0.77,1.23,0.78,0.63,0.97,0.6,0.74,0.59,0.69,0.38,0.23,0.34,0.35,0.3,0.23,0.14,0.06,0.09,0.09,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.71,1.74,1.74,0.85,0.83,0.6,0.16,0.18,0.13,0.05,2.84,0.0,100.01
10/20/2021,7.57,6.56,9.05,7.54,4.73,3.97,4.08,2.88,0.0,5.26,3.01,2.4,3.22,2.14,0.0,1.73,1.35,1.37,1.71,1.32,0.98,1.23,1.16,0.98,0.96,1.07,1.15,0.89,1.36,0.77,1.23,0.78,0.63,0.97,0.6,0.74,0.59,0.69,0.38,0.23,0.34,0.35,0.3,0.23,0.14,0.06,0.09,0.09,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.71,1.74,1.74,0.85,0.83,0.6,0.16,0.18,0.13,0.05,2.84,0.0,100.01
10/21/2021,7.8,6.69,9.15,7.65,4.84,3.93,4.09,2.83,0.0,5.25,2.93,2.38,3.15,2.12,0.0,1.69,1.33,1.34,1.67,1.26,0.96,1.21,1.11,0.95,0.93,1.12,1.14,0.88,1.34,0.76,1.22,0.91,0.63,0.97,0.61,0.72,0.6,0.7,0.36,0.22,0.34,0.35,0.3,0.22,0.13,0.05,0.08,0.1,0.0,0.11,0.05,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.68,1.72,1.71,0.81,0.81,0.58,0.15,0.18,0.13,0.05,2.88,0.0,100.0
10/22/2021,7.73,6.82,8.91,7.47,4.87,3.85,4.15,2.94,0.0,5.24,2.9,2.38,3.19,2.06,0.0,1.69,1.37,1.41,1.65,1.27,0.96,1.25,1.12,0.93,0.92,1.16,1.13,0.87,1.31,0.76,1.15,0.87,0.62,0.94,0.62,0.72,0.61,0.72,0.36,0.23,0.34,0.35,0.31,0.22,0.14,0.05,0.08,0.1,0.0,0.11,0.05,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.69,1.8,1.73,0.82,0.81,0.59,0.16,0.18,0.12,0.05,2.99,0.0,99.96999999999998
10/25/2021,7.71,6.55,9.21,7.41,4.9,3.88,4.04,3.02,0.0,5.39,2.88,2.37,3.13,2.02,0.0,1.74,1.34,1.42,1.7,1.3,0.97,1.24,1.11,0.92,0.91,1.17,1.1,0.85,1.27,0.76,1.15,0.82,0.63,0.92,0.63,0.72,0.63,0.67,0.35,0.23,0.34,0.34,0.31,0.23,0.13,0.05,0.0,0.1,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.75,1.86,1.74,0.79,0.81,0.63,0.18,0.18,0.13,0.05,2.92,0.08,99.98
10/26/2021,7.59,6.52,9.49,7.42,4.82,3.9,4.02,2.98,0.0,5.42,2.92,2.29,3.16,2.05,0.0,1.78,1.3,1.42,1.72,1.32,0.98,1.22,1.14,0.92,0.91,1.17,1.12,0.82,1.28,0.81,1.14,0.75,0.63,0.91,0.68,0.74,0.63,0.64,0.34,0.22,0.33,0.34,0.3,0.23,0.14,0.05,0.0,0.1,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.76,1.83,1.82,0.75,0.78,0.63,0.18,0.17,0.13,0.04,2.9,0.08,100.03
10/27/2021,7.59,6.52,9.49,7.42,4.82,3.9,4.02,2.98,0.0,5.42,2.92,2.29,3.16,2.05,0.0,1.78,1.3,1.42,1.72,1.32,0.98,1.22,1.14,0.92,0.91,1.17,1.12,0.82,1.28,0.81,1.14,0.75,0.63,0.91,0.68,0.74,0.63,0.64,0.34,0.22,0.33,0.34,0.3,0.23,0.14,0.05,0.08,0.1,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.76,1.83,1.82,0.75,0.78,0.63,0.18,0.17,0.13,0.04,2.9,0.0,100.02
10/28/2021,7.71,6.33,10.22,7.33,4.91,4.15,3.95,2.99,0.0,5.21,2.84,2.19,3.1,1.98,0.0,1.72,1.31,1.42,1.66,1.28,0.95,1.21,1.1,0.88,0.88,1.16,1.05,1.08,1.26,0.8,1.12,0.74,0.63,0.88,0.68,0.74,0.61,0.62,0.34,0.21,0.33,0.33,0.29,0.23,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.68,1.89,1.81,0.72,0.81,0.67,0.18,0.17,0.12,0.05,2.85,0.08,100.0
10/29/2021,7.71,6.33,10.22,7.33,4.91,4.15,3.95,2.99,0.0,5.21,2.84,2.19,3.1,1.98,0.0,1.72,1.31,1.42,1.66,1.28,0.95,1.21,1.1,0.88,0.88,1.16,1.05,1.08,1.26,0.8,1.12,0.74,0.63,0.88,0.68,0.74,0.61,0.62,0.34,0.21,0.33,0.33,0.29,0.23,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.68,1.89,1.81,0.72,0.81,0.67,0.18,0.17,0.12,0.05,2.85,0.08,100.0
11/01/2021,7.21,7.49,10.17,7.14,4.95,3.78,4.21,2.92,0.0,5.03,2.81,2.15,3.18,1.88,0.0,1.68,1.34,1.42,1.63,1.21,0.9,1.26,1.11,0.89,0.84,1.13,1.03,1.08,1.22,0.78,1.1,0.7,0.62,0.85,0.68,0.72,0.6,0.61,0.32,0.22,0.32,0.32,0.29,0.25,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.63,1.87,1.56,0.77,0.76,0.68,0.19,0.15,0.12,0.04,3.55,0.08,99.98
11/02/2021,6.87,7.62,10.38,7.16,5.03,3.76,4.19,2.97,0.0,5.06,2.76,2.16,3.18,1.83,0.0,1.65,1.35,1.45,1.56,1.19,0.88,1.25,1.09,0.88,0.85,1.13,1.01,1.14,1.21,0.8,1.14,0.73,0.62,0.85,0.69,0.73,0.6,0.68,0.31,0.21,0.34,0.32,0.29,0.25,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.58,1.9,1.5,0.81,0.78,0.67,0.2,0.15,0.12,0.04,3.48,0.08,100.02
11/03/2021,6.87,7.62,10.38,7.16,5.03,3.76,4.19,2.97,0.0,5.06,2.76,2.16,3.18,1.83,0.0,1.65,1.35,1.45,1.56,1.19,0.88,1.25,1.09,0.88,0.85,1.13,1.01,1.14,1.21,0.8,1.14,0.73,0.62,0.85,0.69,0.73,0.6,0.68,0.31,0.21,0.34,0.32,0.29,0.25,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.58,1.9,1.5,0.81,0.78,0.67,0.2,0.15,0.12,0.04,3.48,0.08,100.02
11/04/2021,6.87,7.62,10.38,7.16,5.03,3.76,4.19,2.97,0.0,5.06,2.76,2.16,3.18,1.83,0.0,1.65,1.35,1.45,1.56,1.19,0.88,1.25,1.09,0.88,0.85,1.13,1.01,1.14,1.21,0.8,1.14,0.73,0.62,0.85,0.69,0.73,0.6,0.68,0.31,0.21,0.34,0.32,0.29,0.25,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.58,1.9,1.5,0.81,0.78,0.67,0.2,0.15,0.12,0.04,3.48,0.08,100.02
11/05/2021,6.97,7.58,10.57,7.2,5.25,3.66,4.07,2.88,0.0,5.83,2.67,2.09,3.05,1.81,0.0,1.62,1.32,1.36,1.49,1.18,0.87,1.12,1.07,0.86,0.86,0.96,1.0,1.13,1.17,0.79,1.17,0.84,0.57,0.92,0.76,0.7,0.52,0.68,0.3,0.23,0.34,0.31,0.27,0.24,0.13,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.44,1.8,1.46,0.8,0.8,0.64,0.19,0.14,0.12,0.04,3.69,0.08,100.02
11/08/2021,7.15,7.59,10.89,7.41,5.03,3.67,3.93,2.83,0.0,5.99,2.61,2.07,2.95,1.78,0.0,1.58,1.29,1.34,1.46,1.18,0.84,1.15,1.05,0.86,0.84,0.96,1.02,1.05,1.18,0.71,1.19,0.81,0.56,0.98,0.76,0.72,0.55,0.69,0.29,0.21,0.32,0.32,0.27,0.26,0.12,0.05,0.07,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.44,1.79,1.56,0.81,0.78,0.56,0.2,0.14,0.12,0.04,3.67,0.0,100.01
11/09/2021,7.09,7.53,10.95,7.5,4.85,3.6,3.91,2.78,0.0,5.99,2.62,1.98,2.97,1.85,0.0,1.59,1.27,1.35,1.47,1.2,0.86,1.13,1.06,0.88,0.87,0.92,1.01,1.12,1.19,0.72,1.22,0.79,0.55,0.97,0.78,0.74,0.54,0.69,0.26,0.2,0.32,0.31,0.27,0.25,0.12,0.05,0.0,0.09,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.47,1.82,1.56,0.81,0.77,0.57,0.21,0.14,0.12,0.04,3.76,0.07,99.99
11/10/2021,7.09,7.53,10.95,7.5,4.85,3.6,3.91,2.78,0.0,5.99,2.62,1.98,2.97,1.85,0.0,1.59,1.27,1.35,1.47,1.2,0.86,1.13,1.06,0.88,0.87,0.92,1.01,1.12,1.19,0.72,1.22,0.79,0.55,0.97,0.78,0.74,0.54,0.69,0.26,0.2,0.32,0.31,0.27,0.25,0.12,0.05,0.07,0.09,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.47,1.82,1.56,0.81,0.77,0.57,0.21,0.14,0.12,0.04,3.76,0.0,99.96999999999998
11/11/2021,7.13,7.53,10.26,7.54,5.1,3.6,3.92,2.84,0.0,5.85,2.54,1.96,2.9,1.84,0.0,1.55,1.36,1.32,1.46,1.17,0.81,1.13,1.04,0.86,0.86,0.93,1.04,1.23,1.2,0.71,1.24,0.94,0.55,0.98,0.75,0.71,0.54,0.66,0.27,0.2,0.39,0.31,0.27,0.25,0.12,0.07,0.08,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.47,2.0,1.75,0.81,0.77,0.59,0.2,0.16,0.12,0.04,3.77,0.0,100.01
11/12/2021,6.92,7.7,9.31,7.67,5.23,3.49,4.06,2.82,0.0,5.98,2.61,1.99,2.96,1.96,0.0,1.61,1.23,1.35,1.49,1.21,0.81,1.16,1.08,0.87,0.88,0.95,1.1,1.22,1.23,0.7,1.24,0.97,0.56,1.0,0.75,0.73,0.54,0.67,0.24,0.2,0.36,0.31,0.27,0.25,0.12,0.05,0.08,0.1,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.51,1.93,1.85,0.83,0.73,0.58,0.19,0.15,0.12,0.04,3.82,0.0,100.00999999999998
11/15/2021,7.04,7.89,9.48,7.45,5.46,3.67,4.05,2.86,0.0,5.86,2.53,1.9,2.89,1.89,0.0,1.56,1.28,1.33,1.46,1.18,0.78,1.2,1.07,0.86,0.83,0.99,1.09,1.18,1.23,0.67,1.18,0.98,0.59,0.98,0.77,0.73,0.58,0.67,0.21,0.21,0.36,0.31,0.26,0.24,0.11,0.05,0.0,0.1,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.48,1.88,1.81,0.81,0.81,0.58,0.18,0.14,0.12,0.04,3.82,0.07,99.96999999999998
