,TSM,BABA,HDB,INFY,VALE,NIO,JD,BIDU,IBN,NTES,PDD,ITUB,PBR/A,PKX,BILI,BBD,UMC,PBR,KB,SHG,AMX,TCOM,FMX,CHT,ABEV,ASX,LFC,ZTO,BGNE,SNP,CX,ZLAB,EDU,SBSW,WIT,PTR,TLK,SKM,NTCO,RDY,SSL,GDS,TAL,GFI,SUZ,AU,HTHT,TTM,VIPS,BEKE,BVXB.,PJX.,POSCO ADR,KBIA.,America Movil SAB de CV ADR,Chunghwa Telecom Co Ltd ADR,Fomento Economico Mexicano SAB de CV ADR,ASE Technology Holding Co Ltd ADR,Interest/Overdraft,China Life Insurance Co Ltd ADR repr Class H,Cemex SAB de CV ADR,China Petroleum & Chemical Corp ADR,Sibanye Stillwater Ltd ADR,PT Telkom Indonesia (Persero) Tbk ADR,PetroChina Co Ltd ADR,Sasol Ltd ADR,Suzano SA ADR,Gold Fields Ltd ADR,EDG.,Vale SA ADR,Itau Unibanco Holding SA ADR,Petroleo Brasileiro SA Petrobras ADR,Shinhan Financial Group Co Ltd ADR,Ambev SA ADR,Natura &Co Holding SA ADR,Anglogold Ashanti Ltd ADR,New Oriental Education & Technology Group Inc ADR,SK Telecom Co Ltd ADR,TAL Education Group ADR,SNP.L,PTI.,SQM,TLV.,GGB,XP,TV,CLV.,SUM
09/20/2021,23.1,16.19,5.73,5.07,3.44,3.02,4.15,2.61,3.06,2.02,2.1,0.0,0.0,1.47,0.95,1.14,1.66,1.13,0.0,1.02,1.32,0.79,0.99,0.91,0.8,0.91,0.75,0.86,0.91,0.0,0.68,0.56,0.17,0.54,0.81,0.61,0.0,0.54,0.45,0.49,0.56,0.4,0.11,0.0,0.44,0.37,0.41,0.48,0.3,0.16,1.56,1.36,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.69,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,20.2,17.39,6.19,4.74,3.92,2.98,4.14,2.62,3.06,1.81,2.57,0.0,0.0,1.37,0.94,1.09,1.64,1.1,0.0,1.02,1.3,0.8,0.99,0.93,0.8,0.9,0.73,0.8,1.29,0.0,0.66,0.54,0.0,0.56,0.85,0.61,0.0,0.55,0.47,0.49,0.54,0.4,0.0,0.0,0.47,0.39,0.42,0.44,0.28,0.0,1.52,1.32,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.72,0.48,0.38,0.32,0.0,0.0,0.0,100.0
09/24/2021,20.2,17.2,6.15,4.81,3.96,2.95,4.1,2.65,3.06,1.8,2.59,0.0,0.0,1.37,0.95,1.12,1.63,1.12,0.0,1.02,1.29,0.81,0.99,0.93,0.8,0.89,0.74,0.8,1.25,0.0,0.67,0.52,0.0,0.57,0.87,0.62,0.0,0.55,0.47,0.5,0.56,0.41,0.0,0.0,0.48,0.4,0.42,0.45,0.28,0.0,1.54,1.35,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.73,0.48,0.38,0.32,0.0,0.0,0.0,100.02
09/27/2021,20.05,17.0,6.16,4.84,3.63,2.99,4.17,2.67,3.06,1.8,2.63,0.0,0.0,1.36,0.99,1.16,1.67,1.18,0.0,1.04,1.29,0.83,1.0,0.93,0.79,0.9,0.74,0.81,1.22,0.0,0.69,0.51,0.0,0.58,0.87,0.63,0.0,0.56,0.47,0.48,0.6,0.42,0.0,0.0,0.51,0.39,0.42,0.47,0.27,0.0,1.59,1.41,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.72,0.49,0.38,0.35,0.0,0.0,0.0,100.0
09/28/2021,20.28,16.58,6.23,4.91,3.61,2.99,4.11,2.65,3.11,1.83,2.57,0.0,0.0,1.37,0.95,1.14,1.72,1.19,0.0,1.07,1.29,0.83,1.01,0.95,0.8,0.91,0.74,0.83,1.22,0.0,0.69,0.52,0.0,0.58,0.88,0.64,0.0,0.56,0.46,0.49,0.59,0.4,0.0,0.0,0.51,0.4,0.43,0.48,0.28,0.0,1.59,1.43,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.73,0.49,0.37,0.35,0.0,0.0,0.0,100.08
09/30/2021,20.14,16.97,6.23,4.7,3.58,3.07,4.2,2.62,3.12,1.87,2.59,0.0,0.0,1.35,0.95,1.15,1.69,1.19,0.0,1.07,1.28,0.85,1.0,0.94,0.78,0.88,0.75,0.82,1.2,0.0,0.7,0.48,0.0,0.54,0.83,0.65,0.0,0.58,0.45,0.48,0.62,0.4,0.0,0.0,0.5,0.39,0.43,0.49,0.27,0.0,1.6,1.42,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.72,0.47,0.36,0.35,0.0,0.0,0.0,100.03999999999998
10/01/2021,19.87,17.63,6.17,4.64,3.48,3.0,4.25,2.64,3.05,1.93,2.45,0.0,0.0,1.34,0.91,1.14,1.67,1.2,0.0,1.1,1.28,0.87,1.02,0.95,0.77,0.85,0.76,0.8,1.19,0.0,0.69,0.46,0.0,0.53,0.82,0.66,0.0,0.59,0.44,0.49,0.66,0.4,0.0,0.0,0.49,0.4,0.43,0.49,0.27,0.0,1.57,1.43,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.73,0.47,0.36,0.34,0.0,0.0,0.0,100.05
10/07/2021,19.9,16.61,6.4,4.78,3.6,2.94,4.02,2.58,3.1,1.92,2.41,0.0,0.0,1.34,0.87,1.2,1.59,1.3,0.0,1.12,1.32,0.9,1.02,0.97,0.78,0.81,0.77,0.8,1.19,0.0,0.69,0.46,0.0,0.56,0.85,0.65,0.0,0.63,0.45,0.53,0.72,0.39,0.0,0.0,0.48,0.45,0.45,0.52,0.25,0.0,1.39,1.57,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.79,0.49,0.36,0.37,0.29,0.0,0.0,100.05
10/08/2021,19.71,16.83,6.37,4.85,3.52,2.94,4.1,2.6,3.08,1.92,2.45,0.0,0.0,1.33,0.89,1.19,1.6,1.3,0.0,1.1,1.3,0.93,1.01,0.96,0.77,0.8,0.78,0.82,1.15,0.0,0.66,0.46,0.0,0.55,0.84,0.68,0.0,0.61,0.43,0.52,0.72,0.4,0.0,0.0,0.46,0.45,0.46,0.52,0.25,0.0,1.4,1.57,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.79,0.49,0.37,0.36,0.29,0.0,0.0,100.03000000000002
10/11/2021,19.37,17.76,6.2,4.71,3.59,3.03,4.23,2.64,2.99,2.15,2.57,0.0,0.0,1.27,0.95,1.14,1.56,1.22,0.0,1.07,1.24,0.9,0.94,0.93,0.73,0.75,0.77,0.82,1.16,0.0,0.62,0.45,0.0,0.57,0.82,0.69,0.0,0.58,0.42,0.49,0.68,0.43,0.0,0.0,0.44,0.46,0.44,0.56,0.25,0.0,1.33,1.47,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.77,0.46,0.36,0.34,0.29,0.0,0.0,100.04
10/14/2021,19.19,18.6,6.1,4.49,3.65,2.99,4.31,2.72,2.96,2.14,2.56,1.29,1.48,1.26,0.94,1.11,1.51,1.23,1.1,1.04,1.24,0.9,0.93,0.93,0.73,0.71,0.8,0.81,1.16,0.81,0.62,0.44,0.0,0.61,0.8,0.69,0.78,0.55,0.41,0.48,0.68,0.41,0.0,0.48,0.44,0.46,0.46,0.61,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.34,0.0,0.35,0.0,100.03
10/15/2021,19.07,18.55,6.21,4.52,3.64,2.99,4.34,2.68,2.99,2.12,2.53,1.29,1.49,1.25,0.93,1.11,1.48,1.23,1.1,1.03,1.25,0.9,0.95,0.93,0.74,0.7,0.8,0.82,1.15,0.81,0.64,0.43,0.0,0.63,0.82,0.68,0.78,0.55,0.4,0.48,0.66,0.4,0.0,0.5,0.44,0.47,0.45,0.69,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.34,0.0,0.36,0.0,100.05
10/18/2021,19.24,18.57,6.24,4.59,3.51,2.98,4.39,2.68,3.0,2.09,2.49,0.0,0.0,1.27,0.91,1.08,1.43,1.23,0.0,1.03,1.24,0.0,0.93,0.91,0.74,0.7,0.79,0.8,1.12,0.0,0.65,0.43,0.0,0.64,0.87,0.66,0.0,0.55,0.41,0.48,0.64,0.4,0.0,0.0,0.43,0.48,0.43,0.72,0.25,0.0,1.26,1.49,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.78,0.47,0.36,0.35,0.0,0.0,0.9,100.0
10/21/2021,19.39,18.27,6.19,4.73,3.48,3.2,4.39,2.77,3.03,2.11,2.53,1.29,1.45,1.21,0.97,1.13,1.43,1.21,1.1,1.02,1.25,0.87,0.92,0.89,0.73,0.69,0.77,0.78,1.11,0.78,0.65,0.41,0.0,0.62,0.87,0.65,0.76,0.53,0.39,0.47,0.65,0.4,0.0,0.49,0.43,0.46,0.42,0.71,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.35,0.0,0.35,0.0,100.02
10/22/2021,19.3,19.03,6.24,4.73,3.33,3.18,4.44,2.85,3.0,2.12,2.5,1.21,1.34,1.2,1.02,1.06,1.43,1.12,1.08,1.01,1.22,0.84,0.9,0.88,0.69,0.7,0.79,0.78,1.14,0.77,0.62,0.41,0.0,0.61,0.86,0.65,0.74,0.53,0.35,0.45,0.62,0.42,0.0,0.49,0.4,0.46,0.42,0.66,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.33,0.0,0.35,0.0,100.0
10/25/2021,19.36,19.24,6.24,4.61,3.15,3.2,4.43,2.9,3.03,2.17,2.51,1.23,1.31,1.17,1.06,1.07,1.41,1.1,1.11,1.04,1.17,0.85,0.89,0.89,0.68,0.7,0.8,0.79,1.15,0.76,0.61,0.41,0.0,0.59,0.84,0.64,0.75,0.52,0.34,0.44,0.59,0.42,0.0,0.49,0.41,0.47,0.42,0.7,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.31,0.0,0.35,0.0,100.05
10/26/2021,19.14,19.4,6.27,4.56,3.22,3.14,4.42,2.87,3.02,2.19,2.57,0.0,0.0,1.17,1.06,1.03,1.4,1.1,0.0,1.04,1.19,0.0,0.91,0.89,0.68,0.69,0.8,0.77,1.17,0.0,0.6,0.42,0.0,0.59,0.83,0.63,0.0,0.56,0.35,0.44,0.61,0.42,0.0,0.0,0.44,0.48,0.42,0.67,0.27,0.0,1.19,1.31,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.76,0.44,0.34,0.32,0.0,0.0,0.83,100.01
10/28/2021,18.9,19.09,6.15,4.51,3.28,3.3,4.44,2.81,3.3,2.18,2.6,1.22,1.42,1.2,1.03,1.07,1.42,1.17,1.15,1.05,1.19,0.79,0.9,0.89,0.71,0.7,0.79,0.77,1.18,0.75,0.61,0.43,0.0,0.57,0.81,0.64,0.74,0.55,0.36,0.44,0.6,0.42,0.0,0.51,0.43,0.48,0.41,0.67,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.34,0.0,0.33,0.0,100.01
10/29/2021,19.28,18.7,6.16,4.53,3.3,3.29,4.36,2.75,3.32,2.14,2.44,0.0,0.0,1.21,0.99,1.05,1.47,1.17,0.0,1.07,1.23,0.0,0.94,0.9,0.71,0.71,0.8,0.77,1.19,0.0,0.62,0.44,0.0,0.59,0.81,0.64,0.0,0.56,0.36,0.45,0.61,0.41,0.0,0.0,0.43,0.49,0.4,0.7,0.26,0.0,1.22,1.41,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.48,0.32,0.34,0.0,0.0,0.8,100.03
11/01/2021,19.66,18.75,6.07,4.52,3.18,3.33,4.35,2.76,3.27,2.17,2.43,1.22,1.42,1.17,1.0,1.06,1.47,1.18,1.16,1.02,1.24,0.0,0.91,0.9,0.78,0.74,0.79,0.76,1.13,0.74,0.6,0.44,0.0,0.6,0.81,0.61,0.74,0.56,0.35,0.44,0.59,0.42,0.0,0.51,0.41,0.48,0.42,0.68,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.33,0.0,0.32,0.8,100.01
11/02/2021,19.76,18.68,6.03,4.58,3.14,3.3,4.32,2.72,3.33,2.17,2.4,1.21,1.36,1.18,0.98,1.04,1.46,1.12,1.15,1.03,1.27,0.0,0.93,0.92,0.8,0.75,0.79,0.76,1.14,0.76,0.6,0.45,0.0,0.6,0.81,0.63,0.77,0.57,0.36,0.46,0.6,0.42,0.0,0.0,0.43,0.47,0.42,0.68,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.33,0.0,0.32,0.81,100.06
11/03/2021,19.76,18.68,6.03,4.58,3.14,3.3,4.32,2.72,3.33,2.17,2.4,1.21,1.36,1.18,0.98,1.04,1.46,1.12,1.15,1.03,1.27,0.81,0.93,0.92,0.8,0.75,0.79,0.76,1.14,0.76,0.6,0.45,0.0,0.6,0.81,0.63,0.77,0.57,0.36,0.46,0.6,0.42,0.0,0.51,0.43,0.47,0.42,0.68,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.33,0.0,0.32,0.0,100.06
11/04/2021,19.76,18.68,6.03,4.58,3.14,3.3,4.32,2.72,3.33,2.17,2.4,1.21,1.36,1.18,0.98,1.04,1.46,1.12,1.15,1.03,1.27,0.81,0.93,0.92,0.8,0.75,0.79,0.76,1.14,0.76,0.6,0.45,0.0,0.6,0.81,0.63,0.77,0.57,0.36,0.46,0.6,0.42,0.0,0.51,0.43,0.47,0.42,0.68,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.33,0.0,0.32,0.0,100.06
11/05/2021,19.73,18.36,6.01,4.63,3.02,3.44,4.43,2.7,3.32,2.22,2.47,0.0,0.0,1.17,1.04,1.06,1.5,1.15,0.0,1.02,1.24,0.0,0.9,0.92,0.81,0.75,0.79,0.73,1.14,0.0,0.59,0.44,0.0,0.61,0.82,0.61,0.0,0.57,0.36,0.47,0.59,0.41,0.0,0.0,0.42,0.47,0.42,0.68,0.26,0.0,1.24,1.37,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.74,0.54,0.32,0.32,0.0,0.0,0.82,100.02
11/11/2021,20.65,18.05,5.93,4.73,2.97,3.55,4.2,2.66,3.26,2.26,2.2,1.19,1.3,1.12,1.01,1.03,1.56,1.11,1.11,0.99,1.28,0.87,0.91,0.91,0.84,0.79,0.79,0.71,1.1,0.75,0.64,0.37,0.0,0.59,0.82,0.58,0.75,0.57,0.36,0.48,0.63,0.4,0.0,0.51,0.43,0.47,0.42,0.72,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.3,0.0,0.33,0.0,100.03
11/12/2021,20.87,17.89,5.96,4.72,2.95,3.35,4.2,2.67,3.28,2.21,2.21,1.19,1.34,1.11,1.02,1.04,1.57,1.14,1.11,0.99,1.29,0.0,0.91,0.92,0.85,0.78,0.79,0.71,1.16,0.76,0.61,0.37,0.0,0.58,0.81,0.58,0.74,0.57,0.38,0.48,0.63,0.41,0.0,0.0,0.43,0.48,0.41,0.72,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.3,0.0,0.32,0.85,100.0
11/15/2021,19.9,18.42,5.8,4.62,3.02,3.42,4.5,2.71,3.14,2.38,2.43,0.0,0.0,1.08,1.1,1.1,1.57,1.13,0.0,0.97,1.26,0.0,0.89,0.91,0.84,0.77,0.79,0.73,1.14,0.0,0.6,0.35,0.0,0.61,0.79,0.58,0.0,0.56,0.37,0.47,0.59,0.42,0.0,0.0,0.44,0.52,0.42,0.7,0.28,0.0,1.22,1.34,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.72,0.56,0.31,0.31,0.0,0.0,0.85,100.04
11/16/2021,19.91,18.24,5.81,4.7,2.99,3.45,4.57,2.76,3.14,2.39,2.47,0.0,0.0,1.09,1.11,1.11,1.55,1.13,0.0,0.97,1.27,0.0,0.87,0.91,0.82,0.77,0.79,0.73,1.17,0.0,0.59,0.35,0.0,0.59,0.8,0.57,0.0,0.57,0.31,0.47,0.58,0.42,0.0,0.0,0.44,0.52,0.42,0.7,0.29,0.0,1.2,1.35,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.71,0.56,0.31,0.32,0.0,0.0,0.85,100.03
11/17/2021,19.91,18.24,5.81,4.7,2.99,3.45,4.57,2.76,3.14,2.39,2.47,0.0,0.0,1.09,1.11,1.11,1.55,1.13,0.0,0.97,1.27,0.0,0.87,0.91,0.82,0.77,0.79,0.73,1.17,0.0,0.59,0.35,0.0,0.59,0.8,0.57,0.0,0.57,0.31,0.47,0.58,0.42,0.0,0.0,0.44,0.52,0.42,0.7,0.29,0.0,1.2,1.35,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.71,0.56,0.31,0.32,0.0,0.0,0.85,100.03
11/18/2021,19.95,18.33,5.78,4.72,2.96,3.3,4.53,2.75,3.14,2.41,2.39,0.0,0.0,1.08,1.11,1.11,1.57,1.15,0.0,0.98,1.29,0.0,0.88,0.92,0.83,0.78,0.79,0.73,1.19,0.0,0.59,0.36,0.0,0.6,0.8,0.57,0.0,0.58,0.3,0.47,0.59,0.4,0.0,0.0,0.44,0.52,0.42,0.71,0.29,0.0,1.21,1.37,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.72,0.56,0.31,0.32,0.0,0.0,0.85,100.06
11/19/2021,19.95,18.33,5.78,4.72,2.96,3.3,4.53,2.75,3.14,2.41,2.39,0.0,0.0,1.08,1.11,1.11,1.57,1.15,0.0,0.98,1.29,0.0,0.88,0.92,0.83,0.78,0.79,0.73,1.19,0.0,0.59,0.36,0.0,0.6,0.8,0.57,0.0,0.58,0.3,0.47,0.59,0.4,0.0,0.0,0.44,0.52,0.42,0.71,0.29,0.0,1.21,1.37,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.72,0.56,0.31,0.32,0.0,0.0,0.85,100.06
11/24/2021,21.68,15.95,6.06,4.87,2.84,3.25,5.07,2.55,3.24,2.58,2.21,0.0,0.0,1.09,0.9,1.1,1.66,1.12,0.0,0.99,1.26,0.0,0.84,0.95,0.83,0.81,0.8,0.85,1.17,0.0,0.58,0.36,0.0,0.57,0.82,0.58,0.0,0.61,0.28,0.47,0.56,0.39,0.0,0.0,0.47,0.53,0.44,0.73,0.23,0.0,1.17,1.32,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.79,0.55,0.31,0.31,0.0,0.0,0.83,100.04
11/25/2021,22.0,15.7,5.82,4.75,3.07,3.52,4.91,2.51,3.09,2.56,2.17,0.0,0.0,1.12,0.93,1.09,1.67,1.13,0.0,1.01,1.26,0.0,0.85,0.96,0.84,0.81,0.81,0.86,1.15,0.0,0.58,0.32,0.0,0.56,0.8,0.59,0.0,0.61,0.28,0.46,0.57,0.4,0.0,0.0,0.46,0.54,0.43,0.71,0.24,0.0,1.18,1.34,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.78,0.6,0.31,0.32,0.0,0.0,0.84,100.02
11/26/2021,21.49,15.42,5.95,4.79,3.14,3.58,5.02,2.57,3.13,2.53,2.18,0.0,0.0,1.14,0.95,1.11,1.64,1.2,0.0,1.02,1.28,0.0,0.85,0.97,0.84,0.81,0.82,0.82,1.13,0.0,0.6,0.31,0.0,0.56,0.81,0.61,0.0,0.61,0.27,0.47,0.61,0.4,0.0,0.0,0.47,0.53,0.43,0.72,0.23,0.0,1.19,1.42,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.79,0.6,0.31,0.33,0.0,0.0,0.85,100.04
12/02/2021,21.55,15.49,5.85,4.83,3.19,3.52,5.04,2.62,3.11,2.55,2.02,0.0,0.0,1.08,0.94,1.11,1.69,1.28,0.0,1.0,1.27,0.0,0.84,0.98,0.82,0.81,0.79,0.84,1.14,0.0,0.61,0.32,0.0,0.55,0.81,0.59,0.0,0.61,0.26,0.48,0.58,0.41,0.0,0.0,0.5,0.54,0.37,0.7,0.23,0.0,1.24,1.53,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.86,0.58,0.3,0.33,0.0,0.0,0.8,100.06
12/06/2021,22.22,14.51,5.91,5.06,3.37,3.18,4.89,2.62,3.09,2.51,1.68,0.0,0.0,1.18,0.83,1.15,1.81,1.26,0.0,1.03,1.37,0.0,0.84,1.01,0.8,0.84,0.8,0.86,1.16,0.0,0.61,0.32,0.0,0.57,0.84,0.61,0.0,0.57,0.25,0.49,0.66,0.39,0.0,0.0,0.53,0.55,0.39,0.73,0.24,0.0,1.27,1.49,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.89,0.56,0.32,0.36,0.0,0.0,0.86,100.06
12/07/2021,22.22,14.51,5.91,5.06,3.37,3.18,4.89,2.62,3.09,2.51,1.68,0.0,0.0,1.18,0.83,1.15,1.81,1.26,0.0,1.03,1.37,0.0,0.84,1.01,0.8,0.84,0.8,0.86,1.16,0.0,0.61,0.32,0.0,0.57,0.84,0.61,0.0,0.57,0.25,0.49,0.66,0.39,0.0,0.0,0.53,0.55,0.39,0.73,0.24,0.0,1.27,1.49,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.89,0.56,0.32,0.36,0.0,0.0,0.86,100.06
