,CSL.AX,ASML.AS,7203.T,MC.PA,DGE.L,OR.PA,4502.T,7741.T,SAP.DE,1299.HK,PHIA.AS,6758.T,CBA.AX,HSBA.L,ALC.SW,TTE.PA,BHP.AX,2413.T,ALV.DE,ABI.BR,6098.T,SU.PA,SE,4543.T,6861.T,9984.T,RIO.L,BP.L,AI.PA,BN.PA,RDSA LN,DPW.DE,7974.T,ADYEN.AS,ABBN.SW,4578.T,BAS.DE,6594.T,RI.PA,4063.T,IBE.MC,388.HK,DAI.DE,RDSB LN,3382.T,ENEL.MI,BNP.PA,8306.T,8035.T,WBC.AX,6869.T,ADS.DE,DTE.DE,COLO B.CO,NAB.AX,SAN.MC,REL.L,SN.L,BHP.L,KER.PA,CFR SW,6367.T,SHL.DE,ZURN.SW,DG.PA,WOW.AX,ANZ.AX,UBSG.SW,7267.T,DSV.CO,AAL.L,9433.T,FME.DE,6981.T,CS.PA,AD.AS,EL.PA,RMS.PA,4452.T,IFX.DE,6954.T,INGA.AS,WES.AX,PRU.L,4507.T,4911.T,ISP.MI,NG.L,8316.T,GLEN.L,VWS.CO,8001.T,9983.T,ATCO A.ST,8058.T,HEIA.AS,LLOY.L,UCB.BR,EXPN.L,VOW3.DE,SHL.AX,6273.T,VOD.L,STLA.MI,VOLV B.ST,D05.SI,8267.T,BBVA.MC,TSCO.L,GIVN.SW,8031.T,INVE B.ST,FPH.NZ,AHT.L,CRH ID,MQG.AX,PRX.AS,FERG.L,ITX.MC,CPG.L,KNEBV.HE,BARC.L,VNA.DE,NDA SE.ST,2502.T,MUV2.DE,COH.AX,ASSA B.ST,O39.SI,8411.T,TEAM,TCL.AX,KRZ.IR,6902.T,9022.T,DSY FP,RIO.AX,LSEG.L,ERIC B.ST,6503.T,669.HK,6702.T,ESSITY B.ST,SAND.ST,BMW.DE,DB1.DE,4661.T,IMB.L,CLNX.MC,8766.T,AMS.MC,HEN3.DE,NOKIA.HE,CARL B.CO,4151.T,9020.T,6752.T,ENI.MI,HEXA B.ST,SPOT,FMG.AX,5108.T,8113.T,U11.SI,241.HK,6301.T,NESTE.HE,9432.T,COL.AX,6326.T,VIV.PA,FLTR ID,ORSTED.CO,2503.T,CASH,EVO.ST,7751.T,KBC.BR,MAERSK B.CO,RACE.MI,GMG.AX,2802.T,EOAN.DE,G.MI,SWMA.ST,UCG.MI,ENGI.PA,1.HK,STM IM,708.HK,4612.T,8591.T,SAMPO.HE,EQNR.OL,TEF.MC,6971.T,7309.T,SSE.L,LGEN.L,8801.T,DSY.PA,ATCOB SS,APT.AX,J36.SI,BT.A.L,AV.L,MT.AS,CCEP,823.HK,SEB A.ST,16.HK,ORA.PA,8802.T,RDSA.AS,RYDBF,RITN.,UG,CRH.L,DSYA.,FLTR.L,7342.T,STM.PA,ATCOB.ST,NIBE B.ST,n/a,REC.MI,CFR.SW,CRH.IR,ALL.AX,1925.T,7269.T,6645.T,9434.T,OCDO.L,6502.T,8750.T,KRX.IR,FLTR.IR,UMG.AS,RDSA.L,RDSB.L,CNHI.MI,6586.T,UMG NA,DNB.OL,ACA.PA,SUM
08/11/2021,2.24,2.26,1.61,1.48,1.35,1.31,1.2,1.3,1.11,0.99,0.91,0.94,0.92,0.8,0.81,0.76,0.78,0.63,0.66,0.6,0.7,0.74,0.75,0.67,0.73,0.58,0.62,0.57,0.57,0.58,0.56,0.53,0.42,0.59,0.56,0.5,0.5,0.5,0.51,0.47,0.47,0.55,0.5,0.5,0.45,0.47,0.5,0.45,0.47,0.46,0.48,0.46,0.45,0.48,0.44,0.44,0.47,0.38,0.46,0.45,0.45,0.48,0.44,0.42,0.4,0.43,0.4,0.44,0.4,0.37,0.43,0.37,0.36,0.37,0.39,0.37,0.39,0.39,0.34,0.37,0.32,0.36,0.37,0.35,0.35,0.31,0.34,0.33,0.32,0.34,0.32,0.33,0.29,0.36,0.33,0.29,0.31,0.31,0.32,0.3,0.32,0.3,0.29,0.31,0.28,0.28,0.28,0.31,0.28,0.3,0.29,0.31,0.3,0.28,0.28,0.27,0.24,0.27,0.25,0.26,0.27,0.28,0.27,0.27,0.25,0.26,0.27,0.26,0.25,0.24,0.31,0.24,0.25,0.25,0.22,0.28,0.25,0.23,0.21,0.24,0.26,0.21,0.23,0.23,0.21,0.22,0.21,0.23,0.24,0.23,0.2,0.22,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.18,0.2,0.18,0.22,0.19,0.15,0.18,0.18,0.18,0.2,0.18,0.2,0.18,0.19,0.18,0.0,0.17,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.0,0.16,0.15,0.17,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.15,0.17,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.41
08/13/2021,2.22,2.28,1.61,1.49,1.35,1.3,1.19,1.33,1.1,1.0,0.91,0.91,0.94,0.8,0.8,0.75,0.77,0.64,0.66,0.6,0.72,0.74,0.74,0.66,0.74,0.58,0.64,0.58,0.57,0.58,0.56,0.52,0.41,0.59,0.56,0.52,0.5,0.5,0.5,0.47,0.46,0.54,0.49,0.5,0.45,0.47,0.49,0.46,0.47,0.46,0.45,0.45,0.45,0.48,0.44,0.45,0.47,0.38,0.47,0.45,0.44,0.48,0.44,0.43,0.39,0.43,0.41,0.44,0.4,0.37,0.44,0.37,0.36,0.37,0.39,0.38,0.38,0.38,0.34,0.37,0.32,0.36,0.36,0.35,0.37,0.31,0.34,0.33,0.32,0.35,0.32,0.32,0.29,0.36,0.33,0.29,0.31,0.32,0.32,0.29,0.32,0.31,0.29,0.31,0.28,0.29,0.28,0.31,0.29,0.3,0.29,0.31,0.3,0.28,0.28,0.27,0.26,0.27,0.25,0.25,0.27,0.28,0.26,0.27,0.25,0.27,0.27,0.26,0.25,0.25,0.3,0.23,0.25,0.25,0.22,0.28,0.24,0.23,0.21,0.24,0.26,0.21,0.23,0.23,0.21,0.22,0.21,0.23,0.24,0.23,0.19,0.22,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.17,0.19,0.19,0.21,0.2,0.16,0.18,0.18,0.18,0.2,0.19,0.2,0.2,0.2,0.18,0.0,0.17,0.19,0.2,0.17,0.19,0.2,0.18,0.18,0.17,0.17,0.18,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.47
08/16/2021,2.17,2.25,1.62,1.5,1.34,1.31,1.2,1.33,1.11,0.97,0.9,0.9,0.93,0.79,0.79,0.76,0.79,0.63,0.66,0.6,0.7,0.75,0.76,0.65,0.74,0.56,0.58,0.57,0.57,0.59,0.55,0.53,0.42,0.59,0.56,0.52,0.51,0.5,0.49,0.47,0.46,0.52,0.5,0.49,0.46,0.47,0.49,0.47,0.45,0.47,0.43,0.46,0.46,0.47,0.44,0.45,0.47,0.38,0.46,0.45,0.44,0.5,0.45,0.44,0.4,0.43,0.41,0.44,0.4,0.38,0.44,0.37,0.36,0.37,0.4,0.39,0.38,0.38,0.33,0.36,0.32,0.35,0.37,0.36,0.38,0.31,0.34,0.33,0.33,0.35,0.3,0.33,0.29,0.36,0.34,0.29,0.31,0.32,0.32,0.3,0.32,0.32,0.29,0.32,0.28,0.28,0.29,0.31,0.29,0.3,0.29,0.31,0.28,0.28,0.29,0.27,0.26,0.27,0.26,0.25,0.27,0.28,0.26,0.27,0.25,0.28,0.26,0.27,0.24,0.25,0.31,0.22,0.25,0.25,0.22,0.28,0.23,0.24,0.21,0.23,0.28,0.22,0.23,0.24,0.21,0.22,0.21,0.23,0.24,0.24,0.19,0.21,0.23,0.19,0.18,0.18,0.21,0.21,0.23,0.17,0.19,0.2,0.21,0.19,0.0,0.19,0.17,0.18,0.2,0.19,0.2,0.19,0.19,0.17,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.46000000000001
08/17/2021,2.17,2.25,1.62,1.5,1.35,1.31,1.2,1.34,1.11,0.98,0.9,0.9,0.93,0.79,0.79,0.76,0.79,0.63,0.66,0.6,0.7,0.75,0.76,0.65,0.74,0.56,0.58,0.57,0.57,0.59,0.0,0.53,0.42,0.59,0.56,0.52,0.51,0.5,0.5,0.47,0.46,0.52,0.5,0.0,0.46,0.47,0.5,0.47,0.45,0.47,0.43,0.46,0.46,0.47,0.44,0.45,0.47,0.38,0.46,0.45,0.0,0.5,0.45,0.44,0.4,0.43,0.41,0.44,0.4,0.38,0.44,0.37,0.36,0.37,0.4,0.4,0.38,0.38,0.33,0.36,0.32,0.36,0.37,0.36,0.38,0.31,0.34,0.33,0.33,0.35,0.3,0.33,0.29,0.36,0.34,0.29,0.31,0.32,0.32,0.3,0.32,0.32,0.29,0.0,0.28,0.28,0.29,0.31,0.29,0.3,0.29,0.31,0.28,0.28,0.0,0.27,0.26,0.27,0.26,0.25,0.27,0.28,0.26,0.27,0.25,0.28,0.27,0.27,0.25,0.25,0.31,0.22,0.25,0.25,0.22,0.0,0.23,0.24,0.21,0.23,0.29,0.22,0.23,0.24,0.21,0.22,0.21,0.23,0.24,0.24,0.19,0.21,0.23,0.19,0.18,0.18,0.21,0.21,0.23,0.17,0.19,0.2,0.21,0.19,0.15,0.19,0.17,0.18,0.2,0.19,0.2,0.0,0.19,0.17,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.0,0.17,0.17,0.18,0.17,0.16,0.0,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.55,0.49,0.44,0.32,0.29,0.28,0.19,0.19,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.42000000000002
08/18/2021,2.22,2.23,1.62,1.49,1.34,1.31,1.2,1.34,1.1,0.98,0.9,0.91,0.91,0.79,0.78,0.75,0.78,0.64,0.66,0.6,0.77,0.76,0.75,0.65,0.74,0.56,0.57,0.56,0.57,0.59,0.55,0.53,0.42,0.59,0.56,0.52,0.51,0.49,0.5,0.46,0.46,0.51,0.5,0.48,0.45,0.47,0.49,0.47,0.44,0.47,0.43,0.47,0.47,0.47,0.45,0.44,0.47,0.37,0.46,0.45,0.44,0.5,0.45,0.44,0.4,0.43,0.41,0.44,0.39,0.38,0.44,0.37,0.36,0.36,0.4,0.39,0.38,0.38,0.34,0.36,0.31,0.36,0.37,0.37,0.38,0.31,0.34,0.33,0.32,0.35,0.31,0.33,0.29,0.36,0.34,0.29,0.3,0.32,0.32,0.3,0.32,0.31,0.29,0.32,0.28,0.28,0.29,0.31,0.29,0.3,0.29,0.31,0.28,0.28,0.29,0.28,0.25,0.27,0.26,0.25,0.27,0.28,0.26,0.27,0.25,0.28,0.27,0.27,0.24,0.25,0.31,0.22,0.25,0.25,0.22,0.27,0.23,0.23,0.2,0.23,0.29,0.22,0.23,0.23,0.21,0.22,0.22,0.23,0.24,0.23,0.19,0.21,0.24,0.19,0.18,0.18,0.21,0.21,0.23,0.17,0.19,0.2,0.21,0.19,0.0,0.19,0.17,0.19,0.2,0.19,0.2,0.2,0.19,0.17,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.18,0.17,0.16,0.19,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.18,0.16,0.15,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.48
08/19/2021,2.22,2.25,1.62,1.47,1.35,1.3,1.21,1.35,1.11,1.0,0.9,0.91,0.88,0.78,0.79,0.75,0.77,0.63,0.67,0.6,0.75,0.77,0.72,0.66,0.74,0.56,0.57,0.55,0.57,0.6,0.54,0.53,0.42,0.59,0.57,0.53,0.51,0.48,0.5,0.46,0.47,0.51,0.49,0.48,0.45,0.47,0.49,0.47,0.45,0.47,0.43,0.46,0.47,0.48,0.45,0.44,0.47,0.38,0.46,0.43,0.43,0.51,0.45,0.45,0.4,0.43,0.4,0.44,0.39,0.39,0.43,0.37,0.37,0.36,0.4,0.39,0.38,0.38,0.33,0.36,0.31,0.36,0.37,0.35,0.38,0.31,0.34,0.34,0.32,0.34,0.31,0.33,0.29,0.36,0.34,0.3,0.3,0.33,0.32,0.29,0.32,0.31,0.29,0.32,0.28,0.28,0.29,0.31,0.29,0.31,0.29,0.3,0.28,0.28,0.28,0.27,0.25,0.27,0.26,0.25,0.27,0.28,0.27,0.27,0.25,0.28,0.27,0.27,0.24,0.25,0.31,0.23,0.25,0.25,0.22,0.27,0.22,0.24,0.2,0.23,0.3,0.22,0.23,0.23,0.21,0.22,0.22,0.23,0.24,0.23,0.19,0.21,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.17,0.19,0.2,0.21,0.19,0.15,0.18,0.17,0.19,0.2,0.19,0.2,0.19,0.19,0.17,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.18,0.19,0.17,0.17,0.18,0.18,0.16,0.19,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.45
08/20/2021,2.22,2.25,1.61,1.47,1.35,1.31,1.22,1.33,1.13,1.04,0.91,0.89,0.87,0.78,0.79,0.75,0.76,0.62,0.66,0.6,0.74,0.77,0.77,0.67,0.74,0.55,0.56,0.56,0.58,0.6,0.55,0.54,0.42,0.6,0.57,0.53,0.51,0.48,0.5,0.47,0.47,0.49,0.48,0.49,0.45,0.47,0.49,0.47,0.45,0.46,0.43,0.46,0.48,0.48,0.45,0.43,0.47,0.38,0.48,0.43,0.42,0.51,0.46,0.45,0.41,0.43,0.4,0.44,0.39,0.4,0.43,0.37,0.37,0.36,0.4,0.4,0.38,0.38,0.33,0.35,0.31,0.36,0.37,0.36,0.38,0.3,0.34,0.34,0.32,0.34,0.31,0.33,0.29,0.35,0.34,0.3,0.3,0.33,0.32,0.29,0.32,0.31,0.29,0.31,0.27,0.27,0.29,0.3,0.3,0.31,0.29,0.3,0.29,0.28,0.28,0.27,0.49,0.26,0.26,0.25,0.27,0.28,0.27,0.27,0.26,0.28,0.27,0.27,0.24,0.25,0.31,0.22,0.25,0.25,0.22,0.28,0.22,0.24,0.21,0.23,0.31,0.22,0.23,0.23,0.21,0.23,0.22,0.23,0.25,0.23,0.19,0.2,0.24,0.2,0.18,0.18,0.21,0.21,0.23,0.16,0.18,0.2,0.21,0.19,0.15,0.18,0.17,0.19,0.2,0.19,0.2,0.19,0.2,0.17,0.0,0.17,0.19,0.19,0.18,0.19,0.18,0.19,0.19,0.17,0.17,0.17,0.18,0.16,0.19,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.61
08/23/2021,2.26,2.28,1.56,1.32,1.34,1.29,1.24,1.33,1.13,1.06,0.92,0.9,0.87,0.77,0.92,0.73,0.66,0.64,0.66,0.59,0.76,0.78,0.81,0.7,0.75,0.56,0.54,0.54,0.59,0.6,0.53,0.55,0.43,0.64,0.58,0.55,0.5,0.48,0.49,0.47,0.49,0.5,0.47,0.47,0.46,0.49,0.48,0.47,0.44,0.47,0.43,0.45,0.48,0.48,0.45,0.43,0.48,0.39,0.44,0.38,0.39,0.51,0.46,0.45,0.42,0.44,0.4,0.44,0.39,0.4,0.38,0.38,0.37,0.37,0.4,0.41,0.38,0.36,0.34,0.35,0.31,0.35,0.37,0.35,0.41,0.29,0.34,0.35,0.33,0.32,0.32,0.33,0.29,0.35,0.34,0.29,0.29,0.33,0.33,0.28,0.33,0.31,0.3,0.31,0.27,0.27,0.29,0.3,0.3,0.31,0.27,0.3,0.3,0.28,0.28,0.28,0.48,0.27,0.26,0.25,0.27,0.27,0.27,0.27,0.26,0.29,0.27,0.26,0.24,0.25,0.31,0.23,0.25,0.24,0.22,0.28,0.2,0.24,0.2,0.23,0.3,0.22,0.23,0.22,0.2,0.23,0.22,0.22,0.26,0.24,0.19,0.2,0.24,0.2,0.19,0.18,0.2,0.21,0.23,0.17,0.17,0.2,0.22,0.19,0.15,0.18,0.17,0.19,0.2,0.18,0.21,0.19,0.21,0.18,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.17,0.19,0.0,0.0,0.17,0.17,0.15,0.17,0.0,0.17,0.16,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56
08/24/2021,2.26,2.28,1.56,1.32,1.34,1.29,1.24,1.33,1.13,1.06,0.92,0.9,0.87,0.77,0.92,0.73,0.66,0.64,0.66,0.59,0.76,0.78,0.81,0.7,0.75,0.56,0.54,0.54,0.59,0.6,0.53,0.55,0.43,0.64,0.58,0.55,0.5,0.48,0.49,0.47,0.49,0.5,0.47,0.47,0.46,0.49,0.48,0.47,0.44,0.47,0.43,0.45,0.48,0.48,0.45,0.43,0.48,0.39,0.44,0.38,0.0,0.51,0.46,0.45,0.42,0.44,0.4,0.44,0.39,0.4,0.38,0.38,0.37,0.37,0.4,0.41,0.38,0.36,0.34,0.35,0.31,0.35,0.37,0.35,0.41,0.29,0.34,0.35,0.33,0.32,0.32,0.33,0.29,0.35,0.34,0.29,0.29,0.33,0.33,0.28,0.33,0.31,0.3,0.31,0.27,0.27,0.29,0.3,0.3,0.31,0.27,0.3,0.3,0.28,0.28,0.28,0.48,0.27,0.26,0.25,0.27,0.27,0.27,0.27,0.26,0.29,0.27,0.26,0.24,0.25,0.31,0.23,0.25,0.24,0.22,0.0,0.2,0.24,0.2,0.23,0.3,0.22,0.23,0.22,0.2,0.23,0.22,0.22,0.26,0.24,0.19,0.2,0.24,0.2,0.19,0.18,0.2,0.21,0.23,0.17,0.17,0.2,0.22,0.19,0.15,0.18,0.17,0.19,0.2,0.18,0.21,0.19,0.21,0.18,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.17,0.19,0.0,0.0,0.17,0.17,0.15,0.17,0.0,0.17,0.16,0.15,0.0,0.28,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.56
08/25/2021,2.28,2.31,1.5,1.34,1.32,1.3,1.24,1.33,1.13,1.04,0.92,0.9,0.87,0.77,0.92,0.73,0.66,0.65,0.67,0.6,0.76,0.77,0.78,0.7,0.74,0.54,0.54,0.54,0.59,0.6,0.53,0.55,0.43,0.67,0.58,0.55,0.49,0.48,0.48,0.47,0.5,0.49,0.47,0.47,0.47,0.49,0.48,0.47,0.44,0.46,0.43,0.45,0.48,0.48,0.44,0.43,0.48,0.39,0.44,0.38,0.0,0.51,0.46,0.46,0.42,0.44,0.4,0.44,0.37,0.4,0.38,0.38,0.37,0.36,0.4,0.42,0.38,0.36,0.34,0.36,0.3,0.35,0.37,0.36,0.41,0.28,0.34,0.35,0.32,0.33,0.33,0.32,0.29,0.36,0.33,0.29,0.29,0.33,0.33,0.28,0.33,0.3,0.3,0.3,0.27,0.28,0.29,0.3,0.3,0.31,0.26,0.3,0.3,0.28,0.28,0.27,0.48,0.27,0.27,0.25,0.27,0.27,0.28,0.27,0.25,0.29,0.25,0.26,0.24,0.25,0.32,0.23,0.26,0.22,0.22,0.0,0.2,0.24,0.21,0.23,0.29,0.22,0.23,0.22,0.2,0.23,0.22,0.23,0.26,0.24,0.19,0.21,0.24,0.2,0.19,0.18,0.2,0.21,0.23,0.18,0.17,0.19,0.22,0.19,0.0,0.18,0.17,0.19,0.2,0.18,0.21,0.19,0.22,0.18,0.0,0.17,0.19,0.19,0.18,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.16,0.2,0.0,0.0,0.17,0.18,0.0,0.17,0.0,0.17,0.16,0.15,0.0,0.28,0.17,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.52000000000001
08/26/2021,2.27,2.33,1.53,1.36,1.32,1.3,1.24,1.34,1.13,1.03,0.92,0.92,0.87,0.76,0.91,0.74,0.65,0.64,0.66,0.6,0.78,0.77,0.79,0.7,0.76,0.52,0.54,0.55,0.58,0.59,0.54,0.55,0.43,0.68,0.58,0.54,0.49,0.48,0.48,0.48,0.49,0.51,0.46,0.48,0.47,0.48,0.49,0.47,0.45,0.46,0.43,0.45,0.48,0.47,0.44,0.43,0.47,0.38,0.45,0.39,0.0,0.52,0.46,0.45,0.42,0.44,0.39,0.44,0.37,0.4,0.38,0.38,0.37,0.37,0.4,0.41,0.38,0.37,0.34,0.36,0.3,0.35,0.37,0.36,0.4,0.29,0.34,0.34,0.32,0.33,0.33,0.32,0.29,0.36,0.33,0.29,0.29,0.33,0.33,0.28,0.32,0.31,0.3,0.3,0.27,0.27,0.29,0.3,0.3,0.31,0.26,0.3,0.3,0.28,0.28,0.27,0.47,0.27,0.26,0.25,0.27,0.27,0.27,0.27,0.26,0.29,0.26,0.26,0.24,0.24,0.33,0.23,0.25,0.23,0.22,0.0,0.2,0.24,0.21,0.23,0.3,0.22,0.23,0.22,0.2,0.23,0.22,0.23,0.26,0.23,0.19,0.2,0.24,0.2,0.19,0.18,0.2,0.21,0.23,0.18,0.17,0.19,0.22,0.19,0.0,0.18,0.17,0.19,0.2,0.19,0.21,0.19,0.21,0.18,0.0,0.18,0.19,0.19,0.17,0.19,0.19,0.19,0.2,0.17,0.17,0.18,0.18,0.16,0.2,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.17,0.16,0.15,0.0,0.28,0.17,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.59
08/27/2021,2.29,2.31,1.53,1.33,1.31,1.29,1.24,1.34,1.12,1.02,0.93,0.94,0.87,0.75,0.91,0.74,0.66,0.67,0.66,0.59,0.78,0.76,0.77,0.69,0.77,0.53,0.55,0.55,0.58,0.58,0.54,0.54,0.43,0.7,0.57,0.54,0.5,0.49,0.48,0.47,0.49,0.51,0.47,0.48,0.47,0.47,0.49,0.46,0.45,0.47,0.44,0.45,0.47,0.46,0.44,0.43,0.47,0.38,0.45,0.39,0.0,0.52,0.46,0.45,0.41,0.43,0.4,0.44,0.37,0.4,0.39,0.38,0.36,0.37,0.4,0.41,0.38,0.36,0.34,0.37,0.3,0.35,0.37,0.37,0.4,0.29,0.34,0.34,0.32,0.34,0.33,0.32,0.29,0.36,0.33,0.29,0.29,0.33,0.33,0.29,0.33,0.31,0.3,0.3,0.27,0.27,0.29,0.29,0.3,0.31,0.27,0.29,0.29,0.28,0.28,0.28,0.49,0.26,0.26,0.25,0.27,0.28,0.26,0.27,0.26,0.29,0.25,0.26,0.24,0.24,0.32,0.23,0.25,0.24,0.23,0.0,0.2,0.24,0.21,0.23,0.3,0.23,0.23,0.22,0.2,0.23,0.23,0.22,0.25,0.24,0.19,0.2,0.24,0.2,0.19,0.19,0.2,0.21,0.23,0.18,0.17,0.19,0.22,0.19,0.0,0.18,0.17,0.19,0.2,0.19,0.21,0.19,0.21,0.18,0.0,0.18,0.19,0.2,0.17,0.18,0.19,0.19,0.19,0.17,0.17,0.18,0.18,0.16,0.2,0.0,0.0,0.17,0.17,0.16,0.17,0.0,0.18,0.16,0.15,0.0,0.28,0.17,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.60000000000001
