,CROX,TXRH,JCOM,SAIA,STAA,AEO,LSCC,LHCG,HELE,TTEK,MSTR,EXPO,AMN,NOVT,MMS,QTS,SSD,ALRM,M,WING,KFY,ESNT,POWI,NEOG,WDFC,SIG,CBRL,WTS,MED,SFIX,PNM,QLYS,BKH,SPSC,UFPI,LANC,SWX,ABG,RCII,CNMD,HLI,SXT,TGNA,AIT,WERN,EYE,SHOO,FELE,CVLT,LXP,SONO,STMP,JBT,ATRC,HR,BPMC,ANF,CCOI,KTB,NSP,NSIT,MUSA,FHI,BIG,AWR,LGIH,BRC,PSB,AVA,WK,MMSI,BMI,KNSL,RLI,YELP,LCII,UNF,CWT,SNBR,ALTR,PZZA,MLHR,BJ,NWE,HI,ABM,MGEE,MIME,SBH,CAKE,KWR,GPI,DORM,CWST,BLMN,PDCO,SSTK,FWRD,VSH,WWW,IRBT,PBH,CORT,ODP,HCSG,OMI,EVTC,MANT,TRTN,BXS,IBP,CARG,APPF,EBS,BNL,DLX,PSMT,PRGS,HNI,CELH,SCL,CALX,BCPC,PDM,VGR,TRNO,GNW,COKE,RPAI,VICR,CENTA,CORE,DOC,MNRO,FIX,ENV,KAI,GOLF,BXMT,SYKE,LILAK,MD,BGS,OXM,STRA,MGRC,KLIC,CWEN,CYH,MNR,XPER,SKT,UMBF,CMPR,GMS,BLKB,CSII,IRWD,VSTO,NSA,AMCX,BKE,TTGT,MDP,MEI,LZB,NUS,HIBB,CMC,SJW,ETRN,GEF,AAT,NWBI,CSGS,NARI,ICFI,PCH,BCC,KFRC,CSWI,SUPN,RGR,SFM,PD,UVV,OFC,PFS,AVID,OSIS,WOR,ASB,TNC,XPEL,KRG,DDS,MFA,CMP,BIGC,TUP,JYNT,IPAR,KNL,AAWW,STC,ALG,LRN,VCRA,MATX,JW.A,SAH,MBUU,NBTB,NNI,CRVL,PLUS,WABC,SCS,FIZZ,n/a,TMP,ZD,RVLV,HEES,ENTA,MLKN,VRTV,CADE,IMKTA,SXI,ASO,CXW,UNFI,SUM
08/31/2021,1.33,0.92,0.88,1.02,0.83,0.67,0.84,0.66,0.76,0.82,0.79,0.88,0.76,0.74,0.67,0.68,0.69,0.59,0.77,0.67,0.64,0.66,0.76,0.56,0.52,0.56,0.54,0.64,0.45,0.36,0.56,0.57,0.57,0.69,0.55,0.48,0.54,0.55,0.63,0.48,0.54,0.49,0.47,0.49,0.5,0.53,0.45,0.5,0.47,0.5,0.53,0.74,0.49,0.42,0.44,0.49,0.37,0.41,0.43,0.53,0.45,0.52,0.45,0.34,0.47,0.41,0.4,0.43,0.4,0.49,0.47,0.43,0.42,0.42,0.4,0.45,0.41,0.45,0.36,0.42,0.47,0.44,0.46,0.39,0.4,0.42,0.39,0.47,0.31,0.32,0.39,0.39,0.32,0.4,0.35,0.33,0.39,0.34,0.34,0.38,0.3,0.36,0.31,0.32,0.26,0.28,0.33,0.29,0.33,0.32,0.31,0.35,0.26,0.32,0.32,0.26,0.28,0.28,0.26,0.28,0.27,0.28,0.28,0.26,0.3,0.27,0.26,0.27,0.29,0.29,0.24,0.27,0.26,0.22,0.25,0.26,0.29,0.26,0.27,0.25,0.27,0.27,0.23,0.24,0.24,0.21,0.3,0.3,0.19,0.23,0.24,0.21,0.24,0.21,0.25,0.21,0.19,0.24,0.24,0.25,0.0,0.2,0.23,0.22,0.23,0.22,0.2,0.22,0.23,0.23,0.22,0.23,0.22,0.2,0.22,0.18,0.23,0.21,0.22,0.2,0.23,0.0,0.2,0.2,0.19,0.0,0.19,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.2,0.0,0.18,0.2,0.18,0.0,0.19,0.2,0.18,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.68
09/01/2021,1.33,0.92,0.88,1.02,0.83,0.67,0.85,0.66,0.76,0.82,0.79,0.89,0.76,0.74,0.67,0.67,0.7,0.59,0.77,0.67,0.65,0.66,0.77,0.57,0.52,0.56,0.54,0.64,0.45,0.36,0.56,0.58,0.57,0.69,0.56,0.48,0.54,0.55,0.63,0.48,0.54,0.49,0.47,0.49,0.5,0.53,0.46,0.5,0.47,0.5,0.53,0.73,0.49,0.43,0.44,0.49,0.37,0.42,0.43,0.52,0.45,0.52,0.45,0.35,0.47,0.42,0.4,0.43,0.4,0.49,0.47,0.43,0.42,0.42,0.4,0.45,0.41,0.45,0.36,0.42,0.47,0.45,0.47,0.39,0.4,0.42,0.39,0.47,0.31,0.32,0.39,0.39,0.32,0.4,0.36,0.33,0.39,0.34,0.34,0.39,0.3,0.36,0.31,0.32,0.26,0.28,0.34,0.29,0.33,0.32,0.31,0.36,0.27,0.32,0.32,0.26,0.28,0.28,0.26,0.28,0.27,0.29,0.28,0.26,0.3,0.27,0.26,0.27,0.3,0.29,0.24,0.27,0.26,0.22,0.25,0.26,0.29,0.27,0.27,0.0,0.27,0.28,0.23,0.24,0.24,0.21,0.31,0.3,0.19,0.23,0.24,0.21,0.24,0.21,0.25,0.21,0.19,0.24,0.24,0.26,0.18,0.2,0.23,0.22,0.23,0.22,0.2,0.22,0.23,0.23,0.22,0.23,0.22,0.2,0.22,0.18,0.23,0.22,0.22,0.2,0.23,0.0,0.2,0.2,0.19,0.0,0.19,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.2,0.0,0.18,0.2,0.0,0.0,0.19,0.21,0.18,0.0,0.2,0.2,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.86
09/02/2021,1.35,0.91,0.88,1.04,0.88,0.66,0.88,0.66,0.77,0.84,0.79,0.9,0.79,0.75,0.67,0.68,0.7,0.6,0.76,0.68,0.65,0.65,0.78,0.57,0.54,0.57,0.53,0.66,0.45,0.36,0.56,0.59,0.57,0.71,0.56,0.47,0.54,0.54,0.64,0.48,0.55,0.49,0.47,0.5,0.51,0.55,0.45,0.5,0.48,0.51,0.51,0.75,0.51,0.43,0.45,0.5,0.37,0.43,0.42,0.54,0.47,0.52,0.44,0.35,0.48,0.42,0.4,0.44,0.41,0.5,0.48,0.43,0.44,0.41,0.39,0.45,0.41,0.45,0.36,0.42,0.48,0.44,0.47,0.4,0.41,0.42,0.4,0.46,0.31,0.32,0.4,0.39,0.33,0.41,0.35,0.34,0.39,0.35,0.34,0.38,0.3,0.37,0.32,0.33,0.27,0.28,0.34,0.29,0.34,0.32,0.32,0.36,0.26,0.32,0.33,0.26,0.28,0.28,0.26,0.3,0.27,0.28,0.29,0.27,0.3,0.28,0.26,0.27,0.3,0.3,0.25,0.26,0.26,0.23,0.25,0.26,0.3,0.26,0.27,0.0,0.26,0.29,0.24,0.24,0.25,0.22,0.31,0.3,0.19,0.23,0.24,0.21,0.24,0.21,0.25,0.21,0.19,0.24,0.24,0.26,0.19,0.19,0.25,0.23,0.23,0.23,0.2,0.22,0.24,0.23,0.23,0.23,0.23,0.21,0.23,0.0,0.24,0.22,0.23,0.2,0.23,0.18,0.2,0.2,0.2,0.0,0.2,0.19,0.0,0.19,0.2,0.19,0.18,0.0,0.0,0.2,0.19,0.2,0.0,0.19,0.2,0.0,0.0,0.19,0.21,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.63000000000001
09/03/2021,1.31,0.93,0.89,1.03,0.91,0.64,0.87,0.69,0.78,0.85,0.78,0.91,0.81,0.76,0.68,0.0,0.69,0.61,0.76,0.69,0.65,0.66,0.78,0.58,0.55,0.56,0.55,0.66,0.44,0.36,0.56,0.6,0.57,0.71,0.54,0.47,0.55,0.54,0.62,0.48,0.55,0.49,0.47,0.49,0.5,0.56,0.45,0.5,0.48,0.52,0.52,0.76,0.51,0.43,0.45,0.5,0.36,0.43,0.42,0.54,0.47,0.52,0.45,0.33,0.49,0.43,0.41,0.44,0.41,0.49,0.48,0.44,0.44,0.42,0.4,0.44,0.41,0.45,0.34,0.42,0.49,0.44,0.47,0.4,0.41,0.42,0.4,0.47,0.31,0.33,0.4,0.39,0.32,0.41,0.35,0.34,0.39,0.35,0.34,0.37,0.3,0.37,0.31,0.33,0.26,0.28,0.34,0.29,0.33,0.33,0.32,0.36,0.26,0.32,0.33,0.26,0.28,0.28,0.26,0.31,0.28,0.28,0.29,0.27,0.3,0.28,0.27,0.27,0.3,0.3,0.24,0.0,0.27,0.24,0.25,0.27,0.3,0.26,0.28,0.0,0.26,0.26,0.24,0.24,0.25,0.22,0.31,0.3,0.19,0.23,0.24,0.22,0.24,0.21,0.24,0.21,0.2,0.24,0.24,0.26,0.0,0.2,0.25,0.24,0.23,0.22,0.2,0.23,0.23,0.23,0.22,0.24,0.23,0.21,0.23,0.0,0.23,0.22,0.23,0.2,0.23,0.19,0.2,0.2,0.21,0.0,0.2,0.19,0.0,0.19,0.19,0.2,0.18,0.0,0.0,0.19,0.2,0.21,0.0,0.19,0.2,0.0,0.0,0.19,0.21,0.0,0.0,0.21,0.2,0.0,0.18,0.0,0.18,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.24000000000001
09/06/2021,1.27,0.92,0.88,1.05,0.92,0.56,0.87,0.68,0.78,0.88,0.78,0.91,0.82,0.76,0.68,0.0,0.7,0.61,0.77,0.7,0.66,0.66,0.78,0.58,0.55,0.6,0.55,0.64,0.45,0.34,0.56,0.61,0.58,0.7,0.53,0.47,0.56,0.52,0.62,0.47,0.55,0.5,0.47,0.48,0.5,0.55,0.45,0.5,0.48,0.53,0.52,0.75,0.52,0.43,0.46,0.52,0.35,0.44,0.41,0.55,0.45,0.51,0.43,0.32,0.49,0.43,0.4,0.45,0.42,0.5,0.49,0.43,0.44,0.42,0.39,0.44,0.41,0.46,0.34,0.43,0.49,0.44,0.48,0.4,0.4,0.41,0.41,0.47,0.3,0.32,0.4,0.38,0.32,0.41,0.34,0.36,0.38,0.35,0.33,0.38,0.31,0.37,0.32,0.32,0.27,0.29,0.34,0.29,0.34,0.32,0.32,0.35,0.27,0.32,0.34,0.26,0.28,0.28,0.25,0.33,0.28,0.28,0.3,0.27,0.31,0.29,0.27,0.27,0.3,0.31,0.24,0.0,0.27,0.23,0.25,0.26,0.3,0.25,0.27,0.0,0.26,0.26,0.24,0.24,0.24,0.22,0.32,0.3,0.2,0.23,0.23,0.22,0.23,0.21,0.25,0.22,0.21,0.24,0.23,0.27,0.18,0.2,0.26,0.24,0.21,0.22,0.2,0.23,0.23,0.24,0.23,0.24,0.23,0.21,0.23,0.0,0.23,0.22,0.23,0.2,0.23,0.19,0.19,0.2,0.21,0.18,0.2,0.19,0.0,0.19,0.18,0.19,0.18,0.0,0.0,0.2,0.2,0.21,0.0,0.19,0.21,0.19,0.0,0.19,0.2,0.18,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.23
09/07/2021,1.28,0.91,0.87,1.07,0.92,0.56,0.88,0.67,0.78,0.89,0.8,0.91,0.83,0.75,0.68,0.0,0.69,0.61,0.74,0.7,0.66,0.66,0.78,0.58,0.55,0.59,0.55,0.65,0.46,0.35,0.56,0.61,0.58,0.7,0.52,0.46,0.56,0.52,0.63,0.47,0.55,0.5,0.46,0.48,0.5,0.55,0.44,0.5,0.49,0.53,0.53,0.75,0.52,0.44,0.46,0.52,0.35,0.44,0.42,0.55,0.46,0.52,0.43,0.32,0.49,0.43,0.39,0.45,0.42,0.52,0.49,0.43,0.44,0.42,0.39,0.42,0.41,0.46,0.34,0.43,0.5,0.44,0.49,0.41,0.4,0.41,0.4,0.48,0.3,0.32,0.4,0.38,0.31,0.41,0.33,0.35,0.39,0.35,0.33,0.38,0.31,0.37,0.31,0.32,0.27,0.29,0.34,0.29,0.33,0.33,0.31,0.35,0.27,0.32,0.34,0.26,0.27,0.28,0.25,0.33,0.28,0.28,0.29,0.27,0.31,0.29,0.26,0.27,0.3,0.31,0.24,0.0,0.27,0.24,0.25,0.26,0.31,0.26,0.28,0.0,0.26,0.25,0.24,0.24,0.24,0.23,0.32,0.3,0.2,0.23,0.23,0.22,0.24,0.21,0.25,0.22,0.2,0.24,0.24,0.27,0.0,0.2,0.27,0.23,0.2,0.22,0.2,0.24,0.23,0.24,0.23,0.25,0.23,0.2,0.23,0.0,0.23,0.23,0.23,0.2,0.23,0.19,0.19,0.2,0.23,0.18,0.2,0.19,0.0,0.19,0.18,0.19,0.19,0.0,0.0,0.21,0.19,0.21,0.0,0.19,0.21,0.19,0.0,0.19,0.2,0.18,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.33
09/08/2021,1.28,0.91,0.87,1.07,0.92,0.56,0.88,0.67,0.78,0.89,0.8,0.91,0.83,0.75,0.68,0.0,0.69,0.61,0.74,0.7,0.66,0.66,0.78,0.58,0.55,0.59,0.55,0.65,0.46,0.35,0.56,0.61,0.58,0.7,0.52,0.46,0.56,0.52,0.63,0.47,0.55,0.5,0.46,0.48,0.5,0.55,0.44,0.5,0.49,0.53,0.53,0.75,0.52,0.44,0.46,0.52,0.35,0.44,0.42,0.55,0.46,0.52,0.43,0.32,0.49,0.43,0.39,0.45,0.42,0.52,0.49,0.43,0.44,0.42,0.39,0.42,0.41,0.46,0.34,0.43,0.5,0.44,0.49,0.41,0.4,0.41,0.4,0.48,0.3,0.32,0.4,0.38,0.31,0.41,0.33,0.35,0.39,0.35,0.33,0.38,0.31,0.37,0.31,0.32,0.27,0.29,0.34,0.29,0.33,0.33,0.31,0.35,0.27,0.32,0.34,0.26,0.27,0.28,0.25,0.33,0.28,0.28,0.29,0.27,0.31,0.29,0.26,0.27,0.3,0.31,0.24,0.0,0.27,0.24,0.25,0.26,0.31,0.26,0.28,0.0,0.26,0.25,0.24,0.24,0.24,0.23,0.32,0.3,0.2,0.23,0.23,0.22,0.24,0.21,0.25,0.22,0.2,0.24,0.24,0.27,0.0,0.2,0.27,0.23,0.2,0.22,0.2,0.24,0.23,0.24,0.23,0.25,0.23,0.2,0.23,0.0,0.23,0.23,0.23,0.2,0.23,0.19,0.19,0.2,0.23,0.18,0.2,0.19,0.0,0.19,0.18,0.19,0.19,0.0,0.0,0.21,0.19,0.21,0.0,0.19,0.21,0.19,0.0,0.19,0.2,0.18,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.33
09/09/2021,1.28,0.91,0.87,1.07,0.92,0.56,0.88,0.67,0.78,0.89,0.8,0.9,0.83,0.75,0.68,0.0,0.69,0.61,0.74,0.7,0.66,0.66,0.78,0.58,0.55,0.59,0.55,0.65,0.46,0.35,0.56,0.61,0.58,0.7,0.52,0.46,0.56,0.52,0.63,0.47,0.55,0.5,0.46,0.48,0.5,0.55,0.44,0.5,0.49,0.53,0.53,0.75,0.52,0.44,0.46,0.52,0.35,0.44,0.42,0.55,0.46,0.52,0.43,0.32,0.49,0.43,0.39,0.45,0.42,0.52,0.49,0.43,0.44,0.42,0.39,0.42,0.41,0.46,0.34,0.43,0.5,0.44,0.49,0.41,0.4,0.41,0.4,0.48,0.3,0.32,0.4,0.38,0.31,0.41,0.33,0.35,0.39,0.35,0.33,0.38,0.31,0.37,0.31,0.32,0.27,0.29,0.34,0.29,0.33,0.33,0.31,0.35,0.27,0.32,0.34,0.26,0.27,0.28,0.25,0.33,0.28,0.28,0.29,0.27,0.31,0.29,0.26,0.27,0.3,0.31,0.24,0.0,0.27,0.24,0.25,0.26,0.31,0.26,0.28,0.0,0.26,0.25,0.24,0.24,0.24,0.23,0.32,0.3,0.2,0.23,0.23,0.22,0.24,0.21,0.25,0.22,0.2,0.24,0.24,0.27,0.0,0.2,0.27,0.23,0.2,0.22,0.2,0.24,0.23,0.24,0.23,0.25,0.23,0.2,0.23,0.0,0.23,0.23,0.23,0.2,0.23,0.19,0.19,0.2,0.23,0.18,0.2,0.19,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.21,0.19,0.21,0.0,0.19,0.21,0.19,0.0,0.19,0.2,0.18,0.0,0.21,0.21,0.0,0.18,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.32000000000001
09/10/2021,1.27,0.92,0.87,1.07,0.96,0.56,0.9,0.66,0.79,0.87,0.74,0.9,0.81,0.74,0.68,0.0,0.68,0.61,0.75,0.72,0.68,0.66,0.79,0.58,0.54,0.56,0.55,0.66,0.46,0.36,0.57,0.6,0.57,0.71,0.52,0.47,0.56,0.51,0.62,0.47,0.55,0.5,0.46,0.48,0.51,0.55,0.44,0.5,0.48,0.53,0.51,0.76,0.53,0.44,0.46,0.51,0.35,0.44,0.41,0.55,0.47,0.52,0.42,0.32,0.49,0.43,0.39,0.45,0.42,0.52,0.48,0.43,0.42,0.41,0.38,0.42,0.41,0.46,0.33,0.43,0.5,0.44,0.49,0.41,0.38,0.4,0.41,0.47,0.29,0.32,0.4,0.37,0.32,0.41,0.33,0.36,0.38,0.35,0.33,0.37,0.31,0.36,0.32,0.3,0.27,0.28,0.34,0.29,0.33,0.33,0.31,0.35,0.27,0.31,0.34,0.26,0.28,0.28,0.25,0.33,0.28,0.28,0.29,0.27,0.31,0.29,0.26,0.27,0.31,0.31,0.23,0.0,0.27,0.24,0.25,0.26,0.31,0.26,0.27,0.0,0.26,0.25,0.24,0.23,0.25,0.23,0.33,0.3,0.19,0.23,0.23,0.22,0.24,0.2,0.25,0.21,0.21,0.24,0.23,0.27,0.0,0.2,0.26,0.23,0.21,0.22,0.2,0.21,0.23,0.24,0.24,0.25,0.24,0.21,0.23,0.0,0.23,0.22,0.23,0.2,0.23,0.19,0.19,0.2,0.23,0.0,0.2,0.2,0.0,0.19,0.19,0.19,0.19,0.0,0.18,0.21,0.19,0.21,0.0,0.19,0.21,0.19,0.0,0.19,0.2,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.19,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.13000000000001
09/13/2021,1.32,0.92,0.9,1.04,0.93,0.57,0.88,0.67,0.77,0.89,0.73,0.91,0.82,0.77,0.67,0.0,0.68,0.59,0.75,0.73,0.7,0.66,0.78,0.57,0.54,0.56,0.54,0.67,0.46,0.34,0.57,0.61,0.57,0.73,0.52,0.47,0.56,0.52,0.62,0.47,0.56,0.52,0.45,0.49,0.51,0.57,0.45,0.5,0.47,0.53,0.5,0.77,0.53,0.45,0.46,0.51,0.36,0.44,0.41,0.53,0.45,0.51,0.43,0.32,0.5,0.41,0.39,0.45,0.42,0.51,0.49,0.43,0.41,0.41,0.38,0.42,0.41,0.46,0.35,0.43,0.5,0.42,0.49,0.41,0.38,0.4,0.41,0.47,0.29,0.32,0.41,0.38,0.32,0.42,0.34,0.37,0.38,0.34,0.33,0.36,0.31,0.36,0.32,0.31,0.27,0.27,0.34,0.29,0.33,0.33,0.32,0.36,0.28,0.3,0.33,0.26,0.28,0.28,0.25,0.34,0.28,0.28,0.3,0.27,0.3,0.29,0.26,0.27,0.3,0.31,0.24,0.0,0.27,0.23,0.25,0.26,0.32,0.27,0.28,0.0,0.26,0.25,0.24,0.24,0.25,0.23,0.33,0.31,0.19,0.23,0.22,0.22,0.24,0.2,0.25,0.21,0.2,0.24,0.24,0.27,0.18,0.21,0.26,0.23,0.21,0.22,0.19,0.2,0.23,0.24,0.23,0.25,0.23,0.21,0.23,0.18,0.23,0.22,0.22,0.21,0.23,0.19,0.19,0.2,0.22,0.0,0.2,0.2,0.0,0.19,0.18,0.19,0.19,0.0,0.0,0.2,0.19,0.21,0.0,0.19,0.22,0.0,0.0,0.19,0.21,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.18,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.22000000000001
09/14/2021,1.36,0.92,0.89,1.06,0.89,0.58,0.9,0.66,0.79,0.89,0.71,0.91,0.83,0.77,0.67,0.0,0.68,0.59,0.72,0.75,0.69,0.65,0.79,0.57,0.55,0.56,0.53,0.68,0.46,0.32,0.58,0.6,0.56,0.74,0.52,0.47,0.55,0.51,0.6,0.46,0.55,0.53,0.45,0.49,0.51,0.56,0.45,0.5,0.47,0.53,0.49,0.78,0.54,0.44,0.47,0.54,0.36,0.43,0.42,0.52,0.44,0.5,0.43,0.32,0.49,0.42,0.39,0.44,0.42,0.51,0.49,0.43,0.41,0.41,0.38,0.42,0.41,0.45,0.35,0.43,0.51,0.43,0.5,0.4,0.38,0.4,0.41,0.48,0.28,0.32,0.41,0.38,0.32,0.43,0.33,0.37,0.38,0.34,0.33,0.36,0.31,0.35,0.32,0.31,0.27,0.27,0.34,0.29,0.32,0.33,0.32,0.38,0.28,0.29,0.33,0.26,0.28,0.28,0.25,0.36,0.28,0.28,0.3,0.26,0.3,0.29,0.25,0.27,0.29,0.31,0.24,0.0,0.27,0.23,0.24,0.26,0.32,0.27,0.27,0.0,0.25,0.25,0.25,0.24,0.25,0.22,0.33,0.3,0.18,0.23,0.23,0.22,0.24,0.19,0.24,0.21,0.2,0.23,0.25,0.27,0.18,0.2,0.26,0.23,0.22,0.22,0.19,0.2,0.23,0.23,0.23,0.25,0.23,0.21,0.23,0.0,0.23,0.22,0.22,0.21,0.23,0.19,0.19,0.2,0.22,0.0,0.19,0.2,0.0,0.19,0.0,0.2,0.19,0.19,0.0,0.2,0.19,0.21,0.0,0.19,0.22,0.18,0.0,0.2,0.21,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14000000000001
09/15/2021,1.36,0.92,0.89,1.06,0.89,0.58,0.9,0.66,0.79,0.89,0.71,0.91,0.83,0.77,0.67,0.0,0.68,0.59,0.72,0.75,0.69,0.65,0.79,0.57,0.55,0.56,0.53,0.68,0.46,0.32,0.58,0.6,0.56,0.74,0.52,0.47,0.55,0.51,0.6,0.46,0.55,0.53,0.45,0.49,0.51,0.56,0.45,0.5,0.47,0.53,0.49,0.78,0.54,0.44,0.47,0.54,0.36,0.43,0.42,0.52,0.44,0.5,0.43,0.32,0.49,0.42,0.39,0.44,0.42,0.51,0.49,0.43,0.41,0.41,0.38,0.42,0.41,0.45,0.35,0.43,0.51,0.43,0.5,0.4,0.38,0.4,0.41,0.48,0.28,0.32,0.41,0.38,0.32,0.43,0.33,0.37,0.38,0.34,0.33,0.36,0.31,0.35,0.32,0.31,0.27,0.27,0.34,0.29,0.32,0.33,0.32,0.38,0.28,0.29,0.33,0.26,0.28,0.28,0.25,0.36,0.28,0.28,0.3,0.26,0.3,0.29,0.25,0.27,0.29,0.31,0.24,0.0,0.27,0.23,0.24,0.26,0.32,0.27,0.27,0.0,0.25,0.25,0.25,0.24,0.25,0.22,0.33,0.3,0.18,0.23,0.23,0.22,0.24,0.19,0.24,0.21,0.2,0.23,0.25,0.27,0.18,0.2,0.26,0.23,0.22,0.22,0.19,0.2,0.23,0.23,0.23,0.25,0.23,0.21,0.23,0.0,0.23,0.22,0.22,0.21,0.23,0.19,0.19,0.2,0.22,0.0,0.19,0.2,0.0,0.19,0.0,0.2,0.19,0.19,0.0,0.2,0.19,0.21,0.0,0.19,0.22,0.18,0.0,0.2,0.21,0.0,0.0,0.21,0.23,0.0,0.0,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.14000000000001
09/16/2021,1.3,0.92,0.89,1.06,0.83,0.58,0.92,0.65,0.79,0.9,0.74,0.92,0.82,0.77,0.67,0.0,0.69,0.59,0.73,0.74,0.68,0.66,0.8,0.57,0.55,0.56,0.54,0.69,0.46,0.32,0.58,0.62,0.56,0.75,0.52,0.46,0.55,0.52,0.61,0.46,0.56,0.53,0.47,0.49,0.51,0.56,0.44,0.49,0.47,0.54,0.49,0.77,0.53,0.45,0.47,0.53,0.37,0.44,0.43,0.53,0.44,0.51,0.43,0.32,0.48,0.41,0.4,0.45,0.41,0.52,0.49,0.43,0.41,0.41,0.38,0.42,0.41,0.44,0.36,0.44,0.51,0.43,0.49,0.4,0.38,0.4,0.4,0.48,0.28,0.33,0.4,0.4,0.31,0.43,0.33,0.37,0.38,0.34,0.33,0.36,0.31,0.35,0.31,0.3,0.27,0.28,0.34,0.3,0.32,0.33,0.31,0.38,0.28,0.29,0.34,0.25,0.28,0.28,0.25,0.34,0.28,0.29,0.3,0.26,0.27,0.28,0.27,0.27,0.3,0.32,0.24,0.0,0.27,0.24,0.24,0.26,0.32,0.27,0.27,0.0,0.26,0.25,0.24,0.24,0.24,0.22,0.33,0.3,0.0,0.23,0.23,0.23,0.24,0.2,0.24,0.21,0.2,0.23,0.25,0.27,0.19,0.2,0.26,0.23,0.22,0.22,0.19,0.19,0.23,0.23,0.24,0.25,0.24,0.21,0.23,0.0,0.22,0.22,0.22,0.21,0.23,0.19,0.19,0.19,0.22,0.18,0.2,0.2,0.0,0.19,0.19,0.2,0.19,0.19,0.0,0.21,0.19,0.21,0.0,0.19,0.21,0.0,0.0,0.2,0.2,0.0,0.0,0.21,0.22,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.19000000000001
