,JNJ,LLY,PFE,ABBV,MRK,MRNA,BMY,GILD,AMGN,REGN,VRTX,BIIB,ZTS,ALXN,ALNY,SGEN,HZNP,BMRN,XTSLA,NVAX,JAZZ,NVCR,NBIX,IQV,NTLA,VTRS,UTHR,XLRN,INCY,MRTX,CTLT,CRL,DNLI,BAX,FATE,HALO,EXAS,ELAN,BBIO,DXCM,ARWR,BHC.TO,EXEL,IONS,SRPT,RARE,BPMC,RGEN,APLS,ARNA,GH,AGIO,TXG,ALKS,IOVA,RETA,TGTX,OGN,NKTR,RMD,BCRX,INSM,PRGO,BHVN,COO,SAGE,ACAD,ITCI,TPTX,EDIT,ALEC,KOD,BLUE,OLED,FOLD,BEAM,ALLK,PTCT,VIR,SYNH,LGND,DRNA,AXSM,ICLR,KRTX,GBT,RVNC,ABT,EBS,ADPT,PRTA,SRNE,CORT,NTRA,ABC,FGEN,PODD,PCRX,NVRO,ALLO,IDXX,GKOS,INSP,PTGX,XNCR,INO,DCPH,IRWD,MGNX,ISRG,ARVN,RCUS,MEDP,SGMO,USD,CDNA,TBIO,SUPN,LNTH,KURA,ATRA,PEN,BIO,IART,RCKT,HRTX,MCRB,IMGN,RGNX,ZGNX,VCEL,MRSN,VNDA,RUBY,CDXS,ICUI,REPL,CHRS,CYTK,OCUL,MYGN,NSTG,RDUS,INVA,CERS,PBH,HAE,KDMN,RYTM,RIGL,OPK,CNST,SRRK,MDGL,SNDX,CRTX,KPTI,YMAB,KRYS,ESPR,COLL,EGRX,IDCC,ICPT,ENDP,STOK,AMPH,ATRS,TBPH,AMRX,OMER,CLDX,ARCT,ENTA,AERI,ALBO,CCXI,EPZM,AKBA,CRNX,TVTX,ARDX,MEIP,BTAI,AGLE,GTHX,CUE,AGEN,GOSS,RLMD,ACRS,VXRT,DVAX,CARA,PBYI,PGEN,FIXX,KALA,AXGN,FREQ,ANAB,CLVS,SYRS,FLXN,ATNX,PRVB,MTEM,127.HK,CPRX,ANIK,SPPI,VKTX,KNSA,ZIOP,XENT,CBAY,ATHX,AZN,APLT,n/a,PIRS,URGN,LXRX,BISXX,ANIP,TSVTV,CTMX,SUM
09/02/2021,9.33,6.18,6.58,5.74,5.33,7.78,4.39,4.35,3.57,4.01,2.8,2.72,2.52,0.0,1.51,1.33,1.35,0.89,1.55,0.76,0.48,0.44,0.59,0.58,0.52,0.51,0.53,0.47,0.41,0.46,0.5,0.5,0.29,0.39,0.33,0.36,0.33,0.37,0.29,0.45,0.4,0.35,0.37,0.35,0.35,0.35,0.36,0.44,0.3,0.22,0.27,0.19,0.22,0.28,0.21,0.18,0.15,0.23,0.19,0.25,0.2,0.2,0.17,0.25,0.21,0.16,0.13,0.14,0.18,0.22,0.11,0.18,0.1,0.16,0.2,0.15,0.16,0.15,0.18,0.14,0.14,0.08,0.05,0.16,0.13,0.11,0.11,0.14,0.14,0.12,0.16,0.12,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.11,0.12,0.08,0.13,0.12,0.11,0.11,0.09,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.07,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.1,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.03,0.0,0.0,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.18,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,99.55
09/03/2021,9.29,6.08,6.47,5.74,5.31,7.89,4.37,4.39,3.59,3.98,2.81,2.68,2.5,0.0,1.49,1.32,1.34,0.9,1.55,0.78,0.48,0.44,0.58,0.57,0.54,0.51,0.54,0.47,0.41,0.46,0.5,0.5,0.29,0.39,0.34,0.36,0.33,0.37,0.3,0.46,0.4,0.35,0.37,0.35,0.36,0.35,0.36,0.44,0.3,0.23,0.27,0.19,0.22,0.28,0.22,0.18,0.16,0.24,0.2,0.25,0.2,0.2,0.17,0.25,0.21,0.16,0.13,0.14,0.18,0.22,0.12,0.17,0.1,0.16,0.2,0.15,0.16,0.15,0.19,0.14,0.15,0.08,0.05,0.16,0.13,0.12,0.11,0.14,0.14,0.12,0.16,0.12,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.11,0.12,0.08,0.13,0.12,0.11,0.11,0.09,0.11,0.09,0.12,0.12,0.11,0.1,0.08,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.07,0.05,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.07,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.07,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.02,0.0,1.17,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.54
09/06/2021,9.28,6.04,6.51,5.27,5.31,8.24,4.27,4.32,3.56,3.95,2.77,2.62,2.53,0.0,1.47,1.23,1.35,0.9,1.53,0.84,0.48,0.46,0.58,0.58,0.58,0.52,0.53,0.46,0.41,0.47,0.53,0.5,0.3,0.41,0.34,0.36,0.34,0.37,0.3,0.46,0.41,0.35,0.38,0.36,0.36,0.36,0.37,0.45,0.28,0.25,0.28,0.2,0.23,0.27,0.22,0.19,0.17,0.24,0.2,0.25,0.2,0.21,0.17,0.26,0.21,0.16,0.13,0.15,0.19,0.25,0.12,0.17,0.1,0.16,0.2,0.16,0.17,0.15,0.18,0.14,0.16,0.08,0.06,0.17,0.14,0.12,0.11,0.14,0.13,0.13,0.17,0.13,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.08,0.14,0.12,0.11,0.11,0.1,0.1,0.08,0.12,0.12,0.13,0.1,0.09,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.08,0.06,0.05,0.05,0.07,0.05,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.05,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,1.18,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.51
09/07/2021,9.28,6.04,6.51,5.27,5.31,8.24,4.27,4.32,3.56,3.95,2.77,2.62,2.53,0.0,1.47,1.23,1.35,0.9,1.53,0.84,0.48,0.46,0.58,0.58,0.58,0.52,0.53,0.46,0.41,0.47,0.53,0.5,0.3,0.41,0.34,0.36,0.34,0.37,0.3,0.46,0.41,0.35,0.38,0.36,0.36,0.36,0.37,0.45,0.28,0.25,0.28,0.2,0.23,0.27,0.22,0.19,0.17,0.24,0.2,0.25,0.2,0.21,0.17,0.26,0.21,0.16,0.13,0.15,0.19,0.25,0.12,0.17,0.1,0.16,0.2,0.16,0.17,0.15,0.18,0.14,0.16,0.08,0.06,0.17,0.14,0.12,0.11,0.14,0.13,0.13,0.17,0.13,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.08,0.14,0.12,0.11,0.11,0.1,0.1,0.08,0.12,0.12,0.13,0.1,0.09,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.08,0.06,0.05,0.05,0.07,0.05,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.05,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.05,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,1.18,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.51
09/08/2021,9.29,6.04,6.51,5.25,5.32,8.64,4.24,4.29,3.57,3.97,2.75,2.61,2.53,0.0,1.45,1.19,1.35,0.9,1.53,0.81,0.49,0.45,0.58,0.58,0.59,0.52,0.53,0.46,0.4,0.46,0.54,0.5,0.3,0.42,0.33,0.36,0.34,0.38,0.31,0.47,0.4,0.35,0.37,0.35,0.37,0.37,0.37,0.45,0.29,0.25,0.28,0.2,0.23,0.27,0.22,0.18,0.17,0.24,0.2,0.25,0.19,0.2,0.18,0.26,0.21,0.16,0.12,0.15,0.19,0.24,0.11,0.17,0.1,0.16,0.2,0.16,0.18,0.15,0.17,0.14,0.15,0.08,0.06,0.17,0.13,0.12,0.11,0.14,0.13,0.13,0.17,0.12,0.13,0.13,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.08,0.14,0.12,0.11,0.1,0.1,0.1,0.08,0.12,0.12,0.13,0.1,0.08,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.04,0.0,0.06,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.06,0.05,0.03,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.17,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.58
09/09/2021,9.29,6.04,6.51,5.25,5.32,8.64,4.24,4.29,3.57,3.97,2.75,2.61,2.53,0.0,1.45,1.19,1.35,0.9,1.53,0.81,0.49,0.45,0.58,0.58,0.59,0.52,0.53,0.46,0.4,0.46,0.54,0.5,0.3,0.42,0.33,0.36,0.34,0.38,0.31,0.47,0.4,0.35,0.37,0.35,0.37,0.37,0.37,0.45,0.29,0.25,0.28,0.2,0.23,0.27,0.22,0.18,0.17,0.24,0.2,0.25,0.19,0.2,0.18,0.26,0.21,0.16,0.12,0.15,0.19,0.24,0.11,0.17,0.1,0.16,0.2,0.16,0.18,0.15,0.17,0.14,0.15,0.08,0.06,0.17,0.13,0.12,0.11,0.14,0.13,0.13,0.17,0.12,0.13,0.13,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.08,0.14,0.12,0.11,0.1,0.1,0.1,0.08,0.12,0.12,0.13,0.1,0.08,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.07,0.05,0.05,0.06,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.04,0.0,0.06,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.06,0.05,0.03,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.17,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.58
09/10/2021,9.22,5.98,6.55,5.17,5.27,9.12,4.25,4.28,3.51,3.94,2.69,2.58,2.53,0.0,1.39,1.18,1.35,0.83,1.54,0.88,0.49,0.45,0.57,0.58,0.54,0.51,0.52,0.46,0.4,0.46,0.54,0.51,0.3,0.42,0.33,0.37,0.33,0.38,0.31,0.48,0.39,0.35,0.37,0.33,0.36,0.37,0.36,0.46,0.25,0.25,0.28,0.2,0.24,0.27,0.21,0.19,0.17,0.25,0.2,0.25,0.19,0.2,0.18,0.26,0.21,0.16,0.12,0.14,0.19,0.24,0.11,0.18,0.09,0.15,0.2,0.16,0.18,0.15,0.18,0.14,0.15,0.08,0.06,0.17,0.14,0.12,0.11,0.15,0.13,0.13,0.17,0.12,0.13,0.12,0.13,0.06,0.13,0.11,0.09,0.12,0.12,0.08,0.14,0.12,0.11,0.11,0.1,0.1,0.08,0.12,0.12,0.13,0.1,0.08,0.16,0.07,0.11,0.08,0.07,0.07,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.07,0.06,0.05,0.06,0.09,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.04,0.0,0.06,0.04,0.04,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.03,0.03,0.04,0.03,0.03,0.05,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.0,1.17,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.52
09/13/2021,9.12,5.71,6.54,5.16,5.19,9.66,4.2,4.31,3.47,3.86,2.67,2.4,2.54,0.0,1.42,1.2,1.34,0.87,1.68,0.86,0.49,0.46,0.58,0.58,0.54,0.51,0.54,0.47,0.39,0.45,0.55,0.51,0.29,0.42,0.32,0.36,0.34,0.38,0.31,0.48,0.4,0.35,0.38,0.33,0.38,0.37,0.36,0.47,0.25,0.25,0.28,0.2,0.23,0.28,0.22,0.19,0.18,0.24,0.2,0.26,0.19,0.21,0.19,0.26,0.21,0.16,0.12,0.15,0.19,0.23,0.1,0.18,0.1,0.15,0.2,0.15,0.19,0.15,0.18,0.14,0.16,0.08,0.06,0.17,0.13,0.12,0.12,0.15,0.13,0.13,0.17,0.11,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.08,0.14,0.11,0.11,0.11,0.1,0.1,0.08,0.12,0.13,0.13,0.1,0.09,0.04,0.06,0.11,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.07,0.07,0.05,0.07,0.09,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.04,0.03,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.0,0.03,0.04,0.07,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.14,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.57
09/14/2021,9.12,5.73,6.52,5.16,5.2,9.58,4.2,4.36,3.46,3.91,2.69,2.41,2.57,0.0,1.43,1.22,1.36,0.85,1.72,0.81,0.49,0.44,0.6,0.59,0.55,0.49,0.54,0.48,0.39,0.46,0.54,0.51,0.29,0.42,0.32,0.36,0.34,0.38,0.31,0.48,0.39,0.35,0.39,0.33,0.38,0.37,0.38,0.47,0.16,0.26,0.28,0.2,0.23,0.28,0.21,0.18,0.18,0.24,0.21,0.26,0.19,0.2,0.19,0.26,0.22,0.16,0.12,0.14,0.19,0.24,0.1,0.18,0.1,0.15,0.19,0.15,0.2,0.15,0.19,0.14,0.16,0.08,0.06,0.17,0.14,0.12,0.12,0.15,0.13,0.13,0.18,0.11,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.14,0.11,0.11,0.1,0.1,0.1,0.09,0.12,0.14,0.13,0.1,0.08,0.02,0.06,0.11,0.08,0.07,0.08,0.08,0.08,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.04,0.05,0.05,0.07,0.07,0.05,0.06,0.09,0.05,0.06,0.06,0.03,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.04,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.54
09/15/2021,9.12,5.73,6.52,5.16,5.2,9.58,4.2,4.36,3.46,3.91,2.69,2.41,2.57,0.0,1.43,1.22,1.36,0.85,1.72,0.81,0.49,0.44,0.6,0.59,0.55,0.49,0.54,0.48,0.39,0.46,0.54,0.51,0.29,0.42,0.32,0.36,0.34,0.38,0.31,0.48,0.39,0.35,0.39,0.33,0.38,0.37,0.38,0.47,0.16,0.26,0.28,0.2,0.23,0.28,0.21,0.18,0.18,0.24,0.21,0.26,0.19,0.2,0.19,0.26,0.22,0.16,0.12,0.14,0.19,0.24,0.1,0.18,0.1,0.15,0.19,0.15,0.2,0.15,0.19,0.14,0.16,0.08,0.06,0.17,0.14,0.12,0.12,0.15,0.13,0.13,0.18,0.11,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.14,0.11,0.11,0.1,0.1,0.1,0.09,0.12,0.14,0.13,0.1,0.08,0.02,0.06,0.11,0.08,0.07,0.08,0.08,0.08,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.04,0.05,0.05,0.07,0.07,0.05,0.06,0.09,0.05,0.06,0.06,0.03,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.04,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.54
09/16/2021,9.15,5.76,6.44,5.26,5.24,9.05,4.22,4.41,3.55,3.89,2.75,2.46,2.58,0.0,1.42,1.23,1.34,0.86,1.74,0.79,0.5,0.44,0.61,0.58,0.53,0.5,0.54,0.48,0.4,0.46,0.54,0.5,0.3,0.42,0.31,0.36,0.33,0.38,0.31,0.48,0.4,0.36,0.4,0.33,0.39,0.37,0.39,0.47,0.15,0.26,0.28,0.2,0.22,0.29,0.21,0.19,0.18,0.24,0.21,0.25,0.2,0.21,0.2,0.26,0.21,0.16,0.12,0.15,0.19,0.23,0.11,0.18,0.1,0.16,0.2,0.15,0.2,0.15,0.18,0.15,0.15,0.08,0.06,0.17,0.14,0.11,0.12,0.15,0.13,0.13,0.18,0.11,0.13,0.13,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.15,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.14,0.13,0.1,0.08,0.02,0.06,0.11,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.05,0.06,0.07,0.05,0.07,0.09,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.04,0.03,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/17/2021,9.15,5.76,6.44,5.26,5.24,9.05,4.22,4.41,3.55,3.89,2.75,2.46,2.58,0.0,1.42,1.23,1.34,0.86,1.74,0.79,0.5,0.44,0.61,0.58,0.53,0.5,0.54,0.48,0.4,0.46,0.54,0.5,0.3,0.42,0.31,0.36,0.33,0.38,0.31,0.48,0.4,0.36,0.4,0.33,0.39,0.37,0.39,0.47,0.15,0.26,0.28,0.2,0.22,0.29,0.21,0.19,0.18,0.24,0.21,0.25,0.2,0.21,0.2,0.26,0.21,0.16,0.12,0.15,0.19,0.23,0.11,0.18,0.1,0.16,0.2,0.15,0.2,0.15,0.18,0.15,0.15,0.08,0.06,0.17,0.14,0.11,0.12,0.15,0.13,0.13,0.18,0.11,0.13,0.13,0.13,0.06,0.13,0.12,0.09,0.12,0.12,0.07,0.15,0.12,0.11,0.1,0.1,0.1,0.1,0.12,0.14,0.13,0.1,0.08,0.02,0.06,0.11,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.05,0.06,0.07,0.05,0.07,0.09,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.07,0.07,0.05,0.04,0.03,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
09/20/2021,9.09,5.58,6.41,5.27,5.14,9.47,4.1,4.41,3.55,3.96,2.69,2.43,2.54,0.0,1.44,1.25,1.37,0.84,1.85,0.8,0.49,0.43,0.6,0.59,0.53,0.49,0.53,0.49,0.41,0.47,0.55,0.51,0.3,0.43,0.31,0.37,0.33,0.37,0.3,0.5,0.39,0.34,0.4,0.33,0.41,0.36,0.4,0.48,0.16,0.26,0.28,0.2,0.2,0.28,0.22,0.18,0.18,0.24,0.21,0.25,0.2,0.2,0.19,0.27,0.21,0.16,0.12,0.15,0.19,0.22,0.11,0.18,0.1,0.15,0.2,0.15,0.2,0.15,0.19,0.14,0.16,0.08,0.06,0.18,0.13,0.11,0.11,0.15,0.13,0.13,0.18,0.11,0.13,0.13,0.14,0.06,0.13,0.12,0.1,0.12,0.12,0.08,0.15,0.12,0.11,0.1,0.1,0.1,0.08,0.12,0.13,0.13,0.1,0.08,0.1,0.06,0.0,0.08,0.07,0.08,0.08,0.08,0.09,0.06,0.05,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.05,0.06,0.07,0.05,0.07,0.1,0.05,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.06,0.05,0.03,0.03,0.05,0.03,0.03,0.04,0.06,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.02,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.54
09/21/2021,9.07,5.55,6.33,5.25,5.11,9.24,4.11,4.43,3.58,3.95,2.71,2.43,2.49,0.0,1.45,1.27,1.39,0.85,1.85,0.8,0.49,0.44,0.61,0.58,0.54,0.49,0.52,0.5,0.42,0.48,0.54,0.51,0.3,0.44,0.34,0.37,0.35,0.37,0.32,0.5,0.4,0.33,0.41,0.34,0.41,0.36,0.41,0.49,0.16,0.27,0.29,0.21,0.21,0.28,0.23,0.19,0.19,0.24,0.22,0.25,0.2,0.2,0.19,0.27,0.21,0.17,0.13,0.15,0.19,0.23,0.12,0.19,0.1,0.15,0.2,0.15,0.2,0.15,0.2,0.15,0.17,0.08,0.06,0.18,0.14,0.12,0.12,0.15,0.13,0.14,0.19,0.12,0.12,0.13,0.13,0.06,0.13,0.12,0.1,0.12,0.12,0.08,0.15,0.04,0.11,0.1,0.1,0.1,0.08,0.12,0.14,0.14,0.1,0.08,0.1,0.06,0.0,0.08,0.07,0.08,0.09,0.08,0.09,0.07,0.05,0.05,0.02,0.06,0.08,0.06,0.07,0.04,0.05,0.05,0.06,0.07,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.06,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.07,0.04,0.05,0.09,0.03,0.05,0.05,0.0,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.07,0.07,0.05,0.03,0.04,0.05,0.03,0.03,0.04,0.06,0.0,0.02,0.03,0.03,0.02,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.02,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
