,JNJ,LLY,PFE,ABBV,MRK,MRNA,BMY,GILD,AMGN,REGN,VRTX,BIIB,ZTS,ALXN,ALNY,SGEN,HZNP,BMRN,XTSLA,NVAX,JAZZ,NVCR,NBIX,IQV,NTLA,VTRS,UTHR,XLRN,INCY,MRTX,CTLT,CRL,DNLI,BAX,FATE,HALO,EXAS,ELAN,BBIO,DXCM,ARWR,BHC.TO,EXEL,IONS,SRPT,RARE,BPMC,RGEN,APLS,ARNA,GH,AGIO,TXG,ALKS,IOVA,RETA,TGTX,OGN,NKTR,RMD,BCRX,INSM,PRGO,BHVN,COO,SAGE,ACAD,ITCI,TPTX,EDIT,ALEC,KOD,BLUE,OLED,FOLD,BEAM,ALLK,PTCT,VIR,SYNH,LGND,DRNA,AXSM,ICLR,KRTX,GBT,RVNC,ABT,EBS,ADPT,PRTA,SRNE,CORT,NTRA,ABC,FGEN,PODD,PCRX,NVRO,ALLO,IDXX,GKOS,INSP,PTGX,XNCR,INO,DCPH,IRWD,MGNX,ISRG,ARVN,RCUS,MEDP,SGMO,USD,CDNA,TBIO,SUPN,LNTH,KURA,ATRA,PEN,BIO,IART,RCKT,HRTX,MCRB,IMGN,RGNX,ZGNX,VCEL,MRSN,VNDA,RUBY,CDXS,ICUI,REPL,CHRS,CYTK,OCUL,MYGN,NSTG,RDUS,INVA,CERS,PBH,HAE,KDMN,RYTM,RIGL,OPK,CNST,SRRK,MDGL,SNDX,CRTX,KPTI,YMAB,KRYS,ESPR,COLL,EGRX,IDCC,ICPT,ENDP,STOK,AMPH,ATRS,TBPH,AMRX,OMER,CLDX,ARCT,ENTA,AERI,ALBO,CCXI,EPZM,AKBA,CRNX,TVTX,ARDX,MEIP,BTAI,AGLE,GTHX,CUE,AGEN,GOSS,RLMD,ACRS,VXRT,DVAX,CARA,PBYI,PGEN,FIXX,KALA,AXGN,FREQ,ANAB,CLVS,SYRS,FLXN,ATNX,PRVB,MTEM,127.HK,CPRX,ANIK,SPPI,VKTX,KNSA,ZIOP,XENT,CBAY,ATHX,AZN,APLT,n/a,PIRS,URGN,LXRX,BISXX,ANIP,TSVTV,CTMX,SUM
08/13/2021,9.35,6.36,6.79,5.47,5.24,9.6,4.41,4.19,3.64,3.65,2.77,2.67,2.43,0.0,1.54,1.24,1.3,0.82,1.47,0.75,0.52,0.47,0.54,0.55,0.52,0.53,0.52,0.44,0.4,0.4,0.46,0.46,0.3,0.38,0.42,0.35,0.31,0.33,0.31,0.43,0.37,0.32,0.33,0.35,0.37,0.33,0.36,0.39,0.27,0.22,0.23,0.19,0.21,0.26,0.21,0.17,0.13,0.21,0.19,0.24,0.19,0.18,0.21,0.21,0.19,0.15,0.14,0.12,0.16,0.22,0.12,0.16,0.11,0.15,0.18,0.15,0.15,0.14,0.15,0.13,0.12,0.08,0.05,0.15,0.13,0.13,0.11,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.13,0.07,0.12,0.12,0.08,0.1,0.12,0.07,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.13,0.11,0.09,0.09,0.13,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.05,0.05,0.0,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.09,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.05,0.04,0.12,0.03,0.05,0.04,0.02,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61
08/16/2021,9.55,6.3,6.75,5.59,5.38,8.34,4.44,4.34,3.69,3.65,2.78,2.74,2.48,0.0,1.51,1.25,1.34,0.82,1.49,0.82,0.53,0.47,0.54,0.55,0.55,0.53,0.52,0.44,0.4,0.39,0.47,0.47,0.3,0.38,0.42,0.36,0.31,0.34,0.31,0.43,0.36,0.33,0.35,0.36,0.38,0.34,0.37,0.41,0.26,0.21,0.23,0.19,0.2,0.27,0.2,0.18,0.13,0.24,0.19,0.24,0.21,0.18,0.18,0.22,0.21,0.16,0.14,0.13,0.16,0.23,0.12,0.16,0.1,0.15,0.19,0.15,0.15,0.14,0.15,0.13,0.13,0.08,0.05,0.16,0.12,0.12,0.11,0.14,0.14,0.11,0.14,0.13,0.12,0.11,0.13,0.06,0.12,0.12,0.08,0.1,0.12,0.07,0.12,0.12,0.1,0.12,0.09,0.11,0.09,0.11,0.13,0.11,0.09,0.09,0.16,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.0,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.1,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.05,0.04,0.1,0.0,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.0,0.03,0.0,0.0,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.04,0.03,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.03,0.02,0.0,1.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52
08/17/2021,9.57,6.29,6.9,5.61,5.4,8.27,4.46,4.34,3.7,3.74,2.76,2.74,2.49,0.0,1.47,1.25,1.34,0.81,1.49,0.85,0.52,0.46,0.55,0.56,0.53,0.53,0.52,0.44,0.4,0.38,0.47,0.47,0.29,0.38,0.4,0.36,0.3,0.35,0.3,0.43,0.37,0.33,0.35,0.36,0.38,0.34,0.36,0.41,0.26,0.21,0.22,0.19,0.2,0.26,0.2,0.18,0.13,0.24,0.18,0.24,0.21,0.17,0.18,0.23,0.21,0.15,0.13,0.13,0.16,0.22,0.12,0.16,0.1,0.15,0.18,0.14,0.15,0.14,0.15,0.13,0.12,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.13,0.11,0.14,0.13,0.12,0.1,0.13,0.06,0.12,0.12,0.08,0.1,0.12,0.07,0.11,0.12,0.11,0.12,0.09,0.11,0.08,0.11,0.13,0.11,0.1,0.09,0.16,0.06,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.05,0.04,0.1,0.0,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.0,0.03,0.02,0.0,0.02,0.0,0.03,0.03,0.02,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53000000000002
08/18/2021,9.57,6.29,6.9,5.61,5.4,8.27,4.46,4.34,3.7,3.74,2.76,2.74,2.49,0.0,1.47,1.25,1.34,0.81,1.49,0.85,0.52,0.46,0.55,0.56,0.53,0.53,0.52,0.44,0.4,0.38,0.47,0.47,0.29,0.38,0.4,0.36,0.3,0.35,0.3,0.43,0.37,0.33,0.35,0.36,0.38,0.34,0.36,0.41,0.26,0.21,0.22,0.19,0.2,0.26,0.2,0.18,0.13,0.24,0.18,0.24,0.21,0.17,0.18,0.23,0.21,0.15,0.13,0.13,0.16,0.22,0.12,0.16,0.1,0.15,0.18,0.14,0.15,0.14,0.15,0.13,0.12,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.13,0.11,0.14,0.13,0.12,0.1,0.13,0.06,0.12,0.12,0.08,0.1,0.12,0.07,0.11,0.12,0.11,0.12,0.09,0.11,0.08,0.11,0.13,0.11,0.1,0.09,0.16,0.06,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.05,0.04,0.1,0.0,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.0,0.03,0.02,0.0,0.02,0.0,0.03,0.03,0.02,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53000000000002
08/19/2021,9.66,6.43,6.96,5.7,5.49,7.93,4.54,4.38,3.73,3.76,2.72,2.75,2.53,0.0,1.48,1.25,1.33,0.81,1.49,0.76,0.51,0.45,0.56,0.57,0.52,0.53,0.51,0.44,0.4,0.38,0.47,0.48,0.29,0.39,0.41,0.36,0.3,0.35,0.3,0.44,0.37,0.33,0.36,0.35,0.36,0.32,0.36,0.41,0.26,0.21,0.21,0.19,0.2,0.26,0.19,0.18,0.13,0.24,0.18,0.24,0.19,0.17,0.18,0.23,0.21,0.15,0.13,0.13,0.16,0.21,0.12,0.16,0.1,0.15,0.18,0.14,0.15,0.14,0.16,0.14,0.12,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.1,0.13,0.06,0.13,0.12,0.08,0.1,0.12,0.07,0.12,0.12,0.1,0.1,0.08,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.18,0.07,0.11,0.07,0.07,0.06,0.07,0.07,0.09,0.07,0.04,0.05,0.02,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.09,0.0,0.05,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.0,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.0,1.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61
08/20/2021,9.58,6.38,7.05,5.66,5.45,8.38,4.48,4.38,3.66,3.81,2.77,2.75,2.51,0.0,1.48,1.26,1.3,0.81,1.51,0.76,0.5,0.44,0.56,0.57,0.51,0.51,0.51,0.44,0.4,0.37,0.46,0.47,0.28,0.38,0.38,0.35,0.3,0.35,0.29,0.44,0.36,0.33,0.36,0.34,0.36,0.32,0.36,0.4,0.26,0.2,0.21,0.19,0.2,0.26,0.19,0.18,0.13,0.24,0.17,0.24,0.18,0.17,0.18,0.23,0.21,0.15,0.13,0.13,0.16,0.21,0.12,0.16,0.1,0.15,0.18,0.14,0.15,0.14,0.15,0.13,0.12,0.08,0.04,0.15,0.12,0.11,0.11,0.14,0.13,0.1,0.14,0.12,0.12,0.1,0.13,0.06,0.13,0.12,0.08,0.1,0.12,0.07,0.12,0.12,0.1,0.1,0.08,0.11,0.09,0.12,0.12,0.11,0.1,0.08,0.13,0.06,0.11,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.04,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.09,0.02,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.04,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52
08/23/2021,9.74,6.47,6.97,5.7,5.55,8.0,4.55,4.39,3.63,3.94,2.78,2.72,2.56,0.0,1.48,1.27,1.3,0.81,1.54,0.72,0.48,0.43,0.56,0.58,0.49,0.52,0.52,0.43,0.41,0.36,0.47,0.48,0.27,0.39,0.4,0.33,0.29,0.36,0.29,0.45,0.36,0.34,0.35,0.34,0.35,0.29,0.36,0.41,0.28,0.2,0.22,0.19,0.2,0.27,0.19,0.17,0.13,0.24,0.17,0.25,0.18,0.17,0.17,0.23,0.21,0.14,0.12,0.12,0.15,0.21,0.11,0.16,0.09,0.16,0.18,0.14,0.14,0.13,0.16,0.13,0.12,0.07,0.04,0.16,0.12,0.11,0.11,0.14,0.13,0.1,0.14,0.12,0.12,0.11,0.13,0.06,0.13,0.11,0.08,0.1,0.12,0.07,0.13,0.12,0.1,0.1,0.08,0.11,0.08,0.12,0.12,0.1,0.1,0.08,0.13,0.07,0.11,0.07,0.07,0.06,0.06,0.07,0.08,0.07,0.04,0.05,0.02,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.09,0.04,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.03,0.04,0.0,0.07,0.04,0.04,0.09,0.02,0.04,0.04,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.05,0.05,0.03,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.02,0.0,0.0,0.02,0.02,0.03,0.03,0.02,0.0,0.03,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.21,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59
08/24/2021,9.69,6.42,6.89,5.69,5.51,8.08,4.55,4.4,3.58,3.95,2.77,2.72,2.55,0.0,1.47,1.27,1.31,0.81,1.53,0.76,0.49,0.44,0.57,0.57,0.5,0.52,0.52,0.44,0.41,0.36,0.48,0.48,0.27,0.38,0.31,0.34,0.3,0.35,0.3,0.45,0.36,0.34,0.36,0.35,0.35,0.29,0.36,0.41,0.28,0.2,0.22,0.19,0.2,0.28,0.19,0.17,0.14,0.23,0.17,0.25,0.18,0.17,0.17,0.24,0.21,0.15,0.12,0.13,0.15,0.21,0.11,0.17,0.09,0.15,0.18,0.14,0.15,0.13,0.17,0.13,0.12,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.14,0.1,0.14,0.12,0.12,0.11,0.13,0.06,0.13,0.12,0.08,0.11,0.12,0.07,0.13,0.12,0.1,0.1,0.08,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.13,0.07,0.11,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.04,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.08,0.02,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.02,0.03,0.04,0.05,0.0,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.58
08/25/2021,9.69,6.42,6.89,5.69,5.51,8.08,4.55,4.4,3.58,3.95,2.77,2.72,2.55,0.0,1.47,1.27,1.31,0.81,1.53,0.76,0.49,0.44,0.57,0.57,0.5,0.52,0.52,0.44,0.41,0.36,0.48,0.48,0.27,0.38,0.31,0.34,0.3,0.35,0.3,0.45,0.36,0.34,0.36,0.35,0.35,0.29,0.36,0.41,0.28,0.2,0.22,0.19,0.2,0.28,0.19,0.17,0.14,0.23,0.17,0.25,0.18,0.17,0.17,0.24,0.21,0.15,0.12,0.13,0.15,0.21,0.11,0.17,0.09,0.15,0.18,0.14,0.15,0.13,0.17,0.13,0.12,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.14,0.1,0.14,0.12,0.12,0.11,0.13,0.06,0.13,0.12,0.08,0.11,0.12,0.07,0.13,0.12,0.1,0.1,0.08,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.13,0.07,0.11,0.07,0.07,0.06,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.04,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.08,0.02,0.04,0.04,0.0,0.03,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.02,0.03,0.04,0.05,0.0,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.58
08/26/2021,9.44,6.24,6.95,5.62,5.4,8.55,4.46,4.34,3.56,3.91,2.76,2.71,2.5,0.0,1.46,1.3,1.32,0.8,1.51,0.81,0.5,0.44,0.57,0.56,0.52,0.51,0.52,0.44,0.4,0.39,0.48,0.48,0.28,0.38,0.33,0.34,0.31,0.35,0.29,0.44,0.37,0.33,0.36,0.34,0.34,0.3,0.36,0.41,0.28,0.22,0.23,0.19,0.2,0.27,0.2,0.18,0.15,0.23,0.18,0.24,0.19,0.18,0.17,0.24,0.21,0.15,0.12,0.13,0.16,0.23,0.11,0.17,0.1,0.15,0.18,0.15,0.15,0.14,0.17,0.13,0.13,0.08,0.05,0.16,0.12,0.11,0.11,0.14,0.14,0.11,0.14,0.12,0.12,0.11,0.13,0.06,0.12,0.12,0.08,0.11,0.12,0.07,0.13,0.12,0.1,0.1,0.09,0.1,0.08,0.12,0.12,0.11,0.1,0.08,0.19,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.06,0.06,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.04,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.09,0.03,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.0,0.02,0.0,0.02,0.02,0.03,0.03,0.0,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.57
08/27/2021,9.39,6.17,6.78,5.68,5.39,8.26,4.46,4.35,3.57,3.95,2.8,2.76,2.5,0.0,1.49,1.32,1.34,0.82,1.52,0.76,0.49,0.45,0.57,0.57,0.54,0.51,0.52,0.44,0.4,0.4,0.49,0.48,0.29,0.38,0.33,0.35,0.31,0.36,0.3,0.45,0.38,0.34,0.36,0.36,0.36,0.31,0.36,0.42,0.28,0.21,0.24,0.19,0.21,0.27,0.2,0.18,0.15,0.23,0.18,0.24,0.19,0.18,0.17,0.24,0.21,0.15,0.13,0.14,0.17,0.23,0.11,0.17,0.1,0.16,0.19,0.15,0.15,0.14,0.18,0.13,0.13,0.08,0.05,0.16,0.13,0.12,0.11,0.14,0.13,0.11,0.15,0.13,0.12,0.12,0.12,0.06,0.13,0.12,0.09,0.11,0.12,0.07,0.13,0.12,0.1,0.1,0.09,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.19,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.04,0.05,0.02,0.06,0.06,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.09,0.05,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.09,0.03,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.04,0.06,0.06,0.05,0.04,0.03,0.04,0.02,0.03,0.04,0.05,0.0,0.02,0.0,0.02,0.02,0.02,0.03,0.03,0.0,0.03,0.04,0.05,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53
08/30/2021,9.33,6.17,6.68,5.74,5.34,8.41,4.39,4.32,3.54,3.95,2.79,2.71,2.5,0.0,1.5,1.34,1.34,0.85,1.46,0.76,0.48,0.44,0.57,0.57,0.52,0.5,0.52,0.45,0.4,0.44,0.5,0.5,0.28,0.38,0.33,0.35,0.32,0.37,0.3,0.45,0.39,0.34,0.37,0.35,0.36,0.33,0.35,0.43,0.29,0.22,0.25,0.19,0.2,0.28,0.21,0.17,0.15,0.24,0.18,0.24,0.19,0.19,0.17,0.24,0.21,0.15,0.12,0.13,0.18,0.23,0.11,0.17,0.1,0.15,0.19,0.14,0.15,0.14,0.18,0.14,0.13,0.07,0.05,0.16,0.13,0.11,0.11,0.14,0.14,0.11,0.16,0.13,0.13,0.12,0.12,0.06,0.13,0.12,0.09,0.11,0.12,0.08,0.13,0.12,0.1,0.11,0.09,0.11,0.08,0.12,0.12,0.11,0.1,0.08,0.26,0.07,0.11,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.04,0.05,0.02,0.06,0.06,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.05,0.07,0.09,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.07,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.1,0.03,0.04,0.04,0.0,0.03,0.04,0.03,0.0,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.06,0.05,0.03,0.03,0.04,0.02,0.03,0.04,0.05,0.0,0.0,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.18,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.58
08/31/2021,9.31,6.13,6.57,5.7,5.32,8.04,4.36,4.31,3.56,3.93,2.82,2.72,2.5,0.0,1.52,1.32,1.34,0.9,1.55,0.74,0.48,0.44,0.59,0.58,0.54,0.51,0.53,0.46,0.41,0.44,0.5,0.5,0.29,0.38,0.33,0.36,0.33,0.37,0.3,0.45,0.4,0.35,0.37,0.35,0.37,0.34,0.36,0.43,0.3,0.22,0.26,0.2,0.21,0.28,0.21,0.18,0.16,0.24,0.19,0.25,0.2,0.2,0.17,0.25,0.21,0.16,0.13,0.13,0.18,0.23,0.12,0.18,0.1,0.16,0.2,0.15,0.16,0.15,0.18,0.14,0.13,0.08,0.05,0.16,0.13,0.12,0.12,0.14,0.14,0.12,0.16,0.13,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.11,0.12,0.08,0.13,0.12,0.11,0.11,0.09,0.11,0.09,0.12,0.12,0.11,0.1,0.09,0.17,0.07,0.11,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.1,0.03,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.07,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.18,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.6
09/01/2021,9.31,6.13,6.57,5.7,5.32,8.04,4.36,4.31,3.56,3.93,2.82,2.72,2.5,0.0,1.52,1.32,1.34,0.9,1.55,0.74,0.48,0.44,0.59,0.58,0.54,0.51,0.53,0.46,0.41,0.44,0.5,0.5,0.29,0.38,0.33,0.36,0.33,0.37,0.3,0.45,0.4,0.35,0.37,0.35,0.37,0.34,0.36,0.43,0.3,0.22,0.26,0.2,0.21,0.28,0.21,0.18,0.16,0.24,0.19,0.25,0.2,0.2,0.17,0.25,0.21,0.16,0.13,0.13,0.18,0.23,0.12,0.18,0.1,0.16,0.2,0.15,0.16,0.15,0.18,0.14,0.13,0.08,0.05,0.16,0.13,0.12,0.12,0.14,0.14,0.12,0.16,0.13,0.13,0.12,0.13,0.06,0.13,0.12,0.09,0.11,0.12,0.08,0.13,0.12,0.11,0.11,0.09,0.11,0.09,0.12,0.12,0.11,0.1,0.09,0.17,0.07,0.11,0.08,0.07,0.08,0.08,0.07,0.09,0.07,0.05,0.05,0.0,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.07,0.1,0.05,0.07,0.06,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.04,0.05,0.0,0.07,0.04,0.04,0.1,0.03,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.0,0.04,0.04,0.06,0.07,0.05,0.04,0.03,0.04,0.03,0.03,0.04,0.05,0.0,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.0,0.03,0.04,0.06,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.03,0.02,0.0,1.18,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.6
