,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,PG,MA,PYPL,DIS,BAC,ASML.AS,ADBE,ROG.SW,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,KO,WMT,PFE,MC.PA,ABT,T,ABBV,PEP,NKE,NOVN.SW,TMO,CVX,MRK,AVGO,LLY,ACN,COST,WFC,DHR,TXN,MCD,SHOP,MDT,QCOM,AZN.L,ULVR.L,ORCL,PM,UPS,HON,1299.HK,LIN,BMY,NOVO B.CO,RY.TO,NEE,SAP.DE,UNP,LOW,C,AMGN,INTU,SBUX,BLK,GS,CBA.AX,RTX,BA,TD.TO,MS,IBM,AMAT,TGT,AMT,SIE.DE,TTE.PA,MMM,DGE.L,GE,AMD,SAN.PA,AXP,CAT,HSBA.L,ISRG,NOW,BHP.AX,OR.PA,SCHW,ALV.DE,DE,CVS,SPGI,CHTR,GSK.L,PLD,ZTS,RIO.L,SYK,MU,BKNG,SQ,LMT,ANTM,CSL.AX,TMUS,BP.L,FIS,XTSLA,MDLZ,SU.PA,LRCX,CCI,ADP,MO,GILD,BATS.L,RDSA.AS,PNC,USB,ENB.TO,TJX,AI.PA,ZM,CI,COP,CSX,EQIX,CME,TFC,GM,MRNA,DUK,ENEL.MI,BNS.TO,AIR.PA,RYDBF,NSC,ITW,DPW.DE,WBC.AX,388.HK,COF,SHW,ILMN,MELI,IBE.MC,DTE.DE,BAS.DE,ADS.DE,MMC,ATVI,BDX,CNR.TO,CB,FDX,EL,DAI.DE,BAM.A.TO,BHP.L,MCO,APD,RKT.L,TWLO,KER.PA,SAN.MC,BMO.TO,ADI,NAB.AX,CL,SO,ICE,BNP.PA,EW,BX,FISV,SNAP,ADSK,ETN,BAYN.DE,NOC,PGR,HUM,WM,HCA,REGN,ABBN.SW,ZURN.SW,ANZ.AX,BSX,UBER,EMR,D,RITN.,GPN,IDXX,USD,ANSGR.IS,UBSG.SW,AON,AAL.L,LONN.SW,GE.,NXPI,GIVN.SW,ADYEN.AS,CAD,RMS.PA,DG,PRX.AS,BAM,PRU.L,SNOW,DG.PA,CFR.SW,IFX.DE,INGA.AS,DXCM,REL.L,EL.PA,CMG,KLAC,DSV.CO,LULU,MSCI,CS.PA,F,MRVL,ECL,n/a,PSA,FCX,CP.TO,VRTX,CM.TO,CNQ.TO,EOG,LLOY.L,GD,NG.L,AIG,SLB,JCI,TRP.TO,MET,EXC,SHEL.L,GLEN.L,PANW,NEM,MBG.DE,NTR.TO,SUM
10/22/2021,4.39,3.9,2.76,1.44,1.48,1.52,0.98,1.25,0.9,0.76,0.7,0.71,0.67,0.62,0.67,0.61,0.56,0.54,0.55,0.63,0.59,0.54,0.49,0.44,0.47,0.5,0.38,0.5,0.39,0.42,0.39,0.4,0.42,0.37,0.37,0.32,0.34,0.39,0.36,0.33,0.41,0.38,0.36,0.37,0.35,0.39,0.37,0.36,0.35,0.32,0.32,0.3,0.29,0.27,0.33,0.24,0.32,0.26,0.25,0.27,0.25,0.28,0.23,0.31,0.27,0.29,0.27,0.26,0.28,0.26,0.21,0.28,0.24,0.24,0.25,0.24,0.24,0.21,0.23,0.25,0.23,0.22,0.22,0.22,0.22,0.23,0.19,0.21,0.21,0.25,0.19,0.21,0.19,0.21,0.21,0.24,0.15,0.19,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.18,0.17,0.14,0.16,0.13,0.18,0.17,0.17,0.17,0.18,0.13,0.18,0.14,0.11,0.15,0.16,0.14,0.13,0.16,0.16,0.15,0.14,0.17,0.15,0.16,0.15,0.14,0.14,0.0,0.12,0.18,0.14,0.12,0.14,0.15,0.13,0.2,0.14,0.12,0.14,0.14,0.16,0.12,0.12,0.11,0.12,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.12,0.0,0.15,0.11,0.13,0.16,0.15,0.0,0.13,0.15,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.12,0.12,0.17,0.12,0.11,0.12,0.13,0.13,0.13,0.15,0.12,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.13,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.53
10/25/2021,4.38,3.91,2.74,1.44,1.46,1.5,0.99,1.28,0.9,0.76,0.68,0.73,0.67,0.64,0.68,0.6,0.55,0.48,0.55,0.63,0.57,0.54,0.48,0.43,0.47,0.51,0.39,0.49,0.4,0.41,0.39,0.4,0.42,0.37,0.39,0.32,0.34,0.39,0.36,0.33,0.42,0.38,0.36,0.37,0.35,0.39,0.37,0.36,0.35,0.32,0.32,0.3,0.29,0.26,0.33,0.24,0.32,0.26,0.25,0.27,0.25,0.28,0.22,0.31,0.27,0.29,0.26,0.27,0.28,0.26,0.21,0.28,0.24,0.24,0.24,0.24,0.24,0.21,0.23,0.24,0.2,0.21,0.22,0.22,0.22,0.23,0.19,0.21,0.2,0.26,0.19,0.21,0.19,0.21,0.21,0.24,0.15,0.19,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.13,0.17,0.14,0.17,0.18,0.17,0.19,0.18,0.13,0.18,0.14,0.11,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.14,0.0,0.13,0.18,0.14,0.13,0.13,0.15,0.13,0.2,0.14,0.12,0.14,0.14,0.16,0.13,0.12,0.11,0.12,0.13,0.13,0.14,0.11,0.13,0.12,0.11,0.12,0.1,0.15,0.11,0.13,0.17,0.15,0.0,0.13,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.12,0.12,0.17,0.13,0.11,0.12,0.13,0.13,0.13,0.16,0.12,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.13,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.49000000000001
10/26/2021,4.36,3.89,2.66,1.37,1.42,1.46,0.99,1.31,0.92,0.76,0.69,0.74,0.68,0.65,0.69,0.61,0.56,0.47,0.54,0.64,0.59,0.54,0.48,0.43,0.47,0.52,0.39,0.5,0.35,0.41,0.39,0.4,0.43,0.38,0.4,0.32,0.34,0.39,0.37,0.33,0.42,0.38,0.36,0.37,0.35,0.4,0.38,0.37,0.35,0.32,0.31,0.28,0.29,0.26,0.34,0.24,0.32,0.26,0.26,0.27,0.25,0.29,0.22,0.31,0.27,0.29,0.26,0.28,0.29,0.26,0.21,0.29,0.24,0.25,0.25,0.24,0.25,0.21,0.23,0.25,0.2,0.22,0.22,0.22,0.22,0.23,0.18,0.21,0.2,0.26,0.19,0.23,0.19,0.21,0.21,0.24,0.14,0.2,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.13,0.17,0.13,0.17,0.17,0.17,0.19,0.18,0.13,0.17,0.14,0.0,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.14,0.0,0.13,0.18,0.14,0.13,0.14,0.15,0.13,0.2,0.14,0.12,0.14,0.13,0.16,0.13,0.12,0.11,0.12,0.13,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.15,0.11,0.13,0.17,0.15,0.0,0.13,0.15,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.17,0.13,0.11,0.12,0.13,0.13,0.13,0.17,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.12,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.14,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.420000000000016
10/27/2021,4.36,3.89,2.66,1.37,1.42,1.46,0.99,1.31,0.92,0.76,0.69,0.74,0.68,0.65,0.69,0.61,0.56,0.47,0.54,0.64,0.59,0.54,0.48,0.43,0.47,0.52,0.39,0.5,0.35,0.41,0.39,0.4,0.43,0.38,0.4,0.32,0.34,0.39,0.37,0.33,0.42,0.38,0.36,0.37,0.35,0.4,0.38,0.37,0.35,0.32,0.31,0.28,0.29,0.26,0.34,0.24,0.32,0.26,0.26,0.27,0.25,0.29,0.22,0.31,0.27,0.29,0.26,0.28,0.29,0.26,0.21,0.29,0.24,0.25,0.25,0.24,0.25,0.21,0.23,0.25,0.2,0.22,0.22,0.22,0.22,0.23,0.18,0.21,0.2,0.26,0.19,0.23,0.19,0.21,0.21,0.24,0.14,0.2,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.13,0.17,0.13,0.17,0.17,0.17,0.19,0.18,0.13,0.17,0.14,0.0,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.14,0.0,0.13,0.18,0.14,0.13,0.14,0.15,0.13,0.2,0.14,0.12,0.14,0.13,0.16,0.13,0.12,0.11,0.12,0.13,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.15,0.11,0.13,0.17,0.15,0.0,0.13,0.15,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.17,0.13,0.11,0.12,0.13,0.13,0.13,0.17,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.12,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.14,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.420000000000016
10/28/2021,4.35,3.86,2.64,1.38,1.42,1.45,1.01,1.47,0.91,0.76,0.69,0.74,0.68,0.64,0.69,0.6,0.56,0.48,0.55,0.64,0.58,0.54,0.48,0.43,0.48,0.52,0.38,0.5,0.35,0.41,0.39,0.41,0.43,0.37,0.39,0.32,0.34,0.38,0.37,0.33,0.42,0.38,0.36,0.37,0.35,0.4,0.38,0.36,0.34,0.32,0.31,0.28,0.29,0.26,0.33,0.24,0.32,0.26,0.26,0.26,0.25,0.29,0.22,0.31,0.27,0.29,0.26,0.28,0.29,0.26,0.21,0.29,0.24,0.25,0.25,0.24,0.24,0.21,0.23,0.25,0.2,0.22,0.23,0.22,0.22,0.23,0.19,0.21,0.2,0.26,0.19,0.22,0.19,0.22,0.21,0.24,0.14,0.2,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.13,0.16,0.14,0.17,0.18,0.17,0.19,0.18,0.13,0.18,0.13,0.0,0.15,0.16,0.14,0.14,0.16,0.15,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.14,0.0,0.13,0.18,0.14,0.13,0.14,0.15,0.13,0.21,0.14,0.12,0.14,0.13,0.16,0.13,0.12,0.11,0.12,0.13,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.1,0.15,0.11,0.13,0.17,0.15,0.1,0.13,0.15,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.17,0.12,0.11,0.12,0.13,0.13,0.13,0.17,0.12,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.12,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.14,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.500000000000014
10/29/2021,4.36,3.88,2.68,1.33,1.43,1.47,1.08,1.45,0.91,0.76,0.69,0.75,0.68,0.64,0.69,0.61,0.55,0.47,0.55,0.64,0.58,0.54,0.48,0.43,0.49,0.52,0.39,0.5,0.34,0.41,0.39,0.4,0.43,0.37,0.4,0.32,0.34,0.39,0.37,0.33,0.42,0.38,0.37,0.38,0.36,0.4,0.38,0.36,0.34,0.32,0.31,0.27,0.29,0.26,0.34,0.24,0.32,0.26,0.28,0.27,0.25,0.29,0.23,0.32,0.27,0.29,0.27,0.28,0.29,0.26,0.21,0.29,0.24,0.25,0.25,0.24,0.24,0.2,0.23,0.25,0.2,0.21,0.23,0.22,0.22,0.22,0.19,0.21,0.21,0.26,0.19,0.22,0.19,0.22,0.22,0.23,0.15,0.2,0.21,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.17,0.13,0.16,0.14,0.18,0.18,0.15,0.19,0.18,0.13,0.18,0.13,0.0,0.15,0.16,0.14,0.14,0.16,0.15,0.15,0.14,0.17,0.16,0.16,0.15,0.14,0.14,0.0,0.13,0.18,0.14,0.13,0.14,0.15,0.13,0.21,0.14,0.12,0.14,0.13,0.16,0.13,0.12,0.11,0.12,0.14,0.13,0.14,0.11,0.12,0.12,0.11,0.12,0.11,0.15,0.11,0.13,0.16,0.15,0.11,0.13,0.15,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.17,0.13,0.11,0.12,0.13,0.13,0.13,0.17,0.12,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.74000000000001
11/01/2021,4.43,4.04,2.73,1.32,1.48,1.53,1.08,1.53,0.9,0.75,0.62,0.75,0.67,0.66,0.69,0.61,0.51,0.46,0.54,0.64,0.59,0.53,0.48,0.41,0.47,0.52,0.38,0.5,0.34,0.41,0.4,0.4,0.42,0.38,0.4,0.32,0.34,0.39,0.37,0.33,0.43,0.38,0.38,0.38,0.36,0.39,0.38,0.37,0.34,0.3,0.32,0.29,0.29,0.26,0.34,0.24,0.31,0.26,0.27,0.26,0.24,0.29,0.22,0.32,0.27,0.3,0.27,0.28,0.29,0.26,0.21,0.29,0.23,0.25,0.25,0.25,0.24,0.2,0.23,0.25,0.2,0.22,0.22,0.22,0.22,0.22,0.18,0.2,0.2,0.26,0.2,0.21,0.19,0.22,0.22,0.23,0.14,0.2,0.21,0.17,0.18,0.2,0.2,0.16,0.18,0.19,0.17,0.12,0.16,0.14,0.18,0.18,0.15,0.19,0.18,0.13,0.17,0.12,0.23,0.15,0.16,0.14,0.14,0.17,0.14,0.15,0.14,0.17,0.16,0.15,0.15,0.14,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.21,0.14,0.12,0.14,0.14,0.15,0.13,0.12,0.11,0.13,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.15,0.11,0.12,0.16,0.15,0.1,0.13,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.16,0.13,0.11,0.12,0.13,0.13,0.13,0.17,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.970000000000006
11/02/2021,4.36,4.14,2.67,1.35,1.51,1.55,1.11,1.59,0.9,0.75,0.62,0.76,0.67,0.66,0.69,0.61,0.52,0.45,0.53,0.64,0.59,0.54,0.48,0.41,0.48,0.53,0.38,0.51,0.34,0.41,0.4,0.4,0.43,0.38,0.4,0.31,0.35,0.39,0.37,0.32,0.44,0.39,0.39,0.38,0.36,0.4,0.38,0.37,0.35,0.3,0.32,0.29,0.28,0.26,0.34,0.24,0.31,0.26,0.27,0.26,0.24,0.29,0.23,0.32,0.26,0.29,0.26,0.28,0.29,0.25,0.21,0.3,0.22,0.25,0.24,0.24,0.24,0.2,0.23,0.25,0.2,0.22,0.23,0.22,0.22,0.22,0.18,0.2,0.2,0.26,0.19,0.21,0.19,0.21,0.22,0.24,0.14,0.2,0.21,0.17,0.18,0.2,0.2,0.16,0.18,0.19,0.18,0.12,0.16,0.14,0.17,0.17,0.15,0.19,0.18,0.13,0.17,0.12,0.0,0.15,0.16,0.14,0.14,0.17,0.14,0.14,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.2,0.14,0.12,0.14,0.13,0.15,0.13,0.12,0.11,0.12,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.15,0.11,0.12,0.16,0.15,0.1,0.13,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.16,0.12,0.11,0.11,0.14,0.13,0.13,0.17,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.94000000000001
11/03/2021,4.36,4.14,2.67,1.35,1.51,1.55,1.11,1.59,0.9,0.75,0.62,0.76,0.67,0.66,0.69,0.61,0.52,0.45,0.53,0.64,0.59,0.54,0.48,0.41,0.48,0.53,0.38,0.51,0.34,0.41,0.4,0.4,0.43,0.38,0.4,0.31,0.35,0.39,0.37,0.32,0.44,0.39,0.39,0.38,0.36,0.4,0.38,0.37,0.35,0.3,0.32,0.29,0.28,0.26,0.34,0.24,0.31,0.26,0.27,0.26,0.24,0.29,0.23,0.32,0.26,0.29,0.26,0.28,0.29,0.25,0.21,0.3,0.22,0.25,0.24,0.24,0.24,0.2,0.23,0.25,0.2,0.22,0.23,0.22,0.22,0.22,0.18,0.2,0.2,0.26,0.19,0.21,0.19,0.21,0.22,0.24,0.14,0.2,0.21,0.17,0.18,0.2,0.2,0.16,0.18,0.19,0.18,0.12,0.16,0.14,0.17,0.17,0.15,0.19,0.18,0.13,0.17,0.12,0.0,0.15,0.16,0.14,0.14,0.17,0.14,0.14,0.13,0.16,0.16,0.15,0.15,0.14,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.2,0.14,0.12,0.14,0.13,0.15,0.13,0.12,0.11,0.12,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.15,0.11,0.12,0.16,0.15,0.1,0.13,0.15,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.16,0.12,0.11,0.11,0.14,0.13,0.13,0.17,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.94000000000001
11/04/2021,4.32,4.09,2.62,1.37,1.45,1.5,1.12,1.71,0.9,0.75,0.62,0.74,0.66,0.66,0.68,0.61,0.51,0.45,0.54,0.64,0.59,0.53,0.48,0.41,0.48,0.53,0.38,0.51,0.35,0.41,0.4,0.4,0.43,0.38,0.4,0.31,0.35,0.39,0.37,0.33,0.43,0.38,0.39,0.38,0.36,0.39,0.38,0.37,0.34,0.3,0.33,0.3,0.28,0.27,0.34,0.24,0.31,0.25,0.26,0.26,0.24,0.29,0.23,0.32,0.26,0.29,0.27,0.28,0.29,0.25,0.21,0.29,0.23,0.25,0.25,0.25,0.23,0.21,0.23,0.25,0.2,0.22,0.22,0.22,0.22,0.22,0.18,0.2,0.2,0.27,0.2,0.21,0.19,0.22,0.22,0.23,0.14,0.2,0.21,0.17,0.19,0.21,0.19,0.15,0.18,0.19,0.17,0.12,0.16,0.14,0.18,0.17,0.15,0.18,0.18,0.13,0.17,0.12,0.0,0.15,0.16,0.14,0.14,0.17,0.14,0.14,0.13,0.16,0.15,0.15,0.15,0.14,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.2,0.14,0.12,0.14,0.13,0.14,0.13,0.12,0.11,0.11,0.12,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.15,0.11,0.12,0.16,0.15,0.1,0.13,0.15,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.16,0.12,0.11,0.11,0.13,0.13,0.12,0.16,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.73000000000002
11/05/2021,4.34,4.13,2.61,1.36,1.47,1.52,1.14,1.66,0.9,0.76,0.61,0.74,0.66,0.66,0.68,0.61,0.5,0.44,0.53,0.64,0.59,0.53,0.49,0.42,0.48,0.52,0.38,0.51,0.35,0.42,0.4,0.4,0.44,0.38,0.39,0.31,0.36,0.39,0.37,0.32,0.44,0.38,0.39,0.38,0.37,0.4,0.38,0.36,0.35,0.3,0.32,0.29,0.29,0.27,0.35,0.24,0.31,0.25,0.26,0.27,0.24,0.29,0.22,0.33,0.26,0.29,0.27,0.28,0.29,0.25,0.21,0.29,0.23,0.25,0.25,0.24,0.23,0.21,0.23,0.25,0.2,0.22,0.23,0.22,0.22,0.22,0.18,0.21,0.2,0.27,0.2,0.21,0.2,0.21,0.22,0.23,0.13,0.2,0.21,0.17,0.18,0.21,0.19,0.16,0.18,0.19,0.17,0.12,0.16,0.14,0.18,0.17,0.14,0.18,0.18,0.13,0.17,0.12,0.0,0.15,0.16,0.14,0.14,0.17,0.14,0.14,0.13,0.16,0.15,0.15,0.15,0.14,0.14,0.0,0.13,0.17,0.14,0.13,0.14,0.15,0.12,0.21,0.14,0.12,0.14,0.13,0.14,0.13,0.12,0.11,0.11,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.11,0.11,0.15,0.1,0.12,0.16,0.15,0.0,0.13,0.15,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.12,0.16,0.12,0.11,0.11,0.14,0.13,0.13,0.17,0.1,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.11,0.0,0.12,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.830000000000005
