,COSCO SHIPPING Holdings Company Limited (Class H),Yanzhou Coal Mining Company Limited (Class H),Jiangxi Copper Company Ltd. (Class H),688.HK,392.HK,"Chongqing Changan Automobile Co., Ltd. (Class B)",1114.HK,836.HK,1585.HK,"China Molybdenum Co., Ltd. (Class H)","Zijin Mining Group Co., Ltd.",1378.HK,"Xinjiang Goldwind Science & Technology Co., Ltd. (Class H)",2328.HK,2269.HK,992.HK,COSCO SHIPPING Energy Transportation Company Limited (Class H),"Flat Glass Group Co., Ltd. (Class H)",2777.HK,489.HK,1813.HK,Great Wall Motor Company Limited (Class H),2020.HK,2357.HK,US Dollar,1313.HK,285.HK,China Railway Group Ltd. (Class H),968.HK,China Petroleum & Chemical Corporation (Sinopec) (Class H),China Shenhua Energy Company Limited (Class H),1801.HK,China Coal Energy Company Limited,3383.HK,China National Building Material Company Ltd. (Class H),Aluminum Corporation of China Limited (Class H),"Huaxin Cement Co., Ltd. (Class B)","Zoomlion Heavy Industry Science and Technology Co., Ltd. (Class H)",2331.HK,2382.HK,Huadian Power International Corp. Ltd. (Class H),2013.HK,BYD Company Limited (Class H),3888.HK,586.HK,Anhui Conch Cement Company Limited (Class H),1919.HK,1171.HK,D7N.,358.HK,200625.SZ,2899.HK,6865.HK,2208.HK,1138.HK,2333.HK,390.HK,SNPMF,1088.HK,1898.HK,3323.HK,2600.HK,1157.HK,900933.SZ,SHX.,BY6.,AQE.,Hong Kong Dollar,Us Dollars,347.HK,1548.HK,598.HK,3759.HK,1918.HK,ACRE,956.HK,2196.HK,867.HK,3808.HK,1268.HK,2359.HK,135.HK,788.HK,916.HK,3998.HK,857.HK,3380.HK,881.HK,1109.HK,148.HK,3988.HK,1359.HK,3328.HK,6098.HK,Angang Steel Company Limited (Class H),Sinotrans Limited (Class H),6078.HK,"Pharmaron Beijing Co., Ltd. (Class H)","Shanghai Fosun Pharmaceutical (Group) Co, Ltd. (Class H)",China Suntien Green Energy Corporation Limited (Class H),Sinotruk (Hong Kong) Limited,"WuXi AppTec Co., Ltd. (Class H)",Bosideng International Holdings Limited,PetroChina Company Limited (Class H),Bank of China Ltd.,"Bank of Communications Co., Ltd. (Class H)",n/a,8174.T,688101.SS,FTOXX,688001.SS,SUM
08/19/2021,0.0,0.0,0.0,3.55,0.0,0.0,2.4,3.8,0.0,0.0,0.0,2.14,0.0,2.02,1.7,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,3.44,2.04,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.55,0.0,3.06,0.68,0.0,3.24,1.95,1.51,0.0,0.0,0.0,0.88,0.0,3.11,1.36,3.35,0.0,3.46,0.0,2.58,0.63,2.24,3.46,0.0,0.0,3.59,2.73,2.4,2.13,2.08,0.0,2.39,1.84,1.64,1.9,1.4,1.15,1.35,1.29,1.32,1.4,1.18,1.06,0.7,0.65,0.6,0.65,0.65,0.59,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.85,0.0,0.0,0.0,100.02
08/20/2021,0.0,0.0,0.0,3.62,0.0,0.0,2.39,3.86,0.0,0.0,0.0,2.13,0.0,2.05,1.64,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,3.56,1.97,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.56,0.0,3.08,0.67,0.0,3.23,1.96,1.47,0.0,0.0,0.0,0.86,0.0,3.12,1.37,3.26,0.0,3.36,0.0,2.58,0.63,2.28,3.59,0.0,0.0,3.58,2.75,2.39,2.02,2.07,1.86,2.34,1.79,1.68,1.91,1.41,1.1,1.38,1.3,1.33,1.44,1.16,1.07,0.7,0.66,0.57,0.66,0.65,0.6,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,100.02999999999996
08/24/2021,0.0,0.0,0.0,3.58,0.0,0.0,2.3,4.32,0.0,0.0,0.0,2.08,0.0,2.13,1.58,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,3.61,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.6,0.0,3.11,0.64,0.0,3.02,2.07,1.33,0.0,0.0,0.0,0.9,0.0,3.09,1.36,3.21,0.0,3.33,0.0,2.68,0.67,2.36,3.59,0.0,0.0,3.62,2.57,2.29,2.07,2.02,1.66,2.43,1.7,1.69,1.88,1.32,1.07,1.41,1.33,1.38,1.38,1.12,1.1,0.67,0.64,0.59,0.68,0.65,0.61,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,99.99
08/25/2021,0.0,0.0,0.0,3.58,0.0,0.0,2.3,4.32,0.0,0.0,0.0,2.08,0.0,2.13,1.58,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,3.61,1.88,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.6,0.0,3.11,0.64,0.0,3.02,2.07,1.33,0.0,0.0,0.0,0.9,0.0,3.09,1.36,3.21,0.0,3.33,0.0,2.68,0.67,2.36,3.59,0.0,0.0,3.62,2.57,2.29,2.07,2.02,0.0,2.43,1.7,1.69,1.88,1.32,1.07,1.41,1.33,1.38,1.38,1.12,1.1,0.67,0.64,0.59,0.68,0.65,0.61,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.66,0.0,0.0,99.99
08/26/2021,0.0,0.0,0.0,3.56,3.7,0.0,3.51,3.43,3.54,0.0,0.0,3.02,0.0,2.36,2.79,2.49,0.0,0.0,2.42,2.11,2.01,0.0,1.99,1.94,0.0,1.74,1.71,0.0,1.7,0.0,0.0,1.49,0.0,1.33,0.0,0.0,0.0,0.0,1.2,0.98,0.0,0.84,0.0,0.64,0.59,0.0,7.15,4.55,3.09,3.54,3.4,3.23,2.67,2.65,2.42,1.92,1.61,1.54,1.42,1.35,1.31,1.15,1.19,1.17,0.88,0.74,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,107.15
08/27/2021,0.0,0.0,0.0,3.43,0.0,0.0,2.19,4.57,0.0,0.0,0.0,2.06,0.0,2.03,1.74,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,3.48,1.87,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2.61,0.0,3.18,0.68,0.0,3.03,2.0,1.33,0.0,0.0,0.0,0.91,0.0,3.01,1.37,3.36,0.0,3.31,0.0,2.44,0.7,2.39,3.46,0.0,0.0,3.51,3.01,2.38,2.14,1.95,0.0,2.46,1.75,1.69,1.78,1.29,1.13,1.42,1.28,1.48,1.4,1.11,1.08,0.68,0.61,0.6,0.65,0.65,0.57,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.67,0.0,0.0,99.98999999999997
09/06/2021,0.0,0.0,0.0,3.23,0.0,0.0,2.06,4.83,0.0,0.0,0.0,2.09,0.0,2.01,1.54,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,3.45,1.77,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.58,0.0,2.92,0.87,0.0,3.22,1.77,1.33,0.0,0.0,0.0,0.87,0.0,3.1,1.43,3.88,0.0,3.87,0.0,2.58,0.77,2.21,3.5,0.0,0.0,3.91,2.71,2.54,2.06,1.93,0.0,2.6,1.53,1.43,1.82,1.27,1.06,1.55,1.25,1.52,1.49,1.17,1.02,0.66,0.63,0.57,0.63,0.62,0.55,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.46,100.01
09/07/2021,0.0,0.0,0.0,3.27,0.0,0.0,2.1,4.78,0.0,0.0,0.0,2.0,0.0,1.99,1.54,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,3.52,1.72,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,2.58,0.0,2.98,0.89,0.0,3.18,1.71,1.34,0.0,0.0,0.0,0.84,0.0,3.17,1.44,3.88,0.0,3.87,0.0,2.56,0.81,2.12,3.58,0.0,0.0,3.83,2.7,2.61,2.12,1.96,0.0,2.72,1.53,1.49,1.79,1.24,1.08,1.52,1.25,1.53,1.49,1.19,1.02,0.66,0.63,0.55,0.62,0.62,0.56,0.45,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,100.01
09/08/2021,0.0,0.0,0.0,3.27,0.0,0.0,2.1,4.78,0.0,0.0,0.0,2.0,0.0,1.99,1.54,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,3.52,1.72,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,2.58,0.0,2.98,0.89,0.0,3.18,1.71,1.34,0.0,0.0,0.0,0.84,0.0,3.17,1.44,3.88,0.0,3.87,0.0,2.56,0.81,2.12,3.58,0.0,0.0,3.83,2.7,2.61,2.12,1.96,0.0,2.72,1.53,1.49,1.79,1.24,1.08,1.52,1.25,1.53,1.49,1.19,1.02,0.66,0.63,0.55,0.62,0.62,0.56,0.45,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,100.01
09/09/2021,0.0,0.0,0.0,3.27,0.0,0.0,2.1,4.78,0.0,0.0,0.0,2.0,0.0,1.99,1.54,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,3.52,1.72,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,2.58,0.0,2.98,0.89,0.0,3.18,1.71,1.34,0.0,0.0,0.0,0.84,0.0,3.17,1.44,3.88,0.0,3.87,0.0,2.56,0.81,2.12,3.58,0.0,0.0,3.83,2.7,2.61,2.12,1.96,0.0,2.72,1.53,1.49,1.79,1.24,1.08,1.52,1.25,1.53,1.49,1.19,1.02,0.66,0.63,0.55,0.62,0.62,0.56,0.45,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,100.01
09/10/2021,0.0,0.0,0.0,3.12,0.0,0.0,2.25,4.72,0.0,0.0,0.0,1.97,0.0,2.05,1.56,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,3.55,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,2.53,0.0,3.04,0.93,0.0,3.12,1.72,1.31,0.0,0.0,0.0,0.84,0.0,3.11,1.47,3.87,0.0,4.1,0.0,2.53,0.75,2.2,3.62,0.0,0.0,4.12,2.68,2.65,2.12,1.82,0.0,3.01,1.51,1.37,1.73,1.22,1.14,1.49,1.2,1.5,1.47,1.16,0.93,0.65,0.6,0.54,0.61,0.59,0.55,0.43,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,100.03
09/13/2021,0.0,0.0,0.0,3.07,0.0,0.0,2.3,4.97,0.0,0.0,0.0,2.31,0.0,2.01,1.55,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,3.5,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2.5,0.0,2.98,0.97,0.0,3.17,1.69,1.33,0.0,0.0,0.0,0.79,0.0,2.97,1.49,4.1,0.0,4.47,0.0,2.5,0.75,2.12,3.57,0.0,0.0,4.26,2.62,2.53,2.1,1.68,0.0,3.21,1.42,1.38,1.64,1.21,1.1,1.51,1.22,1.56,1.47,1.09,0.87,0.65,0.59,0.55,0.61,0.6,0.54,0.42,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,100.03
09/14/2021,0.0,0.0,0.0,3.12,0.0,0.0,2.32,4.71,0.0,0.0,0.0,2.33,0.0,2.04,1.52,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,3.66,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.53,0.0,3.16,0.91,0.0,3.28,1.68,1.39,0.0,0.0,0.0,0.8,0.0,2.99,1.49,3.9,0.0,4.43,0.0,2.53,0.73,2.1,3.64,0.0,0.0,4.06,2.48,2.57,2.12,1.73,0.0,3.03,1.41,1.4,1.64,1.24,1.11,1.53,1.22,1.54,1.52,1.11,0.9,0.64,0.61,0.56,0.62,0.61,0.55,0.42,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,99.98
09/15/2021,0.0,0.0,0.0,3.12,0.0,0.0,2.32,4.71,0.0,0.0,0.0,2.33,0.0,2.04,1.52,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,3.66,1.67,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.53,0.0,3.16,0.91,0.0,3.28,1.68,1.39,0.0,0.0,0.0,0.8,0.0,2.99,1.49,3.9,0.0,4.43,0.0,2.53,0.73,2.1,3.64,0.0,0.0,4.06,2.48,2.57,2.12,1.73,0.0,3.03,1.41,1.4,1.64,1.24,1.11,1.53,1.22,1.54,1.52,1.11,0.9,0.64,0.61,0.56,0.62,0.61,0.55,0.42,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,99.98
09/16/2021,0.0,0.0,0.0,3.12,0.0,0.0,2.42,4.64,0.0,0.0,0.0,2.4,0.0,2.03,1.47,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,3.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,2.51,0.0,3.16,0.98,0.0,3.47,1.64,1.45,0.0,0.0,0.0,0.78,0.0,3.03,1.52,4.15,0.0,4.73,0.0,2.49,0.73,2.04,3.6,0.0,0.0,4.19,2.34,2.6,2.1,1.68,0.0,3.01,1.38,1.32,1.59,1.21,1.08,1.5,1.19,1.5,1.44,1.15,0.89,0.63,0.61,0.54,0.62,0.62,0.55,0.41,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,100.02
09/17/2021,0.0,0.0,0.0,3.13,0.0,0.0,2.48,4.76,0.0,0.0,0.0,2.36,0.0,2.03,1.53,0.0,0.0,0.0,0.0,3.61,0.0,0.0,0.0,0.0,0.0,3.75,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,2.54,0.0,3.06,0.97,0.0,3.34,1.66,1.41,0.0,0.0,0.0,0.83,0.0,3.08,1.52,4.1,0.0,4.54,0.0,2.51,0.73,2.14,3.59,0.0,0.0,3.85,2.45,2.63,2.21,1.52,0.0,2.91,1.44,1.37,1.56,1.2,1.15,1.54,1.22,1.49,1.48,1.23,0.88,0.63,0.6,0.54,0.63,0.61,0.55,0.4,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,100.03
09/28/2021,0.0,0.0,0.0,3.14,0.0,0.0,2.89,5.6,0.0,0.0,0.0,1.99,0.0,2.05,1.58,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,3.5,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,2.8,0.0,3.05,0.85,0.0,2.9,1.63,1.23,0.0,0.0,0.0,0.76,0.0,3.18,1.43,4.03,0.0,4.22,0.0,2.58,0.87,1.99,3.45,0.0,0.0,3.29,2.46,2.73,2.27,1.4,0.0,4.04,1.33,1.34,1.4,1.12,1.28,1.43,1.24,1.75,1.36,1.31,0.83,0.62,0.59,0.51,0.63,0.58,0.55,0.41,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,99.97
09/29/2021,0.0,0.0,0.0,3.14,0.0,0.0,2.89,5.6,0.0,0.0,0.0,1.99,0.0,2.05,1.58,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,3.5,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,2.8,0.0,3.05,0.85,0.0,2.9,1.63,1.23,0.0,0.0,0.0,0.76,0.0,3.18,1.43,4.03,0.0,4.22,0.0,2.58,0.87,1.99,3.45,0.0,0.0,3.29,2.46,2.73,2.27,1.4,0.0,4.04,1.33,1.34,1.4,1.12,1.28,1.43,1.24,1.75,1.36,1.31,0.83,0.62,0.59,0.51,0.63,0.58,0.55,0.41,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,99.97
10/01/2021,0.0,0.0,0.0,3.18,0.0,0.0,2.14,5.75,0.0,0.0,0.0,1.87,0.0,2.02,1.64,0.0,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,3.31,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,2.83,0.0,2.53,1.0,0.0,2.82,1.58,1.18,0.0,0.0,0.0,0.73,0.0,3.18,1.52,4.1,0.0,4.08,0.0,2.54,0.77,1.93,3.32,0.0,0.0,3.19,2.42,2.55,2.31,1.43,0.0,3.68,1.23,1.29,1.34,1.15,1.28,1.48,1.22,1.83,1.29,1.33,0.86,0.6,0.6,0.52,0.62,0.57,0.55,0.42,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,100.00999999999998
10/12/2021,0.0,0.0,0.0,3.35,0.0,0.0,2.03,4.96,0.0,0.0,0.0,1.88,0.0,2.25,1.57,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,3.42,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,3.05,0.0,2.58,0.9,0.0,2.99,1.77,1.24,0.0,0.0,0.0,0.79,0.0,3.44,1.55,4.29,0.0,4.07,0.0,2.73,0.81,2.1,3.54,0.0,0.0,3.09,2.3,2.65,2.11,1.52,0.0,3.81,1.18,1.4,1.49,1.24,1.32,1.39,1.29,1.67,1.27,1.46,0.99,0.63,0.65,0.55,0.66,0.62,0.61,0.48,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,99.99
10/13/2021,0.0,0.0,0.0,3.35,0.0,0.0,2.03,4.96,0.0,0.0,0.0,1.88,0.0,2.25,1.57,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,3.42,1.39,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,3.05,0.0,2.58,0.9,0.0,2.99,1.77,1.24,0.0,0.0,0.0,0.79,0.0,3.44,1.55,4.29,0.0,4.07,0.0,2.73,0.81,2.1,3.54,0.0,0.0,3.09,2.3,2.65,2.11,1.52,0.0,3.81,1.18,1.4,1.49,1.24,1.32,1.39,1.29,1.67,1.27,1.46,0.99,0.63,0.65,0.55,0.66,0.62,0.61,0.48,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,99.99
10/14/2021,0.0,0.0,0.0,3.44,0.0,0.0,2.03,4.87,0.0,0.0,0.0,1.82,0.0,2.21,1.57,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.0,3.42,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,3.04,0.0,2.52,0.94,0.0,3.0,1.79,1.33,0.0,0.0,0.0,0.83,0.0,3.48,1.62,4.38,0.0,3.9,0.0,2.76,0.82,2.21,3.54,0.0,0.0,3.09,2.34,2.57,2.15,1.53,0.0,3.43,1.21,1.44,1.46,1.26,1.25,1.41,1.31,1.53,1.36,1.48,0.95,0.65,0.64,0.56,0.66,0.61,0.61,0.5,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,99.97
10/15/2021,0.0,0.0,0.0,3.46,0.0,0.0,1.98,4.89,0.0,0.0,0.0,1.83,0.0,2.18,1.52,0.0,0.0,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,3.41,1.37,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,3.15,0.0,2.48,0.97,0.0,3.0,1.76,1.33,0.0,0.0,0.0,0.84,0.0,3.47,1.64,4.6,0.0,3.89,0.0,2.76,0.82,2.17,3.59,0.0,0.0,3.1,2.43,2.51,2.08,1.6,0.0,3.46,1.18,1.44,1.42,1.25,1.26,1.33,1.32,1.55,1.36,1.45,0.96,0.66,0.66,0.55,0.66,0.61,0.61,0.5,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,100.01
10/18/2021,0.0,0.0,0.0,3.45,0.0,0.0,1.85,4.86,0.0,0.0,0.0,1.87,0.0,2.17,1.53,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,3.39,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,3.12,0.0,2.51,0.96,0.0,3.08,1.74,1.36,0.0,0.0,0.0,0.85,0.0,3.45,1.63,4.6,0.0,3.99,0.0,2.71,0.82,2.21,3.58,0.0,0.0,3.12,2.44,2.5,2.1,1.6,0.0,3.47,1.18,1.45,1.41,1.25,1.25,1.33,1.31,1.56,1.35,1.44,0.95,0.66,0.66,0.55,0.66,0.6,0.61,0.5,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,100.0
10/19/2021,0.0,0.0,0.0,3.45,0.0,0.0,1.85,4.86,0.0,0.0,0.0,1.87,0.0,2.17,1.53,0.0,0.0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,3.39,1.38,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,3.12,0.0,2.51,0.96,0.0,3.08,1.74,1.36,0.0,0.0,0.0,0.85,0.0,3.45,1.63,4.6,0.0,3.99,0.0,2.71,0.82,2.21,3.58,0.0,0.0,3.12,2.44,2.5,2.1,1.6,0.0,3.47,1.18,1.45,1.41,1.25,1.25,1.33,1.31,1.56,1.35,1.44,0.95,0.66,0.66,0.55,0.66,0.6,0.61,0.5,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,100.0
10/21/2021,0.0,0.0,0.0,3.34,0.0,0.0,1.75,5.05,0.0,0.0,0.0,1.86,0.0,2.17,1.54,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,3.27,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,3.23,0.0,2.23,0.95,0.0,3.19,1.75,1.43,0.0,0.0,0.0,0.9,0.0,3.43,1.6,4.15,0.0,3.98,0.0,2.74,0.8,2.33,3.49,0.0,0.0,3.12,2.26,2.44,2.06,1.63,0.0,3.63,1.22,1.45,1.41,1.35,1.24,1.27,1.32,1.67,1.44,1.45,0.94,0.72,0.65,0.55,0.67,0.61,0.61,0.5,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,99.99
10/22/2021,0.0,0.0,0.0,3.26,0.0,0.0,1.84,4.7,0.0,0.0,0.0,1.88,0.0,2.16,1.61,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,3.21,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,3.09,0.0,2.5,0.98,0.0,3.25,1.73,1.48,0.0,0.0,0.0,0.89,0.0,3.39,1.62,4.18,0.0,4.15,0.0,2.63,0.77,2.34,3.39,0.0,0.0,3.13,2.36,2.38,2.18,1.63,0.0,3.72,1.26,1.42,1.46,1.29,1.26,1.26,1.3,1.7,1.49,1.44,0.95,0.7,0.62,0.56,0.66,0.59,0.59,0.47,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,99.98
11/08/2021,0.0,0.0,0.0,3.31,0.0,0.0,2.2,5.59,0.0,0.0,0.0,1.57,0.0,2.22,1.53,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,2.98,1.34,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3.26,0.0,2.84,0.83,0.0,2.96,1.93,1.39,0.0,0.0,0.0,0.96,0.0,3.44,1.55,3.6,0.0,3.39,0.0,2.67,0.78,2.8,3.25,0.0,0.0,2.77,2.55,2.12,2.15,1.57,0.0,3.74,1.23,1.34,1.33,1.3,1.21,1.36,1.35,1.97,1.51,1.36,0.93,0.75,0.61,0.54,0.7,0.6,0.64,0.47,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,100.01
