,MRNA,AMGN,GILD,ILMN,REGN,BIIB,VRTX,BNTX,SGEN,HZNP,ALNY,AZN,NVAX,INCY,RPRX,BGNE,BMRN,SNY,NTLA,GH,CRSP,ZLAB,SYNH,UTHR,JAZZ,ARGX,FATE,NBIX,BBIO,XLRN,MRTX,BEAM,SRPT,DNLI,ASND,RARE,ARWR,MEDP,PACB,HALO,EXEL,BPMC,IONS,VIR,TWST,ALKS,ADPT,APLS,KOD,ARVN,EDIT,IBRX,ALLK,SWTX,IOVA,RETA,TPTX,KRTX,CRTX,RLAY,ARNA,ALLO,BCRX,ACAD,VCYT,TBIO,PTCT,FOLD,INSM,AGIO,NKTR,CYTK,ALXO,PRTA,MYGN,PCRX,SAGE,NSTG,ITCI,IMAB,GMAB,HCM,IRWD,ALEC,RUBY,AMRN,PTGX,ZNTL,INO,IGMS,AUP.TO,RCKT,RVNC,XNCR,NGM,GBT,LGND,RVMD,GRFS,CSTL,DCPH,DRNA,CDXS,SGMO,MGNX,REPL,MDGL,NRIX,SRRK,PCVX,QURE,RGNX,SUPN,YMAB,ARCT,BLUE,ALVR,PGEN,RPTX,NKTX,GBIO,KRYS,AMTI,FGEN,IMGN,KURA,FMTX,INVA,ARQT,ATRA,CHRS,LEGN,MNKD,CCXI,ISEE,ENDP,TBPH,OMER,STOK,ENTA,RAPT,AMPH,AXSM,TVTX,VNDA,KDMN,ITOS,PSNL,MRSN,IDYA,STRO,OCUL,KROS,IMVT,SMMT,SNDX,PETQ,ANNX,ZGNX,CRNX,RNA,PLRX,AFMD,FULC,XENE,RYTM,RIGL,ORIC,AERI,DTIL,GOSS,CARA,AKRO,RDUS,ANAB,COLL,MGTX,PASG,GTHX,MCRB,EGRX,KDNY,CGEN,PSTX,EPZM,TCRR,ADAP,CLVS,ICPT,PAHC,SELB,ACIU,VSTM,XBIT,KALV,AVDL,SIGA,MRNS,ALT,SPRO,FRTT,GLPG,BPFH,APLT,AUPH,AKBA,PLLDA.AX,GERN,RDHL,KPTI,RLMD,KZR,FIXX,n/a,AGPXX,AKUS,ANIP,EH3A.,FLXN,JNCE,KNSA,MGTA,TSVTV,CTMX,ABUS,PRVB,VTRS,NVCR,CVAC,MRVI,ABCL,SANA,RXRX,KYMR,HRMY,TIL,LYEL,VERV,ERAS,MORF,INBX,CCCC,AVXL,SEER,MRUS,ATAI,RXDX,BCYC,DAWN,PMVP,MXCT.L,NUVL,ICVX,CRBU,GRTS,IPSC,DSGN,HUMA,ME,ABSI,GLUE,ACRS,JANX,TNYA,KRON,BVS,OMIC,PRAX,IMGO,EWTX,KNTE,QSI,AVIR,TSVT,ACET,TCDA,BCAB,CGEM,NAUT,OMGA,SUM
09/14/2021,14.16,6.68,6.98,5.25,4.81,3.57,3.83,2.18,2.17,1.91,1.76,1.59,1.41,1.24,1.19,1.39,1.13,0.87,0.87,1.03,0.73,0.67,0.78,0.74,0.65,0.71,0.51,0.72,0.59,0.63,0.67,0.54,0.51,0.49,0.64,0.55,0.53,0.55,0.47,0.47,0.49,0.46,0.4,0.53,0.47,0.39,0.42,0.22,0.39,0.38,0.35,0.3,0.45,0.27,0.27,0.27,0.31,0.28,0.22,0.23,0.28,0.28,0.21,0.2,0.26,0.22,0.23,0.23,0.25,0.22,0.23,0.19,0.24,0.27,0.2,0.2,0.21,0.21,0.21,0.18,0.17,0.17,0.16,0.14,0.15,0.16,0.16,0.23,0.13,0.15,0.0,0.18,0.15,0.15,0.14,0.14,0.18,0.17,0.13,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.11,0.13,0.1,0.11,0.13,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.09,0.08,0.09,0.11,0.09,0.09,0.08,0.1,0.09,0.08,0.09,0.09,0.12,0.05,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.55
09/15/2021,14.16,6.68,6.98,5.25,4.81,3.57,3.83,2.18,2.17,1.91,1.76,1.59,1.41,1.23,1.19,1.39,1.13,0.87,0.87,1.03,0.72,0.67,0.78,0.74,0.64,0.7,0.51,0.72,0.59,0.63,0.67,0.54,0.51,0.49,0.64,0.55,0.53,0.55,0.47,0.47,0.49,0.46,0.4,0.53,0.47,0.39,0.42,0.22,0.39,0.38,0.35,0.3,0.45,0.26,0.27,0.27,0.31,0.28,0.22,0.23,0.28,0.28,0.21,0.2,0.26,0.22,0.23,0.23,0.25,0.22,0.23,0.19,0.24,0.27,0.2,0.2,0.21,0.21,0.21,0.18,0.17,0.17,0.16,0.14,0.15,0.16,0.16,0.23,0.13,0.15,0.0,0.18,0.15,0.15,0.14,0.14,0.18,0.17,0.13,0.15,0.15,0.13,0.14,0.11,0.12,0.12,0.11,0.13,0.1,0.11,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.08,0.08,0.09,0.11,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.12,0.05,0.05,0.08,0.07,0.09,0.08,0.07,0.08,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
09/16/2021,13.42,6.87,7.1,5.27,4.8,3.65,3.93,2.08,2.2,1.89,1.75,1.6,1.38,1.28,1.21,1.46,1.14,0.88,0.84,1.02,0.72,0.68,0.8,0.75,0.66,0.71,0.5,0.74,0.61,0.64,0.69,0.51,0.52,0.51,0.66,0.55,0.54,0.54,0.45,0.47,0.51,0.47,0.41,0.52,0.46,0.4,0.42,0.21,0.39,0.37,0.34,0.3,0.46,0.28,0.27,0.27,0.31,0.28,0.21,0.26,0.29,0.28,0.22,0.21,0.26,0.0,0.24,0.24,0.26,0.23,0.24,0.21,0.25,0.26,0.2,0.2,0.21,0.2,0.22,0.17,0.17,0.17,0.16,0.15,0.14,0.17,0.16,0.24,0.13,0.15,0.0,0.18,0.16,0.16,0.16,0.14,0.17,0.17,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.11,0.13,0.15,0.12,0.12,0.11,0.1,0.11,0.1,0.09,0.07,0.12,0.1,0.08,0.09,0.09,0.11,0.09,0.08,0.08,0.11,0.1,0.08,0.1,0.09,0.12,0.05,0.05,0.08,0.07,0.1,0.08,0.07,0.08,0.12,0.07,0.12,0.08,0.08,0.06,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.09,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.57
09/17/2021,13.72,6.87,7.06,5.24,4.86,3.59,3.89,2.13,2.2,1.92,1.78,1.61,1.39,1.28,1.25,1.48,1.12,0.88,0.84,1.03,0.71,0.67,0.8,0.75,0.66,0.71,0.49,0.72,0.58,0.65,0.66,0.51,0.52,0.5,0.65,0.52,0.53,0.52,0.45,0.48,0.51,0.47,0.41,0.52,0.45,0.4,0.41,0.22,0.39,0.38,0.33,0.29,0.47,0.28,0.27,0.27,0.31,0.28,0.2,0.26,0.28,0.28,0.22,0.2,0.26,0.0,0.23,0.23,0.25,0.23,0.23,0.22,0.25,0.27,0.2,0.2,0.21,0.2,0.22,0.18,0.17,0.17,0.16,0.15,0.14,0.16,0.16,0.24,0.13,0.14,0.0,0.17,0.15,0.15,0.16,0.13,0.17,0.17,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.11,0.13,0.16,0.12,0.12,0.11,0.1,0.12,0.09,0.09,0.07,0.12,0.1,0.08,0.09,0.09,0.11,0.09,0.08,0.09,0.11,0.1,0.08,0.1,0.09,0.13,0.05,0.05,0.08,0.07,0.1,0.09,0.07,0.08,0.12,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.05,0.06,0.08,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.06,0.05,0.04,0.04,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67
09/20/2021,13.94,6.82,7.04,5.17,4.85,3.58,3.81,2.34,2.21,1.92,1.77,1.6,1.39,1.31,1.2,1.53,1.11,0.87,0.83,1.01,0.71,0.62,0.78,0.72,0.63,0.7,0.5,0.72,0.58,0.64,0.69,0.51,0.54,0.51,0.66,0.52,0.53,0.53,0.44,0.48,0.51,0.48,0.41,0.54,0.45,0.38,0.43,0.22,0.4,0.37,0.33,0.3,0.45,0.28,0.28,0.26,0.31,0.27,0.22,0.27,0.29,0.28,0.21,0.21,0.25,0.0,0.23,0.23,0.25,0.22,0.23,0.22,0.26,0.26,0.2,0.2,0.21,0.19,0.22,0.17,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.24,0.13,0.14,0.0,0.17,0.15,0.16,0.15,0.13,0.17,0.17,0.14,0.15,0.15,0.13,0.13,0.11,0.1,0.12,0.11,0.13,0.11,0.11,0.13,0.15,0.12,0.12,0.11,0.1,0.12,0.09,0.09,0.08,0.12,0.1,0.08,0.09,0.09,0.11,0.09,0.08,0.09,0.11,0.1,0.09,0.09,0.09,0.14,0.05,0.04,0.08,0.07,0.1,0.09,0.07,0.09,0.11,0.07,0.12,0.08,0.07,0.05,0.08,0.07,0.06,0.06,0.08,0.05,0.07,0.06,0.07,0.07,0.07,0.08,0.05,0.06,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.06,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.2,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.69
09/21/2021,13.49,6.82,7.01,5.1,4.8,3.56,3.8,2.24,2.23,1.94,1.76,1.56,1.38,1.31,1.19,1.58,1.12,0.87,0.84,1.04,0.74,0.62,0.78,0.7,0.63,0.71,0.53,0.72,0.61,0.66,0.7,0.51,0.54,0.5,0.67,0.52,0.53,0.53,0.46,0.47,0.51,0.49,0.41,0.56,0.47,0.38,0.44,0.22,0.41,0.38,0.34,0.31,0.46,0.29,0.3,0.27,0.3,0.28,0.21,0.27,0.29,0.28,0.22,0.21,0.27,0.0,0.24,0.23,0.24,0.23,0.23,0.22,0.24,0.27,0.21,0.2,0.21,0.2,0.22,0.19,0.16,0.16,0.16,0.17,0.15,0.16,0.06,0.23,0.13,0.15,0.0,0.17,0.16,0.16,0.14,0.14,0.18,0.18,0.14,0.16,0.15,0.13,0.13,0.11,0.1,0.12,0.11,0.13,0.11,0.1,0.13,0.15,0.11,0.11,0.11,0.1,0.12,0.09,0.09,0.08,0.11,0.1,0.08,0.08,0.09,0.11,0.09,0.09,0.09,0.11,0.1,0.09,0.09,0.09,0.14,0.05,0.04,0.08,0.07,0.09,0.09,0.07,0.09,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.06,0.06,0.08,0.05,0.08,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.1,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.0,0.06,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54
09/22/2021,13.49,6.82,7.01,5.1,4.8,3.56,3.8,2.24,2.23,1.94,1.76,1.56,1.38,1.31,1.19,1.58,1.12,0.87,0.84,1.04,0.74,0.62,0.78,0.7,0.63,0.71,0.53,0.72,0.61,0.66,0.7,0.51,0.54,0.5,0.67,0.52,0.53,0.53,0.46,0.47,0.51,0.49,0.41,0.56,0.47,0.38,0.44,0.22,0.41,0.38,0.34,0.31,0.46,0.29,0.3,0.27,0.3,0.28,0.21,0.27,0.29,0.28,0.22,0.21,0.27,0.0,0.24,0.23,0.24,0.23,0.23,0.22,0.24,0.27,0.21,0.2,0.21,0.2,0.22,0.19,0.16,0.16,0.16,0.17,0.15,0.16,0.06,0.23,0.13,0.15,0.0,0.17,0.16,0.16,0.14,0.14,0.18,0.18,0.14,0.16,0.15,0.13,0.13,0.11,0.1,0.12,0.11,0.13,0.11,0.1,0.13,0.15,0.11,0.11,0.11,0.1,0.12,0.09,0.09,0.08,0.11,0.1,0.08,0.08,0.09,0.11,0.09,0.09,0.09,0.11,0.1,0.09,0.09,0.09,0.14,0.05,0.04,0.08,0.07,0.09,0.09,0.07,0.09,0.11,0.07,0.12,0.08,0.08,0.05,0.08,0.07,0.06,0.06,0.08,0.05,0.08,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.1,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.0,0.06,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54
09/23/2021,9.17,7.78,7.33,5.64,5.55,3.59,3.78,2.3,2.39,2.02,1.8,1.51,1.4,1.38,1.3,1.68,1.17,0.93,0.9,1.09,0.74,0.71,0.8,0.74,0.65,0.72,0.53,0.75,0.61,0.71,0.76,0.52,0.57,0.5,0.68,0.54,0.54,0.54,0.46,0.49,0.52,0.51,0.42,0.54,0.47,0.4,0.44,0.24,0.43,0.38,0.33,0.31,0.48,0.29,0.31,0.28,0.32,0.28,0.21,0.28,0.3,0.29,0.22,0.22,0.28,0.0,0.24,0.24,0.25,0.23,0.25,0.23,0.25,0.28,0.22,0.2,0.22,0.21,0.24,0.25,0.17,0.17,0.17,0.17,0.14,0.16,0.05,0.24,0.14,0.16,0.0,0.17,0.16,0.16,0.14,0.14,0.19,0.19,0.15,0.15,0.16,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.14,0.15,0.12,0.11,0.11,0.1,0.12,0.09,0.09,0.08,0.12,0.1,0.09,0.09,0.1,0.11,0.09,0.09,0.09,0.11,0.11,0.12,0.09,0.1,0.14,0.05,0.04,0.08,0.07,0.1,0.09,0.07,0.09,0.11,0.08,0.13,0.08,0.08,0.06,0.08,0.07,0.06,0.06,0.08,0.05,0.08,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.1,0.06,0.05,0.05,0.08,0.05,0.06,0.07,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.0,0.06,0.05,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.45
09/24/2021,9.31,7.71,7.33,5.55,5.54,3.52,3.74,2.3,2.46,2.03,1.79,1.51,1.4,1.37,1.28,1.62,1.17,0.92,0.89,1.08,0.73,0.68,0.8,0.73,0.65,0.72,0.53,0.74,0.62,0.77,0.71,0.52,0.57,0.53,0.68,0.54,0.53,0.54,0.45,0.48,0.53,0.52,0.42,0.55,0.49,0.4,0.45,0.24,0.43,0.38,0.33,0.32,0.48,0.29,0.31,0.29,0.32,0.29,0.21,0.28,0.3,0.3,0.23,0.22,0.29,0.0,0.25,0.24,0.25,0.23,0.27,0.23,0.25,0.28,0.22,0.21,0.22,0.2,0.25,0.25,0.18,0.17,0.17,0.17,0.14,0.16,0.06,0.24,0.14,0.16,0.0,0.17,0.17,0.16,0.14,0.14,0.19,0.19,0.15,0.15,0.15,0.13,0.13,0.11,0.11,0.12,0.11,0.13,0.1,0.11,0.15,0.16,0.12,0.11,0.11,0.1,0.13,0.09,0.09,0.08,0.12,0.1,0.09,0.09,0.1,0.11,0.09,0.09,0.09,0.11,0.11,0.12,0.09,0.1,0.14,0.05,0.04,0.08,0.08,0.09,0.09,0.07,0.1,0.12,0.08,0.12,0.08,0.08,0.06,0.09,0.07,0.07,0.06,0.08,0.05,0.07,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.1,0.05,0.05,0.05,0.08,0.05,0.06,0.07,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.0,0.06,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.46
09/27/2021,9.63,7.61,7.24,5.46,5.47,3.45,3.68,2.34,2.44,2.0,1.79,1.5,1.55,1.24,1.28,1.58,1.17,0.92,0.92,1.06,0.75,0.68,0.81,0.73,0.67,0.72,0.53,0.73,0.61,0.79,0.72,0.53,0.59,0.52,0.71,0.54,0.55,0.57,0.44,0.48,0.52,0.52,0.43,0.47,0.48,0.42,0.45,0.23,0.44,0.38,0.34,0.34,0.48,0.28,0.32,0.28,0.31,0.29,0.22,0.28,0.3,0.32,0.22,0.23,0.3,0.0,0.23,0.24,0.26,0.23,0.28,0.23,0.26,0.29,0.22,0.21,0.22,0.19,0.25,0.24,0.18,0.16,0.17,0.16,0.14,0.17,0.07,0.24,0.14,0.16,0.0,0.17,0.17,0.16,0.14,0.13,0.19,0.19,0.15,0.15,0.16,0.13,0.14,0.12,0.1,0.13,0.11,0.13,0.09,0.11,0.13,0.15,0.12,0.11,0.12,0.1,0.12,0.09,0.09,0.08,0.12,0.1,0.09,0.08,0.1,0.11,0.09,0.09,0.1,0.12,0.11,0.12,0.1,0.1,0.14,0.06,0.04,0.08,0.08,0.09,0.08,0.07,0.1,0.12,0.08,0.12,0.08,0.08,0.06,0.08,0.07,0.07,0.06,0.08,0.04,0.07,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.09,0.05,0.06,0.05,0.08,0.05,0.07,0.08,0.06,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.05,0.0,0.06,0.04,0.04,0.0,0.04,0.05,0.05,0.0,0.0,0.04,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.25,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.44
09/28/2021,9.27,7.69,7.31,5.55,5.5,3.49,3.72,2.25,2.41,2.05,1.83,1.55,1.52,1.25,1.3,1.59,1.18,0.92,0.9,1.07,0.73,0.69,0.82,0.72,0.69,0.71,0.51,0.74,0.6,0.84,0.71,0.52,0.6,0.51,0.71,0.53,0.56,0.59,0.42,0.47,0.53,0.52,0.42,0.47,0.46,0.43,0.42,0.23,0.43,0.36,0.33,0.33,0.48,0.28,0.32,0.28,0.3,0.29,0.23,0.28,0.3,0.3,0.22,0.22,0.29,0.0,0.23,0.24,0.26,0.23,0.28,0.23,0.25,0.28,0.21,0.21,0.22,0.19,0.25,0.24,0.17,0.16,0.18,0.16,0.14,0.17,0.07,0.23,0.13,0.15,0.0,0.17,0.17,0.16,0.14,0.13,0.19,0.19,0.15,0.15,0.16,0.14,0.14,0.12,0.1,0.12,0.12,0.12,0.09,0.11,0.13,0.15,0.12,0.1,0.11,0.1,0.12,0.09,0.08,0.08,0.12,0.1,0.09,0.08,0.1,0.11,0.09,0.09,0.1,0.12,0.11,0.12,0.1,0.1,0.14,0.06,0.04,0.08,0.08,0.09,0.08,0.07,0.1,0.12,0.08,0.13,0.08,0.07,0.06,0.08,0.07,0.07,0.06,0.08,0.04,0.08,0.06,0.07,0.07,0.07,0.09,0.05,0.06,0.09,0.05,0.05,0.05,0.08,0.05,0.06,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.06,0.05,0.04,0.04,0.04,0.0,0.07,0.05,0.04,0.0,0.04,0.05,0.05,0.0,0.0,0.04,0.04,0.0,0.05,0.05,0.0,0.04,0.0,0.0,0.25,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.29
