,T,VZ,CVX,ABBV,PFE,PM,MRK,KO,AVGO,MO,IBM,GILD,DUK,SO,COP,BX,KMI,PRU,KMB,NEM,AEP,EXC,SRE,PPL,GIS,WBA,PEG,ED,EIX,LYB,FE,IP,ETR,DTE,DVN,KEY,CFG,OMC,HBAN,K,HPE,CAH,PFG,APO,EVRG,IPG,US Dollar,FNF,NRG,PNW,WU,CMA,NWL,NI,OGE,CPB,FHN,NYCB,BEN,PBCT,JNPR,ORI,ARES,SCCO,APAM,UNM,HBI,HRB,UMPQ,UBSI,FLO,NFG,VLY,FNB,HE,MSM,POR,SR,SWX,ALE,MC,BKH,Axis Capital Holdings Limited,DTM WI,AVA,ISBC,NAVI,NJR,NWE,OGS,SJI,FHI,ASB,BOH,AGR,CVBF,FFBC,FULT,WSBC,MCY,PDCO,VIRT,AXS,018000.KQ,688101.SS,688001.SS,n/a,SLVM WI,KD WI,CHV.,4I1.,PEO.,PG4.,NRA.,SUM
11/04/2021,9.13,6.85,8.4,6.52,5.61,4.66,5.25,4.45,4.32,3.77,3.61,2.2,2.0,1.77,2.14,1.41,1.5,1.3,0.96,1.13,0.94,1.08,0.9,0.82,0.88,0.86,0.7,0.71,0.73,0.8,0.57,0.47,0.47,0.54,0.25,0.58,0.5,0.38,0.62,0.39,0.43,0.35,0.45,0.36,0.31,0.29,0.0,0.29,0.19,0.22,0.22,0.31,0.21,0.23,0.21,0.19,0.25,0.22,0.21,0.23,0.19,0.18,0.15,0.21,0.16,0.16,0.13,0.12,0.13,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.09,0.07,0.09,0.07,0.08,0.09,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
11/05/2021,9.05,6.75,8.3,6.58,5.79,4.6,5.27,4.4,4.33,3.75,3.62,2.21,2.0,1.76,2.08,1.46,1.5,1.31,0.97,1.14,0.94,1.08,0.9,0.83,0.89,0.87,0.7,0.72,0.73,0.81,0.58,0.46,0.47,0.53,0.26,0.58,0.5,0.38,0.62,0.39,0.45,0.35,0.45,0.36,0.31,0.28,0.0,0.29,0.19,0.22,0.22,0.31,0.22,0.23,0.21,0.19,0.25,0.22,0.25,0.23,0.2,0.18,0.15,0.21,0.16,0.17,0.13,0.12,0.14,0.14,0.12,0.12,0.13,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.12,0.09,0.0,0.0,0.07,0.09,0.07,0.09,0.08,0.08,0.08,0.07,0.09,0.08,0.08,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
11/08/2021,8.94,6.68,8.31,6.63,5.61,4.6,5.39,4.45,4.44,3.8,3.48,2.24,1.98,1.77,2.1,1.47,1.49,1.32,0.97,1.14,0.93,1.09,0.9,0.82,0.89,0.9,0.7,0.72,0.73,0.78,0.58,0.46,0.47,0.54,0.27,0.58,0.51,0.38,0.62,0.4,0.45,0.36,0.46,0.36,0.31,0.28,0.0,0.29,0.17,0.21,0.22,0.31,0.22,0.23,0.21,0.19,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.2,0.16,0.17,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,100.01
11/09/2021,8.94,6.68,8.31,6.63,5.61,4.6,5.39,4.45,4.44,3.8,3.48,2.24,1.98,1.77,2.1,1.47,1.49,1.32,0.97,1.14,0.93,1.09,0.9,0.82,0.89,0.9,0.7,0.72,0.73,0.78,0.58,0.46,0.47,0.54,0.27,0.58,0.51,0.38,0.62,0.4,0.45,0.36,0.46,0.36,0.31,0.28,0.0,0.29,0.17,0.21,0.22,0.31,0.22,0.23,0.21,0.19,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.2,0.16,0.17,0.14,0.12,0.14,0.14,0.12,0.12,0.14,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0.0,100.01
11/10/2021,8.99,6.69,8.34,6.6,6.17,4.6,4.82,4.44,4.5,3.83,3.53,2.22,1.98,1.77,2.14,1.44,1.5,1.3,0.97,1.17,0.94,1.09,0.89,0.81,0.89,0.91,0.7,0.73,0.74,0.79,0.58,0.45,0.47,0.54,0.27,0.58,0.5,0.39,0.62,0.39,0.45,0.36,0.46,0.36,0.31,0.28,0.0,0.3,0.17,0.21,0.22,0.31,0.22,0.24,0.21,0.19,0.25,0.22,0.24,0.23,0.2,0.17,0.15,0.21,0.16,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.0,0.0,100.0
11/11/2021,8.99,6.69,8.34,6.6,6.17,4.6,4.82,4.44,4.5,3.83,3.53,2.22,1.98,1.77,2.14,1.44,1.5,1.3,0.97,1.17,0.94,1.09,0.89,0.81,0.89,0.91,0.7,0.73,0.74,0.79,0.58,0.45,0.47,0.54,0.27,0.58,0.5,0.39,0.62,0.39,0.45,0.36,0.46,0.36,0.31,0.28,0.0,0.3,0.17,0.21,0.22,0.31,0.22,0.24,0.21,0.19,0.25,0.22,0.24,0.23,0.2,0.17,0.15,0.21,0.16,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.08,0.07,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,8.89,6.72,8.48,6.54,6.04,4.6,4.91,4.44,4.51,3.81,3.47,2.23,2.0,1.79,2.16,1.49,1.5,1.29,0.98,1.18,0.92,1.09,0.88,0.82,0.9,0.9,0.68,0.73,0.75,0.79,0.57,0.46,0.46,0.53,0.28,0.59,0.51,0.39,0.63,0.4,0.46,0.36,0.46,0.36,0.31,0.28,0.0,0.3,0.17,0.21,0.22,0.31,0.23,0.23,0.21,0.2,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.21,0.17,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,100.05
11/15/2021,8.91,6.7,8.28,6.55,6.36,4.63,4.96,4.43,4.46,3.79,3.43,2.26,1.95,1.77,2.05,1.42,1.48,1.29,0.98,1.22,0.91,1.1,0.85,0.81,0.89,0.9,0.67,0.72,0.75,0.8,0.57,0.47,0.46,0.53,0.27,0.59,0.52,0.39,0.64,0.4,0.46,0.36,0.46,0.35,0.31,0.29,0.0,0.3,0.17,0.22,0.22,0.32,0.22,0.23,0.21,0.19,0.25,0.22,0.23,0.24,0.2,0.17,0.15,0.21,0.17,0.17,0.14,0.12,0.14,0.14,0.12,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,8.91,6.7,8.28,6.55,6.36,4.63,4.96,4.43,4.46,3.79,3.43,2.26,1.95,1.77,2.05,1.42,1.48,1.29,0.98,1.22,0.91,1.1,0.85,0.81,0.89,0.9,0.67,0.72,0.75,0.8,0.57,0.47,0.46,0.53,0.27,0.59,0.52,0.39,0.64,0.4,0.46,0.36,0.46,0.35,0.31,0.29,0.0,0.3,0.17,0.22,0.22,0.32,0.22,0.23,0.21,0.19,0.25,0.22,0.23,0.24,0.2,0.17,0.15,0.21,0.17,0.17,0.14,0.12,0.14,0.14,0.12,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,8.91,6.7,8.28,6.55,6.36,4.63,4.96,4.43,4.46,3.79,3.43,2.26,1.95,1.77,2.05,1.42,1.48,1.29,0.98,1.22,0.91,1.1,0.85,0.81,0.89,0.9,0.67,0.72,0.75,0.8,0.57,0.47,0.46,0.53,0.27,0.59,0.52,0.39,0.64,0.4,0.46,0.36,0.46,0.35,0.31,0.29,0.0,0.3,0.17,0.22,0.22,0.32,0.22,0.23,0.21,0.19,0.25,0.22,0.23,0.24,0.2,0.17,0.15,0.21,0.17,0.17,0.14,0.12,0.14,0.14,0.12,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,8.83,6.67,8.45,6.54,6.27,4.63,4.92,4.4,4.53,3.81,3.38,2.24,1.95,1.74,2.05,1.44,1.48,1.29,0.99,1.22,0.91,1.09,0.87,0.81,0.9,0.89,0.69,0.73,0.74,0.81,0.58,0.46,0.47,0.53,0.27,0.59,0.52,0.38,0.64,0.4,0.43,0.36,0.47,0.35,0.32,0.28,0.0,0.3,0.17,0.22,0.22,0.32,0.22,0.24,0.21,0.2,0.25,0.22,0.23,0.24,0.2,0.17,0.15,0.21,0.16,0.17,0.13,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/19/2021,8.84,6.67,8.54,6.56,6.31,4.55,4.98,4.4,4.58,3.77,3.39,2.25,1.93,1.74,2.07,1.46,1.48,1.31,0.99,1.21,0.91,1.09,0.88,0.82,0.9,0.88,0.68,0.73,0.74,0.79,0.58,0.46,0.47,0.53,0.27,0.59,0.53,0.38,0.65,0.4,0.43,0.36,0.48,0.35,0.32,0.28,0.0,0.31,0.17,0.22,0.21,0.32,0.22,0.24,0.21,0.2,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.21,0.16,0.17,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.07,0.06,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/22/2021,8.84,6.67,8.54,6.56,6.31,4.55,4.98,4.4,4.58,3.77,3.39,2.25,1.93,1.74,2.07,1.46,1.48,1.31,0.99,1.21,0.91,1.09,0.88,0.82,0.9,0.88,0.68,0.73,0.74,0.79,0.58,0.46,0.47,0.53,0.27,0.59,0.53,0.38,0.65,0.4,0.43,0.36,0.48,0.35,0.32,0.28,0.0,0.31,0.17,0.22,0.21,0.32,0.22,0.24,0.21,0.2,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.21,0.16,0.17,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.07,0.06,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/23/2021,8.84,6.67,8.54,6.56,6.31,4.55,4.98,4.4,4.58,3.77,3.39,2.25,1.93,1.74,2.07,1.46,1.48,1.31,0.99,1.21,0.91,1.09,0.88,0.82,0.9,0.88,0.68,0.73,0.74,0.79,0.58,0.46,0.47,0.53,0.27,0.59,0.53,0.38,0.65,0.4,0.43,0.36,0.48,0.35,0.32,0.28,0.0,0.31,0.17,0.22,0.21,0.32,0.22,0.24,0.21,0.2,0.25,0.22,0.24,0.24,0.2,0.17,0.15,0.21,0.16,0.17,0.14,0.12,0.14,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.07,0.06,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,8.77,6.61,8.26,6.64,6.55,4.48,4.84,4.37,4.64,3.73,3.37,2.34,1.94,1.79,2.01,1.5,1.45,1.27,1.0,1.19,0.93,1.09,0.87,0.82,0.89,0.87,0.7,0.74,0.76,0.77,0.58,0.45,0.48,0.53,0.26,0.58,0.53,0.38,0.64,0.39,0.43,0.35,0.48,0.36,0.32,0.27,0.0,0.31,0.17,0.23,0.2,0.32,0.21,0.24,0.22,0.19,0.25,0.22,0.23,0.24,0.21,0.17,0.16,0.21,0.16,0.16,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/25/2021,8.8,6.61,8.39,6.64,6.58,4.51,4.95,4.37,4.66,3.76,3.36,2.29,1.93,1.75,2.08,1.5,1.45,1.29,0.99,1.19,0.92,1.08,0.87,0.81,0.9,0.87,0.68,0.73,0.75,0.78,0.57,0.45,0.48,0.53,0.27,0.59,0.53,0.38,0.64,0.39,0.43,0.36,0.48,0.35,0.32,0.27,0.0,0.31,0.17,0.22,0.21,0.32,0.21,0.24,0.21,0.2,0.25,0.22,0.23,0.24,0.2,0.17,0.16,0.21,0.16,0.16,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.07,0.06,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/26/2021,8.88,6.63,8.47,6.7,6.5,4.38,4.9,4.37,4.47,3.75,3.34,2.37,1.96,1.77,2.1,1.47,1.45,1.29,1.0,1.15,0.93,1.09,0.88,0.82,0.9,0.86,0.7,0.74,0.76,0.8,0.57,0.45,0.48,0.53,0.27,0.59,0.54,0.39,0.65,0.4,0.43,0.35,0.49,0.34,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.32,0.21,0.24,0.22,0.2,0.25,0.22,0.23,0.25,0.2,0.18,0.15,0.2,0.16,0.16,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/29/2021,8.78,6.63,8.54,6.7,6.48,4.41,4.88,4.34,4.51,3.74,3.35,2.36,1.96,1.78,2.13,1.5,1.46,1.28,1.0,1.15,0.93,1.1,0.88,0.82,0.9,0.85,0.7,0.74,0.76,0.78,0.58,0.44,0.48,0.53,0.28,0.59,0.54,0.39,0.64,0.4,0.43,0.35,0.49,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.2,0.32,0.21,0.24,0.22,0.2,0.25,0.22,0.23,0.25,0.2,0.17,0.15,0.21,0.16,0.16,0.13,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.09,0.1,0.1,0.09,0.09,0.08,0.11,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/30/2021,8.81,6.74,8.46,6.67,6.97,4.4,4.76,4.27,4.47,3.76,3.37,2.39,1.96,1.77,2.06,1.48,1.46,1.25,1.01,1.18,0.93,1.09,0.87,0.81,0.9,0.85,0.7,0.75,0.76,0.77,0.57,0.45,0.47,0.53,0.27,0.57,0.52,0.39,0.61,0.41,0.43,0.35,0.48,0.34,0.32,0.27,0.0,0.31,0.18,0.22,0.2,0.31,0.21,0.24,0.21,0.2,0.25,0.22,0.22,0.24,0.2,0.17,0.15,0.2,0.16,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.09,0.08,0.08,0.06,0.06,0.07,0.06,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
12/01/2021,8.81,6.74,8.46,6.67,6.97,4.4,4.76,4.27,4.47,3.76,3.37,2.39,1.96,1.77,2.06,1.48,1.46,1.25,1.01,1.18,0.93,1.09,0.87,0.81,0.9,0.85,0.7,0.75,0.76,0.77,0.57,0.45,0.47,0.53,0.27,0.57,0.52,0.39,0.61,0.41,0.43,0.35,0.48,0.34,0.32,0.27,0.0,0.31,0.18,0.22,0.2,0.31,0.21,0.24,0.21,0.2,0.25,0.22,0.22,0.24,0.2,0.17,0.15,0.2,0.16,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.09,0.08,0.08,0.06,0.06,0.07,0.06,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
12/02/2021,8.81,6.74,8.46,6.67,6.97,4.4,4.76,4.27,4.47,3.76,3.37,2.39,1.96,1.77,2.06,1.48,1.46,1.25,1.01,1.18,0.93,1.09,0.87,0.81,0.9,0.85,0.7,0.75,0.76,0.77,0.57,0.45,0.47,0.53,0.27,0.57,0.52,0.39,0.61,0.41,0.43,0.35,0.48,0.34,0.32,0.27,0.0,0.31,0.18,0.22,0.2,0.31,0.21,0.24,0.21,0.2,0.25,0.22,0.22,0.24,0.2,0.17,0.15,0.2,0.16,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.09,0.08,0.08,0.06,0.06,0.07,0.06,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
12/06/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/07/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/08/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/09/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/10/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/13/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/14/2021,8.5,6.69,8.63,6.78,6.94,4.42,4.5,4.28,4.58,3.77,3.44,2.41,1.96,1.79,2.09,1.47,1.43,1.25,1.01,1.14,0.92,1.1,0.88,0.83,0.92,0.83,0.71,0.76,0.78,0.75,0.59,0.44,0.47,0.53,0.27,0.58,0.52,0.4,0.62,0.4,0.45,0.35,0.48,0.35,0.32,0.27,0.0,0.31,0.18,0.22,0.21,0.31,0.21,0.24,0.22,0.2,0.25,0.22,0.22,0.23,0.2,0.17,0.15,0.21,0.15,0.15,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.1,0.09,0.0,0.0,0.07,0.1,0.07,0.09,0.07,0.08,0.09,0.08,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.04,0.06,0.06,0.1,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
