,LLY,EW,NOVOB.CO,REGN,AZN,RO SW,BSX,ABBV,BMY,SYK,MDT,JNJ,BIIB,AMGN,4519.T,DXCM,WELL,ALC.SW,ZBH,068270.KS,4503.T,4543.T,BGNE,SGEN,GMAB.CO,STMN.SW,SOON.SW,3692.HK,FME.DE,VTR,EXAS,UCB.BR,TFX,SN.L,NVCR,PODD,INCY,853.HK,ABMD,DEMANT.CO,DVA,GN.CO,COH.AX,AMP.MI,ALEC,DNLI,NBIX,AMED,OHI,ORP.PA,UTHR,FGEN,HALO,LHCG,1302.HK,INGN,MNKD,1789.HK,ACAD,BKD,1858.HK,AED.BR,EXEL,ANGO,CSH.UN.TO,AGIO,2186.HK,BLUE,EKTA B.ST,MMSI,8086.T,ARNA,LIVN,ITGR,KORI.PA,SBRA,NUVA,BPMC,GKOS,TCMD,SILK,2500.HK,PNTG,ENSG,NHC,4547.T,RYM.NZ,EPZM,DHC,ATEC,NHI,RDUS,LTC,HRTX,OMER,AERI,PHM.MC,AMRN,TBPH,CASH,n/a,RO.SW,NOVO B.CO,TSVTV,SUM
08/26/2021,4.05,3.85,4.26,3.87,3.29,3.53,3.15,3.12,3.08,2.94,2.95,3.02,2.85,2.52,2.72,2.68,1.9,2.2,1.65,1.81,1.73,1.73,1.35,1.63,1.69,1.62,1.37,0.92,1.29,1.09,0.88,1.21,0.96,0.91,0.74,1.04,0.88,0.55,0.86,0.73,0.78,0.58,0.61,0.64,0.36,0.33,0.47,0.31,0.4,0.43,0.48,0.18,0.31,0.29,0.29,0.32,0.28,0.21,0.22,0.25,0.28,0.32,0.31,0.31,0.28,0.23,0.24,0.17,0.28,0.32,0.28,0.21,0.28,0.29,0.27,0.23,0.24,0.3,0.16,0.22,0.28,0.16,0.17,0.24,0.26,0.28,0.27,0.16,0.2,0.2,0.21,0.19,0.21,0.17,0.23,0.21,0.2,0.26,0.18,0.0,0.26,0.0,0.0,0.0,99.92
08/27/2021,3.96,3.88,4.16,3.88,3.27,3.51,3.2,3.12,3.06,3.0,3.03,2.97,2.87,2.5,2.69,2.69,1.91,2.21,1.68,1.81,1.71,1.72,1.41,1.65,1.67,1.6,1.34,0.93,1.28,1.1,0.9,1.21,0.97,0.91,0.75,1.06,0.88,0.59,0.87,0.72,0.78,0.56,0.6,0.63,0.36,0.34,0.47,0.31,0.41,0.43,0.48,0.17,0.31,0.3,0.3,0.31,0.28,0.23,0.22,0.26,0.29,0.32,0.31,0.31,0.28,0.23,0.25,0.17,0.28,0.32,0.28,0.21,0.29,0.29,0.27,0.23,0.24,0.29,0.16,0.22,0.29,0.17,0.18,0.24,0.26,0.28,0.27,0.16,0.2,0.2,0.22,0.19,0.21,0.18,0.23,0.21,0.2,0.26,0.11,0.0,0.25,0.0,0.0,0.0,99.97
08/30/2021,3.97,3.87,4.18,3.88,3.31,3.52,3.21,3.16,3.01,3.02,3.07,2.96,2.83,2.49,2.71,2.72,1.92,2.21,1.7,1.82,1.71,1.71,1.41,1.67,1.68,1.64,1.34,0.91,1.27,1.11,0.92,1.2,0.98,0.91,0.73,1.05,0.88,0.58,0.88,0.73,0.77,0.57,0.58,0.62,0.36,0.32,0.47,0.3,0.4,0.43,0.48,0.17,0.31,0.3,0.3,0.3,0.29,0.2,0.22,0.26,0.28,0.32,0.32,0.31,0.28,0.23,0.24,0.17,0.25,0.31,0.28,0.21,0.28,0.28,0.27,0.23,0.24,0.29,0.17,0.22,0.3,0.16,0.17,0.23,0.26,0.28,0.28,0.16,0.2,0.2,0.22,0.18,0.21,0.18,0.24,0.21,0.2,0.26,0.1,0.0,0.25,0.0,0.0,0.0,99.99
08/31/2021,3.97,3.87,4.18,3.88,3.31,3.52,3.21,3.16,3.01,3.02,3.07,2.96,2.83,2.49,2.71,2.72,1.92,2.21,1.7,1.82,1.71,1.71,1.41,1.67,1.68,1.64,1.34,0.91,1.27,1.11,0.92,1.2,0.98,0.91,0.73,1.05,0.88,0.58,0.88,0.73,0.77,0.57,0.58,0.62,0.36,0.32,0.47,0.3,0.4,0.43,0.48,0.17,0.31,0.3,0.3,0.3,0.29,0.2,0.22,0.26,0.28,0.32,0.32,0.31,0.28,0.23,0.24,0.17,0.25,0.31,0.28,0.21,0.28,0.28,0.27,0.23,0.24,0.29,0.17,0.22,0.3,0.16,0.17,0.23,0.26,0.28,0.28,0.16,0.2,0.2,0.22,0.18,0.21,0.18,0.24,0.21,0.2,0.26,0.1,0.0,0.25,0.0,0.0,0.0,99.99
09/01/2021,3.93,3.84,4.1,3.85,3.29,3.55,3.21,3.13,2.99,3.04,3.07,2.94,2.83,2.5,2.71,2.73,1.94,2.22,1.7,1.89,1.69,1.68,1.4,1.64,1.67,1.66,1.37,0.78,1.25,1.12,0.94,1.19,0.98,0.91,0.74,1.05,0.89,0.56,0.88,0.73,0.77,0.58,0.58,0.63,0.38,0.34,0.48,0.3,0.41,0.44,0.49,0.17,0.32,0.3,0.29,0.31,0.31,0.19,0.22,0.27,0.28,0.33,0.32,0.32,0.28,0.23,0.24,0.17,0.25,0.32,0.28,0.22,0.29,0.29,0.27,0.23,0.24,0.29,0.18,0.22,0.3,0.15,0.18,0.24,0.26,0.28,0.28,0.16,0.21,0.21,0.22,0.19,0.21,0.18,0.24,0.21,0.2,0.25,0.1,0.0,0.25,0.0,0.0,0.0,99.94
09/02/2021,3.95,3.87,4.08,3.91,3.27,3.53,3.19,3.14,3.0,3.03,3.06,2.94,2.82,2.5,2.67,2.72,1.93,2.22,1.69,1.86,1.69,1.67,1.49,1.65,1.68,1.66,1.36,0.86,1.23,1.11,0.93,1.18,0.99,0.9,0.74,1.05,0.89,0.6,0.88,0.73,0.77,0.58,0.58,0.63,0.36,0.34,0.48,0.3,0.4,0.44,0.49,0.17,0.32,0.3,0.3,0.3,0.29,0.2,0.22,0.27,0.28,0.33,0.32,0.32,0.28,0.22,0.25,0.17,0.25,0.32,0.28,0.21,0.28,0.29,0.27,0.23,0.24,0.29,0.18,0.23,0.31,0.16,0.18,0.24,0.26,0.28,0.29,0.16,0.21,0.21,0.21,0.19,0.21,0.18,0.24,0.21,0.2,0.25,0.1,0.0,0.25,0.0,0.0,0.0,99.99
09/03/2021,3.88,3.84,3.97,3.89,3.25,3.52,3.21,3.14,2.98,3.06,3.04,2.93,2.77,2.51,2.71,2.76,1.97,2.22,1.7,1.88,1.7,1.72,1.52,1.64,1.66,1.66,1.34,0.87,1.22,1.12,0.94,1.18,0.99,0.9,0.73,1.05,0.89,0.6,0.89,0.73,0.77,0.57,0.6,0.63,0.37,0.34,0.48,0.31,0.41,0.43,0.5,0.17,0.32,0.31,0.3,0.3,0.3,0.2,0.23,0.28,0.28,0.33,0.32,0.32,0.28,0.23,0.25,0.17,0.25,0.32,0.28,0.22,0.28,0.29,0.27,0.23,0.25,0.29,0.19,0.23,0.32,0.15,0.19,0.24,0.26,0.28,0.29,0.17,0.21,0.23,0.21,0.19,0.21,0.18,0.25,0.21,0.2,0.24,0.1,0.0,0.25,0.0,0.0,0.0,100.06
09/06/2021,3.87,3.92,4.0,3.86,3.29,3.49,3.18,2.88,2.92,3.04,3.05,2.93,2.72,2.49,2.69,2.79,1.96,2.25,1.67,1.83,1.67,1.76,1.63,1.53,1.7,1.69,1.37,0.87,1.22,1.13,0.97,1.2,1.01,0.9,0.76,1.05,0.89,0.57,0.89,0.75,0.78,0.59,0.6,0.64,0.38,0.35,0.48,0.32,0.41,0.44,0.49,0.18,0.32,0.3,0.28,0.31,0.3,0.21,0.22,0.27,0.29,0.33,0.33,0.32,0.28,0.23,0.24,0.17,0.25,0.33,0.28,0.24,0.29,0.29,0.27,0.23,0.24,0.3,0.19,0.23,0.35,0.15,0.19,0.24,0.26,0.28,0.29,0.18,0.21,0.23,0.22,0.18,0.21,0.18,0.24,0.21,0.21,0.24,0.11,0.0,0.24,0.0,0.0,0.0,100.01000000000002
09/08/2021,3.88,3.94,3.98,3.9,3.26,0.0,3.18,2.88,2.9,3.03,3.05,2.94,2.71,2.5,2.76,2.81,1.94,2.26,1.64,1.81,1.72,1.84,1.65,1.48,1.7,1.66,1.35,0.89,1.22,1.12,0.97,1.19,0.99,0.9,0.75,1.06,0.88,0.59,0.9,0.74,0.77,0.59,0.61,0.63,0.36,0.35,0.48,0.31,0.41,0.43,0.49,0.18,0.32,0.3,0.29,0.31,0.29,0.21,0.22,0.27,0.29,0.32,0.32,0.31,0.28,0.24,0.25,0.17,0.26,0.33,0.28,0.24,0.29,0.28,0.26,0.24,0.24,0.3,0.19,0.22,0.35,0.15,0.19,0.24,0.26,0.29,0.3,0.18,0.21,0.23,0.22,0.18,0.21,0.18,0.24,0.2,0.22,0.24,0.1,0.0,0.24,3.47,0.0,0.0,100.0
09/09/2021,3.88,3.94,3.98,3.9,3.26,0.0,3.18,2.88,2.9,3.03,3.05,2.94,2.71,2.5,2.76,2.81,1.94,2.26,1.64,1.81,1.72,1.84,1.65,1.48,1.7,1.66,1.35,0.89,1.22,1.12,0.97,1.19,0.99,0.9,0.75,1.06,0.88,0.59,0.9,0.74,0.77,0.59,0.61,0.63,0.36,0.35,0.48,0.31,0.41,0.43,0.49,0.18,0.32,0.3,0.29,0.31,0.29,0.21,0.22,0.27,0.29,0.32,0.32,0.31,0.28,0.24,0.25,0.17,0.26,0.33,0.28,0.24,0.29,0.28,0.26,0.24,0.24,0.3,0.19,0.22,0.35,0.15,0.19,0.24,0.26,0.29,0.3,0.18,0.21,0.23,0.22,0.18,0.21,0.18,0.24,0.2,0.22,0.24,0.1,0.0,0.24,3.47,0.0,0.0,100.0
09/10/2021,3.82,3.99,4.03,3.85,3.25,0.0,3.2,2.83,2.89,3.07,3.06,2.91,2.67,2.46,2.75,2.86,1.91,2.28,1.65,1.79,1.75,1.88,1.7,1.46,1.65,1.69,1.39,0.89,1.23,1.12,0.94,1.19,1.0,0.89,0.75,1.08,0.87,0.6,0.91,0.74,0.77,0.6,0.63,0.63,0.37,0.34,0.47,0.31,0.41,0.45,0.48,0.18,0.33,0.29,0.3,0.3,0.29,0.21,0.21,0.27,0.3,0.32,0.32,0.31,0.28,0.23,0.25,0.16,0.25,0.32,0.28,0.24,0.29,0.29,0.27,0.24,0.24,0.3,0.19,0.22,0.35,0.16,0.2,0.24,0.25,0.29,0.29,0.18,0.21,0.23,0.22,0.18,0.21,0.18,0.24,0.2,0.22,0.23,0.11,0.0,0.23,3.46,0.0,0.0,100.02
09/13/2021,3.67,4.07,4.06,3.79,3.19,3.43,3.29,2.83,2.88,3.11,3.1,2.89,2.5,2.44,2.71,2.93,1.97,2.31,1.65,1.74,1.78,1.95,1.69,1.49,1.62,1.71,1.38,0.88,1.24,1.15,0.97,1.15,0.98,0.9,0.77,1.08,0.86,0.6,0.9,0.74,0.77,0.61,0.62,0.63,0.31,0.34,0.48,0.32,0.42,0.44,0.5,0.17,0.32,0.3,0.29,0.26,0.3,0.22,0.22,0.27,0.3,0.32,0.33,0.31,0.29,0.23,0.25,0.17,0.25,0.33,0.29,0.25,0.29,0.29,0.27,0.25,0.24,0.3,0.18,0.23,0.34,0.16,0.2,0.24,0.26,0.3,0.28,0.19,0.2,0.23,0.22,0.18,0.21,0.19,0.25,0.23,0.22,0.24,0.11,0.0,0.23,0.0,0.0,0.0,100.04
09/14/2021,3.67,4.07,4.06,3.79,3.19,0.0,3.29,2.83,2.88,3.11,3.1,2.89,2.5,2.44,2.71,2.93,1.97,2.31,1.65,1.74,1.78,1.95,1.69,1.49,1.62,1.71,1.38,0.88,1.24,1.15,0.97,1.15,0.98,0.9,0.77,1.08,0.86,0.6,0.9,0.74,0.77,0.61,0.62,0.63,0.31,0.34,0.48,0.32,0.42,0.44,0.5,0.17,0.32,0.3,0.29,0.26,0.3,0.22,0.22,0.27,0.3,0.32,0.33,0.31,0.29,0.23,0.25,0.17,0.25,0.33,0.29,0.25,0.29,0.29,0.27,0.25,0.24,0.3,0.18,0.23,0.34,0.16,0.2,0.24,0.26,0.3,0.28,0.19,0.2,0.23,0.22,0.18,0.21,0.19,0.25,0.23,0.22,0.24,0.11,0.0,0.23,3.43,0.0,0.0,100.04
09/15/2021,3.69,4.05,4.07,3.84,3.21,0.0,3.24,2.84,2.88,3.09,3.06,2.89,2.51,2.43,2.69,2.93,2.0,2.32,1.62,1.74,1.78,1.99,1.78,1.52,1.59,1.74,1.4,0.9,1.19,1.15,0.96,1.14,0.96,0.89,0.74,1.07,0.85,0.6,0.9,0.75,0.74,0.6,0.62,0.63,0.32,0.34,0.5,0.31,0.41,0.44,0.5,0.17,0.32,0.3,0.3,0.26,0.3,0.22,0.22,0.27,0.29,0.32,0.34,0.31,0.28,0.24,0.26,0.17,0.25,0.33,0.27,0.25,0.29,0.28,0.27,0.24,0.24,0.31,0.17,0.22,0.34,0.17,0.21,0.24,0.26,0.31,0.29,0.18,0.2,0.22,0.21,0.18,0.21,0.19,0.24,0.24,0.22,0.24,0.11,0.0,0.24,3.42,0.0,0.0,100.02
09/16/2021,3.68,4.02,0.0,3.79,3.21,3.4,3.23,2.87,2.87,3.07,3.05,2.88,2.54,2.48,2.74,2.89,2.04,2.34,1.63,1.7,1.79,2.01,1.84,1.52,1.6,1.72,1.39,0.88,1.19,1.19,0.92,1.13,0.97,0.89,0.73,1.07,0.87,0.58,0.88,0.74,0.75,0.58,0.61,0.61,0.34,0.34,0.5,0.31,0.41,0.44,0.5,0.17,0.32,0.3,0.29,0.26,0.3,0.21,0.22,0.27,0.29,0.32,0.34,0.31,0.28,0.24,0.26,0.18,0.25,0.33,0.27,0.25,0.29,0.28,0.27,0.25,0.24,0.32,0.16,0.22,0.32,0.17,0.21,0.24,0.25,0.31,0.29,0.18,0.2,0.22,0.22,0.18,0.21,0.19,0.25,0.23,0.22,0.24,0.11,0.0,0.23,0.0,4.09,0.0,99.98
09/17/2021,3.59,4.06,4.09,3.81,3.19,3.44,3.27,2.83,2.83,3.11,3.05,2.85,2.48,2.46,2.71,2.89,2.02,2.38,1.7,1.71,1.79,2.01,1.86,1.51,1.59,1.77,1.44,0.87,1.19,1.18,0.9,1.13,1.0,0.89,0.7,1.06,0.86,0.64,0.88,0.75,0.73,0.59,0.6,0.63,0.33,0.34,0.49,0.3,0.41,0.44,0.5,0.17,0.32,0.29,0.29,0.26,0.3,0.25,0.21,0.26,0.32,0.32,0.34,0.31,0.28,0.24,0.26,0.17,0.25,0.33,0.27,0.24,0.29,0.28,0.27,0.24,0.25,0.32,0.16,0.22,0.32,0.19,0.2,0.23,0.25,0.31,0.29,0.18,0.2,0.22,0.21,0.17,0.21,0.19,0.24,0.23,0.23,0.24,0.1,0.0,0.23,0.0,0.0,0.0,100.0
09/20/2021,3.55,4.04,4.16,3.85,3.23,3.42,3.27,2.87,2.79,3.11,3.05,2.86,2.51,2.47,2.66,3.01,2.02,2.37,1.69,1.73,1.76,2.06,1.94,1.54,1.51,1.82,1.47,0.81,1.14,1.18,0.95,1.15,0.99,0.89,0.71,1.04,0.89,0.55,0.89,0.74,0.73,0.59,0.62,0.62,0.36,0.35,0.49,0.29,0.41,0.43,0.49,0.17,0.33,0.28,0.28,0.26,0.29,0.26,0.22,0.26,0.24,0.31,0.35,0.31,0.28,0.24,0.25,0.17,0.24,0.33,0.27,0.25,0.29,0.28,0.26,0.24,0.24,0.33,0.17,0.22,0.33,0.17,0.19,0.23,0.25,0.31,0.29,0.18,0.2,0.22,0.21,0.17,0.21,0.19,0.25,0.18,0.22,0.24,0.09,0.0,0.23,0.0,0.0,0.0,100.05
09/21/2021,3.55,4.04,4.16,3.85,3.23,0.0,3.27,2.87,2.79,3.11,3.05,2.86,2.51,2.47,2.66,3.01,2.02,2.37,1.69,1.73,1.76,2.06,1.94,1.54,1.51,1.82,1.47,0.81,1.14,1.18,0.95,1.15,0.99,0.89,0.71,1.04,0.89,0.55,0.89,0.74,0.73,0.59,0.62,0.62,0.36,0.35,0.49,0.29,0.41,0.43,0.49,0.17,0.33,0.28,0.28,0.26,0.29,0.26,0.22,0.26,0.24,0.31,0.35,0.31,0.28,0.24,0.25,0.17,0.24,0.33,0.27,0.25,0.29,0.28,0.26,0.24,0.24,0.33,0.17,0.22,0.33,0.17,0.19,0.23,0.25,0.31,0.29,0.18,0.2,0.22,0.21,0.17,0.21,0.19,0.25,0.18,0.22,0.24,0.09,0.0,0.23,3.42,0.0,0.0,100.05
09/22/2021,3.54,4.0,4.14,3.85,3.17,3.3,3.23,2.86,2.79,3.08,3.02,2.85,2.51,2.5,2.69,3.0,1.97,2.32,1.69,1.78,1.76,2.09,2.03,1.56,1.53,1.78,1.45,0.86,1.14,1.17,1.0,1.14,0.99,0.87,0.73,1.05,0.9,0.61,0.88,0.74,0.73,0.6,0.62,0.62,0.38,0.35,0.5,0.3,0.4,0.43,0.47,0.17,0.33,0.29,0.28,0.26,0.29,0.27,0.22,0.26,0.25,0.31,0.35,0.29,0.28,0.25,0.25,0.17,0.24,0.33,0.27,0.26,0.29,0.27,0.26,0.24,0.24,0.34,0.18,0.24,0.32,0.18,0.2,0.23,0.25,0.3,0.29,0.19,0.19,0.23,0.21,0.18,0.21,0.19,0.25,0.19,0.22,0.24,0.09,0.0,0.22,0.0,0.0,0.0,100.03000000000002
09/23/2021,3.59,3.98,4.11,3.81,3.36,0.0,3.2,2.85,2.77,3.05,3.02,2.85,2.52,2.47,2.72,2.99,1.99,2.33,1.67,1.8,1.79,2.11,2.02,1.6,1.56,1.76,1.45,0.84,1.16,1.17,0.98,1.18,0.98,0.87,0.72,1.05,0.91,0.61,0.87,0.71,0.72,0.59,0.61,0.62,0.36,0.33,0.49,0.29,0.4,0.44,0.47,0.17,0.32,0.28,0.28,0.25,0.29,0.27,0.22,0.26,0.24,0.31,0.34,0.28,0.27,0.24,0.25,0.17,0.24,0.33,0.27,0.25,0.28,0.27,0.26,0.24,0.25,0.34,0.17,0.23,0.31,0.17,0.19,0.23,0.25,0.3,0.28,0.18,0.2,0.22,0.21,0.17,0.21,0.2,0.25,0.17,0.22,0.24,0.09,0.0,0.22,3.36,0.0,0.0,99.98
09/24/2021,3.55,3.98,4.18,3.83,3.38,0.0,3.17,2.86,2.76,3.04,2.99,2.85,2.48,2.46,2.68,2.96,1.98,2.36,1.65,1.79,1.77,2.05,1.96,1.66,1.6,1.8,1.48,0.83,1.17,1.16,0.98,1.19,0.97,0.87,0.72,1.06,0.91,0.61,0.86,0.74,0.72,0.6,0.61,0.65,0.37,0.35,0.49,0.29,0.39,0.44,0.47,0.17,0.32,0.28,0.29,0.25,0.29,0.27,0.23,0.26,0.24,0.31,0.34,0.27,0.28,0.25,0.25,0.17,0.24,0.33,0.27,0.25,0.29,0.26,0.27,0.23,0.25,0.34,0.17,0.24,0.32,0.17,0.2,0.23,0.25,0.3,0.28,0.18,0.2,0.22,0.21,0.17,0.21,0.2,0.25,0.18,0.22,0.24,0.09,0.0,0.22,3.36,0.0,0.0,100.03000000000002
09/27/2021,3.55,4.04,4.14,3.8,3.38,3.36,3.26,2.84,2.75,3.1,3.03,2.84,2.44,2.44,2.64,3.04,1.96,2.36,1.73,1.83,1.73,2.02,1.93,1.66,1.6,1.84,1.47,0.83,1.16,1.15,0.9,1.18,1.0,0.87,0.73,1.04,0.83,0.63,0.87,0.75,0.73,0.59,0.62,0.67,0.34,0.34,0.49,0.28,0.39,0.42,0.47,0.16,0.33,0.27,0.29,0.24,0.3,0.27,0.23,0.25,0.24,0.31,0.35,0.28,0.28,0.25,0.25,0.18,0.24,0.33,0.26,0.25,0.29,0.27,0.26,0.23,0.26,0.35,0.17,0.24,0.32,0.16,0.2,0.22,0.25,0.29,0.29,0.18,0.2,0.22,0.21,0.18,0.2,0.2,0.25,0.18,0.22,0.25,0.09,0.0,0.23,0.0,0.0,0.0,100.03
09/28/2021,3.55,4.04,4.14,3.8,3.38,0.0,3.26,2.84,2.75,3.1,3.03,2.84,2.44,2.44,2.64,3.04,1.96,2.36,1.73,1.83,1.73,2.02,1.93,1.66,1.6,1.84,1.47,0.83,1.16,1.15,0.9,1.18,1.0,0.87,0.73,1.04,0.83,0.63,0.87,0.75,0.73,0.59,0.62,0.67,0.34,0.34,0.49,0.28,0.39,0.42,0.47,0.16,0.33,0.27,0.29,0.24,0.3,0.27,0.23,0.25,0.24,0.31,0.35,0.28,0.28,0.25,0.25,0.18,0.24,0.33,0.26,0.25,0.29,0.27,0.26,0.23,0.26,0.35,0.17,0.24,0.32,0.16,0.2,0.22,0.25,0.29,0.29,0.18,0.2,0.22,0.21,0.18,0.2,0.2,0.25,0.18,0.22,0.25,0.09,0.0,0.23,3.36,0.0,0.0,100.03
09/29/2021,3.58,4.04,4.14,3.79,3.46,0.0,3.27,2.86,2.75,3.14,3.05,2.85,2.45,2.44,2.76,3.0,1.92,2.34,1.75,1.78,1.77,2.09,1.92,1.62,1.58,1.79,1.44,0.82,1.17,1.14,0.89,1.17,1.0,0.88,0.71,1.05,0.83,0.64,0.88,0.72,0.73,0.58,0.59,0.65,0.33,0.33,0.49,0.27,0.39,0.42,0.47,0.16,0.32,0.27,0.29,0.25,0.3,0.28,0.23,0.23,0.23,0.31,0.35,0.28,0.28,0.25,0.25,0.18,0.24,0.33,0.27,0.25,0.29,0.27,0.26,0.23,0.26,0.34,0.17,0.24,0.31,0.17,0.19,0.22,0.25,0.3,0.29,0.18,0.2,0.22,0.21,0.18,0.2,0.2,0.25,0.17,0.22,0.25,0.09,0.0,0.23,3.35,0.0,0.0,100.02
09/30/2021,3.54,3.99,0.0,3.71,3.4,3.38,3.29,2.91,2.77,3.14,3.05,2.87,2.44,2.46,2.73,2.97,1.93,2.34,1.78,1.76,1.76,2.11,1.93,1.65,1.57,1.71,1.42,0.8,1.18,1.16,0.89,1.19,1.01,0.89,0.71,1.05,0.84,0.63,0.86,0.7,0.74,0.58,0.6,0.64,0.34,0.34,0.5,0.28,0.39,0.42,0.47,0.16,0.32,0.28,0.29,0.25,0.31,0.26,0.24,0.25,0.23,0.31,0.36,0.28,0.28,0.26,0.25,0.19,0.24,0.34,0.27,0.26,0.3,0.28,0.26,0.23,0.27,0.34,0.17,0.24,0.32,0.17,0.2,0.23,0.26,0.3,0.29,0.18,0.2,0.22,0.21,0.19,0.2,0.2,0.23,0.18,0.22,0.25,0.09,0.0,0.23,0.0,4.12,0.0,100.03
10/01/2021,3.53,3.95,4.01,3.7,3.4,0.0,3.29,2.95,2.82,3.12,3.04,2.91,2.47,2.5,2.75,2.96,1.98,2.32,1.8,1.75,1.77,2.09,1.9,1.67,1.57,1.67,1.4,0.82,1.19,1.18,0.89,1.19,1.03,0.89,0.69,1.03,0.85,0.63,0.85,0.71,0.75,0.57,0.59,0.62,0.34,0.34,0.51,0.27,0.39,0.43,0.46,0.16,0.31,0.28,0.3,0.24,0.31,0.27,0.24,0.25,0.24,0.3,0.36,0.28,0.28,0.25,0.26,0.19,0.24,0.34,0.27,0.26,0.29,0.28,0.26,0.23,0.27,0.34,0.17,0.24,0.31,0.17,0.2,0.23,0.26,0.29,0.29,0.18,0.2,0.21,0.21,0.19,0.21,0.2,0.22,0.17,0.21,0.25,0.1,0.0,0.28,3.38,0.0,0.0,100.01
10/04/2021,3.67,3.92,4.08,3.69,3.54,3.43,3.27,2.96,2.79,3.08,3.02,2.89,2.45,2.5,2.68,3.01,1.96,2.32,1.75,1.72,1.75,2.06,1.89,1.76,1.62,1.64,1.4,0.85,1.18,1.17,0.91,1.22,1.0,0.86,0.67,1.06,0.85,0.57,0.84,0.68,0.72,0.56,0.59,0.61,0.33,0.34,0.51,0.27,0.39,0.43,0.45,0.16,0.33,0.27,0.3,0.23,0.29,0.29,0.23,0.26,0.25,0.3,0.37,0.31,0.28,0.25,0.26,0.19,0.23,0.34,0.26,0.26,0.29,0.28,0.26,0.23,0.26,0.34,0.16,0.24,0.32,0.17,0.18,0.23,0.26,0.29,0.29,0.17,0.2,0.2,0.2,0.18,0.21,0.18,0.22,0.17,0.21,0.24,0.1,0.0,0.32,0.0,0.0,0.0,99.96999999999998
10/05/2021,3.67,3.92,4.08,3.69,3.54,3.43,3.27,2.96,2.79,3.08,3.02,2.89,2.45,2.5,2.68,3.01,1.96,2.32,1.75,1.72,1.75,2.06,1.89,1.76,1.62,1.64,1.4,0.85,1.18,1.17,0.91,1.22,1.0,0.86,0.67,1.06,0.85,0.57,0.84,0.68,0.72,0.56,0.59,0.61,0.33,0.34,0.51,0.27,0.39,0.43,0.45,0.16,0.33,0.27,0.3,0.23,0.29,0.29,0.23,0.26,0.25,0.3,0.37,0.31,0.28,0.25,0.26,0.19,0.23,0.34,0.26,0.26,0.29,0.28,0.26,0.23,0.26,0.34,0.16,0.24,0.32,0.17,0.18,0.23,0.26,0.29,0.29,0.17,0.2,0.2,0.2,0.18,0.21,0.18,0.22,0.17,0.21,0.24,0.1,0.0,0.32,0.0,0.0,0.0,99.96999999999998
10/06/2021,3.66,3.9,4.03,3.49,3.52,3.45,3.3,3.0,2.81,3.13,3.08,2.87,2.46,2.52,2.7,3.03,2.0,2.28,1.78,1.64,1.76,2.04,1.86,1.79,1.6,1.66,1.4,0.86,1.18,1.19,0.92,1.23,1.02,0.86,0.67,1.07,0.84,0.58,0.83,0.67,0.73,0.56,0.59,0.61,0.34,0.35,0.54,0.26,0.39,0.42,0.46,0.16,0.33,0.27,0.3,0.24,0.3,0.29,0.24,0.26,0.25,0.3,0.38,0.31,0.27,0.25,0.26,0.19,0.23,0.35,0.26,0.26,0.29,0.29,0.27,0.23,0.27,0.33,0.16,0.25,0.31,0.17,0.18,0.23,0.26,0.28,0.29,0.18,0.21,0.21,0.2,0.19,0.21,0.18,0.14,0.17,0.2,0.24,0.1,0.0,0.32,0.0,0.0,0.0,99.99
10/07/2021,3.64,3.74,4.13,3.45,3.62,3.55,3.24,3.03,2.81,3.1,3.06,2.89,2.44,2.54,2.76,2.94,2.02,2.26,1.77,1.66,1.81,2.05,1.87,1.82,1.6,1.65,1.39,0.86,1.2,1.21,0.92,1.26,1.01,0.86,0.64,1.07,0.85,0.58,0.82,0.66,0.73,0.56,0.6,0.61,0.35,0.35,0.54,0.28,0.41,0.43,0.48,0.15,0.33,0.27,0.31,0.24,0.3,0.27,0.24,0.27,0.25,0.3,0.37,0.31,0.27,0.25,0.26,0.18,0.23,0.34,0.27,0.26,0.29,0.29,0.27,0.23,0.26,0.33,0.16,0.25,0.31,0.18,0.18,0.23,0.26,0.29,0.3,0.17,0.21,0.2,0.21,0.18,0.21,0.18,0.12,0.17,0.2,0.24,0.1,0.0,0.16,0.0,0.0,0.0,99.97
10/08/2021,3.75,3.83,4.18,3.43,3.59,3.51,3.25,3.06,2.83,3.11,3.09,2.9,2.47,2.55,2.68,3.03,1.98,2.27,1.77,1.47,1.77,1.96,1.84,1.82,1.64,1.67,1.4,0.86,1.19,1.17,0.91,1.3,1.01,0.88,0.65,1.1,0.84,0.58,0.87,0.66,0.73,0.52,0.59,0.62,0.37,0.35,0.54,0.28,0.4,0.41,0.49,0.16,0.33,0.26,0.31,0.24,0.32,0.28,0.24,0.27,0.26,0.3,0.37,0.33,0.27,0.24,0.26,0.18,0.23,0.35,0.26,0.26,0.31,0.29,0.27,0.23,0.26,0.32,0.16,0.23,0.32,0.19,0.17,0.23,0.27,0.28,0.3,0.17,0.21,0.2,0.2,0.18,0.21,0.17,0.12,0.18,0.2,0.24,0.1,0.0,0.09,0.0,0.0,0.0,99.99
