,INFY.NS,RELIANCE.NS,HDFC.NS,ICICIBANK.NS,HINDUNILVR.NS,KOTAKBANK.NS,BAJFINANCE.NS,AXISBANK.NS,ASIANPAINT.NS,BHARTIARTL.NS,HCLTECH.NS,MARUTI.NS,TATASTEEL.NS,ULTRACEMCO.NS,SUNPHARMA.NS,M&M.NS,TITAN.NS,JSWSTEEL.NS,DRREDDY.NS,WIPRO.NS,TATAMOTORS.NS,NESTLEIND.NS,TECHM.NS,DIVISLAB.NS,GRASIM.NS,DMART.NS,HDFCLIFE.NS,VEDL.NS,CIPLA.NS,TATACONSUM.NS,BJFIN.NS,UPL.NS,BRITANNIA.NS,HEROMOTOCO.NS,NAUKRI.NS,APOLLOHOSP.NS,EICHERMOT.NS,ICICIGI.NS,GODREJCP.NS,BAJAJ-AUTO.NS,DABUR.NS,ADANIGREEN.NS,PIDILITIND.NS,MOTHERSUMI.NS,LUPIN.NS,AUROPHARMA.NS,MARICO.NS,SHREECEM.NS,ICICIPRULI.NS,PEL.NS,JUBLFOOD.NS,CHOLAFIN.NS,MFSL.NS,VOLTAS.NS,SRTRANSFIN.NS,ZEEL.NS,PIIND.NS,HAVELLS.NS,COLPAL.NS,LAURUSLABS.NS,CROMPTON.NS,AMBUJACEM.NS,BALKRISIND.NS,INDUSTOWER.NS,SUNDARMFIN.NS,SRF.NS,MPHASIS.NS,BANDHANBNK.NS,SIEMENS.NS,JINDALSTEL.NS,MCDOWELL-N.NS,BERGEPAINT.NS,BIOCON.NS,ASTRAL.NS,BHARATFORG.NS,PAGEIND.NS,TRENT.NS,DLF.NS,BOSCHLTD.NS,ASHOKLEY.NS,AARTIIND.NS,GODREJPROP.NS,INDIGO.NS,CADILAHC.NS,MUTHOOTFIN.NS,TORNTPHARM.NS,ATUL.NS,AUBANK.NS,HDFCAMC.NS,ACC.NS,EMBASSY.NS,SUPREMEIND.NS,NAVINFLUOR.NS,IPCALAB.NS,RAMCOCEM.NS,TVSMOTOR.NS,ALKEM.NS,EMAMILTD.NS,COROMANDEL.NS,ESCORTS.NS,NATCOPHARM.NS,EXIDEIND.NS,BATAINDIA.NS,IDEA.NS,PFIZER.NS,SANOFI.NS,MANAPPURAM.NS,BAYERCROP.NS,YESBANK.NS,BRITIN 5.5 06/03/24,Britannia Industries Ltd 5.5%,n/a,BAJAJFINSV.NS,BRITIN 5.5 06/03/24 N3,BRITIN 5.5 06.03.24 N3,INDUSINDBK.NS,ADANITRANS.NS,ATGL.NS,TATAELXSI.NS,PERSISTENT.NS,GLAND.NS,DALBHARAT.NS,FORTIS.NS,IDFCFIRSTB.NS,VBL.NS,FEDERALBNK.NS,TIINDIA.NS,BAJAJHLDNG.NS,COFORGE.NS,LALPATHLAB.NS,CUMMINSIND.NS,TATACHEM.NS,DEEPAKNTR.NS,GUJGASLTD.NS,DIXON.NS,ABB.NS,APLAPOLLO.NS,M&MFIN.NS,UBL.NS,OFSS.NS,MAXHEALTH.NS,AAVAS.NS,RBLBANK.NS,JKCEMENT.NS,IEX.NS,INDIAMART.NS,OBEROIRLTY.NS,CGPOWER.NS,INDHOTEL.NS,TORNTPOWER.NS,KANSAINER.NS,PHOENIXLTD.NS,KAJARIACER.NS,CYIENT.NS,POLYCAB.NS,CARBORUNIV.NS,HAPPSTMNDS.NS,IBULHSGFIN.NS,GMRINFRA.NS,GLENMARK.NS,HATSUN.NS,PVR.NS,RAJESHEXPO.NS,SUNDRMFAST.NS,RELAXO.NS,TTMT.A.NS,SUM
08/19/2021,9.66,7.21,7.43,5.43,3.57,3.16,2.75,2.69,2.24,2.71,1.98,1.53,1.8,1.43,1.46,1.24,1.3,1.35,1.0,1.34,1.01,1.14,1.37,1.06,0.97,1.03,0.89,1.11,0.79,0.86,0.98,0.72,0.74,0.6,0.63,0.67,0.59,0.57,0.66,0.54,0.58,0.5,0.56,0.46,0.41,0.37,0.45,0.44,0.48,0.5,0.51,0.42,0.42,0.39,0.4,0.34,0.41,0.51,0.37,0.39,0.39,0.43,0.35,0.32,0.34,0.41,0.44,0.31,0.38,0.37,0.33,0.32,0.29,0.32,0.34,0.31,0.28,0.33,0.27,0.3,0.3,0.3,0.26,0.23,0.26,0.26,0.25,0.33,0.26,0.29,0.25,0.22,0.23,0.27,0.22,0.19,0.24,0.2,0.18,0.19,0.15,0.16,0.18,0.1,0.14,0.15,0.13,0.13,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/20/2021,9.6,7.28,7.49,5.41,3.6,3.15,2.84,2.69,2.22,2.69,1.98,1.49,1.87,1.41,1.46,1.27,1.3,1.37,1.0,1.34,0.99,1.14,1.35,1.05,0.96,1.04,0.89,1.14,0.78,0.85,0.99,0.71,0.76,0.6,0.63,0.71,0.57,0.56,0.67,0.53,0.58,0.51,0.56,0.45,0.4,0.36,0.45,0.43,0.48,0.5,0.5,0.41,0.41,0.39,0.4,0.33,0.41,0.5,0.37,0.38,0.37,0.42,0.35,0.32,0.33,0.41,0.44,0.31,0.37,0.37,0.32,0.32,0.29,0.32,0.33,0.3,0.28,0.33,0.26,0.29,0.3,0.3,0.26,0.22,0.26,0.26,0.25,0.33,0.26,0.29,0.25,0.22,0.23,0.28,0.22,0.18,0.24,0.2,0.17,0.19,0.15,0.15,0.17,0.1,0.14,0.15,0.13,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/23/2021,9.72,7.25,7.4,5.27,3.67,3.08,2.9,2.65,2.23,2.63,1.99,1.49,1.84,1.45,1.46,1.25,1.32,1.32,1.0,1.37,0.95,1.18,1.39,1.05,0.97,1.04,0.89,0.99,0.79,0.89,1.02,0.7,0.77,0.6,0.64,0.78,0.59,0.58,0.67,0.54,0.59,0.51,0.56,0.44,0.4,0.35,0.46,0.43,0.48,0.49,0.54,0.42,0.41,0.39,0.4,0.32,0.42,0.5,0.37,0.38,0.37,0.43,0.35,0.33,0.32,0.42,0.45,0.31,0.37,0.35,0.35,0.32,0.29,0.32,0.33,0.3,0.29,0.32,0.26,0.29,0.31,0.29,0.26,0.23,0.26,0.27,0.26,0.33,0.26,0.29,0.24,0.21,0.23,0.28,0.22,0.18,0.24,0.21,0.18,0.18,0.15,0.15,0.18,0.11,0.14,0.15,0.12,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/24/2021,9.8,7.23,7.5,5.26,3.9,3.02,2.98,2.62,2.34,2.62,1.98,1.5,1.7,1.44,1.43,1.25,1.33,1.24,0.98,1.36,0.93,1.23,1.38,1.03,0.96,1.04,0.89,0.91,0.79,0.9,1.02,0.67,0.81,0.59,0.63,0.78,0.6,0.58,0.7,0.53,0.6,0.51,0.58,0.42,0.39,0.33,0.47,0.43,0.48,0.48,0.53,0.4,0.4,0.39,0.39,0.31,0.42,0.51,0.38,0.37,0.37,0.42,0.35,0.33,0.32,0.42,0.46,0.3,0.37,0.33,0.35,0.33,0.28,0.32,0.31,0.31,0.29,0.31,0.25,0.28,0.3,0.29,0.26,0.22,0.26,0.27,0.26,0.32,0.26,0.29,0.24,0.21,0.23,0.29,0.22,0.18,0.25,0.21,0.17,0.18,0.14,0.15,0.18,0.1,0.14,0.15,0.12,0.12,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/25/2021,9.8,7.23,7.5,5.26,3.9,3.02,2.98,2.62,2.34,2.62,1.98,1.5,1.7,1.44,1.43,1.25,1.33,1.24,0.98,1.36,0.93,1.23,1.38,1.03,0.96,1.04,0.89,0.91,0.79,0.9,0.0,0.67,0.81,0.59,0.63,0.78,0.6,0.58,0.7,0.53,0.6,0.51,0.58,0.42,0.39,0.33,0.47,0.43,0.48,0.48,0.53,0.4,0.4,0.39,0.39,0.31,0.42,0.51,0.38,0.37,0.37,0.42,0.35,0.33,0.32,0.42,0.46,0.3,0.37,0.33,0.35,0.33,0.28,0.32,0.31,0.31,0.29,0.31,0.25,0.28,0.3,0.29,0.26,0.22,0.26,0.27,0.26,0.32,0.26,0.29,0.24,0.21,0.23,0.29,0.22,0.18,0.25,0.21,0.17,0.18,0.14,0.15,0.18,0.1,0.14,0.15,0.12,0.12,0.01,0.0,0.0,0.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,9.8,7.23,7.5,5.26,3.9,3.02,2.98,2.62,2.34,2.62,1.98,1.5,1.7,1.44,1.43,1.25,1.33,1.24,0.98,1.36,0.93,1.23,1.38,1.03,0.96,1.04,0.89,0.91,0.79,0.9,0.0,0.67,0.81,0.59,0.63,0.78,0.6,0.58,0.7,0.53,0.6,0.51,0.58,0.42,0.39,0.33,0.47,0.43,0.48,0.48,0.53,0.4,0.4,0.39,0.39,0.31,0.42,0.51,0.38,0.37,0.37,0.42,0.35,0.33,0.32,0.42,0.46,0.3,0.37,0.33,0.35,0.33,0.28,0.32,0.31,0.31,0.29,0.31,0.25,0.28,0.3,0.29,0.26,0.22,0.26,0.27,0.26,0.32,0.26,0.29,0.24,0.21,0.23,0.29,0.22,0.18,0.25,0.21,0.17,0.18,0.14,0.15,0.18,0.1,0.14,0.15,0.12,0.12,0.01,0.0,0.0,0.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/27/2021,9.84,7.28,7.5,5.28,3.92,3.05,3.02,2.61,2.31,2.65,2.06,1.5,1.68,1.42,1.43,1.22,1.33,1.24,0.97,1.38,0.91,1.26,1.4,1.05,0.94,1.05,0.89,0.93,0.79,0.89,0.0,0.67,0.81,0.58,0.64,0.78,0.59,0.58,0.69,0.52,0.6,0.51,0.57,0.42,0.39,0.33,0.47,0.43,0.49,0.46,0.51,0.4,0.41,0.39,0.39,0.31,0.41,0.51,0.37,0.35,0.36,0.42,0.35,0.33,0.33,0.42,0.46,0.28,0.36,0.32,0.35,0.32,0.26,0.31,0.3,0.3,0.29,0.31,0.25,0.27,0.29,0.29,0.26,0.23,0.26,0.27,0.25,0.32,0.26,0.28,0.24,0.21,0.22,0.29,0.22,0.17,0.24,0.21,0.17,0.19,0.14,0.15,0.18,0.1,0.14,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,9.76,7.37,7.4,5.31,3.92,2.99,3.09,2.6,2.27,2.6,2.03,1.47,1.71,1.41,1.44,1.22,1.29,1.23,0.97,1.38,0.93,1.24,1.44,1.04,0.93,1.08,0.91,0.98,0.8,0.88,0.0,0.67,0.8,0.58,0.67,0.78,0.59,0.57,0.7,0.52,0.59,0.54,0.56,0.44,0.39,0.34,0.45,0.43,0.47,0.46,0.51,0.42,0.4,0.38,0.39,0.31,0.41,0.49,0.37,0.37,0.38,0.42,0.35,0.33,0.34,0.42,0.45,0.28,0.37,0.32,0.34,0.31,0.27,0.31,0.3,0.3,0.29,0.31,0.25,0.27,0.29,0.28,0.27,0.23,0.27,0.27,0.25,0.33,0.26,0.28,0.24,0.22,0.22,0.28,0.22,0.18,0.24,0.21,0.16,0.2,0.14,0.15,0.18,0.1,0.14,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,9.56,7.41,7.41,5.35,3.94,3.01,3.08,2.64,2.25,2.51,2.04,1.44,1.69,1.44,1.43,1.22,1.28,1.21,0.98,1.37,0.93,1.24,1.41,1.04,0.94,1.09,0.93,0.98,0.81,0.89,0.0,0.67,0.81,0.58,0.68,0.78,0.59,0.6,0.7,0.52,0.6,0.57,0.56,0.44,0.39,0.34,0.46,0.44,0.46,0.46,0.51,0.43,0.39,0.39,0.39,0.31,0.42,0.5,0.37,0.36,0.37,0.43,0.35,0.32,0.34,0.44,0.46,0.29,0.37,0.32,0.34,0.31,0.27,0.31,0.3,0.3,0.3,0.31,0.25,0.28,0.3,0.28,0.27,0.23,0.27,0.27,0.25,0.31,0.27,0.29,0.25,0.22,0.23,0.28,0.22,0.17,0.25,0.21,0.16,0.2,0.14,0.15,0.18,0.1,0.13,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/01/2021,9.56,7.41,7.41,5.35,3.94,3.01,3.08,2.64,2.25,2.51,2.04,1.44,1.69,1.44,1.43,1.22,1.28,1.21,0.98,1.37,0.93,1.24,1.41,1.04,0.94,1.09,0.93,0.98,0.81,0.89,0.0,0.67,0.81,0.58,0.68,0.78,0.59,0.6,0.7,0.52,0.6,0.57,0.56,0.44,0.39,0.34,0.46,0.44,0.46,0.46,0.51,0.43,0.39,0.39,0.39,0.31,0.42,0.5,0.37,0.36,0.37,0.43,0.35,0.32,0.34,0.44,0.46,0.29,0.37,0.32,0.34,0.31,0.27,0.31,0.3,0.3,0.3,0.31,0.25,0.28,0.3,0.28,0.27,0.23,0.27,0.27,0.25,0.31,0.27,0.29,0.25,0.22,0.23,0.28,0.22,0.17,0.25,0.21,0.16,0.2,0.14,0.15,0.18,0.1,0.13,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/02/2021,9.56,7.41,7.41,5.35,3.94,3.01,3.08,2.64,2.25,2.51,2.04,1.44,1.69,1.44,1.43,1.22,1.28,1.21,0.98,1.37,0.93,1.24,1.41,1.04,0.94,1.09,0.93,0.98,0.81,0.89,0.0,0.67,0.81,0.58,0.68,0.78,0.59,0.6,0.7,0.52,0.6,0.57,0.56,0.44,0.39,0.34,0.46,0.44,0.46,0.46,0.51,0.43,0.39,0.39,0.39,0.31,0.42,0.5,0.37,0.36,0.37,0.43,0.35,0.32,0.34,0.44,0.46,0.29,0.37,0.32,0.34,0.31,0.27,0.31,0.3,0.3,0.3,0.31,0.25,0.28,0.3,0.28,0.27,0.23,0.27,0.27,0.25,0.31,0.27,0.29,0.25,0.22,0.23,0.28,0.22,0.17,0.25,0.21,0.16,0.2,0.14,0.15,0.18,0.1,0.13,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/03/2021,9.36,7.44,7.4,5.37,3.9,3.0,3.12,2.71,2.27,2.58,2.01,1.45,1.74,1.45,1.44,1.23,1.3,1.21,0.98,1.35,0.93,1.21,1.37,1.07,0.93,1.08,0.92,0.99,0.8,0.89,0.0,0.67,0.81,0.58,0.69,0.77,0.58,0.6,0.71,0.51,0.59,0.57,0.56,0.45,0.39,0.34,0.45,0.43,0.46,0.46,0.51,0.44,0.4,0.38,0.4,0.31,0.43,0.5,0.37,0.35,0.38,0.43,0.34,0.32,0.34,0.44,0.45,0.3,0.37,0.32,0.34,0.31,0.27,0.3,0.31,0.3,0.31,0.31,0.25,0.27,0.29,0.28,0.28,0.23,0.26,0.27,0.25,0.31,0.26,0.29,0.25,0.23,0.24,0.28,0.22,0.17,0.25,0.21,0.16,0.2,0.14,0.15,0.18,0.1,0.13,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,9.14,7.35,7.3,5.36,3.92,2.99,3.24,2.73,2.39,2.74,1.99,1.44,1.68,1.44,1.43,1.18,1.32,1.18,0.99,1.35,0.93,1.2,1.37,1.08,0.93,1.09,0.92,0.97,0.78,0.89,0.0,0.67,0.81,0.58,0.7,0.8,0.6,0.62,0.71,0.51,0.6,0.57,0.57,0.44,0.39,0.34,0.47,0.45,0.45,0.46,0.52,0.45,0.4,0.4,0.4,0.31,0.43,0.53,0.37,0.35,0.39,0.43,0.35,0.32,0.33,0.45,0.44,0.29,0.37,0.31,0.35,0.32,0.27,0.32,0.31,0.31,0.31,0.32,0.25,0.27,0.29,0.29,0.29,0.22,0.27,0.27,0.25,0.27,0.27,0.29,0.25,0.22,0.24,0.28,0.22,0.18,0.24,0.2,0.16,0.2,0.14,0.15,0.18,0.1,0.13,0.15,0.12,0.11,0.01,0.0,0.0,0.01,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/07/2021,9.14,7.64,7.22,5.32,3.91,3.02,3.19,2.68,2.38,2.66,1.98,1.43,1.7,1.45,1.41,1.13,1.36,1.19,1.0,1.36,0.92,1.21,1.35,1.06,0.93,1.07,0.93,0.99,0.79,0.88,0.0,0.66,0.82,0.58,0.69,0.79,0.62,0.61,0.72,0.51,0.6,0.56,0.56,0.43,0.39,0.35,0.47,0.48,0.47,0.45,0.52,0.45,0.39,0.41,0.4,0.31,0.43,0.56,0.37,0.34,0.37,0.44,0.36,0.33,0.32,0.46,0.45,0.29,0.36,0.32,0.35,0.31,0.27,0.31,0.31,0.3,0.31,0.33,0.25,0.26,0.28,0.29,0.29,0.22,0.26,0.27,0.25,0.27,0.27,0.29,0.25,0.22,0.24,0.28,0.23,0.18,0.23,0.2,0.16,0.19,0.14,0.17,0.17,0.11,0.14,0.14,0.12,0.11,0.01,0.0,0.0,0.0,1.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/08/2021,9.14,7.64,7.22,5.32,3.91,3.02,3.19,2.68,2.38,2.66,1.98,1.43,1.7,1.45,1.41,1.13,1.36,1.19,1.0,1.36,0.92,1.21,1.35,1.06,0.93,1.07,0.93,0.99,0.79,0.88,0.0,0.66,0.82,0.58,0.69,0.79,0.62,0.61,0.72,0.51,0.6,0.56,0.56,0.43,0.39,0.35,0.47,0.48,0.47,0.45,0.52,0.45,0.39,0.41,0.4,0.31,0.43,0.56,0.37,0.34,0.37,0.44,0.36,0.33,0.32,0.46,0.45,0.29,0.36,0.32,0.35,0.31,0.27,0.31,0.31,0.3,0.31,0.33,0.25,0.26,0.28,0.29,0.29,0.22,0.26,0.27,0.25,0.27,0.27,0.29,0.25,0.22,0.24,0.28,0.23,0.18,0.23,0.2,0.16,0.19,0.14,0.17,0.17,0.11,0.14,0.14,0.12,0.11,0.01,0.0,0.0,0.0,1.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/09/2021,9.14,7.64,7.22,5.32,3.91,3.02,3.19,2.68,2.38,2.66,1.98,1.43,1.7,1.45,1.41,1.13,1.36,1.19,1.0,1.36,0.92,1.21,1.35,1.06,0.93,1.07,0.93,0.99,0.79,0.88,0.0,0.66,0.82,0.58,0.69,0.79,0.62,0.61,0.72,0.51,0.6,0.56,0.56,0.43,0.39,0.35,0.47,0.48,0.47,0.45,0.52,0.45,0.39,0.41,0.4,0.31,0.43,0.56,0.37,0.34,0.37,0.44,0.36,0.33,0.32,0.46,0.45,0.29,0.36,0.32,0.35,0.31,0.27,0.31,0.31,0.3,0.31,0.33,0.25,0.26,0.28,0.29,0.29,0.22,0.26,0.27,0.25,0.27,0.27,0.29,0.25,0.22,0.24,0.28,0.23,0.18,0.23,0.2,0.16,0.19,0.14,0.17,0.17,0.11,0.14,0.14,0.12,0.11,0.01,0.0,0.0,0.0,1.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,9.14,7.64,7.22,5.32,3.91,3.02,3.19,2.68,2.38,2.66,1.98,1.43,1.7,1.45,1.41,1.13,1.36,1.19,1.0,1.36,0.92,1.21,1.35,1.06,0.93,1.07,0.93,0.99,0.79,0.88,0.0,0.66,0.82,0.58,0.69,0.79,0.62,0.61,0.72,0.51,0.6,0.56,0.56,0.43,0.39,0.35,0.47,0.48,0.47,0.45,0.52,0.45,0.39,0.41,0.4,0.31,0.43,0.56,0.37,0.34,0.37,0.44,0.36,0.33,0.32,0.46,0.45,0.29,0.36,0.32,0.35,0.31,0.27,0.31,0.31,0.3,0.31,0.33,0.25,0.26,0.28,0.29,0.29,0.22,0.26,0.27,0.25,0.27,0.27,0.29,0.25,0.22,0.24,0.28,0.23,0.18,0.23,0.2,0.16,0.19,0.14,0.17,0.17,0.11,0.14,0.14,0.12,0.11,0.01,0.0,0.0,0.0,1.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,9.06,7.74,7.37,5.27,3.95,3.05,3.15,2.66,2.37,2.69,1.99,1.41,1.67,1.46,1.38,1.14,1.38,1.18,1.0,1.37,0.92,1.18,1.34,1.03,0.97,1.06,0.94,0.96,0.79,0.89,0.0,0.67,0.8,0.58,0.74,0.75,0.61,0.6,0.71,0.5,0.6,0.6,0.56,0.42,0.39,0.34,0.47,0.48,0.49,0.44,0.51,0.45,0.4,0.45,0.4,0.31,0.42,0.55,0.36,0.34,0.38,0.44,0.36,0.34,0.32,0.45,0.45,0.29,0.35,0.33,0.35,0.31,0.26,0.31,0.3,0.3,0.32,0.32,0.25,0.27,0.28,0.29,0.29,0.22,0.26,0.26,0.25,0.28,0.27,0.29,0.25,0.22,0.23,0.28,0.23,0.18,0.23,0.2,0.16,0.2,0.14,0.16,0.17,0.13,0.14,0.14,0.12,0.11,0.01,0.0,0.0,0.0,1.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
