,PAH3.DE,HFG.DE,1U1.DE,HEI.DE,JUN3.DE,ZAL.DE,WCH.DE,VOW3.DE,DAI.DE,BMW.DE,MRK.DE,FRE.DE,LXS.DE,IFX.DE,LEG.DE,BNR.DE,DHER.DE,EVT.DE,PUM.DE,TEG.DE,GYC.DE,UTDI.DE,CON.DE,RWE.DE,RTL Group S.A.,DWNI.DE,CBK.DE,Covestro AG,Aroundtown S.A.,FME.DE,O2D.DE,Vonovia SE,DPW.DE,DBK.DE,DTE.DE,UN01.DE,HLE.DE,ALV.DE,EVK.DE,BC8.DE,US Dollar,RRTL.,1COV.DE,AT1.DE,VNA.DE,Us Dollars,AFX.DE,SRT3.,PSM.DE,KGX.DE,VAR1.DE,TLX.DE,FPE3.DE,HEN3.DE,SHA.DE,BLA.BK,Sartorius AG (Preference),n/a,FPE3.,FTOXX,777.DE,SUM
09/22/2021,3.78,4.32,3.42,0.0,0.86,3.85,2.89,2.95,3.89,3.69,2.99,2.29,4.45,0.0,4.27,2.62,0.0,2.85,1.64,2.4,2.4,1.68,0.0,2.57,0.0,0.0,3.01,0.0,0.0,1.41,3.55,0.0,4.22,1.65,3.2,1.86,0.86,0.0,0.78,0.0,0.0,0.0,3.43,0.0,3.18,0.0,3.92,2.11,1.57,1.49,0.76,0.91,0.83,0.72,0.69,0.0,0.0,0.05,0.0,0.0,0.0,100.01
09/27/2021,3.83,4.4,3.43,0.0,0.85,3.48,2.94,2.92,3.94,3.76,3.02,2.34,4.38,0.0,4.28,2.6,0.0,2.89,1.65,2.42,2.44,1.67,0.0,2.58,0.0,0.0,2.91,0.0,0.0,1.46,3.58,0.0,4.12,1.57,3.22,1.88,0.86,0.0,0.8,0.0,0.0,0.0,3.35,0.0,3.27,0.0,3.99,2.16,1.56,1.51,0.74,0.89,0.83,0.74,0.69,0.0,0.0,0.05,0.0,0.0,0.0,100.0
09/28/2021,3.85,4.27,3.4,0.0,0.85,3.44,2.96,2.96,4.08,3.77,2.99,2.32,4.34,0.0,4.29,2.6,0.0,2.79,1.63,2.43,2.43,1.63,0.0,2.6,0.0,0.0,3.02,0.0,0.0,1.45,3.55,0.0,4.12,1.63,3.24,1.94,0.86,0.0,0.8,0.0,0.0,0.0,3.42,0.0,3.26,0.0,3.83,2.16,1.59,1.52,0.74,0.89,0.84,0.74,0.71,0.0,0.0,0.05,0.0,0.0,0.0,99.99
09/29/2021,3.85,4.27,3.4,0.0,0.85,3.44,2.96,2.96,4.08,3.77,2.99,2.32,4.34,0.0,4.29,2.6,0.0,2.79,1.63,2.43,2.43,1.63,0.0,2.6,0.0,0.0,3.02,0.0,0.0,1.45,3.55,0.0,4.12,1.63,3.24,1.94,0.86,0.0,0.8,0.0,0.0,0.0,3.42,0.0,3.26,0.0,3.83,2.16,1.59,1.52,0.74,0.89,0.84,0.74,0.71,0.0,0.0,0.05,0.0,0.0,0.0,99.99
09/30/2021,3.91,4.11,3.43,0.0,0.84,3.35,2.92,3.0,4.16,3.83,2.9,2.33,4.33,0.0,4.37,2.6,0.0,2.67,1.61,2.45,2.45,1.62,0.0,2.62,0.0,0.0,3.13,0.0,0.0,1.45,3.59,0.0,4.05,1.67,3.26,1.95,0.86,0.0,0.81,0.0,0.0,0.0,3.46,0.0,3.32,0.0,3.67,2.07,1.59,1.51,0.75,0.9,0.84,0.75,0.73,0.0,0.0,0.1,0.0,0.0,0.0,99.96
10/01/2021,3.92,4.1,3.5,0.0,0.83,3.33,2.9,3.03,4.26,3.89,2.87,2.36,4.36,0.0,4.29,2.61,0.0,2.66,1.6,2.42,2.41,1.63,0.0,2.6,0.0,0.0,3.16,0.0,0.0,1.46,3.61,0.0,4.01,1.67,3.27,1.97,0.88,0.0,0.82,0.0,0.0,0.0,3.57,0.0,3.29,0.0,3.49,2.06,1.6,1.53,0.74,0.9,0.83,0.77,0.72,0.0,0.0,0.1,0.0,0.0,0.0,100.02
10/05/2021,4.01,4.11,3.56,0.0,0.82,3.21,3.09,3.11,4.35,3.98,2.87,2.34,4.26,0.0,4.32,2.58,0.0,2.7,1.64,2.42,2.42,1.63,0.0,2.54,0.0,0.0,3.18,0.0,0.0,1.46,3.49,0.0,3.99,1.66,3.3,1.97,0.87,0.0,0.81,0.0,0.0,0.0,3.6,0.0,3.27,0.0,3.36,1.98,1.6,1.49,0.76,0.91,0.81,0.75,0.71,0.0,0.0,0.06,0.0,0.0,0.0,99.99
10/06/2021,4.01,4.11,3.56,0.0,0.82,3.21,3.09,3.11,4.35,3.98,2.87,2.34,4.26,0.0,4.32,2.58,0.0,2.7,1.64,2.42,2.42,1.63,0.0,2.54,0.0,0.0,3.18,0.0,0.0,1.46,3.49,0.0,3.99,1.66,3.3,1.97,0.87,0.0,0.81,0.0,0.0,0.0,3.6,0.0,3.27,0.0,3.36,1.98,1.6,1.49,0.76,0.91,0.81,0.75,0.71,0.0,0.0,0.06,0.0,0.0,0.0,99.99
10/07/2021,3.95,4.09,3.58,0.0,0.81,3.22,3.08,3.07,4.35,3.97,2.89,2.36,4.24,0.0,4.31,2.62,0.0,2.68,1.65,2.4,2.4,1.63,0.0,2.6,0.0,0.0,3.24,0.0,0.0,1.47,3.56,0.0,3.97,1.65,3.31,2.01,0.88,0.0,0.81,0.0,0.0,0.0,3.61,0.0,3.25,0.0,3.3,1.97,1.61,1.49,0.74,0.92,0.8,0.75,0.71,0.0,0.0,0.06,0.0,0.0,0.0,100.01
10/08/2021,3.94,4.2,3.52,0.0,0.83,3.23,3.12,3.05,4.3,3.93,2.91,2.31,4.19,0.0,4.25,2.63,0.0,2.69,1.65,2.37,2.39,1.63,0.0,2.64,0.0,0.0,3.29,0.0,0.0,1.45,3.57,0.0,3.98,1.69,3.32,2.02,0.87,0.0,0.82,0.0,0.0,0.0,3.54,0.0,3.21,0.0,3.39,2.0,1.62,1.49,0.74,0.92,0.78,0.75,0.71,0.0,0.0,0.06,0.0,0.0,0.0,100.0
10/12/2021,3.94,4.13,3.51,0.0,0.81,3.21,3.01,3.05,4.54,4.01,2.93,2.34,4.13,0.0,4.29,2.66,0.0,2.62,1.66,2.37,2.38,1.59,0.0,2.57,0.0,0.0,3.54,0.0,0.0,1.46,3.52,0.0,3.91,1.76,3.19,2.0,0.87,0.0,0.82,0.0,0.0,0.0,3.58,0.0,3.19,0.0,3.36,1.94,1.6,1.51,0.77,0.94,0.79,0.75,0.74,0.0,0.0,0.01,0.0,0.0,0.0,100.0
